"datasetID","site","TJ","TJnotrans"
1,"17046",0.190715768480567,0.156787891109523
1,"17315",0.309354395571107,0.274095952650001
1,"2014",0.151279085409381,0.139230612914823
1,"2022",0.148793422943272,0.148793422943272
1,"2029",0.0972706155632985,0.0905923344947735
1,"2043",0.253254040481255,0.232645822307476
1,"2050",0.130906593406593,0.129166666666667
1,"2065",0.17253017628499,0.163324762008973
1,"2072",0.147801124766897,0.126265763222285
1,"2105",0.163802913721883,0.144642736411029
1,"2111",0.145983446232616,0.137426112093886
1,"6078",0.211609425134464,0.195878052342277
1,"7005",0.217670998216574,0.184926507600926
1,"7008",0.145309224913547,0.12616310892173
1,"7109",0.21664172783738,0.206013551665726
1,"2001",0.158587452094621,0.158587452094621
1,"2010",0.162414656955686,0.152848626345389
1,"2024",0.0726594276497999,0.061082995951417
1,"2045",0.11939477071056,0.106499356499357
1,"2047",0.178409579172516,0.164369801974844
1,"2059",0.210846672692936,0.16525200735727
1,"2060",0.170889381583804,0.162095029582714
1,"21001",0.198104609316462,0.194608175180931
1,"21003",0.153088460598541,0.148414790854307
1,"2109",0.126692086105829,0.119172059067529
1,"21105",0.156849639761464,0.131145317933748
1,"21109",0.133990791438527,0.133990791438527
1,"2156",0.151245903219587,0.14493686138423
1,"2164",0.192772245461132,0.162699330744444
1,"2204",0.178169602864725,0.171261561184539
1,"2205",0.21166585061811,0.189601051683964
1,"2211",0.171446980878648,0.158780178738162
1,"2212",0.160263639868903,0.160263639868903
1,"27014",0.250665858288912,0.237039170506912
1,"27015",0.193857352325094,0.169201228878648
1,"27027",0.171457410174325,0.171457410174325
1,"27031",0.172390811117414,0.1668512526962
1,"27033",0.190131007059762,0.172743449059239
1,"27036",0.126356152984168,0.111585120306051
1,"7010",0.186895667357852,0.186895667357852
1,"7015",0.167904564459765,0.119425402639688
1,"7019",0.175634290454652,0.154750892031188
1,"7020",0.14510496634109,0.124350649350649
1,"7023",0.264226172302998,0.264226172302998
1,"7027",0.170448581107043,0.148379730774297
1,"7028",0.179689153995352,0.166872137524311
1,"7111",0.13435589679432,0.113149621770311
1,"7901",0.246687045336871,0.223799524551404
1,"6071",0.162758488886308,0.141536614645858
1,"17052",0.229943941686533,0.170510022190694
1,"17309",0.304097811441718,0.221118733417121
1,"17318",0.337643958175965,0.305645845294041
1,"17017",0.186401991416363,0.137632734559645
1,"17312",0.222475143903715,0.201726844583987
1,"17900",0.19746035755888,0.19746035755888
1,"17209",0.397267184760925,0.332562733329864
1,"17322",0.197641724932465,0.131867881252118
1,"17359",0.245853099304238,0.196442192004722
1,"17372",0.327239841501603,0.277710081380032
1,"17903",0.303160317110093,0.267776468977984
1,"18003",0.211213517665131,0.169826261984215
1,"18008",0.208257718944258,0.17329487266031
1,"18009",0.133225880902272,0.109448974235474
1,"18102",0.181631402561024,0.170339158390629
1,"21010",0.212957376856898,0.194965291116841
1,"7004",0.177243349434395,0.161199396502357
1,"7024",0.139077853363568,0.139077853363568
1,"17009",0.251740527188329,0.227707732817306
1,"17011",0.186064536379662,0.157025878533231
1,"17012",0.215191511387164,0.187148772552499
1,"17047",0.269492366783007,0.160833333333333
1,"17055",0.183441558441558,0.143506493506493
1,"17222",0.260174622042742,0.242167813983382
1,"17362",0.185611332655668,0.174590142570438
1,"17367",0.282108101967635,0.260220611393239
1,"2057",0.151211216193795,0.151211216193795
1,"7902",0.159643152869754,0.137973137973138
1,"17217",0.331226480558779,0.302564464520986
1,"17040",0.174812030075188,0.174812030075188
33," L4_Station_English_Channel_10L_sample_at_10m_subsample_analyzed ",0.315595051644628,0.241335126509429
41,"censusbreedingbirdsNeotoma",0.555880503731638,0.526226364792256
46,"Skokholm",0.140289412132863,0.0422705314009662
47,"Lousana",0.0384615384615384,0.0384615384615384
47,"Redvers",0.139754467754468,0.122565656565657
70," Belgium ",0.193333333333333,0.193333333333333
208,"CF",0.664285714285714,0.45
208,"DF",0.766666666666667,0.611111111111111
