"site","species","year","count"
"d108_-50_154","Pachyptila_salvini",1993,3
"d108_-50_154","Pachyptila_salvini",1996,7
"d108_-50_154","Pachyptila_spp.",1985,2
"d108_-50_154","Pachyptila_spp.",1986,12
"d108_-50_154","Pachyptila_spp.",1987,110
"d108_-50_154","Pachyptila_spp.",1989,36
"d108_-50_154","Pachyptila_spp.",1990,7
"d108_-50_154","Pachyptila_spp.",1991,5
"d108_-50_154","Pachyptila_spp.",1992,13
"d108_-50_154","Pachyptila_spp.",1993,12
"d108_-50_154","Pachyptila_spp.",1996,55
"d108_-50_154","Pachyptila_spp.",1998,2
"d108_-50_154","Pachyptila_spp.",1999,2
"d108_-50_154","Pachyptila_spp.",2002,27
"d108_-50_154","Pachyptila_turtur",1991,5
"d108_-50_154","Pachyptila_turtur",1993,1
"d108_-50_154","Pachyptila_turtur",1996,3
"d108_-50_154","Pachyptila_turtur",2002,1
"d108_-50_154","Pachyptila_vittata",1996,41
"d108_-50_154","Pelecanoides_spp.",1986,1
"d108_-50_154","Pelecanoides_spp.",1991,4
"d108_-50_154","Pelecanoides_spp.",2002,1
"d108_-50_154","Pelecanoides_urinatrix",1996,2
"d108_-50_154","Phoebetria_fusca",1993,3
"d108_-50_154","Phoebetria_fusca",1996,3
"d108_-50_154","Phoebetria_palpebrata",1986,1
"d108_-50_154","Phoebetria_palpebrata",1987,6
"d108_-50_154","Phoebetria_palpebrata",1990,1
"d108_-50_154","Phoebetria_palpebrata",1993,2
"d108_-50_154","Phoebetria_palpebrata",1996,6
"d108_-50_154","Phoebetria_palpebrata",1998,1
"d108_-50_154","Phoebetria_palpebrata",2002,1
"d108_-50_154","Procellaria_aequinoctialis",1986,15
"d108_-50_154","Procellaria_aequinoctialis",1987,29
"d108_-50_154","Procellaria_aequinoctialis",1989,10
"d108_-50_154","Procellaria_aequinoctialis",1990,2
"d108_-50_154","Procellaria_aequinoctialis",1992,1
"d108_-50_154","Procellaria_aequinoctialis",1996,10
"d108_-50_154","Procellaria_aequinoctialis",2002,6
"d108_-50_154","Procellaria_cinerea",1989,1
"d108_-50_154","Procellaria_cinerea",1993,5
"d108_-50_154","Procellaria_cinerea",1996,1
"d108_-50_154","Procellaria_cinerea",1998,1
"d108_-50_154","Procellaria_cinerea",1999,3
"d108_-50_154","Procellaria_parkinsoni",2002,6
"d108_-50_154","Pterodroma_inexpectata",1985,3
"d108_-50_154","Pterodroma_inexpectata",1986,5
"d108_-50_154","Pterodroma_inexpectata",1989,1
"d108_-50_154","Pterodroma_inexpectata",1996,17
"d108_-50_154","Pterodroma_inexpectata",2002,15
"d108_-50_154","Pterodroma_lessonii",1985,5
"d108_-50_154","Pterodroma_lessonii",1986,13
"d108_-50_154","Pterodroma_lessonii",1987,9
"d108_-50_154","Pterodroma_lessonii",1989,6
"d108_-50_154","Pterodroma_lessonii",1990,1
"d108_-50_154","Pterodroma_lessonii",1991,12
"d108_-50_154","Pterodroma_lessonii",1993,13
"d108_-50_154","Pterodroma_lessonii",1996,17
"d108_-50_154","Pterodroma_lessonii",1998,3
"d108_-50_154","Pterodroma_lessonii",1999,6
"d108_-50_154","Pterodroma_lessonii",2002,5
"d108_-50_154","Pterodroma_mollis",1993,1
"d108_-50_154","Pterodroma_mollis",1996,2
"d108_-50_154","Pterodroma_mollis",1999,3
"d108_-50_154","Pterodroma_white-headed_sp",1996,2
"d108_-50_154","Pterodroma_white-headed_sp",2002,1
"d108_-50_154","Puffinus_assimilis",1996,2
"d108_-50_154","Puffinus_assimilis",1998,1
"d108_-50_154","Puffinus_assimilis",2002,2
"d108_-50_154","Puffinus_griseus",1987,3
"d108_-50_154","Puffinus_griseus",1989,1
"d108_-50_154","Puffinus_griseus",1990,1
"d108_-50_154","Puffinus_griseus",1991,2
"d108_-50_154","Puffinus_griseus",1996,4
"d108_-50_154","Puffinus_griseus",2002,20
"d108_-50_154","Puffinus_spp.",1985,2
"d108_-50_154","Puffinus_spp.",1986,22
"d108_-50_154","Puffinus_spp.",1989,4
"d108_-50_154","Puffinus_spp._indet",1996,1
"d108_-50_154","Puffinus_tenuirostris",1996,32
"d108_-50_154","Puffinus_tenuirostris",1997,2
"d108_-50_154","Puffinus_tenuirostris",2002,12
"d108_-50_154","Stercorarius_longicaudus",1996,1
"d108_-50_154","Thalassarche_cauta",1985,3
"d108_-50_154","Thalassarche_cauta",1986,2
"d108_-50_154","Thalassarche_cauta",1989,1
"d108_-50_154","Thalassarche_cauta",1990,1
"d108_-50_154","Thalassarche_cauta",1993,1
"d108_-50_154","Thalassarche_cauta",1996,7
"d108_-50_154","Thalassarche_cauta",2002,2
"d108_-50_154","Thalassarche_chrysostoma",1986,3
"d108_-50_154","Thalassarche_chrysostoma",1987,2
"d108_-50_154","Thalassarche_chrysostoma",1991,9
"d108_-50_154","Thalassarche_chrysostoma",1992,2
"d108_-50_154","Thalassarche_chrysostoma",1993,2
"d108_-50_154","Thalassarche_chrysostoma",1996,8
"d108_-50_154","Thalassarche_chrysostoma",1997,1
"d108_-50_154","Thalassarche_chrysostoma",1998,1
"d108_-50_154","Thalassarche_chrysostoma",1999,8
"d108_-50_154","Thalassarche_melanophrys",1986,4
"d108_-50_154","Thalassarche_melanophrys",1987,10
"d108_-50_154","Thalassarche_melanophrys",1989,6
"d108_-50_154","Thalassarche_melanophrys",1990,1
"d108_-50_154","Thalassarche_melanophrys",1991,1
"d108_-50_154","Thalassarche_melanophrys",1992,1
"d108_-50_154","Thalassarche_melanophrys",1996,40
"d108_-50_154","Thalassarche_melanophrys",1997,2
"d108_-50_154","Thalassarche_melanophrys",1998,1
"d108_-50_154","Thalassarche_melanophrys",1999,29
"d108_-50_154","Thalassarche_melanophrys",2002,5
"d108_-50_154","Thalassoica_antarctica",1996,2
"d108_-50_156","Catharacta_lonnbergi_lonnbergi",1993,1
"d108_-50_156","Daption_capense",1991,1
"d108_-50_156","Daption_capense",1996,2
"d108_-50_156","Daption_capense",1998,20
"d108_-50_156","Daption_capense",2001,5
"d108_-50_156","Daption_capense",2006,3
"d108_-50_156","Daption_capense_capense",1993,6
"d108_-50_156","Diomedea_epomophora",1991,1
"d108_-50_156","Diomedea_epomophora",1996,1
"d108_-50_156","Diomedea_epomophora",2001,3
"d108_-50_156","Diomedea_exulans",1985,1
"d108_-50_156","Diomedea_exulans",1986,6
"d108_-50_156","Diomedea_exulans",1989,6
"d108_-50_156","Diomedea_exulans",1993,4
"d108_-50_156","Diomedea_exulans",1996,7
"d108_-50_156","Diomedea_exulans",1997,17
"d108_-50_156","Diomedea_exulans",2001,3
"d108_-50_156","Diomedea_exulans",2006,3
"d108_-50_156","Fregetta_grallaria_grallaria",1989,18
"d108_-50_156","Fregetta_tropica",1986,1
"d108_-50_156","Fregetta_tropica",1989,1
"d108_-50_156","Fregetta_tropica",1993,8
"d108_-50_156","Fregetta_tropica",1996,4
"d108_-50_156","Fulmarus_glacialoides",1996,1
"d108_-50_156","Garrodia_nereis",1991,3
"d108_-50_156","Garrodia_nereis",1993,1
"d108_-50_156","Halobaena_caerulea",1987,1
"d108_-50_156","Halobaena_caerulea",1991,12
"d108_-50_156","Halobaena_caerulea",1998,1
"d108_-50_156","Halobaena_caerulea",2001,15
"d108_-50_156","Lugensa_brevirostris",1991,1
"d108_-50_156","Macronectes_giganteus",1991,1
"d108_-50_156","Macronectes_giganteus",2001,5
"d108_-50_156","Macronectes_halli",1996,1
"d108_-50_156","Macronectes_spp.",1985,1
"d108_-50_156","Macronectes_spp.",1987,3
"d108_-50_156","Macronectes_spp.",1993,1
"d108_-50_156","Macronectes_spp.",1996,1
"d108_-50_156","Macronectes_spp.",1998,2
"d108_-50_156","Macronectes_spp.",2006,2
"d108_-50_156","Pachyptila_crassirostris_eatoni",1993,15
"d108_-50_156","Pachyptila_salvini",1993,1
"d108_-50_156","Pachyptila_spp.",1986,1
"d108_-50_156","Pachyptila_spp.",1987,2
"d108_-50_156","Pachyptila_spp.",1989,17
"d108_-50_156","Pachyptila_spp.",1993,7
"d108_-50_156","Pachyptila_spp.",1998,1
"d108_-50_156","Pachyptila_spp.",2001,6
"d108_-50_156","Pachyptila_spp.",2006,2
"d108_-50_156","Pachyptila_turtur",1993,12
"d108_-50_156","Pachyptila_turtur",2002,1
"d108_-50_156","Pelecanoides_spp.",2006,1
"d108_-50_156","Phoebetria_fusca",1989,1
"d108_-50_156","Phoebetria_palpebrata",1987,1
"d108_-50_156","Phoebetria_palpebrata",1991,1
"d108_-50_156","Phoebetria_palpebrata",1993,3
"d108_-50_156","Phoebetria_palpebrata",1998,1
"d108_-50_156","Phoebetria_palpebrata",2001,3
"d108_-50_156","Phoebetria_palpebrata",2006,1
"d108_-50_156","Procellaria_aequinoctialis",1989,6
"d108_-50_156","Procellaria_aequinoctialis",1993,3
"d108_-50_156","Procellaria_aequinoctialis",1996,1
"d108_-50_156","Procellaria_aequinoctialis",1997,2
"d108_-50_156","Procellaria_aequinoctialis",2006,3
"d108_-50_156","Procellaria_cinerea",1991,2
"d108_-50_156","Procellaria_cinerea",1993,12
"d108_-50_156","Pterodroma_inexpectata",1989,4
"d108_-50_156","Pterodroma_inexpectata",1993,11
"d108_-50_156","Pterodroma_inexpectata",1996,2
"d108_-50_156","Pterodroma_lessonii",1986,1
"d108_-50_156","Pterodroma_lessonii",1987,2
"d108_-50_156","Pterodroma_lessonii",1989,2
"d108_-50_156","Pterodroma_lessonii",1991,4
"d108_-50_156","Pterodroma_lessonii",1993,29
"d108_-50_156","Pterodroma_lessonii",1996,5
"d108_-50_156","Pterodroma_lessonii",1998,2
"d108_-50_156","Pterodroma_lessonii",2001,6
"d108_-50_156","Pterodroma_lessonii",2006,1
"d108_-50_156","Pterodroma_macroptera",1989,2
"d108_-50_156","Pterodroma_mollis",1993,3
"d108_-50_156","Pterodroma_mollis",1996,1
"d108_-50_156","Pterodroma_mollis",2006,3
"d108_-50_156","Pterodroma_white-headed_sp",1993,1
"d108_-50_156","Puffinus_griseus",1991,5
"d108_-50_156","Puffinus_griseus",1996,1
"d108_-50_156","Puffinus_spp.",1985,1
"d108_-50_156","Puffinus_spp.",2006,7
"d108_-50_156","Puffinus_spp._indet",1993,1
"d108_-50_156","Puffinus_tenuirostris",1993,21
"d108_-50_156","Puffinus_tenuirostris",1996,4
"d108_-50_156","Puffinus_tenuirostris",1997,1
"d108_-50_156","Puffinus_tenuirostris",2006,18
"d108_-50_156","Sterna_paradisaea",1996,1
"d108_-50_156","Thalassarche_cauta",1985,1
"d108_-50_156","Thalassarche_cauta",1993,1
"d108_-50_156","Thalassarche_cauta",1996,1
"d108_-50_156","Thalassarche_chrysostoma",1987,1
"d108_-50_156","Thalassarche_chrysostoma",1991,3
"d108_-50_156","Thalassarche_chrysostoma",2001,4
"d108_-50_156","Thalassarche_melanophrys",1986,1
"d108_-50_156","Thalassarche_melanophrys",1987,1
"d108_-50_156","Thalassarche_melanophrys",1989,5
"d108_-50_156","Thalassarche_melanophrys",1997,1
"d108_-50_156","Thalassarche_melanophrys",2001,12
"d108_-50_156","Thalassarche_salvini",1997,1
"d108_-50_156","Thalassarche_steadi",1993,7
"d108_-50_158","Catharacta_lonnbergi_lonnbergi",1997,1
"d108_-50_158","Diomedea_exulans",1985,2
"d108_-50_158","Diomedea_exulans",1997,17
"d108_-50_158","Macronectes_giganteus",1997,1
"d108_-50_158","Oceanites_oceanicus",1997,1
"d108_-50_158","Pachyptila_desolata",1997,8
"d108_-50_158","Pachyptila_spp.",1985,6
"d108_-50_158","Pachyptila_spp.",1997,26
"d108_-50_158","Pelecanoides_urinatrix",1997,1
"d108_-50_158","Phoebetria_palpebrata",1997,1
"d108_-50_158","Pterodroma_lessonii",1997,5
"d108_-50_158","Puffinus_spp.",1985,3
"d108_-50_158","Puffinus_tenuirostris",1997,2
"d108_-50_158","Thalassarche_melanophrys",1997,10
"d108_-50_158","Thalassarche_salvini",1997,1
"d108_-50_162","Diomedea_exulans",1996,1
"d108_-50_162","Pachyptila_salvini",1996,2
"d108_-50_162","Pachyptila_spp.",1996,7
"d108_-50_162","Phoebetria_palpebrata",1996,1
"d108_-50_162","Pterodroma_inexpectata",1996,3
"d108_-50_162","Pterodroma_lessonii",1996,9
"d108_-50_162","Thalassarche_cauta",1996,1
"d108_-50_164","Fregetta_tropica",1997,3
"d108_-50_164","Garrodia_nereis",1997,2
"d108_-50_164","Pachyptila_salvini",1997,28
"d108_-50_164","Pelecanoides_urinatrix",1997,2
"d108_-50_164","Phoebetria_palpebrata",1997,1
"d108_-50_164","Procellaria_aequinoctialis",1997,1
"d108_-50_164","Pterodroma_lessonii",1997,3
"d108_-50_164","Puffinus_griseus",1997,5
"d108_-50_166","Fregetta_tropica",1997,5
"d108_-50_166","Macronectes_halli",1997,1
"d108_-50_166","Pachyptila_salvini",1997,25
"d108_-50_166","Pachyptila_spp.",1996,3
"d108_-50_166","Pelecanoides_urinatrix",1996,1
"d108_-50_166","Procellaria_aequinoctialis",1997,1
"d108_-50_166","Pterodroma_inexpectata",1996,4
"d108_-50_166","Pterodroma_inexpectata",1997,2
"d108_-50_166","Puffinus_assimilis",1996,1
"d108_-50_166","Puffinus_griseus",1996,14
"d108_-50_166","Puffinus_griseus",1997,19
"d108_-50_166","Thalassarche_cauta",1997,6
"d108_-50_34","Fulmarus_glacialoides",1984,2
"d108_-50_34","Macronectes_halli",1984,1
"d108_-50_34","Macronectes_spp.",1984,1
"d108_-50_34","Pachyptila_spp.",1984,71
"d108_-50_34","Phoebetria_palpebrata",1984,1
"d108_-50_36","Fulmarus_glacialoides",1984,1
"d108_-50_36","Macronectes_giganteus",1984,1
"d108_-50_36","Macronectes_halli",1984,1
"d108_-50_36","Pachyptila_spp.",1984,12
"d108_-50_36","Phoebetria_palpebrata",1984,5
"d108_-50_36","Thalassarche_chrysostoma",1984,1
"d108_-50_54","Daption_capense",1985,9
"d108_-50_54","Fulmarus_glacialoides",1985,6
"d108_-50_54","Halobaena_caerulea",1985,1
"d108_-50_54","Macronectes_spp.",1985,1
"d108_-50_54","Pachyptila_spp.",1985,3
"d108_-50_54","Pelecanoides_spp.",1985,7
"d108_-50_54","Phoebetria_palpebrata",1985,8
"d108_-50_56","Daption_capense",1985,22
"d108_-50_56","Diomedea_exulans",1985,1
"d108_-50_56","Fulmarus_glacialoides",1985,6
"d108_-50_56","Halobaena_caerulea",1985,3
"d108_-50_56","Pachyptila_spp.",1985,2
"d108_-50_56","Phoebetria_palpebrata",1985,20
"d108_-50_56","Procellaria_cinerea",1985,1
"d108_-50_56","Thalassarche_chrysostoma",1985,7
"d108_-50_56","Thalassoica_antarctica",1985,1
"d108_-50_58","Daption_capense",1985,7
"d108_-50_58","Fulmarus_glacialoides",1985,4
"d108_-50_58","Halobaena_caerulea",1985,3
"d108_-50_58","Pelecanoides_spp.",1985,3
"d108_-50_58","Phoebetria_palpebrata",1985,19
"d108_-50_58","Pterodroma_lessonii",1985,1
"d108_-50_58","Thalassarche_chrysostoma",1985,1
"d108_-50_62","Daption_capense",1985,16
"d108_-50_62","Fulmarus_glacialoides",1985,6
"d108_-50_62","Halobaena_caerulea",1985,4
"d108_-50_62","Macronectes_spp.",1985,1
"d108_-50_62","Phoebetria_palpebrata",1985,6
"d108_-50_62","Procellaria_aequinoctialis",1985,1
"d108_-50_62","Pterodroma_lessonii",1985,1
"d108_-50_62","Thalassarche_chrysostoma",1985,6
"d108_-50_62","Thalassoica_antarctica",1985,1
"d108_-50_64","Daption_capense",1985,44
"d108_-50_64","Diomedea_exulans",1985,1
"d108_-50_64","Fulmarus_glacialoides",1985,13
"d108_-50_64","Halobaena_caerulea",1985,16
"d108_-50_64","Lugensa_brevirostris",1985,2
"d108_-50_64","Macronectes_halli",1985,1
"d108_-50_64","Macronectes_spp.",1985,1
"d108_-50_64","Pachyptila_belcheri",1985,10
"d108_-50_64","Pachyptila_crassirostris_eatoni",1985,3
"d108_-50_64","Pachyptila_spp.",1985,61
"d108_-50_64","Pelecanoides_georgicus",1985,1
"d108_-50_64","Pelecanoides_spp.",1985,34
"d108_-50_64","Phoebetria_palpebrata",1985,7
"d108_-50_64","Procellaria_aequinoctialis",1985,6
"d108_-50_64","Pterodroma_lessonii",1985,1
"d108_-50_64","Thalassarche_chrysostoma",1985,7
"d108_-50_64","Thalassarche_melanophrys",1985,1
"d108_-50_66","Daption_capense",1985,20
"d108_-50_66","Diomedea_exulans",1985,1
"d108_-50_66","Fulmarus_glacialoides",1985,3
"d108_-50_66","Halobaena_caerulea",1985,5
"d108_-50_66","Macronectes_halli",1985,1
"d108_-50_66","Macronectes_spp.",1985,2
"d108_-50_66","Pachyptila_belcheri",1985,3
"d108_-50_66","Pachyptila_crassirostris_eatoni",1985,1
"d108_-50_66","Pelecanoides_spp.",1985,8
"d108_-50_66","Procellaria_aequinoctialis",1985,9
"d108_-50_66","Pterodroma_lessonii",1985,1
"d108_-50_66","Thalassarche_chrysostoma",1985,2
"d108_-50_68","Aptenodytes_patagonicus",1999,3
"d108_-50_68","Halobaena_caerulea",1999,1
"d108_-50_68","Macronectes_halli",1999,2
"d108_-50_68","Pachyptila_spp.",1999,28
"d108_-50_68","Pachyptila_vittata",1999,1
"d108_-50_68","Pelecanoides_spp.",1999,2
"d108_-50_68","Pelecanoides_urinatrix",1999,4
"d108_-50_68","Phoebetria_palpebrata",1999,1
"d108_-50_68","Procellaria_aequinoctialis",1999,6
"d108_-50_70","Aptenodytes_patagonicus",1999,5
"d108_-50_70","Catharacta_lonnbergi_lonnbergi",1999,2
"d108_-50_70","Cephalorhynchus_commersonii",1990,24
"d108_-50_70","Daption_capense",1985,80
"d108_-50_70","Daption_capense",1990,20
"d108_-50_70","Daption_capense",1999,2
"d108_-50_70","Diomedea_epomophora",1990,8
"d108_-50_70","Diomedea_exulans",1990,1
"d108_-50_70","Diomedea_exulans",1999,1
"d108_-50_70","Eudyptes_chrysocome_filholi",1999,21
"d108_-50_70","Eudyptes_sclateri",1999,10
"d108_-50_70","Fregetta_grallaria_grallaria",1999,1
"d108_-50_70","Fulmarus_glacialoides",1985,1
"d108_-50_70","Garrodia_nereis",1990,1
"d108_-50_70","Halobaena_caerulea",1985,310
"d108_-50_70","Halobaena_caerulea",1999,20
"d108_-50_70","Larus_dominicanus",1990,4
"d108_-50_70","Larus_dominicanus",1999,7
"d108_-50_70","Lugensa_brevirostris",1990,11
"d108_-50_70","Lugensa_brevirostris",1999,1
"d108_-50_70","Macronectes_giganteus",1990,20
"d108_-50_70","Macronectes_halli",1985,23
"d108_-50_70","Macronectes_halli",1990,36
"d108_-50_70","Macronectes_halli",1999,14
"d108_-50_70","Oceanites_oceanicus",1999,29
"d108_-50_70","Orcinus_orca",1990,3
"d108_-50_70","Pachyptila_belcheri",1999,1
"d108_-50_70","Pachyptila_spp.",1990,3
"d108_-50_70","Pachyptila_spp.",1999,1737
"d108_-50_70","Pachyptila_vittata",1999,2
"d108_-50_70","Pelecanoides_georgicus",1999,3
"d108_-50_70","Pelecanoides_spp.",1985,1
"d108_-50_70","Pelecanoides_spp.",1990,4
"d108_-50_70","Pelecanoides_spp.",1999,600
"d108_-50_70","Pelecanoides_urinatrix",1999,1
"d108_-50_70","Phalacrocorax_atriceps",1990,80
"d108_-50_70","Phalacrocorax_atriceps",1999,28
"d108_-50_70","Phoebetria_palpebrata",1999,4
"d108_-50_70","Procellaria_aequinoctialis",1985,9
"d108_-50_70","Procellaria_aequinoctialis",1999,104
"d108_-50_70","Procellaria_cinerea",1990,2
"d108_-50_70","Pterodroma_lessonii",1985,6
"d108_-50_70","Pterodroma_lessonii",1990,4
"d108_-50_70","Pterodroma_lessonii",1999,30
"d108_-50_70","Pterodroma_macroptera",1990,1
"d108_-50_70","Thalassarche_melanophrys",1985,3
"d108_-50_70","Thalassarche_melanophrys",1999,17
"d108_-50_72","Catharacta_maccormicki",1990,1
"d108_-50_72","Daption_capense",1990,79
"d108_-50_72","Daption_capense",1999,1
"d108_-50_72","Diomedea_epomophora",1990,2
"d108_-50_72","Diomedea_exulans",1990,1
"d108_-50_72","Diomedea_exulans",1999,6
"d108_-50_72","Fulmarus_glacialoides",1990,3
"d108_-50_72","Halobaena_caerulea",1990,46
"d108_-50_72","Lugensa_brevirostris",1990,12
"d108_-50_72","Macronectes_giganteus",1990,14
"d108_-50_72","Macronectes_halli",1990,23
"d108_-50_72","Oceanites_oceanicus",1999,13
"d108_-50_72","Pachyptila_spp.",1990,19
"d108_-50_72","Pachyptila_spp.",1999,4
"d108_-50_72","Pelecanoides_spp.",1990,2
"d108_-50_72","Procellaria_aequinoctialis",1990,3
"d108_-50_72","Procellaria_aequinoctialis",1999,34
"d108_-50_72","Procellaria_cinerea",1990,9
"d108_-50_72","Pterodroma_lessonii",1990,2
"d108_-50_72","Puffinus_spp.",1990,1
"d108_-50_72","Puffinus_spp._indet",1999,5
"d108_-50_72","Thalassarche_chrysostoma",1990,1
"d108_-50_72","Thalassarche_melanophrys",1999,12
"d108_-50_74","Catharacta_lonnbergi_lonnbergi",1993,1
"d108_-50_74","Catharacta_lonnbergi_lonnbergi",2003,1
"d108_-50_74","Daption_capense",1990,39
"d108_-50_74","Daption_capense",1993,31
"d108_-50_74","Daption_capense",2003,1
"d108_-50_74","Diomedea_epomophora",1990,1
"d108_-50_74","Diomedea_exulans",2003,1
"d108_-50_74","Fulmarus_glacialoides",1990,6
"d108_-50_74","Fulmarus_glacialoides",1993,6
"d108_-50_74","Garrodia_nereis",1993,1
"d108_-50_74","Halobaena_caerulea",1990,40
"d108_-50_74","Halobaena_caerulea",1993,182
"d108_-50_74","Lugensa_brevirostris",1990,20
"d108_-50_74","Lugensa_brevirostris",1993,29
"d108_-50_74","Macronectes_giganteus",1990,17
"d108_-50_74","Macronectes_giganteus",1993,3
"d108_-50_74","Macronectes_giganteus",1999,1
"d108_-50_74","Macronectes_halli",1990,1
"d108_-50_74","Macronectes_halli",1993,3
"d108_-50_74","Macronectes_spp.",1990,3
"d108_-50_74","Macronectes_spp.",1993,5
"d108_-50_74","Oceanites_oceanicus",1999,1
"d108_-50_74","Oceanites_oceanicus",2003,1
"d108_-50_74","Pachyptila_crassirostris_eatoni",1993,5
"d108_-50_74","Pachyptila_desolata",2003,16
"d108_-50_74","Pachyptila_spp.",1990,78
"d108_-50_74","Pachyptila_spp.",1993,2
"d108_-50_74","Pachyptila_spp.",1999,2
"d108_-50_74","Pelecanoides_spp.",1990,6
"d108_-50_74","Pelecanoides_spp.",1993,3
"d108_-50_74","Pelecanoides_urinatrix",1993,7
"d108_-50_74","Phoebetria_palpebrata",1990,9
"d108_-50_74","Phoebetria_palpebrata",1993,4
"d108_-50_74","Phoebetria_palpebrata",2003,1
"d108_-50_74","Procellaria_aequinoctialis",1993,3
"d108_-50_74","Procellaria_aequinoctialis",1999,4
"d108_-50_74","Procellaria_aequinoctialis",2003,6
"d108_-50_74","Procellaria_cinerea",1990,9
"d108_-50_74","Procellaria_cinerea",1993,2
"d108_-50_74","Pterodroma_lessonii",1990,14
"d108_-50_74","Pterodroma_macroptera",1993,11
"d108_-50_74","Thalassarche_chrysostoma",1990,19
"d108_-50_74","Thalassarche_chrysostoma",1993,4
"d108_-50_74","Thalassarche_melanophrys",1999,8
"d108_-50_76","Aptenodytes_patagonicus",2003,6
"d108_-50_76","Catharacta_lonnbergi_lonnbergi",1993,3
"d108_-50_76","Catharacta_lonnbergi_lonnbergi",2003,8
"d108_-50_76","Daption_capense",1990,1
"d108_-50_76","Daption_capense",1993,59
"d108_-50_76","Daption_capense",2003,3
"d108_-50_76","Daption_capense_capense",2003,5
"d108_-50_76","Diomedea_exulans",2003,15
"d108_-50_76","Fregetta_tropica",1992,1
"d108_-50_76","Fregetta_tropica",2003,2
"d108_-50_76","Fulmarus_glacialoides",1993,26
"d108_-50_76","Halobaena_caerulea",1992,2
"d108_-50_76","Halobaena_caerulea",1993,123
"d108_-50_76","Lugensa_brevirostris",1990,2
"d108_-50_76","Lugensa_brevirostris",1993,37
"d108_-50_76","Macronectes_giganteus",1993,8
"d108_-50_76","Macronectes_giganteus",2003,1
"d108_-50_76","Macronectes_halli",1992,2
"d108_-50_76","Macronectes_halli",1993,9
"d108_-50_76","Macronectes_spp.",1993,3
"d108_-50_76","Macronectes_spp.",2003,9
"d108_-50_76","Oceanites_oceanicus",1992,1
"d108_-50_76","Oceanites_oceanicus",2003,3
"d108_-50_76","Pachyptila_crassirostris_eatoni",1993,13
"d108_-50_76","Pachyptila_desolata",2003,70
"d108_-50_76","Pachyptila_salvini",1992,3
"d108_-50_76","Pachyptila_spp.",1992,2
"d108_-50_76","Pelecanoides_spp.",1992,18
"d108_-50_76","Pelecanoides_spp.",1993,16
"d108_-50_76","Pelecanoides_urinatrix",1993,11
"d108_-50_76","Phoebetria_palpebrata",1993,8
"d108_-50_76","Phoebetria_palpebrata",2003,1
"d108_-50_76","Procellaria_aequinoctialis",1992,8
"d108_-50_76","Procellaria_aequinoctialis",1993,3
"d108_-50_76","Procellaria_aequinoctialis",1999,3
"d108_-50_76","Procellaria_aequinoctialis",2003,42
"d108_-50_76","Procellaria_cinerea",1993,11
"d108_-50_76","Procellaria_cinerea",1999,1
"d108_-50_76","Pterodroma_lessonii",1992,1
"d108_-50_76","Pterodroma_lessonii",1993,1
"d108_-50_76","Pterodroma_macroptera",1993,17
"d108_-50_76","Pterodroma_mollis",1992,1
"d108_-50_76","Pterodroma_mollis",1999,3
"d108_-50_76","Pterodroma_mollis",2003,2
"d108_-50_76","Thalassarche_chrysostoma",1993,3
"d108_-50_76","Thalassarche_chrysostoma",2003,1
"d108_-50_76","Thalassarche_melanophrys",1992,10
"d108_-50_76","Thalassarche_melanophrys",1993,3
"d108_-50_76","Thalassarche_melanophrys",1999,5
"d108_-50_76","Thalassarche_melanophrys",2003,45
"d108_-50_76","Thalassoica_antarctica",1993,1
"d108_-50_78","Aptenodytes_patagonicus",2003,1
"d108_-50_78","Catharacta_lonnbergi_lonnbergi",2004,4
"d108_-50_78","Daption_capense",2002,1
"d108_-50_78","Daption_capense",2003,5
"d108_-50_78","Daption_capense_capense",2003,1
"d108_-50_78","Diomedea_exulans",2003,9
"d108_-50_78","Diomedea_exulans",2004,14
"d108_-50_78","Fregetta_tropica",2003,13
"d108_-50_78","Fregetta_tropica",2004,53
"d108_-50_78","Halobaena_caerulea",2002,2
"d108_-50_78","Halobaena_caerulea",2003,1
"d108_-50_78","Lugensa_brevirostris",2004,7
"d108_-50_78","Macronectes_giganteus",2003,4
"d108_-50_78","Macronectes_halli",2004,2
"d108_-50_78","Macronectes_spp.",2003,1
"d108_-50_78","Pachyptila_desolata",2003,63
"d108_-50_78","Pachyptila_spp.",2002,286
"d108_-50_78","Pachyptila_spp.",2003,624
"d108_-50_78","Pachyptila_spp.",2004,10
"d108_-50_78","Pelecanoides_spp.",2004,4
"d108_-50_78","Phoebetria_palpebrata",2002,1
"d108_-50_78","Phoebetria_palpebrata",2003,6
"d108_-50_78","Phoebetria_palpebrata",2004,4
"d108_-50_78","Procellaria_aequinoctialis",2002,71
"d108_-50_78","Procellaria_aequinoctialis",2003,132
"d108_-50_78","Procellaria_aequinoctialis",2004,18
"d108_-50_78","Procellaria_cinerea",2003,1
"d108_-50_78","Procellaria_cinerea",2004,4
"d108_-50_78","Pterodroma_lessonii",2004,1
"d108_-50_78","Pterodroma_mollis",2003,7
"d108_-50_78","Pterodroma_mollis",2004,12
"d108_-50_78","Thalassarche_chrysostoma",2002,1
"d108_-50_78","Thalassarche_chrysostoma",2003,2
"d108_-50_78","Thalassarche_chrysostoma",2004,2
"d108_-50_78","Thalassarche_melanophrys",2003,7
"d108_-50_78","Thalassarche_melanophrys",2004,12
"d108_-50_80","Catharacta_maccormicki",2002,3
