,datasetID,site,system,taxa,nTime,spRichTotal,spRichCore,spRichTrans,propCore,propCore_pVal,propTrans,propTrans_pVal,meanAbundance,mu,bimodality,pBimodal,alpha,beta
37,213,e1q2-8,Terrestrial,Plant,30,25,1,20,0.04,0.932,0.8,0.003,53.96666667,0.197333333,0.328104515,0.318,0.625771042,1.871933374
38,213,e1q3-1,Terrestrial,Plant,40,19,2,14,0.105263158,0.939,0.736842105,0,59.7,0.222368421,0.332252173,0.353,0.659963297,1.715706593
39,213,e1q3-2,Terrestrial,Plant,39,27,1,22,0.037037037,0.968,0.814814815,0,54.20512821,0.171889839,0.248173572,0.585,0.662709911,2.368587899
40,213,e1q3-3,Terrestrial,Plant,40,29,2,22,0.068965517,0.938,0.75862069,0.008,69.6,0.181896552,0.276898031,0.405,0.605104475,2.067449906
41,213,e1q3a-1,Terrestrial,Plant,39,18,2,12,0.111111111,0.822,0.666666667,0.009,49.66666667,0.233618234,0.357614309,0.258,0.662183574,1.651981404
42,213,e1q3a-2,Terrestrial,Plant,37,19,4,11,0.210526316,0.681,0.578947368,0.014,63.81081081,0.342816501,0.559396433,0.013,0.599870852,0.962654394
43,213,e1q3a-3,Terrestrial,Plant,38,22,2,15,0.090909091,0.908,0.681818182,0.009,62.42105263,0.242822967,0.400008452,0.157,0.563005606,1.295141656
44,213,e1q4-1,Terrestrial,Plant,38,50,6,29,0.12,0.916,0.58,0.031,109.5263158,0.283157895,0.40573382,0.139,0.542608026,1.161536977
45,213,e1q4-2,Terrestrial,Plant,38,36,6,23,0.166666667,0.757,0.638888889,0.005,76.78947368,0.312865497,0.472977482,0.058,0.564449121,1.056355499
46,213,e1q4a-1,Terrestrial,Plant,38,44,5,23,0.113636364,0.922,0.522727273,0.025,78.65789474,0.298444976,0.38514419,0.217,0.617505233,1.21260346
47,213,e1q4a-2,Terrestrial,Plant,38,45,3,29,0.066666667,0.993,0.644444444,0,89.10526316,0.271345029,0.334790404,0.432,0.666677069,1.524999593
48,213,e1q5-1,Terrestrial,Plant,39,28,4,15,0.142857143,0.893,0.535714286,0.009,91.69230769,0.314102564,0.357464385,0.354,0.767226385,1.42970852
49,213,e1q5-2,Terrestrial,Plant,38,18,2,13,0.111111111,0.887,0.722222222,0.006,68.02631579,0.242690058,0.392680969,0.177,0.610553056,1.409346191
50,213,e1q5-3,Terrestrial,Plant,39,25,2,18,0.08,0.932,0.72,0.003,82.69230769,0.196923077,0.294925066,0.361,0.586711155,1.680417486
51,213,e1q5-4,Terrestrial,Plant,38,24,2,16,0.083333333,0.93,0.666666667,0.022,81.57894737,0.224780702,0.334789181,0.281,0.615796379,1.653571483
52,213,e2q2-1,Terrestrial,Plant,37,30,3,22,0.1,0.88,0.733333333,0.003,69.54054054,0.211711712,0.351663237,0.189,0.562144875,1.606077338
53,213,e2q2-2,Terrestrial,Plant,38,31,6,21,0.193548387,0.598,0.677419355,0.007,99.02631579,0.267402377,0.474038227,0.067,0.503956758,1.031903673
54,213,e2q2-3,Terrestrial,Plant,38,45,4,28,0.088888889,0.972,0.622222222,0.004,93.13157895,0.24619883,0.308459191,0.404,0.645832577,1.708734685
55,213,e2q2-4,Terrestrial,Plant,40,37,2,23,0.054054054,0.998,0.621621622,0,104.15,0.24527027,0.274961456,0.714,0.682910993,1.691303189
56,213,e2q3-1,Terrestrial,Plant,39,32,2,23,0.0625,0.943,0.71875,0.002,91.12820513,0.212339744,0.284147226,0.515,0.657796534,1.982512222
57,213,e2q3-2,Terrestrial,Plant,39,20,2,13,0.1,0.896,0.65,0.013,85.48717949,0.264102564,0.36734072,0.273,0.704129048,1.692299882
58,213,e2q3a-1,Terrestrial,Plant,40,31,3,21,0.096774194,0.86,0.677419355,0.026,73.875,0.211290323,0.298728906,0.406,0.640741658,2.019607203
59,213,e2q3a-2,Terrestrial,Plant,40,26,2,18,0.076923077,0.953,0.692307692,0.009,96.575,0.218269231,0.293442106,0.523,0.680672747,1.896050848
60,213,e2qa-1,Terrestrial,Plant,38,19,3,15,0.157894737,0.733,0.789473684,0.001,117.2631579,0.227146814,0.426604983,0.134,0.517721481,1.091408807
61,213,e2qa-2,Terrestrial,Plant,36,22,2,16,0.090909091,0.954,0.727272727,0.003,99.91666667,0.220959596,0.352497892,0.273,0.565060883,1.331293274
62,213,e2qa-3,Terrestrial,Plant,37,28,2,23,0.071428571,0.884,0.821428571,0.005,88.48648649,0.159266409,0.282261747,0.373,0.534897792,1.748434622
63,213,e2qa-4,Terrestrial,Plant,33,29,2,24,0.068965517,0.882,0.827586207,0.002,107.2727273,0.161964472,0.279771205,0.321,0.520470744,1.601560711
64,213,e2qa-5,Terrestrial,Plant,33,27,2,20,0.074074074,0.916,0.740740741,0.006,79.48484848,0.208754209,0.321138822,0.342,0.550787821,1.334739054
65,213,e2qo-1,Terrestrial,Plant,10,29,7,12,0.24137931,0.668,0.413793103,0.176,83.5,0.424137931,0.517107584,0.081,0.814178532,0.921629992
66,213,e2qo-10,Terrestrial,Plant,38,21,3,14,0.142857143,0.784,0.666666667,0.012,92.47368421,0.240601504,0.372415167,0.253,0.615185265,1.456675835
67,213,e2qo-2,Terrestrial,Plant,21,13,2,8,0.153846154,0.823,0.615384615,0.053,79.76190476,0.32967033,0.494404762,0.074,0.681485494,1.027877969
68,213,e2qo-3,Terrestrial,Plant,38,27,2,20,0.074074074,0.923,0.740740741,0.003,94.39473684,0.186159844,0.290618804,0.43,0.545392963,1.510555921
69,213,e2qo-4,Terrestrial,Plant,35,21,2,14,0.095238095,0.775,0.666666667,0.047,85.08571429,0.208163265,0.350157282,0.242,0.561957515,1.451382888
70,213,e2qo-5,Terrestrial,Plant,32,16,2,11,0.125,0.912,0.6875,0.006,90.78125,0.28515625,0.425013007,0.132,0.648245208,1.181692465
71,213,e2qo-6,Terrestrial,Plant,35,17,2,10,0.117647059,0.88,0.588235294,0.079,85.11428571,0.292436975,0.43935025,0.096,0.607255393,1.113482797
72,213,e2qo-7,Terrestrial,Plant,38,25,2,21,0.08,0.821,0.84,0.004,92.78947368,0.157894737,0.309274971,0.321,0.47980363,1.351467447
73,213,e2qo-8,Terrestrial,Plant,37,23,2,18,0.086956522,0.83,0.782608696,0.005,111.3243243,0.188014101,0.342428919,0.274,0.502594458,1.261814783
74,213,e2qo-9,Terrestrial,Plant,35,33,3,25,0.090909091,0.788,0.757575758,0.02,75.28571429,0.188744589,0.336460666,0.236,0.480794194,1.278185973
75,217,a,Terrestrial,Plant,17,235,146,40,0.621276596,0.067,0.170212766,0.293,9928.235294,0.719148936,0.5357176,0.002,0.719241947,0.266865365
76,217,b,Terrestrial,Plant,17,252,151,55,0.599206349,0.062,0.218253968,0.313,9727.352941,0.680438842,0.606885738,0.001,0.620041025,0.270670243
77,217,c,Terrestrial,Plant,17,257,145,62,0.564202335,0.084,0.241245136,0.283,9751.235294,0.660563058,0.622422802,0,0.600227269,0.279348647
78,217,d,Terrestrial,Plant,17,253,140,59,0.553359684,0.181,0.233201581,0.251,9509.529412,0.669611718,0.603135057,0,0.617456751,0.271356003
79,218,A_1,Terrestrial,Plant,8,35,13,17,0.371428571,0.578,0.485714286,0.079,29,0.503571429,0.702547686,0.009,0.699611881,0.557656752
80,218,A_10,Terrestrial,Plant,8,41,18,16,0.43902439,0.356,0.390243902,0.125,27.75,0.533536585,0.522060253,0.095,1.00686101,0.799809615
81,218,A_2,Terrestrial,Plant,8,37,14,9,0.378378378,0.627,0.243243243,0.564,29.25,0.587837838,0.511636233,0.096,0.995803963,0.622294579
82,218,A_3,Terrestrial,Plant,8,41,18,13,0.43902439,0.381,0.317073171,0.329,34.875,0.618902439,0.593488824,0.039,0.893025152,0.487794317
83,218,A_4,Terrestrial,Plant,8,45,19,14,0.422222222,0.427,0.311111111,0.449,36,0.569444444,0.629991127,0.03,0.788467245,0.509837331
84,218,A_5,Terrestrial,Plant,8,49,22,14,0.448979592,0.27,0.285714286,0.396,40.5,0.591836735,0.542585034,0.072,0.94192298,0.566315612
85,218,A_6,Terrestrial,Plant,8,41,17,12,0.414634146,0.169,0.292682927,0.231,28.375,0.56097561,0.466666667,0.055,1.144501033,0.830134419
86,218,A_7,Terrestrial,Plant,8,38,19,11,0.5,0.196,0.289473684,0.414,29.5,0.611842105,0.604895698,0.024,0.891109098,0.52471341
87,218,A_8,Terrestrial,Plant,8,38,17,6,0.447368421,0.311,0.157894737,0.839,32.375,0.628289474,0.44892306,0.283,1.180326936,0.624357451
88,218,A_9,Terrestrial,Plant,8,35,13,12,0.371428571,0.588,0.342857143,0.24,24.75,0.542857143,0.611311191,0.019,0.835001506,0.606927439
89,218,B_0,Terrestrial,Plant,6,26,15,3,0.576923077,0.144,0.115384615,0.691,25,0.692307692,0.586982249,0.12,1.19091477,0.528901927
90,218,B_1,Terrestrial,Plant,8,47,17,16,0.361702128,0.65,0.340425532,0.063,27.875,0.531914894,0.540298728,0.023,0.880902222,0.657210316
91,218,B_2,Terrestrial,Plant,8,42,18,15,0.428571429,0.365,0.357142857,0.182,31.625,0.571428571,0.614743857,0.007,0.83244062,0.545213608
92,218,B_3,Terrestrial,Plant,8,39,17,11,0.435897436,0.337,0.282051282,0.33,29,0.596153846,0.575832438,0.007,0.912980479,0.547871661
93,218,B_4,Terrestrial,Plant,8,49,15,21,0.306122449,0.824,0.428571429,0.035,28.625,0.477040816,0.515578231,0.086,0.891894614,0.808648372
94,218,B_5,Terrestrial,Plant,8,46,11,18,0.239130435,0.97,0.391304348,0.089,24,0.464673913,0.442459782,0.306,1.0143974,1.013831806
95,218,B_6,Terrestrial,Plant,8,38,10,23,0.263157895,0.792,0.605263158,0.038,21.125,0.430921053,0.58731415,0.06,0.726328153,0.709009162
96,218,B_7,Terrestrial,Plant,8,36,20,8,0.555555556,0.044,0.222222222,0.713,29.375,0.631944444,0.525825145,0.059,1.092911485,0.614734948
97,218,B_8,Terrestrial,Plant,7,35,13,8,0.371428571,0.235,0.228571429,0.246,26.14285714,0.563265306,0.609658678,0.007,0.910325854,0.6196449
98,218,C_1,Terrestrial,Plant,8,37,18,13,0.486486486,0.221,0.351351351,0.248,26.375,0.560810811,0.643036162,0.009,0.827921822,0.589210897
99,218,C_2,Terrestrial,Plant,8,30,14,9,0.466666667,0.384,0.3,0.391,25,0.6125,0.676734694,0.014,0.826727745,0.481271771
100,218,C_3,Terrestrial,Plant,8,40,13,16,0.325,0.67,0.4,0.125,29.625,0.528125,0.561173469,0.049,0.851078946,0.632723541
101,218,C_4,Terrestrial,Plant,8,40,13,11,0.325,0.816,0.275,0.442,27.5,0.54375,0.496122449,0.095,0.965606774,0.69397453
102,218,C_5,Terrestrial,Plant,8,37,10,16,0.27027027,0.902,0.432432432,0.105,21.5,0.469594595,0.487528345,0.175,0.950340404,0.929672435
103,218,C_6,Terrestrial,Plant,8,34,13,11,0.382352941,0.523,0.323529412,0.31,22.75,0.533088235,0.601723042,0.027,0.850014316,0.643644729
104,218,C_7,Terrestrial,Plant,8,41,16,15,0.390243902,0.504,0.365853659,0.165,27,0.548780488,0.545383868,0.059,0.910824152,0.634647066
105,218,C_8,Terrestrial,Plant,8,38,10,17,0.263157895,0.734,0.447368421,0.184,20.375,0.444078947,0.527163774,0.108,0.889720611,0.954094793
106,218,D_1,Terrestrial,Plant,8,50,22,13,0.44,0.299,0.26,0.467,40.75,0.605,0.471379592,0.202,1.067143245,0.6084115
107,218,D_2,Terrestrial,Plant,8,42,22,10,0.523809524,0.291,0.238095238,0.407,35.625,0.657738095,0.567772687,0.027,0.954917456,0.469477379
108,218,D_3,Terrestrial,Plant,8,44,21,11,0.477272727,0.274,0.25,0.43,37.25,0.625,0.560296846,0.042,0.930815188,0.515991322
109,218,D_4,Terrestrial,Plant,8,41,16,11,0.390243902,0.399,0.268292683,0.558,29.375,0.557926829,0.518367347,0.029,0.97015006,0.672709166
110,218,D_5,Terrestrial,Plant,8,42,17,15,0.404761905,0.46,0.357142857,0.245,30,0.538690476,0.647184044,0.015,0.758233136,0.524942528
111,218,D_6,Terrestrial,Plant,8,43,15,14,0.348837209,0.577,0.325581395,0.253,27.375,0.511627907,0.546338016,0.076,0.854718052,0.681832096
112,218,D_7,Terrestrial,Plant,8,42,17,13,0.404761905,0.435,0.30952381,0.299,28.5,0.544642857,0.590170762,0.03,0.828977346,0.587136063
113,218,D_8,Terrestrial,Plant,8,40,15,12,0.375,0.52,0.3,0.409,26.75,0.565625,0.53872449,0.024,0.96478535,0.651699219
114,218,E_1,Terrestrial,Plant,8,30,11,11,0.366666667,0.577,0.366666667,0.212,24.5,0.533333333,0.581950113,0.046,0.880419558,0.687796448
115,218,E_2,Terrestrial,Plant,8,53,20,17,0.377358491,0.482,0.320754717,0.27,35.375,0.547169811,0.53689168,0.03,0.87690881,0.618181961
116,218,E_3,Terrestrial,Plant,8,47,15,18,0.319148936,0.78,0.382978723,0.059,29.125,0.5,0.514344868,0.049,0.89812157,0.756705965
117,218,E_4,Terrestrial,Plant,8,42,16,12,0.380952381,0.52,0.285714286,0.361,31.375,0.589285714,0.514230182,0.056,0.994047149,0.610420665
118,218,E_5,Terrestrial,Plant,8,46,14,15,0.304347826,0.894,0.326086957,0.107,28.75,0.513586957,0.469310598,0.173,0.974468245,0.785800026
119,218,E_6,Terrestrial,Plant,8,39,15,10,0.384615385,0.425,0.256410256,0.627,26.5,0.560897436,0.518904404,0.051,0.969391498,0.666753372
120,218,E_7,Terrestrial,Plant,8,43,20,14,0.465116279,0.254,0.325581395,0.246,28.875,0.563953488,0.590246488,0.028,0.868972529,0.604996426
121,218,E_8,Terrestrial,Plant,8,43,13,16,0.302325581,0.68,0.372093023,0.218,27.75,0.502906977,0.594487146,0.039,0.775472086,0.623782721
122,221,1,Terrestrial,Plant,14,61,7,22,0.114754098,0.975,0.360655738,0.055,1234.357143,0.415690867,0.316319908,0.758,1.268206189,1.781099933
123,221,10,Terrestrial,Plant,14,59,4,31,0.06779661,0.982,0.525423729,0.011,1299.785714,0.311138015,0.264653472,0.812,1.168244392,2.400691452
124,221,11,Terrestrial,Plant,14,56,0,27,0,0.999,0.482142857,0.096,1179.714286,0.294642857,0.183484784,0.918,1.446532128,3.43603083
125,221,12,Terrestrial,Plant,14,57,2,32,0.035087719,0.997,0.561403509,0.011,1529.357143,0.294486216,0.245955636,0.823,1.18700994,2.707918298
126,221,13,Terrestrial,Plant,14,70,6,32,0.085714286,0.98,0.457142857,0.034,476.7142857,0.336734694,0.280739041,0.804,1.172390644,2.216485508
127,221,14,Terrestrial,Plant,14,53,5,27,0.094339623,0.9,0.509433962,0.019,696.0714286,0.308625337,0.231207539,0.848,1.31722142,2.789347973
128,221,15,Terrestrial,Plant,14,49,3,19,0.06122449,0.993,0.387755102,0.054,803.2142857,0.348396501,0.227731755,0.929,1.504642311,2.774335101
129,221,16,Terrestrial,Plant,14,55,3,26,0.054545455,0.969,0.472727273,0.022,1246.142857,0.303896104,0.24556213,0.819,1.189277722,2.558918264
130,221,17,Terrestrial,Plant,14,56,3,32,0.053571429,0.99,0.571428571,0.002,790.2857143,0.283163265,0.232429658,0.862,1.208203666,2.86806582
131,221,18,Terrestrial,Plant,14,58,2,24,0.034482759,0.997,0.413793103,0.051,270.0714286,0.321428571,0.213221791,0.961,1.44529805,2.967431179
132,221,19,Terrestrial,Plant,14,66,6,37,0.090909091,0.954,0.560606061,0.003,597.5,0.314935065,0.301220924,0.617,0.957320981,1.818664736
133,221,2,Terrestrial,Plant,14,62,7,28,0.112903226,0.985,0.451612903,0.002,1735.928571,0.367511521,0.338879003,0.593,1.006204032,1.583958287
134,221,20,Terrestrial,Plant,14,57,4,34,0.070175439,0.964,0.596491228,0.007,1427.357143,0.288220551,0.253344798,0.768,1.157009983,2.658842934
135,221,21,Terrestrial,Plant,14,55,5,28,0.090909091,0.929,0.509090909,0.041,1585.5,0.325974026,0.326101249,0.492,0.975276142,1.815536148
136,221,22,Terrestrial,Plant,14,52,9,20,0.173076923,0.885,0.384615385,0.033,1425,0.39010989,0.353629075,0.558,1.040979554,1.48285832
137,221,23,Terrestrial,Plant,14,57,5,32,0.087719298,0.977,0.561403509,0.002,1151.285714,0.320802005,0.307473693,0.657,0.975270657,1.801942665
138,221,24,Terrestrial,Plant,14,61,2,35,0.032786885,0.996,0.573770492,0.006,507.7142857,0.274004684,0.217484253,0.898,1.232906401,3.072044024
139,221,3,Terrestrial,Plant,14,59,6,30,0.101694915,0.885,0.508474576,0.021,1437.928571,0.314769976,0.29704142,0.579,1.022590076,1.986166694
140,221,4,Terrestrial,Plant,14,51,5,20,0.098039216,0.971,0.392156863,0.033,1713.5,0.383753501,0.302667274,0.748,1.252936608,1.914146102
141,221,5,Terrestrial,Plant,14,59,7,29,0.118644068,0.947,0.491525424,0.005,986.2142857,0.36440678,0.364918724,0.459,0.887530648,1.320280832
142,221,6,Terrestrial,Plant,14,65,5,35,0.076923077,0.978,0.538461538,0.014,723.6428571,0.320879121,0.303848395,0.674,0.970615475,1.812082327
143,221,7,Terrestrial,Plant,14,59,3,30,0.050847458,0.987,0.508474576,0.041,650.6428571,0.320823245,0.274773856,0.743,1.156132372,2.325984777
144,221,8,Terrestrial,Plant,14,51,6,19,0.117647059,0.975,0.37254902,0.032,1505.642857,0.406162465,0.302230314,0.837,1.233869789,1.71199959
145,221,9,Terrestrial,Plant,14,55,5,21,0.090909091,0.97,0.381818182,0.043,1298,0.363636364,0.279186625,0.846,1.274557191,2.132826598
146,222,SagebrushSteppe,Terrestrial,Plant,17,18,16,2,0.888888889,0.059,0.111111111,0.417,3.346761845,0.885620915,0.367139275,0.034,1.640643706,0.397116795
147,223,maxgrain_C_1,Terrestrial,Plant,11,52,9,24,0.173076923,0.777,0.461538462,0.034,1369.227273,0.365384615,0.385369822,0.378,1.051536659,1.703525276
148,223,maxgrain_C_2,Terrestrial,Plant,9,38,1,21,0.026315789,0.999,0.552631579,0.059,988.2777778,0.342105263,0.297307825,0.652,1.206928127,2.052317734
149,223,maxgrain_C_3,Terrestrial,Plant,12,58,10,27,0.172413793,0.942,0.465517241,0.087,2173,0.389367816,0.398276353,0.318,0.983332759,1.451220471
150,223,maxgrain_C_4,Terrestrial,Plant,9,44,7,25,0.159090909,0.901,0.568181818,0.022,1255.844444,0.340909091,0.33635718,0.56,1.200556485,2.133138705
151,223,maxgrain_G_2,Terrestrial,Plant,14,64,2,33,0.03125,0.998,0.515625,0.009,1774.114286,0.315848214,0.255033053,0.852,1.209507026,2.553175756
152,223,maxgrain_G_3,Terrestrial,Plant,13,56,3,24,0.053571429,0.994,0.428571429,0.025,1379.453846,0.379120879,0.266723356,0.861,1.417571868,2.293190492
153,223,maxgrain_G_4,Terrestrial,Plant,11,55,2,23,0.036363636,0.989,0.418181818,0.014,1788.963636,0.355371901,0.266666667,0.816,1.262068998,2.080678732
154,224,open,Terrestrial,Plant,28,55,11,31,0.2,0.662,0.563636364,0.002,2290.964286,0.359090909,0.484094324,0.035,0.603520584,0.85664609
155,224,shrub,Terrestrial,Plant,18,54,12,26,0.222222222,0.736,0.481481481,0.001,1938.444444,0.406378601,0.452043611,0.071,0.802280237,1.021502143
156,225,205,Terrestrial,Plant,12,129,58,40,0.449612403,0.151,0.310077519,0.336,162.5,0.579457364,0.616532899,0,0.659355013,0.407279544
157,225,206,Terrestrial,Plant,12,138,66,40,0.47826087,0.158,0.289855072,0.25,180.0833333,0.608091787,0.579427199,0,0.723577497,0.400976303
158,225,208,Terrestrial,Plant,12,124,59,39,0.475806452,0.165,0.314516129,0.291,161.25,0.592069892,0.628002425,0,0.656673805,0.383940671
159,225,220,Terrestrial,Plant,12,127,60,40,0.472440945,0.161,0.31496063,0.324,164.9166667,0.592519685,0.623831661,0.006,0.654695363,0.391031637
160,225,222,Terrestrial,Plant,12,143,73,36,0.51048951,0.04,0.251748252,0.374,191.8333333,0.626456876,0.5395181,0.009,0.785479372,0.424741996
161,225,226,Terrestrial,Plant,12,136,59,50,0.433823529,0.253,0.367647059,0.182,169.5,0.559436275,0.640208113,0.001,0.620292722,0.39410309
162,225,238,Terrestrial,Plant,12,151,73,46,0.483443709,0.113,0.304635762,0.403,185.5,0.588852097,0.636520226,0.001,0.636430271,0.383255734
163,225,244,Terrestrial,Plant,12,147,60,40,0.408163265,0.321,0.272108844,0.27,182.5833333,0.581632656,0.551650595,0.007,0.718539656,0.437826886
164,225,254,Terrestrial,Plant,12,101,40,36,0.396039604,0.341,0.356435644,0.246,127.0833333,0.551980204,0.634937602,0.004,0.633418752,0.423745982
165,225,259,Terrestrial,Plant,12,103,52,32,0.504854369,0.305,0.310679612,0.258,137,0.610841427,0.621667094,0.013,0.703198861,0.397427808
166,225,303,Terrestrial,Plant,12,131,75,38,0.572519084,0.336,0.290076336,0.242,186.75,0.666030539,0.655893955,0,0.660687384,0.303191828
167,225,307,Terrestrial,Plant,12,153,68,53,0.444444444,0.332,0.346405229,0.251,184.3333333,0.564814817,0.650477614,0.007,0.614390072,0.384433361
168,225,308,Terrestrial,Plant,12,91,46,25,0.505494505,0.319,0.274725275,0.239,135.25,0.630952386,0.601756684,0.005,0.728166653,0.38135621
169,225,309,Terrestrial,Plant,12,132,67,43,0.507575758,0.36,0.325757576,0.273,170.75,0.607954548,0.623460368,0.017,0.66817958,0.371356641
170,225,317,Terrestrial,Plant,12,127,55,37,0.433070866,0.333,0.291338583,0.235,166.8333333,0.595800528,0.602928636,0.012,0.679720267,0.390768433
171,225,319,Terrestrial,Plant,12,110,62,25,0.563636364,0.356,0.227272727,0.382,160.25,0.654545455,0.536039894,0.054,0.822698136,0.410045048
