"site","threshold","core.prop","coreP","trans.prop","transP"
"d108_-52_80",0.333333333333333,0.173913043478261,0.799200799200799,0.565217391304348,0
"d108_-52_82",0.333333333333333,0.04,0.999000999000999,0.44,0.191808191808192
"d108_-52_84",0.333333333333333,0.0454545454545455,0.999000999000999,0.409090909090909,0.197802197802198
"d108_-52_88",0.333333333333333,0.0434782608695652,0.999000999000999,0.565217391304348,0.192807192807193
"d108_-54_100",0.333333333333333,0.12,0.927072927072927,0.76,0
"d108_-54_102",0.333333333333333,0,0.999000999000999,0.739130434782609,0.203796203796204
"d108_-54_104",0.333333333333333,0.125,0.847152847152847,0.708333333333333,0
"d108_-54_106",0.333333333333333,0.0769230769230769,0.859140859140859,0.769230769230769,0
"d108_-54_110",0.333333333333333,0.0333333333333333,0.999000999000999,0.8,0.042957042957043
"d108_-54_112",0.333333333333333,0.0952380952380952,0.973026973026973,0.666666666666667,0.0969030969030969
"d108_-54_114",0.333333333333333,0.032258064516129,0.977022977022977,0.903225806451613,0.000999000999000999
"d108_-54_116",0.333333333333333,0.037037037037037,0.999000999000999,0.851851851851852,0.011988011988012
"d108_-54_118",0.333333333333333,0.0952380952380952,0.942057942057942,0.80952380952381,0
"d108_-54_120",0.333333333333333,0.0645161290322581,0.987012987012987,0.806451612903226,0.00899100899100899
"d108_-54_122",0.333333333333333,0.0645161290322581,0.961038961038961,0.903225806451613,0.00999000999000999
"d108_-54_124",0.333333333333333,0.0833333333333333,0.801198801198801,0.875,0
"d108_-54_126",0.333333333333333,0,0.999000999000999,0.782608695652174,0.045954045954046
"d108_-54_128",0.333333333333333,0.032258064516129,0.999000999000999,0.741935483870968,0.010989010989011
"d108_-54_130",0.333333333333333,0.0625,0.989010989010989,0.65625,0.00799200799200799
"d108_-54_132",0.333333333333333,0.09375,0.996003996003996,0.6875,0.034965034965035
"d108_-54_134",0.333333333333333,0.0294117647058824,0.999000999000999,0.794117647058823,0.004995004995005
"d108_-54_136",0.333333333333333,0,0.999000999000999,0.666666666666667,0.032967032967033
"d108_-54_140",0.333333333333333,0.04,0.938061938061938,0.84,0
"d108_-54_142",0.333333333333333,0.0263157894736842,0.999000999000999,0.684210526315789,0.024975024975025
"d108_-54_158",0.333333333333333,0.142857142857143,0.931068931068931,0.73469387755102,0.000999000999000999
"d108_-54_160",0.333333333333333,0,0.999000999000999,0.892857142857143,0
"d108_-54_72",0.333333333333333,0.04,0.999000999000999,0.44,0.141858141858142
"d108_-54_74",0.333333333333333,0.358974358974359,0.467532467532468,0.58974358974359,0
"d108_-54_76",0.333333333333333,0.16,0.926073926073926,0.68,0
"d108_-54_78",0.333333333333333,0,0.999000999000999,0.551724137931034,0.173826173826174
"d108_-54_92",0.333333333333333,0.0967741935483871,0.934065934065934,0.774193548387097,0
"d108_-54_94",0.333333333333333,0.037037037037037,0.999000999000999,0.62962962962963,0.050949050949051
"d108_-54_96",0.333333333333333,0.0357142857142857,0.999000999000999,0.714285714285714,0.041958041958042
"d108_-54_98",0.333333333333333,0.111111111111111,0.774225774225774,0.814814814814815,0
"d108_-56_100",0.333333333333333,0,0.999000999000999,0.88,0
"d108_-56_102",0.333333333333333,0.0909090909090909,0.999000999000999,0.636363636363636,0.195804195804196
"d108_-56_104",0.333333333333333,0,0.999000999000999,0.782608695652174,0.038961038961039
"d108_-56_106",0.333333333333333,0,0.999000999000999,0.722222222222222,0.0529470529470529
"d108_-56_108",0.333333333333333,0.0434782608695652,0.939060939060939,0.782608695652174,0
"d108_-56_110",0.333333333333333,0,0.999000999000999,0.678571428571429,0.035964035964036
"d108_-56_112",0.333333333333333,0.04,0.999000999000999,0.6,0.0899100899100899
"d108_-56_114",0.333333333333333,0.0416666666666667,0.974025974025974,0.791666666666667,0.042957042957043
"d108_-56_116",0.333333333333333,0.05,0.786213786213786,0.95,0
"d108_-56_118",0.333333333333333,0,0.999000999000999,0.478260869565217,0.202797202797203
"d108_-56_120",0.333333333333333,0.0384615384615385,0.978021978021978,0.846153846153846,0.048951048951049
"d108_-56_122",0.333333333333333,0,0.999000999000999,0.72,0.0549450549450549
"d108_-56_124",0.333333333333333,0,0.999000999000999,0.892857142857143,0.004995004995005
"d108_-56_126",0.333333333333333,0.0285714285714286,0.981018981018981,0.742857142857143,0.012987012987013
"d108_-56_128",0.333333333333333,0,0.999000999000999,0.870967741935484,0
"d108_-56_130",0.333333333333333,0.04,0.999000999000999,0.8,0.00699300699300699
"d108_-56_132",0.333333333333333,0,0.999000999000999,0.76,0.036963036963037
"d108_-56_134",0.333333333333333,0.111111111111111,0.999000999000999,0.5,0.213786213786214
"d108_-56_140",0.333333333333333,0.0294117647058824,0.999000999000999,0.558823529411765,0.186813186813187
"d108_-56_142",0.333333333333333,0.0588235294117647,0.999000999000999,0.529411764705882,0.203796203796204
"d108_-56_156",0.333333333333333,0.142857142857143,0.999000999000999,0.428571428571429,0.193806193806194
"d108_-56_158",0.333333333333333,0.0952380952380952,0.999000999000999,0.523809523809524,0.101898101898102
"d108_-56_80",0.333333333333333,0.0344827586206897,0.999000999000999,0.689655172413793,0.192807192807193
"d108_-56_82",0.333333333333333,0.0344827586206897,0.999000999000999,0.793103448275862,0.153846153846154
"d108_-56_84",0.333333333333333,0.04,0.999000999000999,0.4,0.3996003996004
"d108_-56_86",0.333333333333333,0.185185185185185,0.843156843156843,0.592592592592593,0
"d108_-56_88",0.333333333333333,0.111111111111111,0.999000999000999,0.444444444444444,0.167832167832168
"d108_-56_90",0.333333333333333,0.0952380952380952,0.978021978021978,0.619047619047619,0.023976023976024
"d108_-56_94",0.333333333333333,0.0769230769230769,0.913086913086913,0.692307692307692,0
"d108_-56_98",0.333333333333333,0,0.999000999000999,0.722222222222222,0.17982017982018
"d108_-58_100",0.333333333333333,0.0434782608695652,0.999000999000999,0.826086956521739,0.023976023976024
"d108_-58_104",0.333333333333333,0.0555555555555556,0.995004995004995,0.888888888888889,0.015984015984016
"d108_-58_106",0.333333333333333,0.0454545454545455,0.989010989010989,0.909090909090909,0.011988011988012
"d108_-58_112",0.333333333333333,0.0434782608695652,0.985014985014985,0.869565217391304,0.032967032967033
"d108_-58_114",0.333333333333333,0,0.999000999000999,0.935483870967742,0.010989010989011
"d108_-58_116",0.333333333333333,0,0.999000999000999,0.826086956521739,0.011988011988012
"d108_-58_118",0.333333333333333,0.0869565217391304,0.999000999000999,0.695652173913043,0.0529470529470529
"d108_-58_120",0.333333333333333,0,0.999000999000999,0.818181818181818,0.001998001998002
"d108_-58_122",0.333333333333333,0,0.999000999000999,0.814814814814815,0.000999000999000999
"d108_-58_124",0.333333333333333,0,0.999000999000999,0.695652173913043,0.00699300699300699
"d108_-58_126",0.333333333333333,0,0.999000999000999,0.714285714285714,0.0759240759240759
"d108_-58_128",0.333333333333333,0.08,0.971028971028971,0.76,0.043956043956044
"d108_-58_140",0.333333333333333,0.0303030303030303,0.999000999000999,0.454545454545455,0.158841158841159
"d108_-58_144",0.333333333333333,0.05,0.999000999000999,0.7,0.201798201798202
"d108_-58_146",0.333333333333333,0.115384615384615,0.88011988011988,0.730769230769231,0
"d108_-58_72",0.333333333333333,0.2,0.895104895104895,0.533333333333333,0.187812187812188
"d108_-58_74",0.333333333333333,0.153846153846154,0.985014985014985,0.653846153846154,0.037962037962038
"d108_-58_76",0.333333333333333,0.0909090909090909,0.999000999000999,0.681818181818182,0.0969030969030969
"d108_-58_78",0.333333333333333,0.181818181818182,0.863136863136863,0.636363636363636,0
"d108_-58_80",0.333333333333333,0.1875,0.999000999000999,0.4375,0.183816183816184
"d108_-58_82",0.333333333333333,0.185185185185185,0.999000999000999,0.62962962962963,0.010989010989011
"d108_-58_84",0.333333333333333,0.0789473684210526,0.999000999000999,0.763157894736842,0.013986013986014
"d108_-58_86",0.333333333333333,0.0769230769230769,0.861138861138861,0.807692307692308,0
"d108_-58_88",0.333333333333333,0.114285714285714,0.951048951048951,0.742857142857143,0.0539460539460539
"d108_-58_90",0.333333333333333,0,0.999000999000999,0.78125,0.038961038961039
"d108_-58_92",0.333333333333333,0.0416666666666667,0.933066933066933,0.833333333333333,0
"d108_-58_94",0.333333333333333,0,0.999000999000999,0.7,0.0979020979020979
"d108_-58_96",0.333333333333333,0.142857142857143,0.793206793206793,0.857142857142857,0
"d108_-58_98",0.333333333333333,0,0.999000999000999,0.777777777777778,0.04995004995005
"d108_-60_100",0.333333333333333,0,0.999000999000999,0.75,0.013986013986014
"d108_-60_102",0.333333333333333,0.0833333333333333,0.986013986013986,0.791666666666667,0.00599400599400599
"d108_-60_104",0.333333333333333,0,0.999000999000999,0.833333333333333,0
"d108_-60_106",0.333333333333333,0,0.999000999000999,0.741935483870968,0.0719280719280719
"d108_-60_108",0.333333333333333,0,0.999000999000999,0.75,0.025974025974026
"d108_-60_110",0.333333333333333,0.05,0.998001998001998,0.6,0.023976023976024
"d108_-60_112",0.333333333333333,0,0.999000999000999,0.75,0.015984015984016
"d108_-60_114",0.333333333333333,0.0869565217391304,0.988011988011988,0.739130434782609,0.00899100899100899
"d108_-60_116",0.333333333333333,0,0.999000999000999,0.888888888888889,0.00799200799200799
"d108_-60_118",0.333333333333333,0,0.999000999000999,0.807692307692308,0.003996003996004
"d108_-60_120",0.333333333333333,0,0.999000999000999,0.846153846153846,0.012987012987013
"d108_-60_122",0.333333333333333,0.0416666666666667,0.984015984015984,0.875,0.00799200799200799
"d108_-60_124",0.333333333333333,0,0.999000999000999,0.833333333333333,0.004995004995005
"d108_-60_126",0.333333333333333,0,0.999000999000999,0.4,0.381618381618382
"d108_-60_134",0.333333333333333,0,0.999000999000999,0.545454545454545,0.17982017982018
"d108_-60_136",0.333333333333333,0,0.999000999000999,0.526315789473684,0.214785214785215
"d108_-60_140",0.333333333333333,0.1,0.999000999000999,0.6,0.040959040959041
"d108_-60_142",0.333333333333333,0,0.999000999000999,0.736842105263158,0
"d108_-60_62",0.333333333333333,0.285714285714286,0.89010989010989,0.428571428571429,0.205794205794206
"d108_-60_64",0.333333333333333,0.142857142857143,0.983016983016983,0.571428571428571,0.147852147852148
"d108_-60_66",0.333333333333333,0,0.999000999000999,0.473684210526316,0.107892107892108
"d108_-60_68",0.333333333333333,0.0476190476190476,0.999000999000999,0.666666666666667,0.175824175824176
"d108_-60_70",0.333333333333333,0,0.999000999000999,0.772727272727273,0.044955044955045
"d108_-60_72",0.333333333333333,0.0333333333333333,0.999000999000999,0.833333333333333,0.0579420579420579
"d108_-60_74",0.333333333333333,0.0285714285714286,0.998001998001998,0.885714285714286,0.013986013986014
"d108_-60_76",0.333333333333333,0,0.999000999000999,0.727272727272727,0.037962037962038
"d108_-60_78",0.333333333333333,0,0.999000999000999,0.846153846153846,0.000999000999000999
"d108_-60_80",0.333333333333333,0.0714285714285714,0.992007992007992,0.75,0.011988011988012
"d108_-60_82",0.333333333333333,0.0909090909090909,0.975024975024975,0.787878787878788,0
"d108_-60_84",0.333333333333333,0.0454545454545455,0.999000999000999,0.681818181818182,0.041958041958042
"d108_-60_86",0.333333333333333,0.103448275862069,0.976023976023976,0.620689655172414,0.0579420579420579
"d108_-60_88",0.333333333333333,0.142857142857143,0.937062937062937,0.714285714285714,0.03996003996004
"d108_-60_90",0.333333333333333,0,0.999000999000999,0.878787878787879,0.003996003996004
"d108_-60_92",0.333333333333333,0,0.999000999000999,0.888888888888889,0.00599400599400599
"d108_-60_94",0.333333333333333,0.0416666666666667,0.987012987012987,0.875,0.010989010989011
"d108_-60_96",0.333333333333333,0.0344827586206897,0.999000999000999,0.724137931034483,0.046953046953047
"d108_-60_98",0.333333333333333,0.04,0.981018981018981,0.72,0.00799200799200799
"d108_-62_100",0.333333333333333,0,0.999000999000999,0.785714285714286,0.000999000999000999
"d108_-62_102",0.333333333333333,0,0.999000999000999,0.838709677419355,0.002997002997003
"d108_-62_104",0.333333333333333,0,0.999000999000999,0.814814814814815,0.00599400599400599
"d108_-62_106",0.333333333333333,0,0.999000999000999,0.636363636363636,0.030969030969031
"d108_-62_108",0.333333333333333,0,0.999000999000999,0.619047619047619,0.144855144855145
"d108_-62_110",0.333333333333333,0.037037037037037,0.999000999000999,0.740740740740741,0.010989010989011
"d108_-62_112",0.333333333333333,0.0357142857142857,0.975024975024975,0.821428571428571,0.028971028971029
"d108_-62_114",0.333333333333333,0,0.999000999000999,0.785714285714286,0.000999000999000999
"d108_-62_116",0.333333333333333,0,0.999000999000999,0.84375,0.000999000999000999
"d108_-62_118",0.333333333333333,0,0.999000999000999,0.888888888888889,0.00599400599400599
"d108_-62_120",0.333333333333333,0.0454545454545455,0.999000999000999,0.818181818181818,0.046953046953047
"d108_-62_122",0.333333333333333,0,0.999000999000999,0.666666666666667,0.036963036963037
"d108_-62_124",0.333333333333333,0,0.999000999000999,0.8,0.037962037962038
"d108_-62_126",0.333333333333333,0,0.999000999000999,0.695652173913043,0.194805194805195
"d108_-62_142",0.333333333333333,0,0.999000999000999,0.6875,0.180819180819181
"d108_-62_62",0.333333333333333,0.0434782608695652,0.999000999000999,0.608695652173913,0.0749250749250749
"d108_-62_64",0.333333333333333,0.037037037037037,0.999000999000999,0.740740740740741,0.027972027972028
"d108_-62_68",0.333333333333333,0,0.999000999000999,0.666666666666667,0.0669330669330669
"d108_-62_70",0.333333333333333,0,0.999000999000999,0.789473684210526,0.033966033966034
"d108_-62_72",0.333333333333333,0,0.999000999000999,0.846153846153846,0.00599400599400599
"d108_-62_74",0.333333333333333,0,0.999000999000999,0.735294117647059,0.023976023976024
"d108_-62_76",0.333333333333333,0.037037037037037,0.998001998001998,0.740740740740741,0.00799200799200799
"d108_-62_78",0.333333333333333,0,0.999000999000999,0.739130434782609,0.021978021978022
"d108_-62_80",0.333333333333333,0,0.999000999000999,0.8,0.034965034965035
"d108_-62_82",0.333333333333333,0.0344827586206897,0.997002997002997,0.758620689655172,0.003996003996004
"d108_-62_84",0.333333333333333,0.0344827586206897,0.998001998001998,0.655172413793103,0.031968031968032
"d108_-62_86",0.333333333333333,0,0.999000999000999,0.56,0.0819180819180819
"d108_-62_88",0.333333333333333,0.03125,0.996003996003996,0.78125,0.003996003996004
"d108_-62_90",0.333333333333333,0.0645161290322581,0.991008991008991,0.806451612903226,0.00699300699300699
"d108_-62_92",0.333333333333333,0,0.999000999000999,0.827586206896552,0
"d108_-62_94",0.333333333333333,0.0333333333333333,0.993006993006993,0.866666666666667,0.002997002997003
"d108_-62_96",0.333333333333333,0,0.999000999000999,0.794117647058823,0.00599400599400599
"d108_-62_98",0.333333333333333,0,0.999000999000999,0.75609756097561,0.027972027972028
"d108_-64_100",0.333333333333333,0,0.999000999000999,0.727272727272727,0.0629370629370629
"d108_-64_102",0.333333333333333,0.0357142857142857,0.999000999000999,0.785714285714286,0.024975024975025
"d108_-64_104",0.333333333333333,0.0882352941176471,0.925074925074925,0.794117647058823,0.003996003996004
"d108_-64_106",0.333333333333333,0.137931034482759,0.96003996003996,0.655172413793103,0.034965034965035
"d108_-64_108",0.333333333333333,0.121212121212121,0.936063936063936,0.727272727272727,0.010989010989011
"d108_-64_110",0.333333333333333,0.0857142857142857,0.96003996003996,0.828571428571429,0.000999000999000999
"d108_-64_112",0.333333333333333,0.129032258064516,0.967032967032967,0.67741935483871,0.017982017982018
"d108_-64_114",0.333333333333333,0.04,0.999000999000999,0.68,0.016983016983017
"d108_-64_116",0.333333333333333,0.0454545454545455,0.999000999000999,0.681818181818182,0.023976023976024
"d108_-64_118",0.333333333333333,0.15,0.862137862137862,0.7,0
"d108_-64_128",0.333333333333333,0,0.999000999000999,0.473684210526316,0.403596403596404
"d108_-64_134",0.333333333333333,0,0.999000999000999,0.5,0.414585414585415
"d108_-64_136",0.333333333333333,0.0666666666666667,0.941058941058941,0.733333333333333,0
"d108_-64_138",0.333333333333333,0.05,0.94005994005994,0.8,0
"d108_-64_140",0.333333333333333,0.222222222222222,0.782217782217782,0.62962962962963,0
"d108_-64_62",0.333333333333333,0.19047619047619,0.931068931068931,0.571428571428571,0.0569430569430569
"d108_-64_64",0.333333333333333,0.0434782608695652,0.988011988011988,0.608695652173913,0.0869130869130869
"d108_-64_66",0.333333333333333,0.037037037037037,0.985014985014985,0.703703703703704,0.0959040959040959
"d108_-64_68",0.333333333333333,0.0303030303030303,0.999000999000999,0.787878787878788,0
"d108_-64_70",0.333333333333333,0.0384615384615385,0.987012987012987,0.846153846153846,0.00599400599400599
"d108_-64_72",0.333333333333333,0.0769230769230769,0.985014985014985,0.653846153846154,0.02997002997003
"d108_-64_74",0.333333333333333,0.0625,0.995004995004995,0.71875,0.001998001998002
"d108_-64_76",0.333333333333333,0,0.999000999000999,0.724137931034483,0.00699300699300699
"d108_-64_78",0.333333333333333,0.0740740740740741,0.995004995004995,0.666666666666667,0.030969030969031
"d108_-64_80",0.333333333333333,0.0833333333333333,0.993006993006993,0.722222222222222,0
"d108_-64_82",0.333333333333333,0.0857142857142857,0.992007992007992,0.685714285714286,0.004995004995005
"d108_-64_84",0.333333333333333,0.0810810810810811,0.991008991008991,0.756756756756757,0
"d108_-64_86",0.333333333333333,0.1,0.954045954045954,0.7,0.100899100899101
"d108_-64_88",0.333333333333333,0.1,0.976023976023976,0.733333333333333,0.001998001998002
"d108_-64_90",0.333333333333333,0.0740740740740741,0.999000999000999,0.592592592592593,0.027972027972028
"d108_-64_92",0.333333333333333,0.230769230769231,0.951048951048951,0.615384615384615,0.041958041958042
"d108_-64_94",0.333333333333333,0.2,0.989010989010989,0.65,0.013986013986014
"d108_-64_96",0.333333333333333,0.12,0.929070929070929,0.64,0.0709290709290709
"d108_-64_98",0.333333333333333,0.0434782608695652,0.999000999000999,0.521739130434783,0.030969030969031
"d108_-66_108",0.333333333333333,0,0.999000999000999,0.636363636363636,0.035964035964036
"d108_-66_110",0.333333333333333,0.0869565217391304,0.969030969030969,0.717391304347826,0.0549450549450549
"d108_-66_140",0.333333333333333,0.125,0.999000999000999,0.541666666666667,0.107892107892108
"d108_-66_144",0.333333333333333,0.166666666666667,0.999000999000999,0.5,0.200799200799201
"d108_-66_60",0.333333333333333,0.0555555555555556,0.999000999000999,0.333333333333333,0.434565434565435
"d108_-66_62",0.333333333333333,0.176470588235294,0.93006993006993,0.617647058823529,0.040959040959041
"d108_-66_64",0.333333333333333,0.153846153846154,0.955044955044955,0.692307692307692,0.004995004995005
"d108_-66_66",0.333333333333333,0.125,0.978021978021978,0.71875,0.003996003996004
"d108_-66_68",0.333333333333333,0.147058823529412,0.946053946053946,0.676470588235294,0.00899100899100899
