"datasetID","NumGrains"
207,3
208,4
210,3
213,2
217,3
218,3
221,3
222,2
223,4
225,2
231,2
232,2
237,2
241,2
242,3
243,2
248,3
252,4
254,2
258,3
259,3
274,2
275,2
276,2
277,2
279,2
280,2
281,2
282,2
287,2
288,2
289,2
291,2
313,3
314,2
316,3
322,4
323,5
324,5
