"number","datasetID","site","SAD_excl","Non_trans","combo","weights","treatment"
10,1,"17372",0.844035390133947,53,"1_17372",0.844035390133947,"Null"
10,1,"17900",0.989803497518759,41,"1_17900",0.989803497518759,"Null"
10,1,"17903",0.908520272837396,63,"1_17903",0.908520272837396,"Null"
10,1,"18003",0.943151449178898,53,"1_18003",0.943151449178898,"Null"
10,1,"18008",0.904412316175727,65,"1_18008",0.904412316175727,"Null"
10,1,"18009",0.957544571093197,67,"1_18009",0.957544571093197,"Null"
10,1,"18102",0.116238788446327,63,"1_18102",0.116238788446327,"Null"
10,1,"2001",0.0213645302558665,64,"1_2001",0.0213645302558665,"Null"
10,1,"2010",0.0843662274554141,62,"1_2010",0.0843662274554141,"Null"
10,1,"2014",0.0058970316378142,64,"1_2014",0.0058970316378142,"Null"
10,1,"2021",0.919598657949444,47,"1_2021",0.919598657949444,"Null"
10,1,"2022",0.041222656803122,56,"1_2022",0.041222656803122,"Null"
10,1,"2024",0.000481237614806666,62,"1_2024",0.000481237614806666,"Null"
10,1,"2025",0.00252971312966412,69,"1_2025",0.00252971312966412,"Null"
10,1,"2029",0.322085561956074,63,"1_2029",0.322085561956074,"Null"
10,1,"2043",0.694810900048674,47,"1_2043",0.694810900048674,"Null"
10,1,"2045",1.2639209909737e-05,64,"1_2045",1.2639209909737e-05,"Null"
10,1,"2047",0.0042850170642936,64,"1_2047",0.0042850170642936,"Null"
10,1,"2050",0.988731562876164,59,"1_2050",0.988731562876164,"Null"
10,1,"2057",0.000100442641041355,63,"1_2057",0.000100442641041355,"Null"
10,1,"2059",0.191956512173925,55,"1_2059",0.191956512173925,"Null"
10,1,"2060",0.0254467063826421,59,"1_2060",0.0254467063826421,"Null"
10,1,"2063",0.920720466817769,46,"1_2063",0.920720466817769,"Null"
10,1,"2065",0.049106007841312,58,"1_2065",0.049106007841312,"Null"
10,1,"2072",0.10946247541116,62,"1_2072",0.10946247541116,"Null"
10,1,"21001",0.145104959963961,56,"1_21001",0.145104959963961,"Null"
10,1,"21002",0.745713936678704,55,"1_21002",0.745713936678704,"Null"
10,1,"21003",0.225381864392112,77,"1_21003",0.225381864392112,"Null"
10,1,"21004",0.873001684434717,58,"1_21004",0.873001684434717,"Null"
10,1,"21010",0.96264700027593,57,"1_21010",0.96264700027593,"Null"
10,1,"2105",0.000936174754459875,63,"1_2105",0.000936174754459875,"Null"
10,1,"2109",0.832091509675079,62,"1_2109",0.832091509675079,"Null"
10,1,"21105",0.939107951772047,64,"1_21105",0.939107951772047,"Null"
10,1,"21109",0.899960597975613,60,"1_21109",0.899960597975613,"Null"
10,1,"2111",0.123153488911341,68,"1_2111",0.123153488911341,"Null"
10,1,"2156",0.426667581480727,56,"1_2156",0.426667581480727,"Null"
10,1,"2164",0.585234743021418,57,"1_2164",0.585234743021418,"Null"
10,1,"2204",0.911444619662884,54,"1_2204",0.911444619662884,"Null"
10,1,"2205",0.845499737608002,56,"1_2205",0.845499737608002,"Null"
10,1,"2211",0.971366003599547,55,"1_2211",0.971366003599547,"Null"
10,1,"2212",2.67670654271099e-05,61,"1_2212",2.67670654271099e-05,"Null"
10,1,"2213",0.69919368882402,53,"1_2213",0.69919368882402,"Null"
10,1,"25010",0.000510923974510091,50,"1_25010",0.000510923974510091,"Null"
10,1,"25014",0.565666386113392,47,"1_25014",0.565666386113392,"Null"
10,1,"25018",0.953855291457596,43,"1_25018",0.953855291457596,"Null"
10,1,"25020",0.0846346381413679,47,"1_25020",0.0846346381413679,"Null"
10,1,"25021",0.962931609194044,42,"1_25021",0.962931609194044,"Null"
10,1,"25022",0.441233040080443,42,"1_25022",0.441233040080443,"Null"
10,1,"25024",0.966958530851983,38,"1_25024",0.966958530851983,"Null"
10,1,"25025",0.745732526441201,37,"1_25025",0.745732526441201,"Null"
10,1,"25027",0.825516351866339,34,"1_25027",0.825516351866339,"Null"
10,1,"25028",0.821073274370988,32,"1_25028",0.821073274370988,"Null"
10,1,"25031",0.986677537076204,39,"1_25031",0.986677537076204,"Null"
10,1,"25062",0.117448240191587,54,"1_25062",0.117448240191587,"Null"
10,1,"25063",0.932214567732422,43,"1_25063",0.932214567732422,"Null"
10,1,"25066",0.490835075183983,45,"1_25066",0.490835075183983,"Null"
10,1,"25067",0.79075024339685,37,"1_25067",0.79075024339685,"Null"
10,1,"25073",0.194199814682748,45,"1_25073",0.194199814682748,"Null"
10,1,"25074",0.368638685446854,29,"1_25074",0.368638685446854,"Null"
10,1,"25081",0.818675297623387,29,"1_25081",0.818675297623387,"Null"
10,1,"25084",0.490319304447386,47,"1_25084",0.490319304447386,"Null"
10,1,"25086",0.481840572738939,36,"1_25086",0.481840572738939,"Null"
10,1,"25087",0.685100974777172,29,"1_25087",0.685100974777172,"Null"
10,1,"25113",0.879944310871541,45,"1_25113",0.879944310871541,"Null"
10,1,"25129",0.00312145169781141,43,"1_25129",0.00312145169781141,"Null"
10,1,"25132",0.794124121502479,33,"1_25132",0.794124121502479,"Null"
10,1,"25175",0.698783973944997,21,"1_25175",0.698783973944997,"Null"
10,1,"25916",0.0024715913065383,43,"1_25916",0.0024715913065383,"Null"
10,1,"25918",0.803305282041175,39,"1_25918",0.803305282041175,"Null"
10,1,"25922",0.870634463177693,35,"1_25922",0.870634463177693,"Null"
10,1,"27010",0.44171288036844,63,"1_27010",0.44171288036844,"Null"
10,1,"27014",0.216704160916491,51,"1_27014",0.216704160916491,"Null"
10,1,"27015",0.000344465194521097,59,"1_27015",0.000344465194521097,"Null"
10,1,"27027",0.00126068604724297,75,"1_27027",0.00126068604724297,"Null"
10,1,"27031",0.103554156454811,57,"1_27031",0.103554156454811,"Null"
10,1,"27033",5.13028062756365e-06,59,"1_27033",5.13028062756365e-06,"Null"
10,1,"27036",0.000459568247125547,65,"1_27036",0.000459568247125547,"Null"
10,1,"27044",0.0270842456538836,61,"1_27044",0.0270842456538836,"Null"
10,1,"27046",0.155449068737709,59,"1_27046",0.155449068737709,"Null"
10,1,"27050",0.042679494841539,61,"1_27050",0.042679494841539,"Null"
10,1,"27057",0.764866201102011,57,"1_27057",0.764866201102011,"Null"
10,1,"2750",0.909958249470909,54,"1_2750",0.909958249470909,"Null"
10,1,"2751",0.00695416934640064,66,"1_2751",0.00695416934640064,"Null"
10,1,"3004",0.416022208936057,30,"1_3004",0.416022208936057,"Null"
10,1,"3007",0.682490627320568,33,"1_3007",0.682490627320568,"Null"
10,1,"3008",0.860359907283968,23,"1_3008",0.860359907283968,"Null"
10,1,"3010",0.674275216150254,27,"1_3010",0.674275216150254,"Null"
10,1,"3011",0.338584327752073,19,"1_3011",0.338584327752073,"Null"
10,1,"3021",0.982787907508608,37,"1_3021",0.982787907508608,"Null"
10,1,"3041",0.465889907094358,22,"1_3041",0.465889907094358,"Null"
10,1,"3051",0.931503359236775,26,"1_3051",0.931503359236775,"Null"
10,1,"3117",0.257214162364933,28,"1_3117",0.257214162364933,"Null"
10,1,"3118",0.42954765984922,28,"1_3118",0.42954765984922,"Null"
10,1,"3119",0.910340294999578,33,"1_3119",0.910340294999578,"Null"
10,1,"3125",0.937804168057361,32,"1_3125",0.937804168057361,"Null"
10,1,"3142",0.930012310639999,26,"1_3142",0.930012310639999,"Null"
10,1,"3192",0.985121020875214,27,"1_3192",0.985121020875214,"Null"
10,1,"3224",0.957185029652492,32,"1_3224",0.957185029652492,"Null"
10,1,"33002",0.884887245593985,49,"1_33002",0.884887245593985,"Null"
10,1,"33010",0.00593009891569763,53,"1_33010",0.00593009891569763,"Null"
10,1,"33014",0.0141110928876672,51,"1_33014",0.0141110928876672,"Null"
10,1,"33018",0.909535557154118,57,"1_33018",0.909535557154118,"Null"
10,1,"33020",0.227723653025479,27,"1_33020",0.227723653025479,"Null"
10,1,"33021",0.736623202777452,32,"1_33021",0.736623202777452,"Null"
10,1,"33022",0.269456032999651,33,"1_33022",0.269456032999651,"Null"
10,1,"33023",0.930447052513417,56,"1_33023",0.930447052513417,"Null"
10,1,"33025",0.830763706280155,64,"1_33025",0.830763706280155,"Null"
10,1,"33027",0.00314807252232819,29,"1_33027",0.00314807252232819,"Null"
10,1,"33124",0.835780949420204,38,"1_33124",0.835780949420204,"Null"
10,1,"33128",0.0704842617903519,32,"1_33128",0.0704842617903519,"Null"
10,1,"3318",0.677007474703304,29,"1_3318",0.677007474703304,"Null"
10,1,"3319",0.944635920182808,33,"1_3319",0.944635920182808,"Null"
10,1,"33208",0.873704484061375,46,"1_33208",0.873704484061375,"Null"
10,1,"3321",0.951033439033482,29,"1_3321",0.951033439033482,"Null"
10,1,"33211",0.000138992246019444,45,"1_33211",0.000138992246019444,"Null"
10,1,"33212",0.740219239650675,39,"1_33212",0.740219239650675,"Null"
10,1,"33217",0.242648169790977,45,"1_33217",0.242648169790977,"Null"
10,1,"33218",0.897352274733753,62,"1_33218",0.897352274733753,"Null"
10,1,"33219",0.945070598429285,41,"1_33219",0.945070598429285,"Null"
10,1,"33220",0.902048027916733,15,"1_33220",0.902048027916733,"Null"
10,1,"33221",0.118414392984973,34,"1_33221",0.118414392984973,"Null"
10,1,"3372",0.415968680848008,20,"1_3372",0.415968680848008,"Null"
10,1,"33901",0.767837539052297,23,"1_33901",0.767837539052297,"Null"
10,1,"33902",0.77308790734627,17,"1_33902",0.77308790734627,"Null"
10,1,"33903",0.538187141195162,22,"1_33903",0.538187141195162,"Null"
10,1,"33904",0.401336078628563,15,"1_33904",0.401336078628563,"Null"
10,1,"33905",0.832355862303711,23,"1_33905",0.832355862303711,"Null"
10,1,"34001",0.0276828040499002,59,"1_34001",0.0276828040499002,"Null"
10,1,"34002",0.777231788766741,59,"1_34002",0.777231788766741,"Null"
10,1,"34003",0.299737184540944,54,"1_34003",0.299737184540944,"Null"
10,1,"34014",0.891854878591453,51,"1_34014",0.891854878591453,"Null"
10,1,"34020",0.0281365867319418,55,"1_34020",0.0281365867319418,"Null"
10,1,"34022",0.90919991286561,64,"1_34022",0.90919991286561,"Null"
10,1,"34025",0.934628639746317,54,"1_34025",0.934628639746317,"Null"
10,1,"34027",0.430829430122127,59,"1_34027",0.430829430122127,"Null"
10,1,"34028",0.856574791493608,51,"1_34028",0.856574791493608,"Null"
10,1,"34029",0.677971267666515,42,"1_34029",0.677971267666515,"Null"
10,1,"3403",0.635972716118959,20,"1_3403",0.635972716118959,"Null"
10,1,"34030",0.00533677121567415,41,"1_34030",0.00533677121567415,"Null"
10,1,"34031",0.141593229172841,39,"1_34031",0.141593229172841,"Null"
10,1,"34032",0.274492678254617,41,"1_34032",0.274492678254617,"Null"
10,1,"34038",0.877914082328683,58,"1_34038",0.877914082328683,"Null"
10,1,"3404",0.728731230269962,25,"1_3404",0.728731230269962,"Null"
10,1,"34041",0.77450819861641,42,"1_34041",0.77450819861641,"Null"
10,1,"34042",0.444801038603184,41,"1_34042",0.444801038603184,"Null"
10,1,"34043",0.102317617656554,53,"1_34043",0.102317617656554,"Null"
10,1,"34044",0.0124474425572336,40,"1_34044",0.0124474425572336,"Null"
10,1,"34046",0.579656286131228,66,"1_34046",0.579656286131228,"Null"
10,1,"34049",0.0349434635214786,69,"1_34049",0.0349434635214786,"Null"
10,1,"34051",0.0397014382805594,63,"1_34051",0.0397014382805594,"Null"
10,1,"34052",0.00386547636552773,70,"1_34052",0.00386547636552773,"Null"
10,1,"34053",0.0066785129568101,60,"1_34053",0.0066785129568101,"Null"
10,1,"34054",0.122324198920586,61,"1_34054",0.122324198920586,"Null"
10,1,"34055",0.369532242631477,62,"1_34055",0.369532242631477,"Null"
10,1,"34056",0.746594017123049,64,"1_34056",0.746594017123049,"Null"
10,1,"34059",0.108756553919684,70,"1_34059",0.108756553919684,"Null"
10,1,"34060",0.706588031896469,66,"1_34060",0.706588031896469,"Null"
10,1,"34061",0.134705591220276,68,"1_34061",0.134705591220276,"Null"
10,1,"34063",6.97695613719628e-05,72,"1_34063",6.97695613719628e-05,"Null"
10,1,"34065",0.417050211694605,53,"1_34065",0.417050211694605,"Null"
10,1,"34066",0.944868156970598,53,"1_34066",0.944868156970598,"Null"
10,1,"34067",0.888488030128895,59,"1_34067",0.888488030128895,"Null"
10,1,"34070",0.149053715566505,67,"1_34070",0.149053715566505,"Null"
10,1,"34071",0.961717786681914,54,"1_34071",0.961717786681914,"Null"
10,1,"34074",0.832491756015603,62,"1_34074",0.832491756015603,"Null"
10,1,"34075",0.407080417126844,50,"1_34075",0.407080417126844,"Null"
10,1,"34077",0.591248374237953,66,"1_34077",0.591248374237953,"Null"
10,1,"34079",0.799974596457459,58,"1_34079",0.799974596457459,"Null"
10,1,"3408",0.869227985657358,9,"1_3408",0.869227985657358,"Null"
10,1,"34080",2.03651455718855e-05,75,"1_34080",2.03651455718855e-05,"Null"
10,1,"3409",0.106051720541621,13,"1_3409",0.106051720541621,"Null"
10,1,"3418",0.442347966683166,20,"1_3418",0.442347966683166,"Null"
10,1,"3419",0.0818733262144415,17,"1_3419",0.0818733262144415,"Null"
10,1,"3420",0.83714787294228,26,"1_3420",0.83714787294228,"Null"
10,1,"3423",0.844536663573352,23,"1_3423",0.844536663573352,"Null"
10,1,"35005",0.928032808619659,62,"1_35005",0.928032808619659,"Null"
10,1,"35009",0.797113248165044,63,"1_35009",0.797113248165044,"Null"
10,1,"35010",0.880236625862359,54,"1_35010",0.880236625862359,"Null"
10,1,"35011",0.909682763919803,53,"1_35011",0.909682763919803,"Null"
10,1,"35012",0.519362916365983,60,"1_35012",0.519362916365983,"Null"
10,1,"35013",0.204261171917789,70,"1_35013",0.204261171917789,"Null"
10,1,"35014",0.131826224724561,62,"1_35014",0.131826224724561,"Null"
10,1,"35021",0.00458338654195883,68,"1_35021",0.00458338654195883,"Null"
10,1,"35035",0.00195004010300442,76,"1_35035",0.00195004010300442,"Null"
10,1,"35037",0.499472199198724,76,"1_35037",0.499472199198724,"Null"
10,1,"35038",0.000819449752449016,81,"1_35038",0.000819449752449016,"Null"
10,1,"35042",0.00559029390819449,66,"1_35042",0.00559029390819449,"Null"
10,1,"35306",0.00693100025488229,57,"1_35306",0.00693100025488229,"Null"
10,1,"35313",0.908216385831593,65,"1_35313",0.908216385831593,"Null"
10,1,"35314",0.0012724016621696,68,"1_35314",0.0012724016621696,"Null"
10,1,"35315",7.61954569395999e-06,70,"1_35315",7.61954569395999e-06,"Null"
10,1,"35901",0.997734441705457,63,"1_35901",0.997734441705457,"Null"
10,1,"35903",0.865541623139251,63,"1_35903",0.865541623139251,"Null"
10,1,"36001",0.967322994869806,63,"1_36001",0.967322994869806,"Null"
10,1,"36002",0.894371762983471,61,"1_36002",0.894371762983471,"Null"
10,1,"36006",0.89334426533415,52,"1_36006",0.89334426533415,"Null"
10,1,"36013",0.560682137387424,49,"1_36013",0.560682137387424,"Null"
10,1,"36015",0.672466887298341,42,"1_36015",0.672466887298341,"Null"
10,1,"36028",0.870834136077372,47,"1_36028",0.870834136077372,"Null"
10,1,"38006",0.993753532962328,56,"1_38006",0.993753532962328,"Null"
10,1,"38007",0.918619213293249,55,"1_38007",0.918619213293249,"Null"
10,1,"38014",0.958966846187584,63,"1_38014",0.958966846187584,"Null"
10,1,"38015",0.984212090724512,60,"1_38015",0.984212090724512,"Null"
10,1,"38016",0.0126938126622338,65,"1_38016",0.0126938126622338,"Null"
10,1,"38017",0.700607865464477,53,"1_38017",0.700607865464477,"Null"
10,1,"38019",0.386026398935063,59,"1_38019",0.386026398935063,"Null"
10,1,"38021",0.997651049331267,60,"1_38021",0.997651049331267,"Null"
10,1,"38025",0.870672350522413,46,"1_38025",0.870672350522413,"Null"
10,1,"38026",0.000220220716014787,68,"1_38026",0.000220220716014787,"Null"
10,1,"38027",0.792489298942934,58,"1_38027",0.792489298942934,"Null"
10,1,"38028",0.748026479939013,55,"1_38028",0.748026479939013,"Null"
10,1,"38030",0.0111982928259312,57,"1_38030",0.0111982928259312,"Null"
10,1,"38037",0.450110689466998,39,"1_38037",0.450110689466998,"Null"
10,1,"38105",0.286796622544456,44,"1_38105",0.286796622544456,"Null"
10,1,"38118",0.98895237220039,55,"1_38118",0.98895237220039,"Null"
10,1,"38302",0.72740399825101,49,"1_38302",0.72740399825101,"Null"
10,1,"38304",0.444991866686867,54,"1_38304",0.444991866686867,"Null"
10,1,"38305",0.922908044203756,51,"1_38305",0.922908044203756,"Null"
10,1,"38307",0.945302347820137,36,"1_38307",0.945302347820137,"Null"
10,1,"38312",0.778580134009009,47,"1_38312",0.778580134009009,"Null"
10,1,"38315",0.123793023617493,25,"1_38315",0.123793023617493,"Null"
10,1,"38317",0.00720079501023006,73,"1_38317",0.00720079501023006,"Null"
10,1,"3883",0.820626480174708,25,"1_3883",0.820626480174708,"Null"
10,1,"39002",0.523912653292495,61,"1_39002",0.523912653292495,"Null"
10,1,"39003",0.82434274157946,60,"1_39003",0.82434274157946,"Null"
10,1,"39006",0.164631655972046,61,"1_39006",0.164631655972046,"Null"
10,1,"39008",0.0440940484887444,66,"1_39008",0.0440940484887444,"Null"
10,1,"39009",0.000446422291211826,70,"1_39009",0.000446422291211826,"Null"
10,1,"39010",0.000161372928108721,72,"1_39010",0.000161372928108721,"Null"
10,1,"39011",2.96214480562976e-05,73,"1_39011",2.96214480562976e-05,"Null"
10,1,"39023",0.925626192324707,54,"1_39023",0.925626192324707,"Null"
10,1,"39025",0.0217143804902683,75,"1_39025",0.0217143804902683,"Null"
10,1,"39026",0.0011146198462864,71,"1_39026",0.0011146198462864,"Null"
10,1,"39028",0.000288482142600007,75,"1_39028",0.000288482142600007,"Null"
10,1,"39044",0.686978757708715,62,"1_39044",0.686978757708715,"Null"
10,1,"4002",0.0786213918116169,37,"1_4002",0.0786213918116169,"Null"
10,1,"4003",0.812575066570439,34,"1_4003",0.812575066570439,"Null"
10,1,"4004",0.804161709264635,34,"1_4004",0.804161709264635,"Null"
10,1,"4010",0.984646322763412,45,"1_4010",0.984646322763412,"Null"
10,1,"4022",0.739783246139752,51,"1_4022",0.739783246139752,"Null"
10,1,"4028",0.0470614043255526,43,"1_4028",0.0470614043255526,"Null"
10,1,"4040",0.221121871980725,47,"1_4040",0.221121871980725,"Null"
10,1,"4055",0.92919499154865,42,"1_4055",0.92919499154865,"Null"
10,1,"4063",0.864501016570251,52,"1_4063",0.864501016570251,"Null"
10,1,"4105",0.98776454511574,59,"1_4105",0.98776454511574,"Null"
10,1,"4115",0.0269013544231043,41,"1_4115",0.0269013544231043,"Null"
10,1,"4128",0.614083806569375,35,"1_4128",0.614083806569375,"Null"
10,1,"42015",0.968858448866049,46,"1_42015",0.968858448866049,"Null"
10,1,"42016",0.992105442131395,59,"1_42016",0.992105442131395,"Null"
10,1,"42018",0.616890590631402,43,"1_42018",0.616890590631402,"Null"
10,1,"42027",0.686698422555536,60,"1_42027",0.686698422555536,"Null"
10,1,"42034",0.770954343468636,15,"1_42034",0.770954343468636,"Null"
10,1,"4204",0.914911200928054,30,"1_4204",0.914911200928054,"Null"
10,1,"42056",0.452998069765483,53,"1_42056",0.452998069765483,"Null"
10,1,"42059",0.656957973256613,53,"1_42059",0.656957973256613,"Null"
10,1,"42101",0.839007392892603,10,"1_42101",0.839007392892603,"Null"
10,1,"42119",0.841048393045501,50,"1_42119",0.841048393045501,"Null"
10,1,"42128",0.601208686797819,50,"1_42128",0.601208686797819,"Null"
10,1,"4213",0.11772330332822,26,"1_4213",0.11772330332822,"Null"
10,1,"42137",0.931187196463884,49,"1_42137",0.931187196463884,"Null"
10,1,"42221",0.987004759631537,51,"1_42221",0.987004759631537,"Null"
10,1,"4229",0.919366355616525,51,"1_4229",0.919366355616525,"Null"
10,1,"42903",0.933038685342137,48,"1_42903",0.933038685342137,"Null"
10,1,"42906",0.921471157916072,40,"1_42906",0.921471157916072,"Null"
10,1,"4302",0.149237963991096,30,"1_4302",0.149237963991096,"Null"
10,1,"4304",0.645413023613004,32,"1_4304",0.645413023613004,"Null"
10,1,"44001",0.81269073708564,49,"1_44001",0.81269073708564,"Null"
10,1,"44004",0.962918537308516,44,"1_44004",0.962918537308516,"Null"
10,1,"44006",0.810178934669189,56,"1_44006",0.810178934669189,"Null"
10,1,"44007",0.981876593792885,68,"1_44007",0.981876593792885,"Null"
10,1,"44012",0.535299846954691,62,"1_44012",0.535299846954691,"Null"
10,1,"44013",0.993175292901728,68,"1_44013",0.993175292901728,"Null"
10,1,"44019",0.695954588299067,64,"1_44019",0.695954588299067,"Null"
10,1,"44026",0.309055323557669,62,"1_44026",0.309055323557669,"Null"
10,1,"44031",0.631963918068871,56,"1_44031",0.631963918068871,"Null"
10,1,"44032",0.980134399137955,60,"1_44032",0.980134399137955,"Null"
10,1,"44035",0.851635366737887,50,"1_44035",0.851635366737887,"Null"
10,1,"44120",0.956945027122888,64,"1_44120",0.956945027122888,"Null"
10,1,"45002",0.958733643582989,46,"1_45002",0.958733643582989,"Null"
10,1,"45013",0.213833101485221,59,"1_45013",0.213833101485221,"Null"
10,1,"45021",0.973150151472987,46,"1_45021",0.973150151472987,"Null"
10,1,"45101",0.861796480100162,60,"1_45101",0.861796480100162,"Null"
10,1,"45102",0.91860645540258,59,"1_45102",0.91860645540258,"Null"
10,1,"45103",0.858872521963324,47,"1_45103",0.858872521963324,"Null"
10,1,"45205",0.995810722122378,65,"1_45205",0.995810722122378,"Null"
10,1,"45213",0.251686710465444,56,"1_45213",0.251686710465444,"Null"
