number,datasetID,site,system,taxa,nTime,spRichTotal,spRichCore,spRichTrans,propCore,propCore_pVal,propTrans,propTrans_pVal,meanAbundance,mu,bimodality,pBimodal,alpha,beta
838,274,001d_b,Terrestrial,Arthropod,23,27,4,18,0.148148148,0.957,0.666666667,0.005,174.6956522,0.296296296,0.394809736,0.252,0.661789693,1.167888538
839,274,002c_a,Terrestrial,Arthropod,18,22,5,12,0.227272727,0.886,0.545454545,0.008,173.7222222,0.414141414,0.436272127,0.151,0.859427439,1.022997062
840,274,002c_b,Terrestrial,Arthropod,18,23,7,11,0.304347826,0.637,0.47826087,0.062,177.9444444,0.417874396,0.477351368,0.072,0.815258896,0.996233729
841,274,002d_a,Terrestrial,Arthropod,21,23,5,13,0.217391304,0.864,0.565217391,0.101,144.1904762,0.347826087,0.424659091,0.183,0.730205774,1.112451523
842,274,002d_b,Terrestrial,Arthropod,21,23,7,11,0.304347826,0.787,0.47826087,0.164,174.4761905,0.426501035,0.481325758,0.052,0.77236302,0.887056641
843,274,004b_a,Terrestrial,Arthropod,23,23,7,12,0.304347826,0.599,0.52173913,0.145,199.173913,0.389413989,0.533151766,0.022,0.708297683,0.960714108
844,274,004b_b,Terrestrial,Arthropod,23,27,7,17,0.259259259,0.636,0.62962963,0.054,168.5217391,0.339774557,0.553582781,0.017,0.566652408,0.873607777
845,274,004d_a,Terrestrial,Arthropod,8,18,8,8,0.444444444,0.407,0.444444444,0.175,196.375,0.541666667,0.780045351,0.001,0.770055919,0.591011388
846,274,004d_b,Terrestrial,Arthropod,8,12,7,3,0.583333333,0.388,0.25,0.409,211.875,0.6875,0.68707483,0.004,1.106878752,0.553885308
847,274,004f_a,Terrestrial,Arthropod,22,25,5,15,0.2,0.918,0.6,0.019,148.7272727,0.365454545,0.424792139,0.177,0.770077567,1.095151736
848,274,004f_b,Terrestrial,Arthropod,21,20,8,8,0.4,0.51,0.4,0.358,144.1904762,0.476190476,0.44,0.111,1.049724417,1.159372059
849,274,020b_a,Terrestrial,Arthropod,13,24,9,12,0.375,0.478,0.5,0.171,113.1538462,0.426282051,0.550877701,0.03,0.768129415,0.913511937
850,274,020b_b,Terrestrial,Arthropod,13,19,7,7,0.368421053,0.605,0.368421053,0.279,83.46153846,0.48582996,0.434104938,0.193,1.144530556,1.160707813
851,274,0spb_a,Terrestrial,Arthropod,13,26,5,17,0.192307692,0.935,0.653846154,0.002,154.5384615,0.372781065,0.445923734,0.186,0.802967232,1.016297495
852,274,0spb_b,Terrestrial,Arthropod,13,24,5,14,0.208333333,0.928,0.583333333,0.019,152.4615385,0.378205128,0.451195988,0.159,0.832630237,1.103616422
853,274,0sub_a,Terrestrial,Arthropod,13,23,7,12,0.304347826,0.672,0.52173913,0.104,101.2307692,0.418060201,0.464225589,0.158,0.866542854,1.049514512
854,274,0sub_b,Terrestrial,Arthropod,13,25,10,11,0.4,0.496,0.44,0.126,110.3076923,0.473846154,0.475605413,0.11,0.92716506,0.919210779
855,274,n01a_a,Terrestrial,Arthropod,8,29,11,13,0.379310345,0.543,0.448275862,0.071,152.125,0.504310345,0.634013605,0.01,0.807294935,0.664149213
856,274,n01a_b,Terrestrial,Arthropod,8,30,13,13,0.433333333,0.378,0.433333333,0.082,241.625,0.520833333,0.609977324,0.012,0.903889898,0.751527924
857,274,n01b_a,Terrestrial,Arthropod,11,27,5,12,0.185185185,0.971,0.444444444,0.051,132,0.430976431,0.39043956,0.415,1.117630988,1.355467459
858,274,n01b_b,Terrestrial,Arthropod,11,28,8,11,0.285714286,0.782,0.392857143,0.108,159.8181818,0.448051948,0.402653061,0.42,1.233110087,1.466931045
859,274,n04a_a,Terrestrial,Arthropod,8,26,8,5,0.307692308,0.834,0.192307692,0.856,170.375,0.586538462,0.431831904,0.423,1.24858352,0.809935202
860,274,n04a_b,Terrestrial,Arthropod,8,27,12,8,0.444444444,0.272,0.296296296,0.398,183.875,0.564814815,0.522987217,0.015,1.067687669,0.750669657
861,274,n04d_a,Terrestrial,Arthropod,11,27,8,11,0.296296296,0.829,0.407407407,0.017,212.0909091,0.481481481,0.420769231,0.353,1.114352954,1.09846834
862,274,n04d_b,Terrestrial,Arthropod,11,29,7,14,0.24137931,0.846,0.482758621,0.01,179.5454545,0.423197492,0.412285714,0.301,1.064331283,1.337439844
863,274,n20a_a,Terrestrial,Arthropod,8,27,10,10,0.37037037,0.534,0.37037037,0.183,156,0.532407407,0.621215519,0.009,0.874463705,0.689777451
864,274,n20a_b,Terrestrial,Arthropod,8,28,10,12,0.357142857,0.646,0.428571429,0.072,141.5,0.495535714,0.498438151,0.149,1.108066633,1.022440421
865,274,n20b_a,Terrestrial,Arthropod,8,25,8,10,0.32,0.579,0.4,0.272,83.875,0.495,0.552590267,0.061,0.947605941,0.883239766
866,274,n20b_b,Terrestrial,Arthropod,8,23,10,8,0.434782609,0.385,0.347826087,0.253,102.625,0.543478261,0.580395795,0.033,1.012186802,0.804719318
867,275,100,Terrestrial,Invertebrate,18,11,3,8,0.272727273,0.62,0.727272727,0.031,8.444444444,0.297979798,0.38638985,0.274,1.018115825,2.032046926
868,275,139,Terrestrial,Invertebrate,21,13,3,9,0.230769231,0.865,0.692307692,0.028,26.42857143,0.318681319,0.440119048,0.159,0.884855045,1.513873289
869,275,142,Terrestrial,Invertebrate,21,12,2,7,0.166666667,0.984,0.583333333,0.078,31.61904762,0.376984127,0.385763889,0.268,1.02028714,1.34573762
870,275,145,Terrestrial,Invertebrate,18,11,2,9,0.181818182,0.935,0.818181818,0,13.33333333,0.318181818,0.375778547,0.366,0.974185343,1.590610102
871,275,148,Terrestrial,Invertebrate,21,12,2,9,0.166666667,0.915,0.75,0.028,28.19047619,0.321428571,0.496875,0.074,0.685855973,1.037150986
872,275,151,Terrestrial,Invertebrate,22,13,3,9,0.230769231,0.833,0.692307692,0.026,37.54545455,0.307692308,0.528020732,0.045,0.662699527,1.089147502
873,275,190,Terrestrial,Invertebrate,22,13,3,9,0.230769231,0.858,0.692307692,0.013,37.54545455,0.307692308,0.43537415,0.171,0.788514529,1.362480409
874,275,193,Terrestrial,Invertebrate,22,12,2,8,0.166666667,0.924,0.666666667,0.029,46.31818182,0.314393939,0.472348199,0.1,0.716436654,1.087252895
875,275,199,Terrestrial,Invertebrate,17,11,2,8,0.181818182,0.817,0.727272727,0.052,7.235294118,0.267379679,0.402083333,0.209,0.922052506,2.054954755
876,275,202,Terrestrial,Invertebrate,20,10,2,7,0.2,0.872,0.7,0.024,11.1,0.315,0.543047091,0.041,0.711056909,1.11221944
877,275,241,Terrestrial,Invertebrate,19,10,3,7,0.3,0.488,0.7,0.097,18.36842105,0.315789474,0.580246914,0.025,0.722229664,1.244687696
878,275,250,Terrestrial,Invertebrate,22,15,2,12,0.133333333,0.977,0.8,0,31.90909091,0.287878788,0.393181082,0.272,0.815204353,1.51961823
879,275,292,Terrestrial,Invertebrate,22,12,3,9,0.25,0.655,0.75,0.068,30.45454545,0.284090909,0.55952381,0.049,0.620342738,1.102619225
880,275,295,Terrestrial,Invertebrate,20,14,3,10,0.214285714,0.732,0.714285714,0.023,17.7,0.275,0.447566284,0.111,0.694440887,1.3409864
881,275,298,Terrestrial,Invertebrate,21,13,3,9,0.230769231,0.745,0.692307692,0.14,14.80952381,0.274725275,0.470714286,0.106,0.734131841,1.549218589
882,275,301,Terrestrial,Invertebrate,22,14,3,10,0.214285714,0.875,0.714285714,0.014,38.36363636,0.331168831,0.460548845,0.125,0.793419557,1.213168939
883,275,304,Terrestrial,Invertebrate,22,12,3,9,0.25,0.795,0.75,0.019,31.86363636,0.314393939,0.582703452,0.019,0.653618383,1.017255581
884,275,343,Terrestrial,Invertebrate,22,10,3,7,0.3,0.641,0.7,0.087,23.36363636,0.327272727,0.55292517,0.04,0.714759846,1.135884513
885,275,346,Terrestrial,Invertebrate,22,11,3,8,0.272727273,0.737,0.727272727,0.03,26.45454545,0.342975207,0.549357521,0.04,0.71303987,0.996531284
886,275,349,Terrestrial,Invertebrate,22,14,2,11,0.142857143,0.926,0.785714286,0.01,23.22727273,0.230519481,0.333610995,0.376,0.81402896,1.977809351
887,275,352,Terrestrial,Invertebrate,20,13,3,9,0.230769231,0.771,0.692307692,0.035,17.95,0.307692308,0.44387284,0.151,0.857377227,1.592413931
888,275,355,Terrestrial,Invertebrate,22,12,3,9,0.25,0.725,0.75,0.039,24.22727273,0.299242424,0.566074578,0.04,0.622652199,0.982368215
889,275,37,Terrestrial,Invertebrate,22,11,2,7,0.181818182,0.974,0.636363636,0.007,20.09090909,0.359504132,0.388208617,0.29,1.015541663,1.493072214
890,275,394,Terrestrial,Invertebrate,21,12,2,9,0.166666667,0.79,0.75,0.158,27,0.301587302,0.528888889,0.035,0.656871749,1.031190616
891,275,397,Terrestrial,Invertebrate,22,11,1,8,0.090909091,0.978,0.727272727,0.04,12.36363636,0.252066116,0.371428571,0.289,0.77995843,1.60387197
892,275,40,Terrestrial,Invertebrate,22,10,2,7,0.2,0.877,0.7,0.033,24,0.354545455,0.489433107,0.085,0.812416227,1.142825336
893,275,400,Terrestrial,Invertebrate,18,14,3,11,0.214285714,0.587,0.785714286,0.065,12.66666667,0.242063492,0.493538592,0.065,0.609576916,1.278029143
894,275,403,Terrestrial,Invertebrate,19,11,3,8,0.272727273,0.554,0.727272727,0.034,14.94736842,0.315789474,0.583950617,0.019,0.702665563,1.18996222
895,275,406,Terrestrial,Invertebrate,20,11,3,8,0.272727273,0.705,0.727272727,0.031,13.45,0.295454545,0.445798707,0.143,0.874824046,1.71097883
896,275,46,Terrestrial,Invertebrate,21,12,3,8,0.25,0.787,0.666666667,0.068,19.33333333,0.337301587,0.554097222,0.026,0.696266366,1.051382134
897,275,88,Terrestrial,Invertebrate,21,10,1,5,0.1,0.983,0.5,0.249,12.04761905,0.361904762,0.2244,0.756,1.8707587,3.162052738
898,275,91,Terrestrial,Invertebrate,22,12,2,7,0.166666667,0.915,0.583333333,0.09,13.95454545,0.356060606,0.421516755,0.178,0.946467861,1.515180129
899,275,97,Terrestrial,Invertebrate,22,13,3,8,0.230769231,0.823,0.615384615,0.075,18.18181818,0.36013986,0.556527373,0.032,0.705068673,1.003317004
900,276,EL VERDE,Terrestrial,Bird,16,26,12,10,0.461538462,0.35,0.384615385,0.392,307.75,0.545673077,0.725548981,0.004,0.622719287,0.468488287
901,277,AL,Freshwater,Plankton,10,55,40,8,0.727272727,0.102,0.145454545,0.752,2793.258,0.778181818,0.475471945,0.07,1.083971812,0.344313931
902,277,BM,Freshwater,Plankton,19,71,33,27,0.464788732,0.273,0.38028169,0.319,1710.994211,0.547813195,0.673260827,0,0.572230363,0.42032887
903,277,CB,Freshwater,Plankton,17,73,18,45,0.246575342,0.795,0.616438356,0.005,4081.715882,0.38195004,0.51513232,0.039,0.595320797,0.716095628
904,277,CR,Freshwater,Plankton,28,67,21,35,0.313432836,0.63,0.52238806,0.069,1985.7775,0.408315565,0.53689644,0.015,0.554832624,0.642873295
905,277,SP,Freshwater,Plankton,21,66,28,29,0.424242424,0.399,0.439393939,0.241,2604.299048,0.512987013,0.692665289,0,0.532526709,0.436649467
906,277,TB,Freshwater,Plankton,10,56,13,28,0.232142857,0.964,0.5,0.133,2029.394,0.407142857,0.465356513,0.163,0.786059165,0.930682845
907,277,TR,Freshwater,Plankton,19,69,36,21,0.52173913,0.18,0.304347826,0.417,1991.548947,0.613272311,0.571537504,0.002,0.725054577,0.438721236
908,278,CR_1,Freshwater,Plankton,10,91,21,52,0.230769231,0.954,0.571428571,0.014,14723.87,0.410989011,0.465068289,0.195,0.765732538,0.863291326
909,278,SP_1,Freshwater,Plankton,10,109,31,64,0.28440367,0.712,0.587155963,0.02,38812.4,0.396330275,0.475678597,0.136,0.746607706,0.894389629
910,279,1,Freshwater,Plankton,10,22,8,7,0.363636364,0.519,0.318181818,0.502,5407.7,0.572727273,0.624834201,0.022,0.839330608,0.550333046
911,280,ME_NA,Freshwater,Plankton,16,250,37,177,0.148,0.989,0.708,0,2008001.511,0.29225,0.36613376,0.306,0.642180849,1.168422202
912,280,MO_NA,Freshwater,Plankton,14,229,40,140,0.174672489,0.887,0.611353712,0.009,2587901.947,0.340299439,0.437130516,0.159,0.603828477,0.83478479
913,281,50,Freshwater,Plant,22,25,7,13,0.28,0.816,0.52,0.058,171.5454545,0.405454545,0.43237979,0.136,0.789792864,0.955072358
914,281,56,Freshwater,Plant,22,28,16,8,0.571428571,0.175,0.285714286,0.504,398.8181818,0.636363636,0.578555232,0.005,0.839917517,0.484035292
915,285,1,Terrestrial,Arthropod,26,133,130,0,0.977443609,0.001,0,0.999,30418,0.885193754,0.019151515,0.999,10.58620068,1.382086361
916,287,Konza_1,Terrestrial,Bird,23,96,5,76,0.052083333,0.999,0.791666667,0,86.30434783,0.216485507,0.186463355,0.962,0.9974281,3.274151476
917,287,Konza_10,Terrestrial,Bird,21,93,4,75,0.043010753,0.999,0.806451613,0.001,73.14285714,0.213005632,0.165307586,0.982,1.123324426,3.791204456
918,287,Konza_12,Terrestrial,Bird,22,64,4,52,0.0625,0.997,0.8125,0.001,52.09090909,0.200284091,0.237165179,0.672,0.788639786,2.643760888
919,287,Konza_13,Terrestrial,Bird,19,83,4,68,0.048192771,0.998,0.819277108,0,58.15789474,0.206087508,0.157156479,0.971,1.183814101,4.156101219
920,287,Konza_14,Terrestrial,Bird,22,78,4,62,0.051282051,0.995,0.794871795,0.003,44.86363636,0.195804196,0.182640315,0.882,0.932944485,3.276478025
921,287,Konza_15,Terrestrial,Bird,24,110,11,81,0.1,0.985,0.736363636,0.001,110.875,0.246590909,0.257794373,0.728,0.826425725,2.296067954
922,287,Konza_16,Terrestrial,Bird,22,115,10,88,0.086956522,0.994,0.765217391,0,106.2272727,0.232411067,0.228393919,0.851,0.904125995,2.730051102
923,287,Konza_17,Terrestrial,Bird,23,105,10,80,0.095238095,0.991,0.761904762,0,90.2173913,0.226915114,0.219615505,0.886,0.904273347,2.816669132
924,287,Konza_18,Terrestrial,Bird,20,91,5,72,0.054945055,0.999,0.791208791,0,108.75,0.225824176,0.206864989,0.891,0.980788558,3.061381507
925,287,Konza_2,Terrestrial,Bird,21,85,3,71,0.035294118,0.999,0.835294118,0,63.9047619,0.189355742,0.137660576,0.99,1.182124302,4.679027115
926,287,Konza_3,Terrestrial,Bird,21,76,5,61,0.065789474,0.998,0.802631579,0.003,64.66666667,0.197994987,0.197908587,0.856,0.90796544,3.214169246
927,287,Konza_4,Terrestrial,Bird,17,58,3,46,0.051724138,0.997,0.793103448,0.001,26.35294118,0.204868154,0.182780916,0.864,1.040329823,3.511432951
928,287,Konza_5,Terrestrial,Bird,13,34,4,21,0.117647059,0.971,0.617647059,0.034,28.92307692,0.323529412,0.323168973,0.526,0.942747111,1.657186519
929,287,Konza_6,Terrestrial,Bird,20,68,2,58,0.029411765,0.998,0.852941176,0.001,38.35,0.188235294,0.163636189,0.921,1.071443057,4.088517329
930,287,Konza_8,Terrestrial,Bird,19,53,6,44,0.113207547,0.958,0.830188679,0,57.10526316,0.232373386,0.241145229,0.746,0.89714286,2.462645056
931,287,Konza_9,Terrestrial,Bird,19,55,3,45,0.054545455,0.993,0.818181818,0.002,36.89473684,0.177990431,0.169524463,0.87,0.980652336,3.886893659
932,288,NT,Freshwater,Fish,7,16,8,6,0.5,0.411,0.375,0.39,1557.142857,0.598214286,0.600260417,0.056,1.107880672,0.691534694
933,289,ep18,Terrestrial,Plant,15,86,78,7,0.906976744,0.19,0.081395349,0.397,439.8666667,0.915503876,0.274999724,0.007,1.55613973,0.247022599
934,289,ep19,Terrestrial,Plant,13,80,65,10,0.8125,0.034,0.125,0.67,425.3846154,0.834615385,0.386180556,0.127,1.214245137,0.300023749
935,289,ep2,Terrestrial,Plant,16,41,34,4,0.829268293,0.256,0.097560976,0.603,505.1875,0.864329268,0.339195767,0.029,1.548896667,0.329160029
936,289,ep29,Terrestrial,Plant,14,50,47,1,0.94,0.035,0.02,0.928,471.5714286,0.951428571,0.099824852,0.277,5.68526309,0.430686963
937,289,ep3,Terrestrial,Plant,16,72,68,3,0.944444444,0.013,0.041666667,0.861,495.375,0.942708333,0.143580247,0.266,3.196822501,0.316943438
938,289,ep30,Terrestrial,Plant,12,71,64,4,0.901408451,0.064,0.056338028,0.778,566.4166667,0.927230047,0.180624426,0.208,2.762249954,0.312810229
939,289,ep31,Terrestrial,Plant,10,64,38,17,0.59375,0.171,0.265625,0.548,222.7,0.6640625,0.639455536,0.015,0.763389415,0.378580128
940,289,ep32,Terrestrial,Plant,12,54,48,3,0.888888889,0.115,0.055555556,0.826,430.9166667,0.913580247,0.236257071,0.124,2.190669472,0.317644166
941,289,ep33,Terrestrial,Plant,13,50,43,6,0.86,0.063,0.12,0.589,292.9230769,0.852307692,0.372044444,0.077,1.337484516,0.314771429
942,289,ep34,Terrestrial,Plant,12,69,57,10,0.826086957,0.223,0.144927536,0.345,277.75,0.855072464,0.431904993,0.003,1.146904934,0.262328914
943,289,ep35,Terrestrial,Plant,13,73,63,4,0.863013699,0.257,0.054794521,0.763,464.1538462,0.897787144,0.253513931,0.085,1.814299076,0.29333333
944,289,ep37,Terrestrial,Plant,12,34,33,0,0.970588235,0,0,0.999,421.25,0.950980392,0.068289056,0.819,7.936558713,0.574278295
945,289,ep38,Terrestrial,Plant,13,43,33,3,0.76744186,0.131,0.069767442,0.951,122.9230769,0.837209302,0.328613516,0.219,1.55446049,0.367933317
946,291,1,Terrestrial,Plant,7,51,22,19,0.431372549,0.524,0.37254902,0.345,12967.85714,0.579831933,0.629487179,0.011,0.840668232,0.530326581
947,294,AL,Freshwater,Fish,15,32,11,15,0.34375,0.539,0.46875,0.073,1077.066667,0.48125,0.528997927,0.001,0.824126235,0.793389133
948,294,BM,Freshwater,Fish,12,21,10,9,0.476190476,0.191,0.428571429,0.34,610,0.555555556,0.550112697,0.053,0.933365057,0.68524979
949,294,CR,Freshwater,Fish,15,12,1,8,0.083333333,0.972,0.666666667,0.209,719.2,0.261111111,0.253259637,0.546,1.262536927,3.081138697
950,294,FI,Freshwater,Fish,15,20,7,10,0.35,0.516,0.5,0.064,539,0.476666667,0.523010204,0.009,0.881388612,0.862426361
951,294,ME,Freshwater,Fish,14,31,7,19,0.225806452,0.705,0.612903226,0.035,1143.071429,0.366359447,0.478057199,0.099,0.745949344,1.043672168
952,294,MO,Freshwater,Fish,14,26,8,13,0.307692308,0.643,0.5,0.141,1462,0.445054945,0.59591751,0.02,0.678849898,0.682402074
953,294,SP,Freshwater,Fish,15,19,5,10,0.263157895,0.705,0.526315789,0.133,754.2,0.428070175,0.55430839,0.025,0.743705372,0.821764457
954,294,TR,Freshwater,Fish,15,32,11,17,0.34375,0.447,0.53125,0.118,471.8,0.420833333,0.551578444,0.021,0.705797222,0.841325525
955,294,WI,Freshwater,Fish,12,22,9,12,0.409090909,0.372,0.545454545,0.138,5669.916667,0.473484848,0.743460146,0.001,0.637718539,0.591271849
956,295,AL,Freshwater,Fish,30,29,7,19,0.24137931,0.816,0.655172414,0.005,1082.566667,0.350574713,0.48296246,0.035,0.678464421,1.022231917
957,295,BM,Freshwater,Fish,28,25,9,14,0.36,0.41,0.56,0.091,1773.392857,0.4,0.552214132,0.012,0.623713402,0.817342998
958,295,CR,Freshwater,Fish,30,19,4,13,0.210526316,0.753,0.684210526,0.046,736.3666667,0.277192982,0.425260933,0.122,0.683417752,1.487738629
959,295,FI,Freshwater,Fish,17,19,3,10,0.157894737,0.974,0.526315789,0.079,72.82352941,0.359133127,0.405555556,0.253,0.878453008,1.36481166
960,295,ME,Freshwater,Fish,17,33,5,23,0.151515152,0.93,0.696969697,0.016,301.8823529,0.290552585,0.364860983,0.329,0.752566189,1.457547951
961,295,MO,Freshwater,Fish,15,30,5,22,0.166666667,0.922,0.733333333,0.001,359.6,0.315555556,0.359092971,0.437,0.857043086,1.512095893
962,295,SP,Freshwater,Fish,30,18,4,11,0.222222222,0.821,0.611111111,0.04,342.8666667,0.344444444,0.451843044,0.094,0.700649813,1.095846829
963,295,TR,Freshwater,Fish,30,31,8,18,0.258064516,0.757,0.580645161,0.029,1693.166667,0.377419355,0.486068173,0.018,0.679165609,0.961551517
964,295,WI,Freshwater,Fish,16,21,3,13,0.142857143,0.95,0.619047619,0.096,1507.75,0.31547619,0.447111111,0.157,0.687046039,1.125406647
965,296,AL,Freshwater,Fish,18,30,14,14,0.466666667,0.163,0.466666667,0.052,371.7777778,0.524074074,0.640999616,0,0.704623353,0.5847484
966,296,BM,Freshwater,Fish,17,27,8,16,0.296296296,0.521,0.592592593,0.113,307,0.387799564,0.61225103,0.014,0.576599697,0.708262143
967,296,FI,Freshwater,Fish,16,23,11,10,0.47826087,0.339,0.434782609,0.261,652.6875,0.529891304,0.689023569,0,0.683195897,0.582362435
968,296,ME,Freshwater,Fish,16,34,15,12,0.441176471,0.338,0.352941176,0.403,260.9375,0.540441176,0.604321415,0.002,0.718878601,0.547600809
969,296,MO,Freshwater,Fish,16,34,13,12,0.382352941,0.521,0.352941176,0.405,758,0.520220588,0.545590158,0.008,0.790058194,0.642795882
970,296,SP,Freshwater,Fish,18,23,7,15,0.304347826,0.642,0.652173913,0.001,379.3888889,0.420289855,0.614763552,0.001,0.641280182,0.693263163
971,296,TR,Freshwater,Fish,18,25,7,13,0.28,0.583,0.52,0.11,216,0.404444444,0.541788661,0.018,0.666152187,0.817245125
972,296,WI,Freshwater,Fish,16,26,12,10,0.461538462,0.324,0.384615385,0.358,834,0.521634615,0.670006575,0,0.690829871,0.576002434
973,298,1,Terrestrial,Bird,44,60,19,29,0.316666667,0.667,0.483333333,0.015,160.4545455,0.453030303,0.509743405,0,0.648242368,0.699846747
974,299,1,Terrestrial,Bird,48,48,14,23,0.291666667,0.721,0.479166667,0.043,102.5,0.41796875,0.491278576,0.003,0.654887006,0.838200556
975,300,upland,Terrestrial,Bird,6,34,27,2,0.794117647,0,0.058823529,0.999,72.31666667,0.808823529,0.321245675,0.544,1.944485388,0.487033152
976,301,1,Terrestrial,Bird,25,53,22,14,0.41509434,0.355,0.264150943,0.697,185.8,0.578113208,0.443702517,0.07,0.875501123,0.5782258
977,304,Bold Park,Terrestrial,Reptile,6,29,24,4,0.827586207,0,0.137931034,0.749,434.6666667,0.82183908,0.496380952,0.104,1.431938869,0.389234723
978,305,1,Terrestrial,Reptile,14,35,11,13,0.314285714,0.646,0.371428571,0.168,111.5,0.473469388,0.456278764,0.11,0.906167992,0.861854834
979,306,YachtClub,Marine,Invertebrate,8,34,15,13,0.441176471,0.491,0.382352941,0.331,154.25,0.547794118,0.696349128,0.015,0.74414323,0.522002379
980,308,Adams,Terrestrial,Bird,6,16,4,11,0.25,0.715,0.6875,0.057,19.5,0.416666667,0.56,0.17,0.928285054,0.996553015
981,308,Baldpate,Terrestrial,Bird,9,19,5,9,0.263157895,0.898,0.473684211,0.268,39.77777778,0.497076023,0.569791667,0.078,0.877660474,0.728407633
982,308,Bear Head,Terrestrial,Bird,8,10,5,3,0.5,0.356,0.3,0.372,28.125,0.6125,0.676734694,0.006,1.092094562,0.693289662
983,308,Big Squaw,Terrestrial,Bird,6,26,4,18,0.153846154,0.945,0.692307692,0.066,35.5,0.378205128,0.486863905,0.216,0.855203024,1.009544565
984,308,Blue Mountain,Terrestrial,Bird,6,29,11,13,0.379310345,0.435,0.448275862,0.271,54.66666667,0.534482759,0.622857143,0.03,0.941357996,0.702980778
985,308,Burke,Terrestrial,Bird,10,25,4,13,0.16,0.967,0.52,0.1,37.7,0.42,0.423393479,0.304,0.98238494,1.15771995
986,308,Camels,Terrestrial,Bird,8,13,5,3,0.384615385,0.574,0.230769231,0.588,39.75,0.548076923,0.575315841,0.089,1.118769632,0.837197416
987,308,Castle,Terrestrial,Bird,7,19,3,14,0.157894737,0.912,0.736842105,0.042,18,0.330827068,0.387654321,0.295,1.083360383,1.752184193
988,308,Cube,Terrestrial,Bird,9,18,7,8,0.388888889,0.718,0.444444444,0.239,40,0.481481481,0.541666667,0.074,0.934464916,0.878447515
989,308,Dixville,Terrestrial,Bird,7,26,5,12,0.192307692,0.973,0.461538462,0.19,50.28571429,0.43956044,0.477975016,0.3,0.937561499,0.957054974
990,308,East,Terrestrial,Bird,6,23,9,10,0.391304348,0.601,0.434782609,0.228,50.83333333,0.528985507,0.510909091,0.336,1.094063439,0.827604809
991,308,Equinox,Terrestrial,Bird,9,22,5,13,0.227272727,0.886,0.590909091,0.168,36.11111111,0.409090909,0.55901343,0.095,0.749004086,0.832951455
992,308,Gillespie Peak,Terrestrial,Bird,6,17,4,12,0.235294118,0.723,0.705882353,0.07,30.16666667,0.421568627,0.568888889,0.127,0.92873434,0.982344506
993,308,Greylock,Terrestrial,Bird,6,25,6,18,0.24,0.573,0.72,0.067,24,0.373333333,0.362564103,0.521,1.311055222,1.876108157
994,308,Hunger,Terrestrial,Bird,11,26,4,20,0.153846154,0.838,0.769230769,0.014,31.27272727,0.332167832,0.436745562,0.218,0.746954144,1.061002417
995,308,Jackson,Terrestrial,Bird,6,13,3,9,0.230769231,0.512,0.692307692,0.287,14.5,0.384615385,0.603809524,0.052,0.908916347,1.108624115
996,308,Katahdin,Terrestrial,Bird,6,17,4,13,0.235294118,0.609,0.764705882,0.148,25.16666667,0.37254902,0.708888889,0.08,0.701088029,0.801876671
997,308,Mansfield,Terrestrial,Bird,10,17,5,8,0.294117647,0.774,0.470588235,0.167,43.5,0.470588235,0.634087791,0.029,0.77819859,0.722302835
998,308,Old Speck,Terrestrial,Bird,10,22,4,14,0.181818182,0.983,0.636363636,0.009,27.5,0.35,0.353535354,0.524,1.19110165,1.976039263
999,308,Pillsbury,Terrestrial,Bird,7,29,13,12,0.448275862,0.506,0.413793103,0.105,61.42857143,0.541871921,0.570634921,0.004,0.993625535,0.752640475
1000,308,Plateau,Terrestrial,Bird,10,21,5,8,0.238095238,0.966,0.380952381,0.266,42.1,0.495238095,0.464197531,0.202,1.001249476,0.869652153
1001,308,Ranch Brook,Terrestrial,Bird,9,21,5,9,0.238095238,0.936,0.428571429,0.3,48.88888889,0.507936508,0.46875,0.205,1.042486396,0.865227604
1002,308,Santanoni,Terrestrial,Bird,9,29,6,20,0.206896552,0.967,0.689655172,0.029,37.77777778,0.363984674,0.478571429,0.188,0.752378529,0.953741292
1003,308,Shrewsbury,Terrestrial,Bird,6,14,5,6,0.357142857,0.39,0.428571429,0.416,25.16666667,0.5,0.64,0.088,1.002136546,0.87256198
1004,308,Snow,Terrestrial,Bird,9,25,8,12,0.32,0.907,0.48,0.126,68.44444444,0.471111111,0.487179487,0.154,0.928826121,0.873477287
1005,308,Stark,Terrestrial,Bird,10,29,4,18,0.137931034,0.932,0.620689655,0.045,29.1,0.348275862,0.448794827,0.204,0.727686096,0.971387078
1006,308,Stratton,Terrestrial,Bird,10,20,5,11,0.25,0.936,0.55,0.024,32.6,0.41,0.409382716,0.38,1.03797983,1.221552418
1007,308,Surplus,Terrestrial,Bird,7,25,4,8,0.16,0.978,0.32,0.518,38.14285714,0.491428571,0.401353276,0.484,1.162860399,1.01545021
1008,308,Tecumseh,Terrestrial,Bird,9,20,6,12,0.3,0.879,0.6,0.023,32.22222222,0.427777778,0.55171875,0.059,0.838221025,0.904227848
1009,308,Tillotson,Terrestrial,Bird,6,17,4,13,0.235294118,0.473,0.764705882,0.209,25.5,0.352941176,0.602222222,0.041,0.776281913,0.988014266
1010,308,Twin NY,Terrestrial,Bird,9,24,9,12,0.375,0.76,0.5,0.112,36.88888889,0.453703704,0.463107639,0.216,0.977553796,1.011726695
1011,308,Vanderwhacker,Terrestrial,Bird,6,14,2,11,0.142857143,0.526,0.785714286,0.315,10.66666667,0.285714286,0.352653061,0.138,1.127085982,2.075125511
