"datasetID","site","scale","n"
221,"221_2_55",3,7
221,"221_2_57",3,5
221,"221_2_71",3,5
221,"221_2_73",3,4
221,"221_2_75",3,5
221,"221_2_77",3,2
221,"221_20_11",3,3
221,"221_20_13",3,4
221,"221_20_15",3,7
221,"221_20_17",3,7
221,"221_20_31",3,4
221,"221_20_33",3,5
221,"221_20_35",3,4
221,"221_20_37",3,6
221,"221_20_51",3,6
221,"221_20_53",3,6
221,"221_20_55",3,8
221,"221_20_57",3,7
221,"221_20_71",3,7
221,"221_20_73",3,6
221,"221_20_75",3,9
221,"221_20_77",3,7
221,"221_21_11",3,4
221,"221_21_13",3,5
221,"221_21_15",3,5
221,"221_21_17",3,6
221,"221_21_31",3,7
221,"221_21_33",3,6
221,"221_21_35",3,6
221,"221_21_37",3,5
221,"221_21_51",3,6
221,"221_21_53",3,5
221,"221_21_55",3,5
221,"221_21_57",3,4
221,"221_21_71",3,2
221,"221_21_73",3,3
221,"221_21_75",3,8
221,"221_21_77",3,8
221,"221_22_11",3,6
221,"221_22_13",3,8
221,"221_22_15",3,7
221,"221_22_17",3,8
221,"221_22_31",3,6
221,"221_22_33",3,7
221,"221_22_35",3,9
221,"221_22_37",3,4
221,"221_22_51",3,10
221,"221_22_53",3,7
221,"221_22_55",3,7
221,"221_22_57",3,6
221,"221_22_71",3,7
221,"221_22_73",3,8
221,"221_22_75",3,8
221,"221_22_77",3,6
221,"221_23_11",3,1
221,"221_23_13",3,4
221,"221_23_15",3,6
221,"221_23_17",3,4
221,"221_23_31",3,3
221,"221_23_33",3,6
221,"221_23_35",3,3
221,"221_23_37",3,7
221,"221_23_51",3,1
221,"221_23_53",3,6
221,"221_23_55",3,6
221,"221_23_57",3,8
221,"221_23_71",3,6
221,"221_23_73",3,6
221,"221_23_75",3,4
221,"221_23_77",3,8
221,"221_24_11",3,4
221,"221_24_13",3,2
221,"221_24_15",3,5
221,"221_24_17",3,4
221,"221_24_31",3,3
221,"221_24_33",3,4
221,"221_24_35",3,4
221,"221_24_37",3,3
221,"221_24_51",3,5
221,"221_24_53",3,2
221,"221_24_55",3,4
221,"221_24_57",3,4
221,"221_24_71",3,2
221,"221_24_73",3,5
221,"221_24_75",3,5
221,"221_24_77",3,3
221,"221_3_11",3,2
221,"221_3_13",3,2
221,"221_3_15",3,4
221,"221_3_17",3,6
221,"221_3_31",3,4
221,"221_3_33",3,4
221,"221_3_35",3,7
221,"221_3_37",3,7
221,"221_3_51",3,5
221,"221_3_53",3,7
221,"221_3_55",3,7
221,"221_3_57",3,9
221,"221_3_71",3,10
221,"221_3_73",3,3
221,"221_3_75",3,6
221,"221_3_77",3,5
221,"221_4_11",3,8
221,"221_4_13",3,7
221,"221_4_15",3,4
221,"221_4_17",3,5
221,"221_4_31",3,9
221,"221_4_33",3,7
221,"221_4_35",3,7
221,"221_4_37",3,5
221,"221_4_51",3,6
221,"221_4_53",3,8
221,"221_4_55",3,5
221,"221_4_57",3,11
221,"221_4_71",3,6
221,"221_4_73",3,5
221,"221_4_75",3,6
221,"221_4_77",3,8
221,"221_5_11",3,10
221,"221_5_13",3,9
221,"221_5_15",3,2
221,"221_5_17",3,4
221,"221_5_31",3,6
221,"221_5_33",3,4
221,"221_5_35",3,6
221,"221_5_37",3,7
221,"221_5_51",3,6
221,"221_5_53",3,10
221,"221_5_55",3,5
221,"221_5_57",3,7
221,"221_5_71",3,11
221,"221_5_73",3,2
221,"221_5_75",3,6
221,"221_5_77",3,2
221,"221_6_11",3,9
221,"221_6_13",3,3
221,"221_6_15",3,3
221,"221_6_17",3,4
221,"221_6_31",3,6
221,"221_6_33",3,6
221,"221_6_35",3,10
221,"221_6_37",3,5
221,"221_6_51",3,7
221,"221_6_53",3,7
221,"221_6_55",3,2
221,"221_6_57",3,6
221,"221_6_71",3,7
221,"221_6_73",3,2
221,"221_6_75",3,3
221,"221_6_77",3,7
221,"221_7_11",3,4
221,"221_7_13",3,6
221,"221_7_15",3,4
221,"221_7_17",3,6
221,"221_7_31",3,6
221,"221_7_33",3,7
221,"221_7_35",3,9
221,"221_7_37",3,3
221,"221_7_51",3,9
221,"221_7_53",3,8
221,"221_7_55",3,3
221,"221_7_57",3,4
221,"221_7_71",3,2
221,"221_7_73",3,3
221,"221_7_75",3,3
221,"221_7_77",3,2
221,"221_8_11",3,6
221,"221_8_13",3,5
221,"221_8_15",3,9
221,"221_8_17",3,7
221,"221_8_31",3,6
221,"221_8_33",3,8
221,"221_8_35",3,8
221,"221_8_37",3,10
221,"221_8_51",3,8
221,"221_8_53",3,7
221,"221_8_55",3,8
221,"221_8_57",3,8
221,"221_8_71",3,9
221,"221_8_73",3,6
221,"221_8_75",3,8
221,"221_8_77",3,6
221,"221_9_11",3,7
221,"221_9_13",3,8
221,"221_9_15",3,7
221,"221_9_17",3,5
221,"221_9_31",3,5
221,"221_9_33",3,5
221,"221_9_35",3,5
221,"221_9_37",3,8
221,"221_9_51",3,5
221,"221_9_53",3,8
221,"221_9_55",3,4
221,"221_9_57",3,5
221,"221_9_71",3,5
221,"221_9_73",3,3
221,"221_9_75",3,4
221,"221_9_77",3,3
222,"SagebrushSteppe",1,16
222,"SagebrushSteppe_Q1",2,9
222,"SagebrushSteppe_Q10",2,9
222,"SagebrushSteppe_Q11",2,9
222,"SagebrushSteppe_Q12",2,6
222,"SagebrushSteppe_Q13",2,8
222,"SagebrushSteppe_Q14",2,7
222,"SagebrushSteppe_Q19",2,10
222,"SagebrushSteppe_Q2",2,9
222,"SagebrushSteppe_Q20",2,9
222,"SagebrushSteppe_Q21",2,6
222,"SagebrushSteppe_Q22",2,10
222,"SagebrushSteppe_Q23",2,11
222,"SagebrushSteppe_Q24",2,10
222,"SagebrushSteppe_Q25",2,9
222,"SagebrushSteppe_Q26",2,6
222,"SagebrushSteppe_Q3",2,9
222,"SagebrushSteppe_Q4",2,9
222,"SagebrushSteppe_Q5",2,8
222,"SagebrushSteppe_Q7",2,8
222,"SagebrushSteppe_Q8",2,11
222,"SagebrushSteppe_Q9",2,10
223,"maxgrain",1,67
223,"maxgrain_C",2,43
223,"maxgrain_C_1",3,28
223,"maxgrain_C_2",3,17
223,"maxgrain_C_3",3,31
223,"maxgrain_C_4",3,19
223,"maxgrain_G",2,59
223,"maxgrain_G_2",3,31
223,"maxgrain_G_3",3,32
223,"maxgrain_G_4",3,32
223,"maxgrain_C_1_1",4,19
223,"maxgrain_C_1_3",4,18
223,"maxgrain_C_1_4",4,21
223,"maxgrain_C_2_1",4,7
223,"maxgrain_C_2_2",4,12
223,"maxgrain_C_2_3",4,18
223,"maxgrain_C_3_2",4,26
223,"maxgrain_C_3_3",4,19
223,"maxgrain_C_3_4",4,11
223,"maxgrain_C_4_1",4,14
223,"maxgrain_C_4_2",4,18
223,"maxgrain_C_4_3",4,29
223,"maxgrain_G_1_2",4,31
223,"maxgrain_G_2_1",4,30
223,"maxgrain_G_2_3",4,30
223,"maxgrain_G_2_4",4,28
223,"maxgrain_G_3_2",4,35
223,"maxgrain_G_3_3",4,34
223,"maxgrain_G_3_4",4,31
223,"maxgrain_G_4_1",4,31
223,"maxgrain_G_4_2",4,32
223,"maxgrain_G_4_3",4,23
225,"maxgrain",1,245
225,"maxgrain_205",2,89
225,"maxgrain_206",2,98
225,"maxgrain_208",2,85
225,"maxgrain_220",2,87
225,"maxgrain_222",2,107
225,"maxgrain_226",2,86
225,"maxgrain_238",2,105
225,"maxgrain_244",2,107
225,"maxgrain_254",2,65
225,"maxgrain_259",2,71
225,"maxgrain_303",2,93
225,"maxgrain_307",2,100
225,"maxgrain_308",2,66
225,"maxgrain_309",2,89
225,"maxgrain_317",2,90
225,"maxgrain_319",2,85
225,"maxgrain_331",2,92
225,"maxgrain_343",2,76
225,"maxgrain_346",2,81
225,"maxgrain_350",2,94
231,"maxgrain",1,12
231,"maxgrain_001D-E",2,4
231,"maxgrain_001D-W",2,4
231,"maxgrain_004B-E",2,6
231,"maxgrain_004B-W",2,7
231,"maxgrain_004F-E",2,5
231,"maxgrain_004F-W",2,6
231,"maxgrain_020B-E",2,7
231,"maxgrain_020B-W",2,6
231,"maxgrain_N01B-E",2,6
231,"maxgrain_N01B-W",2,6
231,"maxgrain_N04D-E",2,6
231,"maxgrain_N04D-W",2,7
231,"maxgrain_N20B-N",2,6
231,"maxgrain_N20B-S",2,5
232,"maxgrain",1,20
232,"maxgrain_5pgrass",2,10
232,"maxgrain_5plarrea",2,13
232,"maxgrain_goatdraw",2,8
232,"maxgrain_rsgrass",2,13
232,"maxgrain_rslarrea",2,15
232,"maxgrain_two22",2,12
237,"BFJNP",1,8
237,"BFJNP_1",2,8
237,"BFJNP_10",2,8
237,"BFJNP_12",2,8
237,"BFJNP_14",2,8
241,"maxgrain",1,66
241,"maxgrain_1",2,36
241,"maxgrain_2",2,33
241,"maxgrain_3",2,26
241,"maxgrain_4",2,54
241,"maxgrain_5",2,53
241,"maxgrain_6",2,44
241,"maxgrain_7",2,17
242,"maxgrain",1,17
242,"maxgrain_1",2,10
242,"maxgrain_2",2,11
242,"maxgrain_3",2,9
242,"maxgrain_4",2,14
242,"maxgrain_5",2,16
242,"maxgrain_6",2,11
242,"maxgrain_7",2,6
242,"maxgrain_1_1",3,6
242,"maxgrain_1_2",3,2
242,"maxgrain_1_3",3,5
242,"maxgrain_1_4",3,3
242,"maxgrain_1_5",3,2
242,"maxgrain_2_1",3,5
242,"maxgrain_2_2",3,4
242,"maxgrain_2_3",3,3
242,"maxgrain_2_4",3,5
242,"maxgrain_2_5",3,3
242,"maxgrain_3_1",3,5
242,"maxgrain_3_2",3,2
242,"maxgrain_3_3",3,3
242,"maxgrain_3_4",3,4
242,"maxgrain_3_5",3,4
242,"maxgrain_4_1",3,8
242,"maxgrain_4_2",3,7
242,"maxgrain_4_3",3,8
242,"maxgrain_4_4",3,9
242,"maxgrain_4_5",3,9
242,"maxgrain_5_1",3,8
242,"maxgrain_5_2",3,6
242,"maxgrain_5_3",3,9
242,"maxgrain_5_4",3,8
242,"maxgrain_5_5",3,9
242,"maxgrain_6_1",3,5
242,"maxgrain_6_2",3,4
242,"maxgrain_6_3",3,6
242,"maxgrain_6_4",3,6
242,"maxgrain_6_5",3,7
242,"maxgrain_7_1",3,3
242,"maxgrain_7_2",3,3
242,"maxgrain_7_3",3,2
242,"maxgrain_7_4",3,2
242,"maxgrain_7_5",3,2
243,"maxgrain",1,18
243,"maxgrain_1",2,16
243,"maxgrain_2",2,15
243,"maxgrain_3",2,14
243,"maxgrain_4",2,17
243,"maxgrain_5",2,17
243,"maxgrain_6",2,17
243,"maxgrain_7",2,3
248,"maxgrain",1,48
248,"maxgrain_ABUR",2,14
248,"maxgrain_AHND",2,17
248,"maxgrain_AQUE",2,22
248,"maxgrain_BULL",2,9
248,"maxgrain_CARP",2,10
248,"maxgrain_GOLB",2,10
248,"maxgrain_IVEE",2,11
248,"maxgrain_MOHK",2,14
248,"maxgrain_NAPL",2,13
248,"maxgrain_SCDI",2,20
248,"maxgrain_SCTW",2,22
248,"maxgrain_ABUR_1",3,4
248,"maxgrain_ABUR_2",3,4
248,"maxgrain_AHND_1",3,4
248,"maxgrain_AHND_2",3,13
248,"maxgrain_AQUE_1",3,1
248,"maxgrain_AQUE_2",3,11
248,"maxgrain_AQUE_3",3,13
248,"maxgrain_AQUE_4",3,11
248,"maxgrain_AQUE_5",3,6
248,"maxgrain_AQUE_6",3,10
248,"maxgrain_BULL_1",3,4
248,"maxgrain_BULL_3",3,5
248,"maxgrain_BULL_6",3,3
248,"maxgrain_CARP_1",3,9
248,"maxgrain_CARP_2",3,7
248,"maxgrain_CARP_3",3,10
248,"maxgrain_CARP_4",3,5
248,"maxgrain_CARP_5",3,4
248,"maxgrain_CARP_6",3,5
248,"maxgrain_CARP_7",3,5
248,"maxgrain_CARP_8",3,9
248,"maxgrain_GOLB_1",3,8
248,"maxgrain_GOLB_2",3,8
248,"maxgrain_IVEE_1",3,8
248,"maxgrain_IVEE_2",3,8
248,"maxgrain_MOHK_1",3,11
248,"maxgrain_MOHK_2",3,7
248,"maxgrain_NAPL_1",3,12
248,"maxgrain_NAPL_2",3,16
248,"maxgrain_NAPL_3",3,9
248,"maxgrain_NAPL_4",3,7
248,"maxgrain_NAPL_5",3,13
248,"maxgrain_NAPL_6",3,12
248,"maxgrain_NAPL_7",3,12
248,"maxgrain_NAPL_8",3,14
248,"maxgrain_SCDI_2",3,15
248,"maxgrain_SCDI_3",3,17
248,"maxgrain_SCTW_2",3,14
248,"maxgrain_SCTW_3",3,20
252,"maxgrain",1,110
252,"maxgrain_C",2,50
252,"maxgrain_G",2,58
252,"maxgrain_P",2,71
252,"maxgrain_C_A",3,25
252,"maxgrain_C_B",3,30
252,"maxgrain_C_C",3,22
252,"maxgrain_C_D",3,36
252,"maxgrain_C_E",3,33
252,"maxgrain_G_A",3,28
252,"maxgrain_G_B",3,26
252,"maxgrain_G_C",3,29
252,"maxgrain_G_D",3,25
252,"maxgrain_G_E",3,25
252,"maxgrain_P_B",3,30
252,"maxgrain_P_C",3,39
252,"maxgrain_P_D",3,37
252,"maxgrain_C_A_1",4,14
252,"maxgrain_C_A_3",4,19
252,"maxgrain_C_A_5",4,14
252,"maxgrain_C_B_1",4,11
252,"maxgrain_C_B_3",4,13
252,"maxgrain_C_B_5",4,14
252,"maxgrain_C_C_1",4,15
252,"maxgrain_C_C_3",4,13
252,"maxgrain_C_C_5",4,9
252,"maxgrain_C_D_1",4,12
252,"maxgrain_C_D_3",4,13
252,"maxgrain_C_D_5",4,17
252,"maxgrain_C_E_1",4,18
252,"maxgrain_C_E_3",4,16
252,"maxgrain_C_E_5",4,21
252,"maxgrain_G_A_1",4,21
252,"maxgrain_G_A_3",4,18
252,"maxgrain_G_A_5",4,17
252,"maxgrain_G_B_1",4,18
252,"maxgrain_G_B_3",4,18
252,"maxgrain_G_B_5",4,16
252,"maxgrain_G_C_1",4,21
252,"maxgrain_G_C_3",4,15
252,"maxgrain_G_C_5",4,15
252,"maxgrain_G_D_1",4,19
252,"maxgrain_G_D_3",4,19
252,"maxgrain_G_D_5",4,16
252,"maxgrain_G_E_1",4,23
252,"maxgrain_G_E_3",4,16
252,"maxgrain_G_E_5",4,14
252,"maxgrain_P_A_1",4,27
252,"maxgrain_P_A_3",4,22
252,"maxgrain_P_A_5",4,12
252,"maxgrain_P_B_3",4,15
252,"maxgrain_P_B_5",4,13
252,"maxgrain_P_C_1",4,16
252,"maxgrain_P_C_3",4,27
252,"maxgrain_P_D_1",4,29
252,"maxgrain_P_D_3",4,19
252,"maxgrain_P_E_1",4,18
252,"maxgrain_P_E_3",4,22
252,"maxgrain_P_E_5",4,16
254,"1",1,14
254,"1_1",2,9
254,"1_11",2,10
254,"1_12",2,10
254,"1_13",2,10
254,"1_14",2,10
254,"1_15",2,8
254,"1_17",2,10
254,"1_18",2,10
254,"1_19",2,7
254,"1_2",2,12
254,"1_20",2,11
254,"1_21",2,6
254,"1_22",2,9
254,"1_24",2,8
254,"1_3",2,9
254,"1_4",2,8
254,"1_5",2,9
254,"1_6",2,11
254,"1_7",2,4
254,"1_8",2,7
254,"1_9",2,9
258,"maxgrain",1,81
258,"maxgrain_1BF",2,40
258,"maxgrain_1BO",2,42
258,"maxgrain_1CF",2,40
258,"maxgrain_1CO",2,36
258,"maxgrain_2BF",2,42
258,"maxgrain_2BO",2,38
258,"maxgrain_2CF",2,43
258,"maxgrain_2CO",2,46
258,"maxgrain_3BF",2,47
258,"maxgrain_3BO",2,56
258,"maxgrain_3CF",2,50
258,"maxgrain_3CO",2,49
258,"maxgrain_4BF",2,43
258,"maxgrain_4BO",2,48
258,"maxgrain_4CF",2,44
258,"maxgrain_4CO",2,41
258,"maxgrain_1BF_10",3,4
258,"maxgrain_1BF_102",3,5
258,"maxgrain_1BF_104",3,7
258,"maxgrain_1BF_106",3,7
258,"maxgrain_1BF_108",3,6
258,"maxgrain_1BF_114",3,8
258,"maxgrain_1BF_116",3,7
258,"maxgrain_1BF_118",3,11
258,"maxgrain_1BF_12",3,10
258,"maxgrain_1BF_120",3,10
258,"maxgrain_1BF_126",3,12
258,"maxgrain_1BF_128",3,7
258,"maxgrain_1BF_130",3,9
258,"maxgrain_1BF_132",3,11
258,"maxgrain_1BF_138",3,5
258,"maxgrain_1BF_140",3,7
258,"maxgrain_1BF_142",3,3
258,"maxgrain_1BF_144",3,5
258,"maxgrain_1BF_18",3,4
258,"maxgrain_1BF_20",3,6
258,"maxgrain_1BF_22",3,8
258,"maxgrain_1BF_24",3,9
258,"maxgrain_1BF_30",3,5
258,"maxgrain_1BF_32",3,5
258,"maxgrain_1BF_34",3,6
258,"maxgrain_1BF_36",3,7
258,"maxgrain_1BF_42",3,7
258,"maxgrain_1BF_44",3,5
258,"maxgrain_1BF_46",3,8
258,"maxgrain_1BF_48",3,5
258,"maxgrain_1BF_54",3,5
258,"maxgrain_1BF_56",3,7
258,"maxgrain_1BF_58",3,6
258,"maxgrain_1BF_6",3,4
258,"maxgrain_1BF_60",3,5
258,"maxgrain_1BF_66",3,8
258,"maxgrain_1BF_68",3,7
258,"maxgrain_1BF_70",3,7
258,"maxgrain_1BF_72",3,9
258,"maxgrain_1BF_78",3,4
258,"maxgrain_1BF_8",3,5
258,"maxgrain_1BF_80",3,5
258,"maxgrain_1BF_82",3,6
258,"maxgrain_1BF_84",3,11
258,"maxgrain_1BF_90",3,6
258,"maxgrain_1BF_92",3,5
258,"maxgrain_1BF_94",3,6
258,"maxgrain_1BF_96",3,8
258,"maxgrain_1BO_10",3,4
258,"maxgrain_1BO_102",3,7
258,"maxgrain_1BO_104",3,7
258,"maxgrain_1BO_106",3,12
258,"maxgrain_1BO_108",3,9
258,"maxgrain_1BO_114",3,6
258,"maxgrain_1BO_116",3,10
258,"maxgrain_1BO_118",3,7
258,"maxgrain_1BO_12",3,7
258,"maxgrain_1BO_120",3,9
258,"maxgrain_1BO_126",3,5
258,"maxgrain_1BO_128",3,5
258,"maxgrain_1BO_130",3,4
258,"maxgrain_1BO_132",3,4
258,"maxgrain_1BO_138",3,5
258,"maxgrain_1BO_140",3,10
258,"maxgrain_1BO_142",3,13
258,"maxgrain_1BO_144",3,7
258,"maxgrain_1BO_18",3,6
258,"maxgrain_1BO_20",3,4
258,"maxgrain_1BO_22",3,14
258,"maxgrain_1BO_24",3,8
258,"maxgrain_1BO_30",3,6
258,"maxgrain_1BO_32",3,12
258,"maxgrain_1BO_34",3,8
258,"maxgrain_1BO_36",3,6
258,"maxgrain_1BO_42",3,4
258,"maxgrain_1BO_44",3,3
258,"maxgrain_1BO_46",3,8
258,"maxgrain_1BO_48",3,8
258,"maxgrain_1BO_54",3,7
258,"maxgrain_1BO_56",3,8
258,"maxgrain_1BO_58",3,10
258,"maxgrain_1BO_6",3,5
258,"maxgrain_1BO_60",3,6
258,"maxgrain_1BO_66",3,8
258,"maxgrain_1BO_68",3,6
258,"maxgrain_1BO_70",3,5
258,"maxgrain_1BO_72",3,4
258,"maxgrain_1BO_78",3,11
258,"maxgrain_1BO_8",3,9
258,"maxgrain_1BO_80",3,8
258,"maxgrain_1BO_82",3,10
258,"maxgrain_1BO_90",3,9
258,"maxgrain_1BO_92",3,7
258,"maxgrain_1BO_94",3,11
258,"maxgrain_1BO_96",3,4
258,"maxgrain_1CF_10",3,6
258,"maxgrain_1CF_102",3,7
258,"maxgrain_1CF_104",3,8
258,"maxgrain_1CF_106",3,4
258,"maxgrain_1CF_108",3,8
258,"maxgrain_1CF_114",3,5
258,"maxgrain_1CF_116",3,6
258,"maxgrain_1CF_12",3,4
258,"maxgrain_1CF_120",3,5
258,"maxgrain_1CF_126",3,8
258,"maxgrain_1CF_128",3,5
258,"maxgrain_1CF_130",3,10
258,"maxgrain_1CF_132",3,5
258,"maxgrain_1CF_138",3,9
258,"maxgrain_1CF_140",3,6
258,"maxgrain_1CF_142",3,5
258,"maxgrain_1CF_144",3,6
258,"maxgrain_1CF_18",3,6
258,"maxgrain_1CF_20",3,6
258,"maxgrain_1CF_22",3,6
258,"maxgrain_1CF_24",3,8
258,"maxgrain_1CF_30",3,7
258,"maxgrain_1CF_32",3,9
258,"maxgrain_1CF_34",3,11
258,"maxgrain_1CF_36",3,10
258,"maxgrain_1CF_42",3,7
258,"maxgrain_1CF_44",3,6
258,"maxgrain_1CF_46",3,12
258,"maxgrain_1CF_48",3,7
258,"maxgrain_1CF_54",3,4
258,"maxgrain_1CF_56",3,8
258,"maxgrain_1CF_58",3,10
258,"maxgrain_1CF_6",3,5
258,"maxgrain_1CF_60",3,7
258,"maxgrain_1CF_66",3,7
258,"maxgrain_1CF_68",3,9
258,"maxgrain_1CF_70",3,7
258,"maxgrain_1CF_72",3,5
258,"maxgrain_1CF_78",3,7
258,"maxgrain_1CF_8",3,4
258,"maxgrain_1CF_80",3,9
258,"maxgrain_1CF_82",3,8
258,"maxgrain_1CF_84",3,3
258,"maxgrain_1CF_90",3,7
258,"maxgrain_1CF_92",3,7
258,"maxgrain_1CF_94",3,6
258,"maxgrain_1CF_96",3,9
258,"maxgrain_1CO_102",3,5
258,"maxgrain_1CO_104",3,6
258,"maxgrain_1CO_106",3,5
258,"maxgrain_1CO_108",3,5
258,"maxgrain_1CO_114",3,5
258,"maxgrain_1CO_116",3,5
258,"maxgrain_1CO_118",3,7
258,"maxgrain_1CO_12",3,4
258,"maxgrain_1CO_120",3,5
258,"maxgrain_1CO_128",3,4
258,"maxgrain_1CO_130",3,9
258,"maxgrain_1CO_132",3,4
258,"maxgrain_1CO_138",3,11
258,"maxgrain_1CO_140",3,2
258,"maxgrain_1CO_142",3,3
258,"maxgrain_1CO_144",3,6
258,"maxgrain_1CO_18",3,5
258,"maxgrain_1CO_20",3,4
258,"maxgrain_1CO_22",3,3
258,"maxgrain_1CO_24",3,4
258,"maxgrain_1CO_30",3,6
258,"maxgrain_1CO_32",3,6
258,"maxgrain_1CO_34",3,8
258,"maxgrain_1CO_36",3,4
258,"maxgrain_1CO_42",3,7
258,"maxgrain_1CO_44",3,10
258,"maxgrain_1CO_48",3,12
258,"maxgrain_1CO_54",3,6
258,"maxgrain_1CO_56",3,6
258,"maxgrain_1CO_6",3,5
258,"maxgrain_1CO_60",3,6
258,"maxgrain_1CO_66",3,5
258,"maxgrain_1CO_68",3,5
258,"maxgrain_1CO_70",3,6
258,"maxgrain_1CO_72",3,4
258,"maxgrain_1CO_78",3,5
258,"maxgrain_1CO_8",3,4
258,"maxgrain_1CO_80",3,6
258,"maxgrain_1CO_82",3,5
258,"maxgrain_1CO_84",3,6
258,"maxgrain_1CO_90",3,5
258,"maxgrain_1CO_92",3,5
258,"maxgrain_1CO_94",3,6
258,"maxgrain_1CO_96",3,11
258,"maxgrain_2BF_10",3,2
258,"maxgrain_2BF_102",3,7
258,"maxgrain_2BF_104",3,8
258,"maxgrain_2BF_106",3,6
258,"maxgrain_2BF_108",3,6
258,"maxgrain_2BF_114",3,6
258,"maxgrain_2BF_116",3,8
258,"maxgrain_2BF_118",3,5
258,"maxgrain_2BF_12",3,4
258,"maxgrain_2BF_120",3,5
258,"maxgrain_2BF_126",3,8
258,"maxgrain_2BF_128",3,4
258,"maxgrain_2BF_130",3,10
258,"maxgrain_2BF_132",3,6
258,"maxgrain_2BF_138",3,3
258,"maxgrain_2BF_140",3,4
258,"maxgrain_2BF_142",3,3
258,"maxgrain_2BF_144",3,6
258,"maxgrain_2BF_18",3,6
258,"maxgrain_2BF_20",3,1
258,"maxgrain_2BF_22",3,3
258,"maxgrain_2BF_24",3,5
258,"maxgrain_2BF_30",3,3
258,"maxgrain_2BF_32",3,4
258,"maxgrain_2BF_34",3,4
258,"maxgrain_2BF_36",3,7
258,"maxgrain_2BF_42",3,4
258,"maxgrain_2BF_44",3,3
258,"maxgrain_2BF_46",3,2
258,"maxgrain_2BF_48",3,7
258,"maxgrain_2BF_54",3,2
258,"maxgrain_2BF_56",3,7
258,"maxgrain_2BF_58",3,4
258,"maxgrain_2BF_60",3,2
258,"maxgrain_2BF_66",3,3
258,"maxgrain_2BF_68",3,5
258,"maxgrain_2BF_70",3,4
258,"maxgrain_2BF_72",3,9
258,"maxgrain_2BF_8",3,2
258,"maxgrain_2BF_80",3,8
258,"maxgrain_2BF_82",3,7
258,"maxgrain_2BF_84",3,8
258,"maxgrain_2BF_90",3,7
258,"maxgrain_2BF_92",3,8
258,"maxgrain_2BF_94",3,4
258,"maxgrain_2BF_96",3,6
258,"maxgrain_2BO_10",3,4
258,"maxgrain_2BO_102",3,10
258,"maxgrain_2BO_104",3,10
258,"maxgrain_2BO_106",3,6
258,"maxgrain_2BO_108",3,6
258,"maxgrain_2BO_114",3,4
258,"maxgrain_2BO_116",3,2
258,"maxgrain_2BO_118",3,8
258,"maxgrain_2BO_12",3,3
258,"maxgrain_2BO_120",3,5
258,"maxgrain_2BO_126",3,5
258,"maxgrain_2BO_128",3,3
258,"maxgrain_2BO_130",3,5
258,"maxgrain_2BO_132",3,4
258,"maxgrain_2BO_138",3,4
258,"maxgrain_2BO_140",3,9
258,"maxgrain_2BO_142",3,4
258,"maxgrain_2BO_144",3,4
258,"maxgrain_2BO_18",3,1
258,"maxgrain_2BO_20",3,6
258,"maxgrain_2BO_22",3,5
258,"maxgrain_2BO_24",3,9
258,"maxgrain_2BO_30",3,3
258,"maxgrain_2BO_34",3,5
258,"maxgrain_2BO_36",3,3
258,"maxgrain_2BO_42",3,4
258,"maxgrain_2BO_44",3,5
258,"maxgrain_2BO_46",3,5
258,"maxgrain_2BO_48",3,4
258,"maxgrain_2BO_54",3,7
258,"maxgrain_2BO_56",3,6
258,"maxgrain_2BO_58",3,6
258,"maxgrain_2BO_6",3,2
258,"maxgrain_2BO_60",3,3
258,"maxgrain_2BO_66",3,7
258,"maxgrain_2BO_68",3,7
258,"maxgrain_2BO_70",3,4
258,"maxgrain_2BO_72",3,9
258,"maxgrain_2BO_78",3,2
258,"maxgrain_2BO_8",3,5
258,"maxgrain_2BO_80",3,4
258,"maxgrain_2BO_82",3,3
258,"maxgrain_2BO_84",3,3
258,"maxgrain_2BO_90",3,5
258,"maxgrain_2BO_92",3,3
258,"maxgrain_2BO_94",3,4
258,"maxgrain_2BO_96",3,4
258,"maxgrain_2CF_10",3,6
258,"maxgrain_2CF_102",3,9
258,"maxgrain_2CF_104",3,6
258,"maxgrain_2CF_106",3,4
258,"maxgrain_2CF_108",3,9
258,"maxgrain_2CF_114",3,6
258,"maxgrain_2CF_116",3,5
258,"maxgrain_2CF_118",3,3
258,"maxgrain_2CF_12",3,5
258,"maxgrain_2CF_120",3,2
258,"maxgrain_2CF_126",3,6
258,"maxgrain_2CF_128",3,5
258,"maxgrain_2CF_130",3,3
258,"maxgrain_2CF_132",3,7
258,"maxgrain_2CF_138",3,4
258,"maxgrain_2CF_140",3,6
258,"maxgrain_2CF_142",3,5
258,"maxgrain_2CF_144",3,3
258,"maxgrain_2CF_18",3,9
258,"maxgrain_2CF_20",3,3
258,"maxgrain_2CF_22",3,5
258,"maxgrain_2CF_24",3,2
258,"maxgrain_2CF_30",3,3
258,"maxgrain_2CF_32",3,7
258,"maxgrain_2CF_34",3,3
258,"maxgrain_2CF_36",3,6
258,"maxgrain_2CF_42",3,5
258,"maxgrain_2CF_44",3,9
258,"maxgrain_2CF_46",3,6
258,"maxgrain_2CF_48",3,3
258,"maxgrain_2CF_56",3,4
258,"maxgrain_2CF_58",3,3
258,"maxgrain_2CF_6",3,5
258,"maxgrain_2CF_60",3,4
258,"maxgrain_2CF_66",3,6
258,"maxgrain_2CF_68",3,4
258,"maxgrain_2CF_70",3,3
258,"maxgrain_2CF_72",3,3
258,"maxgrain_2CF_78",3,4
258,"maxgrain_2CF_8",3,5
