"stateroute","top_ndvi_v","top_elev_v","top_prec_v","top_temp_v","top_zhull","top_temp_zv","top_prec_zv","top_elev_zv","top_ndvi_zv"
17367,0.0180436966322994,247256.223567123,0.0107332695442121,12.0991163709996,0.617936952227115,0.822315603755272,-0.432022749220529,0.79915763448051,0.929477382503845
17372,0.020389874600505,206096.41136072,0.0115721389597805,13.5300689301302,0.562643467272443,1.03445710874749,-0.425118105419008,0.538314007732203,1.18779628563329
18003,0.0053574953445508,27743.3110743043,0.00643663677227684,5.24508377715091,0.207063976999915,-0.193808082838612,-0.467387870758612,-0.591969806178796,-0.467298840758158
18008,0.00589456838388368,25623.8879952866,0.00643340908810809,4.65168638034419,0.158829984721315,-0.281780403104436,-0.467414437479338,-0.605401305811806,-0.40816602121038
18009,0.00565058670174337,23643.854361137,0.00807058304197794,4.09533619259485,0.169462817498712,-0.364260402443865,-0.453939035011673,-0.617949447470598,-0.435028894090551
18102,0.00520650782588405,24783.7376729421,0.00659140018201044,4.42363038467568,0.16784600647845,-0.315590148811877,-0.466114029803289,-0.610725622064639,-0.483922869598589
21001,0.00519747287624092,26782.1271730554,0.00417135653545186,3.47741170270995,0.0403227366933106,-0.455868912047686,-0.486033148385411,-0.59806115308574,-0.484917635687637
21002,0.00516459608019538,25981.8544513458,0.00429856503776167,3.67877751717143,0.0336226361134386,-0.426016037707956,-0.484986108905041,-0.603132751519466,-0.488537436916693
21003,0.00501214160991817,24685.2368002172,0.00358621726065952,3.12577995606163,0.0542143598940528,-0.507999003615738,-0.490849366728505,-0.611349855351968,-0.505322980073639
21004,0.00506358068466247,24370.6546838801,0.00367868602645648,2.99524261508611,0.0473655158403181,-0.527351418757336,-0.490088266277416,-0.613343468435624,-0.499659434704955
21010,0.00487836919932289,22477.4149730247,0.00348594954170215,3.00980427253932,0.0524366971766591,-0.525192624667628,-0.491674659523001,-0.62534156769825,-0.520051590964306
21105,0.00516018124299709,26090.7883274351,0.00398712130408633,3.31473067773431,0.0431644709309316,-0.479986690971801,-0.487549568730057,-0.60244240076732,-0.489023519352899
21109,0.0049217344301713,22674.1961056652,0.00329293167342999,2.98478452835405,0.057336982322031,-0.528901850492143,-0.493263368806013,-0.62409449922145,-0.515276992012939
25010,0.00421311206998747,9384.58817237678,0.0107155143764921,6.25973212178407,0.0919754797341489,-0.043384488782416,-0.432168890093552,-0.708315231667911,-0.59329773608961
25014,0.0050318294331063,9071.29298299234,0.0106367353804323,6.54151981629576,0.115555510481783,-0.00160891402938832,-0.432817311524515,-0.710300689060963,-0.503155311226739
25018,0.00517059733017376,24555.4723197078,0.00857355821345096,8.15824792480079,0.203308961636128,0.238074178126967,-0.449799100552771,-0.612172216677365,-0.487876687249435
25020,0.00500054155472152,8579.61283914972,0.0115158611668466,6.31396679004222,0.114788878090838,-0.0353440935410615,-0.425581321870738,-0.713416632138568,-0.506600169432352
25021,0.00515623156792158,17553.5299439802,0.00906633201795547,7.61972203974272,0.145943944863567,0.158236666390803,-0.445743132446556,-0.656545889579676,-0.489458386505796
25022,0.00503603547030369,8648.66563991719,0.0104959817535873,6.36247487903708,0.115262400239035,-0.0281526748332891,-0.433975839465933,-0.712979021225792,-0.502692218089698
25024,0.0049540444530939,8735.14048714319,0.0102744021470573,6.34950862548392,0.117292195009476,-0.0300749471862939,-0.435799637340045,-0.712431000922399,-0.511719593642244
25025,0.00489195241741791,12459.9848181232,0.00867719398613143,6.84715646778359,0.144963949167831,0.0437023150632124,-0.448946085670867,-0.688825404776979,-0.518556051390232
25027,0.00548756196813197,8696.17000198237,0.0121330447264854,6.26436891369003,0.136509513431263,-0.0426970753479241,-0.420501350470692,-0.712677970044477,-0.45297824445534
25028,0.00534648560883836,7108.44019011203,0.0112863187517919,5.96264442993812,0.111096858622638,-0.0874283179511158,-0.42747066076411,-0.72273994992786,-0.468511034756876
25031,0.00485984567174443,8708.29089788054,0.00989093444732196,6.31963238126117,0.118671025020477,-0.0345041586038832,-0.438955918671708,-0.712601155834789,-0.522091068527816
25062,0.00466938942720846,8700.69485482403,0.0115636878202676,6.28165359658212,0.0903400982816197,-0.0401345874312953,-0.425187665838032,-0.712649294524292,-0.543060683301036
25063,0.00505703799835654,12302.0123217363,0.00906740244356024,6.80581878545011,0.146315566483334,0.0375739231139752,-0.445734321888703,-0.689826529822871,-0.500379797598551
25066,0.0050318294331063,9071.29298299234,0.0106367353804323,6.54151981629576,0.115555510481783,-0.00160891402938832,-0.432817311524515,-0.710300689060963,-0.503155311226739
25067,0.00488010957368405,8835.69037882265,0.0086438199389778,6.41636818506974,0.114252500691324,-0.0201628872069823,-0.449220783858134,-0.711793782310145,-0.519859972254173
25073,0.0049540444530939,8735.14048714319,0.0102744021470573,6.34950862548392,0.117292195009476,-0.0300749471862939,-0.435799637340045,-0.712431000922399,-0.511719593642244
25074,0.00485984567174443,8708.29089788054,0.00989093444732196,6.31963238126117,0.118671025020477,-0.0345041586038832,-0.438955918671708,-0.712601155834789,-0.522091068527816
25081,0.0049540444530939,8735.14048714319,0.0102744021470573,6.34950862548392,0.117292195009476,-0.0300749471862939,-0.435799637340045,-0.712431000922399,-0.511719593642244
25084,0.00506753462290486,8957.52958915105,0.0107567649298263,6.5490999614274,0.101017452217994,-0.000485142744292656,-0.431829361232322,-0.711021646097695,-0.499224098168827
25086,0.00548756196813197,8696.17000198237,0.0121330447264854,6.26436891369003,0.136509513431263,-0.0426970753479241,-0.420501350470692,-0.712677970044477,-0.45297824445534
25087,0.00538708458279964,7197.38801236536,0.0114281861054324,6.00049617273185,0.108587682746675,-0.0818167233307331,-0.426302965857402,-0.722176257546768,-0.464041006240719
25113,0.00508776400035313,12678.7192066338,0.00924761992140028,6.96731559329256,0.144059851557144,0.0615161395407392,-0.444250971240556,-0.687439211105648,-0.496996803110974
25129,0.0049540444530939,8735.14048714319,0.0102744021470573,6.34950862548392,0.117292195009476,-0.0300749471862939,-0.435799637340045,-0.712431000922399,-0.511719593642244
25132,0.00548756196813197,8696.17000198237,0.0121330447264854,6.26436891369003,0.136509513431263,-0.0426970753479241,-0.420501350470692,-0.712677970044477,-0.45297824445534
25175,0.00489195241741791,12459.9848181232,0.00867719398613143,6.84715646778359,0.144963949167831,0.0437023150632124,-0.448946085670867,-0.688825404776979,-0.518556051390232
27010,0.0019428442968528,23630.1537244709,0.011980853039419,4.75135278871086,0.147045763990264,-0.267004663871739,-0.421754023853753,-0.6180362730309,-0.843258774388352
27014,0.00198995192540057,40800.8936250823,0.0102545497467541,5.72186323115029,0.155845611483903,-0.123124599815075,-0.435963040308558,-0.509219496920084,-0.838072129939211
27015,0.0017666984871613,39103.7163528946,0.0102380899432536,4.96733739168902,0.149411156140609,-0.234984525650827,-0.436098519178219,-0.519975082312268,-0.862652781563843
27027,0.000664855564015123,33847.5322615562,0.00833464272568697,3.76055200062347,0.0687596659808886,-0.413892811204894,-0.451765588198001,-0.553285295545656,-0.983967898824859
27031,0.00178932823383414,41231.9781569191,0.0119391511708274,5.59179868934561,0.159167251334585,-0.142406921558384,-0.422097267442253,-0.50648756869467,-0.860161201036771
27033,0.0018030642776603,23628.8541067531,0.0120497241480459,4.32308927838977,0.150572912879729,-0.330495563715382,-0.42118715317703,-0.618044509147167,-0.858648835042973
27036,0.000671276866776945,19994.8121511698,0.00893717695475038,3.23996201325527,0.0834722192311813,-0.491071291161816,-0.446806193859982,-0.641074659982073,-0.983260900503089
27044,0.00101983344978862,35808.2856434453,0.00949777320238066,4.16578459559456,0.105644019811067,-0.353816289435858,-0.44219198652983,-0.540859339355034,-0.944884121152889
27046,0.00155220417601879,38460.5350868477,0.0106540305252485,4.70214771445802,0.148387607066619,-0.274299412002029,-0.432674957050463,-0.524051139152638,-0.886269035715364
27050,0.00262897984650549,42337.0233226326,0.010229383225649,6.75863794206032,0.182044363518375,0.0305792711531914,-0.436170183232987,-0.499484524382904,-0.767713873282675
27057,0.00413978830118087,14696.3368452141,0.0119188262049613,6.4862990335943,0.122077603397265,-0.00979550265833207,-0.422264560047012,-0.674652886921283,-0.60137083019761
33002,0.0142893007152624,201793.053611377,0.23623352215947,5.10606307976665,5.00998321134436,-0.214418172096974,1.42404554051022,0.511042176731002,0.516110856884108
33010,0.0193654688459686,249133.453603307,0.0186883645240239,5.2869392561118,1.6277900901517,-0.187602926530475,-0.366545219317196,0.811054275029394,1.07500715605429
33014,0.0202274387859898,229333.299643723,0.0181001956922646,5.50459625513029,1.65145095681755,-0.155334852338047,-0.37138637361736,0.685574014257229,1.16991177644298
33018,0.0270972248952473,234378.737333449,0.146970044309328,6.11453696812708,5.41960960501059,-0.0649099532136642,0.689327469256399,0.717548656389246,1.92628901488181
33020,0.0246271810044999,196518.100895268,0.0170447935638602,5.99582361966657,1.41572075192547,-0.0825094384267718,-0.380073274854619,0.477613020385592,1.65433222507891
33021,0.0234192718466107,174679.172542216,0.0144009903047018,5.58139142755197,1.03531849099781,-0.143949818397041,-0.401834134705996,0.339212357930177,1.52133900249545
33022,0.0231413623794383,172610.26242614,0.0142970487662287,5.60469265665865,1.18354526352065,-0.140495365781322,-0.402689666313204,0.326100975998031,1.49074061238945
33023,0.0298792812324386,249532.632686872,0.140416026759282,6.59971307228123,6.48986225785141,0.00701834955554529,0.635382056761741,0.813584007656866,2.23259900125392
33025,0.0254852846504424,150643.404551565,0.015255415686786,6.99999065656212,1.32671678387065,0.0663602813353008,-0.394801451419678,0.186889580971856,1.74881115872978
33027,0.0234463505232499,177528.314965811,0.014275061279548,5.68837771956623,1.03686537174221,-0.128088892151358,-0.402870642947711,0.357268335425072,1.52432041914092
33124,0.0267968512426924,224271.64535937,0.0684113774367717,6.18109498107204,4.63075075269419,-0.0550425981113993,0.0427195441005421,0.653496602089845,1.89321727287908
33128,0.0222469944456685,173294.163320788,0.012538435439904,5.74780827749048,0.990544548408302,-0.119278196143212,-0.417164623174819,0.330435086873025,1.39226890786557
33208,0.0191621344370291,187854.200648191,0.139380198798209,4.99886510063872,3.80069095340381,-0.230310481369714,0.626856268387377,0.422706959325341,1.0526196295335
33211,0.0276011568019542,235696.272539633,0.164795403309476,6.01028828330565,5.05254874005173,-0.0803650238589921,0.836046079145008,0.725898321830531,1.9817729292125
33212,0.0205168911166534,210303.815255214,0.124245393918402,5.3643447626913,3.80866733942047,-0.176127409361382,0.502283319652809,0.564977746758303,1.20178105898614
33217,0.0305602819773428,261873.526595756,0.167213323636294,6.72062555634024,5.77220536879019,0.0249438609059774,0.855947720911055,0.891792419016151,2.30757855005113
33218,0.0252582001193042,247506.651724716,0.112708795676922,6.13226105593468,5.08430013154501,-0.0622823226621644,0.407326822180902,0.800744682267291,1.7238086960879
33219,0.0236741662275216,216137.153254758,0.0197509855262669,6.0924423641659,1.78361059742015,-0.0681855213005462,-0.357798900306945,0.601945579172588,1.54940338541229
33220,0.0246784752861745,194414.880534088,0.0170391202706095,5.98775767248508,1.41572075192547,-0.083705230812306,-0.380119971120272,0.464284202846046,1.65997982844002
33221,0.024171507261106,170696.614478081,0.0164780772457826,5.46542446207437,1.35474690485756,-0.161142146981816,-0.384737855825406,0.313973542845808,1.60416163138417
34001,0.00314806839244887,4364.03915132506,0.00448083624231941,4.30494954658338,0.0202642068767979,-0.333184814299553,-0.483485854253496,-0.740132145903372,-0.710561182552349
34002,0.00293727783099177,3076.63378271645,0.00471375188350184,3.87633351108397,0.011123182667899,-0.39672797668775,-0.481568750699211,-0.748290868391199,-0.733769646430001
34003,0.00277483745332535,2832.67965702811,0.0053474996991106,3.86788976672831,0.0116434277212308,-0.397979778240462,-0.476352440692479,-0.74983688805197,-0.751654658032431
34020,0.00218627966797141,3377.94970978312,0.00865729747477434,3.13961564000313,0.0280522295499352,-0.505947836513643,-0.449109851712713,-0.746381327628016,-0.816456051448128
34022,0.00249486255233206,2853.86988736419,0.00536175377674868,3.24105192197691,0.0249010144020175,-0.490909710070229,-0.476235116914804,-0.749702598407869,-0.782480456547485
34025,0.00255514652817538,2179.0755385239,0.00624603916762531,2.95332590029082,0.020280861005843,-0.533565653397235,-0.468956659112459,-0.753978998027432,-0.77584306981589
34027,0.0022946812736255,2036.31459226585,0.00666864178734521,2.95838594791202,0.0145056388993866,-0.532815491478279,-0.465478262469784,-0.754883722344279,-0.804520817101241
34028,0.00260443809915107,2246.92347755099,0.00634981177456181,2.81124108774772,0.0199998212158808,-0.554630003698089,-0.468102517962533,-0.753549022730303,-0.770415968922215
34029,0.00230950403224088,1987.94147656511,0.00650076723716406,3.02515532806239,0.0143444195146864,-0.52291680077598,-0.466860019809878,-0.7551902791107,-0.80288880162809
34030,0.00214055203160288,1859.82190424713,0.00979811788151506,2.72250531231223,0.0166805586060207,-0.56778525530124,-0.439719881827216,-0.756002216097518,-0.82149075598866
34031,0.00213511748104197,1918.87965476097,0.00689241468371745,2.91484164064989,0.013982556314426,-0.539271019872627,-0.463636411863229,-0.755627947192831,-0.822089110912677
34032,0.00223344467087287,1966.77648003731,0.006586604591504,3.07633371126772,0.0137602899491473,-0.515329505748643,-0.466153501792195,-0.755324408839639,-0.811263089967494
34038,0.00238784937032152,2760.00927284938,0.0108974293829273,2.56228574408709,0.0223627459052283,-0.591538118466134,-0.430671567270386,-0.750297424812229,-0.794262822664621
34041,0.0025872374259826,2455.75127038478,0.0116299093298555,2.35226537230036,0.0232441473476659,-0.622674047792072,-0.424642603725601,-0.752225610500542,-0.772309797560188
34042,0.0025872374259826,2455.75127038478,0.0116299093298555,2.35226537230036,0.0232441473476659,-0.622674047792072,-0.424642603725601,-0.752225610500542,-0.772309797560188
34043,0.00254381086271384,2589.39629274509,0.0102610020371818,2.26750103225325,0.0222440381256797,-0.635240526360859,-0.43590993220105,-0.751378656871247,-0.777091149334132
34044,0.00211999412743748,1970.88042036549,0.0106269213440625,2.77512031671908,0.0168887043293475,-0.559984978381632,-0.432898089800766,-0.755298400784165,-0.82375422249743
34046,0.00267722267921107,1989.58433098931,0.0140707460383144,2.06358802194751,0.0224729497397057,-0.665471027447516,-0.404552339690683,-0.755179867787536,-0.76240224057738
34049,0.00239905464103984,3154.5239165789,0.0136767478440889,1.88215364926727,0.026506117694932,-0.692369026708295,-0.407795296388212,-0.74779725231485,-0.793029099869312
34051,0.00267555573981338,2397.52747511732,0.01308640068605,1.80693008362896,0.0232195229666667,-0.703521066881511,-0.412654380257347,-0.752594594349265,-0.76258577395065
34052,0.00267555573981338,2397.52747511732,0.01308640068605,1.80693008362896,0.0232195229666667,-0.703521066881511,-0.412654380257347,-0.752594594349265,-0.76258577395065
34053,0.00276088363440482,2345.15832623684,0.0179396969223556,2.04370622708249,0.0259369656517421,-0.668418542274406,-0.372707421704508,-0.752926475327128,-0.753191001501198
34054,0.00335859973139955,2668.37229626397,0.0177895363985924,1.66424072220652,0.0238642239733631,-0.724675042731644,-0.373943376801205,-0.750878159272263,-0.68738125959292
34055,0.00302707994655131,2302.13423283126,0.0167424770295257,1.81696972903905,0.0237083717276692,-0.702032669887989,-0.382561609684988,-0.753199133533273,-0.723882253272103
34056,0.00291015790619635,2086.40938164051,0.0164492835737155,1.7677783839767,0.021550265352931,-0.709325382639038,-0.384974853438707,-0.754566254750497,-0.736755604580252
34059,0.00221532398001455,3831.91882469346,0.0229320907815295,1.72602376169495,0.0422555984892665,-0.715515586747981,-0.331615565600609,-0.743504372073138,-0.813258214399615
34060,0.00238232913951521,3106.91036346443,0.018199203405374,1.98273273247726,0.0291367397462439,-0.6774579816518,-0.370571451795278,-0.748098995476711,-0.794870611155618
34061,0.00229198415476789,3532.70421229888,0.023812775786215,1.58015933147753,0.0347202790532157,-0.737140272733346,-0.32436674218919,-0.745400596095777,-0.80481777530064
34063,0.00237492581808697,3954.81307995338,0.0238956443420581,1.4423793314566,0.0348023529056792,-0.757566426190192,-0.323684660032154,-0.742725549684742,-0.795685731703494
34065,0.00297933836083284,3587.99875918929,0.00467225402626266,4.11549808936757,0.0166719893045505,-0.361271361963403,-0.481910315092244,-0.745050175883023,-0.729138697678104
34066,0.00323222611950051,4160.03144807415,0.004431899997971,3.84216091478595,0.0104149255976197,-0.401794130671608,-0.483888643209607,-0.741425011598038,-0.701295247897582
34067,0.00238907382079781,2535.82750289148,0.00502449647491437,3.41735993122262,0.0179624002295564,-0.464771704176945,-0.479011045438853,-0.751718140378992,-0.794128008209683
34070,0.00230129211334228,3434.98168264352,0.00958865059595018,3.05412477597992,0.0284372761209886,-0.518622023677463,-0.441443984492131,-0.746019896760282,-0.803792950380325
34071,0.00239831656883157,2394.45350470551,0.00667544022908044,2.82898493188199,0.0204041804177941,-0.551999444232666,-0.465422305228149,-0.75261407513763,-0.79311036310077
34074,0.00227390139147893,3066.11403303199,0.011060343206286,2.3405496735375,0.0257552996182976,-0.624410922960805,-0.429330641138428,-0.748357535596735,-0.806808723831253
34075,0.00254522835056021,2586.32341077631,0.0110742146341866,2.31077085731731,0.0227387369103902,-0.628825690487183,-0.429216466909526,-0.751398130761781,-0.776935081077317
34077,0.00264788826900107,2584.65160847549,0.014957556683546,1.69427128046814,0.0206886885990994,-0.720222953957124,-0.397253096791748,-0.751408725537412,-0.765632018016298
34079,0.00301366598084572,2885.75172688105,0.0205531702930661,1.68959051361322,0.0280941737377611,-0.72091688676348,-0.351196203897991,-0.749500552426578,-0.725359157818409
34080,0.00221532398001455,3831.91882469346,0.0229320907815295,1.72602376169495,0.0422555984892665,-0.715515586747981,-0.331615565600609,-0.743504372073138,-0.813258214399615
35005,0.00218133518286465,1964.60623078581,0.00907738595910195,2.50119811065178,0.0208134944627849,-0.600594479147478,-0.445652148647644,-0.755338162441887,-0.817000449182072
35009,0.00347560576381954,1822.71158803034,0.00997046113089654,2.45668248395632,0.0332625941342042,-0.607194007540358,-0.438301343105347,-0.756237396700948,-0.674498660589837
35010,0.00194175491892223,2174.71835581702,0.00678393403240557,2.44495322411643,0.0162961786420038,-0.608932893165183,-0.464529304419287,-0.754006610965362,-0.843378717084913
35011,0.00195246002201215,2031.20332151263,0.00786671698398901,2.34808022312758,0.016543568200864,-0.623294504311379,-0.455617034575741,-0.754916114192761,-0.842200063749339
35012,0.00197621510684126,2349.85431289034,0.00843123204109204,2.61205104930138,0.0169806600272,-0.584160315004243,-0.450970571946929,-0.752896715274197,-0.839584581232683
35013,0.00272743474031122,2328.98888724117,0.0108761286071304,2.58426622956424,0.0246126619673713,-0.588279468666859,-0.430846891661577,-0.753028946521334,-0.756873791873559
35014,0.0023757674737908,2334.47758364645,0.0119112298415936,2.47073519657334,0.0221803188602432,-0.605110665514254,-0.422327084895657,-0.752994162799064,-0.795593063721281
35021,0.00265178639393234,2624.47508498947,0.0156086773149754,1.99310148648242,0.0210224611361195,-0.675920793667815,-0.391893793009292,-0.751156350721134,-0.765202826637744
35035,0.00343764874679323,3362.7270751036,0.0209659903349895,1.86854909656472,0.0211491598623205,-0.694385928153874,-0.347798326599438,-0.746477798603601,-0.678677804344989
35037,0.00350687287625733,3612.1985084054,0.0204918805822601,2.24147448710964,0.0242951055929734,-0.639099012389122,-0.351700672905872,-0.744896813901674,-0.671056088756663
35038,0.00367604501236495,4314.63346296522,0.0228772692769484,2.23311212062196,0.0271831970938307,-0.640338749514351,-0.332066795499769,-0.740445246431362,-0.652429897039072
35042,0.00342451028817841,3178.56513496543,0.0226980235749229,1.90016496595256,0.0237019210089817,-0.689698813916034,-0.333542147565861,-0.747644894996893,-0.680124375007652
35306,0.00260245484371322,2388.93835737154,0.0117960486171249,2.45406801090461,0.0226278873301301,-0.607581608264373,-0.423275129147622,-0.752649026488366,-0.770634329326359
35314,0.00359087708075827,3366.63078211077,0.0206400236466701,1.87228005391886,0.0223526293606189,-0.693832806456639,-0.350481323299802,-0.746453059494287,-0.661807057242851
35315,0.00460588080069768,6668.01054367864,0.0231332195691547,2.33304365608097,0.058985796757098,-0.625523704673634,-0.329960096214062,-0.725531101299666,-0.550053110543063
36001,0.00246545822550269,3700.68387196297,0.00577576161603407,3.59842400216944,0.039489247454263,-0.43792860286965,-0.472827462984107,-0.744336052277477,-0.78571793194652
36002,0.00255380515633139,5672.61609017047,0.00770521181212288,3.4185127072964,0.0606884070677718,-0.464600802877912,-0.456946366248995,-0.731839252026793,-0.775990757548075
36006,0.00286020653368317,3572.39319284127,0.00483811877392701,4.19274807137997,0.0184039395480129,-0.349818901614411,-0.480545100220183,-0.745149073625881,-0.742255350947441
36013,0.00233058085116473,7872.2701635108,0.00985008849183036,4.57613164669615,0.0659462043378285,-0.292981539580352,-0.439292117331676,-0.717899301494353,-0.800568201562942
36015,0.00501849921287329,16869.8249978261,0.0172487648516982,6.24261626370249,0.193519977781035,-0.0459219480919436,-0.378394409154997,-0.660878758662904,-0.504622995228434
36028,0.0058533660043523,26028.2059517584,0.0242154396004665,7.01746340435879,0.22885502653919,0.0689506502404644,-0.321052459706637,-0.602839006411685,-0.412702485890853
38006,0.0166003921352667,74770.7119267216,0.0564390671663934,3.79538256869692,0.517087516544863,-0.40872911162332,-0.055823252148917,-0.293941289105466,0.770566660637145
38007,0.0166003921352667,74770.7119267216,0.0564390671663934,3.79538256869692,0.517087516544863,-0.40872911162332,-0.055823252148917,-0.293941289105466,0.770566660637145
38014,0.00969831741752268,25006.6611823559,0.0302036702198858,3.36085796848494,0.257812313276123,-0.473148230242539,-0.271763978494768,-0.609312880519771,0.0106343816000068
38015,0.0108263234978673,25495.6225603411,0.0336301307847653,3.21265276827432,0.271293232428008,-0.495119939940207,-0.243561150663189,-0.606214167179342,0.134830114978591
38016,0.0143921455346203,68560.101389693,0.0445538854713802,3.65834515392056,0.392540361227891,-0.429045175370787,-0.153648902479517,-0.3333000249684,0.527434277907198
38017,0.0134999519583816,50357.843477228,0.0416128117523446,3.5754288194157,0.409273710530289,-0.441337683517238,-0.177856563465938,-0.448653878991982,0.429201974511471
38019,0.0147054415896657,77890.1380477128,0.0458008442847287,3.72333795255837,0.391982827627531,-0.419409866339258,-0.14338531880183,-0.274172432564226,0.561928802359668
38021,0.0172192944878551,124759.509843041,0.0575199750388836,4.81330678727955,0.720023258741771,-0.257819862871326,-0.0469264158794145,0.0228546010189486,0.838709051807552
38025,0.0139492718253771,608181.608278419,0.0452558171966445,12.0867666315599,1.81386443900358,0.820484730820826,-0.147871378056776,3.08646365671201,0.478672993662385
38026,0.00884858625933133,25405.2465887166,0.0295589298755397,2.93713845824748,0.237275946161406,-0.535965473220147,-0.277070766821487,-0.606786910225186,-0.0829227243457078
38027,0.00818005142686696,25513.8008207331,0.0297904119457292,3.10553639107726,0.249943037139281,-0.511000151567701,-0.275165462835629,-0.606098965405708,-0.156529751163931
38028,0.0120574992536429,68962.3716863176,0.0398174457797003,5.05805848307752,0.542219472751915,-0.221534947089405,-0.192634027400634,-0.330750702280083,0.270385036685905
38030,0.0120574992536429,68962.3716863176,0.0398174457797003,5.05805848307752,0.542219472751915,-0.221534947089405,-0.192634027400634,-0.330750702280083,0.270385036685905
38037,0.0194924894542102,508233.036835193,0.0597459214586295,9.60047540404716,1.20553372001579,0.451887211994658,-0.0286048906641899,2.45305581381841,1.0889923799548
38105,0.0121553841007157,31497.947436081,0.042947228486705,3.59568526108155,0.339247797684721,-0.438334626572156,-0.166873123060848,-0.568175407875527,0.281162354805632
38118,0.0150639728298001,76644.0972306786,0.0497652667950649,3.99291673277058,0.425421396705969,-0.379444286919261,-0.110754584143257,-0.282069013922803,0.601403811478432
38302,0.00948209865929006,17343.1546048007,0.0327513647220815,3.38736576683903,0.215842774137614,-0.469218397488137,-0.250794179469687,-0.657879109133128,-0.0131717376371378
38304,0.0160043662904356,79200.4339361164,0.0553654267735209,4.18452716539907,0.511261441939481,-0.351037666943883,-0.0646602705764959,-0.265868645123927,0.704943018884449
38305,0.0194278684829755,268768.341273962,0.0651643304272712,5.81988670095759,1.06156355712221,-0.108592429424944,0.0159934499179266,0.935487187529724,1.08187748132618
38307,0.0160071883246739,764678.392967887,0.0478163548575727,17.555334589806,1.60577246783397,1.63121058571524,-0.126795868375557,4.07823661933257,0.705253730517977
38312,0.0154866366413643,65370.5981106559,0.0498426744840962,4.01113488722112,0.47164921491596,-0.376743410025293,-0.110117449792735,-0.353512984120343,0.647939945427079
38315,0.0134251048848108,806715.139360495,0.0470502567685255,17.5994178774248,1.90201359542072,1.63774601899764,-0.133101539226977,4.34463767409834,0.420961161491633
38317,0.00583956762006754,14012.7313892867,0.0193927903521791,3.6291183764993,0.212509651721998,-0.433378102069619,-0.360747166202209,-0.678985125501353,-0.414221715694262
39002,0.00234130386630198,3825.06267887846,0.0244025919963704,1.64122253309345,0.0392668812315103,-0.728087534116829,-0.319512028494894,-0.74354782178401,-0.799387576075007
39003,0.00208042313306919,5616.64946367591,0.0248405572651085,1.39155182462323,0.0327605469553048,-0.76510170311173,-0.315907183542924,-0.732193931434913,-0.828111068397222
39006,0.00247191825375523,8173.31852418874,0.0263334114832161,1.58753394835438,0.0544808816723373,-0.736046971412478,-0.303619661275053,-0.715991456389713,-0.785006669870499
39008,0.00201292984052403,27254.4946742353,0.0228972468838212,1.85583997756227,0.0859585725504876,-0.696270079808729,-0.331902361969468,-0.595067600745221,-0.835542215366945
39009,0.00208047423102641,30710.3028932892,0.0220797911542536,2.19560806900663,0.108302622744206,-0.645898798240085,-0.338630752028072,-0.573166977275797,-0.828105442409577
39010,0.0020416104555592,30264.5128516622,0.0223424825590754,2.43762266694433,0.143806691426503,-0.610019662548975,-0.336468567370539,-0.575992099281776,-0.832384422088957
39011,0.0021050036360723,29871.8949103938,0.0217446876685092,2.14079759635087,0.11108841726624,-0.654024557605296,-0.341388952723881,-0.578480251735274,-0.825404705682977
39023,0.00458965572172582,29102.5798326781,0.0276922352174854,2.02234440356929,0.112085560121163,-0.671585474232109,-0.29243532948269,-0.583355661126776,-0.551839524301949
39025,0.00335899424589292,30115.2507940334,0.0267787534109583,2.17074977138772,0.109900754094878,-0.649584089296571,-0.29995409983739,-0.57693802333635,-0.687337822755401
39026,0.00433018138041256,29870.164602855,0.0266675171161108,1.9894384560414,0.108482415059943,-0.676463845067829,-0.300869673798568,-0.578491217278352,-0.580408170051165
39028,0.00299926246680352,8141.75942699443,0.0281854310895951,1.99768033739319,0.0449795830743494,-0.675241970098753,-0.28837588738348,-0.716191457043938,-0.72694501362262
39044,0.0048525800837814,34281.2968470957,0.026610988199785,2.1588805509896,0.170784232706544,-0.651343724346857,-0.301334957219887,-0.550536382915061,-0.522891024344739
42015,0.0119669227353707,25316.5989567583,0.0759648756528904,2.70683561184506,0.406109506052086,-0.570108318926706,0.104891574299531,-0.607348700199024,0.26041238023511
42016,0.0114219077236679,23899.2575964584,0.0709268313350033,2.87012960764267,0.41418347478845,-0.545899665883907,0.0634239741871596,-0.616330870936516,0.200405133589689
42018,0.00338145778265964,8788.51240725994,0.0144197626049326,2.83500711582526,0.115156091119544,-0.551106643729314,-0.401679621924836,-0.712092765044647,-0.68486454227258
42027,0.0101122761182022,22595.7802837919,0.0622909751975054,3.98039172462054,0.465414779739066,-0.381301143781519,-0.00765682747754721,-0.624591446760212,0.0562120653688993
42034,0.00947475635082113,13479.4242725446,0.0587469344992691,2.4529320929601,0.326193988483048,-0.607750010312896,-0.0368274447217537,-0.682364872760746,-0.0139801405357391
42056,0.0115355104086556,23824.1054600849,0.0713035954090843,2.80594460782497,0.401074017785033,-0.555415217166421,0.0665250786981361,-0.616807135398347,0.212913017209883
42059,0.0107753256876488,21123.6462985466,0.0667813735968433,3.42992343527359,0.409484600211836,-0.462909140222367,0.0293031580684058,-0.633920856861629,0.129215153719826
42101,0.00338656402224509,5838.88430621182,0.00891788024068312,2.26132708802702,0.0565194633578847,-0.636155825621854,-0.446965023034943,-0.730785554204565,-0.684302335045888
