"dep","ind","r2","adjr","corr_r","uppr","lowr"
"ndvi.var","PCA.min",0.163939123397674,0.163925718111685,-0.404893965622697,-0.398311601965799,-0.411434629181057
"ndvi.var","PCA.max",0.039867539069398,0.0398521444365585,-0.199668573063965,-0.192121579537632,-0.207191951183877
"ndvi.var","PCA.slope",0.10380496475955,0.103790595290668,0.322187778724691,0.329203422571114,0.31513656618882
"ndvi.var","PCA.mid",0.0561806023134787,0.0561654692420688,0.237024476190733,0.244417864746513,0.229603530308077
"ndvi.var","PCA.curvature",0.0453219154714088,0.045306608293296,0.212889444246089,0.220369308239526,0.205384544204151
"ndvi.var","PCN.min",0.163939123397674,0.163925718111685,-0.404893965622697,-0.398311601965799,-0.411434629181057
"ndvi.var","PCN.max",0.039867539069398,0.0398521444365585,-0.199668573063965,-0.192121579537632,-0.207191951183877
"ndvi.var","PCN.slope",0.102045776236162,0.102031378560691,0.319446045892201,0.326475611991593,0.312381144561823
"ndvi.var","PCN.mid",0.0191395938959106,0.0191238669140272,-0.138345921139409,-0.130639712891867,-0.146035413571573
"ndvi.var","PCN.curvature",0.0394651257065065,0.0394497246214262,0.198658313962711,0.206184904883283,0.191108217275027
"elev.var","PCA.min",0.205881420417457,0.205868687628533,-0.453741578894261,-0.44748702438993,-0.459951746690939
"elev.var","PCA.max",0.0213106580021394,0.0212949658308015,-0.145981704340443,-0.138292091923105,-0.153653717378564
"elev.var","PCA.slope",0.13527995522367,0.135266090420489,0.367804234918074,0.374571068074901,0.36099822312083
"elev.var","PCA.mid",0.101355568313502,0.101341159571331,0.318363892917391,0.325398921854435,0.31129362138398
"elev.var","PCA.curvature",0.0156210080175056,0.0156052246190964,0.124984031049992,0.132701916026395,0.117250990556006
"elev.var","PCN.min",0.205881420417457,0.205868687628533,-0.453741578894261,-0.44748702438993,-0.459951746690939
"elev.var","PCN.max",0.0213106580021394,0.0212949658308015,-0.145981704340443,-0.138292091923105,-0.153653717378564
"elev.var","PCN.slope",0.143331712748086,0.143317977045687,0.378591749445345,0.385295008015265,0.371848538633021
"elev.var","PCN.mid",0.00427263430305126,0.00425666894636678,-0.0653653907129119,-0.0575468619754878,-0.0731759018960458
"elev.var","PCN.curvature",0.0103975638518702,0.0103816967014702,0.101968445373412,0.109728684367518,0.0941957761161645
"ndvi.mean","PCA.min",0.306803163362134,0.306792048738663,0.55389815251735,0.559314849287507,0.54843415715809
"ndvi.mean","PCA.max",0.138688834152049,0.138675024006367,0.372409497934801,0.379149412146752,0.365630070902816
"ndvi.mean","PCA.slope",0.150825379689191,0.150811764139224,-0.388362433416506,-0.381677694415771,-0.395006547569677
"ndvi.mean","PCA.mid",0.168760414390375,0.168747086408307,-0.410804593925615,-0.4042598840612,-0.417307238923668
"ndvi.mean","PCA.curvature",0.0602771303530885,0.0602620629648501,-0.245514012539179,-0.238124783093616,-0.252874821519478
"ndvi.mean","PCN.min",0.306803163362134,0.306792048738663,0.55389815251735,0.559314849287507,0.54843415715809
"ndvi.mean","PCN.max",0.138688834152049,0.138675024006367,0.372409497934801,0.379149412146752,0.365630070902816
"ndvi.mean","PCN.slope",0.150587886025077,0.150574266667169,-0.388056550035014,-0.381369957574804,-0.394702538292496
"ndvi.mean","PCN.mid",0.00457093073771216,0.00455497016387207,0.0676086587480663,0.0754166926941234,0.059792334578256
"ndvi.mean","PCN.curvature",0.0574515440107181,0.0574364313174139,-0.239690517148089,-0.232279408914636,-0.247073795614808
"elev.mean","PCA.min",0.367735198945219,0.367725061297691,-0.606411740441443,-0.601425966785101,-0.611350282794131
"elev.mean","PCA.max",0.0858253034607982,0.0858106457084806,-0.292959559428942,-0.285768537611625,-0.300117590460731
"elev.mean","PCA.slope",0.210057356288117,0.21004469045558,0.45832014606399,0.464497436018287,0.45209825726423
"elev.mean","PCA.mid",0.171493393164551,0.171480109002692,0.41411760789004,0.42059870529142,0.407594245792559
"elev.mean","PCA.curvature",0.032273953715407,0.0322584373280563,0.179649530239872,0.187233599628178,0.172044045122198
"elev.mean","PCN.min",0.367735198945219,0.367725061297691,-0.606411740441443,-0.601425966785101,-0.611350282794131
"elev.mean","PCN.max",0.0858253034607982,0.0858106457084806,-0.292959559428942,-0.285768537611625,-0.300117590460731
"elev.mean","PCN.slope",0.210464675265913,0.210452015964273,0.458764291620341,0.464938374928228,0.452545589265183
"elev.mean","PCN.mid",0.0228735066910116,0.0228578395781763,-0.151239897814738,-0.143562247586159,-0.158899343857227
"elev.mean","PCN.curvature",0.0314708626053376,0.0314553333413337,0.17740028919181,0.184990786205437,0.169788627028387
