"dep","ind","r2","adjr","corr_r","uppr","lowr"
"ndvi.var","OA.min",0.165240342576373,0.165226958153954,-0.406497653838707,-0.39992545178788,-0.413028055781318
"ndvi.var","OA.max",0.0413813631859462,0.041365992825556,-0.203424096866491,-0.195888780112302,-0.210935391969179
"ndvi.var","OA.slope",0.117470761694869,0.11745661134151,0.342740078915305,0.349647632062713,0.335795265100653
"ndvi.var","OA.mid",0.0270655608825635,0.027049960984553,0.164516141708373,0.172141933695029,0.156870632473362
"ndvi.var","OA.curvature",0.0455731629035956,0.04555785975395,0.213478717683041,0.220956578638271,0.205975757986774
"ndvi.var","ON.min",0.165240342576373,0.165226958153954,-0.406497653838707,-0.39992545178788,-0.413028055781318
"ndvi.var","ON.max",0.0413813631859462,0.041365992825556,-0.203424096866491,-0.195888780112302,-0.210935391969179
"ndvi.var","ON.slope",0.111696766242476,0.111682523309662,0.334210661473382,0.341163871856628,0.327220879990301
"ndvi.var","ON.mid",0.0734371628210638,0.0734223064389899,-0.270992920241594,-0.263705710809881,-0.2782491990781
"ndvi.var","ON.curvature",0.0354521537396555,0.0354366883111302,0.188287423211575,0.195846073360987,0.180706401334367
"elev.var","OA.min",0.207592003902863,0.207579298541202,-0.455622655168576,-0.449381480918361,-0.461819354700753
"elev.var","OA.max",0.0138188628406599,0.0138030505469009,-0.117553659409907,-0.109806913891065,-0.125286124320525
"elev.var","OA.slope",0.158963897479459,0.158950412421376,0.398702768336839,0.405282672732759,0.392081557133232
"elev.var","OA.mid",0.00159296361640086,0.00157695529424229,0.0399119482913333,0.0477450428163247,0.0320739450934234
"elev.var","OA.curvature",0.0146033386167929,0.0145875389012113,0.12084427424083,0.128570388878874,0.113103490922413
"elev.var","ON.min",0.207592003902863,0.207579298541202,-0.455622655168576,-0.449381480918361,-0.461819354700753
"elev.var","ON.max",0.0138188628406599,0.0138030505469009,-0.117553659409907,-0.109806913891065,-0.125286124320525
"elev.var","ON.slope",0.167622923078399,0.167609576857951,0.409417785493497,0.415929399534354,0.402864191224849
"elev.var","ON.mid",0.0672074055376156,0.0671924492684638,-0.259243911283598,-0.251908384031643,-0.266549650014419
"elev.var","ON.curvature",0.00770371704702024,0.00768780670384817,0.0877708211595411,0.0955530511235971,0.0799778625418998
"ndvi.mean","OA.min",0.316844392106839,0.31683343848306,0.562889324918175,0.568227183679782,0.557504096022257
"ndvi.mean","OA.max",0.106772121400702,0.106757799506805,0.32676003641924,0.333752202335717,0.319731916474802
"ndvi.mean","OA.slope",0.179050093956747,0.179036930957997,-0.423143112855152,-0.416678790115405,-0.429564643631428
"ndvi.mean","OA.mid",0.0201749985116085,0.0201592881312614,-0.142038721874149,-0.134340425016774,-0.149719874844237
"ndvi.mean","OA.curvature",0.0417993242160391,0.0417839605571789,-0.20444883031223,-0.196916738310979,-0.211956790180397
"ndvi.mean","ON.min",0.316844392106839,0.31683343848306,0.562889324918175,0.568227183679782,0.557504096022257
"ndvi.mean","ON.max",0.106772121400702,0.106757799506805,0.32676003641924,0.333752202335717,0.319731916474802
"ndvi.mean","ON.slope",0.181808592890844,0.181795474121489,-0.42639018854899,-0.419947422048732,-0.432789979595509
"ndvi.mean","ON.mid",0.102350263739907,0.102335870946548,0.319922277654918,0.326949433898879,0.312859745501064
"ndvi.mean","ON.curvature",0.0363784418497882,0.0363629912732402,-0.190731334210686,-0.183157447165049,-0.198282580912497
"elev.mean","OA.min",0.382442937695032,0.38243303586938,-0.618419709982655,-0.613549454189792,-0.623242919620413
"elev.mean","OA.max",0.0676374760000051,0.0676225266265443,-0.260072059245136,-0.252739866337024,-0.267374382250741
"elev.mean","OA.slope",0.245449785827831,0.245437687472678,0.495428890788407,0.501327702938498,0.489484028649227
"elev.mean","OA.mid",0.0226847571907504,0.0226690870515315,0.150614598199464,0.158275561351982,0.142935502624139
"elev.mean","OA.curvature",0.0252085720483585,0.0251929423756425,0.158772075782734,0.166412766713832,0.151112319712059
"elev.mean","ON.min",0.382442937695032,0.38243303586938,-0.618419709982655,-0.613549454189792,-0.623242919620413
"elev.mean","ON.max",0.0676374760000051,0.0676225266265443,-0.260072059245136,-0.252739866337024,-0.267374382250741
"elev.mean","ON.slope",0.243347872055253,0.243335739998302,0.493303022548264,0.499218365040852,0.487341699942682
"elev.mean","ON.mid",0.156010851757054,0.155997319350239,-0.394982090425703,-0.388337825449165,-0.401585290392485
"elev.mean","ON.curvature",0.0241575987349474,0.0241419522110686,0.155427149285276,0.163076278591014,0.147759336373418
