"site_id","ndvi_mean","ndvi_var","na.rm"
2001,0.805007417940646,0.000599775013159913,TRUE
2002,0.791478969816305,0.000630449311820578,TRUE
2004,0.834341172488895,0.00044006962988792,TRUE
2005,0.822736950492399,0.000501018374213828,TRUE
2006,0.800996463767661,0.000414109329545579,TRUE
2007,0.827860078785202,0.000185990346982677,TRUE
2008,0.823999635266398,0.000302615402100954,TRUE
2009,0.808040757331047,0.000325361681207762,TRUE
2010,0.841331083133416,0.000139250242823805,TRUE
2011,0.832655952194519,0.000250988934118345,TRUE
2012,0.831716459522405,0.000244399965274582,TRUE
2013,0.822277977806962,0.00030709725105824,TRUE
2014,0.810790987556534,0.000289473119370693,TRUE
2015,0.82056508419121,0.00032466800068524,TRUE
2016,0.849308323557412,0.00035155389595006,TRUE
2017,0.81975911199289,0.000279960066208949,TRUE
2019,0.833422299923472,0.000507667210346134,TRUE
2020,0.852361134336678,0.000411986818147363,TRUE
2021,0.844308210227746,0.00032842199797608,TRUE
2022,0.821906100941312,0.000456016256552323,TRUE
2023,0.82760306465008,0.000387925968335043,TRUE
2024,0.822172856527801,0.000361176125759299,TRUE
2025,0.80895508470176,0.000368856014180459,TRUE
2026,0.802750250614811,0.000299251421571708,TRUE
2027,0.824531305872826,0.000238977369169341,TRUE
2028,0.823134629086633,0.000298297690716854,TRUE
2029,0.814905894089925,0.000112453813191721,TRUE
2030,0.75151139923425,0.000202195139517407,TRUE
2031,0.73799383104275,0.000238001073365409,TRUE
2032,0.817248797735225,0.000283736566524132,TRUE
2033,0.810797114086993,0.000213580374517275,TRUE
2034,0.819313942060764,0.000251284051155424,TRUE
2035,0.780624400465439,0.000455800270791497,TRUE
2036,0.84305208192959,0.000293777541451102,TRUE
2037,0.801407599858739,0.00028768635356397,TRUE
2038,0.808277028467359,0.000502418028126422,TRUE
2039,0.826245863975937,0.00027709293380705,TRUE
2040,0.455032418138445,0.000497528871305726,TRUE
2041,0.589928594735774,0.000283618076824943,TRUE
2042,0.565875085334977,0.000303661573455921,TRUE
2043,0.832053377653851,0.000246136465235411,TRUE
2044,0.815888378292848,0.000373797777482264,TRUE
2045,0.84713132056233,0.00047471834694762,TRUE
2046,0.81912077280272,0.000453029270908271,TRUE
2047,0.843665907464015,0.000361714627570902,TRUE
2048,0.846556465476281,0.000552665400125874,TRUE
2049,0.835336429469894,0.000407925281342351,TRUE
2050,0.815333495518952,0.000384198976352508,TRUE
2051,0.820216012471032,0.000265013405014515,TRUE
2052,0.804173653898318,0.000287895822677544,TRUE
2053,0.841056420466326,0.000257468562245024,TRUE
2054,0.777678758198323,0.000243165676194499,TRUE
2055,0.803843823269782,0.000266064400286978,TRUE
2056,0.825462079702963,0.000233684560338695,TRUE
2057,0.832543218989698,0.000578882472979035,TRUE
2058,0.823162722789184,0.000266766256358547,TRUE
2059,0.843005155080287,0.000349366510182421,TRUE
2060,0.834167263952623,0.000250468958024891,TRUE
2061,0.819113871175743,0.000405151664417734,TRUE
2062,0.831555252572387,0.000385242225459237,TRUE
2063,0.821964294471969,0.000416094075521202,TRUE
2064,0.827534316447492,0.00020530032567559,TRUE
2065,0.816483855527517,0.000300256880615623,TRUE
2066,0.800031266257897,0.000464947298148212,TRUE
2067,0.796445222804248,0.000181616429616564,TRUE
2068,0.739973098821468,0.000247893122508301,TRUE
2069,0.783853072279833,0.000220521339554962,TRUE
2070,0.525228975074231,0.000295950024876922,TRUE
2071,0.786436933590581,0.000697489179253104,TRUE
2072,0.769316579451503,0.000404045363702931,TRUE
2073,0.838853448115756,0.000165521513331148,TRUE
2102,0.79685459801054,0.000677608118591765,TRUE
2105,0.821957678926121,0.000491920323804668,TRUE
2109,0.807930468725213,0.000326183702284592,TRUE
2111,0.832938614992479,0.000257525631655558,TRUE
2137,0.801407599858739,0.00028768635356397,TRUE
2140,0.452228888447331,0.000462328088364451,TRUE
2141,0.589928594735774,0.000283618076824943,TRUE
