"routes.stateroute","routes.Longi","routes.Lati","routes.optional","temp.point","temp.mean","temp.var"
2001,1732.33136252215,-953.001312221271,TRUE,15.3777413955464,15.1428934413485,0.129624106194909
2010,1921.6371146949,-1098.97457583366,TRUE,15.8401759274447,16.0387328949207,0.143181811717499
2014,1854.47270260977,-1085.41933031066,TRUE,16.1727501797598,16.4010382804741,0.0743127502393281
2021,1768.09654269676,-1239.68647649906,TRUE,17.7151296483454,17.6665622136596,0.0196188813100782
2022,1821.45212937559,-1208.72568153646,TRUE,17.7041426411159,17.7337952246905,0.0695677012115234
2024,1914.63585604929,-1221.90364556931,TRUE,18.0369195254781,17.9389811808338,0.0111139269864362
2025,1863.58449082101,-1174.03589383048,TRUE,17.3491318699579,17.3915877724009,0.188629071756065
2029,2025.16711373842,-1192.06985839564,TRUE,18.0595304082433,17.9829259976179,0.0395066107020568
2043,1816.97343228598,-1133.12414202704,TRUE,16.861304974602,16.8373825603918,0.0701135994029722
2045,1734.63877245086,-1036.53611318349,TRUE,15.1959888921942,15.2774604506106,0.0513145891153778
2047,1751.05293554218,-1145.83519162115,TRUE,16.9700880341552,16.9307605170509,0.0670926257538068
2050,1870.17677363824,-1210.2862232551,TRUE,18.1051195709476,17.9353333393984,0.0544929789480178
2057,1761.38689964597,-997.01242090343,TRUE,15.4463024674321,15.3170646075698,0.0415205243948199
2059,1730.80704951377,-1134.12129751107,TRUE,16.6981667507756,16.7309342688082,0.0769491370942216
2060,1784.31707066254,-1123.87823155103,TRUE,16.8045565381441,16.7155386415188,0.111613968331026
2063,1792.56322478856,-1218.82230479028,TRUE,17.56361454211,17.6301671898536,0.022992794432113
2065,1944.54380761715,-1179.86695753519,TRUE,17.5531590020087,17.4798579348156,0.147299593995982
2072,1785.58909054855,-933.544636538656,TRUE,14.9962162891699,14.9963888793349,0.0896444647528325
2105,1848.23262957171,-1000.3073179328,TRUE,15.4075067620185,15.351207439812,0.052088788819252
2109,1894.20558436413,-977.875007117413,TRUE,14.7779295734083,15.0640360918452,0.226443511604583
2111,1927.25237041255,-1047.34716705262,TRUE,15.7252443424433,15.5990594094992,0.120164923334698
2156,1882.66297707046,-1097.31939990226,TRUE,16.6836752750134,16.3515954486424,0.10076971129178
2164,1913.51709205202,-1143.21831704031,TRUE,16.5698112654381,16.772895428087,0.204562326357835
2204,1889.72920348225,-927.510960752626,TRUE,14.7209252059238,14.3316913442997,0.211009619072736
2205,1707.82153671773,-1093.32556327333,TRUE,16.2186731581225,16.234606174172,0.149830004326965
2211,1879.57990685556,-1189.95197557116,TRUE,17.691358016126,17.7117072466825,0.150622547363628
2212,1999.14604771462,-1158.01735350133,TRUE,17.3509648016666,17.4143392031276,0.16138225080866
2213,1756.27299327953,-1371.79764788111,TRUE,18.4683603888624,18.6223194929562,0.102133169027047
2750,1842.52296477581,-971.562555135617,TRUE,15.4357484427064,15.2177568884876,0.0603895028848929
2751,1887.03619993861,-1061.76079881176,TRUE,16.3361996785168,16.0497203467841,0.115013006705568
3004,-1821.62277296826,2607.67452765013,TRUE,-2.99777835128197,-3.71298666919437,0.456157411847076
3007,-1825.06218092858,2407.2190301009,TRUE,-2.97616194802601,-4.85587593014995,1.81366836262388
3008,-1775.34411612762,2495.42959022539,TRUE,-3.81365338256966,-5.23974196209317,1.71566862919425
3010,-1716.80862659143,2385.25980164497,TRUE,-5.67957870087028,-5.90891750883139,0.498270963291964
3011,-1897.82743270945,2493.52367305769,TRUE,-5.27003617517477,-5.95272086651925,0.782648648108895
3021,-1604.4108079075,1766.56781547023,TRUE,4.3703616024272,2.50613479178934,4.68254742144917
3041,-1839.37194998039,2657.93877100888,TRUE,-3.69997502000697,-3.68275581951726,0.227437300765768
3051,-2017.07208514007,2299.58099441367,TRUE,0.326997350265961,-2.27450567321733,5.88014536386278
3117,-2137.59087977194,2448.3697535255,TRUE,1.96096087083303,0.132793833787359,3.65518293597711
3118,-2262.91809156632,2397.00213434957,TRUE,1.51708147064703,1.55740538326547,0.177957582275763
3119,-2362.3381400326,2355.12749704789,TRUE,2.60064475464837,1.94774830697682,0.51787445553114
3125,-1805.96372816153,1977.62370213781,TRUE,4.00647002064179,3.04386365604861,1.52732983141345
3142,-1769.44407827512,2682.46612039053,TRUE,-4.97677198266066,-5.64540228122043,0.537818278386765
3192,-2645.84708535397,2411.94437449683,TRUE,1.0748352154586,0.957836315764542,0.136578492379539
