"fvals","preds"
-0.000777491425430982,-0.000777491425430982
-0.000778360640111305,-0.000778360640111305
-0.000778150978615412,-0.000778150978615412
-0.000778409613957569,-0.000778409613957569
-0.000777701943223917,-0.000777701943223917
-0.000768732662084218,-0.000768732662084218
-0.000771319947515977,-0.000771319947515978
-0.000771273093846134,-0.000771273093846134
-0.000771765266813072,-0.000771765266813072
-0.000768518029237744,-0.000768518029237745
-0.000773019671117398,-0.000773019671117398
-0.000769708050811916,-0.000769708050811916
-0.000767493059528262,-0.000767493059528262
-0.000776939597997894,-0.000776939597997894
-0.000777141218392262,-0.000777141218392262
-0.000776963025732934,-0.000776963025732935
-0.000776707019390714,-0.000776707019390714
-0.000776452444537159,-0.000776452444537159
-0.000775306843895561,-0.000775306843895562
-0.000778260163765985,-0.000778260163765986
-0.000769023191419811,-0.000769023191419812
-0.000777836737572056,-0.000777836737572056
-0.000776891649509319,-0.00077689164950932
-0.000778796067382023,-0.000778796067382023
-0.000778013015079112,-0.000778013015079112
-0.000778107042007809,-0.00077810704200781
-0.000777940562172736,-0.000777940562172736
-0.000777839668989298,-0.000777839668989299
-0.000775694449473646,-0.000775694449473646
-0.000773639260182695,-0.000773639260182695
-0.000771952495070824,-0.000771952495070824
-0.00077464166882803,-0.000774641668828031
-0.000777884395161514,-0.000777884395161514
-0.000774129382686849,-0.000774129382686849
-0.000774464402090202,-0.000774464402090202
-0.000772110513109663,-0.000772110513109663
-0.000777913845898728,-0.000777913845898729
-0.000775317253442391,-0.000775317253442391
-0.00077559515194131,-0.00077559515194131
-0.000775266064851708,-0.000775266064851708
-0.000777015626735389,-0.000777015626735389
-0.000776899958595996,-0.000776899958595996
-0.000777651289086303,-0.000777651289086303
-0.000776229677022485,-0.000776229677022485
-0.000776105790314679,-0.000776105790314679
-0.000777850800812112,-0.000777850800812112
-0.000773431319142506,-0.000773431319142506
-0.00077430338840967,-0.00077430338840967
-0.000777880954454936,-0.000777880954454936
-0.000775073242541361,-0.000775073242541361
-0.000777035503017256,-0.000777035503017256
-0.000777920565600939,-0.000777920565600939
-0.000774797657215432,-0.000774797657215432
-0.000775376668798035,-0.000775376668798035
-0.000778594214971916,-0.000778594214971916
-0.000778562152130623,-0.000778562152130624
-0.000775110683916554,-0.000775110683916554
-0.00077669638833657,-0.00077669638833657
-0.000778128720699338,-0.000778128720699338
-0.000776880409261013,-0.000776880409261013
-0.000775307244837327,-0.000775307244837327
-0.000771228416348053,-0.000771228416348054
-0.000776567526846535,-0.000776567526846535
-0.000778002297463569,-0.000778002297463569
-0.00077736299782157,-0.00077736299782157
-0.000770033607356843,-0.000770033607356843
-0.000761928122502496,-0.000761928122502496
-0.000774952990635477,-0.000774952990635477
-0.000776615024781167,-0.000776615024781167
-0.00077695729838299,-0.00077695729838299
-0.000776871494581016,-0.000776871494581016
-0.00077608815566376,-0.000776088155663761
-0.000776012662030456,-0.000776012662030457
-0.000776461173952168,-0.000776461173952168
-0.000776673222735323,-0.000776673222735323
-0.000743067639391432,-0.000743067639391433
-0.000776391712829015,-0.000776391712829016
-0.000769359449288942,-0.000769359449288942
-0.000761031274303029,-0.000761031274303029
-0.00077328747877107,-0.00077328747877107
-0.000761723938143432,-0.000761723938143432
-0.000728824245717031,-0.000728824245717031
-0.000774774389226693,-0.000774774389226693
-0.000771260197063037,-0.000771260197063037
-0.000759651464544827,-0.000759651464544827
-0.000775493843388216,-0.000775493843388216
-0.000767678092860055,-0.000767678092860055
-0.000767623281119703,-0.000767623281119703
-0.000777578562063718,-0.000777578562063718
-0.000777496556796845,-0.000777496556796845
-0.000776959742655652,-0.000776959742655653
-0.000777646343411369,-0.000777646343411369
-0.000778007349369707,-0.000778007349369707
-0.000778308418424199,-0.000778308418424199
-0.000778211681701021,-0.000778211681701021
-0.000777522623794569,-0.000777522623794569
-0.000773274121530134,-0.000773274121530134
-0.000772825640299093,-0.000772825640299093
-0.000772895126844349,-0.000772895126844349
-0.000776072781245054,-0.000776072781245054
-0.000773808317410154,-0.000773808317410155
-0.000777836309387705,-0.000777836309387705
-0.000761270047463216,-0.000761270047463216
-0.000777835607045848,-0.000777835607045848
-0.000777367846747697,-0.000777367846747697
-0.000772458944642779,-0.000772458944642779
-0.000770105339926563,-0.000770105339926563
-0.000773893524580862,-0.000773893524580862
-0.000774734489008478,-0.000774734489008478
-0.000775026682622502,-0.000775026682622502
-0.000771918096754776,-0.000771918096754776
-0.000725126129064044,-0.000725126129064044
-0.00074085103836182,-0.00074085103836182
-0.000739718548296463,-0.000739718548296463
-0.000755087155781916,-0.000755087155781916
-0.000746120792828834,-0.000746120792828834
-0.000743907381529835,-0.000743907381529835
-0.000732052138927481,-0.000732052138927482
-0.000728964377028476,-0.000728964377028476
-0.000760038482199065,-0.000760038482199065
-0.000755720305773764,-0.000755720305773764
-0.000740038304067342,-0.000740038304067342
-0.000702613826343308,-0.000702613826343308
-0.000716337384529071,-0.000716337384529071
-0.000753570159551498,-0.000753570159551498
-0.000744042316288332,-0.000744042316288332
-0.000718043696628831,-0.000718043696628831
-0.000777849520720952,-0.000777849520720952
-0.000777266766769725,-0.000777266766769725
-0.000777636582026416,-0.000777636582026416
-0.000732852040624495,-0.000732852040624495
-0.000716166641361347,-0.000716166641361347
-0.000775118077007428,-0.000775118077007428
-0.000775257911952121,-0.000775257911952121
-0.000710632041791008,-0.000710632041791008
-0.000776443945714218,-0.000776443945714218
-0.000772992294521038,-0.000772992294521039
-0.000771431251304748,-0.000771431251304748
-0.000772088658497568,-0.000772088658497568
-0.000772244952045789,-0.000772244952045789
-0.000775436793072547,-0.000775436793072547
-0.000774777303908575,-0.000774777303908575
-0.000776968584141213,-0.000776968584141213
-0.000769321870618521,-0.000769321870618521
-0.000762748062848399,-0.000762748062848399
-0.000775776552105052,-0.000775776552105052
-0.000768155153572338,-0.000768155153572339
-0.000773501807973786,-0.000773501807973786
-0.00077451253101628,-0.00077451253101628
-0.000778301445235799,-0.000778301445235799
-0.000773818774693852,-0.000773818774693852
-0.00077262609236099,-0.00077262609236099
-0.000775706469313803,-0.000775706469313803
-0.000775576871575524,-0.000775576871575525
-0.000778163571079589,-0.000778163571079589
-0.000776244467585399,-0.000776244467585399
-0.000775600389288885,-0.000775600389288885
-0.000762637937303928,-0.000762637937303928
-0.000778432235752709,-0.000778432235752709
-0.000749661317791935,-0.000749661317791936
-0.000767361679368376,-0.000767361679368376
-0.000778749016468747,-0.000778749016468747
-0.000777176457543079,-0.000777176457543079
-0.000777764034247213,-0.000777764034247213
-0.000776754913323229,-0.000776754913323229
-0.000775663235852721,-0.000775663235852722
-0.000775067952382654,-0.000775067952382654
-0.000777312432158697,-0.000777312432158698
-0.000774795421583798,-0.000774795421583798
-0.000772804311521953,-0.000772804311521953
-0.000771228293768707,-0.000771228293768707
-0.000769460952731411,-0.000769460952731411
-0.00077170642948506,-0.00077170642948506
-0.000776723076417305,-0.000776723076417305
-0.000777124257681022,-0.000777124257681022
-0.000776201844138541,-0.000776201844138542
-0.000773421820993649,-0.000773421820993649
-0.000774679030497203,-0.000774679030497203
-0.000772870446749498,-0.000772870446749498
-0.000776130988198932,-0.000776130988198932
-0.000776877819961578,-0.000776877819961578
-0.00077222334421339,-0.00077222334421339
-0.00077697457707704,-0.00077697457707704
-0.000774024196792986,-0.000774024196792986
-0.000777102905351475,-0.000777102905351475
-0.000776265410618254,-0.000776265410618254
-0.000778074341341337,-0.000778074341341337
-0.000770679649215864,-0.000770679649215864
-0.00077587447481461,-0.00077587447481461
-0.00077220886462181,-0.00077220886462181
-0.000769361495804639,-0.000769361495804639
-0.000775403170251357,-0.000775403170251357
-0.000772083540440826,-0.000772083540440826
-0.000772210828922309,-0.00077221082892231
-0.000765923360912765,-0.000765923360912765
-0.000771056755898867,-0.000771056755898867
-0.000773533936887385,-0.000773533936887385
-0.000770501042809509,-0.00077050104280951
-0.000759475850217011,-0.000759475850217011
-0.000763471217398374,-0.000763471217398374
-0.000761779781797139,-0.000761779781797139
-0.000777854002612016,-0.000777854002612016
-0.000775660534225146,-0.000775660534225147
-0.00077838656487446,-0.00077838656487446
-0.000775362080808431,-0.000775362080808431
-0.000774948851096796,-0.000774948851096796
-0.000776853812188422,-0.000776853812188422
-0.000773665177658576,-0.000773665177658577
-0.000776145858385641,-0.000776145858385641
-0.000768660370732354,-0.000768660370732354
-0.000771164986801067,-0.000771164986801067
-0.000776258251223534,-0.000776258251223534
-0.000777852963604683,-0.000777852963604683
-0.00076813073269026,-0.00076813073269026
-0.000776540370338082,-0.000776540370338082
-0.000775102632820053,-0.000775102632820053
-0.000777551540747365,-0.000777551540747365
-0.000778318764354277,-0.000778318764354277
-0.000778217853157087,-0.000778217853157087
-0.000778308195070303,-0.000778308195070303
-0.000778179258322837,-0.000778179258322837
-0.000764594188382197,-0.000764594188382197
-0.000752466752889166,-0.000752466752889166
-0.000774070482659992,-0.000774070482659992
-0.00072669990799957,-0.00072669990799957
-0.000774214429488289,-0.000774214429488289
-0.000777819731353246,-0.000777819731353247
-0.000745246129478569,-0.000745246129478569
-0.000764807803014704,-0.000764807803014705
-0.000777493607289789,-0.000777493607289789
-0.000778122560972116,-0.000778122560972116
-0.000778603871154161,-0.000778603871154162
-0.000769288739609409,-0.00076928873960941
-0.000767145763181672,-0.000767145763181673
-0.000764083965693039,-0.000764083965693039
-0.000777746460263532,-0.000777746460263532
-0.000778532934049227,-0.000778532934049227
-0.000778333032924365,-0.000778333032924365
-0.000773154502132834,-0.000773154502132835
-0.000750220493341034,-0.000750220493341034
-0.000776148108891378,-0.000776148108891378
-0.000766765856783763,-0.000766765856783763
-0.00076236339332684,-0.00076236339332684
-0.000778983748843555,-0.000778983748843555
-0.000775208240988061,-0.000775208240988062
-0.000769721511301441,-0.000769721511301442
-0.000770355122770865,-0.000770355122770865
-0.000771386320734359,-0.000771386320734359
-0.000772982995448332,-0.000772982995448332
-0.000778387716194118,-0.000778387716194118
-0.000776135370856815,-0.000776135370856815
-0.000757758482715101,-0.000757758482715101
-0.00077517787975544,-0.000775177879755441
-0.000776515184344667,-0.000776515184344667
-0.000778708636470194,-0.000778708636470194
-0.00077843077077948,-0.00077843077077948
-0.000768761714231912,-0.000768761714231912
-0.000775918007382737,-0.000775918007382737
-0.000778057069750941,-0.000778057069750941
-0.00076961955951619,-0.000769619559516191
-0.00077165754245766,-0.00077165754245766
-0.000777189045752929,-0.000777189045752929
-0.000778439118058359,-0.00077843911805836
-0.000778066738944999,-0.000778066738944999
-0.000778541192884674,-0.000778541192884674
-0.000777892337806785,-0.000777892337806785
-0.000772882294059116,-0.000772882294059116
-0.000773907590260316,-0.000773907590260316
-0.000773558104078292,-0.000773558104078292
-0.000768596865648413,-0.000768596865648413
-0.000776528145083977,-0.000776528145083977
-0.00077739898169371,-0.00077739898169371
-0.000776214451875238,-0.000776214451875238
-0.000768458505498577,-0.000768458505498577
-0.000769711065320741,-0.000769711065320741
-0.000778425155101819,-0.000778425155101819
-0.000777364573714792,-0.000777364573714792
-0.000777377408425377,-0.000777377408425378
-0.000778209668399827,-0.000778209668399828
-0.000777836626924939,-0.000777836626924939
-0.000778688615207189,-0.00077868861520719
-0.000778454325065981,-0.000778454325065982
-0.000702362221273618,-0.000702362221273618
-0.0007300477589819,-0.0007300477589819
-0.000775424642768404,-0.000775424642768404
-0.00077400402745939,-0.00077400402745939
-0.000775484396474983,-0.000775484396474983
-0.00077603186982905,-0.00077603186982905
-0.000774039996704754,-0.000774039996704754
-0.000776623600031084,-0.000776623600031084
-0.000777330700355511,-0.000777330700355511
-0.000729242478278701,-0.000729242478278702
-0.000746743495081895,-0.000746743495081896
-0.000775752868356204,-0.000775752868356204
-0.000731053554600338,-0.000731053554600339
-0.000757857475487713,-0.000757857475487713
-0.000762020374059711,-0.000762020374059711
-0.000730175044243743,-0.000730175044243744
-0.000776614445785414,-0.000776614445785415
-0.000774875914242131,-0.000774875914242131
-0.000777777167371391,-0.000777777167371391
-0.000778033266409825,-0.000778033266409825
-0.00077173207804812,-0.00077173207804812
-0.000765375687777233,-0.000765375687777233
-0.000728151377480513,-0.000728151377480514
-0.000775613166429521,-0.000775613166429521
-0.000776554170400634,-0.000776554170400635
-0.000777997210246031,-0.000777997210246031
-0.000778381152315349,-0.000778381152315349
-0.000773931355155622,-0.000773931355155622
-0.000778156915381466,-0.000778156915381466
-0.000778405561209983,-0.000778405561209983
-0.000777858525637403,-0.000777858525637403
-0.000777353840031248,-0.000777353840031249
-0.000777804999956384,-0.000777804999956384
-0.000777122038204826,-0.000777122038204827
-0.000777916397360771,-0.000777916397360771
-0.000778284658543772,-0.000778284658543772
-0.000774510104548044,-0.000774510104548045
-0.000773985534712932,-0.000773985534712932
-0.000778688035394183,-0.000778688035394183
-0.000758039462426003,-0.000758039462426003
-0.000759333976731151,-0.000759333976731151
-0.000769306317311642,-0.000769306317311643
-0.000770687576055511,-0.000770687576055511
-0.000766715352372722,-0.000766715352372722
-0.000777516526323219,-0.000777516526323219
-0.000771711805826656,-0.000771711805826656
-0.000775149455308148,-0.000775149455308148
-0.000771907462420608,-0.000771907462420608
-0.000778281051258985,-0.000778281051258985
-0.000775571845175504,-0.000775571845175504
-0.000776714792292073,-0.000776714792292073
-0.000776509406153869,-0.00077650940615387
-0.000772912235277188,-0.000772912235277188
-0.000776534228488922,-0.000776534228488922
-0.00076528253591502,-0.00076528253591502
-0.000776401974183679,-0.000776401974183679
-0.000776539211602857,-0.000776539211602857
-0.000775900460729751,-0.000775900460729752
-0.000774839037117103,-0.000774839037117103
-0.000776049069503289,-0.000776049069503289
-0.00077331536141902,-0.000773315361419021
-0.000776582092935005,-0.000776582092935006
-0.000777148254397361,-0.000777148254397361
-0.000774457439980994,-0.000774457439980994
-0.000777889755726139,-0.000777889755726139
-0.000773773937625176,-0.000773773937625177
-0.000776022189847752,-0.000776022189847752
-0.000769258980642,-0.000769258980642
-0.000774882844864043,-0.000774882844864043
-0.00077721075640596,-0.00077721075640596
-0.000777406722962204,-0.000777406722962204
-0.000769996630663955,-0.000769996630663956
-0.000760019384665773,-0.000760019384665773
-0.000777082740660235,-0.000777082740660235
-0.000769212037626147,-0.000769212037626148
-0.000766040232853226,-0.000766040232853227
-0.000771443959984515,-0.000771443959984515
-0.000770535686601296,-0.000770535686601296
-0.000774732358928393,-0.000774732358928393
-0.000773921678224819,-0.000773921678224819
-0.000777583795902968,-0.000777583795902968
-0.000774919426355486,-0.000774919426355486
-0.000754502367147242,-0.000754502367147242
-0.00077550448451411,-0.00077550448451411
-0.000777439340579962,-0.000777439340579962
-0.00077773266378348,-0.00077773266378348
-0.000774108469680358,-0.000774108469680358
-0.000771703997439956,-0.000771703997439956
-0.000778005924698729,-0.000778005924698729
-0.000758077247550642,-0.000758077247550642
-0.000776689237374974,-0.000776689237374974
-0.000777581762253226,-0.000777581762253226
-0.000770911903424767,-0.000770911903424767
-0.000772595130576308,-0.000772595130576308
-0.000769281450561624,-0.000769281450561624
-0.000774055105683123,-0.000774055105683124
-0.000777187343165142,-0.000777187343165142
-0.000770422794005792,-0.000770422794005793
-0.000775631955724153,-0.000775631955724153
-0.000764275688276337,-0.000764275688276337
-0.000775594506835621,-0.000775594506835621
-0.000773820413200684,-0.000773820413200684
-0.000753728319098153,-0.000753728319098153
-0.000769238526474786,-0.000769238526474786
-0.00077052276248905,-0.00077052276248905
-0.000766946117015086,-0.000766946117015086
-0.000772530530906995,-0.000772530530906995
-0.000754564013397089,-0.000754564013397089
-0.000769466364510215,-0.000769466364510215
-0.000771441908228565,-0.000771441908228565
-0.000758459758492569,-0.000758459758492569
-0.00076305194536874,-0.00076305194536874
-0.000773746850332701,-0.000773746850332701
-0.000774488963877299,-0.0007744889638773
-0.000778216657750516,-0.000778216657750516
-0.000778479892901604,-0.000778479892901604
-0.000778031754643924,-0.000778031754643924
-0.000778321317271897,-0.000778321317271898
-0.000775987222593318,-0.000775987222593318
-0.000778792436126329,-0.000778792436126329
-0.000774715145354968,-0.000774715145354969
-0.000775089677927086,-0.000775089677927086
-0.000778098057462756,-0.000778098057462756
-0.000777625631951941,-0.000777625631951941
-0.00077633651288762,-0.00077633651288762
-0.000775143961552149,-0.000775143961552149
-0.00077470864518963,-0.00077470864518963
-0.000775487531255312,-0.000775487531255312
-0.000777287302886249,-0.000777287302886249
-0.000777509616194621,-0.000777509616194621
-0.000775165232502289,-0.000775165232502289
-0.0007776281928777,-0.0007776281928777
-0.000777437699010731,-0.000777437699010731
-0.000777632306154265,-0.000777632306154266
-0.000776747068726702,-0.000776747068726702
-0.000775916957973418,-0.000775916957973418
-0.000775663791991401,-0.000775663791991402
-0.000775706073347957,-0.000775706073347957
-0.000775719845171362,-0.000775719845171363
-0.00077526227191792,-0.00077526227191792
-0.000774984405066296,-0.000774984405066297
-0.000769727240374132,-0.000769727240374133
-0.000773866844506606,-0.000773866844506606
-0.000767521942547386,-0.000767521942547386
-0.000773282667233853,-0.000773282667233853
-0.000776565814901723,-0.000776565814901724
-0.000776642160150919,-0.00077664216015092
-0.000776701702404446,-0.000776701702404446
-0.000775844051113169,-0.000775844051113169
-0.000776905208389718,-0.000776905208389718
-0.000777047962019405,-0.000777047962019405
-0.000773751494703161,-0.000773751494703161
-0.000775752499323926,-0.000775752499323926
-0.000772656359310046,-0.000772656359310046
-0.000774795319118074,-0.000774795319118074
-0.000771977121189445,-0.000771977121189445
-0.000772326368220738,-0.000772326368220739
-0.0007728793762616,-0.0007728793762616
-0.0007779900376055,-0.000777990037605501
-0.000775067032406926,-0.000775067032406926
-0.000775088572851714,-0.000775088572851715
-0.000774979134072971,-0.000774979134072971
-0.000776858826059572,-0.000776858826059572
-0.00076952720867606,-0.00076952720867606
-0.000769413243774009,-0.000769413243774009
-0.000767945574702038,-0.000767945574702038
-0.000769868606598819,-0.000769868606598819
-0.000761277188845356,-0.000761277188845356
-0.00077701997066413,-0.00077701997066413
-0.000761120846834071,-0.000761120846834071
-0.000774271598642135,-0.000774271598642135
-0.000726934640097807,-0.000726934640097807
-0.000777533040813583,-0.000777533040813583
-0.0007691162533007,-0.000769116253300701
-0.000773785373893684,-0.000773785373893685
-0.000776100877981732,-0.000776100877981732
-0.000776415410440819,-0.000776415410440819
-0.000776518464064965,-0.000776518464064966
-0.000758257501490192,-0.000758257501490192
-0.000733771289996401,-0.000733771289996401
-0.000775435392603287,-0.000775435392603288
-0.000772533424692117,-0.000772533424692117
-0.000775321570558208,-0.000775321570558209
-0.000776133135503055,-0.000776133135503055
-0.000773279445887591,-0.000773279445887591
-0.000774170205384257,-0.000774170205384257
-0.00071342248902838,-0.000713422489028381
-0.000778130982197879,-0.000778130982197879
-0.000777999007465878,-0.000777999007465878
-0.000775987628274271,-0.000775987628274271
-0.000777806722881143,-0.000777806722881144
