"routes.stateroute","routes.Longi","routes.Lati","routes.optional","ndvi.point","ndvi.mean","ndvi.var"
34060,1477.55199845135,-655.663545996295,TRUE,0.684387516178537,0.713829419396978,0.00538783093007035
34061,1560.64434075349,-712.111108119817,TRUE,0.723957630438939,0.756764175138952,0.00837684612143073
34063,1602.76794775555,-730.994134640091,TRUE,0.61246290091308,0.735780038229934,0.00995522241059273
34065,1386.03468421245,-199.995239533945,TRUE,0.724793224041543,0.702564185158802,0.00241379308001832
34066,1448.25700587837,-156.893339202983,TRUE,0.686576417850883,0.674393961584152,0.00184503656969399
34067,1341.1776349101,-300.227676256021,TRUE,0.725513872785546,0.692743862899009,0.00198016736813284
34070,1318.10937099818,-450.547883015346,TRUE,0.712619817938003,0.708955361172185,0.00225822490080943
34071,1395.58431120972,-407.125925273016,TRUE,0.703452335454203,0.704841517938561,0.00242934657857261
34074,1381.97967423627,-525.301811257075,TRUE,0.795184057000829,0.728510852896177,0.00340255705139099
34075,1440.25381654353,-500.984906696109,TRUE,0.708683583799213,0.714255352067406,0.000902200222457558
34077,1627.35653731981,-488.339322074161,TRUE,0.71327727515559,0.697310008586057,0.00225735718238854
34079,1607.73466437356,-619.585410457815,TRUE,0.694834859131231,0.678662691947881,0.00240273189255223
34080,1534.57956578753,-731.05049871481,TRUE,0.669400911680989,0.713848391354826,0.00914364710690345
35005,1694.45568096585,-255.853889989293,TRUE,0.716757717314062,0.694039510505411,0.00122638688654025
35009,1786.47775223305,-164.671959856412,TRUE,0.733429997518768,0.678746757370512,0.00201240615405141
35010,1615.27761861151,-315.408697180268,TRUE,0.694820893272196,0.694264847849839,0.000527534782006359
35011,1648.85547270201,-338.44249110165,TRUE,0.711847787490224,0.696740138106876,0.0011571249996767
35012,1659.397561546,-301.30187924995,TRUE,0.686193310048096,0.691586641737419,0.00109981620616433
35013,1713.92885387218,-301.772772709315,TRUE,0.676228362226834,0.685176511814543,0.00118938206477904
35014,1683.32319184905,-359.61869530659,TRUE,0.719471549656324,0.685894952833953,0.001344303056371
35021,1647.53453574539,-462.314381759641,TRUE,0.78382394250054,0.718558485177472,0.00313533387617211
35035,1712.29140928999,-510.587917559387,TRUE,0.86696725414711,0.776717025835765,0.00552298652721425
35037,1756.52480091758,-482.862244266217,TRUE,0.741792613404769,0.776235932966912,0.00688078435413635
35038,1784.21776899128,-505.259594961533,TRUE,0.816621656672246,0.757924865465011,0.00423193090277214
35042,1674.21692250925,-609.675179247241,TRUE,0.6617599350734,0.686734716624797,0.00512802633126243
35306,1702.24145322564,-349.220105866604,TRUE,0.685769087535134,0.67803834332839,0.00128399328897595
35314,1730.62289260625,-506.875876765517,TRUE,0.848234542032445,0.800630868452814,0.00464051142058964
35315,1841.63530537493,-456.929138031871,TRUE,0.814566640616098,0.774921961756831,0.00416082137829641
35901,1624.21279920071,-195.263784835218,TRUE,0.688050672388232,0.686032561548062,0.00759602277240405
35903,1598.96301747752,-277.020599519415,TRUE,0.694889139035925,0.683245902259265,0.00126011619408267
36001,1258.19819903758,-381.03945273923,TRUE,0.702485401140267,0.722232494775724,0.00334884135516663
36002,1160.26400430353,-411.646942796933,TRUE,0.699706552055018,0.750341918147044,0.0032028927629849
36006,1346.7577763078,-226.943470891532,TRUE,0.696641920584359,0.700655087621335,0.00390289164258193
36013,1039.10554405178,-317.822011160578,TRUE,0.68611564328269,0.68827467603164,0.00192735720659251
36015,911.957481137759,-359.80552320738,TRUE,0.681475346105253,0.661094690672108,0.0022596156718506
36028,844.251290688777,-251.743616912702,TRUE,0.553369785588558,0.665596937072376,0.00152968976729065
38006,826.365863636248,-832.461362338711,TRUE,0.547058777925013,0.54522702099424,0.00288397179172102
38007,835.387097729754,-841.13556433448,TRUE,0.514176635878841,0.558241150289323,0.00308433996446389
38014,930.985576435036,-635.036727917234,TRUE,0.712651955276325,0.682019384163279,0.00127975937523234
38015,941.379807718344,-682.519075638789,TRUE,0.691660576057714,0.668272673234686,0.00527954340488469
38016,845.562057233135,-643.154401791666,TRUE,0.590393828064886,0.610873910029242,0.00452254433660305
38017,882.777803931458,-709.311961257445,TRUE,0.690386844839013,0.653828606150282,0.0012305153615397
38019,826.608343050342,-637.899945350223,TRUE,0.611692039340349,0.59386341966467,0.00385925843933704
38021,752.651304441244,-702.909972699818,TRUE,0.550678896086972,0.562223003906874,0.00205565858147649
38025,545.084333041458,-606.745398342726,TRUE,0.471647745228764,0.475684427028721,0.00120008161060865
38026,958.874681233743,-619.116044335497,TRUE,0.682125469223193,0.685563722209686,0.00386747142368158
38027,959.243741259062,-599.89776635711,TRUE,0.707495398657427,0.685519046857505,0.00341685150540605
38028,836.803348474325,-542.837116704169,TRUE,0.576818958549777,0.613408009554111,0.000678015778783737
38030,824.361071134114,-540.206219992383,TRUE,0.585984426351525,0.610940477289264,0.000713664136758509
38037,553.735875896344,-858.404501035737,TRUE,0.52287110535043,0.458199575317291,0.00350213313536895
38105,936.504655257034,-821.377864790345,TRUE,0.714234021267137,0.681357433468077,0.00250194462499046
38118,806.178522979655,-656.555818948969,TRUE,0.537063575154322,0.577028796731598,0.001097744948969
38302,992.921707929183,-806.288982495947,TRUE,0.684356951955751,0.664726793429079,0.00204253127630434
38304,810.876890662983,-780.960352435674,TRUE,0.57007518725869,0.554218061969601,0.0036528093661076
38305,686.431972779056,-787.154600132562,TRUE,0.569726789587838,0.532979873325196,0.00215382742115078
38307,511.472116366604,-804.205944086071,TRUE,0.604572457959195,0.508057569297249,0.00727084172621815
38312,828.460332925491,-733.430947397767,TRUE,0.578333180279191,0.586233548723908,0.00253500853585355
38315,519.710034682999,-732.649099771287,TRUE,0.406030725299847,0.419677638423324,0.00116059148551321
38317,977.779755248758,-537.622108750399,TRUE,0.719031157340829,0.685309024151719,0.00170018551842137
39002,1576.67734143053,-755.666372790034,TRUE,0.700794086076847,0.707513325225919,0.00746139434383872
39003,1640.67995531809,-766.229916561413,TRUE,0.727792751913968,0.75792012359126,0.0150864551368918
39006,1767.66501426881,-701.775367956931,TRUE,0.823622383301476,0.761881128344733,0.00417832912746229
39008,1850.62464716031,-700.521508661534,TRUE,0.766641853799217,0.809152026888898,0.00266729213683105
39009,1892.12451700565,-703.350047829052,TRUE,0.820089266363445,0.840574951496047,0.00208695666331123
39010,1918.09224159458,-706.091238687284,TRUE,0.886097924431581,0.845095579725224,0.00217174986007647
39011,1926.38883748488,-680.301487555722,TRUE,0.736144146373503,0.832230427287832,0.00309193389617793
39023,1896.92900584835,-553.732602515202,TRUE,0.794558147134275,0.756281697474981,0.00317395835990642
39025,1885.5794952745,-622.943472457255,TRUE,0.74868666894842,0.797053089259316,0.0026954888829278
39026,1874.47973627747,-565.526071469012,TRUE,0.804061429520955,0.759889006327959,0.00188844444603029
39028,1803.35096114842,-662.231467840971,TRUE,0.808969437549755,0.782975702172757,0.00267497869502082
39044,1965.10312477811,-509.256306059692,TRUE,0.747029079994059,0.78012844684597,0.00261701774219075
42015,1291.07714873522,-1585.66388403548,TRUE,0.497945598691318,0.609817775926015,0.0272158092171746
42016,1281.35943280681,-1495.30289081118,TRUE,0.758962937803843,0.771770365035831,0.00231632939227426
42018,1439.54482802057,-1340.11461490483,TRUE,0.716608900042564,0.714581092998798,0.00877051139279382
42027,1201.39769694213,-1368.85717917986,TRUE,0.838541525946738,0.778099417838674,0.00864607893331758
42034,1375.39034355053,-1563.95855836849,TRUE,0.651284409308994,0.61914947762098,0.019739875543089
42056,1301.92099871208,-1539.13153218739,TRUE,0.77784070736836,0.726107154529034,0.00550236455286326
42059,1239.83276804579,-1431.84099968132,TRUE,0.800011862349408,0.759137736670666,0.0202476725646146
42101,1619.22224212362,-1563.22038697379,TRUE,0.544880704047552,0.553074567822478,0.0304911362654752
42119,1303.93432206768,-1409.86249240891,TRUE,0.721119231505935,0.7773448545564,0.00421115883247515
42128,1240.29402366939,-1309.20859335424,TRUE,0.80653437671253,0.760003389586272,0.00753878554346939
42137,1244.91924067983,-1407.3652429471,TRUE,0.771788102295546,0.759106741102324,0.0217060045148813
42221,1287.82821504923,-1421.56924764608,TRUE,0.845133543759837,0.778627802801555,0.00348014555797256
42903,1489.62477156414,-1506.87043758378,TRUE,0.402891951960781,0.73735297223237,0.0103861709332878
42906,1491.05065026411,-1506.28812973126,TRUE,0.446454316531065,0.736190761433118,0.0103615998634473
44001,2807.14392417928,420.276703269556,TRUE,0.82520622063213,0.786136658178806,0.00656322966318654
44004,2810.35762663784,399.990134639848,TRUE,NA,0.779045432029927,0.00679451590507704
44006,2705.15978196478,581.560708421395,TRUE,0.809835594906069,0.81776843006581,0.00157651729100158
44007,2719.30985101162,550.603219779109,TRUE,0.796119805739356,0.827674887315808,0.00167662372209741
44012,2770.13146886253,515.263280215853,TRUE,0.825635483173947,0.812849952787913,0.00220219960854329
44013,2780.13772083593,543.835117452407,TRUE,0.830690693983193,0.814049681013199,0.00150693657928671
44019,2806.87311178887,640.974949152612,TRUE,0.806897620427649,0.806943707453971,0.00114208066610082
44026,2895.16149615067,667.840611523521,TRUE,0.778861617634089,0.791394640525503,0.00182110048911457
44031,2743.04323100719,639.546559326533,TRUE,0.803223445759154,0.808920554819376,0.000919145715714245
44032,2749.17327355752,622.860332823294,TRUE,0.807262849257488,0.815106672583313,0.00101491354822458
44035,2729.54930792653,713.23237036038,TRUE,0.826922295213324,0.803187157063275,0.00251115676620381
44120,2818.93372718701,597.517946029349,TRUE,0.753762249853586,0.806907762825763,0.00151087010224259
45002,716.394159598969,543.15139828974,TRUE,0.638952708413634,0.644782268700693,0.00594719475963313
45013,719.593537265207,582.847372800985,TRUE,0.655483644165261,0.654354462031742,0.006768779643309
45021,400.779501720224,577.184309680142,TRUE,0.628746445907123,0.630884312264802,0.00151690611768759
45101,801.432630167979,533.930441315118,TRUE,0.729884002326447,0.698294116779185,0.00706706118111999
45102,711.853258759472,503.301572338951,TRUE,0.724786855703264,0.655012321843168,0.00328187316283864
45103,656.809327713439,565.821206620487,TRUE,0.609601678930415,0.607069346729751,0.00576436995848258
45205,615.308136639665,507.034820719903,TRUE,0.604947606658674,0.634624381664215,0.00144576508080303
45213,704.557596597163,623.959914166511,TRUE,NA,0.64459431596711,0.0208007255290401
45220,419.36077797184,628.714109306914,TRUE,0.68604892342771,0.672660735995353,0.00414178448645278
46003,2316.75951784258,-252.55761373269,TRUE,0.811788019533958,0.828275345346658,0.00127297348234892
46005,2339.24096822908,-223.549036619035,TRUE,0.792783858618234,0.834264215416939,0.00177476803381269
46006,2414.79305869274,-196.216400054667,TRUE,0.704916449364613,0.765358123584569,0.0067274398279606
46011,2493.24497941337,-222.051935731469,TRUE,0.751631779760318,0.721778966915583,0.00780808154725697
46013,2483.99563487487,-181.631727222419,TRUE,0.707618691339808,0.738038375936642,0.00493863053044108
46014,2480.46479656411,-167.833655887548,TRUE,0.766107470845596,0.735362274723749,0.00422769335609755
46015,2484.99970987446,-166.852150020766,TRUE,0.687424032848972,0.730816317501311,0.00383938785933642
46016,2500.46641189457,-171.049030418546,TRUE,0.750367077268225,0.726515298502361,0.0066432470318435
46017,2498.7581915885,-153.773790499491,TRUE,0.768859602286023,0.729929263596506,0.00464101594061352
46029,2536.79254597532,-281.146188405754,TRUE,0.692434398368775,0.747315270326431,0.0173116312838171
46030,2514.74500354407,-279.929976707534,TRUE,0.834690238709482,0.746342003397795,0.0156022246314341
46031,2516.74987422943,-279.893253503437,TRUE,0.856136076171315,0.746724690090809,0.015885501290633
46032,2561.1780632511,-137.87799772963,TRUE,0.726006911984633,0.72448283195527,0.0072305962104963
46033,2570.33603076843,-147.511820594106,TRUE,NA,0.706746123309965,0.0102965820736107
46035,2593.92855845207,-167.372927266505,TRUE,0.854550415769159,0.67914233287264,0.0120316901709794
46036,2564.04909146684,-180.836129897059,TRUE,0.723074266364982,0.68756850827866,0.0140044164971355
46037,2567.46812141729,-199.34704611192,TRUE,0.37337382014815,0.668857300204925,0.0160035793962321
46038,2603.38329343897,-223.306106480101,TRUE,0.616406700858082,0.69341566206375,0.00753017674352728
46039,2598.09028651228,-220.923852127633,TRUE,0.642565885019861,0.689471338186895,0.00861334371549335
46040,2588.10693629181,-229.116213787851,TRUE,0.616086944985278,0.675887419217373,0.0125351390989968
46042,2590.54323886669,-278.78111723944,TRUE,0.545752416338496,0.674173903717488,0.0324532736059263
46043,2587.22662169565,-260.971754396842,TRUE,NA,0.673985394104542,0.0253846293294859
46044,2620.52043535734,-248.389535965285,TRUE,0.708076449876767,0.692523998442733,0.0136380728366934
46046,2623.79658732966,-255.776761589648,TRUE,0.667706703709667,0.69275799328594,0.0172575388729339
46047,2651.49625862424,-278.98034017051,TRUE,0.776441378519088,0.698724656240679,0.0239993763131354
46048,2674.2573786868,-262.3917204886,TRUE,0.723752093823072,0.716806893263418,0.0180894689255013
46052,2308.96939438455,-267.315496558489,TRUE,0.816478739235181,0.832405109451268,0.00135135229285583
46055,2368.59772381096,-203.771920393774,TRUE,0.8861686909643,0.836434521526735,0.00185195563086123
46102,2313.5411937324,-241.651266132455,TRUE,0.856201023346849,0.82776860331871,0.00146530883708629
46123,2533.07126501854,-226.274195096799,TRUE,0.770413497355352,0.691009672517946,0.0199592020993914
47001,2912.82308284809,282.391051179492,TRUE,0.676295227135816,0.658295434164748,0.0207844687556893
47014,2728.45968105182,258.913721405917,TRUE,0.834519276130202,0.815924990395711,0.00399300374269682
47018,2679.64088175896,260.749245797767,TRUE,0.847143524367865,0.839856182025543,0.0023806448738978
47019,2687.81653572697,253.483632624661,TRUE,0.857554016127556,0.829748806284542,0.00402166504337158
47102,2886.55611436102,218.019212693224,TRUE,0.592316718355382,0.695063256028121,0.021224116765902
47112,2757.92154874707,294.577551637444,TRUE,0.843487995261376,0.806138034519171,0.00267946756832208
47900,2738.18296241903,288.831827201137,TRUE,0.848188947219883,0.819163670513034,0.00268277924644998
49015,1550.57322813965,322.012389631932,TRUE,0.775904863271774,0.775871293466137,0.00657124908347283
49017,1614.19104408106,116.937824499696,TRUE,0.687212743397023,0.758217958208478,0.007522304600423
49018,1621.82752803202,57.9797206979677,TRUE,0.694209073684555,0.754515892159486,0.00704095024870143
49033,1670.8362054525,-26.8307804609536,TRUE,0.653345526747759,0.696425422209687,0.00659665826534049
49036,1711.59765319876,-133.074373699754,TRUE,0.732797329874709,0.705636724037945,0.00319303461998255
49038,1714.8768437702,47.1788657306366,TRUE,0.703418028395212,0.724449600152445,0.0040736143129648
49055,1782.68410469563,-107.786821943571,TRUE,0.700910738834311,0.713215922327841,0.00182772819320818
49070,1905.76433530155,93.2829574053346,TRUE,0.704835105869754,0.629009903330184,0.0096618246895524
49073,1915.73967981873,-4.07538946235437,TRUE,0.6396144424839,0.625021361177913,0.0165761682770451
49131,1687.79630806859,52.6518066431679,TRUE,0.726593300984465,0.761264562553406,0.00318854477852663
49165,1869.96901783981,49.8836282766938,TRUE,0.726974611319092,0.692566050471636,0.00414650593659248
49172,1938.58798601965,17.277231359869,TRUE,0.755676267942974,0.633692010966455,0.01132931287756
49907,1668.16927145702,-78.0665535880821,TRUE,0.795217095171342,0.709030923720159,0.00550105839719764
49909,1701.62732262799,-101.055195670236,TRUE,0.712421702745292,0.730605564902536,0.00361533293575481
50001,1197.17110863899,-47.1799078559055,TRUE,0.76793097125173,0.740160915999355,0.00443942230602665
50003,1054.27586773177,-71.8344870715574,TRUE,0.678580590342921,0.673226677029553,0.000808846552141501
50008,1052.17014147302,22.915131673273,TRUE,0.723652546856123,0.668265510700766,0.00465928753870364
50009,1035.78896392507,55.490353946765,TRUE,0.730565130677189,0.656524182883997,0.00570726339477505
50015,992.744950311563,119.990176681685,TRUE,0.679883375839892,0.688968436114517,0.0031370971163687
50032,1188.4409340789,396.735264621459,TRUE,0.805665883499781,0.765786202082668,0.00423620170208233
50033,1127.70498760052,381.717324519499,TRUE,0.783072730857647,0.77117643329039,0.00105742627894645
50035,1033.62793786166,292.280656151312,TRUE,0.7433914502467,0.759765597777277,0.00285361710510797
50037,981.407868044529,314.1693010173,TRUE,0.80398752884469,0.767338160892484,0.00352203570448146
50042,862.37341149026,346.548838762581,TRUE,0.84204414045828,0.715320794030622,0.0180568676294409
50043,754.055012336525,300.609596385371,TRUE,0.681206853104084,0.645068702868077,0.000831439747681635
50047,852.154189634039,476.662532024115,TRUE,0.638553692974783,0.660085961641647,0.0338349919768474
50048,895.945294011103,405.077821629498,TRUE,0.676907505908529,0.718731845561994,0.0132175258305893
50055,1094.61012532128,-79.7313440730676,TRUE,0.646372024165404,0.669895372089736,0.000493675585173654
50064,925.911530123891,70.4862247235249,TRUE,0.690584593998021,0.669064087378487,0.00175278289730771
50067,1061.22328283706,243.116416045045,TRUE,0.788056478324584,0.781409626202793,0.00141123343816772
50068,1038.32347533609,216.302404223816,TRUE,0.831401572236766,0.784089949867446,0.0023508229832718
50069,962.361124521866,201.881169790432,TRUE,0.764567300680238,0.744103320277146,0.00816013540461671
50072,1145.4715353214,367.878945682411,TRUE,0.790665027074547,0.771717265563743,0.00401609865012859
51023,1677.56930416125,-1160.68099005032,TRUE,0.810496453305088,0.773795094168876,0.00388694497053519
51030,1711.4459342775,-1417.76482130425,TRUE,0.777043200317815,0.77101896569872,0.00173182938224419
51113,1599.47526268352,-1130.98034739251,TRUE,0.802288613143922,0.790527384508469,0.00482318813112552
51119,1645.370741533,-1453.66759123546,TRUE,0.80251450649849,0.750592980777389,0.00624844487466297
52001,1544.90231684801,-771.781068311564,TRUE,0.63800636918017,0.673191695588496,0.00668142695136782
52002,1418.4756499567,-823.690009149243,TRUE,0.796571276641738,0.753430169188337,0.0101223569825655
52007,1510.53832722159,-724.29872115206,TRUE,0.528955254040094,0.73271583761753,0.00704806677638664
52010,1333.33484105747,-751.263245943775,TRUE,0.840180011658634,0.8275658367212,0.00256689136973894
52011,1334.62524939239,-691.324893693235,TRUE,0.798510317562378,0.813701007809296,0.00205190971014286
52014,1161.12185455135,-771.968281979233,TRUE,0.758223160273129,0.747378493166353,0.00277669175278486
52016,1113.01295841146,-814.704223241714,TRUE,0.747441864373416,0.726774204769886,0.00250539977942678
52019,1299.53892226287,-583.318335208577,TRUE,0.759320950699676,0.739901191343668,0.0056138442261238
52027,1240.32164181421,-532.832664097279,TRUE,0.700458108597299,0.713631767343724,0.00402505580412207
52052,1428.69131849728,-779.953634447101,TRUE,0.766161121934357,0.80923010489048,0.00659339229204552
52053,1394.70953614117,-812.937272054768,TRUE,0.84085235325136,0.821758963321677,0.00325054754729132
52054,1221.72431870108,-853.396290524294,TRUE,0.797664288957296,0.783583075673635,0.00214799946889808
52056,1487.56690897426,-736.53922639153,TRUE,0.742686766457081,0.740669973694312,0.0068491606140492
52066,1155.1679066763,-509.319623298613,TRUE,0.710779148110355,0.721584523162098,0.00217425006316092
52067,1045.25276467689,-571.365597612733,TRUE,0.650619150605442,0.703844131609222,0.00475242092369651
52068,1199.92231913328,-459.577582651319,TRUE,0.714566851153033,0.74808444313763,0.0019912975577926
52109,1406.25262366594,-704.145326297763,TRUE,0.819396755644153,0.827026078711451,0.00291684756516995
52126,1321.08051827037,-509.793146397,TRUE,0.676009304204089,0.717397617479033,0.00314826006854766
52131,1077.17456955983,-530.991732621591,TRUE,0.731559809363015,0.716015921450929,0.00108860871307505
53002,-578.950198136175,347.566221108893,TRUE,0.604917610562716,0.638512391843317,0.00857915564471691
53009,-88.7083493007144,332.446282653242,TRUE,0.402425002620488,0.380325556241324,0.00314143939816476
53013,-636.173143278851,262.963802362213,TRUE,0.668259582568992,0.696368633025393,0.00685653813378132
53015,-550.497683824799,241.428702487362,TRUE,0.749698000173219,0.636538680900709,0.00954539620810365
53018,-317.874420493561,260.724335404822,TRUE,0.448370837857005,0.490208041359465,0.00986642014237866
53019,-205.329219001557,287.212200503232,TRUE,0.357579217809115,0.383996907697748,0.00382319953839904
53025,-592.12997067939,215.73791025191,TRUE,0.611476231151883,0.654405888291238,0.00687525126400079
53026,-533.823291745708,188.693697226855,TRUE,0.66170532336032,0.610239317649082,0.00682428495380191
53027,-445.323747644627,170.10904125831,TRUE,0.559938280671433,0.568697098703938,0.00927774364670513
53028,-404.963155940499,111.929233725711,TRUE,0.626962750512402,0.479424979437342,0.0133170843676659
53036,-564.290386515003,93.891077407033,TRUE,0.667818740255231,0.58347989042981,0.00775150005216753
53040,-223.491829155051,58.4502319122065,TRUE,0.442342981585546,0.436674424354091,0.00576404888350311
53064,-585.6836336394,227.824438206247,TRUE,0.553749008045261,0.643629274963514,0.00857463460624401
53074,-559.452821687671,295.635714055335,TRUE,0.607973411688341,0.597852864937554,0.0197650500957812
53087,-499.602144867018,53.1162298728565,TRUE,0.641696587436013,0.523817452905569,0.0156769996779578
53800,-552.673075058859,411.067423946918,TRUE,0.68739175669472,0.64624253204233,0.0161122593813112
54007,658.969070045594,-479.126824456247,TRUE,0.631155189842446,0.6370171806606,0.00134001859388883
54012,881.558259096789,-394.318433164123,TRUE,0.48998887220838,0.640874018713001,0.00318264084175028
54022,818.761519115241,-288.401465619621,TRUE,0.649594038487012,0.662937933693863,0.000853399298760433
54031,502.855448781149,-268.09956419879,TRUE,0.432377752335549,0.484379921765211,0.00331041846029966
54040,223.810154198973,-389.256832771193,TRUE,0.394057803033977,0.416692278190603,0.00393176523377782
54900,228.526714588381,-252.2111351603,TRUE,0.399798686022764,0.401034546217919,0.00238916475979147
55045,-1081.88324033921,-504.364778383501,TRUE,0.149348598529953,0.197376702557302,0.00562507944839742
56021,2899.25494843195,876.693656673958,TRUE,0.762704984677875,0.802938306054162,0.000978196218171967
56022,2970.98495095281,865.332594604021,TRUE,0.811530434650157,0.770676920816091,0.00419254485275189
56033,2925.46488939617,749.58760817215,TRUE,0.832318980244115,0.800147345967451,0.00205159220308222
56041,3021.46298326518,844.189176405534,TRUE,0.770003551999235,0.788489869291315,0.00237167849185988
56044,3001.62202689133,843.554850945919,TRUE,0.813696893735867,0.776918240463277,0.00441030168857784
57010,3287.28068593844,1328.91403094365,TRUE,0.797196979032641,0.703143284407246,0.00541291467562493
58001,2735.81458195683,341.35778025491,TRUE,0.854126538932811,0.8164327415257,0.00289576666931759
58003,2718.46176496751,320.5811409009,TRUE,0.816149081041842,0.833822025116103,0.00137642372056696
58004,2788.96548598357,408.557429388036,TRUE,0.783680967162829,0.800729267265418,0.00408640389045144
58007,2737.61060002549,385.875681878447,TRUE,0.808681293165021,0.818341115325523,0.0025425110221086
58008,2767.76352199437,400.46188419836,TRUE,0.758280978633084,0.800625966835105,0.00374194931707954
58009,2732.70161695593,399.214099454378,TRUE,0.829224141540169,0.816977200585122,0.00252911559666637
58010,2759.61961925934,417.271482548125,TRUE,0.827952192294383,0.808226057173093,0.00254055255165948
58011,2709.28450775341,398.423033983113,TRUE,0.825094845023249,0.827034113226907,0.00163588021222378
58013,2692.80484890018,336.810034194403,TRUE,0.848130815039441,0.841991799442139,0.000944616756292441
58014,2702.78715297262,347.767857989458,TRUE,0.852272692698346,0.837741045066323,0.000975419550244751
58017,2702.22286300149,508.272966209688,TRUE,0.843173273657277,0.835470554698715,0.000976690467259509
58019,2695.2410353827,536.469590911292,TRUE,0.808551318091098,0.833319370311514,0.00105628250347406
58021,2684.17612809944,563.867612223848,TRUE,0.856399026851995,0.824586638726704,0.001474179920403
58102,2791.07879782838,374.150268619148,TRUE,0.708139419091474,0.775966447448812,0.0062619726019614
59003,2635.53204353379,-119.373964574867,TRUE,0.775566973527453,0.70267116388134,0.0135098023158418
59010,2610.02838473862,-10.6540674146904,TRUE,0.826516134037402,0.761055290328059,0.00484340354735108
59013,2690.84448806708,-18.188686519864,TRUE,0.722608301015636,0.667120356438425,0.0266808063513677
59020,2591.02407904404,-0.458352258679873,TRUE,0.734465264251806,0.774112702173916,0.00477710495810939
59021,2596.75244281319,81.5003182008011,TRUE,0.839027847697687,0.834693101577227,0.00139060048140471
60004,79.2680806466989,-1015.26328171404,TRUE,0.511308196107158,0.429924694659252,0.0361129529953606
60009,56.0382895101335,-1077.01099268246,TRUE,0.220423721814866,0.294630579686781,0.0153445305060104
60010,90.8944075486387,-1071.04064486477,TRUE,0.403518164521198,0.440233337882277,0.0260291575725462
60013,-163.38631532791,-1173.32669293316,TRUE,0.301139022933459,0.260517543393423,0.0019730836392815
60017,226.596124387957,-1230.15346740957,TRUE,0.274794996898446,0.267079478370762,0.00127174662376997
60018,272.560559299424,-1238.62082078234,TRUE,0.292893510853671,0.303533962149009,0.000790919290869445
60019,-140.505765846233,-1252.43192762639,TRUE,0.240755589938194,0.325140765839465,0.0106246166652315
60020,-60.2091467278975,-1272.9684264134,TRUE,0.221980310047893,0.282514054250495,0.0129429896419766
60022,76.9234589661287,-1279.48005853932,TRUE,0.226460668136703,0.315459346630264,0.0163257394323647
60023,173.433031333271,-1344.13665873535,TRUE,0.23308897982226,0.24772628846542,0.00152374458917927
60024,285.128233351286,-1316.06571689457,TRUE,0.292172295565075,0.30547689848718,0.00089147803765795
60025,-135.630415852751,-1429.24274854657,TRUE,0.180212060700416,0.205988343888661,0.00106101536681598
60027,-5.15526894488707,-1424.23298021755,TRUE,0.162010477073804,0.218352111240664,0.0062292308155748
60028,87.3651685966228,-1360.09883070386,TRUE,0.639716639484594,0.431974542565644,0.0310702027559544
60029,215.039983842937,-1390.99505784662,TRUE,0.23341044114803,0.240123748595153,0.00306608030089889
60031,-220.711585611834,-1471.09002082973,TRUE,0.179749204508085,0.263340135480374,0.0133082433921992
60051,-201.493738000762,-954.652270585462,TRUE,0.144360500993841,0.211314050375261,0.017985338516145
60056,270.368727319801,-1022.00342236216,TRUE,0.295157931765305,0.318723740022319,0.000407779415569155
60057,-204.06519040407,-1100.07843037023,TRUE,0.248416468584159,0.271833040491645,0.00439576128510802
60060,121.628456880636,-1061.08641538241,TRUE,0.614699091542657,0.459105898524516,0.0180975589910689
60065,44.6413302088184,-1189.36839866094,TRUE,0.263062251990023,0.288887995327931,0.00999521352960689
60067,159.109704856804,-1157.72406014975,TRUE,0.260478643453696,0.264921265859631,0.000294641105248709
60069,-197.244495537331,-1282.37819024126,TRUE,0.397447259155591,0.466924179937073,0.00933492760207501
60070,-50.8666007026126,-1299.42109628784,TRUE,0.182610396295902,0.226722665204138,0.0082994439622077
60071,-25.6345553682171,-1276.9300908911,TRUE,0.193488316466126,0.2135972404033,0.00658868281921569
60073,205.406529486392,-1297.67561189114,TRUE,0.237437422021616,0.260351086529117,0.00445151331371961
60074,281.725212446899,-1268.87379757963,TRUE,0.30423630681726,0.316927956693349,0.00101678201611555
60075,-194.170247320538,-1420.03979266421,TRUE,0.192763694663277,0.213157198456696,0.00344604925012113
60078,104.09721622862,-1402.78122666019,TRUE,0.276479990886661,0.313240216641542,0.0234366520364462
60079,187.526342072265,-1436.90621228229,TRUE,0.356775310590428,0.26156832455384,0.00449493908002169
60080,332.216080410162,-1366.46324139012,TRUE,0.354248228732017,0.328743770639931,0.00266338717708276
60081,-156.474632442848,-1473.71655606396,TRUE,0.196915938629186,0.192103681319399,0.000722531785091104
60082,-85.2336208446588,-1483.7612893424,TRUE,0.158706776485259,0.173018386060113,0.000962667072181721
60107,-132.310530043611,-1104.46258867431,TRUE,0.354266983291782,0.317521603808272,0.0111781049482018
60111,208.918972744989,-1059.78348347602,TRUE,0.260997496350194,0.310171005865529,0.00200635958657688
60126,-76.7930677388468,-1406.97457298429,TRUE,0.220278232374254,0.218597074443086,0.00336401393401646
60130,319.443646742639,-1407.84680840623,TRUE,0.278521478428827,0.290723751314209,0.00133867659429311
60155,174.815377863417,-955.357848679265,TRUE,0.296477327992221,0.414283473644268,0.0101376399535082
60164,-57.9085775691292,-1226.24498819611,TRUE,0.203765954639452,0.248798702592948,0.00816194755429526
