"stateroute","top_ndvi_zv","top_elev_zv","top_prec_zv","top_temp_zv","top_zhull"
2001,0.0405271124738082,0.0309669518935746,0.0568418326335812,0.0756496330159735,0.0396439150206431
2010,0.0243180129706663,0.0614556380814701,0.071659493217111,0.108080892431322,0.0550439808159876
2014,0.0283895452189847,0.0490325898557719,0.0667246485067393,0.0957525094347859,0.0575035035663233
2021,0.0885372914946374,0.0371957362799916,0.0667689995119593,0.0994609923264405,0.10284816142203
2022,0.0872689425070315,0.0556631042961135,0.073938078227994,0.113866036731814,0.101567595116848
2024,0.0818844438947048,0.0542099850058454,0.084453661080686,0.115627442719032,0.102550042340825
2025,0.0458067295396844,0.0523753105377338,0.0729590197445453,0.105965566471848,0.0853958453408024
2029,0.0689836815476057,0.0622203740988839,0.0851959768689658,0.138105098782273,0.0946670220592103
2043,0.0287619034450573,0.0517298591309951,0.0696255724132087,0.100351719067438,0.0628211145148759
2045,0.0403223947350993,0.0330788875066386,0.0528515338412434,0.0838256374574344,0.0563846726067442
2047,0.0783264855727606,0.0349840518113295,0.0653156655655845,0.096455287893256,0.118203127233189
2050,0.0852936846102123,0.0542844088168097,0.0814529231280031,0.112600610385554,0.115891012804081
2057,0.0362038482310252,0.0471154682887704,0.057109250380215,0.0880373083858564,0.0538090712848471
2059,0.0387647995064017,0.0326701482183536,0.0612498294793294,0.0832205048206647,0.0640154847560917
2060,0.0297907585598448,0.0506478378340636,0.0668827693085112,0.0962069244291458,0.0599429991574348
2063,0.0880700791829839,0.0368539470794073,0.0675688398576637,0.102902645653772,0.109528127491428
2065,0.0427024826780578,0.06447972980363,0.082110846733808,0.117857466715273,0.0779539078021436
2072,0.0411355906916157,0.0476193199816435,0.0599227484216768,0.0808455828550735,0.03706482943569
2105,0.0232143033548463,0.0565850292043937,0.0541334830574275,0.0969834753268717,0.0368142662944936
2109,0.0228799897766011,0.0565297288487625,0.0561086282737374,0.0963180318311371,0.0355566460522067
2111,0.0232566278537742,0.0624296038347575,0.0664566485524481,0.0982357510901675,0.0478618212359184
2156,0.0230125226087292,0.0492996672911179,0.0715385050008925,0.0985225372403384,0.0495291618250208
2164,0.0411207198324472,0.0517845836285377,0.0759601504926432,0.10595837063115,0.0779510566059868
2204,0.0225166726224334,0.0700400103279271,0.0524752869431023,0.101008199754979,0.0525345974890395
2205,0.0375686282963993,0.0236351880505182,0.0611749099335402,0.0808603378354453,0.042238495449461
2211,0.080124165634207,0.0530758350797899,0.0785681839604334,0.111205461350572,0.101897268550542
2212,0.0516811023805577,0.0821899735349534,0.0828710431418794,0.129303799110346,0.115365371128562
2213,0.104095347386051,0.0195305552558668,0.0603386384167932,0.0767822308915335,0.0623957879435083
2750,0.0231431361718688,0.0565197848990716,0.0511738503542906,0.0969630974147646,0.0376083165434887
2751,0.0239087973744966,0.0583156636914598,0.064360578300492,0.101292065515586,0.0463910694218646
3004,0.260820044601738,0.341402712655444,2.80964961936739,0.890868446033368,16.1349708558194
3007,0.276856120037144,0.31370313501114,2.98721624308605,0.923507512292657,16.0759062859812
3008,0.260820044601738,0.341402712655444,2.80964961936739,0.890868446033368,16.1349708558194
3010,0.260820044601738,0.341402712655444,2.80964961936739,0.890868446033368,16.1349708558194
3011,0.269540232469245,0.316598036546678,2.98824265154099,0.919788737238727,15.7872013391743
3021,0.269540232469245,0.316598036546678,2.98824265154099,0.919788737238727,15.7872013391743
3041,0.260820044601738,0.341402712655444,2.80964961936739,0.890868446033368,16.1349708558194
3051,0.284966983473582,0.312958119502124,3.04519145625338,0.941997544367902,16.0228537136608
3117,0.284841234745479,0.313054495751959,3.03631171607248,0.947790989803419,16.0237028335657
3118,0.293466066098112,0.318467675079148,3.17089452012484,0.978419929811295,16.0623924796967
3119,0.293466066098112,0.318467675079148,3.17089452012484,0.978419929811295,16.0623924796967
3125,0.277802386359752,0.319385348964397,3.03365935170859,0.947924599293079,16.0237028335657
3142,0.260820044601738,0.341402712655444,2.80964961936739,0.890868446033368,16.1349708558194
3192,0.301986217489529,0.348200779982865,3.36672502493076,1.02435974029633,17.9786278916932
3224,0.311062890452482,0.348524745152138,3.22415248381322,0.600478351093906,16.2065217643084
3318,0.293466066098112,0.318467675079148,3.17089452012484,0.978419929811295,16.0623924796967
3319,0.297413256028745,0.32622375399869,3.19922197871712,1.01555586195095,16.0623924796967
3321,0.277802386359752,0.319385348964397,3.03365935170859,0.947924599293079,16.0237028335657
3372,0.284314624523912,0.329582104766746,2.81050635788209,0.851899178247038,16.2620215317482
3403,0.260820044601738,0.341402712655444,2.80964961936739,0.890868446033368,16.1349708558194
3404,0.271669108526151,0.341893994834783,2.8100678508812,0.874569536314983,15.3248100092964
3408,0.284314624523912,0.329582104766746,2.81050635788209,0.851899178247038,16.2620215317482
3409,0.284314624523912,0.329582104766746,2.81050635788209,0.851899178247038,16.2620215317482
3418,0.269204481191701,0.34673015905963,2.98850639968264,0.91325977066406,16.5328685706362
3419,0.260820044601738,0.341402712655444,2.80964961936739,0.890868446033368,16.1349708558194
3420,0.260820044601738,0.341402712655444,2.80964961936739,0.890868446033368,16.1349708558194
3423,0.284966983473582,0.312958119502124,3.04519145625338,0.941997544367902,16.0228537136608
3883,0.284966983473582,0.312958119502124,3.04519145625338,0.941997544367902,16.0228537136608
4002,0.43112851333925,0.60761920066097,0.107647519137549,0.15388148994239,1.46454199124386
4003,0.442509206942419,0.561665064933024,0.122982066664092,0.153463218318071,1.48642482485072
