"stateroute","OA.min","OA.max","OA.slope","OA.mid","OA.curvature","ON.min","ON.max","ON.slope","ON.mid","ON.curvature"
2001,0.464598716719048,0.893333333333333,0.159901545089592,1.0992098640221,2.46968268972941,0.464598716719048,0.893333333333333,0.162629265121313,2.1333134374911,2.33520017474325
2001,0.464598716719048,0.893333333333333,0.159901545089592,1.0992098640221,2.46968268972941,0.464598716719048,0.893333333333333,0.162629265121313,2.1333134374911,2.33520017474325
2001,0.464598716719048,0.893333333333333,0.159901545089592,1.0992098640221,2.46968268972941,0.464598716719048,0.893333333333333,0.162629265121313,2.1333134374911,2.33520017474325
2001,0.464598716719048,0.893333333333333,0.159901545089592,1.0992098640221,2.46968268972941,0.464598716719048,0.893333333333333,0.162629265121313,2.1333134374911,2.33520017474325
2010,0.482936010997849,0.883333333333333,0.153245482325572,0.701269855350059,3.02252479252104,0.482936010997849,0.883333333333333,0.153954998756406,1.91550536175438,2.64820699770438
2014,0.418994502240875,0.896,0.186599785282043,1.70126985535006,2.89219634546666,0.418994502240875,0.896,0.19164990854365,3.12563305247465,2.6187385744172
2021,0.362518380989632,0.848529411764706,0.187571946086215,1.70126985535006,3.09527958241258,0.362518380989632,0.848529411764706,0.169747258804135,2.87238938841782,2.91296061931354
2022,0.360014590498781,0.855882352941176,0.193079756078172,1.70126985535006,3.12810391342808,0.360014590498781,0.855882352941176,0.178888898679348,2.90392158805225,2.82107173172446
2024,0.48040569793607,0.854901960784314,0.148697315872868,0.701269855350059,2.91983406970211,0.48040569793607,0.854901960784314,0.154769936425059,2.01041303943746,2.71788239079798
2025,0.458901555751428,0.884615384615385,0.1650192013866,1.0992098640221,2.75357882625013,0.458901555751428,0.884615384615385,0.164031187741949,2.01668930472262,2.51203144776167
2029,0.49049637505498,0.873282442748092,0.147108855663915,0.701269855350059,2.60535119997719,0.49049637505498,0.873282442748092,0.154704271897261,2.02911310489246,2.34263120558758
2043,0.32832719562216,0.874871794871795,0.210043043231569,1.70126985535006,3.48709080126614,0.32832719562216,0.874871794871795,0.184405908777637,2.87455912180823,3.01087716733343
2045,0.460945907218948,0.880952380952381,0.162098032057731,1.0992098640221,2.61313611689405,0.460945907218948,0.880952380952381,0.159112837401891,1.99764331777871,2.5243505454303
2047,0.408143312708865,0.861616161616162,0.173559266198398,1.70126985535006,2.89416077516792,0.408143312708865,0.861616161616162,0.162360197507576,2.90323472769713,2.78326133896347
2050,0.488812536493041,0.859259259259259,0.144915057061919,0.701269855350059,2.63936329830965,0.488812536493041,0.859259259259259,0.152655388322111,2.03609634534828,2.53047581702698
2057,0.453188043030059,0.902150537634409,0.174031068029555,1.0992098640221,2.78021868769958,0.453188043030059,0.902150537634409,0.167542232318463,1.94174520708866,2.52578912006507
2059,0.395075700885784,0.871794871794872,0.182456413179004,1.70126985535006,2.83043967339019,0.395075700885784,0.871794871794872,0.168975367511347,2.90323472769713,2.71595188253278
2060,0.434444440608335,0.88062015503876,0.172197834519632,1.70126985535006,2.96679371856477,0.434444440608335,0.88062015503876,0.165243518775382,2.87455912180823,2.84349255998694
2063,0.396044303109975,0.858706467661692,0.177076325453333,1.70126985535006,3.02563487161054,0.396044303109975,0.858706467661692,0.166408329046714,2.90392158805225,2.84954135471322
2065,0.381047916255462,0.870149253731343,0.189590064111307,1.70126985535006,3.54028559133435,0.381047916255462,0.870149253731343,0.188476975914504,2.99849183012192,3.14362054597126
2072,0.469620086514549,0.878125,0.168014724701943,0.701269855350059,3.29781570928601,0.469620086514549,0.878125,0.171124478378899,1.9810631808506,3.06668100712214
2105,0.428850854374346,0.896825396825397,0.184862113328531,1.40023985968608,3.05176635437629,0.428850854374346,0.896825396825397,0.189747830426277,2.20967384950167,2.70166084398576
2109,0.492953290255074,0.895238095238095,0.184865778633564,0.701269855350059,2.47398655039283,0.492953290255074,0.895238095238095,0.192721699250112,2.05741250128545,2.19472598193707
2111,0.451137534324355,0.891005291005291,0.172899367867841,1.0992098640221,3.26482358955447,0.451137534324355,0.891005291005291,0.187072840293175,2.23146959043068,2.95892802776635
2156,0.443773437190933,0.877165354330709,0.168753066816519,1.40023985968608,3.08292906157397,0.443773437190933,0.877165354330709,0.169368709259153,2.14603611177443,2.72844040404363
2164,0.334580015921455,0.884102564102564,0.207880607460529,1.70126985535006,3.94845581051616,0.334580015921455,0.884102564102564,0.196401371424138,3.01516408319058,3.38756141782828
2204,0.355179460155345,0.874871794871795,0.235782234545249,1.70126985535006,3.81658756786838,0.355179460155345,0.874871794871795,0.221032763791935,3.13198202811235,3.38064059898252
2205,0.390753930653985,0.877519379844961,0.190417780777068,1.70126985535006,2.89581327255729,0.390753930653985,0.877519379844961,0.178190286713126,2.90323472769713,2.81105645456808
2211,0.385862794168196,0.857283950617284,0.185302102078596,1.70126985535006,3.27794887288294,0.385862794168196,0.857283950617284,0.186003395607464,3.15610473626896,2.99030925253654
2212,0.401945550756319,0.866666666666667,0.187605316059888,1.70126985535006,3.58584579223974,0.401945550756319,0.866666666666667,0.189047079185065,3.1611083463179,3.18698542326238
2213,0.426277659821036,0.847474747474747,0.16187062906215,1.70126985535006,2.00773106334762,0.426277659821036,0.847474747474747,0.150433091307216,3.01320249683001,1.79043556122855
2750,0.409683662496004,0.886458333333333,0.205309925689838,1.70126985535006,3.30986723040175,0.409683662496004,0.886458333333333,0.212540018789177,3.18832839629455,2.97975181457504
2751,0.456092277980051,0.89047619047619,0.170743826392849,1.0992098640221,2.95207593613751,0.456092277980051,0.89047619047619,0.180420188068543,2.1632666372232,2.65666792135083
3004,0.418137025012025,0.84077380952381,0.150609293926282,1.70126985535006,1.18140249535091,0.418137025012025,0.84077380952381,0.140245466067044,2.87001352819036,0.8813716107137
3007,0.421457063811235,0.840296296296296,0.149620678544029,1.70126985535006,1.13022122118559,0.421457063811235,0.840296296296296,0.14626304682316,2.91750550955255,0.900723392241426
3008,0.435733877475182,0.84077380952381,0.144691195977456,1.70126985535006,1.10543675131869,0.435733877475182,0.84077380952381,0.139367208275497,2.931457870689,0.787572374822706
3010,0.421587607257079,0.84077380952381,0.149379657097196,1.70126985535006,1.20247316951624,0.421587607257079,0.84077380952381,0.145901091537638,2.94867372500703,0.928163864011576
3011,0.606154663247543,0.840888888888889,0.0838534010044491,0.400239859686077,1.57333590795816,0.606154663247543,0.840888888888889,0.0840920551517555,1.70949609713397,1.49985010878351
3021,0.465971594921493,0.840888888888889,0.145328970406305,1.0992098640221,1.02344707629657,0.465971594921493,0.840888888888889,0.145928830507197,1.90779060208691,0.856935366152423
3041,0.436027366206422,0.84077380952381,0.144233957575706,1.70126985535006,1.22086215645637,0.436027366206422,0.84077380952381,0.14107700932174,2.87001352819036,0.869221784574662
3051,0.476398022229798,0.84,0.134290878581849,1.40023985968608,0.870244646635256,0.476398022229798,0.84,0.139748487790279,2.12358549207991,0.67271865946065
3117,0.370145547336732,0.838053097345133,0.172814560501156,1.70126985535006,1.10179606362277,0.370145547336732,0.838053097345133,0.161279663943938,2.80807586809131,0.904044670620149
3118,0.382664876843038,0.834808259587021,0.163178466711407,1.70126985535006,1.21603772152015,0.382664876843038,0.834808259587021,0.154006554625166,2.83737797325349,0.953480019585197
3119,0.475781421637842,0.834808259587021,0.130641293252519,1.40023985968608,1.29817388360342,0.475781421637842,0.834808259587021,0.131606020714595,2.06301348789146,1.02257508693118
3125,0.45701953318675,0.838814814814815,0.141920986526758,1.70126985535006,0.966647529423109,0.45701953318675,0.838814814814815,0.141971467681163,2.93865312848944,0.81208978176309
3142,0.476655210225575,0.84077380952381,0.1297559681396,1.0992098640221,1.26757339420394,0.476655210225575,0.84077380952381,0.126569659817138,1.87410646986224,1.04385328618451
3192,0.563257451600015,0.838392857142857,0.101301570996828,0.400239859686077,1.58949008387733,0.563257451600015,0.838392857142857,0.101940718011514,1.70529339771489,1.40767138706626
3224,0.50933689906484,0.854708520179372,0.124979417563632,0.400239859686077,1.0225111403755,0.50933689906484,0.854708520179372,0.126123464287042,1.7768464086953,0.957883175327242
3318,0.406381502767135,0.834808259587021,0.154619140618044,1.70126985535006,1.17717159763038,0.406381502767135,0.834808259587021,0.146083358734407,2.83737797325349,0.92549642154706
3319,0.493496224376399,0.830837004405286,0.121746227734827,0.701269855350059,1.26432541667914,0.493496224376399,0.830837004405286,0.125733464751669,1.9104583856439,1.00789888005869
3321,0.417191656283472,0.838814814814815,0.156725809565106,1.70126985535006,0.923886749046984,0.417191656283472,0.838814814814815,0.153114408100827,2.93865312848944,0.744249611080786
3372,0.328627894890938,0.833186490455213,0.180241948648499,1.70126985535006,1.21125282964149,0.328627894890938,0.833186490455213,0.157431817116534,2.65577851522482,1.07236818549992
3403,0.384406710668361,0.84077380952381,0.162629304993419,1.70126985535006,1.36121491234265,0.384406710668361,0.84077380952381,0.149702198159709,2.7348531466943,1.15787240650604
3404,0.333695986108328,0.83553597650514,0.179270789506039,1.70126985535006,1.24503801720517,0.333695986108328,0.83553597650514,0.162687181460943,2.7348531466943,1.03999178224041
3408,0.480775798275798,0.833186490455213,0.201586263454123,1.70126985535006,1.84936067973259,0.480775798275798,0.833186490455213,0.131450206150054,2.75409339324294,1.76879499654049
3409,0.53430526554056,0.833186490455213,0.206529776597684,0.400239859686077,2.18549645601206,0.53430526554056,0.833186490455213,0.177091707060695,1.4888326343824,2.07559338915223
3418,0.39972544449015,0.841666666666667,0.157873332797177,1.70126985535006,1.2075098702644,0.39972544449015,0.841666666666667,0.141959664376996,2.73957234445009,1.06319603134109
3419,0.459569504569505,0.84077380952381,0.135844567521846,1.70126985535006,1.34364076356034,0.459569504569505,0.84077380952381,0.126216439752357,2.73957234445009,1.22562466034706
3420,0.516256000205026,0.84077380952381,0.115643975912946,0.400239859686077,1.1491837372368,0.516256000205026,0.84077380952381,0.114236851768983,1.66351247041516,0.890794842498882
3423,0.510899199763426,0.84,0.117563688455416,0.400239859686077,1.96480706274948,0.510899199763426,0.84,0.115199834342078,1.64411020042996,1.68946428689178
3883,0.525012935127878,0.84,0.112521881245783,0.400239859686077,2.10235542519151,0.525012935127878,0.84,0.115773471223659,1.78017324364259,1.75774694855122
4002,0.444166324983748,0.863663663663664,0.149490532527877,1.70126985535006,0.846007576845172,0.444166324983748,0.863663663663664,0.158053194639015,3.17155094567675,0.832565099151729
4003,0.430694884191788,0.866353677621283,0.157229181348917,1.70126985535006,0.768761714670828,0.430694884191788,0.866353677621283,0.153177160199766,3.0170611777964,0.723870529570335
4004,0.455043102168102,0.874039938556068,0.148604471491394,1.70126985535006,0.799423534854597,0.455043102168102,0.874039938556068,0.147938621387154,2.96451104896465,0.756893210874326
