"dep","ind","r2","adjr","corr_r","uppr","lowr"
"ndvi.var","PCA.min",0.169438048238715,0.16942424923636,-0.41162853185696,-0.404971466650554,-0.418241958266357
"ndvi.var","PCA.max",0.0447832192285961,0.0447673492039945,-0.211620460326017,-0.203976523910407,-0.219238594858084
"ndvi.var","PCA.slope",0.104164295202157,0.104149411738047,0.322744938306021,0.329883165051063,0.315569806896079
"ndvi.var","PCA.mid",0.0709081008553976,0.070892664871029,0.26628575037997,0.273692302256457,0.258847619447947
"ndvi.var","PCA.curvature",0.0154036436955784,0.0153872855570786,0.12411141645948,0.131969345870264,0.116237889334628
"ndvi.var","PCN.min",0.169438048238715,0.16942424923636,-0.41162853185696,-0.404971466650554,-0.418241958266357
"ndvi.var","PCN.max",0.0447832192285961,0.0447673492039945,-0.211620460326017,-0.203976523910407,-0.219238594858084
"ndvi.var","PCN.slope",0.101572982537777,0.101558056021454,0.318705165533565,0.32586427090965,0.311509512016393
"ndvi.var","PCN.mid",0.0208486295022302,0.0208323618270267,-0.144390545058291,-0.136559289916495,-0.152203754250443
"ndvi.var","PCN.curvature",0.00903121778226793,0.00901475377193039,0.0950327195352625,0.102943342252182,0.0871100762790418
"elev.var","PCA.min",0.211518685904204,0.211505586031899,-0.459911606620451,-0.453589376683727,-0.466187549218702
"elev.var","PCA.max",0.0186313028201823,0.0186149983061902,-0.136496530432761,-0.128648036631788,-0.144327926249936
"elev.var","PCA.slope",0.137157615754923,0.137143280443671,0.370347965776677,0.37722068718306,0.363434456051338
"elev.var","PCA.mid",0.133363726702658,0.133349328359523,0.365189987133662,0.372093211280516,0.358246365905183
"elev.var","PCA.curvature",0.0141666261807058,0.0141502474903284,0.119023637067205,0.126891758430364,0.111140538605149
"elev.var","PCN.min",0.211518685904204,0.211505586031899,-0.459911606620451,-0.453589376683727,-0.466187549218702
"elev.var","PCN.max",0.0186313028201823,0.0186149983061902,-0.136496530432761,-0.128648036631788,-0.144327926249936
"elev.var","PCN.slope",0.144677021719202,0.144662811335778,0.380364327611307,0.387176611864106,0.373510516937671
"elev.var","PCN.mid",0.00428184051858144,0.00426529760182648,-0.0654357739969619,-0.0574770434177434,-0.0733861880422928
"elev.var","PCN.curvature",0.00416828206451364,0.0041517372610923,0.0645622340421521,0.0725136102664503,0.0566026513704294
"ndvi.mean","PCA.min",0.319904233968548,0.319892934819752,0.565600772602503,0.571009466924614,0.560142978505232
"ndvi.mean","PCA.max",0.140388503620173,0.140374221987072,0.374684538805876,0.381531289011094,0.36779667718327
"ndvi.mean","PCA.slope",0.153196605351041,0.153182536512453,-0.391403379330124,-0.384617236868469,-0.398147215790434
"ndvi.mean","PCA.mid",0.229359042695215,0.229346239223587,-0.478914441936396,-0.472734318545433,-0.485047455995047
"ndvi.mean","PCA.curvature",0.0247295830445088,0.0247133798476828,-0.157256424493592,-0.149455406492882,-0.165037866460571
"ndvi.mean","PCN.min",0.319904233968548,0.319892934819752,0.565600772602503,0.571009466924614,0.560142978505232
"ndvi.mean","PCN.max",0.140388503620173,0.140374221987072,0.374684538805876,0.381531289011094,0.36779667718327
"ndvi.mean","PCN.slope",0.1514556169318,0.151441519168334,-0.389172991010168,-0.382373018097505,-0.395930812520815
"ndvi.mean","PCN.mid",0.0047575074501588,0.00474097243616067,0.0689746870247252,0.0769210785188082,0.0610195334075085
"ndvi.mean","PCN.curvature",0.0105672832162328,0.0105508447261716,-0.102797291872076,-0.094886438144531,-0.110695163085471
"elev.mean","PCA.min",0.388038415911139,0.388028248747422,-0.622927295846906,-0.618014020781963,-0.627791911948939
"elev.mean","PCA.max",0.0782161648352284,0.0782008502674404,-0.279671530255097,-0.272291115362174,-0.28701903952743
"elev.mean","PCA.slope",0.218326464880584,0.218313478113096,0.467254175883516,0.473475568144727,0.460986163305268
"elev.mean","PCA.mid",0.238800607634349,0.238787961025405,0.488672290634925,0.494729695221392,0.482567405761293
"elev.mean","PCA.curvature",0.0160793251322046,0.0160629782195136,0.126804278840283,0.134656646971422,0.118935985504866
"elev.mean","PCN.min",0.388038415911139,0.388028248747422,-0.622927295846906,-0.618014020781963,-0.627791911948939
"elev.mean","PCN.max",0.0782161648352284,0.0782008502674404,-0.279671530255097,-0.272291115362174,-0.28701903952743
"elev.mean","PCN.slope",0.216587406315414,0.21657439065511,0.465389521063178,0.471624847146455,0.459107657407641
"elev.mean","PCN.mid",0.024244437683082,0.0242282264260242,-0.155706254476441,-0.147901452658533,-0.16349166359177
"elev.mean","PCN.curvature",0.00307409529198689,0.00305753230968575,0.0554445244545115,0.0634052169392835,0.0474767767230995
