"stateroute","cutoff_lvl","parm","parm_val"
4002,"Core 50%","PCA.min",0.552238805970149
4003,"Core 50%","PCA.min",0.461538461538462
4004,"Core 50%","PCA.min",0.552238805970149
4010,"Core 50%","PCA.min",0.606741573033708
4022,"Core 50%","PCA.min",0.556701030927835
4028,"Core 50%","PCA.min",0.563829787234043
4040,"Core 50%","PCA.min",0.614583333333333
4055,"Core 50%","PCA.min",0.724137931034483
4105,"Core 50%","PCA.min",0.580357142857143
4115,"Core 50%","PCA.min",0.556701030927835
4128,"Core 50%","PCA.min",0.602409638554217
4204,"Core 50%","PCA.min",0.580357142857143
4213,"Core 50%","PCA.min",0.55421686746988
4229,"Core 50%","PCA.min",0.585106382978723
4302,"Core 50%","PCA.min",0.552238805970149
4304,"Core 50%","PCA.min",0.552238805970149
4928,"Core 50%","PCA.min",0.563829787234043
2001,"Core 50%","PCA.min",0.758620689655172
2010,"Core 50%","PCA.min",0.792682926829268
2014,"Core 50%","PCA.min",0.797619047619048
2021,"Core 50%","PCA.min",0.692307692307692
2022,"Core 50%","PCA.min",0.753246753246753
2024,"Core 50%","PCA.min",0.8
2025,"Core 50%","PCA.min",0.823529411764706
2029,"Core 50%","PCA.min",0.825
2043,"Core 50%","PCA.min",0.743589743589744
2045,"Core 50%","PCA.min",0.804878048780488
2047,"Core 50%","PCA.min",0.782051282051282
2050,"Core 50%","PCA.min",0.753086419753086
2057,"Core 50%","PCA.min",0.804878048780488
2059,"Core 50%","PCA.min",0.782051282051282
2060,"Core 50%","PCA.min",0.743589743589744
2063,"Core 50%","PCA.min",0.753246753246753
2065,"Core 50%","PCA.min",0.720930232558139
2072,"Core 50%","PCA.min",0.773809523809524
2105,"Core 50%","PCA.min",0.764705882352941
2109,"Core 50%","PCA.min",0.767441860465116
2111,"Core 50%","PCA.min",0.844444444444444
2156,"Core 50%","PCA.min",0.797619047619048
2164,"Core 50%","PCA.min",0.755813953488372
2204,"Core 50%","PCA.min",0.767441860465116
2205,"Core 50%","PCA.min",0.782051282051282
2211,"Core 50%","PCA.min",0.753086419753086
2212,"Core 50%","PCA.min",0.825
2213,"Core 50%","PCA.min",0.788732394366197
2750,"Core 50%","PCA.min",0.764705882352941
2751,"Core 50%","PCA.min",0.827160493827161
6012,"Core 50%","PCA.min",0.46551724137931
6014,"Core 50%","PCA.min",0.808695652173913
6018,"Core 50%","PCA.min",0.701492537313433
6024,"Core 50%","PCA.min",0.693548387096774
6032,"Core 50%","PCA.min",0.743801652892562
6069,"Core 50%","PCA.min",0.613636363636364
6071,"Core 50%","PCA.min",0.808695652173913
6074,"Core 50%","PCA.min",0.693548387096774
6078,"Core 50%","PCA.min",0.743801652892562
7004,"Core 50%","PCA.min",0.769230769230769
7005,"Core 50%","PCA.min",0.769230769230769
7008,"Core 50%","PCA.min",0.671052631578947
7010,"Core 50%","PCA.min",0.641025641025641
7015,"Core 50%","PCA.min",0.811111111111111
7019,"Core 50%","PCA.min",0.765957446808511
7020,"Core 50%","PCA.min",0.85
7023,"Core 50%","PCA.min",0.85
7024,"Core 50%","PCA.min",0.811111111111111
7027,"Core 50%","PCA.min",0.788888888888889
7028,"Core 50%","PCA.min",0.831325301204819
7109,"Core 50%","PCA.min",0.641025641025641
7111,"Core 50%","PCA.min",0.681318681318681
7901,"Core 50%","PCA.min",0.733333333333333
7902,"Core 50%","PCA.min",0.755555555555556
11003,"Core 50%","PCA.min",0.611650485436893
11033,"Core 50%","PCA.min",0.648936170212766
11045,"Core 50%","PCA.min",0.660194174757282
11074,"Core 50%","PCA.min",0.724137931034483
11126,"Core 50%","PCA.min",0.7
11208,"Core 50%","PCA.min",0.754237288135593
11222,"Core 50%","PCA.min",0.619047619047619
11223,"Core 50%","PCA.min",0.677966101694915
11234,"Core 50%","PCA.min",0.660194174757282
11244,"Core 50%","PCA.min",0.709677419354839
11255,"Core 50%","PCA.min",0.684210526315789
11402,"Core 50%","PCA.min",0.746987951807229
11413,"Core 50%","PCA.min",0.746987951807229
11608,"Core 50%","PCA.min",0.754237288135593
14005,"Core 50%","PCA.min",0.772277227722772
14006,"Core 50%","PCA.min",0.772277227722772
14014,"Core 50%","PCA.min",0.722772277227723
14016,"Core 50%","PCA.min",0.755102040816326
14018,"Core 50%","PCA.min",0.627659574468085
14021,"Core 50%","PCA.min",0.72972972972973
14059,"Core 50%","PCA.min",0.471698113207547
14071,"Core 50%","PCA.min",0.793814432989691
14080,"Core 50%","PCA.min",0.737373737373737
14082,"Core 50%","PCA.min",0.631067961165049
14083,"Core 50%","PCA.min",0.793814432989691
14089,"Core 50%","PCA.min",0.621212121212121
14098,"Core 50%","PCA.min",0.786516853932584
14106,"Core 50%","PCA.min",0.635416666666667
14108,"Core 50%","PCA.min",0.757281553398058
14140,"Core 50%","PCA.min",0.471698113207547
14153,"Core 50%","PCA.min",0.786516853932584
14155,"Core 50%","PCA.min",0.72972972972973
14156,"Core 50%","PCA.min",0.695238095238095
14160,"Core 50%","PCA.min",0.77
14175,"Core 50%","PCA.min",0.641666666666667
14182,"Core 50%","PCA.min",0.77
14186,"Core 50%","PCA.min",0.805825242718447
14188,"Core 50%","PCA.min",0.610526315789474
14189,"Core 50%","PCA.min",0.787878787878788
14190,"Core 50%","PCA.min",0.723404255319149
14193,"Core 50%","PCA.min",0.811881188118812
14198,"Core 50%","PCA.min",0.641666666666667
14419,"Core 50%","PCA.min",0.610526315789474
14420,"Core 50%","PCA.min",0.65
14422,"Core 50%","PCA.min",0.695238095238095
14434,"Core 50%","PCA.min",0.627659574468085
14435,"Core 50%","PCA.min",0.679245283018868
14907,"Core 50%","PCA.min",0.621212121212121
17004,"Core 50%","PCA.min",0.554347826086957
17009,"Core 50%","PCA.min",0.761061946902655
17011,"Core 50%","PCA.min",0.5625
17012,"Core 50%","PCA.min",0.527027027027027
17013,"Core 50%","PCA.min",0.620689655172414
17017,"Core 50%","PCA.min",0.672727272727273
17019,"Core 50%","PCA.min",0.595959595959596
17031,"Core 50%","PCA.min",0.521739130434783
17037,"Core 50%","PCA.min",0.581818181818182
17040,"Core 50%","PCA.min",0.648351648351648
17044,"Core 50%","PCA.min",0.548387096774194
17046,"Core 50%","PCA.min",0.672727272727273
17047,"Core 50%","PCA.min",0.663551401869159
17052,"Core 50%","PCA.min",0.673469387755102
17055,"Core 50%","PCA.min",0.535714285714286
17202,"Core 50%","PCA.min",0.647727272727273
17203,"Core 50%","PCA.min",0.647727272727273
17207,"Core 50%","PCA.min",0.581818181818182
17209,"Core 50%","PCA.min",0.783783783783784
17217,"Core 50%","PCA.min",0.582417582417582
17221,"Core 50%","PCA.min",0.596774193548387
17222,"Core 50%","PCA.min",0.673469387755102
17228,"Core 50%","PCA.min",0.586206896551724
17301,"Core 50%","PCA.min",0.521739130434783
17302,"Core 50%","PCA.min",0.632911392405063
17303,"Core 50%","PCA.min",0.617977528089888
17305,"Core 50%","PCA.min",0.554347826086957
17309,"Core 50%","PCA.min",0.592233009708738
17312,"Core 50%","PCA.min",0.630769230769231
17315,"Core 50%","PCA.min",0.612612612612613
17318,"Core 50%","PCA.min",0.611111111111111
17322,"Core 50%","PCA.min",0.612612612612613
17359,"Core 50%","PCA.min",0.783783783783784
17362,"Core 50%","PCA.min",0.5625
17367,"Core 50%","PCA.min",0.692307692307692
17372,"Core 50%","PCA.min",0.657894736842105
17900,"Core 50%","PCA.min",0.630769230769231
17903,"Core 50%","PCA.min",0.657894736842105
18003,"Core 50%","PCA.min",0.694736842105263
18008,"Core 50%","PCA.min",0.656862745098039
18009,"Core 50%","PCA.min",0.656862745098039
18102,"Core 50%","PCA.min",0.739583333333333
21001,"Core 50%","PCA.min",0.741573033707865
21002,"Core 50%","PCA.min",0.75
21003,"Core 50%","PCA.min",0.791666666666667
21004,"Core 50%","PCA.min",0.791666666666667
21010,"Core 50%","PCA.min",0.758620689655172
21105,"Core 50%","PCA.min",0.741573033707865
21109,"Core 50%","PCA.min",0.758620689655172
25010,"Core 50%","PCA.min",0.837837837837838
25014,"Core 50%","PCA.min",0.794117647058823
25018,"Core 50%","PCA.min",0.71875
25020,"Core 50%","PCA.min",0.852459016393443
25021,"Core 50%","PCA.min",0.691176470588235
25022,"Core 50%","PCA.min",0.745762711864407
25024,"Core 50%","PCA.min",0.754098360655738
25025,"Core 50%","PCA.min",0.666666666666667
25027,"Core 50%","PCA.min",0.754385964912281
25028,"Core 50%","PCA.min",0.725490196078431
25031,"Core 50%","PCA.min",0.649122807017544
25062,"Core 50%","PCA.min",0.763157894736842
25063,"Core 50%","PCA.min",0.676056338028169
25066,"Core 50%","PCA.min",0.852459016393443
25067,"Core 50%","PCA.min",0.709090909090909
25073,"Core 50%","PCA.min",0.779661016949153
25074,"Core 50%","PCA.min",0.649122807017544
25081,"Core 50%","PCA.min",0.68
25084,"Core 50%","PCA.min",0.8
25086,"Core 50%","PCA.min",0.8
25087,"Core 50%","PCA.min",0.725490196078431
