"","stateroute","scale","subrouteID","AOU","occupancy"
"37911","64038",5,"Stop41","5400",0.2
"37921","64039",5,"Stop41","5400",0.933333333333333
"37931","68113",5,"Stop41","5400",0.133333333333333
"37942","68119",5,"Stop41","5400",0.133333333333333
"38012","76306",5,"Stop41","5400",0.133333333333333
"38161","58116",5,"Stop41","5420",0.2
"38183","64038",5,"Stop41","5420",0.933333333333333
"38194","64039",5,"Stop41","5420",1
"38203","68113",5,"Stop41","5420",0.933333333333333
"38212","68119",5,"Stop41","5420",0.866666666666667
"38223","68317",5,"Stop41","5420",0.666666666666667
"38232","72029",5,"Stop41","5420",0.2
"38272","72132",5,"Stop41","5420",0.466666666666667
"38282","76306",5,"Stop41","5420",0.4
"38343","89078",5,"Stop41","5420",0.866666666666667
"38452","64038",5,"Stop41","5450",0.2
"38463","64039",5,"Stop41","5450",0.533333333333333
"38701","58116",5,"Stop41","5460",0.0666666666666667
"38722","64038",5,"Stop41","5460",0.6
"38732","64039",5,"Stop41","5460",0.666666666666667
"38752","68119",5,"Stop41","5460",0.133333333333333
"38772","72029",5,"Stop41","5460",0.0666666666666667
"38792","72035",5,"Stop41","5460",0.133333333333333
"39005","64039",5,"Stop41","5480",0.0666666666666667
"39272","64039",5,"Stop41","5491",0.133333333333333
"39433","14098",5,"Stop41","5520",1
"39932","89019",5,"Stop41","5540",0.0666666666666667
"39951","89043",5,"Stop41","5540",0.933333333333333
"40001","45101",5,"Stop41","5580",0.733333333333333
"4005","58116",5,"Stop41","5580",0.866666666666667
"40111","68317",5,"Stop41","5580",0.0666666666666667
"40131","72034",5,"Stop41","5580",0.4
"40161","72132",5,"Stop41","5580",0.0666666666666667
"4017","76306",5,"Stop41","5580",0.8
"40242","14098",5,"Stop41","5600",0.533333333333333
"40254","34034",5,"Stop41","5600",0.533333333333333
"40263","39028",5,"Stop41","5600",0.333333333333333
"40273","45101",5,"Stop41","5600",0.466666666666667
"40282","46121",5,"Stop41","5600",0.333333333333333
"40292","53025",5,"Stop41","5600",0.6
"40302","53026",5,"Stop41","5600",0.933333333333333
"40311","55011",5,"Stop41","5600",0.0666666666666667
"40322","58116",5,"Stop41","5600",0.466666666666667
"40332","59020",5,"Stop41","5600",0.8
"40345","64038",5,"Stop41","5600",0.0666666666666667
"40365","68113",5,"Stop41","5600",0.866666666666667
"40375","68119",5,"Stop41","5600",0.933333333333333
"40386","68317",5,"Stop41","5600",0.8
"40392","72029",5,"Stop41","5600",0.8
"40404","72034",5,"Stop41","5600",0.133333333333333
"40415","72035",5,"Stop41","5600",0.933333333333333
"40426","72036",5,"Stop41","5600",0.466666666666667
"40433","72132",5,"Stop41","5600",1
"40444","76306",5,"Stop41","5600",0.733333333333333
"40451","88924",5,"Stop41","5600",0.733333333333333
"40471","89019",5,"Stop41","5600",0.866666666666667
"40482","89029",5,"Stop41","5600",0.6
"40491","89043",5,"Stop41","5600",0.4
"40541","45101",5,"Stop41","5610",0.266666666666667
"40614","64038",5,"Stop41","5610",0.0666666666666667
"40625","64039",5,"Stop41","5610",1
"40851","55011",5,"Stop41","5620",1
"41071","39028",5,"Stop41","5630",0.6
"4109","46121",5,"Stop41","5630",0.2
"41164","64039",5,"Stop41","5630",0.0666666666666667
"41182","68119",5,"Stop41","5630",0.333333333333333
"41201","72029",5,"Stop41","5630",0.466666666666667
"41223","72035",5,"Stop41","5630",0.8
"41232","72036",5,"Stop41","5630",0.733333333333333
"41241","72132",5,"Stop41","5630",0.733333333333333
"41472","72029",5,"Stop41","5670",0.933333333333333
"41481","72034",5,"Stop41","5670",1
"41512","72132",5,"Stop41","5670",0.6
"41521","76306",5,"Stop41","5670",0.0666666666666667
"41641","53025",5,"Stop41","5671",0.733333333333333
"41811","89001",5,"Stop41","5671",0.533333333333333
"41821","89019",5,"Stop41","5671",0.666666666666667
"4183","89029",5,"Stop41","5671",0.333333333333333
"41841","89043",5,"Stop41","5671",0.8
"4185","89078",5,"Stop41","5671",0.4
"41932","55011",5,"Stop41","5730",0.666666666666667
"42202","55011",5,"Stop41","5738",1
"42402","14098",5,"Stop41","5800",0.533333333333333
"42681","34034",5,"Stop41","5810",0.933333333333333
"4269","39028",5,"Stop41","5810",0.866666666666667
"42702","45101",5,"Stop41","5810",0.4
"42711","46121",5,"Stop41","5810",0.466666666666667
"42732","53026",5,"Stop41","5810",0.933333333333333
"42751","58116",5,"Stop41","5810",0.933333333333333
"42761","59020",5,"Stop41","5810",1
"42785","64039",5,"Stop41","5810",0.533333333333333
"42792","68113",5,"Stop41","5810",1
"42801","68119",5,"Stop41","5810",0.933333333333333
"42811","68317",5,"Stop41","5810",1
"42821","72029",5,"Stop41","5810",0.933333333333333
"42831","72034",5,"Stop41","5810",0.533333333333333
"42841","72035",5,"Stop41","5810",1
"42851","72036",5,"Stop41","5810",1
"4286","72132",5,"Stop41","5810",1
"42871","76306",5,"Stop41","5810",0.933333333333333
"42881","88924",5,"Stop41","5810",0.933333333333333
"42892","89001",5,"Stop41","5810",1
"42902","89019",5,"Stop41","5810",0.866666666666667
"42921","89043",5,"Stop41","5810",0.333333333333333
"42932","89078",5,"Stop41","5810",0.933333333333333
"43142","76306",5,"Stop41","5830",0.133333333333333
"43243","45101",5,"Stop41","5840",0.133333333333333
"43332","68113",5,"Stop41","5840",0.666666666666667
"43354","68317",5,"Stop41","5840",0.4
"43372","72034",5,"Stop41","5840",1
"43384","72035",5,"Stop41","5840",0.0666666666666667
"43394","72036",5,"Stop41","5840",0.0666666666666667
"43402","72132",5,"Stop41","5840",0.266666666666667
"43532","53025",5,"Stop41","5850",0.0666666666666667
"43771","39028",5,"Stop41","5870",0.2
"43791","46121",5,"Stop41","5870",0.8
"43871","68113",5,"Stop41","5870",0.0666666666666667
"43902","72029",5,"Stop41","5870",0.2
"43912","72034",5,"Stop41","5870",0.133333333333333
"43921","72035",5,"Stop41","5870",0.266666666666667
"43931","72036",5,"Stop41","5870",0.0666666666666667
"43942","72132",5,"Stop41","5870",0.533333333333333
"43961","88924",5,"Stop41","5870",0.6
"44021","14098",5,"Stop41","5880",0.933333333333333
"44082","53026",5,"Stop41","5880",0.0666666666666667
"44242","89001",5,"Stop41","5880",0.2
"44253","89019",5,"Stop41","5880",0.266666666666667
"44273","89043",5,"Stop41","5880",0.866666666666667
"44283","89078",5,"Stop41","5880",0.0666666666666667
"44291","14098",5,"Stop41","5911",0.666666666666667
"44574","34034",5,"Stop41","5930",0.533333333333333
"44585","39028",5,"Stop41","5930",0.733333333333333
"44605","46121",5,"Stop41","5930",1
"44655","59020",5,"Stop41","5930",0.8
"44694","68119",5,"Stop41","5930",0.266666666666667
"44703","68317",5,"Stop41","5930",0.0666666666666667
"44715","72029",5,"Stop41","5930",0.266666666666667
"44735","72035",5,"Stop41","5930",0.733333333333333
"44745","72036",5,"Stop41","5930",0.666666666666667
"44755","72132",5,"Stop41","5930",0.333333333333333
"44775","88924",5,"Stop41","5930",0.733333333333333
"44841","34034",5,"Stop41","5950",0.0666666666666667
"44861","45101",5,"Stop41","5950",0.466666666666667
"44952","68113",5,"Stop41","5950",0.0666666666666667
"4496","68119",5,"Stop41","5950",0.0666666666666667
"44981","72029",5,"Stop41","5950",0.133333333333333
"44992","72034",5,"Stop41","5950",0.133333333333333
"45002","72035",5,"Stop41","5950",0.133333333333333
"45012","72036",5,"Stop41","5950",0.4
"45021","72132",5,"Stop41","5950",0.333333333333333
"45032","76306",5,"Stop41","5950",0.466666666666667
"45103","14098",5,"Stop41","5960",0.733333333333333
"45162","53026",5,"Stop41","5960",0.0666666666666667
"45322","89001",5,"Stop41","5960",0.133333333333333
"45331","89019",5,"Stop41","5960",0.6
"45352","89043",5,"Stop41","5960",0.866666666666667
"45362","89078",5,"Stop41","5960",0.8
"45393","39028",5,"Stop41","5970",0.266666666666667
"45412","46121",5,"Stop41","5970",0.0666666666666667
"45652","34034",5,"Stop41","5980",0.933333333333333
"45664","39028",5,"Stop41","5980",0.733333333333333
"45683","46121",5,"Stop41","5980",0.866666666666667
"45721","58116",5,"Stop41","5980",0.266666666666667
"45733","59020",5,"Stop41","5980",0.733333333333333
"45763","68113",5,"Stop41","5980",0.0666666666666667
"45774","68119",5,"Stop41","5980",0.4
"45783","68317",5,"Stop41","5980",0.0666666666666667
"45796","72029",5,"Stop41","5980",0.733333333333333
"45805","72034",5,"Stop41","5980",0.0666666666666667
"45816","72035",5,"Stop41","5980",0.866666666666667
"45824","72036",5,"Stop41","5980",0.733333333333333
"45834","72132",5,"Stop41","5980",1
"45843","76306",5,"Stop41","5980",0.666666666666667
"45854","88924",5,"Stop41","5980",0.8
"45914","14098",5,"Stop41","5990",0.866666666666667
"46142","89019",5,"Stop41","5990",0.133333333333333
"46192","34034",5,"Stop41","6040",0.733333333333333
"46203","39028",5,"Stop41","6040",0.266666666666667
"4656","64039",5,"Stop41","6050",0.0666666666666667
"46723","14098",5,"Stop41","6070",0.0666666666666667
"46773","53025",5,"Stop41","6070",0.6
"46784","53026",5,"Stop41","6070",0.4
"46943","89001",5,"Stop41","6070",0.6
"46954","89019",5,"Stop41","6070",0.933333333333333
"46964","89029",5,"Stop41","6070",0.866666666666667
"46972","89043",5,"Stop41","6070",0.8
"46983","89078",5,"Stop41","6070",0.266666666666667
"47032","46121",5,"Stop41","6080",0.4
"47072","58116",5,"Stop41","6080",0.0666666666666667
"47082","59020",5,"Stop41","6080",0.0666666666666667
"47143","72029",5,"Stop41","6080",0.6
"47154","72034",5,"Stop41","6080",0.466666666666667
"47164","72035",5,"Stop41","6080",0.6
"47174","72036",5,"Stop41","6080",0.266666666666667
"47183","72132",5,"Stop41","6080",0.4
"47203","88924",5,"Stop41","6080",0.266666666666667
"47281","39028",5,"Stop41","6100",0.2
"47471","88924",5,"Stop41","6100",0.2
"4754","34034",5,"Stop41","6110",0.0666666666666667
"47554","39028",5,"Stop41","6110",0.266666666666667
"4766","68119",5,"Stop41","6110",0.0666666666666667
"47741","88924",5,"Stop41","6110",0.0666666666666667
"47801","14098",5,"Stop41","6120",0.8
"47816","34034",5,"Stop41","6120",0.2
"47923","68113",5,"Stop41","6120",0.0666666666666667
"47935","68119",5,"Stop41","6120",0.466666666666667
"48031","89019",5,"Stop41","6120",0.333333333333333
"48061","89078",5,"Stop41","6120",0.733333333333333
"48075","14098",5,"Stop41","6130",0.2
"48081","34034",5,"Stop41","6130",1
"48092","39028",5,"Stop41","6130",1
"48111","46121",5,"Stop41","6130",0.733333333333333
"48151","58116",5,"Stop41","6130",0.2
"48162","59020",5,"Stop41","6130",0.2
"48171","64038",5,"Stop41","6130",0.8
"48181","64039",5,"Stop41","6130",0.0666666666666667
"48192","68113",5,"Stop41","6130",0.8
"48202","68119",5,"Stop41","6130",1
"48212","68317",5,"Stop41","6130",0.733333333333333
"48222","72029",5,"Stop41","6130",0.733333333333333
"48242","72035",5,"Stop41","6130",0.933333333333333
"48252","72036",5,"Stop41","6130",0.8
"48262","72132",5,"Stop41","6130",0.866666666666667
"48272","76306",5,"Stop41","6130",0.4
"48281","88924",5,"Stop41","6130",0.2
"48293","89001",5,"Stop41","6130",0.133333333333333
"48302","89019",5,"Stop41","6130",0.133333333333333
"48333","89078",5,"Stop41","6130",0.933333333333333
"48342","14098",5,"Stop41","6140",0.0666666666666667
"48371","45101",5,"Stop41","6140",0.2
"4838","46121",5,"Stop41","6140",0.0666666666666667
"48401","53026",5,"Stop41","6140",0.4
"4842","58116",5,"Stop41","6140",0.466666666666667
"48431","59020",5,"Stop41","6140",0.133333333333333
"48462","68113",5,"Stop41","6140",0.8
"48471","68119",5,"Stop41","6140",0.733333333333333
"48481","68317",5,"Stop41","6140",0.666666666666667
"48491","72029",5,"Stop41","6140",0.933333333333333
"48511","72035",5,"Stop41","6140",0.4
"48531","72132",5,"Stop41","6140",0.466666666666667
"48541","76306",5,"Stop41","6140",0.2
"4855","88924",5,"Stop41","6140",0.133333333333333
"48562","89001",5,"Stop41","6140",0.4
"48572","89019",5,"Stop41","6140",0.4
"48602","89078",5,"Stop41","6140",0.333333333333333
"48616","14098",5,"Stop41","6150",0.466666666666667
"48834","89001",5,"Stop41","6150",0.133333333333333
"48843","89019",5,"Stop41","6150",0.933333333333333
"48863","89043",5,"Stop41","6150",0.4
"48874","89078",5,"Stop41","6150",0.866666666666667
"49015","68119",5,"Stop41","6160",0.133333333333333
"49025","68317",5,"Stop41","6160",0.133333333333333
"49084","76306",5,"Stop41","6160",0.0666666666666667
"49152","14098",5,"Stop41","6170",0.2
"49162","34034",5,"Stop41","6170",0.4
"49174","39028",5,"Stop41","6170",0.4
"49191","46121",5,"Stop41","6170",0.0666666666666667
"49242","59020",5,"Stop41","6170",0.266666666666667
"49283","68119",5,"Stop41","6170",0.133333333333333
"49293","68317",5,"Stop41","6170",0.266666666666667
"49303","72029",5,"Stop41","6170",0.133333333333333
"49324","72035",5,"Stop41","6170",0.0666666666666667
"49333","72036",5,"Stop41","6170",0.133333333333333
"49365","88924",5,"Stop41","6170",0.466666666666667
"49371","89001",5,"Stop41","6170",0.0666666666666667
"49412","89078",5,"Stop41","6170",0.4
"49444","39028",5,"Stop41","6190",0.266666666666667
"49451","45101",5,"Stop41","6190",0.4
"49472","53025",5,"Stop41","6190",0.0666666666666667
"49483","53026",5,"Stop41","6190",0.133333333333333
"49501","58116",5,"Stop41","6190",0.533333333333333
"49511","59020",5,"Stop41","6190",0.4
"49531","64039",5,"Stop41","6190",0.266666666666667
"49542","68113",5,"Stop41","6190",0.6
"49552","68119",5,"Stop41","6190",0.2
"49562","68317",5,"Stop41","6190",0.866666666666667
"49571","72029",5,"Stop41","6190",0.866666666666667
"49581","72034",5,"Stop41","6190",0.533333333333333
"49591","72035",5,"Stop41","6190",0.6
"49601","72036",5,"Stop41","6190",0.266666666666667
"49611","72132",5,"Stop41","6190",0.933333333333333
"49622","76306",5,"Stop41","6190",0.666666666666667
"49631","88924",5,"Stop41","6190",0.2
"49643","89001",5,"Stop41","6190",0.8
"49661","89029",5,"Stop41","6190",0.133333333333333
"49671","89043",5,"Stop41","6190",0.133333333333333
"49683","89078",5,"Stop41","6190",0.466666666666667
"49694","14098",5,"Stop41","6200",0.266666666666667
"5003","55011",5,"Stop41","6220",0.533333333333333
"50074","64039",5,"Stop41","6220",0.0666666666666667
"50263","45101",5,"Stop41","6240",0.666666666666667
"50272","46121",5,"Stop41","6240",0.733333333333333
"50312","58116",5,"Stop41","6240",0.866666666666667
"50324","59020",5,"Stop41","6240",0.2
"50354","68113",5,"Stop41","6240",0.266666666666667
"50364","68119",5,"Stop41","6240",0.8
"50374","68317",5,"Stop41","6240",0.533333333333333
"50383","72029",5,"Stop41","6240",0.933333333333333
"50393","72034",5,"Stop41","6240",1
"50403","72035",5,"Stop41","6240",0.933333333333333
"50414","72036",5,"Stop41","6240",0.666666666666667
"50423","72132",5,"Stop41","6240",1
"50434","76306",5,"Stop41","6240",1
"50443","88924",5,"Stop41","6240",0.866666666666667
"50504","14098",5,"Stop41","6270",0.0666666666666667
"50512","34034",5,"Stop41","6270",0.2
"50524","39028",5,"Stop41","6270",0.866666666666667
"50553","53025",5,"Stop41","6270",0.533333333333333
"50563","53026",5,"Stop41","6270",1
"50592","59020",5,"Stop41","6270",0.933333333333333
"50601","64038",5,"Stop41","6270",0.0666666666666667
"50613","64039",5,"Stop41","6270",0.0666666666666667
"50622","68113",5,"Stop41","6270",0.266666666666667
"50632","68119",5,"Stop41","6270",0.2
"50642","68317",5,"Stop41","6270",0.466666666666667
"50671","72035",5,"Stop41","6270",0.466666666666667
"50682","72036",5,"Stop41","6270",0.2
"50724","89001",5,"Stop41","6270",0.933333333333333
"50733","89019",5,"Stop41","6270",0.933333333333333
"50743","89029",5,"Stop41","6270",0.466666666666667
"50752","89043",5,"Stop41","6270",0.533333333333333
"50764","89078",5,"Stop41","6270",0.866666666666667
"50942","72035",5,"Stop41","6280",0.333333333333333
"50982","88924",5,"Stop41","6280",0.4
"51123","58116",5,"Stop41","6290",0.733333333333333
"51194","72029",5,"Stop41","6290",0.4
"51204","72034",5,"Stop41","6290",1
"51214","72035",5,"Stop41","6290",0.0666666666666667
"51234","72132",5,"Stop41","6290",0.666666666666667
"51243","76306",5,"Stop41","6290",0.0666666666666667
"51253","88924",5,"Stop41","6290",0.133333333333333
"51313","14098",5,"Stop41","6291",0.0666666666666667
"51366","53025",5,"Stop41","6291",0.133333333333333
"51375","53026",5,"Stop41","6291",0.266666666666667
"51542","89019",5,"Stop41","6291",0.866666666666667
"51555","89029",5,"Stop41","6291",0.0666666666666667
"51562","89043",5,"Stop41","6291",0.0666666666666667
"51575","89078",5,"Stop41","6291",0.0666666666666667
"51623","46121",5,"Stop41","6310",0.2
"51793","88924",5,"Stop41","6310",0.466666666666667
"51854","14098",5,"Stop41","6320",0.733333333333333
"52072","89001",5,"Stop41","6320",0.666666666666667
"5210","89043",5,"Stop41","6320",0.133333333333333
"52151","45101",5,"Stop41","6360",0.133333333333333
"52244","68113",5,"Stop41","6360",0.0666666666666667
"52262","68317",5,"Stop41","6360",0.0666666666666667
"52274","72029",5,"Stop41","6360",0.0666666666666667
"52293","72035",5,"Stop41","6360",0.0666666666666667
"52324","76306",5,"Stop41","6360",0.466666666666667
"52333","88924",5,"Stop41","6360",0.133333333333333
"52602","88924",5,"Stop41","6390",0.133333333333333
"5283","72035",5,"Stop41","6410",0.0666666666666667
"52873","88924",5,"Stop41","6410",0.0666666666666667
"52962","45101",5,"Stop41","6450",0.733333333333333
"53012","58116",5,"Stop41","6450",0.266666666666667
"53093","72034",5,"Stop41","6450",0.2
"53122","72132",5,"Stop41","6450",0.133333333333333
"53134","76306",5,"Stop41","6450",0.6
"53161","89019",5,"Stop41","6450",0.866666666666667
"53181","89043",5,"Stop41","6450",0.2
"5320","14098",5,"Stop41","6460",0.866666666666667
"53252","53025",5,"Stop41","6460",0.2
"5342","89001",5,"Stop41","6460",0.533333333333333
"53451","89043",5,"Stop41","6460",0.333333333333333
"53503","45101",5,"Stop41","6470",0.0666666666666667
"5378","46121",5,"Stop41","6480",0.266666666666667
"5382","58116",5,"Stop41","6480",0.466666666666667
"5391","72035",5,"Stop41","6480",0.133333333333333
"5395","88924",5,"Stop41","6480",0.266666666666667
"5401","14098",5,"Stop41","6520",0.0666666666666667
"54021","34034",5,"Stop41","6520",0.133333333333333
"5405","46121",5,"Stop41","6520",0.0666666666666667
"54071","53026",5,"Stop41","6520",1
"54102","59020",5,"Stop41","6520",0.866666666666667
"54121","64039",5,"Stop41","6520",0.6
"54133","68113",5,"Stop41","6520",1
"54141","68119",5,"Stop41","6520",0.2
"54153","68317",5,"Stop41","6520",0.866666666666667
"54164","72029",5,"Stop41","6520",0.933333333333333
"54184","72035",5,"Stop41","6520",1
"54192","72036",5,"Stop41","6520",0.666666666666667
"54205","72132",5,"Stop41","6520",0.333333333333333
"54215","76306",5,"Stop41","6520",0.266666666666667
"54226","88924",5,"Stop41","6520",0.8
"54241","89019",5,"Stop41","6520",0.933333333333333
"54251","89029",5,"Stop41","6520",0.266666666666667
"5427","89078",5,"Stop41","6520",0.666666666666667
"54363","58116",5,"Stop41","6540",0.533333333333333
"54442","72034",5,"Stop41","6540",0.4
"54473","72132",5,"Stop41","6540",0.0666666666666667
"54481","76306",5,"Stop41","6540",0.133333333333333
"54583","45101",5,"Stop41","6550",0.266666666666667
"54631","58116",5,"Stop41","6550",0.666666666666667
"54684","68119",5,"Stop41","6550",0.0666666666666667
"54703","72029",5,"Stop41","6550",0.133333333333333
"54713","72034",5,"Stop41","6550",0.4
"54743","72132",5,"Stop41","6550",0.266666666666667
"54754","76306",5,"Stop41","6550",0.2
"5487","53025",5,"Stop41","6560",0.866666666666667
"5488","53026",5,"Stop41","6560",0.8
"55051","89019",5,"Stop41","6560",0.933333333333333
"55061","89029",5,"Stop41","6560",0.866666666666667
"55172","58116",5,"Stop41","6570",0.4
"55243","72029",5,"Stop41","6570",0.666666666666667
"55251","72034",5,"Stop41","6570",0.866666666666667
"55263","72035",5,"Stop41","6570",0.0666666666666667
"55283","72132",5,"Stop41","6570",0.333333333333333
"55293","76306",5,"Stop41","6570",0.266666666666667
"55531","72035",5,"Stop41","6580",0.0666666666666667
"55662","45101",5,"Stop41","6590",0.4
"55712","58116",5,"Stop41","6590",0.866666666666667
"55752","68113",5,"Stop41","6590",0.133333333333333
"55771","68317",5,"Stop41","6590",0.0666666666666667
"55782","72029",5,"Stop41","6590",0.533333333333333
"55802","72035",5,"Stop41","6590",0.466666666666667
"55812","72036",5,"Stop41","6590",0.0666666666666667
"55824","72132",5,"Stop41","6590",0.666666666666667
"55834","76306",5,"Stop41","6590",0.8
"55844","88924",5,"Stop41","6590",0.0666666666666667
"5598","58116",5,"Stop41","6620",0.2
"5605","72029",5,"Stop41","6620",0.466666666666667
"5606","72034",5,"Stop41","6620",0.933333333333333
"5609","72132",5,"Stop41","6620",0.133333333333333
"56102","76306",5,"Stop41","6620",0.0666666666666667
"56385","88924",5,"Stop41","6630",0.133333333333333
"56442","14098",5,"Stop41","6650",0.133333333333333
"56662","89001",5,"Stop41","6650",0.866666666666667
"56691","89043",5,"Stop41","6650",0.733333333333333
"56793","58116",5,"Stop41","6670",0.6
"56863","72029",5,"Stop41","6670",1
"56874","72034",5,"Stop41","6670",1
"56883","72035",5,"Stop41","6670",0.133333333333333
"56892","72036",5,"Stop41","6670",0.0666666666666667
"56903","72132",5,"Stop41","6670",0.866666666666667
"56915","76306",5,"Stop41","6670",0.133333333333333
"57031","53025",5,"Stop41","6680",1
"57041","53026",5,"Stop41","6680",0.2
"57212","89019",5,"Stop41","6680",0.733333333333333
"57222","89029",5,"Stop41","6680",0.866666666666667
"57233","89043",5,"Stop41","6680",0.666666666666667
"57291","46121",5,"Stop41","6710",0.0666666666666667
"57391","68317",5,"Stop41","6710",0.2
"57422","72035",5,"Stop41","6710",0.0666666666666667
"5756","46121",5,"Stop41","6730",0.133333333333333
"57692","72035",5,"Stop41","6730",0.0666666666666667
"57822","45101",5,"Stop41","6740",0.8
"57831","46121",5,"Stop41","6740",0.333333333333333
"57873","58116",5,"Stop41","6740",0.8
"57921","68119",5,"Stop41","6740",0.466666666666667
"57931","68317",5,"Stop41","6740",0.2
"57943","72029",5,"Stop41","6740",1
"57953","72034",5,"Stop41","6740",1
"57963","72035",5,"Stop41","6740",0.866666666666667
"57983","72132",5,"Stop41","6740",1
"57994","76306",5,"Stop41","6740",0.8
"58001","88924",5,"Stop41","6740",0.666666666666667
"58095","45101",5,"Stop41","6750",0.0666666666666667
"58181","68113",5,"Stop41","6750",0.466666666666667
"5820","68317",5,"Stop41","6750",0.0666666666666667
"58223","72034",5,"Stop41","6750",0.466666666666667
"58264","76306",5,"Stop41","6750",0.133333333333333
"58484","72029",5,"Stop41","6760",0.2
"58812","88924",5,"Stop41","6770",0.333333333333333
"58902","45101",5,"Stop41","6780",0.266666666666667
"59171","45101",5,"Stop41","6790",0.2
"59224","58116",5,"Stop41","6790",0.0666666666666667
"59261","68113",5,"Stop41","6790",0.0666666666666667
"59303","72034",5,"Stop41","6790",0.0666666666666667
"59333","72132",5,"Stop41","6790",0.0666666666666667
"59344","76306",5,"Stop41","6790",0.2
"59461","53025",5,"Stop41","6800",0.2
"59471","53026",5,"Stop41","6800",0.466666666666667
"59631","89001",5,"Stop41","6800",0.2
"59641","89019",5,"Stop41","6800",0.733333333333333
"59651","89029",5,"Stop41","6800",0.0666666666666667
"59661","89043",5,"Stop41","6800",0.666666666666667
"5969","34034",5,"Stop41","6810",0.6
"59701","39028",5,"Stop41","6810",0.6
"59714","45101",5,"Stop41","6810",0.4
"59721","46121",5,"Stop41","6810",0.2
"59763","58116",5,"Stop41","6810",0.866666666666667
"5977","59020",5,"Stop41","6810",0.266666666666667
"5978","64038",5,"Stop41","6810",0.133333333333333
"5979","64039",5,"Stop41","6810",0.466666666666667
"59804","68113",5,"Stop41","6810",0.866666666666667
"59812","68119",5,"Stop41","6810",0.266666666666667
"5982","68317",5,"Stop41","6810",0.8
"59833","72029",5,"Stop41","6810",0.933333333333333
"59844","72034",5,"Stop41","6810",1
"59852","72035",5,"Stop41","6810",0.733333333333333
"59861","72036",5,"Stop41","6810",1
"59871","72132",5,"Stop41","6810",1
"59884","76306",5,"Stop41","6810",0.933333333333333
"59892","88924",5,"Stop41","6810",0.8
"5990","89001",5,"Stop41","6810",0.533333333333333
"59911","89019",5,"Stop41","6810",0.0666666666666667
"59942","89078",5,"Stop41","6810",0.733333333333333
"5995","14098",5,"Stop41","6830",0.666666666666667
"59971","39028",5,"Stop41","6830",0.266666666666667
"59991","46121",5,"Stop41","6830",0.2
"6006","64039",5,"Stop41","6830",0.133333333333333
"60162","88924",5,"Stop41","6830",0.266666666666667
"6026","46121",5,"Stop41","6840",0.0666666666666667
"60433","88924",5,"Stop41","6840",0.133333333333333
"6049","14098",5,"Stop41","6850",0.0666666666666667
"60712","89001",5,"Stop41","6850",1
"60741","89043",5,"Stop41","6850",0.0666666666666667
"60914","72029",5,"Stop41","6860",0.266666666666667
"60922","72034",5,"Stop41","6860",0.666666666666667
"60952","72132",5,"Stop41","6860",0.0666666666666667
"61091","53026",5,"Stop41","6870",0.133333333333333
"61112","58116",5,"Stop41","6870",0.133333333333333
"6112","59020",5,"Stop41","6870",0.0666666666666667
"61151","68113",5,"Stop41","6870",0.0666666666666667
"61162","68119",5,"Stop41","6870",0.0666666666666667
"61171","68317",5,"Stop41","6870",0.2
"61183","72029",5,"Stop41","6870",0.4
"61193","72034",5,"Stop41","6870",0.6
"61202","72035",5,"Stop41","6870",0.666666666666667
"61211","72036",5,"Stop41","6870",0.0666666666666667
"61221","72132",5,"Stop41","6870",0.466666666666667
"61232","76306",5,"Stop41","6870",0.333333333333333
"61243","88924",5,"Stop41","6870",0.333333333333333
"61311","34034",5,"Stop41","6882",0.866666666666667
"61324","39028",5,"Stop41","6882",0.933333333333333
"61341","46121",5,"Stop41","6882",0.8
"61391","59020",5,"Stop41","6882",0.4
"61401","64038",5,"Stop41","6882",0.533333333333333
"61421","68113",5,"Stop41","6882",0.8
"61431","68119",5,"Stop41","6882",0.933333333333333
"61441","68317",5,"Stop41","6882",0.866666666666667
"61482","72036",5,"Stop41","6882",1
"61492","72132",5,"Stop41","6882",0.0666666666666667
"61562","89078",5,"Stop41","6882",0.933333333333333
"6168","64039",5,"Stop41","7000",0.533333333333333
"61903","53026",5,"Stop41","7010",0.0666666666666667
"6218","55011",5,"Stop41","7020",1
"62403","39028",5,"Stop41","7030",0.933333333333333
"62422","46121",5,"Stop41","7030",0.933333333333333
"62471","59020",5,"Stop41","7030",0.4
"62552","72035",5,"Stop41","7030",0.133333333333333
"62562","72036",5,"Stop41","7030",0.0666666666666667
"62593","88924",5,"Stop41","7030",0.0666666666666667
"62661","34034",5,"Stop41","7040",0.266666666666667
"62675","39028",5,"Stop41","7040",0.0666666666666667
"6269","46121",5,"Stop41","7040",0.666666666666667
"62732","58116",5,"Stop41","7040",0.0666666666666667
"62741","59020",5,"Stop41","7040",1
"62761","64039",5,"Stop41","7040",0.333333333333333
"62772","68113",5,"Stop41","7040",0.2
"62781","68119",5,"Stop41","7040",0.0666666666666667
"62791","68317",5,"Stop41","7040",0.266666666666667
"62802","72029",5,"Stop41","7040",0.733333333333333
"62814","72034",5,"Stop41","7040",0.2
"62822","72035",5,"Stop41","7040",1
"62833","72036",5,"Stop41","7040",0.933333333333333
"62842","72132",5,"Stop41","7040",0.933333333333333
"62852","76306",5,"Stop41","7040",0.0666666666666667
"62862","88924",5,"Stop41","7040",0.866666666666667
"62932","34034",5,"Stop41","7050",0.133333333333333
"62944","39028",5,"Stop41","7050",0.4
"62962","46121",5,"Stop41","7050",0.2
