"stateroute","scale","subrouteID","AOU","occupancy"
"68119",5,"Stop6","6870",0.0666666666666667
"68317",5,"Stop6","6870",0.133333333333333
"72029",5,"Stop6","6870",1.2
"72034",5,"Stop6","6870",1.06666666666667
"72035",5,"Stop6","6870",0.6
"72132",5,"Stop6","6870",1.2
"76306",5,"Stop6","6870",0.4
"88924",5,"Stop6","6870",0.6
"14098",5,"Stop6","6882",0.333333333333333
"34034",5,"Stop6","6882",0.266666666666667
"39028",5,"Stop6","6882",0.466666666666667
"46121",5,"Stop6","6882",1
"59020",5,"Stop6","6882",1.33333333333333
"64038",5,"Stop6","6882",0.8
"64039",5,"Stop6","6882",0.733333333333333
"68113",5,"Stop6","6882",0.333333333333333
"68119",5,"Stop6","6882",0.2
"72029",5,"Stop6","6882",0.2
"72034",5,"Stop6","6882",0.0666666666666667
"72035",5,"Stop6","6882",0.333333333333333
"72036",5,"Stop6","6882",1.2
"72132",5,"Stop6","6882",1.33333333333333
"89029",5,"Stop6","6882",0.0666666666666667
"64038",5,"Stop6","7000",0.466666666666667
"53026",5,"Stop6","7010",0.0666666666666667
"55011",5,"Stop6","7020",1
"14098",5,"Stop6","7030",0.333333333333333
"39028",5,"Stop6","7030",1
"46121",5,"Stop6","7030",0.733333333333333
"72035",5,"Stop6","7030",0.133333333333333
"72036",5,"Stop6","7030",1.33333333333333
"39028",5,"Stop6","7040",0.2
"46121",5,"Stop6","7040",0.933333333333333
"53025",5,"Stop6","7040",0.0666666666666667
"53026",5,"Stop6","7040",0.0666666666666667
"59020",5,"Stop6","7040",1.26666666666667
"64038",5,"Stop6","7040",0.133333333333333
"64039",5,"Stop6","7040",0.0666666666666667
"68113",5,"Stop6","7040",0.666666666666667
"68119",5,"Stop6","7040",0.466666666666667
"68317",5,"Stop6","7040",0.4
"72029",5,"Stop6","7040",1.13333333333333
"72034",5,"Stop6","7040",1.2
"72035",5,"Stop6","7040",1.33333333333333
"72036",5,"Stop6","7040",1
"72132",5,"Stop6","7040",1.26666666666667
"76306",5,"Stop6","7040",0.266666666666667
"88924",5,"Stop6","7040",0.2
"89029",5,"Stop6","7040",0.8
"34034",5,"Stop6","7050",0.333333333333333
"39028",5,"Stop6","7050",0.4
"64038",5,"Stop6","7050",0.333333333333333
"64039",5,"Stop6","7050",0.333333333333333
"68113",5,"Stop6","7050",0.533333333333333
"68119",5,"Stop6","7050",0.333333333333333
"68317",5,"Stop6","7050",0.0666666666666667
"72029",5,"Stop6","7050",0.133333333333333
"72034",5,"Stop6","7050",0.2
"72035",5,"Stop6","7050",0.4
"72036",5,"Stop6","7050",0.933333333333333
"76306",5,"Stop6","7050",0.133333333333333
"89019",5,"Stop6","7170",0.133333333333333
"39028",5,"Stop6","7180",1
"46121",5,"Stop6","7180",0.933333333333333
"59020",5,"Stop6","7180",0.533333333333333
"72034",5,"Stop6","7180",0.4
"72035",5,"Stop6","7180",0.266666666666667
"72036",5,"Stop6","7180",0.333333333333333
"72132",5,"Stop6","7180",0.0666666666666667
"88924",5,"Stop6","7180",0.733333333333333
"14098",5,"Stop6","7190",1.06666666666667
"14098",5,"Stop6","7210",0.866666666666667
"34034",5,"Stop6","7210",0.466666666666667
"46121",5,"Stop6","7210",1.06666666666667
"59020",5,"Stop6","7210",1.13333333333333
"64038",5,"Stop6","7210",0.6
"64039",5,"Stop6","7210",1.13333333333333
"68113",5,"Stop6","7210",0.466666666666667
"68119",5,"Stop6","7210",0.866666666666667
"68317",5,"Stop6","7210",0.333333333333333
"72029",5,"Stop6","7210",0.2
"72034",5,"Stop6","7210",0.8
"72035",5,"Stop6","7210",0.8
"72036",5,"Stop6","7210",1.33333333333333
"72132",5,"Stop6","7210",0.2
"89029",5,"Stop6","7210",0.333333333333333
"89078",5,"Stop6","7210",0.0666666666666667
"53025",5,"Stop6","7221",0.133333333333333
"89001",5,"Stop6","7221",1.33333333333333
"89019",5,"Stop6","7221",0.266666666666667
"89043",5,"Stop6","7221",1.33333333333333
"89078",5,"Stop6","7221",1.33333333333333
"45101",5,"Stop6","7222",0.533333333333333
"58116",5,"Stop6","7222",0.4
"68317",5,"Stop6","7222",0.266666666666667
"72029",5,"Stop6","7222",0.466666666666667
"72035",5,"Stop6","7222",0.2
"72132",5,"Stop6","7222",0.0666666666666667
"76306",5,"Stop6","7222",0.933333333333333
"34034",5,"Stop6","7240",0.0666666666666667
"45101",5,"Stop6","7240",0.133333333333333
"64039",5,"Stop6","7240",0.266666666666667
"45101",5,"Stop6","7250",0.0666666666666667
"64038",5,"Stop6","7250",0.2
"64039",5,"Stop6","7250",1.2
"68317",5,"Stop6","7250",0.0666666666666667
"68119",5,"Stop6","7260",0.0666666666666667
"72029",5,"Stop6","7260",0.0666666666666667
"72034",5,"Stop6","7260",0.0666666666666667
"72132",5,"Stop6","7260",0.0666666666666667
"76306",5,"Stop6","7260",0.133333333333333
"89019",5,"Stop6","7260",0.0666666666666667
"89043",5,"Stop6","7260",0.266666666666667
"14098",5,"Stop6","7270",1.2
"39028",5,"Stop6","7270",0.2
"46121",5,"Stop6","7270",0.4
"59020",5,"Stop6","7270",0.2
"68113",5,"Stop6","7270",0.333333333333333
"68119",5,"Stop6","7270",0.266666666666667
"68317",5,"Stop6","7270",0.0666666666666667
"72029",5,"Stop6","7270",0.2
"72034",5,"Stop6","7270",0.533333333333333
"72035",5,"Stop6","7270",0.2
"72036",5,"Stop6","7270",0.733333333333333
"72132",5,"Stop6","7270",0.2
"88924",5,"Stop6","7270",0.266666666666667
"89029",5,"Stop6","7270",0.2
"45101",5,"Stop6","7280",0.666666666666667
"53025",5,"Stop6","7280",0.466666666666667
"53026",5,"Stop6","7280",0.2
"76306",5,"Stop6","7280",0.466666666666667
"89019",5,"Stop6","7280",0.866666666666667
"89029",5,"Stop6","7280",0.733333333333333
"89043",5,"Stop6","7280",0.866666666666667
"39028",5,"Stop6","7310",1.2
"46121",5,"Stop6","7310",1
"59020",5,"Stop6","7310",0.933333333333333
"72029",5,"Stop6","7310",0.733333333333333
"72034",5,"Stop6","7310",0.733333333333333
"72035",5,"Stop6","7310",1.06666666666667
"72036",5,"Stop6","7310",1.33333333333333
"72132",5,"Stop6","7310",0.866666666666667
"88924",5,"Stop6","7310",0.866666666666667
"14098",5,"Stop6","7330",1.26666666666667
"55011",5,"Stop6","7331",0.2
"45101",5,"Stop6","7350",0.466666666666667
"53025",5,"Stop6","7350",0.4
"53026",5,"Stop6","7350",0.666666666666667
"58116",5,"Stop6","7350",0.666666666666667
"59020",5,"Stop6","7350",0.533333333333333
"68113",5,"Stop6","7350",0.866666666666667
"68119",5,"Stop6","7350",0.533333333333333
"68317",5,"Stop6","7350",0.8
"72029",5,"Stop6","7350",1
"72034",5,"Stop6","7350",1.06666666666667
"72035",5,"Stop6","7350",1.2
"72036",5,"Stop6","7350",0.466666666666667
"72132",5,"Stop6","7350",0.533333333333333
"76306",5,"Stop6","7350",1
"89001",5,"Stop6","7350",0.4
"89029",5,"Stop6","7350",1.06666666666667
"89078",5,"Stop6","7350",0.6
"39028",5,"Stop6","7360",0.733333333333333
"46121",5,"Stop6","7360",1.06666666666667
"88924",5,"Stop6","7360",0.466666666666667
"53025",5,"Stop6","7380",0.2
"53026",5,"Stop6","7380",0.133333333333333
"55011",5,"Stop6","7380",0.133333333333333
"89019",5,"Stop6","7380",0.266666666666667
"89029",5,"Stop6","7380",0.333333333333333
"89001",5,"Stop6","7410",0.866666666666667
"89019",5,"Stop6","7410",0.466666666666667
"89043",5,"Stop6","7410",1
"89078",5,"Stop6","7410",1
"14098",5,"Stop6","7420",0.333333333333333
"14098",5,"Stop6","7430",0.866666666666667
"55011",5,"Stop6","7430",0.266666666666667
"53025",5,"Stop6","7480",0.466666666666667
"76306",5,"Stop6","7480",0.2
"89001",5,"Stop6","7480",1.33333333333333
"89019",5,"Stop6","7480",0.6
"89043",5,"Stop6","7480",0.866666666666667
"89078",5,"Stop6","7480",0.466666666666667
"45101",5,"Stop6","7490",0.266666666666667
"53025",5,"Stop6","7490",1.26666666666667
"53026",5,"Stop6","7490",0.4
"14098",5,"Stop6","7510",0.0666666666666667
"39028",5,"Stop6","7510",0.533333333333333
"55011",5,"Stop6","7510",0.4
"72029",5,"Stop6","7510",0.333333333333333
"72034",5,"Stop6","7510",0.266666666666667
"72035",5,"Stop6","7510",0.4
"72132",5,"Stop6","7510",0.333333333333333
"88924",5,"Stop6","7510",0.2
"89019",5,"Stop6","7540",0.4
"39028",5,"Stop6","7550",0.533333333333333
"46121",5,"Stop6","7550",0.6
"58116",5,"Stop6","7550",0.2
"59020",5,"Stop6","7550",1.06666666666667
"68113",5,"Stop6","7550",0.4
"68119",5,"Stop6","7550",0.8
"68317",5,"Stop6","7550",0.0666666666666667
"72029",5,"Stop6","7550",1.13333333333333
"72034",5,"Stop6","7550",1.13333333333333
"72035",5,"Stop6","7550",1.2
"72036",5,"Stop6","7550",0.866666666666667
"72132",5,"Stop6","7550",1.26666666666667
"76306",5,"Stop6","7550",0.2
"88924",5,"Stop6","7550",1.13333333333333
"45101",5,"Stop6","7560",0.133333333333333
"53026",5,"Stop6","7560",0.866666666666667
"58116",5,"Stop6","7560",1.06666666666667
"68113",5,"Stop6","7560",0.933333333333333
"68119",5,"Stop6","7560",0.466666666666667
"72029",5,"Stop6","7560",1.06666666666667
"72034",5,"Stop6","7560",0.266666666666667
"72035",5,"Stop6","7560",1.33333333333333
"72132",5,"Stop6","7560",1.13333333333333
"76306",5,"Stop6","7560",1.13333333333333
"89029",5,"Stop6","7560",1.2
"14098",5,"Stop6","7580",0.0666666666666667
"45101",5,"Stop6","7580",0.533333333333333
"53025",5,"Stop6","7580",1.26666666666667
"53026",5,"Stop6","7580",0.466666666666667
"58116",5,"Stop6","7580",0.4
"89001",5,"Stop6","7580",1.33333333333333
"89019",5,"Stop6","7580",0.2
"89029",5,"Stop6","7580",0.0666666666666667
"89043",5,"Stop6","7580",1.26666666666667
"89078",5,"Stop6","7580",1.26666666666667
"45101",5,"Stop6","7590",1
"53025",5,"Stop6","7590",0.0666666666666667
"58116",5,"Stop6","7590",1.06666666666667
"72029",5,"Stop6","7590",1.13333333333333
"72034",5,"Stop6","7590",0.866666666666667
"72035",5,"Stop6","7590",0.666666666666667
"72132",5,"Stop6","7590",0.0666666666666667
"76306",5,"Stop6","7590",1.2
"89019",5,"Stop6","7590",1.2
"89043",5,"Stop6","7590",1.06666666666667
"14098",5,"Stop6","7610",1.2
"34034",5,"Stop6","7610",1.2
"39028",5,"Stop6","7610",1.06666666666667
"45101",5,"Stop6","7610",1
"46121",5,"Stop6","7610",1.06666666666667
"53025",5,"Stop6","7610",1.33333333333333
"53026",5,"Stop6","7610",1.33333333333333
"55011",5,"Stop6","7610",0.466666666666667
"58116",5,"Stop6","7610",1.13333333333333
"59020",5,"Stop6","7610",1.33333333333333
"64038",5,"Stop6","7610",0.4
"64039",5,"Stop6","7610",0.733333333333333
"68113",5,"Stop6","7610",1.33333333333333
"68119",5,"Stop6","7610",1.33333333333333
"68317",5,"Stop6","7610",1.13333333333333
"72029",5,"Stop6","7610",1.33333333333333
"72034",5,"Stop6","7610",1.33333333333333
"72035",5,"Stop6","7610",1.26666666666667
"72036",5,"Stop6","7610",1.33333333333333
"72132",5,"Stop6","7610",1.33333333333333
"76306",5,"Stop6","7610",1.26666666666667
"88924",5,"Stop6","7610",0.466666666666667
"89001",5,"Stop6","7610",1.33333333333333
"89019",5,"Stop6","7610",0.666666666666667
"89029",5,"Stop6","7610",1.26666666666667
"89043",5,"Stop6","7610",0.466666666666667
"89078",5,"Stop6","7610",1.2
"89001",5,"Stop6","7630",0.666666666666667
"89019",5,"Stop6","7630",0.666666666666667
"89043",5,"Stop6","7630",1.2
"89078",5,"Stop6","7630",0.6
"39028",5,"Stop6","7660",1
"59020",5,"Stop6","7660",0.0666666666666667
"72029",5,"Stop6","7660",0.0666666666666667
"72034",5,"Stop6","7660",0.466666666666667
"72035",5,"Stop6","7660",0.333333333333333
"72036",5,"Stop6","7660",1.06666666666667
"72132",5,"Stop6","7660",0.0666666666666667
"76306",5,"Stop6","7660",0.0666666666666667
"14098",5,"Stop6","7670",0.533333333333333
"53025",5,"Stop6","7680",0.133333333333333
"55011",5,"Stop6","7680",1.06666666666667
"89001",5,"Stop6","22860",0.0666666666666667
"64038",5,"Stop11","40",0.533333333333333
"64039",5,"Stop11","40",0.133333333333333
"64038",5,"Stop11","60",0.333333333333333
"64039",5,"Stop11","60",0.6
"68317",5,"Stop11","70",0.2
"59020",5,"Stop11","540",0.133333333333333
"64038",5,"Stop11","540",0.666666666666667
"64039",5,"Stop11","540",0.2
"68119",5,"Stop11","540",0.333333333333333
"68317",5,"Stop11","540",0.2
"64038",5,"Stop11","590",0.0666666666666667
"45101",5,"Stop11","640",0.0666666666666667
"64038",5,"Stop11","770",0.266666666666667
"64039",5,"Stop11","770",0.0666666666666667
"46121",5,"Stop11","1200",0.0666666666666667
"64038",5,"Stop11","1200",0.133333333333333
"68119",5,"Stop11","1200",0.0666666666666667
"14098",5,"Stop11","1290",0.0666666666666667
"72034",5,"Stop11","1290",0.0666666666666667
"72035",5,"Stop11","1290",0.0666666666666667
"72036",5,"Stop11","1290",0.133333333333333
"76306",5,"Stop11","1290",0.0666666666666667
"89001",5,"Stop11","1290",0.333333333333333
"89029",5,"Stop11","1290",0.133333333333333
"89078",5,"Stop11","1290",0.0666666666666667
"14098",5,"Stop11","1320",0.0666666666666667
"34034",5,"Stop11","1320",0.133333333333333
"45101",5,"Stop11","1320",0.0666666666666667
"46121",5,"Stop11","1320",0.2
"53026",5,"Stop11","1320",0.133333333333333
"58116",5,"Stop11","1320",0.6
"59020",5,"Stop11","1320",0.2
"64038",5,"Stop11","1320",1
"64039",5,"Stop11","1320",1.2
"68113",5,"Stop11","1320",0.2
"68119",5,"Stop11","1320",0.4
"68317",5,"Stop11","1320",0.0666666666666667
"89078",5,"Stop11","1320",0.0666666666666667
"58116",5,"Stop11","1330",0.0666666666666667
"64038",5,"Stop11","1350",1
"64039",5,"Stop11","1350",0.933333333333333
"64038",5,"Stop11","1370",0.333333333333333
"64039",5,"Stop11","1370",0.4
"64038",5,"Stop11","1390",0.2
"64038",5,"Stop11","1400",0.733333333333333
"64039",5,"Stop11","1400",0.266666666666667
"68113",5,"Stop11","1400",0.0666666666666667
"64038",5,"Stop11","1420",0.666666666666667
"64039",5,"Stop11","1420",0.533333333333333
"64038",5,"Stop11","1430",0.666666666666667
"64039",5,"Stop11","1430",0.466666666666667
"72034",5,"Stop11","1440",0.0666666666666667
"89078",5,"Stop11","1440",0.0666666666666667
"64038",5,"Stop11","1460",0.133333333333333
"64039",5,"Stop11","1460",0.0666666666666667
"64038",5,"Stop11","1470",0.133333333333333
"64039",5,"Stop11","1470",0.2
"64038",5,"Stop11","1490",0.133333333333333
"64039",5,"Stop11","1490",0.133333333333333
"45101",5,"Stop11","1500",0.133333333333333
"64038",5,"Stop11","1500",0.0666666666666667
"64038",5,"Stop11","1670",0.133333333333333
"64039",5,"Stop11","1670",0.0666666666666667
"14098",5,"Stop11","1720",0.466666666666667
"46121",5,"Stop11","1720",0.0666666666666667
"53026",5,"Stop11","1720",0.0666666666666667
"58116",5,"Stop11","1720",0.0666666666666667
"59020",5,"Stop11","1720",0.266666666666667
"64038",5,"Stop11","1720",0.266666666666667
"64039",5,"Stop11","1720",0.8
"68113",5,"Stop11","1720",0.2
"68119",5,"Stop11","1720",0.266666666666667
"68317",5,"Stop11","1720",0.133333333333333
"72034",5,"Stop11","1720",0.0666666666666667
"72035",5,"Stop11","1720",0.2
"76306",5,"Stop11","1720",0.333333333333333
"64038",5,"Stop11","1900",0.0666666666666667
"64039",5,"Stop11","1900",0.933333333333333
"68113",5,"Stop11","1900",0.2
"68119",5,"Stop11","1900",0.8
"76306",5,"Stop11","1900",0.2
"14098",5,"Stop11","1940",0.133333333333333
"34034",5,"Stop11","1940",0.266666666666667
"46121",5,"Stop11","1940",0.0666666666666667
"53026",5,"Stop11","1940",0.0666666666666667
"68113",5,"Stop11","1940",0.266666666666667
"68119",5,"Stop11","1940",0.2
"68317",5,"Stop11","1940",0.133333333333333
"89078",5,"Stop11","1940",0.0666666666666667
"34034",5,"Stop11","2010",0.0666666666666667
"59020",5,"Stop11","2010",0.0666666666666667
"68113",5,"Stop11","2010",0.133333333333333
"68317",5,"Stop11","2010",0.0666666666666667
"72034",5,"Stop11","2010",0.0666666666666667
"72035",5,"Stop11","2010",0.0666666666666667
"72036",5,"Stop11","2010",0.133333333333333
"53026",5,"Stop11","2060",0.0666666666666667
"64038",5,"Stop11","2140",0.4
"64039",5,"Stop11","2140",0.666666666666667
"64038",5,"Stop11","2210",0.6
"64039",5,"Stop11","2210",0.4
"64038",5,"Stop11","2240",0.466666666666667
"64038",5,"Stop11","2250",0.133333333333333
"45101",5,"Stop11","2300",0.0666666666666667
"64038",5,"Stop11","2300",0.6
"64039",5,"Stop11","2300",1.06666666666667
"68113",5,"Stop11","2300",0.466666666666667
"68119",5,"Stop11","2300",0.0666666666666667
"68317",5,"Stop11","2300",0.266666666666667
"76306",5,"Stop11","2300",0.133333333333333
"64038",5,"Stop11","2490",0.666666666666667
"64039",5,"Stop11","2490",1
"45101",5,"Stop11","2560",0.0666666666666667
"64038",5,"Stop11","2580",0.933333333333333
"64039",5,"Stop11","2580",0.733333333333333
"64038",5,"Stop11","2610",0.466666666666667
"64039",5,"Stop11","2610",0.0666666666666667
"68113",5,"Stop11","2610",0.133333333333333
"68317",5,"Stop11","2610",0.266666666666667
"53026",5,"Stop11","2630",0.133333333333333
"89001",5,"Stop11","2630",0.2
"89029",5,"Stop11","2630",0.333333333333333
"14098",5,"Stop11","2730",0.8
"34034",5,"Stop11","2730",1.13333333333333
"45101",5,"Stop11","2730",0.0666666666666667
"55011",5,"Stop11","2730",0.466666666666667
"59020",5,"Stop11","2730",0.0666666666666667
"64038",5,"Stop11","2730",1.13333333333333
"64039",5,"Stop11","2730",0.933333333333333
"68113",5,"Stop11","2730",0.2
"68119",5,"Stop11","2730",0.8
"68317",5,"Stop11","2730",0.6
"72036",5,"Stop11","2730",0.2
"76306",5,"Stop11","2730",0.266666666666667
"89029",5,"Stop11","2730",0.333333333333333
"34034",5,"Stop11","2890",0.0666666666666667
"14098",5,"Stop11","2940",0.6
"89001",5,"Stop11","2971",0.666666666666667
"89043",5,"Stop11","2971",0.0666666666666667
"89029",5,"Stop11","2973",0.0666666666666667
"45101",5,"Stop11","2980",0.0666666666666667
"45101",5,"Stop11","3000",0.133333333333333
"89078",5,"Stop11","3000",0.0666666666666667
"64038",5,"Stop11","3080",0.0666666666666667
"64039",5,"Stop11","3080",0.6
"34034",5,"Stop11","3091",1
"64038",5,"Stop11","3091",0.933333333333333
"64039",5,"Stop11","3091",1.13333333333333
"72035",5,"Stop11","3091",0.0666666666666667
"72036",5,"Stop11","3091",0.2
"89078",5,"Stop11","3091",0.0666666666666667
"14098",5,"Stop11","3100",1.2
"39028",5,"Stop11","3100",0.266666666666667
"53026",5,"Stop11","3100",0.0666666666666667
"59020",5,"Stop11","3100",0.0666666666666667
"68113",5,"Stop11","3100",0.266666666666667
"68119",5,"Stop11","3100",0.2
"68317",5,"Stop11","3100",0.2
"72029",5,"Stop11","3100",0.133333333333333
"72034",5,"Stop11","3100",0.133333333333333
"72035",5,"Stop11","3100",0.533333333333333
"72036",5,"Stop11","3100",0.133333333333333
"72132",5,"Stop11","3100",0.266666666666667
"76306",5,"Stop11","3100",0.0666666666666667
"88924",5,"Stop11","3100",0.0666666666666667
"89001",5,"Stop11","3120",0.866666666666667
"89078",5,"Stop11","3120",0.4
"46121",5,"Stop11","3131",0.0666666666666667
"53026",5,"Stop11","3131",0.2
"59020",5,"Stop11","3131",0.666666666666667
"64038",5,"Stop11","3131",0.2
"68113",5,"Stop11","3131",0.0666666666666667
"68119",5,"Stop11","3131",1.2
"68317",5,"Stop11","3131",0.266666666666667
"72034",5,"Stop11","3131",0.133333333333333
"72035",5,"Stop11","3131",0.2
"76306",5,"Stop11","3131",0.0666666666666667
"14098",5,"Stop11","3160",1.26666666666667
"34034",5,"Stop11","3160",1.13333333333333
"39028",5,"Stop11","3160",0.2
"46121",5,"Stop11","3160",0.933333333333333
"55011",5,"Stop11","3160",0.933333333333333
"58116",5,"Stop11","3160",0.0666666666666667
"59020",5,"Stop11","3160",1.2
"64038",5,"Stop11","3160",1.13333333333333
"64039",5,"Stop11","3160",1.06666666666667
"68113",5,"Stop11","3160",1.2
"68119",5,"Stop11","3160",1.2
"68317",5,"Stop11","3160",1
"72029",5,"Stop11","3160",0.0666666666666667
"72034",5,"Stop11","3160",1.33333333333333
"72035",5,"Stop11","3160",1.06666666666667
"72036",5,"Stop11","3160",1.26666666666667
"72132",5,"Stop11","3160",0.0666666666666667
"76306",5,"Stop11","3160",0.933333333333333
"88924",5,"Stop11","3160",0.2
"89029",5,"Stop11","3160",0.333333333333333
"89078",5,"Stop11","3160",0.133333333333333
"14098",5,"Stop11","3250",0.4
"72029",5,"Stop11","3250",0.0666666666666667
"72034",5,"Stop11","3250",0.0666666666666667
"72036",5,"Stop11","3250",0.0666666666666667
"76306",5,"Stop11","3250",0.0666666666666667
"14098",5,"Stop11","3280",0.133333333333333
"55011",5,"Stop11","3310",0.0666666666666667
"64039",5,"Stop11","3310",0.466666666666667
"68113",5,"Stop11","3310",0.0666666666666667
"68119",5,"Stop11","3310",0.133333333333333
"45101",5,"Stop11","3320",0.0666666666666667
"72034",5,"Stop11","3320",0.0666666666666667
"88924",5,"Stop11","3320",0.0666666666666667
"89019",5,"Stop11","3320",0.133333333333333
"89029",5,"Stop11","3320",0.133333333333333
"89078",5,"Stop11","3320",0.0666666666666667
"14098",5,"Stop11","3330",0.0666666666666667
"53026",5,"Stop11","3330",0.0666666666666667
"64038",5,"Stop11","3330",0.0666666666666667
"72034",5,"Stop11","3330",0.0666666666666667
"72035",5,"Stop11","3330",0.0666666666666667
"53025",5,"Stop11","3340",0.0666666666666667
"14098",5,"Stop11","3370",0.466666666666667
"34034",5,"Stop11","3370",0.733333333333333
"45101",5,"Stop11","3370",0.0666666666666667
"55011",5,"Stop11","3370",0.0666666666666667
"59020",5,"Stop11","3370",0.0666666666666667
"64039",5,"Stop11","3370",0.133333333333333
"68113",5,"Stop11","3370",0.0666666666666667
"68119",5,"Stop11","3370",0.0666666666666667
"72034",5,"Stop11","3370",0.2
"89019",5,"Stop11","3370",0.0666666666666667
"89043",5,"Stop11","3370",0.0666666666666667
"14098",5,"Stop11","3390",0.866666666666667
"46121",5,"Stop11","3390",0.0666666666666667
"76306",5,"Stop11","3390",0.0666666666666667
"88924",5,"Stop11","3390",0.266666666666667
"55011",5,"Stop11","3420",0.0666666666666667
"64038",5,"Stop11","3420",0.266666666666667
"64039",5,"Stop11","3420",0.0666666666666667
"45101",5,"Stop11","3430",0.333333333333333
"72029",5,"Stop11","3430",0.0666666666666667
"72036",5,"Stop11","3430",0.0666666666666667
"88924",5,"Stop11","3430",0.0666666666666667
"53026",5,"Stop11","3520",0.133333333333333
"89001",5,"Stop11","3520",0.2
"45101",5,"Stop11","3570",0.0666666666666667
"76306",5,"Stop11","3570",0.0666666666666667
"34034",5,"Stop11","3600",0.0666666666666667
"55011",5,"Stop11","3600",0.6
"68317",5,"Stop11","3600",0.2
"72035",5,"Stop11","3600",0.0666666666666667
"76306",5,"Stop11","3600",0.0666666666666667
"89029",5,"Stop11","3600",0.0666666666666667
"89078",5,"Stop11","3600",0.0666666666666667
"46121",5,"Stop11","3640",0.0666666666666667
"53026",5,"Stop11","3640",0.133333333333333
"89019",5,"Stop11","3640",0.133333333333333
"89029",5,"Stop11","3640",0.0666666666666667
"64039",5,"Stop11","3670",0.133333333333333
"68113",5,"Stop11","3680",0.0666666666666667
"72029",5,"Stop11","3680",0.0666666666666667
"72035",5,"Stop11","3680",0.133333333333333
"89019",5,"Stop11","3680",0.0666666666666667
"53025",5,"Stop11","3700",0.0666666666666667
"14098",5,"Stop11","3750",0.0666666666666667
"39028",5,"Stop11","3750",0.0666666666666667
"34034",5,"Stop11","3870",0.133333333333333
"39028",5,"Stop11","3870",0.466666666666667
"46121",5,"Stop11","3870",0.0666666666666667
"72029",5,"Stop11","3870",0.133333333333333
"72034",5,"Stop11","3870",0.466666666666667
"72035",5,"Stop11","3870",0.0666666666666667
"72132",5,"Stop11","3870",0.0666666666666667
"88924",5,"Stop11","3870",0.133333333333333
"68119",5,"Stop11","3880",0.2
"72034",5,"Stop11","3880",0.133333333333333
"72035",5,"Stop11","3880",0.0666666666666667
"72036",5,"Stop11","3880",0.133333333333333
"76306",5,"Stop11","3880",0.2
"14098",5,"Stop11","3900",0.133333333333333
"53026",5,"Stop11","3900",0.2
"58116",5,"Stop11","3900",0.133333333333333
"59020",5,"Stop11","3900",0.133333333333333
"68119",5,"Stop11","3900",0.0666666666666667
"72029",5,"Stop11","3900",0.0666666666666667
"72036",5,"Stop11","3900",0.0666666666666667
"72132",5,"Stop11","3900",0.0666666666666667
"76306",5,"Stop11","3900",0.0666666666666667
"89001",5,"Stop11","3900",0.133333333333333
"89078",5,"Stop11","3900",0.133333333333333
"14098",5,"Stop11","3930",0.0666666666666667
"39028",5,"Stop11","3930",0.0666666666666667
"45101",5,"Stop11","3930",0.266666666666667
"46121",5,"Stop11","3930",0.0666666666666667
"53025",5,"Stop11","3930",0.266666666666667
"53026",5,"Stop11","3930",0.2
"58116",5,"Stop11","3930",0.0666666666666667
"68113",5,"Stop11","3930",0.6
"72029",5,"Stop11","3930",0.133333333333333
"72034",5,"Stop11","3930",0.0666666666666667
"72035",5,"Stop11","3930",0.133333333333333
"72132",5,"Stop11","3930",0.133333333333333
"76306",5,"Stop11","3930",0.133333333333333
"88924",5,"Stop11","3930",0.0666666666666667
"89001",5,"Stop11","3930",0.733333333333333
"89019",5,"Stop11","3930",0.133333333333333
"89043",5,"Stop11","3930",0.333333333333333
"14098",5,"Stop11","3940",0.266666666666667
"39028",5,"Stop11","3940",0.133333333333333
"46121",5,"Stop11","3940",0.2
"53026",5,"Stop11","3940",0.0666666666666667
"58116",5,"Stop11","3940",0.2
"59020",5,"Stop11","3940",0.2
"68113",5,"Stop11","3940",0.0666666666666667
"68119",5,"Stop11","3940",0.133333333333333
"68317",5,"Stop11","3940",0.133333333333333
"72029",5,"Stop11","3940",0.333333333333333
"72034",5,"Stop11","3940",0.8
"72035",5,"Stop11","3940",0.8
"72036",5,"Stop11","3940",0.933333333333333
"72132",5,"Stop11","3940",0.6
"76306",5,"Stop11","3940",0.0666666666666667
"88924",5,"Stop11","3940",0.266666666666667
"89001",5,"Stop11","3940",0.133333333333333
"14098",5,"Stop11","3970",1.06666666666667
"45101",5,"Stop11","4000",0.2
"45101",5,"Stop11","4010",0.0666666666666667
"53025",5,"Stop11","4010",0.133333333333333
"89043",5,"Stop11","4010",0.0666666666666667
"45101",5,"Stop11","4020",0.0666666666666667
"58116",5,"Stop11","4020",0.0666666666666667
"68113",5,"Stop11","4020",0.4
"68317",5,"Stop11","4020",0.0666666666666667
"72029",5,"Stop11","4020",1.2
"72034",5,"Stop11","4020",1.2
"72035",5,"Stop11","4020",0.2
"72132",5,"Stop11","4020",0.866666666666667
"76306",5,"Stop11","4020",0.533333333333333
"53026",5,"Stop11","4021",0.133333333333333
"89019",5,"Stop11","4021",0.0666666666666667
"89029",5,"Stop11","4021",0.533333333333333
"89043",5,"Stop11","4022",0.0666666666666667
"89043",5,"Stop11","4030",0.0666666666666667
"89078",5,"Stop11","4030",0.2
"89019",5,"Stop11","4040",0.133333333333333
"39028",5,"Stop11","4050",0.266666666666667
"45101",5,"Stop11","4050",0.333333333333333
