"stateroute","PCA.min","PCA.max","PCA.slope","PCA.mid","PCA.curvature","PCN.min","PCN.max","PCN.slope","PCN.mid","PCN.curvature"
4002,0.447761194029851,0.824324324324324,0.250183128404789,1.87736111440574,8.21565038222616e-15,0.447761194029851,0.824324324324324,0.270920108585923,3.29098382445953,1.50435219836709e-14
4003,0.435897435897436,0.826291079812207,0.265606066361012,2.00229985101404,-4.05231403988182e-15,0.435897435897436,0.826291079812207,0.260425058840138,3.31924490025786,-1.19348975147204e-14
4004,0.462686567164179,0.838709677419355,0.280107834609043,2.00229985101404,8.82627304576999e-15,0.462686567164179,0.838709677419355,0.270140398306841,3.26969969738437,-3.10862446895044e-15
4010,0.49438202247191,0.834862385321101,0.303844622266734,1.87736111440574,-1.21014309684142e-14,0.49438202247191,0.834862385321101,0.290226746096348,3.0674676305668,-8.60422844084496e-15
4022,0.484536082474227,0.808035714285714,0.227297080381945,1.87736111440574,7.7715611723761e-16,0.484536082474227,0.808035714285714,0.24246844562029,3.31489201347405,1.08801856413265e-14
4028,0.478723404255319,0.810810810810811,0.218692366157795,1.87736111440574,2.34812169708221e-14,0.478723404255319,0.810810810810811,0.215300099340664,3.23604996036097,2.09832151654155e-14
4040,0.541666666666667,0.808888888888889,0.188853184129185,1.70126985535006,4.10782519111308e-15,0.541666666666667,0.808888888888889,0.187987574331685,3.04919217103876,9.43689570931383e-15
4055,0.632183908045977,0.828054298642534,0.12898820712328,1.70126985535006,7.43849426498855e-15,0.632183908045977,0.828054298642534,0.124127515584307,3.01196494938269,2.1316282072803e-14
4063,0.566265060240964,0.825892857142857,0.171724753114418,1.70126985535006,-4.21884749357559e-15,0.566265060240964,0.825892857142857,0.159264888900863,2.95088387981215,2.22044604925031e-15
4105,0.526785714285714,0.82648401826484,0.201912239046673,1.70126985535006,4.9960036108132e-15,0.526785714285714,0.82648401826484,0.19213089110075,2.97278891007255,8.32667268468867e-15
4115,0.484536082474227,0.8125,0.21888914597596,1.87736111440574,3.39728245535298e-14,0.484536082474227,0.8125,0.234387993683288,3.21088899827208,2.54796184151473e-14
4128,0.481927710843373,0.815315315315315,0.219548596635702,1.87736111440574,-6.10622663543836e-16,0.481927710843373,0.815315315315315,0.223695817007087,3.23604996036097,-1.36557432028894e-14
4204,0.526785714285714,0.824884792626728,0.198956803439078,1.70126985535006,-1.34336985979644e-14,0.526785714285714,0.824884792626728,0.189599005425957,2.97278891007255,-4.42978986825437e-14
4213,0.421686746987952,0.823529411764706,0.264628894226067,2.0992098640221,-2.77555756156289e-15,0.421686746987952,0.823529411764706,0.272293692555033,3.46938996029444,-2.54241072639161e-14
4229,0.51063829787234,0.8125,0.198787573956637,1.70126985535006,1.2712053631958e-14,0.51063829787234,0.8125,0.203263432138908,3.08340705497524,4.21884749357559e-15
4302,0.447761194029851,0.824324324324324,0.250183128404789,1.87736111440574,-1.99840144432528e-15,0.447761194029851,0.824324324324324,0.270920108585923,3.29098382445953,1.01585406753202e-14
4304,0.462686567164179,0.838709677419355,0.280107834609043,2.00229985101404,3.71924713249427e-15,0.462686567164179,0.838709677419355,0.270140398306841,3.26969969738437,1.0991207943789e-14
4928,0.478723404255319,0.807174887892377,0.217246576101216,1.87736111440574,1.84297022087776e-14,0.478723404255319,0.807174887892377,0.213591961838262,3.24011640213455,1.12132525487141e-14
2001,0.747126436781609,0.864,0.0970613933011922,1.70126985535006,2.60902410786912e-14,0.747126436781609,0.864,0.0953748357524905,3.10236509133853,2.73114864057789e-14
2010,0.707317073170732,0.859375,0.133893575927808,1.70126985535006,2.8643754035329e-14,0.707317073170732,0.859375,0.129987298236309,3.09595931593293,2.91988655476416e-14
2014,0.702380952380952,0.88,0.130436525509018,1.70126985535006,-2.39808173319034e-14,0.702380952380952,0.88,0.134436177033326,3.12563305247466,-4.2410519540681e-14
2021,0.653846153846154,0.808823529411765,0.120134277174103,1.70126985535006,3.33066907387547e-16,0.653846153846154,0.808823529411765,0.102659828162461,2.87238938841782,6.32827124036339e-15
2022,0.623376623376623,0.830882352941177,0.144168009560287,1.70126985535006,2.77555756156289e-14,0.623376623376623,0.830882352941177,0.127929396990857,2.90392158805225,2.69784194983913e-14
2024,0.775,0.838235294117647,0.0939022885121251,1.70126985535006,-2.55351295663786e-15,0.775,0.838235294117647,0.0923451804555968,3.19953578119834,-5.99520433297585e-15
2025,0.694117647058824,0.869230769230769,0.129504057201192,1.70126985535006,2.08721928629529e-14,0.694117647058824,0.869230769230769,0.12977850012703,3.0814913285257,3.86357612569554e-14
2029,0.775,0.862595419847328,0.125320713770169,1.70126985535006,-1.0325074129014e-14,0.775,0.862595419847328,0.128926751688537,3.1611083463179,-3.39728245535298e-14
2043,0.666666666666667,0.853846153846154,0.133896652229945,1.70126985535006,6.32827124036339e-15,0.666666666666667,0.853846153846154,0.116160312095743,2.87455912180823,7.99360577730113e-15
2045,0.75609756097561,0.849206349206349,0.0756705838113489,1.70126985535006,-1.73194791841524e-14,0.75609756097561,0.849206349206349,0.0679397708381849,3.024950636487,-1.59872115546023e-14
2047,0.705128205128205,0.818181818181818,0.0861850812183798,1.70126985535006,-6.66133814775094e-16,0.705128205128205,0.818181818181818,0.0750757522492169,2.90323472769713,-5.32907051820075e-15
2050,0.716049382716049,0.844444444444444,0.0978804526826837,1.70126985535006,3.33066907387547e-15,0.716049382716049,0.844444444444444,0.103726362666555,3.15610473626896,1.765254609154e-14
2057,0.75609756097561,0.887096774193548,0.118802654484918,1.70126985535006,1.17683640610267e-14,0.75609756097561,0.887096774193548,0.117756159958625,3.024950636487,2.22044604925031e-15
2059,0.705128205128205,0.830769230769231,0.0957809459313544,1.70126985535006,3.1641356201817e-14,0.705128205128205,0.830769230769231,0.0834347019841816,2.90323472769713,2.70894418008538e-14
2060,0.666666666666667,0.852713178294574,0.133926759170062,1.70126985535006,3.98570065840431e-14,0.666666666666667,0.852713178294574,0.115466356804103,2.87455912180823,3.19744231092045e-14
2063,0.623376623376623,0.82089552238806,0.145050202975278,1.70126985535006,-6.43929354282591e-15,0.623376623376623,0.82089552238806,0.127653257669009,2.90392158805225,-1.16573417585641e-14
2065,0.662790697674419,0.850746268656716,0.157901844730516,1.70126985535006,-7.43849426498855e-15,0.662790697674419,0.850746268656716,0.146647678219058,2.99849183012192,9.65894031423886e-15
2072,0.714285714285714,0.8515625,0.107352022791567,1.70126985535006,4.77395900588817e-15,0.714285714285714,0.8515625,0.110254919992547,3.17268075478894,-1.06581410364015e-14
2105,0.694117647058824,0.873015873015873,0.139900467004549,1.70126985535006,-4.66293670342566e-14,0.694117647058824,0.873015873015873,0.150824323883397,3.18832839629455,-4.9515946898282e-14
2109,0.63953488372093,0.873015873015873,0.3574349608606,1.70126985535006,3.33066907387547e-15,0.63953488372093,0.873015873015873,0.330084620641553,3.13198202811235,1.02140518265514e-14
2111,0.744444444444444,0.873015873015873,0.103433220493379,1.70126985535006,-2.24265050974282e-14,0.744444444444444,0.873015873015873,0.118712135155853,3.25306325302577,-2.28705943072782e-14
2156,0.702380952380952,0.866141732283465,0.123852964901308,1.70126985535006,-3.33066907387547e-15,0.702380952380952,0.866141732283465,0.127902412400508,3.12563305247466,-8.99280649946377e-15
2164,0.674418604651163,0.869230769230769,0.145119839945111,1.70126985535006,1.36557432028894e-14,0.674418604651163,0.869230769230769,0.138744481277177,3.01516408319058,4.21884749357559e-15
2204,0.63953488372093,0.846153846153846,0.228791112080794,1.70126985535006,5.48450174164827e-14,0.63953488372093,0.846153846153846,0.225213734269236,3.13198202811235,4.74065231514942e-14
2205,0.730769230769231,0.837209302325581,0.0766215593328718,1.70126985535006,1.55431223447522e-14,0.730769230769231,0.837209302325581,0.0663818814265545,2.90323472769713,5.6621374255883e-15
2211,0.716049382716049,0.837037037037037,0.0954784987773253,1.70126985535006,1.84297022087776e-14,0.716049382716049,0.837037037037037,0.101206186447399,3.15610473626896,1.56541446472147e-14
2212,0.775,0.844444444444444,0.0793595229838883,1.70126985535006,-1.15463194561016e-14,0.775,0.844444444444444,0.0788401343900442,3.1611083463179,-2.16493489801906e-14
2213,0.746478873239437,0.803030303030303,0.04901256825374,1.70126985535006,1.56541446472147e-14,0.746478873239437,0.803030303030303,0.0454288397895437,3.01320249683001,1.4432899320127e-14
2750,0.694117647058824,0.859375,0.140514055919322,1.70126985535006,1.70974345792274e-14,0.694117647058824,0.859375,0.152229131051109,3.18832839629455,4.32986979603811e-15
2751,0.765432098765432,0.873015873015873,0.0956352295013034,1.70126985535006,2.00950367457153e-14,0.765432098765432,0.873015873015873,0.101908750215556,3.1629027893892,2.46469511466785e-14
3004,0.452830188679245,0.785714285714286,0.235258209995561,1.87736111440574,1.88737914186277e-15,0.452830188679245,0.785714285714286,0.218350056984512,3.06647501375413,-2.96984659087229e-14
3007,0.530612244897959,0.786666666666667,0.1936550334642,1.70126985535006,2.33146835171283e-15,0.530612244897959,0.786666666666667,0.190369974443398,2.91750550955255,-1.31006316905768e-14
3008,0.591836734693878,0.785714285714286,0.170321612461018,1.70126985535006,-1.48769885299771e-14,0.591836734693878,0.785714285714286,0.166303418417116,2.931457870689,-2.95319324550292e-14
3010,0.612244897959184,0.785714285714286,0.122595516024291,1.70126985535006,-1.60982338570648e-14,0.612244897959184,0.785714285714286,0.119974704753199,2.94867372500703,-2.4980018054066e-14
3011,0.518518518518518,0.786666666666667,0.202801569464398,1.70126985535006,-4.44089209850063e-16,0.518518518518518,0.786666666666667,0.208412933136325,2.97592174099515,-2.45914399954472e-14
3021,0.590163934426229,0.786666666666667,0.20097983845075,1.70126985535006,8.32667268468867e-15,0.590163934426229,0.786666666666667,0.207735675356266,3.02385579886954,-1.36557432028894e-14
3041,0.452830188679245,0.785714285714286,0.235258209995561,1.87736111440574,6.93889390390723e-15,0.452830188679245,0.785714285714286,0.218350056984512,3.06647501375413,-2.91433543964104e-14
3051,0.519230769230769,0.782222222222222,0.193130702064943,1.70126985535006,-1.73194791841524e-14,0.519230769230769,0.782222222222222,0.191435650029482,2.95343751480309,-4.46309655899313e-14
3117,0.555555555555556,0.783185840707965,0.167162834695456,1.70126985535006,-1.45439216225896e-14,0.555555555555556,0.783185840707965,0.149840875023656,2.80807586809131,-2.29816166097407e-14
3118,0.48,0.778761061946903,0.22094728924923,1.87736111440574,4.44089209850063e-16,0.48,0.778761061946903,0.201744651418118,3.08204296593709,-1.18793863634892e-14
3119,0.596153846153846,0.778761061946903,0.13504627766384,1.70126985535006,-8.32667268468867e-15,0.596153846153846,0.778761061946903,0.14435561266883,3.05328337187316,-1.32116539930394e-14
3125,0.5,0.782222222222222,0.203159453285475,1.70126985535006,-1.765254609154e-14,0.5,0.782222222222222,0.198857168703337,2.93865312848944,-2.18713935851156e-14
3142,0.521739130434783,0.785714285714286,0.185474035170976,1.70126985535006,-9.43689570931383e-15,0.521739130434783,0.785714285714286,0.179120886732006,2.93240611229258,-2.30926389122033e-14
3192,0.607142857142857,0.785714285714286,0.132061630866849,1.70126985535006,-1.55431223447522e-15,0.607142857142857,0.785714285714286,0.136685410773411,3.01182409559431,-8.65973959207622e-15
3224,0.590163934426229,0.816143497757848,0.187671965075421,1.70126985535006,2.50910403565285e-14,0.590163934426229,0.816143497757848,0.188179510155576,3.02385579886954,2.67563748934663e-14
3318,0.48,0.778761061946903,0.22094728924923,1.87736111440574,-1.11022302462516e-16,0.48,0.778761061946903,0.201744651418118,3.08204296593709,-1.33226762955019e-14
