"datasetID","site","nt"
117,"d117_Pacific_45_-40.77_174.04",1
117,"d117_Pacific_453_-39.25_171.87",1
117,"d117_Pacific_46_-42.72_173.5",1
117,"d117_Pacific_56_-42.83_173.46",1
117,"d117_Pacific_582_-46.47_166.23",1
117,"d117_Pacific_664_-44.29_176.26",1
117,"d117_Pacific_694_-53.91_158.91",1
117,"d117_Pacific_708_-54.41_159.03",1
117,"d117_Pacific_746_-44.44_-175.27",1
117,"d117_Pacific_763_-42.53_173.67",1
117,"d117_Pacific_102_-48_166.88",1
117,"d117_Pacific_103_-54.6_158.94",1
117,"d117_Pacific_11_-49.66_178.83",3
117,"d117_Pacific_128_-41.35_171.54",1
117,"d117_Pacific_13_-54.62_158.94",1
117,"d117_Pacific_132_-40.67_174.72",1
117,"d117_Pacific_138_-48_166.64",1
117,"d117_Pacific_15_-48.01_166.58",1
117,"d117_Pacific_150_-47.68_179.38",1
117,"d117_Pacific_151_-48.76_166.81",1
117,"d117_Pacific_154_-44.66_172.39",1
117,"d117_Pacific_166_-47.68_179.51",1
117,"d117_Pacific_190_-47.33_169.13",1
117,"d117_Pacific_217_-45.3_171.45",1
117,"d117_Pacific_219_-49.65_178.88",1
117,"d117_Pacific_224_-47.5_179.5",1
117,"d117_Pacific_242_-45.99_170.98",1
117,"d117_Pacific_-32_-41.23_174.21",1
117,"d117_Pacific_321_-44_173.79",1
117,"d117_Pacific_-39_-40.91_173.84",1
117,"d117_Pacific_4_-36.66_174.28",1
117,"d117_Pacific_40_-47.72_179.06",1
117,"d117_Pacific_457_-37.31_174.06",1
117,"d117_Pacific_464_-47.71_178.71",1
117,"d117_Pacific_465_-54.48_158.98",1
117,"d117_Pacific_494_-48_168.56",1
117,"d117_Pacific_53_-47.91_179.58",1
117,"d117_Pacific_551_-36.66_173.83",1
117,"d117_Pacific_7_-40.95_174",1
117,"d117_Pacific_-7_-47.24_167.6",1
117,"d117_Pacific_71_-38.66_174.19",1
117,"d117_Pacific_74_-46.39_167.36",1
117,"d117_Pacific_766_-54.68_158.91",2
117,"d117_Pacific_80_-46_170.72",1
117,"d117_Pacific_-83_-49.66_178.78",1
117,"d117_Pacific_1_-40.84_173.03",1
117,"d117_Pacific_100_-47.25_168.41",1
117,"d117_Pacific_101_-50.66_166.02",1
117,"d117_Pacific_110_-47.22_167.25",1
117,"d117_Pacific_127_-43.27_177.17",1
117,"d117_Pacific_148_-50.61_165.88",1
117,"d117_Pacific_169_-52.93_169.55",1
117,"d117_Pacific_186_-43.97_-179.19",1
117,"d117_Pacific_207_-52.13_168.83",1
117,"d117_Pacific_285_-43.45_-179.06",1
117,"d117_Pacific_294_-46.58_167.08",1
117,"d117_Pacific_-34_-41.08_173.95",1
117,"d117_Pacific_355_-43.36_177.05",1
117,"d117_Pacific_4_-50.78_166.05",1
117,"d117_Pacific_-4_-50.81_166.03",1
117,"d117_Pacific_449_-43.83_-179",1
117,"d117_Pacific_-51_-48.03_166.6",1
117,"d117_Pacific_540_-43.06_-178.65",1
117,"d117_Pacific_542_-44.06_-178.2",1
117,"d117_Pacific_630_-49.83_170.21",1
117,"d117_Pacific_75_-50.69_166.39",1
117,"d117_Pacific_83_-54.49_158.96",1
117,"d117_Pacific_-1_-41.05_173.91",1
117,"d117_Pacific_108_-49.29_171.77",1
117,"d117_Pacific_1149_-42.98_-175.49",1
117,"d117_Pacific_142_-49.79_167.04",1
117,"d117_Pacific_164_-49.31_171.76",1
117,"d117_Pacific_167_-48.09_167.6",1
117,"d117_Pacific_1803_-49.01_164.5",1
117,"d117_Pacific_193_-48.03_167.05",1
117,"d117_Pacific_22_-50.5_166.33",1
117,"d117_Pacific_241_-44.25_-177",1
117,"d117_Pacific_273_-39.53_171.8",1
117,"d117_Pacific_-29_-50.84_166.01",1
117,"d117_Pacific_364_-44.5_-176",1
117,"d117_Pacific_372_-43.08_178",1
117,"d117_Pacific_373_-40.09_171.26",1
117,"d117_Pacific_-4_-41.31_174.84",1
117,"d117_Pacific_405_-50.6_167.68",1
117,"d117_Pacific_433_-43.25_-176.5",1
117,"d117_Pacific_459_-51_166.05",1
117,"d117_Pacific_461_-49.51_167.41",1
117,"d117_Pacific_481_-43.38_-179.54",1
117,"d117_Pacific_488_-38.5_169.14",1
117,"d117_Pacific_517_-50.06_171.38",1
117,"d117_Pacific_522_-51.14_166.85",1
117,"d117_Pacific_524_-43.36_179.5",2
117,"d117_Pacific_544_-38.83_169.33",1
117,"d117_Pacific_551_-42.83_176.36",1
117,"d117_Pacific_566_-50.59_171.39",1
117,"d117_Pacific_589_-48.88_172.29",1
117,"d117_Pacific_600_-51.09_167.8",1
117,"d117_Pacific_633_-49.17_166.85",1
117,"d117_Pacific_643_-51_169.49",1
117,"d117_Pacific_644_-48.53_168.32",1
117,"d117_Pacific_647_-51.71_167.83",1
117,"d117_Pacific_657_-43.25_-175.67",1
117,"d117_Pacific_676_-50.9_165.7",1
117,"d117_Pacific_677_-48.84_169.11",1
117,"d117_Pacific_72_-43.74_-177.34",1
117,"d117_Pacific_731_-44_177.41",1
117,"d117_Pacific_733_-37.88_169.75",1
117,"d117_Pacific_739_-43_-177.34",1
117,"d117_Pacific_796_-39.9_168.66",1
117,"d117_Pacific_8_-43.91_-175.84",1
117,"d117_Pacific_8_-46.7_168.28",1
117,"d117_Pacific_825_-39.51_171",1
117,"d117_Pacific_84_-44_-176",1
117,"d117_Pacific_84_-48.7_167.44",1
117,"d117_Pacific_855_-38.16_170.35",1
117,"d117_Pacific_883_-40.78_169.68",1
117,"d117_Pacific_9_-43.97_-176.62",1
117,"d117_Pacific_98_-50.4_166.23",1
117,"d117_Pacific_0_-41.26_174.86",1
117,"d117_Pacific_1045_-48.31_171.98",1
117,"d117_Pacific_1086_-50.51_174.31",1
117,"d117_Pacific_1105_-37.53_179.35",1
117,"d117_Pacific_1140_-46.64_170.98",1
117,"d117_Pacific_117_-47.33_168.56",1
117,"d117_Pacific_1231_-49.36_176.26",1
117,"d117_Pacific_1253_-47.63_-178.95",1
117,"d117_Pacific_1278_-49.79_176.01",1
117,"d117_Pacific_1294_-46_171.55",1
117,"d117_Pacific_1295_-48.76_177.03",1
117,"d117_Pacific_1462_-35.94_172.25",1
117,"d117_Pacific_1497_-49.3_179.86",1
117,"d117_Pacific_-159_-29.26_-177.92",1
117,"d117_Pacific_16_-55.01_158.7",1
117,"d117_Pacific_204_-50.01_166.89",1
117,"d117_Pacific_-21_-54.55_158.94",1
117,"d117_Pacific_25_-41.06_174.31",1
117,"d117_Pacific_313_-54.7_158.88",1
117,"d117_Pacific_336_-46.66_170.13",1
117,"d117_Pacific_340_-48.09_-179.95",1
117,"d117_Pacific_360_-49_167.01",1
117,"d117_Pacific_373_-48.29_179.26",1
117,"d117_Pacific_395_-52.04_170.38",1
117,"d117_Pacific_418_-44.66_172.63",1
117,"d117_Pacific_441_-47.56_-179.94",1
117,"d117_Pacific_471_-54.99_158.6",1
117,"d117_Pacific_477_-46_171.03",1
117,"d117_Pacific_484_-43.71_174.5",1
117,"d117_Pacific_527_-43.25_174.48",1
117,"d117_Pacific_573_-49.18_173",1
117,"d117_Pacific_576_-51.7_171.51",1
117,"d117_Pacific_620_-48.75_172",1
117,"d117_Pacific_627_-44.29_174.51",1
117,"d117_Pacific_633_-45.16_171.68",1
117,"d117_Pacific_659_-49.06_168.01",1
117,"d117_Pacific_660_-49.5_167.66",1
117,"d117_Pacific_667_-47.33_169.73",1
117,"d117_Pacific_737_-52.34_173.14",1
117,"d117_Pacific_747_-48.53_168.9",1
117,"d117_Pacific_749_-51.71_173.53",1
117,"d117_Pacific_766_-49.03_168.89",1
117,"d117_Pacific_769_-45.2_171.73",1
117,"d117_Pacific_775_-46.68_170.35",1
117,"d117_Pacific_796_-47.33_169.91",1
117,"d117_Pacific_83_-54.48_158.97",1
117,"d117_Pacific_83_-54.49_158.97",1
117,"d117_Pacific_835_-50.96_173.94",1
117,"d117_Pacific_848_-48.65_169.85",1
117,"d117_Pacific_922_-49.15_177.3",1
117,"d117_Pacific_945_-45.2_171.81",1
117,"d117_Pacific_1256_-45.41_174.5",1
117,"d117_Pacific_1686_-41.16_177.13",1
117,"d117_Pacific_3047_-27.12_167.98",1
117,"d117_Pacific_533_-44.01_175.43",1
117,"d117_Pacific_587_-41.4_175.96",1
117,"d117_Pacific_746_-41.02_176.54",1
117,"d117_Pacific_807_-43_174.5",1
117,"d117_Pacific_871_-44.75_174.5",1
117,"d117_Pacific_1029_-42.71_169.25",1
117,"d117_Pacific_1076_-38.06_179.1",1
117,"d117_Pacific_1133_-28.65_173.01",1
117,"d117_Pacific_1136_-37.2_177.3",1
117,"d117_Pacific_1180_-43.38_168.08",1
117,"d117_Pacific_1212_-42_169.25",1
117,"d117_Pacific_1280_-39.32_178.35",1
117,"d117_Pacific_1438_-40.8_177.03",1
117,"d117_Pacific_1486_-41.77_175.25",1
117,"d117_Pacific_150_-42.76_173.64",1
117,"d117_Pacific_158_-43.03_173.63",1
117,"d117_Pacific_1879_-40.46_177.71",1
117,"d117_Pacific_197_-42.75_173.63",1
117,"d117_Pacific_209_-42.75_173.66",1
117,"d117_Pacific_-209_-46.04_166.78",2
117,"d117_Pacific_-21_-41.32_174.16",1
117,"d117_Pacific_286_-39.33_178.18",1
117,"d117_Pacific_288_-45.97_166.3",1
117,"d117_Pacific_313_-37.6_176.8",1
117,"d117_Pacific_362_-43.25_-177.45",1
117,"d117_Pacific_423_-45.33_166.75",1
117,"d117_Pacific_424_-43.37_169.28",1
117,"d117_Pacific_428_-37.62_177.2",1
117,"d117_Pacific_447_-43.73_176.48",1
117,"d117_Pacific_463_-43.9_-178.5",1
117,"d117_Pacific_486_-37.46_176.78",1
117,"d117_Pacific_551_-43.98_176.61",1
117,"d117_Pacific_-6_-46.04_166.76",1
117,"d117_Pacific_626_-38.02_178.97",1
117,"d117_Pacific_688_-42_170.26",1
117,"d117_Pacific_-70_-46.11_166.69",1
117,"d117_Pacific_81_-42.96_173.5",1
117,"d117_Pacific_810_-43.38_169.05",1
117,"d117_Pacific_814_-40.76_176.91",1
117,"d117_Pacific_836_-40.16_177.29",1
117,"d117_Pacific_84_-41.81_174.29",1
117,"d117_Pacific_84_-46.58_165.96",1
117,"d117_Pacific_929_-38.76_178.8",1
117,"d117_Pacific_954_-40.17_177.3",1
117,"d117_Pacific_965_-39.34_178.28",1
117,"d117_Pacific_982_-43.38_168.6",1
117,"d117_Pacific_99_-42.91_173.55",1
117,"d117_Pacific_1007_-35.1_175.18",1
117,"d117_Pacific_1040_-35.33_172.33",1
117,"d117_Pacific_1082_-36.79_173.66",1
117,"d117_Pacific_1175_-33.31_167.5",1
117,"d117_Pacific_1251_-38_173.31",1
117,"d117_Pacific_13_-35.48_174.75",1
117,"d117_Pacific_133_-33.88_172.28",1
117,"d117_Pacific_1428_-37.29_178.18",1
117,"d117_Pacific_-153_-40.84_173.81",1
117,"d117_Pacific_160_-33.86_172.26",1
117,"d117_Pacific_1660_-33.96_167.75",1
117,"d117_Pacific_175_-32.01_168.05",1
117,"d117_Pacific_184_-37.22_176.18",1
117,"d117_Pacific_19_-34.15_172.12",1
117,"d117_Pacific_207_-43.79_-177.84",1
117,"d117_Pacific_236_-43.96_-179.11",1
117,"d117_Pacific_250_-33.91_171.53",1
117,"d117_Pacific_255_-43.96_-179.45",1
117,"d117_Pacific_286_-43.9_-179.74",2
117,"d117_Pacific_351_-43.53_-177.97",1
117,"d117_Pacific_364_-44.09_-179",1
117,"d117_Pacific_377_-43.66_179.46",1
117,"d117_Pacific_382_-44.11_-179.22",1
117,"d117_Pacific_391_-43.68_-179.47",1
117,"d117_Pacific_403_-43.54_-178.54",1
117,"d117_Pacific_436_-43.51_179.11",1
117,"d117_Pacific_450_-43.66_179.01",1
117,"d117_Pacific_454_-35.96_173.26",1
117,"d117_Pacific_488_-43.7_179.8",1
117,"d117_Pacific_497_-43.58_-178.06",1
117,"d117_Pacific_506_-43.45_179.25",1
117,"d117_Pacific_515_-34.86_174.46",1
117,"d117_Pacific_522_-43.54_179.71",1
117,"d117_Pacific_548_-43.5_179.25",1
117,"d117_Pacific_602_-36.63_173.76",1
117,"d117_Pacific_656_-37.47_179.05",1
117,"d117_Pacific_684_-43.54_179.36",1
117,"d117_Pacific_694_-34.63_174.6",1
117,"d117_Pacific_701_-37.47_177.52",1
117,"d117_Pacific_-20_-41.08_176.06",1
117,"d117_Pacific_21_-43.69_-176.56",1
117,"d117_Pacific_242_-43.83_-176",1
117,"d117_Pacific_304_-43.33_-176.81",1
117,"d117_Pacific_316_-43.33_-176.84",1
117,"d117_Pacific_377_-44.38_-176.82",1
117,"d117_Pacific_424_-43.97_-178.67",1
117,"d117_Pacific_652_-43.66_-175.92",1
117,"d117_Pacific_706_-44.13_-178.77",1
117,"d117_Pacific_92_-44.33_-175.84",1
117,"d117_Pacific_0_-41.27_174.9",1
117,"d117_Pacific_1_-46.33_169.86",1
117,"d117_Pacific_1091_-46.33_171.25",1
117,"d117_Pacific_1143_-49.48_178.98",1
117,"d117_Pacific_136_-45.71_171.03",1
117,"d117_Pacific_1366_-46.33_171.5",1
117,"d117_Pacific_1466_-45.81_172.5",1
117,"d117_Pacific_1467_-46.33_172.06",1
117,"d117_Pacific_155_-49.21_171.67",1
117,"d117_Pacific_172_-44.4_173",1
117,"d117_Pacific_181_-46.15_170.8",1
117,"d117_Pacific_2027_-36.83_170",1
117,"d117_Pacific_2035_-37_170",1
117,"d117_Pacific_2050_-36.66_170",1
117,"d117_Pacific_2056_-36.83_170.21",1
117,"d117_Pacific_2079_-36.66_170.64",1
117,"d117_Pacific_2158_-36.66_170.21",1
117,"d117_Pacific_2167_-36.5_170.56",1
117,"d117_Pacific_2168_-36.5_170.21",1
117,"d117_Pacific_272_-43.61_175.52",1
117,"d117_Pacific_281_-45.71_171.08",1
117,"d117_Pacific_302_-49.28_171.49",1
117,"d117_Pacific_333_-44.09_176.19",2
117,"d117_Pacific_368_-48.02_178.92",1
117,"d117_Pacific_40_-44.41_172",1
117,"d117_Pacific_447_-50.07_171.72",1
117,"d117_Pacific_46_-45.45_171.01",1
117,"d117_Pacific_472_-49.77_171.53",1
117,"d117_Pacific_479_-49.83_171.82",1
117,"d117_Pacific_488_-38.5_169.64",1
117,"d117_Pacific_489_-38.66_169",1
117,"d117_Pacific_49_-45.45_171.19",1
117,"d117_Pacific_492_-38.65_169.25",1
117,"d117_Pacific_492_-49.68_173.5",1
117,"d117_Pacific_493_-43.51_179.15",1
117,"d117_Pacific_494_-39_169",1
117,"d117_Pacific_498_-38.83_169.21",1
117,"d117_Pacific_499_-38.83_169",1
117,"d117_Pacific_517_-49.36_173.36",1
117,"d117_Pacific_518_-43.84_179.41",1
117,"d117_Pacific_521_-39_169.21",1
117,"d117_Pacific_535_-38.83_169.43",1
117,"d117_Pacific_542_-38.45_169.19",1
117,"d117_Pacific_544_-38.66_169.64",1
117,"d117_Pacific_558_-49.16_170.96",1
117,"d117_Pacific_581_-48.23_179.68",1
117,"d117_Pacific_597_-44.4_173.5",1
117,"d117_Pacific_61_-46.15_170.39",1
117,"d117_Pacific_663_-43.52_179.61",1
117,"d117_Pacific_83_-43.61_173.51",1
117,"d117_Pacific_83_-47.9_179.14",1
117,"d117_Pacific_914_-44.86_172.33",1
117,"d117_Pacific_97_-45.79_170.94",1
117,"d117_Pacific_1_-41.07_173.65",1
117,"d117_Pacific_1_-41.16_173.16",1
117,"d117_Pacific_1075_-42.45_169.23",1
117,"d117_Pacific_124_-48.76_166.96",1
117,"d117_Pacific_142_-50.54_167.11",1
117,"d117_Pacific_188_-37.34_176.43",1
117,"d117_Pacific_2_-41.22_173.28",1
117,"d117_Pacific_238_-51.89_169.85",1
117,"d117_Pacific_283_-42.15_170.6",1
117,"d117_Pacific_284_-42.5_170.6",1
117,"d117_Pacific_318_-41.54_170.76",1
117,"d117_Pacific_333_-53.54_172.27",1
117,"d117_Pacific_377_-49.68_167.27",1
117,"d117_Pacific_428_-41.54_170.64",1
117,"d117_Pacific_450_-50.75_167.47",1
117,"d117_Pacific_466_-50.55_167.94",1
117,"d117_Pacific_479_-51.97_171.49",1
117,"d117_Pacific_485_-49.56_166.74",1
117,"d117_Pacific_50_-40.79_174.16",1
117,"d117_Pacific_553_-53.48_170.54",1
117,"d117_Pacific_574_-52.01_171.08",1
117,"d117_Pacific_602_-50.98_169.82",1
117,"d117_Pacific_628_-33.34_162.99",1
117,"d117_Pacific_682_-33.15_162.6",1
117,"d117_Pacific_763_-32.95_162.58",1
117,"d117_Pacific_844_-33.3_162.59",1
117,"d117_Pacific_855_-33.17_162.98",1
117,"d117_Pacific_42_-39.04_174",1
117,"d117_Pacific_432_-50.63_167.63",1
117,"d117_Pacific_472_-49.06_172.67",1
117,"d117_Pacific_508_-50.48_173.05",1
117,"d117_Pacific_521_-50.52_169.03",1
117,"d117_Pacific_559_-50.57_168.99",1
117,"d117_Pacific_648_-49.5_169.99",1
117,"d117_Pacific_-7_-40.98_174.05",1
117,"d117_Pacific_754_-47.5_178.75",1
117,"d117_Pacific_1074_-29.86_-178.19",1
117,"d117_Pacific_1216_-33.04_-179.58",1
117,"d117_Pacific_-13_-30.23_-178.42",1
117,"d117_Pacific_145_-29.24_-177.87",3
117,"d117_Pacific_3526_-37.56_-179.37",1
117,"d117_Pacific_373_-31.35_-178.84",2
117,"d117_Pacific_440_-37.37_177.19",1
117,"d117_Pacific_46_-28.79_-177.81",1
117,"d117_Pacific_496_-30.21_-178.54",1
117,"d117_Pacific_51_-36.69_175.91",1
117,"d117_Pacific_-74_-29.28_-177.91",1
117,"d117_Pacific_1_-29.11_167.93",1
117,"d117_Pacific_123_-35.41_174.66",1
117,"d117_Pacific_133_-35.8_175.06",1
117,"d117_Pacific_165_-35.8_175.41",1
117,"d117_Pacific_242_-35.79_175.61",1
117,"d117_Pacific_271_-35.59_175.21",1
117,"d117_Pacific_297_-35.41_175",1
117,"d117_Pacific_299_-29.33_168.17",1
117,"d117_Pacific_-30_-29.03_167.99",1
117,"d117_Pacific_330_-32.38_167.47",1
117,"d117_Pacific_343_-35.19_174.83",1
117,"d117_Pacific_-35_-43.81_-176.71",1
117,"d117_Pacific_432_-43.32_179.48",1
117,"d117_Pacific_450_-35.18_175",1
117,"d117_Pacific_467_-35.79_175.83",1
117,"d117_Pacific_50_-36.18_175.22",1
117,"d117_Pacific_531_-43.44_179.27",1
117,"d117_Pacific_546_-43.43_179.58",1
117,"d117_Pacific_-65_-43.8_-176.62",1
117,"d117_Pacific_668_-43.48_179.53",1
117,"d117_Pacific_689_-35.4_175.42",1
117,"d117_Pacific_731_-35.18_175.1",1
117,"d117_Pacific_762_-35.37_175.78",1
117,"d117_Pacific_1_-36.98_174.72",1
117,"d117_Pacific_1_-36.99_174.74",1
117,"d117_Pacific_1_-37.04_174.6",2
117,"d117_Pacific_1_-37.09_174.68",1
117,"d117_Pacific_156_-43.56_179.83",1
117,"d117_Pacific_-2_-37.06_174.67",1
117,"d117_Pacific_428_-43.54_179.8",1
117,"d117_Pacific_-53_-37_174.56",1
117,"d117_Pacific_-6_-37.01_174.6",1
117,"d117_Pacific_756_-43.54_179.54",1
117,"d117_Pacific_-1_-35.46_174.73",1
117,"d117_Pacific_1_-37.02_174.66",1
117,"d117_Pacific_1_-37.03_174.72",1
117,"d117_Pacific_1_-37.07_174.69",1
117,"d117_Pacific_1_-37.14_174.69",1
117,"d117_Pacific_1_-46.92_168.1",1
117,"d117_Pacific_100_-29.17_167.92",1
117,"d117_Pacific_-11_-46.93_168.15",1
117,"d117_Pacific_-11_-46.94_168.15",1
117,"d117_Pacific_121_-29.53_167.99",1
117,"d117_Pacific_-13_-31.52_159.04",2
117,"d117_Pacific_-17_-34.15_172.14",1
117,"d117_Pacific_187_-34.67_173.51",1
117,"d117_Pacific_-2_-37.01_174.56",1
117,"d117_Pacific_2_-37.01_174.68",1
117,"d117_Pacific_200_-29.6_168.08",1
117,"d117_Pacific_-21_-36.95_174.66",1
117,"d117_Pacific_-23_-46.94_168.14",2
117,"d117_Pacific_231_-41.41_175.04",1
117,"d117_Pacific_237_-35.28_174.84",1
117,"d117_Pacific_268_-41.45_174.91",1
117,"d117_Pacific_-27_-36.99_174.61",1
117,"d117_Pacific_3_-29_167.96",1
117,"d117_Pacific_3_-34.98_173.96",1
117,"d117_Pacific_302_-34.83_174.1",1
117,"d117_Pacific_317_-32.68_167.47",1
117,"d117_Pacific_-36_-46.96_168.12",1
117,"d117_Pacific_4_-41.04_173.63",1
117,"d117_Pacific_411_-34.79_174.1",1
117,"d117_Pacific_458_-28.96_167.75",1
117,"d117_Pacific_497_-31.5_158.96",1
117,"d117_Pacific_520_-35.06_172.37",1
117,"d117_Pacific_549_-34.96_172.25",1
117,"d117_Pacific_-6_-29.11_167.95",1
117,"d117_Pacific_62_-34.4_173.08",1
117,"d117_Pacific_652_-34.7_174.29",1
117,"d117_Pacific_68_-29.17_167.86",1
117,"d117_Pacific_85_-31.72_159.2",1
117,"d117_Pacific_9_-34.84_173.22",1
117,"d117_Pacific_922_-35.76_165.06",1
117,"d117_Pacific_99_-29.51_167.97",1
117,"d117_Pacific_0_-34.9_173.3",1
117,"d117_Pacific_0_-41.1_173.98",1
117,"d117_Pacific_1_-34.86_173.21",1
117,"d117_Pacific_10_-31.6_159.06",1
117,"d117_Pacific_10_-40.91_173.75",1
117,"d117_Pacific_1026_-32.99_163.14",1
117,"d117_Pacific_117_-31.5_159.08",1
117,"d117_Pacific_-122_-45.64_166.88",1
117,"d117_Pacific_-13_-41.19_174",1
117,"d117_Pacific_-13_-49.65_178.83",1
117,"d117_Pacific_158_-47.88_179.31",1
117,"d117_Pacific_16_-40.96_174.14",1
117,"d117_Pacific_167_-52.92_169.54",1
117,"d117_Pacific_168_-47.83_179.25",2
117,"d117_Pacific_175_-43.99_-179.26",1
117,"d117_Pacific_2_-44.27_-176.25",1
117,"d117_Pacific_220_-43.95_-179.31",1
117,"d117_Pacific_250_-53.12_172.13",1
117,"d117_Pacific_-27_-44.63_167.88",1
117,"d117_Pacific_296_-44.03_-179.34",1
117,"d117_Pacific_3_-43.74_-176.67",1
117,"d117_Pacific_309_-44.01_-179.14",1
117,"d117_Pacific_315_-50.47_167.57",1
117,"d117_Pacific_32_-34.77_173.27",1
117,"d117_Pacific_320_-50.67_167.68",1
117,"d117_Pacific_326_-43.73_-179.53",1
117,"d117_Pacific_379_-44.49_-176.55",1
117,"d117_Pacific_385_-50.68_167.67",1
117,"d117_Pacific_386_-44.16_-179.24",1
117,"d117_Pacific_399_-44.49_-176.57",1
117,"d117_Pacific_4_-34.8_173.31",1
117,"d117_Pacific_405_-47.75_178.51",1
117,"d117_Pacific_439_-50.66_167.61",1
117,"d117_Pacific_448_-48.23_179.99",1
117,"d117_Pacific_470_-45.08_166.99",1
117,"d117_Pacific_4901_-45.73_160.73",1
117,"d117_Pacific_493_-27_159.3",1
117,"d117_Pacific_-6_-29.44_159.07",1
117,"d117_Pacific_-6_-46.04_166.77",1
117,"d117_Pacific_604_-33_163.02",1
117,"d117_Pacific_620_-48.28_168.7",1
117,"d117_Pacific_706_-53.48_170.07",1
117,"d117_Pacific_-728_-45.02_167.25",1
117,"d117_Pacific_8_-29.45_159.09",1
117,"d117_Pacific_8_-40.75_173.97",1
117,"d117_Pacific_81_-40.64_174.01",1
117,"d117_Pacific_832_-44.22_-177.08",1
117,"d117_Pacific_-9_-29.92_159.04",1
117,"d117_Pacific_-92_-52.56_169.22",1
117,"d117_Pacific_1_-46.93_168.08",1
117,"d117_Pacific_1_-46.94_168.05",1
117,"d117_Pacific_1_-46.94_168.09",1
117,"d117_Pacific_1040_-42.4_169.41",1
117,"d117_Pacific_1087_-47.79_-179",1
117,"d117_Pacific_127_-42.68_173.65",1
117,"d117_Pacific_1302_-43.04_173.86",1
117,"d117_Pacific_1549_-45.87_174.08",1
117,"d117_Pacific_164_-43.24_173.57",1
117,"d117_Pacific_1642_-45.76_174.4",1
117,"d117_Pacific_-167_-45.97_166.84",1
117,"d117_Pacific_179_-48.16_179.26",1
117,"d117_Pacific_-2_-46.94_168.11",1
117,"d117_Pacific_207_-44.17_173.49",1
117,"d117_Pacific_212_-43.86_-179.75",1
117,"d117_Pacific_219_-43.83_-179.1",1
117,"d117_Pacific_255_-43.41_173.47",1
117,"d117_Pacific_256_-48.15_179.78",1
117,"d117_Pacific_-3_-45.99_166.8",1
117,"d117_Pacific_3_-46.91_168.08",1
117,"d117_Pacific_3_-46.92_168.09",1
117,"d117_Pacific_307_-42.94_173.64",1
117,"d117_Pacific_310_-43.61_175.94",1
117,"d117_Pacific_317_-47.33_179.5",1
117,"d117_Pacific_327_-44.2_173.49",1
117,"d117_Pacific_-34_-46.9_168.12",1
117,"d117_Pacific_-343_-46.01_166.78",1
117,"d117_Pacific_358_-43.55_175.97",1
117,"d117_Pacific_-364_-45.96_166.89",1
117,"d117_Pacific_369_-43.53_175.97",1
117,"d117_Pacific_369_-43.54_175.97",1
117,"d117_Pacific_380_-48.16_180",1
117,"d117_Pacific_381_-43.53_175.99",1
117,"d117_Pacific_390_-43.51_175.99",1
117,"d117_Pacific_394_-48_-179.74",1
117,"d117_Pacific_-443_-45.93_166.93",1
117,"d117_Pacific_450_-44.01_176.08",1
117,"d117_Pacific_451_-43.99_174.32",1
117,"d117_Pacific_471_-44.13_175.79",1
117,"d117_Pacific_479_-43.99_174.03",1
117,"d117_Pacific_496_-47.84_-179.52",1
117,"d117_Pacific_501_-44.12_175.77",1
117,"d117_Pacific_519_-44.1_173.9",1
117,"d117_Pacific_52_-42.68_173.52",1
117,"d117_Pacific_525_-48.84_179.25",1
117,"d117_Pacific_535_-44.23_173.65",1
117,"d117_Pacific_540_-48.16_-179.75",1
117,"d117_Pacific_542_-48.26_179",1
117,"d117_Pacific_554_-44.08_174.14",1
117,"d117_Pacific_571_-47.75_-179.29",1
117,"d117_Pacific_594_-44.32_173.59",1
117,"d117_Pacific_601_-44.17_174.38",1
117,"d117_Pacific_604_-48.3_-179.95",1
117,"d117_Pacific_616_-42.75_173.74",1
117,"d117_Pacific_623_-44.23_174.13",1
117,"d117_Pacific_-63_-46.9_168.1",1
117,"d117_Pacific_677_-41.2_170.42",1
117,"d117_Pacific_681_-44.34_174.34",1
117,"d117_Pacific_717_-49.09_178.88",1
117,"d117_Pacific_720_-44.51_174.87",1
117,"d117_Pacific_731_-44.54_174.86",1
117,"d117_Pacific_745_-44.42_174.12",1
117,"d117_Pacific_772_-44.56_174.85",1
117,"d117_Pacific_785_-44.5_174.31",1
117,"d117_Pacific_785_-48.33_178.5",1
117,"d117_Pacific_818_-44.59_174.82",1
117,"d117_Pacific_830_-48.5_-179.75",1
117,"d117_Pacific_88_-44.15_176.1",1
117,"d117_Pacific_884_-44.56_174.1",1
117,"d117_Pacific_898_-47.66_-179.24",1
117,"d117_Pacific_974_-43.15_173.79",1
117,"d117_Pacific_1193_-25.22_-179.07",1
117,"d117_Pacific_145_-29.24_-177.86",1
117,"d117_Pacific_1916_-41.34_166.91",1
117,"d117_Pacific_2401_-41.37_166.74",1
117,"d117_Pacific_2576_-41.25_166.59",1
117,"d117_Pacific_-300_-45.49_167.08",1
117,"d117_Pacific_3400_-39.5_178.83",1
117,"d117_Pacific_4401_-41.65_165.22",1
117,"d117_Pacific_-482_-45.31_166.93",1
117,"d117_Pacific_-58_-45.9_166.68",2
117,"d117_Pacific_653_-25.98_-179.31",1
117,"d117_Pacific_-793_-45.35_166.98",1
117,"d117_Pacific_825_-40.76_167.91",1
117,"d117_Pacific_963_-40.83_168.24",1
117,"d117_Pacific_-97_-44.62_167.87",1
117,"d117_Pacific_-1085_-44.6_167.86",1
