"stateroute","mat.mean","mdr.mean","tseas.mean","tmax.mean","tmin.mean","tar.mean","twarmq.mean","tcoldq.mean","ap.mean","pmax.mean","pmin.mean","pseas.mean","pwetq.mean","pdryq.mean","sum.NDVI.mean","elev.mean","Longi","Lati","sum.NDVI.var","sum.EVI.var","mat.var","mdr.var","tseas.var","tmax.var","tmin.var","tar.var","twarmq.var","tcoldq.var","ap.var","pmax.var","pmin.var","pseas.var","pwetq.var","pdryq.var","elev.var","regR"
34055,12.5745455,11.96545441,915.1509133,31.3490904,-6.467272758,37.81636408,23.91272694,0.180000005,1056.436364,111.3090909,59.76363636,17.8,320.7454545,213.1818182,0.703801757,144.5636364,-88.97,38.44,0.007852556,0.004699436,0.0204135224539434,0.0246497810624042,121.886502258758,0.0110463035528046,0.0861322625628545,0.110325656563279,0.0243374303018216,0.0681041779244233,600.038023116327,11.1190571706883,26.1635890367532,0.892254602608014,90.9087231358541,92.6706387590274,204.763410632919,91
34056,12.53877552,11.89999964,924.5795886,31.29999959,-6.602040777,37.90204068,23.91020374,-0.046938777,1076.591837,115.5714286,60.48979592,18.87755102,331.2653061,217.9795918,0.662337059,128.6326531,-88.16,38.7,0.001363263,0.000648112,0.0817984028397804,0.0104105697731542,76.3485785369299,0.0423754099727031,0.236426770664299,0.123263243319261,0.0495887875265196,0.180499402634978,550.789135590349,27.3938110281811,14.5113106393927,0.158704929163647,143.844281447724,76.5829203866095,169.864914139644,90
34059,14.04814833,11.52222229,898.6592599,32.22222187,-4.69259248,36.91481534,25.23703706,1.896296272,1208.111111,128.2592593,74.25925926,15.2962963,366.3703704,253.4814815,0.758551875,108.6666667,-89.23,37.23,0.009478205,0.007155125,0.108976484208209,0.0572152389297758,64.5632992747674,0.10947482608743,0.188537731112446,0.142037316536228,0.120706499961348,0.131284372389668,381.036469679218,6.23484967486736,0.875714676018364,0.430956933887203,31.5742670340205,12.5522450790339,889.944722393293,85
34060,12.95932194,12.51016947,911.3796614,31.89660958,-6.410169561,38.30677989,24.28474569,0.630508488,1078.491525,112.4745763,57.94915254,17.44067797,317.7118644,215.2033898,0.773808325,157.6949153,-89.74,37.97,0.00531866,0.003850103,0.0191281791375381,0.159258047166825,30.894123180702,0.0286423632064664,0.0886100547599783,0.138812050406245,0.0238096270990716,0.0231939397407768,1262.59863018255,10.8969336392231,17.313217088499,0.217387076014133,145.808227890512,160.284724672726,698.597812922546,91
34061,13.45833337,11.93666655,883.7716675,31.50500011,-5.258333333,36.76333307,24.38666658,1.438333333,1198.733333,123.3,74.3,15.28333333,362.4833333,247.6666667,0.778291625,146.4833333,-88.94,37.31,0.008576803,0.005693771,0.141884109395582,0.0327608892553559,80.6327468008882,0.128155756044305,0.220393065330775,0.0473192756621412,0.162548384782813,0.188219410317262,465.802128731392,3.33749395896165,1.40916849056016,0.284731680771282,21.8847359982898,13.3927132292909,1118.71008873115,84
34063,13.912963,12.09814843,867.7351809,31.75370365,-4.720370407,36.47407433,24.60925925,2.072222206,1232.851852,126.3333333,76.2962963,15.05555556,367.7407407,252.2777778,0.738893286,113,-88.51,37.07,0.009880359,0.007859667,0.0407162589258085,0.0121411501223919,61.3934970656907,0.0408883052134845,0.0587614256655273,0.0207797716673328,0.0412072026589497,0.07090141071644,1128.04099025817,4.94425573120944,11.0094373467632,0.320148773112275,30.1547398062818,61.1725938269276,426.767258186447,86
35005,9.725861977,11.78620682,963.7448278,29.30172407,-9.684482706,38.98620632,21.60517281,-3.337931041,962.5517241,106.6551724,45.0862069,23.81034483,304.8965517,163.0689655,0.679240239,223.0689655,-86.28,41.02,0.001198659,0.000944806,0.025551315299172,0.0159409544367708,7.95650436708992,0.0684513726397201,0.00636290225937348,0.055031329070553,0.0329072251626428,0.0211511953534578,142.064364101449,7.41607658085815,0.615257019345519,0.558986464346479,21.4837393252828,10.6490595969151,305.224663342336,86
35009,8.613461696,11.29423085,948.5634625,27.89230732,-9.848076765,37.74038484,20.35961511,-4.11730758,912.3076923,97.59615385,44.80769231,22.11538462,282.9807692,158.0576923,0.701051757,317.5769231,-84.93,41.6,0.001993527,0.001442223,0.065345839089108,0.0465637488017427,33.602089136904,0.11841444739391,0.0174853627205566,0.101703793733507,0.083542990688115,0.0295282512316765,277.788376910932,3.3397761254971,0.947318426390744,0.810419841686936,32.0591422219196,5.45938157209103,748.377418993435,90
35010,9.977999992,11.48799995,981.0800037,29.22800007,-9.908000107,39.13599968,21.96199986,-3.413999968,967.84,106.18,42.84,25.44,313.18,157.28,0.686632463,234.22,-87.36,40.67,0.000537566,0.000428259,0.0240231198693458,0.0104571608423006,79.9067973287165,0.00651452680729603,0.0877489772367808,0.0684018162796372,0.0143299071269031,0.0708665404656834,60.3497973323797,2.26747739324814,1.6461594785865,0.578958889844237,17.121151917717,16.2131198509819,174.749564115936,87
35011,10.05531902,11.51702134,973.7425511,29.35531864,-9.714893564,39.07021243,21.97659566,-3.244680861,950.2765957,103.5744681,42.0212766,25,303.4042553,157.4893617,0.696913672,215.5319149,-87.03,40.4,0.001140227,0.000921131,0.0298805705312256,0.01690718841333,104.673019514026,0.0197238823054378,0.114447881991899,0.0696535674496712,0.0131391968043257,0.0900234398868424,548.35042554755,6.86021240061252,8.51953296608064,1.40830124572231,60.1554381479516,80.306009046464,400.38190396701,89
35013,9.856249849,11.44583338,966.3062426,28.79791653,-9.593750278,38.39166713,21.67916711,-3.297916646,954.625,104.5208333,47.35416667,22,298.9166667,170.6875,0.704402357,224.0208333,-86.18,40.58,0.001171078,0.000924653,0.0393682913931508,0.0163365210144044,12.7208538770129,0.0746549956713893,0.0318718551343667,0.0441910121596977,0.0402873943596285,0.037824440960076,170.67973450154,4.14084068969273,5.7014662150971,0.862356170954176,6.50613621279518,43.9404784754127,494.341884578616,86
35014,10.39999983,11.68888901,951.6240777,29.54259276,-8.805555538,38.34814856,22.05740763,-2.533333332,1009.555556,107.8888889,53.7037037,20.42592593,313.8888889,187.6296296,0.6782705,270.1111111,-86.69,40.14,0.001295528,0.001028287,0.0159989197135972,0.0239515983834157,124.573971749038,0.00888407483196956,0.131686694038662,0.122088282116591,0.00834323418714891,0.0862363737845404,997.399627872438,16.819364809323,17.6912135079995,1.70329373605936,103.651609333716,106.595534788547,829.769824785257,87
35034,13.20181815,11.80909087,902.5436368,31.53454559,-5.429090933,36.96363643,24.40181784,1.032727281,1116.854545,122.2181818,72.09090909,17.38181818,346.4,231.5272727,0.700648611,136.4181818,-87.39,38.09,0.005437636,0.00360908,0.0758931259149522,0.0330356772785384,99.2606928987125,0.0309729902839069,0.142039914587775,0.0605305866610695,0.0428052417796853,0.143367237061931,211.679498188596,6.31218094379732,1.01012583078323,1.0238557656535,4.26877359850595,28.5177847700458,235.578847914154,89
35038,12.1403846,12.21538463,874.6403879,30.33461541,-5.861538447,36.19615386,23.07307687,0.486538468,1150.634615,119.9423077,70.25,15.96153846,341.8846154,240.5769231,0.806616474,250.0384615,-85.94,38.66,0.004282623,0.002468749,0.0675868814892797,0.019393657916454,13.7864816954663,0.0570504692217123,0.111023031906226,0.043306747143351,0.0614916778919712,0.0947123192804037,385.248345012503,1.69536984361245,1.67455787579092,0.183053215943118,28.4766198973698,13.0428777734075,1326.59567125229,88
36001,10.5099999,11.72800001,1030.168,30.66800034,-10.76200008,41.43000084,23.14000019,-3.654000006,952.26,117.08,31.12,34.78,324.3,119.44,0.738705429,207.04,-91.67,40.76,0.003425523,0.002376501,0.0323812849545241,0.0643360768295105,15.9929982265679,0.0939196721615874,0.013969027810029,0.0731624741571135,0.0360077901489565,0.0234011172974669,254.728572669358,10.057951635225,1.77419849849092,2.70550974715492,30.9719113385327,35.6241855180365,286.622348970572,89
36003,9.908771866,11.9368419,1042.771932,30.39122766,-11.60701757,41.99824577,22.65964943,-4.410526343,939.4736842,113.122807,33.47368421,37.1754386,331.122807,109.6140351,0.708546663,293.2982456,-93.17,40.88,0.002673941,0.001798791,0.0543332665422862,0.043692350182387,201.933392248895,0.00931374988766493,0.350492283178211,0.326029619253767,0.0160807185464876,0.210752323331282,454.83431140179,1.36995789706919,31.7010782598094,17.8088297047182,3.37472495704685,301.12891111466,494.685573773241,86
36006,8.844262248,11.32459018,1061.345901,28.97540974,-12.66229523,41.63770507,21.79180314,-5.765573744,888.6557377,110.6065574,28.29508197,37.16393443,317.7377049,108.1803279,0.672314423,228.9836066,-90.29,41.97,0.003113464,0.003402839,0.162587210589219,0.121460200116613,175.210506533772,0.0630805653909345,0.335117483997112,0.189049507780354,0.208321506616956,0.202491186394235,139.467825093769,0.88238041752712,2.42121209254822,0.976453130425347,6.98203927149099,18.4581785665178,716.604502040691,92
36011,9.686885302,11.8819672,1062.519673,30.29999983,-12.05737727,42.35737729,22.70491825,-4.859016528,937.1967213,115.1147541,39.68852459,31.81967213,325.6393443,132.9672131,0.696851109,257.3114754,-93.1,41.4,0.004213327,0.003101757,0.0829178604263977,0.0171498574649312,95.5226688441301,0.0602831511963536,0.166123895341711,0.0673824962575946,0.052104943221042,0.186520036680646,1715.8933551116,7.5832876813019,65.5628543981645,34.2914700776291,4.09626269690072,636.381364492881,413.02845325784,89
36013,9.045454524,12.43409066,1084.165913,30.07500029,-13.22727262,43.30227314,22.22500008,-5.918181799,825.5,121.9772727,20.20454545,48.77272727,325.1818182,71.68181818,0.688821719,298.7045455,-94.14,41.65,0.001903718,0.001235567,0.0539585118908501,0.0307333551057245,82.1497965580388,0.0302661337617664,0.168338658097692,0.11754970439392,0.0271412837256992,0.141438484423763,125.347269864583,6.70982432226936,0.893388942809451,1.48007102434971,6.47243776773679,6.55155383868567,1027.30352209211,83
36028,9.196428469,12.65178585,1094.7125,30.43392866,-13.25357148,43.68750007,22.67499985,-5.639285743,692.5178571,105.4285714,14.14285714,52.39285714,289.9821429,53.55357143,0.628721661,340.6785714,-96.37,42.49,0.001521559,0.001771768,0.0820553674339433,0.0467387797593361,61.188069121848,0.0777234783953948,0.150167534617995,0.118940444345063,0.057512531837949,0.129388093645529,259.632293774228,3.17006746275874,0.656861779852976,0.330010099693632,34.394342043118,3.47208646694305,1359.76427219906,78
38010,13.5470588,14.35882357,940.9549022,34.05098044,-7.237254928,41.28823516,25.53725501,1.262745107,626.4313725,97.31372549,13.49019608,51.82352941,263.5882353,54.56862745,0.480832361,653.7843137,-99.27,37.16,0.001876176,0.000642619,0.133757055373183,0.177586162352159,24.148171074551,0.197609862427857,0.0552514428397804,0.139227559938983,0.111895176594844,0.163809649109916,225.749548878469,3.979859297986,0.302133982178822,3.52284156076323,21.6481394654678,6.95246826520643,2613.47163890977,64
38014,12.46666659,12.40925937,974.4111136,32.24259235,-8.190740815,40.43333308,24.56481506,-0.662962964,916.1296296,130.462963,30.40740741,39.94444444,336.4814815,103.8148148,0.685956125,343.8703704,-95.9,38.97,0.0012918,0.000856743,0.0346247771418322,0.0756320489926176,29.6924124419045,0.0507748425673489,0.0674215684930286,0.134847830863106,0.0354081450879251,0.0492551227988405,200.230285273441,10.9192773433487,10.0779216733451,10.0418474367005,48.5752773479547,103.940171735773,1786.54292806756,74
38015,12.61764713,12.52352943,972.1843154,32.43137247,-8.156862876,40.58823499,24.63921614,-0.5509804,926.745098,138.1960784,26.15686275,44.37254902,350.1176471,89.52941176,0.683212988,337.0588235,-95.85,38.53,0.004540751,0.002578135,0.0329662122160182,0.0621654223242952,12.6524737700442,0.0519180053182314,0.0235881312696583,0.061754460168318,0.0210277642813442,0.0296114360843457,397.888442122723,29.9740775216494,3.82954925858164,4.50137616829145,58.0779456779776,41.7595231643356,684.212485198734,77
38017,12.81864401,12.98983047,972.2830521,32.96271172,-8.183050851,41.14576275,24.89999972,-0.315254247,874.8305085,138.2881356,21.3559322,48.91525424,344.8983051,74.37288136,0.646773487,357.5762712,-96.56,38.36,0.001254676,0.000799807,0.0508657898461204,0.0241975126718249,63.3931088998812,0.087106282782116,0.0636479038622106,0.0685874604533846,0.0364479539918362,0.10238301839893,335.064166207418,12.747633523394,1.10964461465149,0.394605834212192,39.290424862965,7.56834366731063,1231.92276554408,72
38026,12.30638291,12.3148937,982.4595752,32.06382926,-8.370212859,40.4340425,24.51702122,-0.93404257,920.6382979,138.3617021,24.68085106,47.17021277,358,84.89361702,0.691227803,311.8510638,-95.56,39.08,0.003506707,0.002302807,0.0306870422971247,0.0873706125711031,50.5149351467746,0.0217678990170239,0.141508007081796,0.194352283732561,0.0202799016347823,0.0897874483639258,650.591835616665,20.6748625066229,5.49767983292787,7.873587250309,171.616534981613,61.362897701832,765.056136099715,78
38028,11.21132075,13.32641497,1034.220751,32.42264183,-10.56415113,42.98679273,24.13773623,-2.720754704,794.5849057,114.3396226,15.96226415,52.60377358,317.4339623,59.43396226,0.610151458,402.6415094,-96.87,39.9,0.00067876,0.00046635,0.128520244223172,0.0251307141732985,47.5068618128427,0.137974218126297,0.140419402358751,0.0524413273227972,0.111952158329524,0.148632499906653,263.035072043936,28.0186936099356,0.660045226370462,0.529502301082158,57.8061251998162,3.43005048023974,666.982180952119,66
38029,11.6142858,13,1019.208162,32.3775518,-9.842857069,42.22040807,24.32040787,-2.155102032,856.1428571,124.1020408,20,50.18367347,337.5918367,69.53061224,0.650228015,343.0612245,-96.02,39.76,0.000794284,0.000461589,0.0502447585483787,0.0153946343630801,97.5981261699138,0.0224352394281983,0.135408537031812,0.153073210812372,0.0201832238818377,0.0997673528095464,718.631137754037,45.008537291004,2.59958252134774,1.18656813445348,76.8529516738955,17.2357938197955,1037.55133031874,74
38030,11.11206898,13.39827587,1020.548276,32.2896549,-10.30517231,42.59482765,23.92068932,-2.581034467,779.6551724,111.7241379,15.70689655,52.43103448,313.5344828,59.67241379,0.602371688,456.2241379,-97.01,39.93,0.000712228,0.000539509,0.154344462732709,0.016023750496764,63.7907594147219,0.167013122209519,0.181033458662961,0.0821805394531217,0.140014901831561,0.17889440129882,181.729484195301,18.2860720233264,0.368441124466177,0.450101029383884,40.7590300059167,1.47803056449091,856.304594197355,65
39001,12.40357144,13.33928571,789.6017881,29.71249986,-5.035714286,34.74821452,22.29107141,1.848214275,1301.785714,129.1785714,79.5,13,362.0714286,269.25,0.856390732,463.9642857,-83.7,36.6,0.001643594,0.00241716,0.282346098336227,0.0736626892581754,33.6947014129828,0.47194873348512,0.252992039464167,0.152507300240965,0.329521820548548,0.259251150632018,1338.21725271451,11.2366165149689,12.8763701727261,0.353210476439912,103.161874912997,102.727170006524,11982.0043820783,96
39006,13.68490559,12.4773584,844.5735911,31.40377322,-4.709433835,36.11320733,24.16415153,2.267924511,1280.056604,128.754717,76.05660377,14.28301887,365.7169811,256.1509434,0.708902051,192.754717,-86.63,36.99,0.004183134,0.002212591,0.0239735995137276,0.0153026674698007,10.4083869119002,0.0276773381655601,0.0580971627031364,0.0349820129187527,0.0227646222120747,0.0381445261521657,236.242763757709,9.12729146082059,1.03655216839883,0.259786672591273,29.8799135081394,9.31967170089192,669.160253849753,83
39009,13.41320756,13.13396238,804.511318,30.63207544,-4.71886795,35.35094373,23.36603776,2.496226464,1343.320755,129.8301887,80.32075472,12.18867925,366.8490566,285.4528302,0.855226987,270.9811321,-85.26,36.7,0.002121159,0.005126573,0.104313917808287,0.0743284672356053,89.7602370073089,0.261601215610642,0.0446135952916913,0.1634922160538,0.155549058045725,0.0775987733408474,529.736255356359,11.1122980662451,2.74460945304461,0.39085781156509,48.120391992967,18.1384300233266,5035.95192194159,83
39010,13.00784322,12.91372546,796.6372537,30.00784332,-4.929411823,34.93725504,22.8921569,2.201960788,1321.27451,126.6470588,80.19607843,11.37254902,361.6470588,285.2352941,0.808384429,320.7254902,-84.99,36.61,0.002133185,0.005329663,0.154917982482769,0.10798814730568,75.3166333895321,0.371177802954579,0.0722837018575574,0.243308922451849,0.227254979245346,0.107955417028332,1084.07331055122,24.6580042158529,6.30868317585342,0.44542378053165,97.5517493655037,29.0774356308818,8619.67448455459,84
39040,12.05538472,12.29230763,863.2399996,30.0092308,-6.249230708,36.25846176,22.7661536,0.470769238,1124.323077,115.6923077,70.81538462,16,332.9846154,241.7384615,0.756491141,254.5076923,-84.16,38.43,0.001423849,0.000598748,0.053106804970615,0.0502029860772899,76.0064787877368,0.0284958914104334,0.170699675420157,0.103860799923472,0.0394902816695846,0.125285420669659,384.702845507926,9.53731526317114,0.640235574575671,0.0796616066953673,23.7666012335455,32.4223819135243,687.191749562927,87
39044,12.02903228,12.67580652,854.3258076,30.05000004,-6.358064621,36.40806438,22.63387129,0.538709687,1150.209677,120.983871,71.19354839,16,337.4032258,246.5483871,0.78139267,252.5967742,-83.92,38.2,0.002720187,0.001514708,0.0515953596121499,0.123526873426308,90.6079031819068,0.0397293579453983,0.105128216370214,0.0639626620306822,0.0451293957916617,0.111314908510357,697.133142738133,25.849620204864,1.04354809383965,0.193688829047654,57.4171383184816,28.2882427237677,1043.82089099697,87
42011,19.70000076,11.02040824,620.1673497,32.60203996,4.857142993,27.74489804,27.19591911,11.31020421,1501.22449,174.4489796,94.51020408,18.10204082,469.6530612,319.3265306,0.655417687,10.06122449,-91.82,30.06,0.021496244,0.009025664,0.00937024716431235,0.112131242607342,78.9727147285084,0.0456036901474531,0.086734306675243,0.233058968165712,0.00675497490195452,0.0379286291773836,437.969941060888,162.100644757515,12.0433896434106,13.4554733371655,1204.69132519989,26.0455212129107,16.3011025522055,56
42015,19.69074066,10.73703704,635.3074047,32.85185164,4.694444418,28.15740723,27.3462962,11.04444454,1443.462963,147.7962963,90.88888889,15.72222222,422.7777778,284.1666667,0.661626694,6.740740741,-93.34,30,0.028093591,0.016460551,0.041273415181132,0.479771330379877,36.9556963260496,0.0738110308703273,0.290687660228831,0.635788918324393,0.0131732725369451,0.0761960318498569,142.547427624403,33.135823888561,7.41430715946681,4.61724057978964,303.950566487309,162.460627897542,14.0709751138908,59
42018,18.59830546,12.6728813,688.6847389,33.80339089,2.516949153,31.28644074,27.14406835,9.467796568,1440.237288,155.6779661,84.47457627,20.15254237,426.7627119,262.6610169,0.672978804,21,-91.44,31.97,0.008864644,0.004860181,0.0323107537675856,0.0435322171606101,138.344497948869,0.0402325433482893,0.0942802468467731,0.104915926360364,0.0277970568336032,0.0999790757428165,736.137683704626,15.068193387939,15.9185533311082,0.894149486214705,41.333813759339,95.8932501587518,311.398780304308,73
42034,19.60200039,10.98999996,629.8580029,32.66199989,4.625999889,28.03600014,27.19200073,11.02200005,1507.82,165.34,99.4,15.96,453.26,318.6,0.610050278,5.9,-92.45,30.08,0.013037334,0.007026831,0.0200697188123767,0.203253066289144,39.1478602814088,0.0616639044663759,0.13406006836682,0.317813639426933,0.00565163327709581,0.0455783572516011,199.069263127316,173.431559084062,6.93913989381348,12.5831963191025,878.624010072835,193.146780653354,18.1326637169419,57
42119,18.88035669,12.7999999,676.0249993,33.93214267,2.487499974,31.44464316,27.18035732,9.742857252,1415.785714,159.8571429,93.94642857,15.19642857,413.1428571,291.5357143,0.778648784,65.75,-92.96,31.56,0.004234126,0.002606104,0.0670939831659295,0.0692180038994928,186.556751716228,0.0353434648574222,0.314025712242263,0.426808505930423,0.0315302292117729,0.184245412522271,1028.38149284761,27.4811473531608,18.4635978839102,0.669667868663343,145.906572958224,70.2400781551971,601.777505023607,76.4864477469945
44006,3.537142839,11.84428569,1004.145715,23.50857143,-17.49999992,41.00857152,15.96428593,-10.00428562,1031.528571,110.6285714,59.8,16.78571429,310.9142857,199.4142857,0.790643894,487.9571429,-70.95,44.92,0.001302394,0.007381696,0.618960884766841,0.304898141111511,68.1523199776037,1.4106973146548,0.247708988602172,0.59960995550703,0.696327495965326,0.519286199351817,4986.78341048151,60.2009272642299,36.0744209769929,3.82241182075436,445.558101858445,329.748595461516,20077.7990694672,103
44007,5.300000012,12.62656254,998.4234371,25.82031238,-16.02968752,41.84999985,17.73437503,-8.16406253,1059.890625,108.375,66.53125,13,296.78125,217.578125,0.809313478,286.484375,-70.96,44.62,0.001391476,0.006688565,1.04840272302661,0.312443468659225,160.305573092908,2.25789726972677,0.612661298649389,0.945279915756652,1.24948022980937,0.897024720652692,10245.9918639294,82.4187692097733,89.2776513693824,5.04615282298766,638.984215988644,768.118022540782,32286.6894163135,104
44012,6.87205884,11.71323529,965.7147073,26.61323542,-13.32352936,39.93676449,19.04117652,-6.017647056,1142.426471,121.6176471,82.51470588,11.14705882,327.8823529,257.7352941,0.788888894,112.9117647,-70.56,44.14,0.001954392,0.006433787,0.462500489387276,0.422412650429687,226.323058707437,0.369223243352302,1.24143420259061,1.05636215869478,0.360676933678805,0.740243064863834,1250.02801702746,18.3784517871723,17.5209964826548,0.383964935740289,125.90148482182,113.130355383627,10458.6929108232,100
44013,6.02686566,12.23582086,979.8701509,26.23731351,-14.73283577,40.97014937,18.27014926,-7.152238832,1116.970149,116.2985075,74.71641791,10.79104478,315.0447761,249.1044776,0.814780781,167.5820896,-70.29,44.33,0.001493244,0.004595822,0.506739523038368,0.219652320495255,176.226289647963,0.309541914697491,1.32910503117814,0.775784959257765,0.391924464388383,0.816145453376937,797.321638305348,14.8487619137563,20.6016880255784,0.454979947981226,96.0612503743375,99.8591309927059,9212.18473911735,99
44019,5.613846075,12.35230763,1007.59384,26.12615398,-15.81999984,41.94615379,18.13692316,-8.056923177,1073.107692,111.7846154,70.6,11.58461538,303.7846154,224.7538462,0.783891848,111.4153846,-69.43,44.98,0.001124321,0.003504969,0.53478265462859,0.0602554047846736,140.565349352181,0.492902319518468,0.901219406877023,0.249596878188608,0.394528184018611,0.748747636445725,326.474058632006,7.95754096292482,11.0053820179886,0.719324063186129,44.7884795932166,67.100814727714,8869.35972137363,100
44031,4.272881391,12.15762704,1008.24746,24.54237288,-17.07796588,41.62033922,16.75084735,-9.359322015,1042.288136,105.1525424,62.37288136,13.55932203,291.0338983,208.3220339,0.812759676,305.2372881,-70.19,45.23,0.00090175,0.00524201,0.68644422700091,0.258275212904587,109.435987808171,1.31747687032955,0.295954045257335,0.549219846786612,0.695730125621287,0.613737665986628,3100.32048226009,37.9146102549777,24.9882921882826,2.53790843200272,222.655329001965,236.691230090583,29075.9622046409,101
44032,3.889552273,11.84179091,1010.668656,24.02537334,-17.22537337,41.25074631,16.39999976,-9.746268614,1019.656716,103.1492537,59.86567164,14.80597015,294.7164179,201.5373134,0.784853698,377.9850746,-70.21,45.07,0.000997511,0.005711037,0.872358171124215,0.264841361931513,105.606991855675,1.59130704933644,0.434493622144673,0.516410886341693,0.851762849890848,0.820135577015416,2999.91484627897,31.1182994805214,25.8580384756811,2.51090798822306,201.797640995381,242.904521899879,32693.9285426067,101
44033,5.108196751,12.20327874,1013.470493,25.76229505,-16.2590166,42.0213114,17.74918025,-8.590163833,1067.016393,111.5737705,71.54098361,11.83606557,302.4590164,222.8688525,0.809636548,143.852459,-69.03,45.05,0.001423549,0.003631912,0.273372505452494,0.118324553790254,316.563941625821,0.0793666699985279,1.05084578824559,0.735967633991435,0.132519898251571,0.588319386797767,256.488518347505,5.05964995097332,12.1971357924569,0.417654216971574,32.1869022068108,84.3160494064942,2996.70137578998,99
44035,3.433823529,11.78823522,1039.525003,23.91323533,-18.17205909,42.08529383,16.34117637,-10.56029407,1004.367647,103,56.32352941,17.57352941,302.1029412,186.8823529,0.804175302,374.2058824,-69.92,45.86,0.001774799,0.008805866,0.159632971347273,0.131529618875214,28.0895730063737,0.310631830557843,0.0512100759413687,0.211186697240894,0.177430884368309,0.139318569063495,558.555658313459,12.9157310968745,3.47295584080167,2.28913705545171,62.80950143402,39.2007188904471,8446.4449595282,99
44041,4.842253463,12.2732394,1027.983098,25.81126772,-16.70704221,42.51830979,17.75915484,-8.959154922,1025.619718,111.8169014,69.25352113,14.33802817,291.8028169,210.5070423,0.743040626,136.6142857,-68.53,45.61,0.001284938,0.006483413,0.126583814083224,0.0115981688212722,143.100243693851,0.0838960118029915,0.242389755561178,0.114611961449642,0.0625078608753138,0.23068552217275,457.532401773479,13.8769471044257,12.2400476679405,0.817302892161681,74.0203999022552,94.3993932052105,3030.40770138703,102
46003,8.050819764,12.11311481,821.6590166,25.49344269,-9.408196653,34.90163922,18.20819664,-3.024590172,1198.032787,121.6557377,81.19672131,12.93442623,348.2622951,260.4262295,0.813160188,781.295082,-79.16,39.43,0.001274262,0.001600594,1.40294195257727,0.367651323983287,233.053108721508,2.99124302325018,0.790149853362964,0.777514087308872,1.90258772401995,1.26966134181079,18133.5887369594,145.676152078316,128.892753347154,2.34077327124366,1224.74634999816,1479.31038137843,49380.2877761879,103
46005,10.53934419,13.09508195,862.2278733,29.62786881,-7.470491792,37.09836103,21.39672126,-0.924590165,933.442623,94.2295082,59.63934426,14.3442623,276,186.2459016,0.813222045,308.8852459,-78.81,39.61,0.001748461,0.00173716,1.47772065741033,0.36983833693826,112.8450703676,3.18825298952474,0.994411860563673,0.650589571432522,1.93519209876672,1.45316951560604,6816.40736892569,61.8263499620601,47.6841898080682,1.33990324529845,452.82380021794,566.138878169315,42438.3372990737,103
46006,11.28947367,12.14210525,878.754387,30.07543868,-6.617543781,36.69298199,22.37894691,-0.419298251,991.4736842,99.10526316,65.01754386,11.94736842,284.245614,204.4912281,0.664172056,159.0701754,-77.86,39.61,0.006727439,0.003776536,0.304241357135766,0.149713623113482,48.0053873269788,0.508398352182136,0.216416642494443,0.133084211622478,0.325725363848618,0.338582066332002,1636.54991795769,13.8939017614828,15.697785817839,1.03837745494388,85.1552882477162,150.264791319606,9097.4850087507,107
46011,11.70754713,11.87547153,853.7867927,29.74905651,-5.932075438,35.68113226,22.46603797,0.369811327,1066.169811,107.2075472,72.11320755,10.8490566,299.7735849,229.7358491,0.773737905,167,-77.09,39.15,0.008262719,0.006260234,0.279478685854013,0.0631784059350353,29.1046555515347,0.225249721392839,0.420481371612124,0.123216261700718,0.287550222208773,0.357639324945659,1418.44687306033,17.6686575843083,8.14291649391381,0.579612433177152,80.7689631702171,139.176563184479,2714.02985402205,90
46012,12.32777765,11.80740731,851.9370343,30.25000007,-5.227777781,35.47777762,23.08888912,1.025925932,1051.925926,104.2777778,71,11.44444444,296.0185185,224.5740741,0.726103916,120.1296296,-77,39.11,0.010029227,0.007642267,0.296157992734153,0.0735598514598108,49.7492814284097,0.247826236048627,0.480231503955667,0.182093799150703,0.316069867768663,0.37933119279131,1081.99127495069,12.6638914340963,6.3543319569671,0.695428291032169,61.3955268864738,112.445485287714,3149.14234270975,88
46013,11.37547178,11.81509426,858.4830173,29.55094341,-6.264150952,35.8150945,22.19999994,-0.02264151,1081.150943,107.9811321,72.47169811,10.01886792,302.1509434,235.0566038,0.737004808,205.509434,-77.03,39.51,0.004979599,0.003356495,0.235190441477112,0.083275836933223,35.3380640396398,0.268568148621381,0.278195665318745,0.107614696458836,0.238544491786914,0.293098435120529,1653.91560736594,23.2723999900618,8.67708632029189,0.425397996027655,107.231499317424,150.589631241889,3328.57394738841,97
46014,11.17288142,11.83559318,863.2644064,29.48474574,-6.513559309,35.99830485,22.06610185,-0.28474577,1071,105.8474576,71.50847458,10.03389831,298.4237288,233.220339,0.7104025,216.0847458,-77.02,39.64,0.004207384,0.002538668,0.150709374040985,0.0912038387447269,48.8840321046752,0.218606369102355,0.147475762753998,0.114124144638566,0.145815153457724,0.195093042070326,1376.59528311061,22.4912004268042,5.49712444678065,0.238972407874378,113.305853324501,99.0766577135287,3311.90397520292,99
46015,10.98727275,11.61636368,868.5545488,29.30727265,-6.636363593,35.94363639,21.9363636,-0.525454552,1079.145455,106.0909091,72.4,10,299.5090909,236.8545455,0.748325608,244.1272727,-76.96,39.63,0.00380305,0.002337098,0.149543099101132,0.0890536234526276,45.3211597546995,0.20136571025428,0.163560331606014,0.11513387685952,0.149713056108499,0.191249040677571,1444.51075648804,23.1026136901609,5.65490267722281,0.214703857022396,123.077545804245,102.25406232613,2094.59776896818,99
