year,location,season,night,web,trap,recap,species,sex,age,reprod,mass
1997,rsgrass,3,1,4,35,n,dior,m,a,st,59
1997,rsgrass,3,1,4,44,n,dior,m,a,na,53
1997,rsgrass,3,1,4,45,n,dime,f,a,na,35
1997,rsgrass,3,1,4,46,n,pgfl,f,a,na,10
1997,rsgrass,3,1,4,57,n,neal,f,a,na,154
1997,rsgrass,3,1,4,59,n,dior,m,a,na,45
1997,rsgrass,3,1,4,60,n,pgfl,f,a,na,13
1997,rsgrass,3,1,4,65,n,pgfl,m,a,na,12
1997,rsgrass,3,1,4,69,n,pgfl,f,a,na,12
1997,rsgrass,3,1,4,70,n,dime,m,a,na,55
1997,rsgrass,3,1,4,73,n,neal,m,a,st,194
1997,rsgrass,3,1,4,77,n,pgfl,m,a,na,11
1997,rsgrass,3,1,4,78,n,dior,m,a,na,54
1997,rsgrass,3,1,4,84,n,dime,m,a,na,41
1997,rsgrass,3,1,4,88,n,dime,f,a,na,40
1997,rsgrass,3,1,4,93,n,dior,m,a,st,55
1997,rsgrass,3,1,4,100,n,dior,m,a,st,55
1997,rsgrass,3,1,4,101,n,pgfl,m,a,na,12
1997,rsgrass,3,1,4,105,n,dime,f,a,na,42
1997,rsgrass,3,1,4,107,n,dior,m,a,st,50
1997,rsgrass,3,1,4,109,n,pgfl,f,a,na,11
1997,rsgrass,3,1,4,117,n,dior,m,a,na,58
1997,rsgrass,3,1,4,120,n,dior,m,a,st,62
1997,rsgrass,3,1,4,123,n,onle,m,a,na,37
1997,rsgrass,3,1,4,124,n,pgfl,f,a,na,14
1997,rsgrass,3,1,4,126,n,pgfl,f,a,na,13
1997,rsgrass,3,1,4,128,n,dime,f,a,na,39
1997,rsgrass,3,1,4,136,n,dior,f,a,na,60
1997,rsgrass,3,1,4,140,n,dior,na,na,na,na
1997,rsgrass,3,1,4,141,n,onle,m,a,na,46
1997,rsgrass,3,1,4,143,n,dime,f,a,na,41
1997,rsgrass,3,1,5,7,n,remg,m,a,na,8
1997,rsgrass,3,1,5,11,n,dior,m,a,st,55
1997,rsgrass,3,1,5,18,n,onle,m,a,na,36
1997,rsgrass,3,1,5,21,n,dior,m,a,st,58
1997,rsgrass,3,1,5,22,n,neal,m,a,st,200
1997,rsgrass,3,1,5,23,n,dime,f,a,na,45
1997,rsgrass,3,1,5,26,n,pgfl,f,a,na,11
1997,rsgrass,3,1,5,33,n,pgfl,m,a,na,12
1997,rsgrass,3,1,5,47,n,dime,m,a,na,41
1997,rsgrass,3,1,5,55,n,pgfl,f,a,na,9
1997,rsgrass,3,1,5,67,n,dior,m,a,st,59
1997,rsgrass,3,1,5,70,n,neal,m,a,na,184
1997,rsgrass,3,1,5,72,n,dior,m,a,na,51
1997,rsgrass,3,1,5,75,n,dior,f,a,na,45
1997,rsgrass,3,1,5,76,n,dior,m,a,na,65
1997,rsgrass,3,1,5,78,n,pgfl,m,a,na,13
1997,rsgrass,3,1,5,80,n,dior,m,a,na,50
1997,rsgrass,3,1,5,82,n,dior,f,a,na,51
1997,rsgrass,3,1,5,90,n,dior,m,a,na,52
1997,rsgrass,3,1,5,94,n,dime,m,a,na,42
1997,rsgrass,3,1,5,95,n,neal,m,a,na,174
1997,rsgrass,3,1,5,96,n,pmle,f,a,na,29
1997,rsgrass,3,1,5,116,n,dior,m,a,na,52
1997,rsgrass,3,1,5,119,n,dior,m,a,st,53
1997,rsgrass,3,1,5,120,n,dime,f,a,na,46
1997,rsgrass,3,1,5,126,n,pgfl,f,a,na,12
1997,rsgrass,3,1,5,139,n,dior,f,a,na,59
1997,rsgrass,3,1,5,141,n,dior,f,a,na,61
1997,rsgrass,3,1,5,144,n,dior,m,a,st,59
1997,rsgrass,3,2,1,3,y,neal,m,a,na,na
1997,rsgrass,3,2,1,21,n,neal,f,a,na,144
1997,rsgrass,3,2,1,25,y,onle,f,a,na,na
1997,rsgrass,3,2,1,38,n,onle,m,a,na,36
1997,rsgrass,3,2,1,41,y,neal,f,a,na,na
1997,rsgrass,3,2,1,44,y,disp,f,a,na,na
1997,rsgrass,3,2,1,45,y,disp,m,a,na,na
1997,rsgrass,3,2,1,47,n,neal,f,a,na,142
1997,rsgrass,3,2,1,51,n,pgfl,m,a,na,10
1997,rsgrass,3,2,1,55,n,neal,m,a,st,222
1997,rsgrass,3,2,1,57,n,pgfl,m,a,na,10
1997,rsgrass,3,2,1,68,y,neal,m,a,na,na
1997,rsgrass,3,2,1,71,y,neal,f,a,na,na
1997,rsgrass,3,2,1,75,n,neal,f,a,na,108
1997,rsgrass,3,2,1,77,y,dior,f,a,na,na
1997,rsgrass,3,2,1,87,y,onle,m,a,na,na
1997,rsgrass,3,2,1,92,n,neal,na,na,na,na
1997,rsgrass,3,2,1,100,y,neal,m,a,na,na
1997,rsgrass,3,2,1,104,y,dior,f,a,na,na
1997,rsgrass,3,2,1,112,y,dime,f,a,na,na
1997,rsgrass,3,2,1,115,n,dime,m,a,na,50
1997,rsgrass,3,2,1,120,n,pgfl,f,a,na,12
1997,rsgrass,3,2,1,127,y,onle,f,a,na,na
1997,rsgrass,3,2,1,130,y,dior,f,a,na,na
1997,rsgrass,3,2,1,136,y,dime,f,a,na,na
1997,rsgrass,3,2,1,142,y,neal,f,a,na,na
1997,rsgrass,3,2,1,145,n,onle,m,a,na,25
1997,rsgrass,3,2,4,22,y,onle,f,a,na,na
1997,rsgrass,3,2,4,98,y,pgfl,m,a,na,na
1997,rsgrass,3,2,4,112,y,neal,m,a,na,na
1997,rsgrass,3,2,4,144,n,onle,m,a,na,37
1997,rsgrass,3,2,5,23,y,neal,m,a,na,na
1997,rsgrass,3,2,5,95,y,neal,m,a,na,na
1997,rsgrass,3,2,5,119,y,pmle,f,a,na,na
1997,rsgrass,3,2,5,137,n,dior,f,a,v,34
1997,rsgrass,3,3,1,2,y,onle,f,a,na,na
1997,rsgrass,3,3,1,8,y,dime,f,a,na,na
1997,rsgrass,3,3,1,9,y,dime,m,a,na,na
1997,rsgrass,3,3,1,10,n,dior,f,a,na,51
1997,rsgrass,3,3,1,21,y,neal,m,a,na,na
1997,rsgrass,3,3,1,25,y,onle,m,a,na,na
1997,rsgrass,3,3,1,33,y,dime,f,a,na,na
1997,rsgrass,3,3,1,48,y,dior,f,a,na,na
1997,rsgrass,3,3,1,52,y,neal,f,a,na,na
1997,rsgrass,3,3,1,55,n,neal,f,a,na,134
1997,rsgrass,3,3,1,60,y,dior,m,a,na,na
1997,rsgrass,3,3,1,61,y,disp,f,a,na,na
1997,rsgrass,3,3,1,65,y,dior,f,a,na,na
1997,rsgrass,3,3,1,67,n,dime,f,a,na,44
1997,rsgrass,3,3,1,70,n,pgfl,f,a,na,13
1997,rsgrass,3,3,1,72,y,neal,f,a,na,na
1997,rsgrass,3,3,1,81,n,neal,f,a,na,144
1997,rsgrass,3,3,1,84,n,neal,f,a,na,168
1997,rsgrass,3,3,1,90,y,dior,f,a,na,na
1997,rsgrass,3,3,1,92,y,neal,m,a,na,na
1997,rsgrass,3,3,1,94,n,pgfl,m,a,na,10
1997,rsgrass,3,3,1,95,y,dior,m,a,na,na
1997,rsgrass,3,3,1,101,y,neal,m,a,na,na
1997,rsgrass,3,3,1,102,y,dior,m,a,na,na
1997,rsgrass,3,3,1,103,y,dior,f,a,na,na
1997,rsgrass,3,3,1,104,y,pgfl,f,a,na,na
1997,rsgrass,3,3,1,106,n,neal,m,j,na,108
1997,rsgrass,3,3,1,107,y,dior,m,a,st,na
1997,rsgrass,3,3,1,117,y,dior,m,a,na,na
1997,rsgrass,3,3,1,119,y,neal,f,a,na,na
1997,rsgrass,3,3,1,120,n,pgfl,f,a,na,12
1997,rsgrass,3,3,1,124,n,dior,m,a,na,31
1997,rsgrass,3,3,1,127,y,onle,f,a,na,na
1997,rsgrass,3,3,1,130,n,dior,m,a,na,52
1997,rsgrass,3,3,1,132,n,dior,f,a,na,53
1997,rsgrass,3,3,1,136,y,neal,m,a,na,na
1997,rsgrass,3,3,1,137,y,onle,m,a,na,na
1997,rsgrass,3,3,1,140,n,dime,m,a,na,44
1997,rsgrass,3,3,1,141,y,dime,na,na,na,na
1997,rsgrass,3,3,1,142,y,dime,m,a,na,na
1997,rsgrass,3,3,4,6,n,dior,f,a,na,43
1997,rsgrass,3,3,4,10,y,dior,m,a,na,na
1997,rsgrass,3,3,4,11,n,neal,f,a,na,154
1997,rsgrass,3,3,4,13,y,dior,m,a,na,na
1997,rsgrass,3,3,4,15,n,neal,m,a,na,184
1997,rsgrass,3,3,4,18,y,dior,m,a,st,na
1997,rsgrass,3,3,4,30,y,neal,f,a,na,na
1997,rsgrass,3,3,4,44,y,dior,m,a,na,na
1997,rsgrass,3,3,4,45,y,dior,f,a,na,na
1997,rsgrass,3,3,4,47,n,neal,f,a,na,148
1997,rsgrass,3,3,4,60,y,pgfl,f,a,na,na
1997,rsgrass,3,3,4,64,y,dime,f,a,na,na
1997,rsgrass,3,3,4,70,y,neal,f,a,na,na
1997,rsgrass,3,3,4,81,y,dior,m,a,na,na
1997,rsgrass,3,3,4,83,y,pgfl,f,a,na,na
1997,rsgrass,3,3,4,95,y,dior,m,a,st,na
1997,rsgrass,3,3,4,98,y,neal,f,a,na,na
1997,rsgrass,3,3,4,100,n,dior,f,a,na,31
1997,rsgrass,3,3,4,103,y,dime,f,a,na,na
1997,rsgrass,3,3,4,110,y,pgfl,m,a,na,na
1997,rsgrass,3,3,4,118,n,onle,m,a,na,26
1997,rsgrass,3,3,4,119,y,dior,m,a,st,na
1997,rsgrass,3,3,4,120,y,neal,f,a,na,138
1997,rsgrass,3,3,4,124,y,onle,m,a,na,na
1997,rsgrass,3,3,4,125,y,dior,f,a,na,na
1997,rsgrass,3,3,4,132,y,dime,f,a,na,na
1997,rsgrass,3,3,4,140,y,onle,f,a,na,na
1997,rsgrass,3,3,4,144,n,onle,m,a,na,26
1997,rsgrass,3,3,5,21,y,dime,f,a,na,na
1997,rsgrass,3,3,5,23,y,onle,f,a,na,na
1997,rsgrass,3,3,5,35,y,neal,f,a,na,168
1997,rsgrass,3,3,5,53,n,dior,f,a,na,51
1997,rsgrass,3,3,5,65,y,dior,m,a,na,na
1997,rsgrass,3,3,5,66,y,pgfl,m,a,na,na
1997,rsgrass,3,3,5,74,y,pgfl,f,a,na,na
1997,rsgrass,3,3,5,80,y,neal,na,na,na,na
1997,rsgrass,3,3,5,90,n,dior,f,a,na,50
1997,rsgrass,3,3,5,94,n,dime,m,a,na,40
1997,rsgrass,3,3,5,98,y,dior,m,a,na,na
1997,rsgrass,3,3,5,107,y,dime,f,a,na,na
1997,rsgrass,3,3,5,108,y,neal,m,a,na,na
1997,rsgrass,3,3,5,119,y,pmle,f,a,na,na
1997,rsgrass,3,3,5,121,y,dior,m,a,na,54
1997,rsgrass,3,3,5,123,n,onle,f,a,na,33
1997,rsgrass,3,3,5,124,n,dior,m,a,na,51
1997,rsgrass,3,3,5,124,y,onle,m,a,na,40
1997,rsgrass,3,3,5,126,y,dior,f,a,na,na
1997,rsgrass,3,3,5,130,y,dior,m,a,na,na
1997,rsgrass,3,3,5,140,n,pgfl,f,a,na,11
1997,rslarrea,1,1,2,7,n,dime,f,a,na,43
1997,rslarrea,1,1,2,9,n,dime,f,a,na,35
1997,rslarrea,1,1,2,10,n,dior,f,a,v,39
1997,rslarrea,1,1,2,12,n,pgfv,f,a,na,8
1997,rslarrea,1,1,2,23,n,dime,f,a,na,37
1997,rslarrea,1,1,2,24,n,dime,f,a,na,54
1997,rslarrea,1,1,2,29,n,pgfl,m,a,na,15
1997,rslarrea,1,1,2,34,n,dime,m,a,st,51
1997,rslarrea,1,1,2,41,n,pmtr,f,j,na,17
1997,rslarrea,1,1,2,45,n,pgfv,f,a,na,14
1997,rslarrea,1,1,2,46,n,dime,m,a,st,51
1997,rslarrea,1,1,2,47,n,dime,f,a,na,47
1997,rslarrea,1,1,2,55,n,pmtr,m,a,st,26
1997,rslarrea,1,1,2,58,n,dime,m,a,st,50
1997,rslarrea,1,1,2,60,n,dime,m,a,st,55
1997,rslarrea,1,1,2,64,n,dime,f,a,v,44
1997,rslarrea,1,1,2,70,n,dime,m,a,na,44
1997,rslarrea,1,1,2,71,n,dime,m,a,na,33
1997,rslarrea,1,1,2,76,n,pmtr,f,a,p,31
1997,rslarrea,1,1,2,81,n,dime,f,a,na,32
1997,rslarrea,1,1,2,82,n,dime,f,a,p,49
1997,rslarrea,1,1,2,83,n,dime,m,a,na,30
1997,rslarrea,1,1,2,87,n,dime,m,a,na,32
1997,rslarrea,1,1,2,89,n,pgfl,f,a,p,12
1997,rslarrea,1,1,2,92,n,dime,f,a,na,32
1997,rslarrea,1,1,2,94,n,dime,m,a,st,48
1997,rslarrea,1,1,2,96,n,dime,m,a,na,44
1997,rslarrea,1,1,2,99,n,dime,m,a,st,46
1997,rslarrea,1,1,2,101,n,dime,m,a,na,31
1997,rslarrea,1,1,2,106,n,dime,m,a,st,50
1997,rslarrea,1,1,2,110,n,dime,m,a,na,36
1997,rslarrea,1,1,2,114,n,neal,f,a,na,98
1997,rslarrea,1,1,2,115,n,disp,f,a,na,141
1997,rslarrea,1,1,2,116,n,dime,f,a,p,51
1997,rslarrea,1,1,2,118,n,dime,f,a,na,35
1997,rslarrea,1,1,2,128,n,dime,m,a,st,50
1997,rslarrea,1,1,2,130,n,onle,f,a,l,37
1997,rslarrea,1,1,2,131,n,dime,m,a,na,33
1997,rslarrea,1,1,2,132,n,neal,m,a,na,132
1997,rslarrea,1,1,2,137,n,onle,m,a,st,40
1997,rslarrea,1,1,2,138,n,pmtr,f,a,p,32
1997,rslarrea,1,1,2,139,n,pmtr,m,j,na,14
1997,rslarrea,1,1,2,143,n,dime,m,a,st,50
1997,rslarrea,1,1,4,8,n,dime,f,a,na,34
1997,rslarrea,1,1,4,10,n,dime,m,a,st,47
1997,rslarrea,1,1,4,12,n,dime,f,a,na,40
1997,rslarrea,1,1,4,15,n,dime,m,a,na,29
1997,rslarrea,1,1,4,46,n,dime,m,a,st,49
1997,rslarrea,1,1,4,47,n,dime,m,a,na,40
1997,rslarrea,1,1,4,48,n,dime,m,a,st,47
1997,rslarrea,1,1,4,52,n,dime,f,a,na,40
1997,rslarrea,1,1,4,59,n,dime,f,a,na,42
1997,rslarrea,1,1,4,60,n,dime,m,a,st,43
1997,rslarrea,1,1,4,83,n,dime,f,a,p,44
1997,rslarrea,1,1,4,84,n,dime,m,a,st,31
1997,rslarrea,1,1,4,89,n,pgfv,f,a,v,7
1997,rslarrea,1,1,4,92,n,dime,m,a,st,43
1997,rslarrea,1,1,4,94,n,dime,f,a,v,44
1997,rslarrea,1,1,4,98,n,dime,f,a,v,31
1997,rslarrea,1,1,4,108,n,dime,m,a,st,46
1997,rslarrea,1,1,4,114,n,dime,m,a,st,42
1997,rslarrea,1,1,4,120,n,dime,f,a,na,46
1997,rslarrea,1,1,4,126,n,pgfl,m,a,st,14
1997,rslarrea,1,1,4,132,n,dime,m,a,st,46
1997,rslarrea,1,1,4,138,n,dime,f,a,p,45
1997,rslarrea,1,1,4,141,n,dime,m,a,na,39
1997,rslarrea,1,1,4,142,n,pgfv,f,a,v,7
1997,rslarrea,1,1,5,6,n,dime,f,a,p,44
1997,rslarrea,1,1,5,7,n,dime,na,na,na,na
1997,rslarrea,1,1,5,9,n,dime,m,a,st,48
1997,rslarrea,1,1,5,18,n,pgfv,f,a,na,6
1997,rslarrea,1,1,5,54,n,pgfv,f,a,na,7
1997,rslarrea,1,1,5,56,n,pgfv,m,a,st,9
1997,rslarrea,1,1,5,60,n,dime,m,a,na,41
1997,rslarrea,1,1,5,67,n,pgfv,m,a,st,8
1997,rslarrea,1,1,5,71,n,dime,m,a,na,39
1997,rslarrea,1,1,5,78,n,dime,f,a,na,42
1997,rslarrea,1,1,5,80,n,dime,m,a,st,53
1997,rslarrea,1,1,5,81,n,dime,f,a,p,52
1997,rslarrea,1,1,5,84,n,dime,m,a,st,38
1997,rslarrea,1,1,5,88,n,pgfl,m,a,st,15
1997,rslarrea,1,1,5,93,n,dime,m,a,st,45
1997,rslarrea,1,1,5,94,n,dime,f,a,p,49
1997,rslarrea,1,1,5,101,n,dime,m,a,na,35
1997,rslarrea,1,1,5,103,n,dime,m,a,st,42
1997,rslarrea,1,1,5,106,n,dime,m,a,st,48
1997,rslarrea,1,1,5,107,n,dime,f,a,v,42
1997,rslarrea,1,1,5,127,n,dime,m,a,na,38
1997,rslarrea,1,1,5,143,n,dime,m,a,st,54
1997,rslarrea,1,2,2,1,y,dime,f,a,na,na
1997,rslarrea,1,2,2,4,y,dime,f,a,na,na
1997,rslarrea,1,2,2,12,n,pmtr,f,a,na,32
1997,rslarrea,1,2,2,19,n,dime,m,a,st,50
1997,rslarrea,1,2,2,21,y,dime,f,a,na,na
1997,rslarrea,1,2,2,23,y,dime,m,a,na,na
1997,rslarrea,1,2,2,24,y,dime,f,a,na,na
1997,rslarrea,1,2,2,29,n,pgfl,f,a,na,12
1997,rslarrea,1,2,2,45,n,pgfl,m,a,st,12
1997,rslarrea,1,2,2,46,y,dime,m,a,na,na
1997,rslarrea,1,2,2,47,y,dime,m,a,na,na
1997,rslarrea,1,2,2,48,y,pgfl,f,a,na,na
1997,rslarrea,1,2,2,50,y,dime,m,a,st,na
1997,rslarrea,1,2,2,59,y,pgfl,f,a,na,na
1997,rslarrea,1,2,2,60,n,dime,f,a,na,47
1997,rslarrea,1,2,2,64,n,pmle,m,a,na,22
1997,rslarrea,1,2,2,70,n,dime,m,a,st,45
1997,rslarrea,1,2,2,73,y,dime,f,a,na,na
1997,rslarrea,1,2,2,81,y,dime,f,a,na,na
1997,rslarrea,1,2,2,82,y,pmtr,f,a,na,na
1997,rslarrea,1,2,2,83,y,dime,f,a,na,na
1997,rslarrea,1,2,2,84,y,neal,m,a,na,na
1997,rslarrea,1,2,2,89,y,dime,m,a,na,na
1997,rslarrea,1,2,2,93,n,pgfl,f,a,na,13
1997,rslarrea,1,2,2,94,y,dime,m,a,na,na
1997,rslarrea,1,2,2,95,n,dime,f,a,na,54
1997,rslarrea,1,2,2,96,y,pmtr,m,a,na,na
1997,rslarrea,1,2,2,101,y,dime,m,a,na,na
1997,rslarrea,1,2,2,102,y,dime,f,a,na,na
1997,rslarrea,1,2,2,103,n,onle,m,a,st,38
1997,rslarrea,1,2,2,104,y,dime,m,a,na,na
1997,rslarrea,1,2,2,107,n,pgfv,f,a,na,9
1997,rslarrea,1,2,2,114,n,disp,m,a,na,79
1997,rslarrea,1,2,2,116,y,disp,m,a,na,na
1997,rslarrea,1,2,2,123,y,dime,m,a,na,na
1997,rslarrea,1,2,2,129,y,disp,na,a,na,na
1997,rslarrea,1,2,4,9,n,pgfv,f,a,na,7
1997,rslarrea,1,2,4,10,y,dime,f,a,na,na
1997,rslarrea,1,2,4,12,n,dime,m,a,st,42
1997,rslarrea,1,2,4,35,n,pgfv,f,a,na,8
1997,rslarrea,1,2,4,36,n,dime,m,a,na,39
1997,rslarrea,1,2,4,46,n,pgfv,m,a,st,8
1997,rslarrea,1,2,4,48,y,dime,f,a,na,na
1997,rslarrea,1,2,4,59,y,dime,m,a,na,na
1997,rslarrea,1,2,4,60,n,dime,f,a,p,53
1997,rslarrea,1,2,4,70,n,dime,f,a,na,42
1997,rslarrea,1,2,4,82,n,dime,m,a,na,29
1997,rslarrea,1,2,4,83,y,dime,f,a,na,na
1997,rslarrea,1,2,4,84,y,dime,m,a,na,na
1997,rslarrea,1,2,4,89,y,pgfv,f,a,na,na
1997,rslarrea,1,2,4,94,y,dime,f,a,na,na
1997,rslarrea,1,2,4,102,y,dime,m,a,na,na
1997,rslarrea,1,2,4,107,n,pgfv,m,a,st,10
1997,rslarrea,1,2,4,132,y,dime,m,a,st,na
1997,rslarrea,1,2,4,138,y,pgfl,m,a,st,na
1997,rslarrea,1,2,4,142,y,dime,m,a,na,na
1997,rslarrea,1,2,4,144,y,dime,m,a,na,37
1997,rslarrea,1,2,5,6,n,dime,m,a,na,49
1997,rslarrea,1,2,5,23,n,pgfv,f,a,na,8
1997,rslarrea,1,2,5,36,n,pgfv,f,a,na,9
1997,rslarrea,1,2,5,42,n,remg,m,a,na,9
1997,rslarrea,1,2,5,48,n,pgfv,m,a,st,7
1997,rslarrea,1,2,5,53,y,dime,m,a,na,na
1997,rslarrea,1,2,5,57,n,dime,m,a,st,52
1997,rslarrea,1,2,5,67,y,pgfv,m,a,na,na
1997,rslarrea,1,2,5,69,y,dime,m,a,na,na
1997,rslarrea,1,2,5,71,n,pmtr,f,a,na,20
1997,rslarrea,1,2,5,72,n,dime,f,a,na,41
1997,rslarrea,1,2,5,75,n,pgfv,m,a,st,6
1997,rslarrea,1,2,5,84,y,dime,m,a,na,na
1997,rslarrea,1,2,5,86,n,pgfl,m,a,st,11
1997,rslarrea,1,2,5,90,y,dime,f,a,na,na
1997,rslarrea,1,2,5,94,y,dime,m,a,na,na
1997,rslarrea,1,2,5,105,y,dime,f,a,na,na
1997,rslarrea,1,2,5,106,y,dime,m,a,na,32
1997,rslarrea,1,2,5,119,n,pgfv,m,a,na,7
1997,rslarrea,1,2,5,120,n,dime,f,a,p,41
1997,rslarrea,1,2,5,124,n,dime,f,a,na,26
1997,rslarrea,1,2,5,131,y,pgfl,m,a,na,na
1997,rslarrea,1,2,5,141,n,dime,f,a,na,36
1997,rslarrea,1,3,2,7,y,pgfl,f,a,na,na
1997,rslarrea,1,3,2,9,n,dime,m,a,na,41
1997,rslarrea,1,3,2,11,y,pgfv,f,a,na,na
1997,rslarrea,1,3,2,12,y,dior,m,a,na,na
1997,rslarrea,1,3,2,14,n,pgfv,m,a,st,9
1997,rslarrea,1,3,2,19,y,dime,m,a,na,na
1997,rslarrea,1,3,2,21,n,pmle,f,a,p,29
1997,rslarrea,1,3,2,22,y,dime,f,a,na,na
1997,rslarrea,1,3,2,24,y,dime,m,a,na,na
1997,rslarrea,1,3,2,31,y,dime,m,a,st,na
1997,rslarrea,1,3,2,34,y,pgfl,m,a,st,na
1997,rslarrea,1,3,2,42,y,pmtr,f,a,na,na
1997,rslarrea,1,3,2,45,y,dime,m,a,st,na
1997,rslarrea,1,3,2,48,y,dime,f,a,na,na
1997,rslarrea,1,3,2,55,y,pmtr,m,a,st,na
1997,rslarrea,1,3,2,60,y,dime,f,a,na,na
1997,rslarrea,1,3,2,64,n,pmle,m,j,na,16
1997,rslarrea,1,3,2,72,n,dime,m,a,st,42
1997,rslarrea,1,3,2,78,y,dime,m,a,na,na
1997,rslarrea,1,3,2,79,y,dime,m,a,na,na
1997,rslarrea,1,3,2,82,y,dime,f,a,na,na
1997,rslarrea,1,3,2,83,y,dime,m,a,na,na
1997,rslarrea,1,3,2,87,n,disp,m,a,st,128
1997,rslarrea,1,3,2,89,y,dime,m,a,na,na
1997,rslarrea,1,3,2,94,y,dime,m,a,st,na
1997,rslarrea,1,3,2,96,y,dime,f,a,na,na
1997,rslarrea,1,3,2,101,y,dime,m,a,na,na
1997,rslarrea,1,3,2,102,y,dime,f,a,na,na
1997,rslarrea,1,3,2,103,y,dime,f,a,na,na
1997,rslarrea,1,3,2,110,y,dime,f,a,na,na
1997,rslarrea,1,3,2,113,n,disp,f,a,na,127
1997,rslarrea,1,3,2,116,n,disp,m,a,na,80
1997,rslarrea,1,3,2,135,y,dime,f,a,na,na
1997,rslarrea,1,3,2,143,y,neal,m,a,na,na
1997,rslarrea,1,3,2,144,n,pgfv,m,a,na,6
1997,rslarrea,1,3,4,18,n,pgfv,f,a,v,8
1997,rslarrea,1,3,4,48,y,dime,f,a,na,na
1997,rslarrea,1,3,4,59,y,dime,f,a,na,na
1997,rslarrea,1,3,4,60,n,neal,f,a,na,150
1997,rslarrea,1,3,4,69,n,pgfv,f,a,na,7
1997,rslarrea,1,3,4,82,y,dime,f,a,na,na
1997,rslarrea,1,3,4,84,y,dime,m,a,na,na
1997,rslarrea,1,3,4,89,y,pgfv,f,a,na,na
1997,rslarrea,1,3,4,91,y,dime,m,a,na,na
1997,rslarrea,1,3,4,92,n,pgfl,f,a,na,14
1997,rslarrea,1,3,4,95,y,dime,f,a,na,na
1997,rslarrea,1,3,4,96,n,dime,f,a,na,30
1997,rslarrea,1,3,4,122,y,pgfl,m,a,st,na
1997,rslarrea,1,3,4,128,y,dime,m,a,na,na
1997,rslarrea,1,3,4,132,n,pgfv,m,a,st,9
1997,rslarrea,1,3,4,142,y,dime,m,a,st,na
1997,rslarrea,1,3,4,143,y,dime,m,a,na,na
1997,rslarrea,1,3,5,7,n,pgfl,m,a,st,12
1997,rslarrea,1,3,5,11,y,dime,m,a,na,na
1997,rslarrea,1,3,5,20,y,dime,f,a,na,na
1997,rslarrea,1,3,5,23,y,pgfv,f,a,na,na
1997,rslarrea,1,3,5,33,n,remg,f,a,na,12
1997,rslarrea,1,3,5,48,n,pgfv,f,a,na,7
1997,rslarrea,1,3,5,60,n,pgfv,m,a,na,6
1997,rslarrea,1,3,5,68,n,dime,m,a,st,50
1997,rslarrea,1,3,5,72,y,dime,f,a,na,na
1997,rslarrea,1,3,5,74,y,pgfl,m,a,na,na
1997,rslarrea,1,3,5,84,y,dime,m,a,na,na
1997,rslarrea,1,3,5,93,y,dime,f,a,na,na
1997,rslarrea,1,3,5,96,n,dime,m,a,st,34
1997,rslarrea,1,3,5,105,y,dime,m,a,na,na
1997,rslarrea,1,3,5,108,y,dime,f,a,v,na
1997,rslarrea,1,3,5,116,y,dime,m,a,st,na
1997,rslarrea,1,3,5,117,y,pgfv,f,a,na,na
1997,rslarrea,1,3,5,120,y,dime,f,a,na,na
1997,rslarrea,1,3,5,125,y,dime,m,a,na,na
1997,rslarrea,1,3,5,130,n,dime,m,a,st,45
1997,rslarrea,1,3,5,131,y,pgfl,m,a,st,na
1997,rslarrea,1,3,5,139,y,pgfv,m,a,na,na
1997,rslarrea,1,3,5,142,y,dime,f,a,na,na
1997,rslarrea,3,1,2,19,n,dime,m,a,na,50
1997,rslarrea,3,1,2,23,n,dime,m,a,na,45
1997,rslarrea,3,1,2,30,n,dime,f,a,na,45
1997,rslarrea,3,1,2,35,n,dime,m,a,na,52
1997,rslarrea,3,1,2,43,n,pgfv,f,a,na,7
1997,rslarrea,3,1,2,46,n,dime,f,a,na,45
1997,rslarrea,3,1,2,47,n,remg,m,a,na,8
1997,rslarrea,3,1,2,48,n,dime,m,a,st,47
1997,rslarrea,3,1,2,56,n,dime,f,a,na,44
1997,rslarrea,3,1,2,66,n,dime,f,a,na,43
1997,rslarrea,3,1,2,72,n,dime,m,a,st,53
1997,rslarrea,3,1,2,80,n,dime,f,a,na,41
1997,rslarrea,3,1,2,84,n,pgfv,m,a,na,8
1997,rslarrea,3,1,2,94,n,dime,m,a,st,47
1997,rslarrea,3,1,2,96,n,dime,f,a,na,46
1997,rslarrea,3,1,2,107,n,pgfv,f,a,na,7
1997,rslarrea,3,1,2,113,n,dime,f,a,na,44
1997,rslarrea,3,1,2,114,n,dime,m,a,na,40
1997,rslarrea,3,1,2,116,n,dime,m,a,na,49
1997,rslarrea,3,1,2,118,n,dime,f,a,na,40
1997,rslarrea,3,1,2,119,n,dime,m,a,na,50
1997,rslarrea,3,1,2,120,n,dime,f,a,na,39
1997,rslarrea,3,1,2,124,n,disp,f,a,na,134
1997,rslarrea,3,1,2,125,n,dime,f,a,na,45
1997,rslarrea,3,1,2,126,n,dime,f,a,na,42
1997,rslarrea,3,1,2,131,n,dime,f,a,na,40
1997,rslarrea,3,1,2,143,n,pgfv,m,a,na,9
1997,rslarrea,3,1,4,6,n,pgfv,f,a,na,7
1997,rslarrea,3,1,4,7,n,pmle,m,a,st,32
1997,rslarrea,3,1,4,9,n,dime,f,a,na,40
1997,rslarrea,3,1,4,10,n,dime,m,a,na,44
