plot,year,rooted_in,cover,spcode
303,2004,1,2,salvazur
303,2004,1,5,schiscop
303,2004,1,2,setaparv
303,2004,1,2,sisycamp
303,2004,1,2,solicana
303,2004,1,4,sorgnuta
303,2004,1,1,unknspir
303,2004,1,3,sporcomp
303,2004,1,2,stroleio
303,2004,1,2,stylbifl
303,2004,1,2,symporbi
303,2004,1,2,tridflav
303,2004,1,2,verbstri
303,2004,1,2,vernbald
303,2004,1,2,xantstru
307,2004,1,2,acalgrac
307,2004,1,2,acalvirg
307,2004,1,2,achimill
307,2004,1,2,agalhete
307,2004,1,2,agriparv
307,2004,1,2,agrohyem
307,2004,1,5,ambrbide
307,2004,1,3,ambrpsil
307,2004,1,1,anagmini
307,2004,1,4,andrgera
307,2004,1,2,andrvirg
307,2004,1,2,antenegl
307,2004,1,3,asclviri
307,2004,1,3,asteeric
307,2004,1,2,asteoole
307,2004,1,2,baptaust
307,2004,1,2,bothsacc
307,2004,1,3,bromjapo
307,2004,1,2,callalca
307,2004,1,2,careamph
307,2004,1,2,carebush
307,2004,1,2,careceph
307,2004,1,2,carefest
307,2004,1,2,caregrav
307,2004,1,2,chamfasc
307,2004,1,2,conycana
307,2004,1,2,cynodact
307,2004,1,2,cypeechi
307,2004,1,2,cypelupu
307,2004,1,2,desmsess
307,2004,1,2,dichacum
307,2004,1,3,dicholig
307,2004,1,2,digicogn
307,2004,1,2,digisang
307,2004,1,2,eleomont
307,2004,1,2,elymcana
307,2004,1,2,eragspec
307,2004,1,2,erigstri
307,2004,1,2,fimbpube
307,2004,1,2,gamopurp
307,2004,1,1,geracaro
307,2004,1,2,hordpusi
307,2004,1,1,hypedrum
307,2004,1,2,juncinte
307,2004,1,2,juncmarg
307,2004,1,2,junctorr
307,2004,1,2,kummstip
307,2004,1,2,kummstri
307,2004,1,2,melioffi
307,2004,1,2,oxaldill
307,2004,1,2,oxalviol
307,2004,1,4,paniance
307,2004,1,5,panivirg
307,2004,1,2,paspseta
307,2004,1,2,planaris
307,2004,1,2,planvirg
307,2004,1,2,poaprate
307,2004,1,2,polyvert
307,2004,1,2,psortenu
307,2004,1,2,raticolu
307,2004,1,3,rudbhirt
307,2004,1,2,ruelhumi
307,2004,1,2,rumecris
307,2004,1,2,sabacamp
307,2004,1,1,saniodor
307,2004,1,2,schiscop
307,2004,1,2,scutparv
307,2004,1,3,setaparv
307,2004,1,4,sorgnuta
307,2004,1,2,spheobtu
307,2004,1,1,unknspir
307,2004,1,4,sporcomp
307,2004,1,2,stroleio
307,2004,1,2,toriarve
307,2004,1,4,tridflav
307,2004,1,1,valeradi
307,2004,1,2,vernbald
307,2004,1,2,veroarve
307,2004,1,2,vulpocto
308,2004,1,2,acalvirg
308,2004,1,3,ambrarte
308,2004,1,5,ambrpsil
308,2004,1,6,andrgera
308,2004,1,2,andrvirg
308,2004,1,4,arteludo
308,2004,1,2,ascltube
308,2004,1,2,asclviri
308,2004,1,2,asteeric
308,2004,1,2,baptaust
308,2004,1,2,baptbrac
308,2004,1,2,bothsacc
308,2004,1,2,briceupa
308,2004,1,2,callalca
308,2004,1,2,careceph
308,2004,1,2,carefest
308,2004,1,2,caremicr
308,2004,1,2,chamnuta
308,2004,1,2,cirsalti
308,2004,1,2,crotmona
308,2004,1,2,cuscpent
308,2004,1,2,delpcaro
308,2004,1,2,desmlept
308,2004,1,2,desmills
308,2004,1,2,dicholig
308,2004,1,3,elymcana
308,2004,1,2,elymvirg
308,2004,1,2,eragspec
308,2004,1,2,eupaalti
308,2004,1,2,euphdent
308,2004,1,2,grinlanc
308,2004,1,6,helihirs
308,2004,1,2,kummstip
308,2004,1,6,lespproc
308,2004,1,2,medilupu
308,2004,1,2,miraalbi
308,2004,1,2,monafist
308,2004,1,2,oenospec
308,2004,1,2,oxaldill
308,2004,1,4,panivirg
308,2004,1,2,physpumi
308,2004,1,2,physvirg
308,2004,1,4,psortenu
308,2004,1,2,raticolu
308,2004,1,2,ruelhumi
308,2004,1,2,salvazur
308,2004,1,3,schiscop
308,2004,1,2,setaparv
308,2004,1,2,solacaro
308,2004,1,5,solicana
308,2004,1,4,sorgnuta
308,2004,1,4,sporcomp
308,2004,1,2,stroleio
308,2004,1,3,symporbi
308,2004,1,2,tripdact
308,2004,1,2,vernarka
308,2004,1,3,vernbald
308,2004,1,2,violsoro
309,2004,1,2,acalgrac
309,2004,1,2,acalvirg
309,2004,1,2,achimill
309,2004,1,2,agalhete
309,2004,1,2,ambrbide
309,2004,1,4,ambrpsil
309,2004,1,4,amorcane
309,2004,1,4,andrgera
309,2004,1,3,andrvirg
309,2004,1,2,antenegl
309,2004,1,2,asclvert
309,2004,1,2,asclviri
309,2004,1,2,asteeric
309,2004,1,2,baptalba
309,2004,1,2,carebush
309,2004,1,2,carefest
309,2004,1,2,caregrav
309,2004,1,2,chamfasc
309,2004,1,2,chamnuta
309,2004,1,2,coregran
309,2004,1,2,crotmona
309,2004,1,2,cuscpent
309,2004,1,2,cypeechi
309,2004,1,2,cypelupu
309,2004,1,2,dalecand
309,2004,1,2,dichacum
309,2004,1,2,dicholig
309,2004,1,2,dichspha
309,2004,1,2,digicogn
309,2004,1,2,diodtere
309,2004,1,2,eleomont
309,2004,1,2,elymvirg
309,2004,1,2,eragspec
309,2004,1,2,erigstri
309,2004,1,2,eupaalti
309,2004,1,2,euthgymn
309,2004,1,2,fimbpube
309,2004,1,1,hedehisp
309,2004,1,2,houspusi
309,2004,1,2,hypedrum
309,2004,1,2,juncinte
309,2004,1,2,junctorr
309,2004,1,1,krigcesp
309,2004,1,2,kummstri
309,2004,1,2,lespproc
309,2004,1,2,lespvirg
309,2004,1,1,linusulc
309,2004,1,2,mimoquad
309,2004,1,2,oxaldill
309,2004,1,2,panivirg
309,2004,1,2,paspseta
309,2004,1,2,penstubi
309,2004,1,1,physpumi
309,2004,1,1,physvirg
309,2004,1,2,planvirg
309,2004,1,2,polyinca
309,2004,1,2,polyvert
309,2004,1,5,psortenu
309,2004,1,2,rubuostr
309,2004,1,2,ruelhumi
309,2004,1,2,sabacamp
309,2004,1,1,salvazur
309,2004,1,5,schiscop
309,2004,1,2,solacaro
309,2004,1,2,solicana
309,2004,1,4,solirigi
309,2004,1,4,sorgnuta
309,2004,1,2,unknspir
309,2004,1,5,sporcomp
309,2004,1,2,stroleio
309,2004,1,2,stylbifl
309,2004,1,2,unast309
309,2004,1,2,unsol309
309,2004,1,2,vernbald
317,2004,1,2,acalgrac
317,2004,1,2,acalvirg
317,2004,1,3,agalhete
317,2004,1,1,agriparv
317,2004,1,2,agrohyem
317,2004,1,2,ambrarte
317,2004,1,4,ambrbide
317,2004,1,5,ambrpsil
317,2004,1,2,amorcane
317,2004,1,1,amphdrac
317,2004,1,1,anagmini
317,2004,1,5,andrgera
317,2004,1,2,andrvirg
317,2004,1,2,arnoplan
317,2004,1,2,asclviri
317,2004,1,3,asteeric
317,2004,1,2,bromjapo
317,2004,1,2,callalca
317,2004,1,2,carebush
317,2004,1,2,careceph
317,2004,1,2,carefest
317,2004,1,2,caremicr
317,2004,1,2,cerafont
317,2004,1,2,chamfasc
317,2004,1,2,chamnuta
317,2004,1,2,cirsalti
317,2004,1,2,conycana
317,2004,1,2,coregran
317,2004,1,1,cuscpent
317,2004,1,2,cypeechi
317,2004,1,2,cypelupu
317,2004,1,3,cypeseti
317,2004,1,1,desmsess
317,2004,1,2,dichacum
317,2004,1,2,dicholig
317,2004,1,2,digicogn
317,2004,1,2,dracampl
317,2004,1,4,eleomont
317,2004,1,4,elymcana
317,2004,1,4,elymvirg
317,2004,1,2,eragspec
317,2004,1,3,erigphil
317,2004,1,2,erigstri
317,2004,1,2,fimbpube
317,2004,1,1,unkngaur
317,2004,1,1,geracaro
317,2004,1,1,hordpusi
317,2004,1,2,juncinte
317,2004,1,2,juncmarg
317,2004,1,2,junctorr
317,2004,1,2,krigcesp
317,2004,1,3,kummstip
317,2004,1,2,kummstri
317,2004,1,2,lespcune
317,2004,1,1,medilupu
317,2004,1,2,nemagemi
317,2004,1,2,oxaldill
317,2004,1,6,paniance
317,2004,1,2,panivirg
317,2004,1,2,paspseta
317,2004,1,2,penstubi
317,2004,1,2,planvirg
317,2004,1,2,poaprate
317,2004,1,2,polyvert
317,2004,1,1,pyrrcaro
317,2004,1,2,raticolu
317,2004,1,2,rudbhirt
317,2004,1,2,ruelhumi
317,2004,1,2,rumecris
317,2004,1,2,schiscop
317,2004,1,3,scirpend
317,2004,1,2,setaparv
317,2004,1,2,sisycamp
317,2004,1,2,solacaro
317,2004,1,4,solicana
317,2004,1,3,sorgnuta
317,2004,1,5,sporcomp
317,2004,1,2,stroleio
317,2004,1,2,symporbi
317,2004,1,2,tridflav
317,2004,1,4,vernarka
317,2004,1,3,vernbald
317,2004,1,2,veroarve
317,2004,1,1,vulpocto
319,2004,1,2,achimill
319,2004,1,1,ambrarte
319,2004,1,5,ambrpsil
319,2004,1,2,amphdrac
319,2004,1,7,andrgera
319,2004,1,2,andrvirg
319,2004,1,2,arenserp
319,2004,1,2,arteludo
319,2004,1,2,asclviri
319,2004,1,4,asteeric
319,2004,1,2,bothsacc
319,2004,1,3,boutcurt
319,2004,1,2,briceupa
319,2004,1,4,bromjapo
319,2004,1,2,buchdact
319,2004,1,2,callalca
319,2004,1,2,careamph
319,2004,1,2,careceph
319,2004,1,2,carefest
319,2004,1,2,caregrav
319,2004,1,3,cerafont
319,2004,1,2,chaetain
319,2004,1,2,cirsundu
319,2004,1,2,conycana
319,2004,1,2,crotmona
319,2004,1,2,cuscpent
319,2004,1,1,cypelupu
319,2004,1,2,delpcaro
319,2004,1,2,dicholig
319,2004,1,2,digicogn
319,2004,1,3,dracampl
319,2004,1,4,elymvirg
319,2004,1,2,eragspec
319,2004,1,2,erigstri
319,2004,1,2,geracaro
319,2004,1,2,hordpusi
319,2004,1,1,houspusi
319,2004,1,2,kummstip
319,2004,1,2,miraalbi
319,2004,1,3,monacitr
319,2004,1,2,ophienge
319,2004,1,2,oxaldill
319,2004,1,2,oxalviol
319,2004,1,2,panivirg
319,2004,1,2,paspseta
319,2004,1,2,physpumi
319,2004,1,2,planvirg
319,2004,1,2,poaprate
319,2004,1,2,psortenu
319,2004,1,2,pyrrcaro
319,2004,1,2,raticolu
319,2004,1,2,ruelhumi
319,2004,1,2,salvazur
319,2004,1,2,schiscop
319,2004,1,2,setaparv
319,2004,1,2,sileanti
319,2004,1,2,solacaro
319,2004,1,2,solicana
319,2004,1,3,sorgnuta
319,2004,1,2,spheobtu
319,2004,1,5,sporcomp
319,2004,1,2,stroleio
319,2004,1,2,toriarve
319,2004,1,2,tragbeto
319,2004,1,2,tridflav
319,2004,1,2,trioperf
319,2004,1,3,tripdact
319,2004,1,3,vernarka
319,2004,1,5,vernbald
319,2004,1,2,veroarve
319,2004,1,2,violsoro
331,2004,1,2,acalgrac
331,2004,1,2,achimill
331,2004,1,2,agalhete
331,2004,1,2,agrohyem
331,2004,1,4,ambrbide
331,2004,1,4,ambrpsil
331,2004,1,5,andrgera
331,2004,1,2,asclviri
331,2004,1,1,boutcurt
331,2004,1,2,bromjapo
331,2004,1,2,buchdact
331,2004,1,2,carefest
331,2004,1,2,caregrav
331,2004,1,2,chamfasc
331,2004,1,2,chrypilo
331,2004,1,2,conycana
331,2004,1,2,coregran
331,2004,1,2,crotglan
331,2004,1,2,crotwill
331,2004,1,2,cypeechi
331,2004,1,2,cypelupu
331,2004,1,2,daucpusi
331,2004,1,2,desmcili
331,2004,1,2,desmsess
331,2004,1,2,dichacum
331,2004,1,2,dicholig
331,2004,1,2,dichspha
331,2004,1,2,digicogn
331,2004,1,5,digisang
331,2004,1,2,diodtere
331,2004,1,2,eragspec
331,2004,1,2,erigstri
331,2004,1,2,euphtetr
331,2004,1,2,fimbpube
331,2004,1,3,galaregu
331,2004,1,2,gamopurp
331,2004,1,2,geracaro
331,2004,1,2,hedehisp
331,2004,1,2,hordpusi
331,2004,1,2,isolcari
331,2004,1,2,juncinte
331,2004,1,2,juncmarg
331,2004,1,2,junctenu
331,2004,1,2,kummstip
331,2004,1,3,kummstri
331,2004,1,2,lepivirg
331,2004,1,2,lespvirg
331,2004,1,2,oenolaci
331,2004,1,1,oenolini
331,2004,1,2,oxaldill
331,2004,1,3,paniance
331,2004,1,2,paspseta
331,2004,1,2,planaris
331,2004,1,2,planpata
331,2004,1,2,polyvert
331,2004,1,2,pyrrcaro
331,2004,1,2,rhynharv
331,2004,1,4,rubuostr
331,2004,1,2,rudbhirt
331,2004,1,1,rumehast
331,2004,1,4,schiscop
331,2004,1,2,sclepauc
331,2004,1,2,setaparv
331,2004,1,2,solacaro
331,2004,1,2,sorgnuta
331,2004,1,2,sporcomp
331,2004,1,2,stroleio
331,2004,1,2,stylbifl
331,2004,1,4,tridflav
331,2004,1,2,veroarve
331,2004,1,2,vulpocto
343,2004,1,2,acalgrac
343,2004,1,2,acalvirg
343,2004,1,2,achimill
343,2004,1,2,agrohyem
343,2004,1,2,ambrarte
343,2004,1,5,ambrbide
343,2004,1,3,ambrpsil
343,2004,1,6,andrgera
343,2004,1,2,andrvirg
343,2004,1,3,asclviri
343,2004,1,2,asteeric
343,2004,1,2,asteoole
343,2004,1,2,bothsacc
343,2004,1,2,bromjapo
343,2004,1,2,careamph
343,2004,1,2,carebush
343,2004,1,2,careceph
343,2004,1,2,carefest
343,2004,1,2,caregrav
343,2004,1,2,caremicr
343,2004,1,2,cerafont
343,2004,1,2,conycana
343,2004,1,2,cypeechi
343,2004,1,2,cypelupu
343,2004,1,2,dichacum
343,2004,1,2,dicholig
343,2004,1,2,digicogn
343,2004,1,2,digisang
343,2004,1,1,diodtere
343,2004,1,2,elymcana
343,2004,1,2,elymvirg
343,2004,1,2,eragspec
343,2004,1,2,erigstri
343,2004,1,2,fimbpube
343,2004,1,2,gamopurp
343,2004,1,2,geracaro
343,2004,1,2,hordpusi
343,2004,1,2,juncinte
343,2004,1,2,juncmarg
343,2004,1,2,junctenu
343,2004,1,2,kummstip
343,2004,1,4,kummstri
343,2004,1,2,lespcune
343,2004,1,2,lespproc
343,2004,1,2,lespvirg
343,2004,1,2,oxaldill
343,2004,1,2,oxalviol
343,2004,1,2,paniance
343,2004,1,2,panivirg
343,2004,1,2,paspseta
343,2004,1,2,phalcaro
343,2004,1,2,planvirg
343,2004,1,2,poaprate
343,2004,1,1,polyvert
343,2004,1,2,pyrrcaro
343,2004,1,1,raticolu
343,2004,1,3,rubuostr
343,2004,1,2,ruelhumi
343,2004,1,2,rumecris
343,2004,1,1,sabacamp
343,2004,1,4,schiscop
343,2004,1,2,setaparv
343,2004,1,2,solacaro
343,2004,1,2,solicana
343,2004,1,4,sorgnuta
343,2004,1,2,spheobtu
343,2004,1,5,sporcomp
343,2004,1,2,stroleio
343,2004,1,2,tridflav
343,2004,1,2,tripdact
343,2004,1,2,vernbald
343,2004,1,1,vulpocto
346,2004,1,2,acalgrac
346,2004,1,2,acalvirg
346,2004,1,2,agrohyem
346,2004,1,2,ambrpsil
346,2004,1,2,amorcane
346,2004,1,2,amphdrac
346,2004,1,6,andrgera
346,2004,1,2,andrvirg
346,2004,1,2,antenegl
346,2004,1,2,arnoplan
346,2004,1,2,arteludo
346,2004,1,1,asclvert
346,2004,1,2,asclviri
346,2004,1,2,asteeric
346,2004,1,2,baptbrac
346,2004,1,2,boutcurt
346,2004,1,2,briceupa
346,2004,1,2,callalca
346,2004,1,2,careamph
346,2004,1,2,carebush
346,2004,1,2,carefest
346,2004,1,2,caregrav
346,2004,1,2,caremicr
346,2004,1,1,conycana
346,2004,1,2,cuscpent
346,2004,1,2,cypelupu
346,2004,1,2,dalecand
346,2004,1,2,dicholig
346,2004,1,2,digicogn
346,2004,1,1,dracampl
346,2004,1,2,elymvirg
346,2004,1,2,eragspec
346,2004,1,2,koelmacr
346,2004,1,2,kummstip
346,2004,1,2,lespproc
346,2004,1,2,linusulc
346,2004,1,2,medilupu
346,2004,1,2,mimoquad
346,2004,1,2,monafist
346,2004,1,2,oxaldill
346,2004,1,2,paniance
346,2004,1,2,panivirg
346,2004,1,2,physvirg
346,2004,1,2,poaprate
346,2004,1,2,polyvert
346,2004,1,2,prenaspe
346,2004,1,2,psortenu
346,2004,1,2,rubuostr
346,2004,1,2,ruelhumi
346,2004,1,2,salvazur
346,2004,1,6,schiscop
346,2004,1,2,sisycamp
346,2004,1,2,solacaro
346,2004,1,2,solicana
346,2004,1,5,solirigi
346,2004,1,3,sorgnuta
346,2004,1,6,sporcomp
346,2004,1,2,stroleio
346,2004,1,2,symporbi
346,2004,1,2,tridflav
346,2004,1,2,tripdact
346,2004,1,2,ulmurubr
346,2004,1,2,vernbald
350,2004,1,2,acalgrac
350,2004,1,2,acalvirg
350,2004,1,2,achimill
350,2004,1,2,agrohyem
350,2004,1,6,ambrbide
350,2004,1,3,ambrpsil
350,2004,1,2,amorcane
350,2004,1,4,andrgera
350,2004,1,2,andrvirg
350,2004,1,2,apoccann
350,2004,1,2,asclviri
350,2004,1,2,asteeric
350,2004,1,2,asteprae
350,2004,1,2,baptalba
350,2004,1,2,bromjapo
350,2004,1,2,buchdact
350,2004,1,2,callalca
350,2004,1,2,carebush
350,2004,1,2,carefest
350,2004,1,2,caregrav
350,2004,1,2,chamfasc
350,2004,1,2,chamnuta
350,2004,1,1,conycana
350,2004,1,2,cuscpent
350,2004,1,1,cypeechi
350,2004,1,2,cypelupu
350,2004,1,2,dalecand
350,2004,1,2,desmlept
350,2004,1,2,dichacum
350,2004,1,2,dicholig
350,2004,1,2,digicogn
350,2004,1,2,diodtere
350,2004,1,2,eleomont
350,2004,1,2,elymcana
350,2004,1,3,elymvirg
350,2004,1,3,eragspec
350,2004,1,2,erigstri
350,2004,1,2,euthgymn
350,2004,1,2,fimbpube
350,2004,1,2,fragvirg
350,2004,1,2,unkngaur
350,2004,1,1,hedehisp
350,2004,1,2,hordpusi
350,2004,1,2,juncinte
350,2004,1,2,krigcesp
350,2004,1,2,kummstip
350,2004,1,2,kummstri
350,2004,1,2,lepivirg
350,2004,1,2,lespcune
350,2004,1,2,lespvirg
350,2004,1,2,linusulc
350,2004,1,2,oxaldill
350,2004,1,2,oxalviol
350,2004,1,2,paniance
350,2004,1,3,panivirg
350,2004,1,2,paspseta
350,2004,1,2,phalcaro
350,2004,1,2,planvirg
350,2004,1,2,poaprate
350,2004,1,2,polyvert
350,2004,1,2,polynutt
350,2004,1,2,psortenu
350,2004,1,2,raticolu
350,2004,1,2,rubuostr
350,2004,1,3,ruelhumi
350,2004,1,2,rumecris
350,2004,1,2,salvazur
350,2004,1,2,schiscop
350,2004,1,2,setaparv
350,2004,1,2,solacaro
350,2004,1,2,solicana
350,2004,1,3,sorgnuta
350,2004,1,2,unknspir
350,2004,1,4,sporcomp
350,2004,1,2,stroleio
350,2004,1,2,symporbi
350,2004,1,1,trioperf
350,2004,1,1,verbstri
350,2004,1,2,vernbald
350,2004,1,2,violpeda
350,2004,1,1,xantstru
205,2005,1,2,acalvirg
205,2005,1,3,ambrpsil
205,2005,1,2,amorcane
205,2005,1,2,amphdrac
205,2005,1,6,andrgera
205,2005,1,2,andrvirg
205,2005,1,2,apoccann
205,2005,1,3,asclviri
205,2005,1,2,asteeric
205,2005,1,2,baptalba
205,2005,1,4,bromjapo
205,2005,1,2,callalca
205,2005,1,2,carebush
205,2005,1,2,carefest
205,2005,1,2,caregrav
205,2005,1,2,caremicr
205,2005,1,2,cirsalti
205,2005,1,2,crotmona
205,2005,1,2,desmills
205,2005,1,2,desmpani
205,2005,1,2,dicholig
205,2005,1,2,eleomont
205,2005,1,5,elymcana
205,2005,1,2,elymvirg
205,2005,1,2,eragspec
205,2005,1,2,erigstri
205,2005,1,1,euphmarg
205,2005,1,2,unkngaur
205,2005,1,2,ivaannua
205,2005,1,2,juncinte
205,2005,1,2,kummstip
205,2005,1,2,lactserr
205,2005,1,3,lespproc
205,2005,1,2,lespvirg
205,2005,1,2,medilupu
205,2005,1,3,melioffi
205,2005,1,2,monafist
205,2005,1,2,oenospec
205,2005,1,2,oxaldill
205,2005,1,2,oxalviol
205,2005,1,5,panivirg
205,2005,1,2,penstubi
205,2005,1,2,phalcaro
205,2005,1,2,physpumi
205,2005,1,2,physvirg
205,2005,1,2,poaprate
205,2005,1,2,polyvert
205,2005,1,4,psortenu
205,2005,1,2,ruelhumi
205,2005,1,2,salvazur
205,2005,1,4,schiscop
205,2005,1,2,setaparv
205,2005,1,2,sisycamp
205,2005,1,2,solacaro
205,2005,1,5,solicana
205,2005,1,2,solirigi
205,2005,1,4,sorgnuta
205,2005,1,6,sporcomp
205,2005,1,2,stroleio
205,2005,1,2,symporbi
205,2005,1,2,toriarve
205,2005,1,2,vernbald
205,2005,1,2,xantstru
205,2005,1,2,dalecand
205,2005,1,2,arnoplan
205,2005,1,2,hordpusi
205,2005,1,2,planvirg
205,2005,1,2,geracaro
205,2005,1,2,chaetain
205,2005,1,2,agrohyem
205,2005,1,2,anemcaro
205,2005,1,2,krigcesp
205,2005,1,2,spheobtu
205,2005,1,2,boutcurt
205,2005,1,1,nothbiva
205,2005,1,2,desmsess
205,2005,1,2,careceph
206,2005,1,2,acalgrac
206,2005,1,2,achimill
206,2005,1,2,agrohyem
206,2005,1,2,ambrarte
206,2005,1,3,ambrpsil
206,2005,1,3,amorcane
206,2005,1,2,amphdrac
206,2005,1,4,andrgera
206,2005,1,2,antenegl
206,2005,1,2,asclviri
206,2005,1,2,asteeric
206,2005,1,2,asteoole
206,2005,1,2,baptbrac
206,2005,1,2,boutcurt
206,2005,1,2,bromjapo
206,2005,1,2,callalca
206,2005,0,2,careamph
206,2005,1,2,carebush
206,2005,1,2,carefest
206,2005,1,2,caregrav
206,2005,1,2,chamnuta
206,2005,1,2,cirsalti
206,2005,1,2,cirsundu
206,2005,1,2,conycana
206,2005,1,2,cypelupu
206,2005,1,2,dalecand
206,2005,1,2,dalepurp
206,2005,1,2,desmills
206,2005,1,2,desmpani
206,2005,1,2,desmsess
206,2005,1,2,dichacum
206,2005,1,2,dicholig
206,2005,1,2,digicogn
206,2005,1,2,elymcana
206,2005,1,4,elymvirg
206,2005,1,2,eragspec
206,2005,1,2,erigstri
206,2005,1,2,fimbpube
206,2005,1,2,hordpusi
206,2005,1,2,juncinte
206,2005,1,1,krigcesp
206,2005,1,2,kummstip
206,2005,1,2,kummstri
206,2005,1,2,lepivirg
206,2005,1,2,lespcapi
206,2005,1,2,lespproc
206,2005,1,2,lespvirg
206,2005,1,2,linusulc
206,2005,1,2,medilupu
206,2005,1,2,melioffi
206,2005,1,2,mimoquad
206,2005,1,2,oxaldill
206,2005,1,2,panivirg
206,2005,1,2,paspseta
206,2005,1,2,phalcaro
206,2005,1,2,physpumi
206,2005,1,2,physvirg
206,2005,1,2,planaris
206,2005,1,1,planvirg
206,2005,1,2,poaprate
206,2005,1,2,polyvert
206,2005,1,2,psortenu
206,2005,1,2,pyrrcaro
206,2005,1,2,raticolu
206,2005,1,2,rosacaro
206,2005,1,2,rubuostr
206,2005,1,2,rudbhirt
206,2005,1,2,ruelhumi
206,2005,1,2,sabacamp
206,2005,1,2,salvazur
206,2005,1,4,schiscop
206,2005,1,2,setaparv
206,2005,1,2,sileanti
206,2005,1,2,sisycamp
206,2005,1,2,solacaro
206,2005,1,2,solicana
206,2005,1,4,sorgnuta
206,2005,1,2,spheobtu
206,2005,1,4,sporcomp
206,2005,1,2,stroleio
206,2005,1,2,toriarve
206,2005,1,2,tridflav
206,2005,1,2,trioperf
206,2005,1,2,vulpocto
206,2005,1,1,xantstru
206,2005,1,2,daucpusi
206,2005,1,2,andrvirg
206,2005,1,1,nemagemi
206,2005,1,2,cuscpent
206,2005,1,2,lithinci
206,2005,1,2,speriner
206,2005,1,2,symporbi
206,2005,1,2,houspusi
206,2005,1,1,scutparv
206,2005,1,2,ivaannua
206,2005,1,1,koelmacr
206,2005,1,2,arteludo
206,2005,1,1,cerafont
206,2005,1,1,valeradi
208,2005,1,2,acalgrac
208,2005,1,2,acalvirg
208,2005,1,2,achimill
208,2005,1,2,ambrarte
208,2005,1,2,ambrbide
208,2005,1,2,ambrpsil
208,2005,1,2,amphdrac
208,2005,1,5,andrgera
208,2005,1,2,asclviri
208,2005,1,2,asteeric
208,2005,1,2,astrcras
208,2005,1,2,boutcurt
208,2005,1,2,bromjapo
208,2005,1,2,buchdact
208,2005,1,2,callalca
208,2005,1,2,carefest
208,2005,1,4,caremicr
208,2005,1,2,chamnuta
208,2005,1,2,cirsalti
208,2005,1,2,crotmona
208,2005,1,2,cypeseti
208,2005,1,2,dalecand
208,2005,1,2,dalemult
208,2005,1,3,desmlept
208,2005,1,2,dicholig
208,2005,1,3,elymcana
208,2005,1,2,elymvirg
208,2005,1,2,erigstri
208,2005,1,2,ivaannua
208,2005,1,2,kummstip
208,2005,1,2,lespcune
208,2005,1,2,lespproc
208,2005,1,2,lespvirg
208,2005,1,2,melioffi
208,2005,1,1,nemagemi
208,2005,1,2,oenospec
208,2005,1,2,oxaldill
208,2005,1,2,oxalviol
208,2005,1,4,panivirg
208,2005,1,2,phalcaro
208,2005,1,2,poaprate
208,2005,1,2,polyvert
208,2005,1,2,polynutt
208,2005,1,2,prenaspe
208,2005,1,2,psortenu
208,2005,1,2,raticolu
208,2005,1,2,rumecris
208,2005,1,2,salvazur
208,2005,1,3,schiscop
208,2005,1,2,solacaro
208,2005,1,2,solicana
208,2005,1,3,sorgnuta
208,2005,1,2,spheobtu
208,2005,1,2,sporcomp
208,2005,1,2,stroleio
208,2005,1,2,symporbi
208,2005,1,2,tripdact
208,2005,1,2,vernbald
208,2005,1,1,kummstri
208,2005,1,2,eragspec
208,2005,1,2,erigphil
208,2005,1,2,paniance
208,2005,1,2,andrvirg
208,2005,1,2,paspseta
208,2005,1,2,onosmoll
208,2005,1,2,setaparv
208,2005,1,2,digicogn
208,2005,1,1,helimaxi
208,2005,1,2,malvhisp
208,2005,1,2,solirigi
208,2005,1,2,medilupu
208,2005,1,2,cuscpent
208,2005,1,2,cypeechi
220,2005,1,2,acalvirg
220,2005,1,2,agrohyem
220,2005,1,2,ambrarte
220,2005,1,2,ambrbide
220,2005,1,5,ambrpsil
220,2005,1,2,amorcane
220,2005,1,2,amphdrac
220,2005,1,6,andrgera
220,2005,1,2,andrvirg
220,2005,1,2,arteludo
220,2005,1,2,asclviri
220,2005,1,2,asteeric
220,2005,1,2,baptalba
220,2005,1,2,baptbrac
220,2005,1,6,bromjapo
220,2005,1,2,callalca
220,2005,1,2,carefest
220,2005,1,2,caremicr
220,2005,1,2,chamfasc
220,2005,1,1,chamnuta
220,2005,1,2,cirsalti
220,2005,1,3,conycana
220,2005,1,2,desmilli
220,2005,1,2,desmills
220,2005,1,1,desmpani
220,2005,1,2,desmsess
220,2005,1,2,dichacum
220,2005,1,2,dicholig
220,2005,1,2,digicogn
220,2005,1,2,eleomont
220,2005,1,2,elymcana
220,2005,1,5,elymvirg
220,2005,1,2,erigstri
220,2005,1,4,fragvirg
220,2005,1,2,unkngaur
220,2005,1,2,hordpusi
220,2005,1,2,juncinte
220,2005,1,2,kummstip
220,2005,1,2,kummstri
220,2005,1,3,lespcune
220,2005,1,4,medilupu
220,2005,1,3,melioffi
220,2005,1,2,monafist
220,2005,1,1,ophienge
220,2005,1,2,oxaldill
220,2005,1,2,oxalviol
220,2005,1,2,paniance
220,2005,1,5,panivirg
220,2005,1,3,physpumi
220,2005,1,2,planvirg
220,2005,1,2,poaprate
220,2005,1,2,polyvert
220,2005,1,2,psortenu
220,2005,1,2,raticolu
220,2005,1,2,rubuostr
220,2005,1,2,rudbhirt
220,2005,1,2,ruelhumi
220,2005,1,2,rumecris
220,2005,1,3,schiscop
