"record_id","plot","year","corner","scale","spcode"
41376,208,2003,"4",10,"raticolu"
41377,208,2003,"1",10,"rumecris"
41378,208,2003,"2",10,"rumecris"
41379,208,2003,"4",1,"salvazur"
41380,208,2003,"1",10,"schiscop"
41381,208,2003,"2",1,"schiscop"
41382,208,2003,"3",10,"schiscop"
41383,208,2003,"NA",100,"scutparv"
41384,208,2003,"3",1,"solacaro"
41385,208,2003,"NA",100,"solicana"
41386,208,2003,"1",0.01,"sorgnuta"
41387,208,2003,"2",1,"sorgnuta"
41388,208,2003,"3",0.01,"sorgnuta"
41389,208,2003,"4",1,"sorgnuta"
41390,208,2003,"1",0.01,"sporcomp"
41391,208,2003,"2",0.01,"sporcomp"
41392,208,2003,"3",0.01,"sporcomp"
41393,208,2003,"4",0.1,"sporcomp"
41394,208,2003,"1",10,"stroleio"
41395,208,2003,"2",10,"stroleio"
41396,208,2003,"3",1,"stroleio"
41397,208,2003,"4",1,"stroleio"
41398,208,2003,"NA",100,"symporbi"
41399,208,2003,"2",10,"trioperf"
41400,208,2003,"3",10,"trioperf"
41401,208,2003,"3",10,"tripdact"
41402,208,2003,"1",10,"vernbald"
41403,208,2003,"2",10,"vernbald"
41404,208,2003,"3",10,"vernbald"
41405,208,2003,"4",0.1,"vernbald"
41406,208,2003,"NA",100,"xantstru"
41407,220,2003,"NA",100,"acalgrac"
41408,220,2003,"1",0.1,"acalvirg"
41409,220,2003,"2",0.1,"acalvirg"
41410,220,2003,"3",0.1,"acalvirg"
41411,220,2003,"4",0.1,"acalvirg"
41412,220,2003,"1",10,"ambrarte"
41413,220,2003,"3",10,"ambrarte"
41414,220,2003,"4",1,"ambrarte"
41415,220,2003,"NA",100,"ambrbide"
41416,220,2003,"1",0.1,"ambrpsil"
41417,220,2003,"2",1,"ambrpsil"
41418,220,2003,"3",0.1,"ambrpsil"
41419,220,2003,"4",1,"ambrpsil"
41420,220,2003,"3",10,"amorcane"
41421,220,2003,"3",1,"amphdrac"
41422,220,2003,"4",10,"amphdrac"
41423,220,2003,"1",0.01,"andrgera"
41424,220,2003,"2",0.1,"andrgera"
41425,220,2003,"3",0.01,"andrgera"
41426,220,2003,"4",0.1,"andrgera"
41427,220,2003,"2",0.1,"andrvirg"
41428,220,2003,"2",10,"arteludo"
41429,220,2003,"1",0.1,"asclviri"
41430,220,2003,"2",1,"asclviri"
41431,220,2003,"3",1,"asclviri"
41432,220,2003,"4",1,"asclviri"
41433,220,2003,"1",10,"asteeric"
41434,220,2003,"3",10,"asteeric"
41435,220,2003,"3",10,"baptalba"
41436,220,2003,"4",10,"baptalba"
41437,220,2003,"2",10,"baptbrac"
41438,220,2003,"1",0.1,"bromjapo"
41439,220,2003,"2",1,"bromjapo"
41440,220,2003,"3",0.1,"bromjapo"
41441,220,2003,"4",0.01,"bromjapo"
41442,220,2003,"3",10,"callalca"
41443,220,2003,"1",1,"carebush"
41444,220,2003,"3",10,"carebush"
41445,220,2003,"1",0.1,"carefest"
41446,220,2003,"2",1,"carefest"
41447,220,2003,"3",0.1,"carefest"
41448,220,2003,"4",0.1,"caregrav"
41449,220,2003,"4",10,"caremicr"
41450,220,2003,"3",1,"cerafont"
41451,220,2003,"4",10,"cerafont"
41452,220,2003,"1",10,"chamnuta"
41453,220,2003,"1",10,"cirsalti"
41454,220,2003,"2",10,"cirsalti"
41455,220,2003,"3",1,"cirsalti"
41456,220,2003,"4",10,"cirsalti"
41457,220,2003,"2",10,"conycana"
41458,220,2003,"3",10,"conycana"
41459,220,2003,"3",10,"cypeechi"
41460,220,2003,"NA",100,"desmilli"
41461,220,2003,"1",10,"desmills"
41462,220,2003,"3",10,"desmsess"
41463,220,2003,"1",1,"dichacum"
41464,220,2003,"2",1,"dichacum"
41465,220,2003,"1",1,"dicholig"
41466,220,2003,"2",1,"dicholig"
41467,220,2003,"3",0.1,"dicholig"
41468,220,2003,"4",1,"dicholig"
41469,220,2003,"2",1,"digicogn"
41470,220,2003,"2",10,"eleomont"
41471,220,2003,"3",10,"elymcana"
41472,220,2003,"4",10,"elymcana"
41473,220,2003,"1",1,"elymvirg"
41474,220,2003,"2",10,"elymvirg"
41475,220,2003,"3",1,"elymvirg"
41476,220,2003,"4",10,"elymvirg"
41477,220,2003,"1",10,"erigstri"
41478,220,2003,"3",0.1,"erigstri"
41479,220,2003,"NA",100,"euphspat"
41480,220,2003,"4",0.01,"fragvirg"
41481,220,2003,"4",10,"unkngaur"
41482,220,2003,"NA",100,"juncinte"
41483,220,2003,"4",10,"kummstip"
41484,220,2003,"3",10,"lepivirg"
41485,220,2003,"4",10,"lespcune"
41486,220,2003,"1",1,"medilupu"
41487,220,2003,"2",10,"medilupu"
41488,220,2003,"3",1,"medilupu"
41489,220,2003,"4",10,"medilupu"
41490,220,2003,"1",10,"melioffi"
41491,220,2003,"3",10,"melioffi"
41492,220,2003,"4",1,"melioffi"
41493,220,2003,"3",10,"minupatu"
41494,220,2003,"NA",100,"monafist"
41495,220,2003,"3",10,"ophienge"
41496,220,2003,"1",10,"oxaldill"
41497,220,2003,"2",0.1,"oxaldill"
41498,220,2003,"3",10,"oxaldill"
41499,220,2003,"4",1,"oxaldill"
41500,220,2003,"1",10,"oxalviol"
41501,220,2003,"2",10,"paniance"
41502,220,2003,"1",10,"panivirg"
41503,220,2003,"2",0.01,"panivirg"
41504,220,2003,"3",10,"panivirg"
41505,220,2003,"4",10,"panivirg"
41506,220,2003,"1",10,"physpumi"
41507,220,2003,"1",1,"poaprate"
41508,220,2003,"2",1,"poaprate"
41509,220,2003,"3",10,"poaprate"
41510,220,2003,"4",1,"poaprate"
41511,220,2003,"4",10,"polyvert"
41512,220,2003,"1",1,"psortenu"
41513,220,2003,"2",1,"psortenu"
41514,220,2003,"3",10,"psortenu"
41515,220,2003,"4",10,"psortenu"
41516,220,2003,"NA",100,"raticolu"
41517,220,2003,"3",10,"rubuostr"
41518,220,2003,"1",10,"rudbhirt"
41519,220,2003,"3",10,"rudbhirt"
41520,220,2003,"1",0.1,"ruelhumi"
41521,220,2003,"2",1,"ruelhumi"
41522,220,2003,"3",0.1,"ruelhumi"
41523,220,2003,"4",0.01,"ruelhumi"
41524,220,2003,"2",10,"rumecris"
41525,220,2003,"1",0.1,"schiscop"
41526,220,2003,"2",0.01,"schiscop"
41527,220,2003,"3",1,"schiscop"
41528,220,2003,"4",1,"schiscop"
41529,220,2003,"1",10,"setaparv"
41530,220,2003,"2",1,"setaparv"
41531,220,2003,"3",10,"setaparv"
41532,220,2003,"4",1,"setaparv"
41533,220,2003,"NA",100,"sileanti"
41534,220,2003,"3",10,"sisycamp"
41535,220,2003,"4",10,"sisycamp"
41536,220,2003,"1",1,"solacaro"
41537,220,2003,"4",1,"solacaro"
41538,220,2003,"2",10,"solicana"
41539,220,2003,"4",10,"solicana"
41540,220,2003,"1",0.1,"sorgnuta"
41541,220,2003,"2",10,"sorgnuta"
41542,220,2003,"3",10,"sorgnuta"
41543,220,2003,"4",1,"sorgnuta"
41544,220,2003,"4",10,"unknspir"
41545,220,2003,"1",10,"sporcomp"
41546,220,2003,"2",1,"sporcomp"
41547,220,2003,"3",10,"sporcomp"
41548,220,2003,"4",0.1,"sporcomp"
41549,220,2003,"1",10,"stroleio"
41550,220,2003,"2",10,"stroleio"
41551,220,2003,"3",1,"stroleio"
41552,220,2003,"4",10,"stroleio"
41553,220,2003,"NA",100,"symporbi"
41554,220,2003,"2",10,"toriarve"
41555,220,2003,"3",10,"toriarve"
41556,220,2003,"4",1,"toriarve"
41557,220,2003,"1",1,"tradohie"
41558,220,2003,"2",10,"tradohie"
41559,220,2003,"3",10,"tradohie"
41560,220,2003,"4",10,"tradohie"
41561,220,2003,"1",10,"vernbald"
41562,220,2003,"2",1,"vernbald"
41563,220,2003,"3",10,"vernbald"
41564,220,2003,"4",1,"vernbald"
41565,220,2003,"1",10,"veroarve"
41566,222,2003,"NA",100,"acalgrac"
41567,222,2003,"1",1,"acalvirg"
41568,222,2003,"2",0.01,"acalvirg"
41569,222,2003,"3",1,"acalvirg"
41570,222,2003,"4",1,"acalvirg"
41571,222,2003,"1",10,"achimill"
41572,222,2003,"2",0.1,"achimill"
41573,222,2003,"3",1,"achimill"
41574,222,2003,"4",10,"achimill"
41575,222,2003,"1",0.1,"agrohyem"
41576,222,2003,"2",0.1,"agrohyem"
41577,222,2003,"3",0.1,"agrohyem"
41578,222,2003,"4",0.01,"agrohyem"
41579,222,2003,"1",1,"ambrbide"
41580,222,2003,"2",10,"ambrbide"
41581,222,2003,"1",0.1,"ambrpsil"
41582,222,2003,"2",1,"ambrpsil"
41583,222,2003,"3",0.1,"ambrpsil"
41584,222,2003,"1",10,"amorcane"
41585,222,2003,"2",10,"amorcane"
41586,222,2003,"3",10,"amorcane"
41587,222,2003,"1",0.1,"amphdrac"
41588,222,2003,"2",1,"amphdrac"
41589,222,2003,"3",10,"amphdrac"
41590,222,2003,"4",10,"amphdrac"
41591,222,2003,"1",0.1,"andrgera"
41592,222,2003,"2",0.1,"andrgera"
41593,222,2003,"3",0.1,"andrgera"
41594,222,2003,"4",0.01,"andrgera"
41595,222,2003,"1",10,"andrvirg"
41596,222,2003,"3",0.01,"andrvirg"
41597,222,2003,"1",1,"arteludo"
41598,222,2003,"2",0.1,"arteludo"
41599,222,2003,"4",0.1,"arteludo"
41600,222,2003,"1",0.1,"asclviri"
41601,222,2003,"2",1,"asclviri"
41602,222,2003,"3",10,"asclviri"
41603,222,2003,"4",10,"asclviri"
41604,222,2003,"1",10,"asteeric"
41605,222,2003,"2",0.1,"asteeric"
41606,222,2003,"3",10,"asteeric"
41607,222,2003,"4",1,"asteeric"
41608,222,2003,"1",10,"asteoole"
41609,222,2003,"1",10,"baptbrac"
41610,222,2003,"3",1,"briceupa"
41611,222,2003,"4",10,"briceupa"
41612,222,2003,"1",0.1,"bromjapo"
41613,222,2003,"2",1,"bromjapo"
41614,222,2003,"4",1,"bromjapo"
41615,222,2003,"NA",100,"buchdact"
41616,222,2003,"NA",100,"callalca"
41617,222,2003,"3",10,"careamph"
41618,222,2003,"1",10,"carebush"
41619,222,2003,"2",1,"carebush"
41620,222,2003,"3",10,"carebush"
41621,222,2003,"4",1,"carebush"
41622,222,2003,"1",0.1,"carefest"
41623,222,2003,"2",10,"carefest"
41624,222,2003,"3",0.01,"carefest"
41625,222,2003,"4",1,"carefest"
41626,222,2003,"1",0.1,"caregrav"
41627,222,2003,"2",0.1,"caregrav"
41628,222,2003,"3",10,"caregrav"
41629,222,2003,"4",10,"caregrav"
41630,222,2003,"2",10,"chamfasc"
41631,222,2003,"2",10,"chamnuta"
41632,222,2003,"3",10,"chamnuta"
41633,222,2003,"1",10,"cirsalti"
41634,222,2003,"2",10,"cirsundu"
41635,222,2003,"3",10,"cirsundu"
41636,222,2003,"4",10,"cirsundu"
41637,222,2003,"2",10,"conycana"
41638,222,2003,"4",10,"conycana"
41639,222,2003,"NA",100,"crotcapi"
41640,222,2003,"3",10,"crotmona"
41641,222,2003,"1",10,"cuscpent"
41642,222,2003,"2",1,"cypelupu"
41643,222,2003,"3",1,"cypelupu"
41644,222,2003,"4",10,"cypelupu"
41645,222,2003,"2",10,"dalepurp"
41646,222,2003,"1",0.1,"desmills"
41647,222,2003,"NA",100,"desmpani"
41648,222,2003,"1",10,"desmsess"
41649,222,2003,"3",10,"desmsess"
41650,222,2003,"4",10,"desmsess"
41651,222,2003,"2",1,"dichacum"
41652,222,2003,"3",1,"dichacum"
41653,222,2003,"1",0.01,"dicholig"
41654,222,2003,"2",0.1,"dicholig"
41655,222,2003,"3",0.01,"dicholig"
41656,222,2003,"2",10,"digicogn"
41657,222,2003,"1",10,"elymcana"
41658,222,2003,"1",0.1,"elymvirg"
41659,222,2003,"2",0.01,"elymvirg"
41660,222,2003,"3",1,"elymvirg"
41661,222,2003,"4",0.1,"elymvirg"
41662,222,2003,"1",1,"eragspec"
41663,222,2003,"2",1,"eragspec"
41664,222,2003,"4",10,"eragspec"
41665,222,2003,"3",10,"erigstri"
41666,222,2003,"2",1,"euphspat"
41667,222,2003,"3",1,"fimbpube"
41668,222,2003,"NA",100,"unkngaur"
41669,222,2003,"1",1,"geracaro"
41670,222,2003,"2",1,"geracaro"
41671,222,2003,"3",1,"geracaro"
41672,222,2003,"4",1,"geracaro"
41673,222,2003,"2",10,"hedehisp"
41674,222,2003,"3",10,"hedehisp"
41675,222,2003,"3",10,"hordpusi"
41676,222,2003,"4",10,"hordpusi"
41677,222,2003,"2",10,"juncinte"
41678,222,2003,"3",10,"juncinte"
41679,222,2003,"4",10,"juncinte"
41680,222,2003,"2",10,"koelmacr"
41681,222,2003,"2",10,"krigcesp"
41682,222,2003,"3",0.1,"krigcesp"
41683,222,2003,"3",10,"kummstip"
41684,222,2003,"4",10,"kummstip"
41685,222,2003,"1",0.1,"lepivirg"
41686,222,2003,"2",1,"lepivirg"
41687,222,2003,"3",10,"lepivirg"
41688,222,2003,"4",10,"lepivirg"
41689,222,2003,"NA",100,"lespcapi"
41690,222,2003,"2",10,"lespproc"
41691,222,2003,"1",1,"lespvirg"
41692,222,2003,"2",10,"lespvirg"
41693,222,2003,"3",0.1,"lespvirg"
41694,222,2003,"4",1,"lespvirg"
41695,222,2003,"2",1,"linusulc"
41696,222,2003,"1",0.1,"lithinci"
41697,222,2003,"2",1,"lithinci"
41698,222,2003,"2",10,"medilupu"
41699,222,2003,"3",10,"medilupu"
41700,222,2003,"4",1,"medilupu"
41701,222,2003,"1",10,"melioffi"
41702,222,2003,"3",10,"melioffi"
41703,222,2003,"1",0.1,"oxaldill"
41704,222,2003,"2",1,"oxaldill"
41705,222,2003,"3",0.1,"oxaldill"
41706,222,2003,"4",10,"oxaldill"
41707,222,2003,"2",0.01,"oxalviol"
41708,222,2003,"3",10,"oxalviol"
41709,222,2003,"1",10,"paniance"
41710,222,2003,"1",1,"panivirg"
41711,222,2003,"2",0.1,"panivirg"
41712,222,2003,"3",10,"panivirg"
41713,222,2003,"4",1,"panivirg"
41714,222,2003,"3",0.1,"paspseta"
41715,222,2003,"4",1,"periamer"
41716,222,2003,"1",10,"phalcaro"
41717,222,2003,"1",10,"physvirg"
41718,222,2003,"3",1,"physvirg"
41719,222,2003,"4",10,"physvirg"
41720,222,2003,"1",1,"planvirg"
41721,222,2003,"2",10,"planvirg"
41722,222,2003,"3",0.1,"planvirg"
41723,222,2003,"4",10,"planvirg"
41724,222,2003,"1",10,"poaprate"
41725,222,2003,"2",10,"poaprate"
41726,222,2003,"3",0.1,"poaprate"
41727,222,2003,"4",10,"poaprate"
41728,222,2003,"2",1,"polyvert"
41729,222,2003,"4",10,"polyvert"
41730,222,2003,"1",0.1,"psortenu"
41731,222,2003,"2",1,"psortenu"
41732,222,2003,"3",1,"psortenu"
41733,222,2003,"4",1,"psortenu"
41734,222,2003,"2",1,"raticolu"
41735,222,2003,"3",10,"raticolu"
41736,222,2003,"4",10,"raticolu"
41737,222,2003,"2",10,"rudbhirt"
41738,222,2003,"3",10,"rudbhirt"
41739,222,2003,"1",1,"ruelhumi"
41740,222,2003,"2",1,"ruelhumi"
41741,222,2003,"3",0.1,"ruelhumi"
41742,222,2003,"4",1,"ruelhumi"
41743,222,2003,"1",1,"rumecris"
41744,222,2003,"2",1,"salvazur"
41745,222,2003,"4",10,"salvazur"
41746,222,2003,"1",0.01,"schiscop"
41747,222,2003,"2",0.01,"schiscop"
41748,222,2003,"3",1,"schiscop"
41749,222,2003,"4",0.1,"schiscop"
41750,222,2003,"1",1,"setaparv"
41751,222,2003,"2",10,"setaparv"
41752,222,2003,"3",10,"setaparv"
41753,222,2003,"4",0.1,"setaparv"
41754,222,2003,"NA",100,"sileanti"
41755,222,2003,"2",10,"sisycamp"
41756,222,2003,"4",10,"solacaro"
41757,222,2003,"1",10,"solicana"
41758,222,2003,"2",10,"solicana"
41759,222,2003,"3",1,"solicana"
41760,222,2003,"4",10,"solicana"
41761,222,2003,"1",0.01,"sorgnuta"
41762,222,2003,"2",0.01,"sorgnuta"
41763,222,2003,"3",0.01,"sorgnuta"
41764,222,2003,"4",10,"sorgnuta"
41765,222,2003,"2",10,"speriner"
41766,222,2003,"3",1,"speriner"
41767,222,2003,"4",10,"speriner"
41768,222,2003,"2",1,"spheobtu"
41769,222,2003,"3",1,"spheobtu"
41770,222,2003,"4",0.01,"spheobtu"
41771,222,2003,"NA",100,"unknspir"
41772,222,2003,"1",10,"sporcomp"
41773,222,2003,"2",0.1,"sporcomp"
41774,222,2003,"3",0.1,"sporcomp"
41775,222,2003,"1",0.1,"stroleio"
41776,222,2003,"2",0.1,"stroleio"
41777,222,2003,"3",0.1,"stroleio"
41778,222,2003,"4",1,"stroleio"
41779,222,2003,"1",10,"symporbi"
41780,222,2003,"2",10,"symporbi"
41781,222,2003,"4",1,"symporbi"
41782,222,2003,"3",10,"toriarve"
41783,222,2003,"2",10,"trioperf"
41784,222,2003,"4",10,"trioperf"
41785,222,2003,"1",10,"valeradi"
41786,222,2003,"3",1,"vernarka"
41787,222,2003,"1",1,"vernbald"
41788,222,2003,"2",1,"vernbald"
41789,222,2003,"3",10,"vernbald"
41790,222,2003,"1",10,"veroarve"
41791,222,2003,"4",0.01,"veroarve"
41792,222,2003,"2",10,"vulpocto"
41793,222,2003,"4",10,"vulpocto"
41794,226,2003,"1",0.1,"acalvirg"
41795,226,2003,"2",1,"acalvirg"
41796,226,2003,"3",0.01,"acalvirg"
41797,226,2003,"4",1,"acalvirg"
41798,226,2003,"2",10,"achimill"
41799,226,2003,"3",10,"achimill"
41800,226,2003,"1",0.01,"agrohyem"
41801,226,2003,"2",10,"agrohyem"
41802,226,2003,"3",10,"agrohyem"
41803,226,2003,"4",10,"agrohyem"
41804,226,2003,"2",10,"ambrarte"
41805,226,2003,"3",10,"ambrarte"
41806,226,2003,"2",1,"ambrpsil"
41807,226,2003,"3",0.1,"ambrpsil"
41808,226,2003,"4",0.1,"ambrpsil"
41809,226,2003,"1",10,"amorcane"
41810,226,2003,"3",10,"amorcane"
41811,226,2003,"1",0.01,"andrgera"
41812,226,2003,"2",0.01,"andrgera"
41813,226,2003,"3",1,"andrgera"
41814,226,2003,"4",0.01,"andrgera"
41815,226,2003,"1",10,"apoccann"
41816,226,2003,"3",10,"apoccann"
41817,226,2003,"4",10,"apoccann"
41818,226,2003,"4",10,"arteludo"
41819,226,2003,"1",1,"asclviri"
41820,226,2003,"3",1,"asclviri"
41821,226,2003,"4",10,"asclviri"
41822,226,2003,"1",0.1,"asteeric"
41823,226,2003,"2",10,"asteeric"
41824,226,2003,"4",10,"asteeric"
41825,226,2003,"1",10,"baptalba"
41826,226,2003,"3",10,"careamph"
41827,226,2003,"1",10,"carebush"
41828,226,2003,"2",10,"carebush"
41829,226,2003,"3",10,"carebush"
41830,226,2003,"4",1,"carebush"
41831,226,2003,"NA",100,"careceph"
41832,226,2003,"1",0.01,"carefest"
41833,226,2003,"2",0.01,"carefest"
41834,226,2003,"3",0.01,"carefest"
41835,226,2003,"4",10,"carefest"
41836,226,2003,"1",10,"caregrav"
41837,226,2003,"2",10,"caregrav"
41838,226,2003,"3",0.1,"caregrav"
41839,226,2003,"4",1,"caregrav"
41840,226,2003,"4",1,"cerafont"
41841,226,2003,"3",10,"chamnuta"
41842,226,2003,"3",10,"cirsalti"
41843,226,2003,"3",0.1,"cuscpent"
41844,226,2003,"1",0.1,"cypeechi"
41845,226,2003,"2",10,"cypeechi"
41846,226,2003,"4",1,"cypeechi"
41847,226,2003,"3",10,"cypelupu"
41848,226,2003,"1",10,"desmsess"
41849,226,2003,"3",10,"desmsess"
41850,226,2003,"1",10,"dichacum"
41851,226,2003,"2",0.1,"dichacum"
41852,226,2003,"3",0.1,"dichacum"
41853,226,2003,"4",10,"dichacum"
41854,226,2003,"1",0.01,"dicholig"
41855,226,2003,"2",1,"dicholig"
41856,226,2003,"3",0.01,"dicholig"
41857,226,2003,"4",0.1,"dicholig"
41858,226,2003,"2",10,"digicogn"
41859,226,2003,"2",10,"eleomont"
41860,226,2003,"1",1,"elymvirg"
41861,226,2003,"2",10,"elymvirg"
41862,226,2003,"3",1,"elymvirg"
41863,226,2003,"4",1,"elymvirg"
41864,226,2003,"3",1,"eragspec"
41865,226,2003,"1",0.1,"erigstri"
41866,226,2003,"2",1,"erigstri"
41867,226,2003,"3",10,"euphspat"
41868,226,2003,"2",0.1,"euthgymn"
41869,226,2003,"3",10,"euthgymn"
41870,226,2003,"1",1,"fragvirg"
41871,226,2003,"2",0.1,"fragvirg"
41872,226,2003,"3",10,"fragvirg"
41873,226,2003,"4",1,"fragvirg"
41874,226,2003,"1",10,"unkngaur"
41875,226,2003,"2",10,"unkngaur"
41876,226,2003,"3",10,"unkngaur"
41877,226,2003,"4",1,"unkngaur"
41878,226,2003,"1",1,"geracaro"
41879,226,2003,"2",1,"geracaro"
41880,226,2003,"3",10,"geracaro"
41881,226,2003,"4",1,"geracaro"
41882,226,2003,"1",10,"glancana"
41883,226,2003,"2",10,"juncinte"
41884,226,2003,"3",10,"juncinte"
41885,226,2003,"4",10,"lepivirg"
41886,226,2003,"2",10,"lespcune"
41887,226,2003,"1",1,"lespproc"
41888,226,2003,"4",0.01,"lespproc"
41889,226,2003,"4",1,"lespviol"
41890,226,2003,"1",0.1,"lespvirg"
41891,226,2003,"2",1,"lespvirg"
41892,226,2003,"3",0.1,"lespvirg"
41893,226,2003,"2",10,"mimoquad"
41894,226,2003,"2",1,"myosvern"
41895,226,2003,"1",0.1,"oxaldill"
41896,226,2003,"2",0.1,"oxaldill"
41897,226,2003,"3",1,"oxaldill"
41898,226,2003,"4",0.1,"oxaldill"
41899,226,2003,"4",10,"paniance"
41900,226,2003,"1",1,"panivirg"
41901,226,2003,"2",0.1,"panivirg"
41902,226,2003,"3",1,"panivirg"
41903,226,2003,"4",0.01,"panivirg"
41904,226,2003,"3",1,"paspseta"
41905,226,2003,"4",0.1,"physpumi"
41906,226,2003,"1",10,"physvirg"
41907,226,2003,"3",10,"physvirg"
41908,226,2003,"1",1,"poaprate"
41909,226,2003,"2",0.01,"poaprate"
41910,226,2003,"3",0.01,"poaprate"
41911,226,2003,"4",10,"poaprate"
41912,226,2003,"3",10,"polyvert"
41913,226,2003,"1",10,"prenaspe"
41914,226,2003,"4",10,"prenaspe"
41915,226,2003,"1",10,"psortenu"
41916,226,2003,"3",10,"psortenu"
41917,226,2003,"1",1,"rubuostr"
41918,226,2003,"2",10,"rubuostr"
41919,226,2003,"3",1,"rubuostr"
41920,226,2003,"4",0.01,"rubuostr"
41921,226,2003,"1",0.1,"ruelhumi"
41922,226,2003,"2",10,"ruelhumi"
41923,226,2003,"3",1,"ruelhumi"
41924,226,2003,"4",10,"ruelhumi"
41925,226,2003,"NA",100,"rumecris"
41926,226,2003,"1",10,"salvazur"
41927,226,2003,"2",1,"salvazur"
41928,226,2003,"4",10,"salvazur"
41929,226,2003,"1",10,"schiscop"
41930,226,2003,"2",0.01,"schiscop"
41931,226,2003,"3",1,"schiscop"
41932,226,2003,"4",1,"schiscop"
41933,226,2003,"3",10,"scutparv"
41934,226,2003,"4",10,"scutparv"
41935,226,2003,"1",0.1,"setaparv"
41936,226,2003,"2",1,"setaparv"
41937,226,2003,"3",10,"setaparv"
41938,226,2003,"4",10,"setaparv"
41939,226,2003,"2",10,"sisycamp"
41940,226,2003,"3",10,"sisycamp"
41941,226,2003,"1",10,"solacaro"
41942,226,2003,"2",10,"solacaro"
41943,226,2003,"3",10,"solacaro"
41944,226,2003,"1",0.1,"solicana"
41945,226,2003,"2",10,"solicana"
41946,226,2003,"3",0.1,"solicana"
41947,226,2003,"4",1,"solicana"
41948,226,2003,"1",0.1,"sorgnuta"
41949,226,2003,"2",1,"sorgnuta"
41950,226,2003,"3",0.1,"sorgnuta"
41951,226,2003,"4",10,"sorgnuta"
41952,226,2003,"1",10,"spheobtu"
41953,226,2003,"2",1,"spheobtu"
41954,226,2003,"3",10,"spheobtu"
41955,226,2003,"4",10,"spheobtu"
41956,226,2003,"1",1,"sporcomp"
41957,226,2003,"2",1,"sporcomp"
41958,226,2003,"3",0.01,"sporcomp"
41959,226,2003,"4",1,"sporcomp"
41960,226,2003,"1",1,"stroleio"
41961,226,2003,"2",0.1,"stroleio"
41962,226,2003,"3",0.1,"stroleio"
41963,226,2003,"4",10,"stroleio"
41964,226,2003,"2",10,"symporbi"
41965,226,2003,"3",10,"symporbi"
41966,226,2003,"4",10,"tradohie"
41967,226,2003,"1",10,"tridflav"
41968,226,2003,"3",0.1,"tridflav"
41969,226,2003,"4",10,"tridflav"
41970,226,2003,"1",10,"valeradi"
41971,226,2003,"2",10,"valeradi"
41972,226,2003,"3",10,"valeradi"
41973,226,2003,"1",10,"vernbald"
41974,226,2003,"2",10,"vernbald"
41975,226,2003,"3",1,"vernbald"
41976,226,2003,"4",10,"vernbald"
41977,226,2003,"1",10,"veroarve"
41978,226,2003,"2",10,"veroarve"
41979,226,2003,"3",10,"vulpocto"
41980,238,2003,"1",10,"acalgrac"
41981,238,2003,"2",10,"acalgrac"
41982,238,2003,"3",1,"acalgrac"
41983,238,2003,"4",1,"acalgrac"
41984,238,2003,"1",10,"acalvirg"
41985,238,2003,"2",1,"acalvirg"
41986,238,2003,"3",1,"acalvirg"
41987,238,2003,"4",0.1,"acalvirg"
41988,238,2003,"1",0.01,"achimill"
41989,238,2003,"2",1,"achimill"
41990,238,2003,"3",10,"achimill"
41991,238,2003,"4",1,"achimill"
41992,238,2003,"1",10,"agalhete"
41993,238,2003,"2",10,"agalhete"
41994,238,2003,"4",10,"agalhete"
41995,238,2003,"1",10,"agrohyem"
41996,238,2003,"2",0.1,"agrohyem"
41997,238,2003,"3",0.1,"agrohyem"
41998,238,2003,"4",1,"agrohyem"
41999,238,2003,"2",0.01,"ambrarte"
42000,238,2003,"1",0.1,"ambrbide"
42001,238,2003,"2",0.1,"ambrbide"
42002,238,2003,"3",0.01,"ambrbide"
42003,238,2003,"4",1,"ambrbide"
42004,238,2003,"1",0.1,"ambrpsil"
42005,238,2003,"2",1,"ambrpsil"
42006,238,2003,"3",0.1,"ambrpsil"
42007,238,2003,"4",10,"ambrpsil"
42008,238,2003,"1",10,"amorcane"
42009,238,2003,"2",10,"amorcane"
42010,238,2003,"3",10,"amorcane"
42011,238,2003,"1",1,"amphdrac"
42012,238,2003,"3",10,"amphdrac"
42013,238,2003,"4",10,"anagmini"
42014,238,2003,"1",1,"andrgera"
42015,238,2003,"2",1,"andrgera"
42016,238,2003,"3",10,"andrgera"
42017,238,2003,"4",10,"andrgera"
42018,238,2003,"1",1,"antenegl"
42019,238,2003,"NA",100,"arispurp"
42020,238,2003,"1",10,"arteludo"
42021,238,2003,"1",10,"asclviri"
42022,238,2003,"2",10,"asclviri"
42023,238,2003,"3",10,"asclviri"
42024,238,2003,"4",10,"asclviri"
42025,238,2003,"1",10,"asteeric"
42026,238,2003,"2",10,"asteeric"
42027,238,2003,"3",10,"asteeric"
42028,238,2003,"4",1,"asteeric"
42029,238,2003,"1",10,"asteoole"
42030,238,2003,"2",10,"asteoole"
42031,238,2003,"3",1,"asteoole"
42032,238,2003,"4",1,"asteoole"
42033,238,2003,"1",1,"astepate"
42034,238,2003,"2",10,"astepate"
42035,238,2003,"3",1,"astepate"
42036,238,2003,"4",1,"astepate"
42037,238,2003,"3",1,"baptbrac"
42038,238,2003,"4",10,"baptbrac"
42039,238,2003,"1",1,"bromjapo"
42040,238,2003,"2",0.1,"bromjapo"
42041,238,2003,"3",10,"bromjapo"
42042,238,2003,"4",1,"bromjapo"
42043,238,2003,"4",10,"buchdact"
42044,238,2003,"3",10,"callalca"
42045,238,2003,"4",10,"callalca"
42046,238,2003,"4",10,"calyserr"
