"id","new","species","period","time","date","quadr","sex","known","weight","ot","sc","in.","pr","op","lg","year"
"FR3RR1",FALSE,"CG",210,"AM",19921230,"J9","M",FALSE,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3973",TRUE,"PL",210,"AM",19921230,"J10","M",FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3948",FALSE,"PM",210,"PM",19921230,"C1","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3976",FALSE,"PM",210,"PM",19921230,"B10","F",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3996",FALSE,"PL",210,"PM",19921230,"A4","M",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3998",FALSE,"PL",210,"PM",19921230,"D3","F",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"RR2",FALSE,"CG",210,"PM",19921230,"E9","M",FALSE,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"LR2",FALSE,"CG",210,"PM",19921230,"F10","M",FALSE,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"FR3LR3",FALSE,"CG",210,"PM",19921230,"G9","M",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"FR3RR2",FALSE,"CG",210,"PM",19921230,"I9","M",FALSE,23.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"FR3RR1",FALSE,"CG",210,"PM",19921230,"J9","M",FALSE,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3948",FALSE,"PL",210,"AM",19921231,"C3","F",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3941",FALSE,"PL",210,"AM",19921231,"C4","M",FALSE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"RR3",TRUE,"BB",210,"AM",19921231,"A4","O",TRUE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3996",FALSE,"PL",210,"AM",19921231,"A3","M",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3934",FALSE,"PL",210,"AM",19921231,"B1","M",FALSE,24.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"4117",TRUE,"PL",210,"AM",19921231,"B1","F",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3989",FALSE,"PL",210,"AM",19921231,"B2","F",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3953",FALSE,"PL",210,"AM",19921231,"A7","F",FALSE,21.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"4108",TRUE,"PL",210,"AM",19921231,"B10","M",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3940",FALSE,"PM",210,"AM",19921231,"B6","M",FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3976",FALSE,"PL",210,"AM",19921231,"C8","F",FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"RR2",FALSE,"CG",210,"AM",19921231,"E9","F",FALSE,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"FR2",FALSE,"CG",210,"AM",19921231,"E9","M",FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3943",FALSE,"PL",210,"AM",19921231,"E7","M",FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3988",FALSE,"PL",210,"AM",19921231,"E6","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3952",FALSE,"PM",210,"AM",19921231,"E6","F",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3916",FALSE,"PL",210,"AM",19921231,"F2","F",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3965",FALSE,"PL",210,"AM",19921231,"F10","M",FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3928",FALSE,"PL",210,"AM",19921231,"F10","F",FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"FL1",FALSE,"BB",210,"AM",19921231,"H10","O",TRUE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3929",FALSE,"PL",210,"AM",19921231,"I10","F",FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"FR3RR1",FALSE,"CG",210,"AM",19921231,"J9","M",FALSE,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"FR3RR2",FALSE,"CG",210,"AM",19921231,"J9","M",FALSE,22.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3993",FALSE,"PL",210,"AM",19921231,"I9","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"FR3LR1",FALSE,"CG",210,"AM",19921231,"I9","F",FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3805",FALSE,"PM",210,"AM",19921231,"I8","M",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"4110",TRUE,"PM",210,"AM",19921231,"I7","M",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3945",FALSE,"PM",210,"AM",19921231,"I2","M",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3855",FALSE,"PL",210,"AM",19921231,"I2","M",FALSE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3921",FALSE,"PL",210,"AM",19921231,"J5","F",FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3822",FALSE,"PM",210,"AM",19921231,"J7","M",FALSE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3987",FALSE,"PL",210,"AM",19921231,"J7","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3768",FALSE,"PL",210,"AM",19921231,"J6","M",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3975",FALSE,"PL",210,"AM",19921231,"C4","M",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3946",FALSE,"PL",210,"AM",19921231,"C5","M",FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3951",FALSE,"PL",210,"AM",19921231,"C6","M",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3972",FALSE,"PL",210,"AM",19921231,"C7","F",FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3944",FALSE,"PL",210,"AM",19921231,"C7","F",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3977",FALSE,"PL",210,"AM",19921231,"D10","M",FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"4064",FALSE,"PL",210,"AM",19921231,"D9","M",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3909",FALSE,"PM",210,"AM",19921231,"D9","M",FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"FR1RR2",FALSE,"BB",210,"AM",19921231,"D5","O",TRUE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3939",FALSE,"PL",210,"AM",19921231,"D2","M",FALSE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3937",FALSE,"PM",210,"AM",19921231,"G7","M",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"4179",TRUE,"PL",210,"AM",19921231,"G7","O",TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3967",FALSE,"PM",210,"AM",19921231,"H8","F",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"4157",TRUE,"PL",210,"AM",19921231,"H3","F",FALSE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"FL3",FALSE,"CG",210,"AM",19921231,"H2","M",FALSE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"4171",TRUE,"GV",210,"AM",19921231,"I1","O",TRUE,66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1992
"3999",FALSE,"PL",211,"AM",19930120,"C1","M",FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"LR2",TRUE,"CG",211,"AM",19930120,"C4","M",FALSE,21.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3972",FALSE,"PL",211,"AM",19930120,"C7","F",FALSE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3841",FALSE,"PL",211,"AM",19930120,"C8","F",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3909",FALSE,"PL",211,"AM",19930120,"C9","M",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"LR3",TRUE,"CG",211,"AM",19930120,"C10","M",FALSE,25.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3977",FALSE,"PL",211,"AM",19930120,"D10","M",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3965",FALSE,"PM",211,"AM",19930120,"D10","M",FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3988",FALSE,"PL",211,"AM",19930120,"D8","M",FALSE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR4",TRUE,"CG",211,"AM",19930120,"D1","F",FALSE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"RR4",TRUE,"BB",211,"AM",19930120,"E9","O",TRUE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"4064",FALSE,"PM",211,"AM",19930120,"F10","M",FALSE,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3973",FALSE,"PL",211,"AM",19930120,"G10","M",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3923",FALSE,"PL",211,"AM",19930120,"H10","F",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR1FL1",TRUE,"CG",211,"AM",19930120,"H9","M",FALSE,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3921",FALSE,"PL",211,"AM",19930120,"H5","F",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3955",FALSE,"PL",211,"AM",19930120,"I1","M",FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR4",FALSE,"CG",211,"AM",19930120,"J1","M",FALSE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FL3",FALSE,"CG",211,"AM",19930120,"J1","M",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3945",FALSE,"PM",211,"AM",19930120,"J4","M",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR3RR2",FALSE,"CG",211,"AM",19930120,"J9","M",FALSE,23.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3993",FALSE,"PL",211,"AM",19930120,"J9","M",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR3RR1",FALSE,"CG",211,"AM",19930120,"I9","M",FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"4108",FALSE,"PL",211,"AM",19930120,"B10","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3946",FALSE,"PL",211,"AM",19930120,"A8","M",FALSE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3953",FALSE,"PM",211,"AM",19930120,"A6","F",FALSE,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3944",FALSE,"PL",211,"AM",19930120,"A4","F",FALSE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3996",FALSE,"PL",211,"AM",19930120,"A3","F",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3941",FALSE,"PL",211,"AM",19930120,"A3","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3989",FALSE,"PL",211,"AM",19930120,"B1","F",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3975",FALSE,"PL",211,"AM",19930120,"F3","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3943",FALSE,"PL",211,"AM",19930120,"F6","F",FALSE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"RR2",FALSE,"CG",211,"AM",19930120,"F9","F",FALSE,22.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3805",FALSE,"PM",211,"AM",19930120,"F9","M",FALSE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR3LR3",FALSE,"CG",211,"AM",19930120,"G9","M",FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"LR2",FALSE,"CG",211,"AM",19930120,"G9","F",FALSE,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3928",FALSE,"PL",211,"AM",19930120,"G8","F",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3981",FALSE,"PL",211,"AM",19930120,"G5","M",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3938",FALSE,"PL",211,"AM",19930120,"G5","M",FALSE,22.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3998",FALSE,"PL",211,"AM",19930120,"G2","M",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3968",FALSE,"PL",211,"AM",19930120,"G1","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3937",FALSE,"PM",211,"AM",19930120,"I7","M",FALSE,19.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"4108",FALSE,"PL",211,"PM",19930120,"D10","M",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"LR3",FALSE,"CG",211,"PM",19930120,"E10","M",FALSE,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR3LR4",TRUE,"CG",211,"PM",19930120,"E10","F",FALSE,23.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"LR2",FALSE,"CG",211,"PM",19930120,"G9","M",FALSE,21.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR3RR2",FALSE,"CG",211,"PM",19930120,"J9","M",FALSE,25.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"LR1",FALSE,"CG",211,"PM",19930120,"J9","O",TRUE,21.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"RR2",FALSE,"CG",211,"PM",19930120,"F9","F",FALSE,23.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"RR4",FALSE,"BB",211,"PM",19930120,"F9","O",TRUE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3679",FALSE,"TS",211,"PM",19930120,"I4","M",FALSE,107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR3LR3",FALSE,"CG",211,"PM",19930120,"H1","M",FALSE,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3968",FALSE,"PL",211,"AM",19930121,"H2","F",FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"",FALSE,"PL",211,"AM",19930121,"","F",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FL3",FALSE,"CG",211,"AM",19930121,"I1","M",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3938",FALSE,"PM",211,"AM",19930121,"I5","M",FALSE,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3967",FALSE,"PM",211,"AM",19930121,"I8","F",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"4170",TRUE,"PL",211,"AM",19930121,"J10","M",FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3822",FALSE,"PM",211,"AM",19930121,"J7","M",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR3RR1",FALSE,"CG",211,"AM",19930121,"J7","M",FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3937",FALSE,"PM",211,"AM",19930121,"J6","M",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3945",FALSE,"PM",211,"AM",19930121,"J2","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR3LR2",FALSE,"CG",211,"AM",19930121,"J2","M",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR4",FALSE,"CG",211,"AM",19930121,"J1","O",TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3999",FALSE,"PL",211,"AM",19930121,"C1","M",FALSE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"LR4",FALSE,"CG",211,"AM",19930121,"C3","F",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR1",TRUE,"MP",211,"AM",19930121,"A5","F",FALSE,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3941",FALSE,"PL",211,"AM",19930121,"A3","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3996",FALSE,"PL",211,"AM",19930121,"A3","M",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3944",FALSE,"PL",211,"AM",19930121,"A2","F",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3946",FALSE,"PL",211,"AM",19930121,"A8","M",FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"RR4",FALSE,"BB",211,"AM",19930121,"C4","O",TRUE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"LR2",FALSE,"CG",211,"AM",19930121,"C5","M",FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3909",FALSE,"PL",211,"AM",19930121,"C8","M",FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3841",FALSE,"PL",211,"AM",19930121,"C9","F",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3965",FALSE,"PM",211,"AM",19930121,"D9","F",FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"4171",FALSE,"GV",211,"AM",19930121,"E4","F",FALSE,61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3952",FALSE,"PM",211,"AM",19930121,"E6","F",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3805",FALSE,"PM",211,"AM",19930121,"E7","F",FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3943",FALSE,"PL",211,"AM",19930121,"F6","M",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3981",FALSE,"PL",211,"AM",19930121,"G6","F",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FL4FR1",TRUE,"CG",211,"AM",19930121,"H9","M",FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3921",FALSE,"PL",211,"AM",19930121,"H5","F",FALSE,13.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"RR2",FALSE,"CG",211,"PM",19930121,"E9","F",FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"LR3",FALSE,"CG",211,"PM",19930121,"E10","M",FALSE,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR1FL1",FALSE,"CG",211,"PM",19930121,"I9","M",FALSE,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR3RR2",FALSE,"CG",211,"PM",19930121,"I9","M",FALSE,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR3LR1",FALSE,"CG",211,"PM",19930121,"H9","F",FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3967",FALSE,"PM",211,"PM",19930121,"H9","M",FALSE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3988",FALSE,"PL",211,"AM",19930122,"F8","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR3LR2",FALSE,"CG",211,"AM",19930122,"J2","M",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3677",FALSE,"PL",211,"AM",19930122,"J3","M",FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3981",FALSE,"PL",211,"AM",19930122,"J7","M",FALSE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR3RR2",FALSE,"CG",211,"AM",19930122,"J9","M",FALSE,24.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3813",FALSE,"PM",211,"AM",19930122,"J9","F",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3924",FALSE,"PL",211,"AM",19930122,"I10","F",FALSE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR3RR1",FALSE,"CG",211,"AM",19930122,"I9","M",FALSE,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3937",FALSE,"PM",211,"AM",19930122,"I7","M",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3968",FALSE,"PL",211,"AM",19930122,"H1","M",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"LR4",FALSE,"CG",211,"AM",19930122,"C3","F",FALSE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3944",FALSE,"PL",211,"AM",19930122,"B4","F",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3992",FALSE,"PL",211,"AM",19930122,"A5","F",FALSE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"4153",TRUE,"PL",211,"AM",19930122,"A4","F",FALSE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3796",FALSE,"PM",211,"AM",19930122,"A3","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3641",FALSE,"PL",211,"AM",19930122,"A3","M",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3989",FALSE,"PL",211,"AM",19930122,"B1","F",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"4194",TRUE,"PL",211,"AM",19930122,"B2","M",FALSE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3953",FALSE,"PL",211,"AM",19930122,"A6","F",FALSE,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3976",FALSE,"PM",211,"AM",19930122,"A10","F",FALSE,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3909",FALSE,"PL",211,"AM",19930122,"B7","M",FALSE,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3999",FALSE,"PL",211,"AM",19930122,"D2","M",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3975",FALSE,"PL",211,"AM",19930122,"D2","M",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3998",FALSE,"PL",211,"AM",19930122,"D3","F",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3952",FALSE,"PM",211,"AM",19930122,"D7","F",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3965",FALSE,"PL",211,"AM",19930122,"D9","F",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"4150",TRUE,"PL",211,"AM",19930122,"F10","M",FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"4064",FALSE,"PM",211,"AM",19930122,"F10","M",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"RR2",FALSE,"CG",211,"AM",19930122,"F9","F",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR3LR1",FALSE,"CG",211,"AM",19930122,"F9","M",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"4157",FALSE,"PL",211,"AM",19930122,"H2","M",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3805",FALSE,"PM",211,"AM",19930122,"H8","M",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"LR2",FALSE,"CG",211,"AM",19930122,"C4","M",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3964",FALSE,"PL",211,"AM",19930122,"C5","M",FALSE,21.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"",FALSE,"PL",211,"AM",19930122,"","M",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3972",FALSE,"PL",211,"AM",19930122,"C6","F",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"4127",TRUE,"PL",211,"AM",19930122,"C8","M",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3841",FALSE,"PL",211,"AM",19930122,"C8","M",FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"4108",FALSE,"PL",211,"AM",19930122,"C10","M",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3977",FALSE,"PL",211,"AM",19930122,"D10","F",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR1LR1",TRUE,"CG",211,"AM",19930122,"E10","O",TRUE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"FR3LR1",FALSE,"CG",211,"AM",19930122,"E9","M",FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3943",FALSE,"PL",211,"AM",19930122,"E7","M",FALSE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3916",FALSE,"PL",211,"AM",19930122,"F1","F",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"LR2",FALSE,"CG",211,"AM",19930122,"G9","M",FALSE,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3928",FALSE,"PM",211,"AM",19930122,"G10","M",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3973",FALSE,"PL",211,"AM",19930122,"H10","M",FALSE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
"3923",FALSE,"PL",211,"AM",19930122,"H10","M",FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1993
