"unique","elev.point","elev.mean","elev.var"
1,204,183.271882815291,21197.1415643951
2,204,183.271882815291,21197.1415643951
3,204,183.271882815291,21197.1415643951
4,204,183.271882815291,21197.1415643951
5,204,183.271882815291,21197.1415643951
6,204,183.271882815291,21197.1415643951
7,204,183.271882815291,21197.1415643951
8,204,183.271882815291,21197.1415643951
9,204,183.271882815291,21197.1415643951
10,204,183.271882815291,21197.1415643951
11,204,183.271882815291,21197.1415643951
12,204,183.271882815291,21197.1415643951
13,204,183.271882815291,21197.1415643951
14,204,183.271882815291,21197.1415643951
15,204,183.271882815291,21197.1415643951
16,204,183.271882815291,21197.1415643951
17,204,183.271882815291,21197.1415643951
18,204,183.271882815291,21197.1415643951
19,328,180.501591089897,30270.1100253226
20,328,180.501591089897,30270.1100253226
21,328,180.501591089897,30270.1100253226
22,328,180.501591089897,30270.1100253226
23,328,180.501591089897,30270.1100253226
24,328,180.501591089897,30270.1100253226
25,328,180.501591089897,30270.1100253226
26,328,180.501591089897,30270.1100253226
27,328,180.501591089897,30270.1100253226
28,328,180.501591089897,30270.1100253226
29,328,180.501591089897,30270.1100253226
30,328,180.501591089897,30270.1100253226
31,328,180.501591089897,30270.1100253226
32,328,180.501591089897,30270.1100253226
33,328,180.501591089897,30270.1100253226
34,328,180.501591089897,30270.1100253226
35,328,180.501591089897,30270.1100253226
36,328,180.501591089897,30270.1100253226
37,214,173.118788819876,26827.9975342218
38,214,173.118788819876,26827.9975342218
39,214,173.118788819876,26827.9975342218
40,214,173.118788819876,26827.9975342218
41,214,173.118788819876,26827.9975342218
42,214,173.118788819876,26827.9975342218
43,214,173.118788819876,26827.9975342218
44,214,173.118788819876,26827.9975342218
45,214,173.118788819876,26827.9975342218
46,214,173.118788819876,26827.9975342218
47,214,173.118788819876,26827.9975342218
48,214,173.118788819876,26827.9975342218
49,214,173.118788819876,26827.9975342218
50,214,173.118788819876,26827.9975342218
51,214,173.118788819876,26827.9975342218
52,214,173.118788819876,26827.9975342218
53,214,173.118788819876,26827.9975342218
54,214,173.118788819876,26827.9975342218
55,54,142.095014912654,19358.4415224529
56,54,142.095014912654,19358.4415224529
57,54,142.095014912654,19358.4415224529
58,54,142.095014912654,19358.4415224529
59,54,142.095014912654,19358.4415224529
60,54,142.095014912654,19358.4415224529
61,54,142.095014912654,19358.4415224529
62,54,142.095014912654,19358.4415224529
63,54,142.095014912654,19358.4415224529
64,54,142.095014912654,19358.4415224529
65,54,142.095014912654,19358.4415224529
66,54,142.095014912654,19358.4415224529
67,54,142.095014912654,19358.4415224529
68,54,142.095014912654,19358.4415224529
69,54,142.095014912654,19358.4415224529
70,54,142.095014912654,19358.4415224529
71,54,142.095014912654,19358.4415224529
72,54,142.095014912654,19358.4415224529
73,113,155.721877767936,25515.0976248286
74,113,155.721877767936,25515.0976248286
75,113,155.721877767936,25515.0976248286
76,113,155.721877767936,25515.0976248286
77,113,155.721877767936,25515.0976248286
78,113,155.721877767936,25515.0976248286
79,113,155.721877767936,25515.0976248286
80,113,155.721877767936,25515.0976248286
81,113,155.721877767936,25515.0976248286
82,113,155.721877767936,25515.0976248286
83,113,155.721877767936,25515.0976248286
84,113,155.721877767936,25515.0976248286
85,113,155.721877767936,25515.0976248286
86,113,155.721877767936,25515.0976248286
87,113,155.721877767936,25515.0976248286
88,113,155.721877767936,25515.0976248286
89,113,155.721877767936,25515.0976248286
90,113,155.721877767936,25515.0976248286
91,89,171.782823741007,32445.6059846455
92,89,171.782823741007,32445.6059846455
93,89,171.782823741007,32445.6059846455
94,89,171.782823741007,32445.6059846455
95,89,171.782823741007,32445.6059846455
96,89,171.782823741007,32445.6059846455
97,89,171.782823741007,32445.6059846455
98,89,171.782823741007,32445.6059846455
99,89,171.782823741007,32445.6059846455
100,89,171.782823741007,32445.6059846455
101,89,171.782823741007,32445.6059846455
102,89,171.782823741007,32445.6059846455
103,89,171.782823741007,32445.6059846455
104,89,171.782823741007,32445.6059846455
105,89,171.782823741007,32445.6059846455
106,89,171.782823741007,32445.6059846455
107,89,171.782823741007,32445.6059846455
108,89,171.782823741007,32445.6059846455
109,134,156.336917562724,23149.5302660326
110,134,156.336917562724,23149.5302660326
111,134,156.336917562724,23149.5302660326
112,134,156.336917562724,23149.5302660326
113,134,156.336917562724,23149.5302660326
114,134,156.336917562724,23149.5302660326
115,134,156.336917562724,23149.5302660326
116,134,156.336917562724,23149.5302660326
117,134,156.336917562724,23149.5302660326
118,134,156.336917562724,23149.5302660326
119,134,156.336917562724,23149.5302660326
120,134,156.336917562724,23149.5302660326
121,134,156.336917562724,23149.5302660326
122,134,156.336917562724,23149.5302660326
123,134,156.336917562724,23149.5302660326
124,134,156.336917562724,23149.5302660326
125,134,156.336917562724,23149.5302660326
126,134,156.336917562724,23149.5302660326
127,204,164.562684365782,19806.3140330719
128,204,164.562684365782,19806.3140330719
129,204,164.562684365782,19806.3140330719
130,204,164.562684365782,19806.3140330719
131,204,164.562684365782,19806.3140330719
132,204,164.562684365782,19806.3140330719
133,204,164.562684365782,19806.3140330719
134,204,164.562684365782,19806.3140330719
135,204,164.562684365782,19806.3140330719
136,204,164.562684365782,19806.3140330719
137,204,164.562684365782,19806.3140330719
138,204,164.562684365782,19806.3140330719
139,204,164.562684365782,19806.3140330719
140,204,164.562684365782,19806.3140330719
141,204,164.562684365782,19806.3140330719
142,204,164.562684365782,19806.3140330719
143,204,164.562684365782,19806.3140330719
144,204,164.562684365782,19806.3140330719
145,72,141.816751867873,16503.3676657633
146,72,141.816751867873,16503.3676657633
147,72,141.816751867873,16503.3676657633
148,72,141.816751867873,16503.3676657633
149,72,141.816751867873,16503.3676657633
150,72,141.816751867873,16503.3676657633
151,72,141.816751867873,16503.3676657633
152,72,141.816751867873,16503.3676657633
153,72,141.816751867873,16503.3676657633
154,72,141.816751867873,16503.3676657633
155,72,141.816751867873,16503.3676657633
156,72,141.816751867873,16503.3676657633
157,72,141.816751867873,16503.3676657633
158,72,141.816751867873,16503.3676657633
159,72,141.816751867873,16503.3676657633
160,72,141.816751867873,16503.3676657633
161,72,141.816751867873,16503.3676657633
162,72,141.816751867873,16503.3676657633
163,67,150.98747300216,23283.8991515631
164,67,150.98747300216,23283.8991515631
165,67,150.98747300216,23283.8991515631
166,67,150.98747300216,23283.8991515631
167,67,150.98747300216,23283.8991515631
168,67,150.98747300216,23283.8991515631
169,67,150.98747300216,23283.8991515631
170,67,150.98747300216,23283.8991515631
171,67,150.98747300216,23283.8991515631
172,67,150.98747300216,23283.8991515631
173,67,150.98747300216,23283.8991515631
174,67,150.98747300216,23283.8991515631
175,67,150.98747300216,23283.8991515631
176,67,150.98747300216,23283.8991515631
177,67,150.98747300216,23283.8991515631
178,67,150.98747300216,23283.8991515631
179,67,150.98747300216,23283.8991515631
180,67,150.98747300216,23283.8991515631
181,235,177.111636363636,22267.4247826978
182,235,177.111636363636,22267.4247826978
183,235,177.111636363636,22267.4247826978
184,235,177.111636363636,22267.4247826978
185,235,177.111636363636,22267.4247826978
186,235,177.111636363636,22267.4247826978
187,235,177.111636363636,22267.4247826978
188,235,177.111636363636,22267.4247826978
189,235,177.111636363636,22267.4247826978
190,235,177.111636363636,22267.4247826978
191,235,177.111636363636,22267.4247826978
192,235,177.111636363636,22267.4247826978
193,235,177.111636363636,22267.4247826978
194,235,177.111636363636,22267.4247826978
195,235,177.111636363636,22267.4247826978
196,235,177.111636363636,22267.4247826978
197,235,177.111636363636,22267.4247826978
198,235,177.111636363636,22267.4247826978
199,87,141.475746992627,15615.9467135819
200,87,141.475746992627,15615.9467135819
201,87,141.475746992627,15615.9467135819
202,87,141.475746992627,15615.9467135819
203,87,141.475746992627,15615.9467135819
204,87,141.475746992627,15615.9467135819
205,87,141.475746992627,15615.9467135819
206,87,141.475746992627,15615.9467135819
207,87,141.475746992627,15615.9467135819
208,87,141.475746992627,15615.9467135819
209,87,141.475746992627,15615.9467135819
210,87,141.475746992627,15615.9467135819
211,87,141.475746992627,15615.9467135819
212,87,141.475746992627,15615.9467135819
213,87,141.475746992627,15615.9467135819
214,87,141.475746992627,15615.9467135819
215,87,141.475746992627,15615.9467135819
216,87,141.475746992627,15615.9467135819
217,122,152.206193649549,21056.2609969178
218,122,152.206193649549,21056.2609969178
219,122,152.206193649549,21056.2609969178
220,122,152.206193649549,21056.2609969178
221,122,152.206193649549,21056.2609969178
222,122,152.206193649549,21056.2609969178
223,122,152.206193649549,21056.2609969178
224,122,152.206193649549,21056.2609969178
225,122,152.206193649549,21056.2609969178
226,122,152.206193649549,21056.2609969178
227,122,152.206193649549,21056.2609969178
228,122,152.206193649549,21056.2609969178
229,122,152.206193649549,21056.2609969178
230,122,152.206193649549,21056.2609969178
231,122,152.206193649549,21056.2609969178
232,122,152.206193649549,21056.2609969178
233,122,152.206193649549,21056.2609969178
234,122,152.206193649549,21056.2609969178
235,80,166.868005126015,28458.600945976
236,80,166.868005126015,28458.600945976
237,80,166.868005126015,28458.600945976
238,80,166.868005126015,28458.600945976
239,80,166.868005126015,28458.600945976
240,80,166.868005126015,28458.600945976
241,80,166.868005126015,28458.600945976
242,80,166.868005126015,28458.600945976
243,80,166.868005126015,28458.600945976
244,80,166.868005126015,28458.600945976
245,80,166.868005126015,28458.600945976
246,80,166.868005126015,28458.600945976
247,80,166.868005126015,28458.600945976
248,80,166.868005126015,28458.600945976
249,80,166.868005126015,28458.600945976
250,80,166.868005126015,28458.600945976
251,80,166.868005126015,28458.600945976
252,80,166.868005126015,28458.600945976
253,247,194.639800285307,24980.2048513336
254,247,194.639800285307,24980.2048513336
255,247,194.639800285307,24980.2048513336
256,247,194.639800285307,24980.2048513336
257,247,194.639800285307,24980.2048513336
258,247,194.639800285307,24980.2048513336
259,247,194.639800285307,24980.2048513336
260,247,194.639800285307,24980.2048513336
261,247,194.639800285307,24980.2048513336
262,247,194.639800285307,24980.2048513336
263,247,194.639800285307,24980.2048513336
264,247,194.639800285307,24980.2048513336
265,247,194.639800285307,24980.2048513336
266,247,194.639800285307,24980.2048513336
267,247,194.639800285307,24980.2048513336
268,247,194.639800285307,24980.2048513336
269,247,194.639800285307,24980.2048513336
270,247,194.639800285307,24980.2048513336
271,258,188.550036791759,28427.7713268297
272,258,188.550036791759,28427.7713268297
273,258,188.550036791759,28427.7713268297
274,258,188.550036791759,28427.7713268297
275,258,188.550036791759,28427.7713268297
276,258,188.550036791759,28427.7713268297
277,258,188.550036791759,28427.7713268297
278,258,188.550036791759,28427.7713268297
279,258,188.550036791759,28427.7713268297
280,258,188.550036791759,28427.7713268297
281,258,188.550036791759,28427.7713268297
282,258,188.550036791759,28427.7713268297
283,258,188.550036791759,28427.7713268297
284,258,188.550036791759,28427.7713268297
285,258,188.550036791759,28427.7713268297
286,258,188.550036791759,28427.7713268297
287,258,188.550036791759,28427.7713268297
288,258,188.550036791759,28427.7713268297
289,280,200.06252285192,31888.5568063615
290,280,200.06252285192,31888.5568063615
291,280,200.06252285192,31888.5568063615
292,280,200.06252285192,31888.5568063615
293,280,200.06252285192,31888.5568063615
294,280,200.06252285192,31888.5568063615
295,280,200.06252285192,31888.5568063615
296,280,200.06252285192,31888.5568063615
297,280,200.06252285192,31888.5568063615
298,280,200.06252285192,31888.5568063615
299,280,200.06252285192,31888.5568063615
300,280,200.06252285192,31888.5568063615
301,280,200.06252285192,31888.5568063615
302,280,200.06252285192,31888.5568063615
303,280,200.06252285192,31888.5568063615
304,280,200.06252285192,31888.5568063615
305,280,200.06252285192,31888.5568063615
306,280,200.06252285192,31888.5568063615
307,271,191.541586814872,32209.3419240148
308,271,191.541586814872,32209.3419240148
309,271,191.541586814872,32209.3419240148
