"unique","elev.point","elev.mean","elev.var"
310,271,191.541586814872,32209.3419240148
311,271,191.541586814872,32209.3419240148
312,271,191.541586814872,32209.3419240148
313,271,191.541586814872,32209.3419240148
314,271,191.541586814872,32209.3419240148
315,271,191.541586814872,32209.3419240148
316,271,191.541586814872,32209.3419240148
317,271,191.541586814872,32209.3419240148
318,271,191.541586814872,32209.3419240148
319,271,191.541586814872,32209.3419240148
320,271,191.541586814872,32209.3419240148
321,271,191.541586814872,32209.3419240148
322,271,191.541586814872,32209.3419240148
323,271,191.541586814872,32209.3419240148
324,271,191.541586814872,32209.3419240148
325,166,175.279371316306,28108.1833203593
326,166,175.279371316306,28108.1833203593
327,166,175.279371316306,28108.1833203593
328,166,175.279371316306,28108.1833203593
329,166,175.279371316306,28108.1833203593
330,166,175.279371316306,28108.1833203593
331,166,175.279371316306,28108.1833203593
332,166,175.279371316306,28108.1833203593
333,166,175.279371316306,28108.1833203593
334,166,175.279371316306,28108.1833203593
335,166,175.279371316306,28108.1833203593
336,166,175.279371316306,28108.1833203593
337,166,175.279371316306,28108.1833203593
338,166,175.279371316306,28108.1833203593
339,166,175.279371316306,28108.1833203593
340,166,175.279371316306,28108.1833203593
341,166,175.279371316306,28108.1833203593
342,166,175.279371316306,28108.1833203593
343,189,170.793018480493,28288.102580655
344,189,170.793018480493,28288.102580655
345,189,170.793018480493,28288.102580655
346,189,170.793018480493,28288.102580655
347,189,170.793018480493,28288.102580655
348,189,170.793018480493,28288.102580655
349,189,170.793018480493,28288.102580655
350,189,170.793018480493,28288.102580655
351,189,170.793018480493,28288.102580655
352,189,170.793018480493,28288.102580655
353,189,170.793018480493,28288.102580655
354,189,170.793018480493,28288.102580655
355,189,170.793018480493,28288.102580655
356,189,170.793018480493,28288.102580655
357,189,170.793018480493,28288.102580655
358,189,170.793018480493,28288.102580655
359,189,170.793018480493,28288.102580655
360,189,170.793018480493,28288.102580655
361,237,209.754197927831,31981.5192595334
362,237,209.754197927831,31981.5192595334
363,237,209.754197927831,31981.5192595334
364,237,209.754197927831,31981.5192595334
365,237,209.754197927831,31981.5192595334
366,237,209.754197927831,31981.5192595334
367,237,209.754197927831,31981.5192595334
368,237,209.754197927831,31981.5192595334
369,237,209.754197927831,31981.5192595334
370,237,209.754197927831,31981.5192595334
371,237,209.754197927831,31981.5192595334
372,237,209.754197927831,31981.5192595334
373,237,209.754197927831,31981.5192595334
374,237,209.754197927831,31981.5192595334
375,237,209.754197927831,31981.5192595334
376,237,209.754197927831,31981.5192595334
377,237,209.754197927831,31981.5192595334
378,237,209.754197927831,31981.5192595334
379,101,147.636602780909,15461.5652612365
380,101,147.636602780909,15461.5652612365
381,101,147.636602780909,15461.5652612365
382,101,147.636602780909,15461.5652612365
383,101,147.636602780909,15461.5652612365
384,101,147.636602780909,15461.5652612365
385,101,147.636602780909,15461.5652612365
386,101,147.636602780909,15461.5652612365
387,101,147.636602780909,15461.5652612365
388,101,147.636602780909,15461.5652612365
389,101,147.636602780909,15461.5652612365
390,101,147.636602780909,15461.5652612365
391,101,147.636602780909,15461.5652612365
392,101,147.636602780909,15461.5652612365
393,101,147.636602780909,15461.5652612365
394,101,147.636602780909,15461.5652612365
395,101,147.636602780909,15461.5652612365
396,101,147.636602780909,15461.5652612365
397,70,156.722198551342,24778.2544217628
398,70,156.722198551342,24778.2544217628
399,70,156.722198551342,24778.2544217628
400,70,156.722198551342,24778.2544217628
401,70,156.722198551342,24778.2544217628
402,70,156.722198551342,24778.2544217628
403,70,156.722198551342,24778.2544217628
404,70,156.722198551342,24778.2544217628
405,70,156.722198551342,24778.2544217628
406,70,156.722198551342,24778.2544217628
407,70,156.722198551342,24778.2544217628
408,70,156.722198551342,24778.2544217628
409,70,156.722198551342,24778.2544217628
410,70,156.722198551342,24778.2544217628
411,70,156.722198551342,24778.2544217628
412,70,156.722198551342,24778.2544217628
413,70,156.722198551342,24778.2544217628
414,70,156.722198551342,24778.2544217628
415,196,178.551679586563,32594.182808466
416,196,178.551679586563,32594.182808466
417,196,178.551679586563,32594.182808466
418,196,178.551679586563,32594.182808466
419,196,178.551679586563,32594.182808466
420,196,178.551679586563,32594.182808466
421,196,178.551679586563,32594.182808466
422,196,178.551679586563,32594.182808466
423,196,178.551679586563,32594.182808466
424,196,178.551679586563,32594.182808466
425,196,178.551679586563,32594.182808466
426,196,178.551679586563,32594.182808466
427,196,178.551679586563,32594.182808466
428,196,178.551679586563,32594.182808466
429,196,178.551679586563,32594.182808466
430,196,178.551679586563,32594.182808466
431,196,178.551679586563,32594.182808466
432,196,178.551679586563,32594.182808466
433,303,739.306701030928,234952.816765393
434,303,739.306701030928,234952.816765393
435,303,739.306701030928,234952.816765393
436,303,739.306701030928,234952.816765393
437,303,739.306701030928,234952.816765393
438,303,739.306701030928,234952.816765393
439,303,739.306701030928,234952.816765393
440,303,739.306701030928,234952.816765393
441,303,739.306701030928,234952.816765393
442,303,739.306701030928,234952.816765393
443,303,739.306701030928,234952.816765393
444,303,739.306701030928,234952.816765393
445,303,739.306701030928,234952.816765393
446,303,739.306701030928,234952.816765393
447,303,739.306701030928,234952.816765393
448,303,739.306701030928,234952.816765393
449,303,739.306701030928,234952.816765393
450,303,739.306701030928,234952.816765393
451,930,854.196679438059,328466.908489821
452,930,854.196679438059,328466.908489821
453,930,854.196679438059,328466.908489821
454,930,854.196679438059,328466.908489821
455,930,854.196679438059,328466.908489821
456,930,854.196679438059,328466.908489821
457,930,854.196679438059,328466.908489821
458,930,854.196679438059,328466.908489821
459,930,854.196679438059,328466.908489821
460,930,854.196679438059,328466.908489821
461,930,854.196679438059,328466.908489821
462,930,854.196679438059,328466.908489821
463,930,854.196679438059,328466.908489821
464,930,854.196679438059,328466.908489821
465,930,854.196679438059,328466.908489821
466,930,854.196679438059,328466.908489821
467,930,854.196679438059,328466.908489821
468,930,854.196679438059,328466.908489821
469,505,818.974418604651,291784.670147975
470,505,818.974418604651,291784.670147975
471,505,818.974418604651,291784.670147975
472,505,818.974418604651,291784.670147975
473,505,818.974418604651,291784.670147975
474,505,818.974418604651,291784.670147975
475,505,818.974418604651,291784.670147975
476,505,818.974418604651,291784.670147975
477,505,818.974418604651,291784.670147975
478,505,818.974418604651,291784.670147975
479,505,818.974418604651,291784.670147975
480,505,818.974418604651,291784.670147975
481,505,818.974418604651,291784.670147975
482,505,818.974418604651,291784.670147975
483,505,818.974418604651,291784.670147975
484,505,818.974418604651,291784.670147975
485,505,818.974418604651,291784.670147975
486,505,818.974418604651,291784.670147975
487,784,910.245094112935,289377.032853527
488,784,910.245094112935,289377.032853527
489,784,910.245094112935,289377.032853527
490,784,910.245094112935,289377.032853527
491,784,910.245094112935,289377.032853527
492,784,910.245094112935,289377.032853527
493,784,910.245094112935,289377.032853527
494,784,910.245094112935,289377.032853527
495,784,910.245094112935,289377.032853527
496,784,910.245094112935,289377.032853527
497,784,910.245094112935,289377.032853527
498,784,910.245094112935,289377.032853527
499,784,910.245094112935,289377.032853527
500,784,910.245094112935,289377.032853527
501,784,910.245094112935,289377.032853527
502,784,910.245094112935,289377.032853527
503,784,910.245094112935,289377.032853527
504,784,910.245094112935,289377.032853527
505,1101,723.481739844071,264835.683266594
506,1101,723.481739844071,264835.683266594
507,1101,723.481739844071,264835.683266594
508,1101,723.481739844071,264835.683266594
509,1101,723.481739844071,264835.683266594
510,1101,723.481739844071,264835.683266594
511,1101,723.481739844071,264835.683266594
512,1101,723.481739844071,264835.683266594
513,1101,723.481739844071,264835.683266594
514,1101,723.481739844071,264835.683266594
515,1101,723.481739844071,264835.683266594
516,1101,723.481739844071,264835.683266594
517,1101,723.481739844071,264835.683266594
518,1101,723.481739844071,264835.683266594
519,1101,723.481739844071,264835.683266594
520,1101,723.481739844071,264835.683266594
521,1101,723.481739844071,264835.683266594
522,1101,723.481739844071,264835.683266594
523,278,932.914664051005,224007.086924212
524,278,932.914664051005,224007.086924212
525,278,932.914664051005,224007.086924212
526,278,932.914664051005,224007.086924212
527,278,932.914664051005,224007.086924212
528,278,932.914664051005,224007.086924212
529,278,932.914664051005,224007.086924212
530,278,932.914664051005,224007.086924212
531,278,932.914664051005,224007.086924212
532,278,932.914664051005,224007.086924212
533,278,932.914664051005,224007.086924212
534,278,932.914664051005,224007.086924212
535,278,932.914664051005,224007.086924212
536,278,932.914664051005,224007.086924212
537,278,932.914664051005,224007.086924212
538,278,932.914664051005,224007.086924212
539,278,932.914664051005,224007.086924212
540,278,932.914664051005,224007.086924212
541,244,713.306247742867,231572.062247801
542,244,713.306247742867,231572.062247801
543,244,713.306247742867,231572.062247801
544,244,713.306247742867,231572.062247801
545,244,713.306247742867,231572.062247801
546,244,713.306247742867,231572.062247801
547,244,713.306247742867,231572.062247801
548,244,713.306247742867,231572.062247801
549,244,713.306247742867,231572.062247801
550,244,713.306247742867,231572.062247801
551,244,713.306247742867,231572.062247801
552,244,713.306247742867,231572.062247801
553,244,713.306247742867,231572.062247801
554,244,713.306247742867,231572.062247801
555,244,713.306247742867,231572.062247801
556,244,713.306247742867,231572.062247801
557,244,713.306247742867,231572.062247801
558,244,713.306247742867,231572.062247801
559,834,859.112769485904,299513.163160965
560,834,859.112769485904,299513.163160965
561,834,859.112769485904,299513.163160965
562,834,859.112769485904,299513.163160965
563,834,859.112769485904,299513.163160965
564,834,859.112769485904,299513.163160965
565,834,859.112769485904,299513.163160965
566,834,859.112769485904,299513.163160965
567,834,859.112769485904,299513.163160965
568,834,859.112769485904,299513.163160965
569,834,859.112769485904,299513.163160965
570,834,859.112769485904,299513.163160965
571,834,859.112769485904,299513.163160965
572,834,859.112769485904,299513.163160965
573,834,859.112769485904,299513.163160965
574,834,859.112769485904,299513.163160965
575,834,859.112769485904,299513.163160965
576,834,859.112769485904,299513.163160965
577,93,631.300287356322,240682.963449846
578,93,631.300287356322,240682.963449846
579,93,631.300287356322,240682.963449846
580,93,631.300287356322,240682.963449846
581,93,631.300287356322,240682.963449846
582,93,631.300287356322,240682.963449846
583,93,631.300287356322,240682.963449846
584,93,631.300287356322,240682.963449846
585,93,631.300287356322,240682.963449846
586,93,631.300287356322,240682.963449846
587,93,631.300287356322,240682.963449846
588,93,631.300287356322,240682.963449846
589,93,631.300287356322,240682.963449846
590,93,631.300287356322,240682.963449846
591,93,631.300287356322,240682.963449846
592,93,631.300287356322,240682.963449846
593,93,631.300287356322,240682.963449846
594,93,631.300287356322,240682.963449846
595,78,581.234262125903,236517.219228185
596,78,581.234262125903,236517.219228185
597,78,581.234262125903,236517.219228185
598,78,581.234262125903,236517.219228185
599,78,581.234262125903,236517.219228185
600,78,581.234262125903,236517.219228185
601,78,581.234262125903,236517.219228185
602,78,581.234262125903,236517.219228185
603,78,581.234262125903,236517.219228185
604,78,581.234262125903,236517.219228185
605,78,581.234262125903,236517.219228185
606,78,581.234262125903,236517.219228185
607,78,581.234262125903,236517.219228185
608,78,581.234262125903,236517.219228185
609,78,581.234262125903,236517.219228185
610,78,581.234262125903,236517.219228185
611,78,581.234262125903,236517.219228185
612,78,581.234262125903,236517.219228185
613,97,525.049804141019,227729.260116143
614,97,525.049804141019,227729.260116143
615,97,525.049804141019,227729.260116143
616,97,525.049804141019,227729.260116143
617,97,525.049804141019,227729.260116143
618,97,525.049804141019,227729.260116143
619,97,525.049804141019,227729.260116143
620,97,525.049804141019,227729.260116143
621,97,525.049804141019,227729.260116143
622,97,525.049804141019,227729.260116143
623,97,525.049804141019,227729.260116143
624,97,525.049804141019,227729.260116143
625,97,525.049804141019,227729.260116143
626,97,525.049804141019,227729.260116143
627,97,525.049804141019,227729.260116143
628,97,525.049804141019,227729.260116143
629,97,525.049804141019,227729.260116143
630,97,525.049804141019,227729.260116143
631,13,1046.8233058898,343164.85025497
632,13,1046.8233058898,343164.85025497
633,13,1046.8233058898,343164.85025497
634,13,1046.8233058898,343164.85025497
635,13,1046.8233058898,343164.85025497
636,13,1046.8233058898,343164.85025497
637,13,1046.8233058898,343164.85025497
638,13,1046.8233058898,343164.85025497
639,13,1046.8233058898,343164.85025497
640,13,1046.8233058898,343164.85025497
641,13,1046.8233058898,343164.85025497
642,13,1046.8233058898,343164.85025497
643,13,1046.8233058898,343164.85025497
644,13,1046.8233058898,343164.85025497
645,13,1046.8233058898,343164.85025497
646,13,1046.8233058898,343164.85025497
647,13,1046.8233058898,343164.85025497
648,13,1046.8233058898,343164.85025497
649,66,298.059275521405,102349.512135224
650,66,298.059275521405,102349.512135224
651,66,298.059275521405,102349.512135224
652,66,298.059275521405,102349.512135224
653,66,298.059275521405,102349.512135224
654,66,298.059275521405,102349.512135224
655,66,298.059275521405,102349.512135224
656,66,298.059275521405,102349.512135224
657,66,298.059275521405,102349.512135224
658,66,298.059275521405,102349.512135224
659,66,298.059275521405,102349.512135224
660,66,298.059275521405,102349.512135224
661,66,298.059275521405,102349.512135224
662,66,298.059275521405,102349.512135224
663,66,298.059275521405,102349.512135224
664,66,298.059275521405,102349.512135224
665,66,298.059275521405,102349.512135224
666,66,298.059275521405,102349.512135224
667,266,849.6785,249159.44586068
668,266,849.6785,249159.44586068
669,266,849.6785,249159.44586068
670,266,849.6785,249159.44586068
671,266,849.6785,249159.44586068
672,266,849.6785,249159.44586068
673,266,849.6785,249159.44586068
674,266,849.6785,249159.44586068
675,266,849.6785,249159.44586068
676,266,849.6785,249159.44586068
677,266,849.6785,249159.44586068
678,266,849.6785,249159.44586068
679,266,849.6785,249159.44586068
680,266,849.6785,249159.44586068
681,266,849.6785,249159.44586068
682,266,849.6785,249159.44586068
683,266,849.6785,249159.44586068
684,266,849.6785,249159.44586068
685,86,598.153520381154,242796.95099528
686,86,598.153520381154,242796.95099528
687,86,598.153520381154,242796.95099528
688,86,598.153520381154,242796.95099528
689,86,598.153520381154,242796.95099528
690,86,598.153520381154,242796.95099528
691,86,598.153520381154,242796.95099528
692,86,598.153520381154,242796.95099528
693,86,598.153520381154,242796.95099528
694,86,598.153520381154,242796.95099528
695,86,598.153520381154,242796.95099528
696,86,598.153520381154,242796.95099528
697,86,598.153520381154,242796.95099528
698,86,598.153520381154,242796.95099528
699,86,598.153520381154,242796.95099528
700,86,598.153520381154,242796.95099528
701,86,598.153520381154,242796.95099528
702,86,598.153520381154,242796.95099528
703,150,546.73887587822,235090.380514729
704,150,546.73887587822,235090.380514729
705,150,546.73887587822,235090.380514729
706,150,546.73887587822,235090.380514729
707,150,546.73887587822,235090.380514729
708,150,546.73887587822,235090.380514729
709,150,546.73887587822,235090.380514729
710,150,546.73887587822,235090.380514729
711,150,546.73887587822,235090.380514729
712,150,546.73887587822,235090.380514729
713,150,546.73887587822,235090.380514729
714,150,546.73887587822,235090.380514729
715,150,546.73887587822,235090.380514729
716,150,546.73887587822,235090.380514729
717,150,546.73887587822,235090.380514729
718,150,546.73887587822,235090.380514729
719,150,546.73887587822,235090.380514729
720,150,546.73887587822,235090.380514729
721,38,1034.01288343558,332553.120153129
722,38,1034.01288343558,332553.120153129
723,38,1034.01288343558,332553.120153129
724,38,1034.01288343558,332553.120153129
725,38,1034.01288343558,332553.120153129
726,38,1034.01288343558,332553.120153129
727,38,1034.01288343558,332553.120153129
728,38,1034.01288343558,332553.120153129
729,38,1034.01288343558,332553.120153129
730,38,1034.01288343558,332553.120153129
731,38,1034.01288343558,332553.120153129
732,38,1034.01288343558,332553.120153129
733,38,1034.01288343558,332553.120153129
734,38,1034.01288343558,332553.120153129
735,38,1034.01288343558,332553.120153129
736,38,1034.01288343558,332553.120153129
737,38,1034.01288343558,332553.120153129
738,38,1034.01288343558,332553.120153129
739,1064,498.596834264432,161164.354382149
740,1064,498.596834264432,161164.354382149
741,1064,498.596834264432,161164.354382149
742,1064,498.596834264432,161164.354382149
743,1064,498.596834264432,161164.354382149
744,1064,498.596834264432,161164.354382149
745,1064,498.596834264432,161164.354382149
746,1064,498.596834264432,161164.354382149
747,1064,498.596834264432,161164.354382149
748,1064,498.596834264432,161164.354382149
749,1064,498.596834264432,161164.354382149
750,1064,498.596834264432,161164.354382149
751,1064,498.596834264432,161164.354382149
752,1064,498.596834264432,161164.354382149
