"datasetID","site","numTrans33","numTrans25","numTrans10","numCore","n","perTrans33","perTrans25","perTrans10","meanOcc"
210,"1_A_37",27,23,18,2,29,0.931034482758621,0.793103448275862,0.620689655172414,0.169540229885058
210,"1_A_38",21,19,12,2,24,0.875,0.791666666666667,0.5,0.196180555555556
210,"1_A_39",23,21,14,2,26,0.884615384615385,0.807692307692308,0.538461538461538,0.190705128205128
210,"1_A_4",36,33,18,2,40,0.9,0.825,0.45,0.188541666666667
210,"1_A_40",20,20,13,2,23,0.869565217391304,0.869565217391304,0.565217391304348,0.166666666666667
210,"1_A_41",26,23,18,2,29,0.896551724137931,0.793103448275862,0.620689655172414,0.185344827586207
210,"1_A_42",18,18,8,2,22,0.818181818181818,0.818181818181818,0.363636363636364,0.21969696969697
210,"1_A_43",27,26,14,2,31,0.870967741935484,0.838709677419355,0.451612903225806,0.202956989247312
210,"1_A_44",24,23,14,1,27,0.888888888888889,0.851851851851852,0.518518518518518,0.166666666666667
210,"1_A_45",27,26,16,2,33,0.818181818181818,0.787878787878788,0.484848484848485,0.20959595959596
210,"1_A_46",22,21,10,3,32,0.6875,0.65625,0.3125,0.2734375
210,"1_A_47",34,30,19,3,38,0.894736842105263,0.789473684210526,0.5,0.205043859649123
210,"1_A_48",15,14,9,2,18,0.833333333333333,0.777777777777778,0.5,0.224537037037037
210,"1_A_49",27,26,17,2,29,0.931034482758621,0.896551724137931,0.586206896551724,0.156609195402299
210,"1_A_5",27,25,17,3,33,0.818181818181818,0.757575757575758,0.515151515151515,0.220959595959596
210,"1_A_50",28,26,16,2,32,0.875,0.8125,0.5,0.19140625
210,"1_A_51",20,17,12,2,23,0.869565217391304,0.739130434782609,0.521739130434783,0.197463768115942
210,"1_A_52",8,8,5,1,14,0.571428571428571,0.571428571428571,0.357142857142857,0.282738095238095
210,"1_A_53",33,31,19,2,38,0.868421052631579,0.815789473684211,0.5,0.192982456140351
210,"1_A_54",30,29,22,2,33,0.909090909090909,0.878787878787879,0.666666666666667,0.154040404040404
210,"1_A_6",15,15,13,1,21,0.714285714285714,0.714285714285714,0.619047619047619,0.200396825396825
210,"1_A_7",23,23,17,2,25,0.92,0.92,0.68,0.145
210,"1_A_8",24,22,12,2,26,0.923076923076923,0.846153846153846,0.461538461538462,0.193910256410256
210,"1_A_9",13,13,9,2,17,0.764705882352941,0.764705882352941,0.529411764705882,0.232843137254902
210,"1_B_1",35,34,20,3,42,0.833333333333333,0.80952380952381,0.476190476190476,0.206349206349206
210,"1_B_10",22,20,14,2,28,0.785714285714286,0.714285714285714,0.5,0.229166666666667
210,"1_B_11",22,18,11,4,31,0.709677419354839,0.580645161290323,0.354838709677419,0.28494623655914
210,"1_B_12",24,24,14,3,29,0.827586206896552,0.827586206896552,0.482758620689655,0.23132183908046
210,"1_B_13",21,18,10,2,27,0.777777777777778,0.666666666666667,0.37037037037037,0.25
210,"1_B_14",22,21,15,2,28,0.785714285714286,0.75,0.535714285714286,0.22172619047619
210,"1_B_15",23,22,16,2,25,0.92,0.88,0.64,0.153333333333333
210,"1_B_16",23,22,16,3,26,0.884615384615385,0.846153846153846,0.615384615384615,0.185897435897436
210,"1_B_17",28,25,17,6,36,0.777777777777778,0.694444444444444,0.472222222222222,0.248842592592593
210,"1_B_18",16,15,10,2,19,0.842105263157895,0.789473684210526,0.526315789473684,0.212719298245614
210,"1_B_19",23,23,14,2,26,0.884615384615385,0.884615384615385,0.538461538461538,0.182692307692308
210,"1_B_2",26,24,18,3,30,0.866666666666667,0.8,0.6,0.181944444444444
210,"1_B_20",25,25,14,4,33,0.757575757575758,0.757575757575758,0.424242424242424,0.243686868686869
210,"1_B_21",22,21,14,6,32,0.6875,0.65625,0.4375,0.295572916666667
210,"1_B_22",13,12,8,2,15,0.866666666666667,0.8,0.533333333333333,0.197222222222222
210,"1_B_23",21,21,15,4,27,0.777777777777778,0.777777777777778,0.555555555555556,0.231481481481482
210,"1_B_24",18,16,12,3,22,0.818181818181818,0.727272727272727,0.545454545454545,0.240530303030303
210,"1_B_25",21,18,13,4,26,0.807692307692308,0.692307692307692,0.5,0.256410256410256
210,"1_B_26",21,21,13,4,28,0.75,0.75,0.464285714285714,0.239583333333333
210,"1_B_27",23,23,19,3,27,0.851851851851852,0.851851851851852,0.703703703703704,0.185185185185185
210,"1_B_28",22,21,15,4,29,0.758620689655172,0.724137931034483,0.517241379310345,0.237068965517241
210,"1_B_29",12,12,9,3,15,0.8,0.8,0.6,0.236111111111111
210,"1_B_3",16,15,13,2,18,0.888888888888889,0.833333333333333,0.722222222222222,0.152777777777778
210,"1_B_30",13,13,6,3,19,0.684210526315789,0.684210526315789,0.315789473684211,0.260964912280702
210,"1_B_31",26,26,14,4,33,0.787878787878788,0.787878787878788,0.424242424242424,0.232323232323232
210,"1_B_32",19,18,12,2,23,0.826086956521739,0.782608695652174,0.521739130434783,0.213768115942029
210,"1_B_33",29,25,15,5,36,0.805555555555556,0.694444444444444,0.416666666666667,0.260416666666667
210,"1_B_34",27,25,17,4,34,0.794117647058823,0.735294117647059,0.5,0.22671568627451
210,"1_B_35",22,22,14,4,31,0.709677419354839,0.709677419354839,0.451612903225806,0.262096774193548
210,"1_B_36",20,20,13,4,26,0.769230769230769,0.769230769230769,0.5,0.245192307692308
210,"1_B_37",20,19,13,5,26,0.769230769230769,0.730769230769231,0.5,0.267628205128205
210,"1_B_38",22,20,11,4,27,0.814814814814815,0.740740740740741,0.407407407407407,0.246913580246914
210,"1_B_39",17,17,11,1,21,0.80952380952381,0.80952380952381,0.523809523809524,0.192460317460317
210,"1_B_4",11,11,9,2,13,0.846153846153846,0.846153846153846,0.692307692307692,0.198717948717949
210,"1_B_40",18,16,12,2,27,0.666666666666667,0.592592592592593,0.444444444444444,0.270061728395062
210,"1_B_41",21,21,13,4,27,0.777777777777778,0.777777777777778,0.481481481481481,0.243827160493827
210,"1_B_42",19,17,13,2,22,0.863636363636364,0.772727272727273,0.590909090909091,0.195075757575758
210,"1_B_43",19,17,11,4,24,0.791666666666667,0.708333333333333,0.458333333333333,0.256944444444444
210,"1_B_44",21,17,12,1,25,0.84,0.68,0.48,0.195
210,"1_B_45",24,22,14,4,29,0.827586206896552,0.758620689655172,0.482758620689655,0.218390804597701
210,"1_B_46",24,23,14,2,29,0.827586206896552,0.793103448275862,0.482758620689655,0.19683908045977
210,"1_B_47",14,14,9,2,18,0.777777777777778,0.777777777777778,0.5,0.217592592592593
210,"1_B_48",25,22,14,5,31,0.806451612903226,0.709677419354839,0.451612903225806,0.254032258064516
210,"1_B_49",21,18,10,3,26,0.807692307692308,0.692307692307692,0.384615384615385,0.256410256410256
210,"1_B_5",17,15,12,3,20,0.85,0.75,0.6,0.216666666666667
210,"1_B_50",18,18,13,2,24,0.75,0.75,0.541666666666667,0.213541666666667
210,"1_B_51",27,26,22,3,32,0.84375,0.8125,0.6875,0.178385416666667
210,"1_B_52",27,25,16,6,34,0.794117647058823,0.735294117647059,0.470588235294118,0.254901960784314
210,"1_B_53",23,19,15,3,27,0.851851851851852,0.703703703703704,0.555555555555556,0.217592592592593
210,"1_B_54",26,26,15,4,35,0.742857142857143,0.742857142857143,0.428571428571429,0.255952380952381
210,"1_B_6",19,18,13,4,24,0.791666666666667,0.75,0.541666666666667,0.253472222222222
210,"1_B_7",23,23,19,2,26,0.884615384615385,0.884615384615385,0.730769230769231,0.150641025641026
210,"1_B_8",25,24,20,2,28,0.892857142857143,0.857142857142857,0.714285714285714,0.15922619047619
210,"1_B_9",24,24,18,3,29,0.827586206896552,0.827586206896552,0.620689655172414,0.189655172413793
210,"1_C_1",34,34,30,2,42,0.80952380952381,0.80952380952381,0.714285714285714,0.165079365079365
210,"1_C_10",21,18,14,3,30,0.7,0.6,0.466666666666667,0.253333333333333
210,"1_C_11",22,18,15,6,29,0.758620689655172,0.620689655172414,0.517241379310345,0.274712643678161
210,"1_C_12",19,18,16,2,22,0.863636363636364,0.818181818181818,0.727272727272727,0.171212121212121
210,"1_C_13",29,24,19,2,35,0.828571428571429,0.685714285714286,0.542857142857143,0.194285714285714
210,"1_C_14",29,27,23,3,36,0.805555555555556,0.75,0.638888888888889,0.192592592592593
210,"1_C_15",25,24,20,1,31,0.806451612903226,0.774193548387097,0.645161290322581,0.16989247311828
210,"1_C_16",29,29,21,3,34,0.852941176470588,0.852941176470588,0.617647058823529,0.176470588235294
210,"1_C_17",23,21,17,7,32,0.71875,0.65625,0.53125,0.2875
210,"1_C_18",33,29,19,6,41,0.804878048780488,0.707317073170732,0.463414634146341,0.246341463414634
210,"1_C_19",29,27,21,5,37,0.783783783783784,0.72972972972973,0.567567567567568,0.232432432432432
210,"1_C_2",37,31,24,4,43,0.86046511627907,0.720930232558139,0.558139534883721,0.19922480620155
210,"1_C_20",24,21,18,4,32,0.75,0.65625,0.5625,0.253125
210,"1_C_21",29,27,24,2,37,0.783783783783784,0.72972972972973,0.648648648648649,0.172072072072072
210,"1_C_22",22,22,18,2,26,0.846153846153846,0.846153846153846,0.692307692307692,0.166666666666667
210,"1_C_23",25,25,23,2,27,0.925925925925926,0.925925925925926,0.851851851851852,0.123456790123457
210,"1_C_24",22,19,16,2,25,0.88,0.76,0.64,0.188
210,"1_C_25",22,22,17,2,27,0.814814814814815,0.814814814814815,0.62962962962963,0.187654320987654
210,"1_C_26",32,30,24,7,45,0.711111111111111,0.666666666666667,0.533333333333333,0.264444444444444
210,"1_C_27",26,24,22,4,36,0.722222222222222,0.666666666666667,0.611111111111111,0.249074074074074
210,"1_C_28",26,21,15,6,36,0.722222222222222,0.583333333333333,0.416666666666667,0.296296296296296
210,"1_C_29",20,19,15,2,22,0.909090909090909,0.863636363636364,0.681818181818182,0.162121212121212
210,"1_C_3",30,26,20,2,34,0.882352941176471,0.764705882352941,0.588235294117647,0.17843137254902
210,"1_C_30",32,30,20,5,43,0.744186046511628,0.697674418604651,0.465116279069767,0.246511627906977
210,"1_C_31",33,32,26,4,39,0.846153846153846,0.82051282051282,0.666666666666667,0.175213675213675
210,"1_C_32",33,29,25,5,43,0.767441860465116,0.674418604651163,0.581395348837209,0.221705426356589
210,"1_C_33",29,28,16,5,42,0.69047619047619,0.666666666666667,0.380952380952381,0.257936507936508
210,"1_C_34",43,40,33,4,51,0.843137254901961,0.784313725490196,0.647058823529412,0.189542483660131
210,"1_C_35",35,33,27,5,42,0.833333333333333,0.785714285714286,0.642857142857143,0.192857142857143
210,"1_C_36",31,30,22,6,39,0.794871794871795,0.769230769230769,0.564102564102564,0.233333333333333
210,"1_C_37",25,22,17,7,37,0.675675675675676,0.594594594594595,0.459459459459459,0.310810810810811
210,"1_C_38",34,28,22,2,40,0.85,0.7,0.55,0.1925
210,"1_C_39",30,27,21,6,39,0.769230769230769,0.692307692307692,0.538461538461538,0.225641025641026
210,"1_C_4",33,31,23,6,43,0.767441860465116,0.720930232558139,0.534883720930233,0.234108527131783
210,"1_C_40",22,19,15,2,25,0.88,0.76,0.6,0.190666666666667
210,"1_C_41",34,29,17,4,45,0.755555555555556,0.644444444444444,0.377777777777778,0.242222222222222
210,"1_C_42",33,29,25,7,45,0.733333333333333,0.644444444444444,0.555555555555556,0.245925925925926
210,"1_C_43",31,27,24,10,49,0.63265306122449,0.551020408163265,0.489795918367347,0.303401360544218
210,"1_C_44",30,27,21,1,35,0.857142857142857,0.771428571428571,0.6,0.171428571428571
210,"1_C_45",24,19,13,3,31,0.774193548387097,0.612903225806452,0.419354838709677,0.267741935483871
210,"1_C_46",27,23,19,3,32,0.84375,0.71875,0.59375,0.20625
210,"1_C_47",32,27,18,3,42,0.761904761904762,0.642857142857143,0.428571428571429,0.229365079365079
210,"1_C_48",26,23,20,2,32,0.8125,0.71875,0.625,0.1875
210,"1_C_49",27,23,20,4,37,0.72972972972973,0.621621621621622,0.540540540540541,0.240540540540541
210,"1_C_5",21,17,14,2,27,0.777777777777778,0.62962962962963,0.518518518518518,0.251851851851852
210,"1_C_50",27,26,18,4,37,0.72972972972973,0.702702702702703,0.486486486486487,0.235135135135135
210,"1_C_51",29,24,19,2,33,0.878787878787879,0.727272727272727,0.575757575757576,0.178787878787879
210,"1_C_52",21,19,17,2,26,0.807692307692308,0.730769230769231,0.653846153846154,0.184615384615385
210,"1_C_53",27,22,14,7,42,0.642857142857143,0.523809523809524,0.333333333333333,0.31984126984127
210,"1_C_54",35,30,21,6,51,0.686274509803922,0.588235294117647,0.411764705882353,0.286274509803922
210,"1_C_6",24,21,18,3,29,0.827586206896552,0.724137931034483,0.620689655172414,0.208045977011494
210,"1_C_7",30,29,19,3,39,0.769230769230769,0.743589743589744,0.487179487179487,0.228205128205128
210,"1_C_8",27,25,20,4,38,0.710526315789474,0.657894736842105,0.526315789473684,0.243859649122807
210,"1_C_9",23,22,17,3,27,0.851851851851852,0.814814814814815,0.62962962962963,0.197530864197531
210,"10",47,38,20,7,60,0.783333333333333,0.633333333333333,0.333333333333333,0.257638888888889
210,"11",32,29,16,9,49,0.653061224489796,0.591836734693878,0.326530612244898,0.312925170068027
210,"12",44,41,23,5,56,0.785714285714286,0.732142857142857,0.410714285714286,0.234375
210,"13",46,37,28,4,60,0.766666666666667,0.616666666666667,0.466666666666667,0.239130434782609
210,"14",51,44,29,4,60,0.85,0.733333333333333,0.483333333333333,0.2125
210,"15",51,43,30,4,59,0.864406779661017,0.728813559322034,0.508474576271186,0.202683615819209
