studyName,EventNumber,DatetimeGMT,CruiseName,CountMinute,Species,Number,Linkages,Behavior,Direction,Notes
LMG00-01,709,1/25/2000 11:59,1,20,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,710,1/25/2000 12:16,1,0,,0,0,0,,
LMG00-01,710,1/25/2000 12:16,1,5,SPSK,1,0,1,,
LMG00-01,710,1/25/2000 12:16,1,8,WISP,1,0,1,,
LMG00-01,710,1/25/2000 12:16,1,20,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,712,1/25/2000 12:36,1,0,,0,0,0,,
LMG00-01,712,1/25/2000 12:36,1,5,KEGU,3,0,1,,
LMG00-01,712,1/25/2000 12:36,1,6,KEGU,1,0,1,,
LMG00-01,712,1/25/2000 12:36,1,13,GIPE,1,0,1,,
LMG00-01,712,1/25/2000 12:36,1,16,WISP,1,0,1,,
LMG00-01,712,1/25/2000 12:36,1,20,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,714,1/25/2000 12:55,1,0,,0,0,0,,
LMG00-01,714,1/25/2000 12:55,1,4,SPSK,1,0,1,,
LMG00-01,714,1/25/2000 12:55,1,12,WISP,1,0,1,,
LMG00-01,714,1/25/2000 12:55,1,12,SPSK,1,0,6,,
LMG00-01,714,1/25/2000 12:55,1,18,WISP,1,0,1,,
LMG00-01,714,1/25/2000 12:55,1,20,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,716,1/25/2000 13:16,1,0,,0,0,0,,
LMG00-01,716,1/25/2000 13:16,1,5,GIPE,1,0,1,,
LMG00-01,716,1/25/2000 13:16,1,5,SPSK,1,0,1,,
LMG00-01,716,1/25/2000 13:16,1,12,BBAL,1,0,1,,
LMG00-01,716,1/25/2000 13:16,1,16,SPSK,1,0,1,,
LMG00-01,716,1/25/2000 13:16,1,20,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,717,1/25/2000 13:36,1,0,,0,0,0,,
LMG00-01,717,1/25/2000 13:36,1,7,WISP,1,0,1,,
LMG00-01,717,1/25/2000 13:36,1,8,SPSK,1,0,1,,
LMG00-01,717,1/25/2000 13:36,1,8,SPSK,1,0,1,,
LMG00-01,717,1/25/2000 13:36,1,10,SPSK,1,0,1,,
LMG00-01,717,1/25/2000 13:36,1,16,ADPE,2,0,5,30,
LMG00-01,717,1/25/2000 13:36,1,16,SPSK,1,0,1,,
LMG00-01,717,1/25/2000 13:36,1,17,WISP,1,0,1,,
LMG00-01,717,1/25/2000 13:36,1,17,SPSK,1,0,1,,
LMG00-01,717,1/25/2000 13:36,1,18,WISP,1,0,1,,
LMG00-01,717,1/25/2000 13:36,1,20,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,719,1/25/2000 13:57,1,0,SPSK,1,0,0,,
LMG00-01,719,1/25/2000 13:57,1,1,SPSK,1,0,1,,
LMG00-01,719,1/25/2000 13:57,1,3,SPSK,1,0,1,,
LMG00-01,719,1/25/2000 13:57,1,4,SPSK,1,0,3,,
LMG00-01,719,1/25/2000 13:57,1,5,SPSK,1,0,1,,
LMG00-01,719,1/25/2000 13:57,1,6,SPSK,2,0,1,,
LMG00-01,719,1/25/2000 13:57,1,8,SPSK,1,0,1,,
LMG00-01,719,1/25/2000 13:57,1,13,SPSK,1,0,1,,
LMG00-01,719,1/25/2000 13:57,1,16,GIPE,1,0,1,,
LMG00-01,719,1/25/2000 13:57,1,17,SPSK,1,0,1,,
LMG00-01,719,1/25/2000 13:57,1,17,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,720,1/25/2000 14:16,1,0,,0,0,0,,
LMG00-01,720,1/25/2000 14:16,1,6,SPSK,1,0,1,,
LMG00-01,720,1/25/2000 14:16,1,9,GIPE,1,0,1,,
LMG00-01,720,1/25/2000 14:16,1,9,SPSK,1,0,1,,
LMG00-01,720,1/25/2000 14:16,1,12,SPSK,1,0,1,,
LMG00-01,720,1/25/2000 14:16,1,13,GIPE,1,0,1,,
LMG00-01,720,1/25/2000 14:16,1,14,SPSK,1,0,1,,
LMG00-01,720,1/25/2000 14:16,1,16,SPSK,1,0,1,,
LMG00-01,720,1/25/2000 14:16,1,18,WISP,1,0,1,,
LMG00-01,720,1/25/2000 14:16,1,19,SPSK,1,0,1,,
LMG00-01,720,1/25/2000 14:16,1,20,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,723,1/25/2000 14:35,1,0,,0,0,0,,
LMG00-01,723,1/25/2000 14:35,1,3,ANTE,3,0,1,,
LMG00-01,723,1/25/2000 14:35,1,3,SPSK,2,0,1,,
LMG00-01,723,1/25/2000 14:35,1,5,SPSK,1,0,6,,
LMG00-01,723,1/25/2000 14:35,1,6,GIPE,1,0,1,,
LMG00-01,723,1/25/2000 14:35,1,7,SPSK,1,0,1,,
LMG00-01,723,1/25/2000 14:35,1,7,SPSK,1,0,6,,
LMG00-01,723,1/25/2000 14:35,1,8,WISP,1,0,6,,
LMG00-01,723,1/25/2000 14:35,1,9,SPSK,1,0,1,,
LMG00-01,723,1/25/2000 14:35,1,9,SPSK,1,0,6,,
LMG00-01,723,1/25/2000 14:35,1,11,SPSK,1,0,1,,
LMG00-01,723,1/25/2000 14:35,1,16,WISP,1,0,1,,
LMG00-01,723,1/25/2000 14:35,1,20,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,725,1/25/2000 14:55,1,0,SPSK,1,0,0,,
LMG00-01,725,1/25/2000 14:55,1,3,GIPE,1,0,1,,
LMG00-01,725,1/25/2000 14:55,1,5,SPSK,1,0,1,,
LMG00-01,725,1/25/2000 14:55,1,5,SPSK,1,0,1,,
LMG00-01,725,1/25/2000 14:55,1,8,WISP,1,0,1,,
LMG00-01,725,1/25/2000 14:55,1,9,SPSK,1,0,1,,
LMG00-01,725,1/25/2000 14:55,1,11,SPSK,1,0,1,,
LMG00-01,725,1/25/2000 14:55,1,11,GIPE,1,0,1,,
LMG00-01,725,1/25/2000 14:55,1,12,GIPE,1,0,1,,
LMG00-01,725,1/25/2000 14:55,1,16,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,730,1/25/2000 15:23,1,0,,0,0,0,,
LMG00-01,730,1/25/2000 15:23,1,3,SPSK,1,0,2,,
LMG00-01,730,1/25/2000 15:23,1,4,SPSK,1,0,2,,
LMG00-01,730,1/25/2000 15:23,1,6,SPSK,1,0,6,,
LMG00-01,730,1/25/2000 15:23,1,6,WISP,1,0,1,,
LMG00-01,730,1/25/2000 15:23,1,12,GIPE,1,0,1,,
LMG00-01,730,1/25/2000 15:23,1,17,GIPE,1,0,1,,
LMG00-01,730,1/25/2000 15:23,1,18,WISP,1,0,2,,
LMG00-01,730,1/25/2000 15:23,1,20,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,732,1/25/2000 16:15,1,0,,0,0,0,,
LMG00-01,732,1/25/2000 16:15,1,1,SPSK,1,0,1,,
LMG00-01,732,1/25/2000 16:15,1,3,WISP,1,0,1,,
LMG00-01,732,1/25/2000 16:15,1,6,BBAL,1,0,1,,
LMG00-01,732,1/25/2000 16:15,1,10,SPSK,1,1,1,,
LMG00-01,732,1/25/2000 16:15,1,10,GIPE,1,1,1,,
LMG00-01,732,1/25/2000 16:15,1,10,SPSK,1,1,6,,
LMG00-01,732,1/25/2000 16:15,1,10,GIPE,1,1,3,,
LMG00-01,732,1/25/2000 16:15,1,12,SPSK,1,0,6,,
LMG00-01,732,1/25/2000 16:15,1,14,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,733,1/25/2000 16:30,1,0,SPSK,1,0,0,,
LMG00-01,733,1/25/2000 16:30,1,1,SPSK,5,0,2,,
LMG00-01,733,1/25/2000 16:30,1,1,GIPE,1,0,2,,
LMG00-01,733,1/25/2000 16:30,1,5,GIPE,1,0,2,,
LMG00-01,733,1/25/2000 16:30,1,15,BBAL,1,0,1,,
LMG00-01,733,1/25/2000 16:30,1,19,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,736,1/25/2000 16:50,1,0,,0,0,0,,STERN=0
LMG00-01,736,1/25/2000 16:50,1,1,SPSK,1,0,1,,
LMG00-01,736,1/25/2000 16:50,1,2,GIPE,1,0,1,,
LMG00-01,736,1/25/2000 16:50,1,5,WISP,1,0,1,,
LMG00-01,736,1/25/2000 16:50,1,8,SPSK,4,0,6,,
LMG00-01,736,1/25/2000 16:50,1,10,GIPE,1,0,1,,WHITE MORPH
LMG00-01,736,1/25/2000 16:50,1,14,WISP,1,0,1,,
LMG00-01,736,1/25/2000 16:50,1,15,BBAL,1,0,1,,
LMG00-01,736,1/25/2000 16:50,1,19,WISP,1,0,1,,
LMG00-01,736,1/25/2000 16:50,1,20,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,738,1/25/2000 17:11,1,0,,0,0,0,,
LMG00-01,738,1/25/2000 17:11,1,0,SPSK,1,0,6,,
LMG00-01,738,1/25/2000 17:11,1,1,WISP,1,0,1,,
LMG00-01,738,1/25/2000 17:11,1,5,SPSK,1,0,1,,
LMG00-01,738,1/25/2000 17:11,1,5,BBAL,1,0,1,,
LMG00-01,738,1/25/2000 17:11,1,6,GIPE,1,0,1,,
LMG00-01,738,1/25/2000 17:11,1,8,WISP,1,0,1,,
LMG00-01,738,1/25/2000 17:11,1,14,SPSK,1,0,2,,WEATHER GETTING WORSE
LMG00-01,738,1/25/2000 17:11,1,15,WISP,1,0,1,,
LMG00-01,738,1/25/2000 17:11,1,17,WISP,1,0,1,,
LMG00-01,738,1/25/2000 17:11,1,20,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,739,1/25/2000 17:32,1,0,,0,0,0,,
LMG00-01,739,1/25/2000 17:32,1,0,SPSK,1,0,1,,
LMG00-01,739,1/25/2000 17:32,1,4,WISP,1,0,1,,
LMG00-01,739,1/25/2000 17:32,1,10,SPSK,1,0,1,,
LMG00-01,739,1/25/2000 17:32,1,10,GIPE,1,0,1,,
LMG00-01,739,1/25/2000 17:32,1,20,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,741,1/25/2000 17:52,1,0,,0,0,0,,
LMG00-01,741,1/25/2000 17:52,1,1,SPSK,1,0,1,,
LMG00-01,741,1/25/2000 17:52,1,5,WISP,1,0,1,,
LMG00-01,741,1/25/2000 17:52,1,5,ADPE,2,1,5,290,
LMG00-01,741,1/25/2000 17:52,1,7,ADPE,2,1,5,290,
LMG00-01,741,1/25/2000 17:52,1,12,ADPE,5,0,5,315,
LMG00-01,741,1/25/2000 17:52,1,14,SPSK,2,0,1,,
LMG00-01,741,1/25/2000 17:52,1,17,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,742,1/25/2000 18:11,1,0,,0,0,0,,
LMG00-01,742,1/25/2000 18:11,1,1,WISP,2,0,1,,
LMG00-01,742,1/25/2000 18:11,1,6,WISP,1,0,1,,
LMG00-01,742,1/25/2000 18:11,1,8,SPSK,1,0,1,,
LMG00-01,742,1/25/2000 18:11,1,10,SPSK,1,0,3,,
LMG00-01,742,1/25/2000 18:11,1,10,WISP,2,0,1,,
LMG00-01,742,1/25/2000 18:11,1,14,WISP,1,0,1,,
LMG00-01,742,1/25/2000 18:11,1,17,GIPE,1,0,1,,
LMG00-01,742,1/25/2000 18:11,1,17,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,744,1/25/2000 18:28,1,0,,0,0,0,,
LMG00-01,744,1/25/2000 18:28,1,1,SPSK,1,0,1,,
LMG00-01,744,1/25/2000 18:28,1,2,SPSK,2,0,1,,
LMG00-01,744,1/25/2000 18:28,1,2,WISP,1,0,1,,
LMG00-01,744,1/25/2000 18:28,1,11,SPSK,1,0,1,,
LMG00-01,744,1/25/2000 18:28,1,14,WISP,2,0,1,,
LMG00-01,744,1/25/2000 18:28,1,17,SPSK,1,0,1,,
LMG00-01,744,1/25/2000 18:28,1,20,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,747,1/25/2000 18:50,1,0,,0,0,0,,
LMG00-01,747,1/25/2000 18:50,1,10,WISP,1,0,1,,
LMG00-01,747,1/25/2000 18:50,1,17,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,751,1/25/2000 20:16,1,0,,0,0,0,,
LMG00-01,751,1/25/2000 20:16,1,2,SPSK,1,0,1,,
LMG00-01,751,1/25/2000 20:16,1,9,SPSK,1,0,1,,
LMG00-01,751,1/25/2000 20:16,1,20,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,753,1/25/2000 20:35,1,0,,0,0,0,,
LMG00-01,753,1/25/2000 20:35,1,4,SPSK,1,0,2,,
LMG00-01,753,1/25/2000 20:35,1,12,SPSK,1,0,1,,
LMG00-01,753,1/25/2000 20:35,1,18,,0,0,0,,END OF TRANSECT STERN=0
LMG00-01,755,1/25/2000 20:56,1,0,,0,0,0,,
LMG00-01,755,1/25/2000 20:56,1,1,WISP,1,0,1,,
LMG00-01,755,1/25/2000 20:56,1,3,GIPE,1,0,1,,
LMG00-01,755,1/25/2000 20:56,1,4,SPSK,1,0,1,,
LMG00-01,755,1/25/2000 20:56,1,9,GIPE,1,0,1,,
LMG00-01,755,1/25/2000 20:56,1,11,WISP,1,0,1,,
LMG00-01,755,1/25/2000 20:56,1,12,WISP,3,0,1,,
LMG00-01,755,1/25/2000 20:56,1,13,SPSK,3,0,2,,
LMG00-01,755,1/25/2000 20:56,1,13,HUWH,3,0,5,,1 BREACH
LMG00-01,757,1/25/2000 21:16,1,0,,0,0,0,,
LMG00-01,757,1/25/2000 21:16,1,7,SPSK,1,0,6,,
LMG00-01,757,1/25/2000 21:16,1,9,SPSK,1,0,1,,
LMG00-01,757,1/25/2000 21:16,1,17,SPSK,1,0,1,,
LMG00-01,759,1/25/2000 21:37,1,0,,0,0,0,,
LMG00-01,759,1/25/2000 21:37,1,1,GIPE,1,0,1,,
LMG00-01,759,1/25/2000 21:37,1,1,WISP,1,0,1,,
LMG00-01,759,1/25/2000 21:37,1,5,SPSK,1,0,1,,
LMG00-01,759,1/25/2000 21:37,1,6,WISP,1,0,1,,
LMG00-01,759,1/25/2000 21:37,1,6,WISP,2,0,1,,
LMG00-01,759,1/25/2000 21:37,1,11,WISP,1,0,1,,
LMG00-01,759,1/25/2000 21:37,1,11,SPSK,1,0,6,,
LMG00-01,759,1/25/2000 21:37,1,16,SPSK,1,0,2,,
LMG00-01,759,1/25/2000 21:37,1,17,WISP,1,0,1,,
LMG00-01,759,1/25/2000 21:37,1,18,WISP,1,0,1,,
LMG00-01,760,1/25/2000 21:57,1,0,,0,0,0,,
LMG00-01,760,1/25/2000 21:57,1,1,WISP,1,0,1,,
LMG00-01,760,1/25/2000 21:57,1,2,MIWH,1,0,5,,
LMG00-01,760,1/25/2000 21:57,1,5,WISP,1,0,1,,
LMG00-01,760,1/25/2000 21:57,1,8,SPSK,1,0,1,,
LMG00-01,760,1/25/2000 21:57,1,12,SPSK,1,0,1,,
LMG00-01,760,1/25/2000 21:57,1,13,BBAL,1,0,1,,
LMG00-01,760,1/25/2000 21:57,1,13,UNWH,3,0,5,,
LMG00-01,760,1/25/2000 21:57,1,15,WISP,1,0,1,,
LMG00-01,762,1/25/2000 21:17,1,0,,0,0,0,,
LMG00-01,762,1/25/2000 21:17,1,1,WISP,1,0,1,,
LMG00-01,762,1/25/2000 21:17,1,3,GIPE,1,0,1,,
LMG00-01,762,1/25/2000 21:17,1,6,SPSK,1,0,1,,
LMG00-01,762,1/25/2000 21:17,1,7,MIWH,1,0,5,,
LMG00-01,762,1/25/2000 21:17,1,9,WISP,1,0,1,,
LMG00-01,762,1/25/2000 21:17,1,11,WISP,1,0,1,,
LMG00-01,762,1/25/2000 21:17,1,13,WISP,1,0,1,,
LMG00-01,763,1/25/2000 22:34,1,0,,0,0,0,,
LMG00-01,763,1/25/2000 22:34,1,0,BBAL,1,0,1,,
LMG00-01,763,1/25/2000 22:34,1,4,WISP,1,0,1,,
LMG00-01,763,1/25/2000 22:34,1,5,WISP,1,0,1,,
LMG00-01,763,1/25/2000 22:34,1,8,WISP,1,0,1,,
LMG00-01,763,1/25/2000 22:34,1,12,BBAL,1,0,1,,
LMG00-01,763,1/25/2000 22:34,1,13,WISP,1,0,1,,
LMG00-01,763,1/25/2000 22:34,1,17,WISP,1,0,1,,
LMG00-01,765,1/25/2000 22:54,1,0,,0,0,0,,
LMG00-01,765,1/25/2000 22:54,1,0,BBAL,1,0,1,,
LMG00-01,765,1/25/2000 22:54,1,3,GIPE,1,0,1,,
LMG00-01,765,1/25/2000 22:54,1,9,WISP,1,0,1,,
LMG00-01,765,1/25/2000 22:54,1,11,WISP,1,0,1,,
LMG00-01,765,1/25/2000 22:54,1,13,WISP,1,0,1,,
LMG00-01,765,1/25/2000 22:54,1,17,MIWH,2,0,5,,
LMG00-01,769,1/25/2000 23:16,1,0,,0,0,0,,
LMG00-01,769,1/25/2000 23:16,1,0,WISP,1,0,1,,
LMG00-01,769,1/25/2000 23:16,1,0,WISP,2,0,1,,
LMG00-01,769,1/25/2000 23:16,1,8,WISP,4,0,1,,
LMG00-01,769,1/25/2000 23:16,1,11,SPSK,1,0,2,,
LMG00-01,769,1/25/2000 23:16,1,13,WISP,1,0,1,,
LMG00-01,774,1/26/2000 0:37,1,0,,0,0,0,,
LMG00-01,774,1/26/2000 0:37,1,7,UNWH,1,0,5,,
LMG00-01,774,1/26/2000 0:37,1,11,WISP,2,0,1,,
LMG00-01,774,1/26/2000 0:37,1,16,GIPE,1,0,1,,
LMG00-01,776,1/26/2000 0:58,1,0,,0,0,0,,
LMG00-01,776,1/26/2000 0:58,1,7,GIPE,1,0,1,,
LMG00-01,776,1/26/2000 0:58,1,15,UNWH,1,0,5,,
LMG00-01,786,1/26/2000 9:17,1,0,,0,0,0,,
LMG00-01,786,1/26/2000 9:17,1,0,SPSK,2,0,1,,
LMG00-01,786,1/26/2000 9:17,1,5,SPSK,1,0,1,,
LMG00-01,786,1/26/2000 9:17,1,6,SPSK,1,0,1,,
LMG00-01,786,1/26/2000 9:17,1,7,SPSK,1,0,1,,
LMG00-01,786,1/26/2000 9:17,1,11,KEGU,1,0,1,,
LMG00-01,786,1/26/2000 9:17,1,11,SPSK,1,0,1,,
LMG00-01,786,1/26/2000 9:17,1,12,SPSK,3,0,1,,
LMG00-01,786,1/26/2000 9:17,1,13,SPSK,1,0,1,,
LMG00-01,786,1/26/2000 9:17,1,14,SPSK,1,0,1,,
LMG00-01,786,1/26/2000 9:17,1,17,SPSK,1,0,1,,
LMG00-01,786,1/26/2000 9:17,1,18,KEGU,3,0,1,,
LMG00-01,786,1/26/2000 9:17,1,0,,0,0,0,,CONTIN. OF 786 TRANSECT
LMG00-01,786,1/26/2000 9:17,1,0,GIPE,1,0,1,,CONTIN. OF 786 TRANSECT
LMG00-01,786,1/26/2000 9:17,1,1,SPSK,1,0,1,,CONTIN. OF 786 TRANSECT
LMG00-01,786,1/26/2000 9:17,1,1,ADPE,3,0,5,247,CONTIN. OF 786 TRANSECT
LMG00-01,786,1/26/2000 9:17,1,3,GIPE,1,0,1,,CONTIN. OF 786 TRANSECT
LMG00-01,786,1/26/2000 9:17,1,4,WISP,1,0,1,,CONTIN. OF 786 TRANSECT
LMG00-01,786,1/26/2000 9:17,1,5,HUWH,1,0,5,,CONTIN. OF 786 TRANSECT
LMG00-01,786,1/26/2000 9:17,1,5,SPSK,1,0,1,,CONTIN. OF 786 TRANSECT
LMG00-01,787,1/26/2000 9:45,1,0,,0,0,0,,
LMG00-01,787,1/26/2000 9:45,1,3,KEGU,1,0,1,,
LMG00-01,787,1/26/2000 9:45,1,3,SPSK,1,0,1,,
LMG00-01,787,1/26/2000 9:45,1,4,KEGU,1,0,1,,
LMG00-01,787,1/26/2000 9:45,1,6,SPSK,1,0,1,,
LMG00-01,787,1/26/2000 9:45,1,10,SPSK,1,0,1,,
LMG00-01,787,1/26/2000 9:45,1,13,WISP,1,0,1,,
LMG00-01,787,1/26/2000 9:45,1,13,SPSK,1,0,1,,
LMG00-01,787,1/26/2000 9:45,1,14,GIPE,1,0,1,,
LMG00-01,787,1/26/2000 9:45,1,15,SPSK,2,0,1,,
LMG00-01,790,1/26/2000 10:06,1,0,,0,0,0,,
LMG00-01,790,1/26/2000 10:06,1,0,ANTE,1,0,1,,
LMG00-01,790,1/26/2000 10:06,1,1,SPSK,1,0,1,,
LMG00-01,790,1/26/2000 10:06,1,4,ANTE,1,0,1,,
LMG00-01,790,1/26/2000 10:06,1,7,ADPE,20,0,5,310,
LMG00-01,790,1/26/2000 10:06,1,7,ADPE,30,0,5,270,
LMG00-01,790,1/26/2000 10:06,1,7,GIPE,1,0,1,,
LMG00-01,792,1/26/2000 10:17,1,0,ADPE,20,0,5,240,
LMG00-01,792,1/26/2000 10:17,1,1,ADPE,15,0,5,290,
LMG00-01,792,1/26/2000 10:17,1,3,ADPE,20,0,5,220,
LMG00-01,792,1/26/2000 10:17,1,4,ADPE,15,0,5,340,
LMG00-01,792,1/26/2000 10:17,1,5,GIPE,1,0,1,,
LMG00-01,792,1/26/2000 10:17,1,5,ANTE,2,0,1,,
LMG00-01,792,1/26/2000 10:17,1,6,WISP,1,0,1,,
LMG00-01,792,1/26/2000 10:17,1,6,ADPE,12,0,5,270,
LMG00-01,792,1/26/2000 10:17,1,7,KEGU,2,0,1,,
LMG00-01,792,1/26/2000 10:17,1,7,ADPE,5,0,5,305,
LMG00-01,792,1/26/2000 10:17,1,10,WISP,1,0,1,,
LMG00-01,792,1/26/2000 10:17,1,10,GIPE,1,0,1,,
LMG00-01,792,1/26/2000 10:17,1,11,KEGU,1,0,1,,
LMG00-01,792,1/26/2000 10:17,1,14,KEGU,1,0,1,,
LMG00-01,794,1/26/2000 10:32,1,0,,0,0,0,,
LMG00-01,794,1/26/2000 10:32,1,1,SPSK,1,0,1,,
LMG00-01,794,1/26/2000 10:32,1,9,WISP,1,0,1,,
LMG00-01,795,1/26/2000 10:49,1,0,,0,0,0,,
LMG00-01,795,1/26/2000 10:49,1,4,GIPE,1,0,1,,
LMG00-01,795,1/26/2000 10:49,1,8,SPSK,1,0,1,,
LMG00-01,795,1/26/2000 10:49,1,12,SPSK,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,0,,0,0,0,,
LMG00-01,797,1/26/2000 11:48,1,1,SPSK,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,3,GIPE,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,3,SPSK,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,5,WISP,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,5,SPSK,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,6,KEGU,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,6,KEGU,3,0,1,,
LMG00-01,797,1/26/2000 11:48,1,9,KEGU,1,0,6,,
LMG00-01,797,1/26/2000 11:48,1,9,WISP,2,0,1,,
LMG00-01,797,1/26/2000 11:48,1,10,WISP,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,14,SPSK,2,0,1,,
LMG00-01,797,1/26/2000 11:48,1,14,SPSK,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,15,KEGU,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,16,SPSK,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,17,CHPE,2,0,6,,
LMG00-01,797,1/26/2000 11:48,1,19,SPSK,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,19,WISP,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,20,SPSK,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,23,KEGU,1,0,6,,
LMG00-01,797,1/26/2000 11:48,1,24,BBAL,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,24,GIPE,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,26,SPSK,1,0,6,,
LMG00-01,797,1/26/2000 11:48,1,26,SPSK,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,27,SPSK,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,29,WISP,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,29,SPSK,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,34,WISP,1,0,1,,
LMG00-01,797,1/26/2000 11:48,1,35,ANTE,1,0,1,,
LMG00-01,798,1/26/2000 12:33,1,0,KEGU,1,0,1,,
LMG00-01,798,1/26/2000 12:33,1,1,SPSK,1,0,1,,
LMG00-01,798,1/26/2000 12:33,1,3,GIPE,1,0,1,,
LMG00-01,798,1/26/2000 12:33,1,4,SPSK,1,0,1,,
LMG00-01,798,1/26/2000 12:33,1,4,GIPE,1,0,1,,
LMG00-01,798,1/26/2000 12:33,1,8,SPSK,4,1,1,,
LMG00-01,798,1/26/2000 12:33,1,8,BBAL,2,1,1,,
LMG00-01,798,1/26/2000 12:33,1,12,WISP,1,0,1,,
LMG00-01,798,1/26/2000 12:33,1,22,GIPE,1,0,1,,
LMG00-01,798,1/26/2000 12:33,1,26,SPSK,1,0,6,,
LMG00-01,798,1/26/2000 12:33,1,29,WISP,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,0,,0,0,0,,
LMG00-01,800,1/26/2000 12:55,1,0,BBAL,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,0,WISP,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,1,SPSK,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,2,WISP,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,3,GIPE,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,3,SPSK,1,0,3,,
LMG00-01,800,1/26/2000 12:55,1,4,WISP,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,4,SPSK,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,5,SPSK,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,8,GIPE,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,10,ANTE,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,13,SPSK,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,14,WISP,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,15,WISP,1,0,6,,
LMG00-01,800,1/26/2000 12:55,1,16,WISP,1,0,6,,
LMG00-01,800,1/26/2000 12:55,1,16,GIPE,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,17,SPSK,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,18,WISP,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,20,BBAL,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,21,SPSK,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,24,BBAL,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,24,SPSK,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,27,SPSK,2,0,1,,
LMG00-01,800,1/26/2000 12:55,1,28,BBAL,1,0,1,,
LMG00-01,800,1/26/2000 12:55,1,28,SPSK,1,0,6,,
LMG00-01,800,1/26/2000 12:55,1,31,SPSK,1,0,1,,
LMG00-01,801,1/26/2000 13:28,1,0,,0,0,0,,
LMG00-01,801,1/26/2000 13:28,1,1,SPSK,2,0,1,,
LMG00-01,801,1/26/2000 13:28,1,4,ANTE,1,0,1,,
LMG00-01,801,1/26/2000 13:28,1,7,SPSK,1,0,1,,
LMG00-01,801,1/26/2000 13:28,1,9,SPSK,1,0,6,,
LMG00-01,801,1/26/2000 13:28,1,14,SPSK,1,0,1,,
LMG00-01,801,1/26/2000 13:28,1,17,SPSK,1,0,1,,
LMG00-01,801,1/26/2000 13:28,1,18,SPSK,1,0,1,,
LMG00-01,801,1/26/2000 13:28,1,18,WISP,1,0,1,,
LMG00-01,801,1/26/2000 13:28,1,20,GIPE,2,0,1,,
LMG00-01,801,1/26/2000 13:28,1,20,KEGU,1,1,1,,
