t,stateroute,R,Rcore,Rocca,R.aocca,R.ncore
5,14108,65.54545455,60.72727273,4.818181818,4.818181818,4.818181818
5,14140,25.18181818,15,8.181818182,8.181818182,8.181818182
5,14153,66.09090909,53.90909091,12.18181818,11.72727273,11.72727273
5,14155,51.36363636,35,15.36363636,15.36363636,15.36363636
5,14159,45.18181818,33,12.18181818,12.18181818,12.18181818
5,14164,69.90909091,48,21.90909091,21.90909091,21.90909091
5,14166,51.81818182,39,12.81818182,12.81818182,12.81818182
5,14168,83.45454545,62.09090909,20.36363636,20.27272727,20.27272727
5,14186,65.90909091,51.81818182,14.09090909,14.09090909,14.09090909
5,14188,71.27272727,49,22.27272727,22.18181818,22.18181818
5,14189,74.45454545,64.27272727,8.181818182,8.181818182,8.181818182
5,17004,52.36363636,38.54545455,13.81818182,13.81818182,13.81818182
5,17009,73.72727273,45,28.72727273,28.54545455,28.54545455
5,17011,68.27272727,45.90909091,21.36363636,19.27272727,19.27272727
5,17013,25.81818182,19.90909091,5.909090909,5.909090909,5.909090909
5,17037,33.81818182,22.63636364,11.18181818,11.18181818,10.18181818
5,17040,55.81818182,39,16.81818182,14.27272727,14.27272727
5,17044,36.36363636,20,15.36363636,15.36363636,15.36363636
5,17052,64.72727273,40.81818182,23.90909091,22.36363636,22.36363636
5,17055,43.81818182,29.90909091,13.90909091,13.90909091,13.90909091
5,18003,65,45.45454545,19.54545455,19.54545455,19.54545455
5,18009,80.63636364,54.72727273,25.90909091,25.90909091,25.90909091
5,21001,62.90909091,53.09090909,9.818181818,9.818181818,9.818181818
5,21002,57.90909091,45.27272727,12.09090909,12.09090909,12.09090909
5,21003,77.90909091,62,14.90909091,14.09090909,14.09090909
5,21004,63.27272727,51.63636364,11.63636364,11.63636364,11.63636364
5,25001,59.81818182,49.90909091,8.909090909,8.909090909,8.909090909
5,25002,38.09090909,23.81818182,14.27272727,13.45454545,13.45454545
5,25003,52.90909091,38.45454545,13.45454545,13.45454545,13.45454545
5,25009,52,40,12,11.09090909,11.09090909
5,25014,46.72727273,40,6.727272727,6.727272727,6.727272727
5,25020,46.09090909,36.72727273,8.909090909,8.909090909,8.909090909
5,25022,40.72727273,33.09090909,7.636363636,7.636363636,7.636363636
5,25025,41.81818182,31.81818182,10,9.727272727,9.727272727
5,25027,40.27272727,31.45454545,8,8,8
5,25031,39.09090909,26.54545455,12.54545455,12.09090909,12.09090909
5,25037,48.90909091,37.09090909,11.81818182,11.81818182,11.81818182
5,25052,54.90909091,49.63636364,5.272727273,5.272727273,5.272727273
5,25066,43.54545455,34.90909091,8.636363636,8.636363636,8.636363636
5,25067,38,29.90909091,8.090909091,8.090909091,8.090909091
5,25073,42.63636364,36.90909091,5.727272727,5.727272727,5.727272727
5,25081,28,21,7,7,7
5,25086,36.09090909,27.90909091,8.181818182,8.181818182,8.181818182
5,25087,29.18181818,20,9.181818182,7.636363636,7.636363636
5,25129,39.18181818,33.90909091,5.272727273,5.272727273,5.272727273
5,27010,63.09090909,51.63636364,9.454545455,9.454545455,9.454545455
5,27021,55.54545455,47.81818182,7.727272727,7.727272727,7.727272727
5,27027,73.54545455,60,13.54545455,13.54545455,13.54545455
5,27033,61.27272727,51.54545455,8.727272727,8.727272727,8.727272727
5,27046,60.54545455,48.63636364,10.90909091,10.90909091,10.90909091
5,27054,60.45454545,47.54545455,12.90909091,12.90909091,12.90909091
5,27057,60,48,12,12,12
5,33013,58.72727273,31.90909091,25.81818182,24.36363636,24.36363636
5,33020,35.81818182,21,12.81818182,12.45454545,12.45454545
5,33021,39.90909091,31.54545455,8.363636364,8.363636364,8.363636364
5,33027,39.81818182,25.90909091,13.90909091,13.90909091,13.90909091
5,33128,44.45454545,30.45454545,14,14,14
5,33212,52.36363636,24,23.45454545,21.81818182,21.81818182
5,33220,25.63636364,14,10.63636364,9.636363636,9.636363636
5,34002,65.63636364,51,14.63636364,14.63636364,14.63636364
5,34014,57.63636364,42.54545455,15.09090909,15.09090909,15.09090909
5,34022,68.36363636,50.81818182,17.54545455,17.54545455,17.54545455
5,34024,42.09090909,31.81818182,10.27272727,10.27272727,10.27272727
5,34025,63.27272727,43,20.27272727,20.27272727,20.27272727
5,34029,50.63636364,34,16.63636364,16.63636364,16.63636364
5,34030,56.63636364,29.90909091,26.72727273,26.72727273,26.72727273
5,34038,67.45454545,50.72727273,15.81818182,15.81818182,15.81818182
5,34041,53.63636364,36.72727273,16.90909091,16.90909091,16.90909091
5,34042,48,31.09090909,15.90909091,15.90909091,15.90909091
5,34044,56.72727273,40.18181818,16.54545455,16.54545455,16.54545455
5,34046,65.81818182,49.36363636,16.45454545,16.45454545,16.45454545
5,34049,72.54545455,54.90909091,15.63636364,15.63636364,15.63636364
5,34051,66.54545455,43,23.54545455,23.54545455,23.54545455
5,34052,72.45454545,57,15.45454545,15.45454545,15.45454545
5,34054,67.72727273,53.81818182,13.90909091,13.90909091,13.90909091
5,34055,65.90909091,52.54545455,13.36363636,13.36363636,13.36363636
5,34056,67.63636364,50,17.63636364,17.63636364,17.63636364
5,34059,71.09090909,61,10.09090909,10.09090909,10.09090909
5,34060,70.36363636,59.90909091,10.45454545,10.45454545,10.45454545
5,34061,71.27272727,55.81818182,15.45454545,15.45454545,15.45454545
5,34063,73.36363636,61.27272727,11.09090909,11.09090909,11.09090909
5,35005,67.72727273,54.90909091,12.81818182,12.81818182,12.81818182
5,35009,71.63636364,56.45454545,15.18181818,15.18181818,15.18181818
5,35010,63.18181818,48,12.27272727,12.27272727,12.27272727
5,35011,66.27272727,48.72727273,15.54545455,15.54545455,15.54545455
5,35013,74.18181818,60.90909091,11.63636364,11.63636364,11.63636364
5,35014,68.36363636,54.81818182,13.54545455,13.54545455,13.54545455
5,35034,68.45454545,56,12.45454545,12.45454545,12.45454545
5,35038,80.63636364,72,8.636363636,8.636363636,8.636363636
5,36001,74.72727273,49.81818182,24.90909091,24.90909091,24.90909091
5,36003,62,45,15,15,15
5,36006,58.09090909,44.90909091,12.18181818,12.18181818,12.18181818
5,36011,65.54545455,47.81818182,17.72727273,17.72727273,17.72727273
5,36013,56.45454545,39.63636364,16.81818182,16.81818182,16.81818182
5,36028,57.18181818,41,16.18181818,16.18181818,16.18181818
5,38010,52.09090909,35.90909091,16.09090909,15.45454545,15.45454545
5,38014,66.63636364,52,14.63636364,14.63636364,14.63636364
5,38015,67.54545455,43.90909091,20.72727273,20.72727273,20.72727273
5,38017,56,41.54545455,13.45454545,13.45454545,13.45454545
5,38026,66.27272727,53.90909091,12.36363636,12.36363636,12.36363636
5,38028,58.72727273,43.63636364,14.09090909,14.09090909,14.09090909
5,38029,66.45454545,51,15.45454545,15.45454545,15.45454545
5,38030,62.72727273,45.81818182,16,16,15.18181818
5,39001,77.27272727,64,13.27272727,13.27272727,13.27272727
5,39006,64.27272727,50.90909091,12.36363636,12.36363636,12.36363636
5,39009,70.36363636,61.90909091,8.454545455,8.454545455,8.454545455
5,39010,72.63636364,63,9.636363636,9.636363636,9.636363636
5,39040,61.81818182,49.54545455,11.27272727,11.27272727,11.27272727
5,39044,68.63636364,53.81818182,14.81818182,14.81818182,14.81818182
5,42011,46.90909091,31.81818182,14.09090909,14.09090909,14.09090909
5,42015,51.27272727,29,22.27272727,22.27272727,22.27272727
5,42018,51.45454545,40.81818182,10.63636364,10.63636364,10.63636364
5,42034,35.18181818,26,9.181818182,9.181818182,9.181818182
5,42119,61.72727273,49.27272727,12.45454545,12.45454545,12.45454545
5,44006,74.18181818,55.90909091,18.27272727,17.63636364,16.63636364
5,44007,82.36363636,68.63636364,13.72727273,13.72727273,13.72727273
5,44012,77.45454545,56.81818182,19.63636364,19.63636364,19.27272727
5,44013,80.72727273,63.18181818,17.54545455,17.54545455,17.54545455
5,44019,84.36363636,53,31.36363636,31.36363636,31.36363636
5,44031,76.81818182,54.54545455,22.27272727,22.27272727,22
5,44032,77.36363636,56.90909091,19.72727273,19.72727273,19.09090909
5,44033,76.18181818,59.63636364,16.54545455,16.54545455,16.54545455
5,44035,69.36363636,47.54545455,18.81818182,18.36363636,18.09090909
5,44041,68.54545455,50.90909091,14.63636364,14.36363636,14.36363636
5,46003,84.09090909,64.63636364,15.45454545,15.45454545,15.45454545
5,46005,68.18181818,56.18181818,12,12,12
5,46006,72,52.36363636,18.63636364,18.63636364,18.63636364
5,46011,74.45454545,63.36363636,11.09090909,11.09090909,11.09090909
5,46012,47.18181818,37.18181818,10,10,10
5,46013,70,56.09090909,13.90909091,13.90909091,13.90909091
5,46014,67.45454545,51.72727273,14.72727273,14.72727273,14.72727273
5,46015,72,53.63636364,16.36363636,16.36363636,16.36363636
5,46016,65.27272727,51.36363636,13.90909091,13.90909091,13.90909091
5,46017,68.27272727,52,16.27272727,16.27272727,16.27272727
5,46022,60.36363636,49,10.36363636,10.36363636,10.36363636
5,46029,67.54545455,57.90909091,9.636363636,9.636363636,9.636363636
5,46030,68.45454545,50.72727273,14.72727273,14.72727273,14.72727273
5,46032,70.54545455,55.72727273,13.81818182,13.81818182,13.81818182
5,46033,67.63636364,55.45454545,10.72727273,10.72727273,10.72727273
5,46036,63.36363636,55.63636364,7.727272727,7.727272727,7.727272727
5,46037,70,55.90909091,10.09090909,10.09090909,10.09090909
5,46038,63.45454545,55.90909091,7.545454545,7.545454545,7.545454545
5,46040,66,48.81818182,15.18181818,15.18181818,15.18181818
5,46042,73.63636364,63,10.63636364,10.63636364,10.63636364
5,46043,70.54545455,58.36363636,9.181818182,9.181818182,9.181818182
5,46044,67.81818182,58,9.818181818,9.818181818,9.818181818
5,46046,63,49.54545455,13.45454545,13.45454545,13.45454545
5,46047,70.18181818,54,16.18181818,16,16
5,46048,67.63636364,55.63636364,8.090909091,8.090909091,8.090909091
5,46121,61.54545455,51.72727273,8.818181818,8.818181818,8.818181818
5,46123,73.36363636,63.81818182,9.545454545,9.545454545,9.545454545
5,47001,49,41.36363636,6.636363636,6.636363636,6.636363636
5,47014,73.54545455,53.18181818,19.36363636,19.36363636,19.36363636
5,47018,79.63636364,63,16.63636364,16.63636364,16.63636364
5,47019,85.81818182,64.27272727,20.54545455,20.54545455,20.54545455
5,47022,83.09090909,66.81818182,15.27272727,15.27272727,15.27272727
5,49012,84.72727273,65,17.90909091,17.90909091,17.90909091
5,49018,72.72727273,50.90909091,21.81818182,21.81818182,21.81818182
5,49021,77.09090909,62.45454545,13.63636364,13.63636364,13.63636364
5,49033,71,46.81818182,24.18181818,24.18181818,24.18181818
5,49038,77,59.90909091,15.09090909,15.09090909,15.09090909
5,49055,70.54545455,56,13.54545455,13.54545455,13.54545455
5,49073,55.18181818,47.36363636,7.818181818,7.818181818,7.818181818
5,50003,58.18181818,33.72727273,24.45454545,24.45454545,24.45454545
5,50008,60.18181818,47,13.18181818,13.18181818,13.18181818
5,50015,76.81818182,58.54545455,18.27272727,18.27272727,18.27272727
5,50017,62.18181818,44.18181818,16.18181818,16.18181818,16.18181818
5,50032,55.81818182,40.09090909,15,15,14.27272727
5,50033,64.18181818,47.54545455,15.72727273,15.72727273,15.45454545
5,50034,74.45454545,48.27272727,26.18181818,26.18181818,26.09090909
5,50035,78.18181818,53,25.18181818,25.18181818,25.18181818
5,50037,67.72727273,49.81818182,17.90909091,17.90909091,17.90909091
5,50042,74.09090909,52,20.27272727,20.27272727,20.27272727
5,50044,66.09090909,46.45454545,19.63636364,19.63636364,19.36363636
5,50048,51.18181818,39.72727273,11.45454545,11.45454545,11.45454545
5,51023,55.54545455,42,13.54545455,13.54545455,13.54545455
5,51030,50.81818182,44,6.181818182,6.181818182,6.181818182
5,51113,59.27272727,52,7.272727273,7.272727273,7.272727273
5,52002,73.27272727,56.81818182,16.45454545,16.45454545,16.45454545
5,52007,69.72727273,49,20.72727273,20.72727273,20.72727273
5,52010,67.27272727,56.36363636,10.90909091,10.90909091,10.90909091
5,52011,64.72727273,58,6.727272727,6.727272727,6.727272727
5,52014,68,47.90909091,20.09090909,20.09090909,20.09090909
5,52016,65,46,19,19,19
5,52021,73.27272727,53.18181818,19.27272727,19.27272727,19.27272727
5,52027,76.45454545,56.72727273,19.72727273,19.72727273,19.72727273
5,52131,68.81818182,53.90909091,14.90909091,14.90909091,14.90909091
5,53002,79.27272727,53.81818182,25.45454545,25.45454545,25.45454545
5,53009,37.27272727,23,13.36363636,12.36363636,12.36363636
5,53014,62.72727273,29,33.72727273,33.36363636,33.36363636
5,53026,63.45454545,36.63636364,24.81818182,24.45454545,24.45454545
5,53027,63.36363636,42.36363636,20,19.45454545,19.45454545
5,53028,48.09090909,33.27272727,14.81818182,14.54545455,14.54545455
5,53036,66,49,14.81818182,14.45454545,14.45454545
5,53038,57.81818182,39,18.81818182,18.81818182,18.81818182
5,53040,69.63636364,56,13.63636364,13.36363636,13.36363636
5,54022,68.18181818,52,15.18181818,15.18181818,15.18181818
5,55011,35.54545455,20.36363636,14.18181818,13.72727273,13.72727273
5,58001,70,55.72727273,14.27272727,14.27272727,14.27272727
5,58003,74.45454545,63.90909091,10.54545455,10.54545455,10.54545455
5,58004,77.72727273,55,22.72727273,22.72727273,22.72727273
5,58007,79.81818182,60.27272727,18.54545455,18.54545455,18.54545455
5,58008,75.72727273,60.81818182,14.90909091,14.90909091,14.90909091
5,58012,76,56,18,18,17.90909091
5,58013,75.63636364,56.18181818,18.45454545,18.45454545,18.45454545
5,58014,80.18181818,61.45454545,18.72727273,18.72727273,18.72727273
5,58018,77.54545455,66.54545455,11,11,11
5,58019,86,65.27272727,19.72727273,19.72727273,19.72727273
5,59020,62.45454545,45.90909091,16.54545455,16.54545455,16.54545455
5,59021,82.09090909,62.90909091,19.18181818,19.18181818,19.18181818
5,60010,70.72727273,51,19.72727273,19.54545455,19.54545455
5,60013,50.81818182,34.90909091,14,14,14
5,60017,46.72727273,25,21.72727273,21.72727273,21.72727273
5,60019,51.09090909,22.81818182,28.27272727,27.81818182,27.81818182
5,60020,54.18181818,29.27272727,24.90909091,24.90909091,24.90909091
5,60022,67.72727273,46.54545455,21.18181818,21.18181818,21.18181818
5,60023,38.63636364,24,14.63636364,14.63636364,14.63636364
5,60024,28,16,12,12,12
5,60027,42.54545455,30,12.54545455,12.54545455,12.54545455
5,60029,26.45454545,17.72727273,7.727272727,7.727272727,7.727272727
5,60031,38.63636364,23,15.63636364,15.63636364,15.63636364
5,60111,54.63636364,38,14.63636364,14.63636364,14.63636364
5,60112,40.18181818,24.72727273,15.45454545,15.45454545,15.45454545
5,60201,52.90909091,38,14.90909091,14.90909091,14.90909091
5,61009,69.27272727,49.54545455,19.72727273,19.72727273,19.72727273
5,61029,79,66.72727273,12.27272727,12.27272727,12.27272727
5,61030,77.18181818,51,23.18181818,23.18181818,23.18181818
5,61034,80.36363636,58.54545455,21.81818182,21.81818182,21.81818182
5,61038,72.18181818,51,21.18181818,21.18181818,21.18181818
5,61045,83.27272727,55,25.27272727,25.27272727,25.27272727
5,61047,69.72727273,58,11.72727273,11.72727273,11.72727273
5,61048,61.27272727,49,11.27272727,11.27272727,11.27272727
5,61049,82.36363636,62.45454545,18.72727273,18.72727273,18.72727273
5,61056,78.90909091,57.90909091,20,20,20
5,61057,69,50.90909091,18.09090909,18.09090909,18.09090909
5,61059,80.81818182,59.45454545,21.36363636,21.36363636,21.36363636
5,61064,63.09090909,39.81818182,22.27272727,22.27272727,22.27272727
5,61065,68.90909091,46.81818182,22.09090909,22.09090909,22.09090909
5,61089,73.72727273,55.63636364,18.09090909,18.09090909,18.09090909
5,61100,69.90909091,53,14.36363636,14.36363636,14.36363636
5,61111,62.72727273,51.72727273,11,11,11
5,61121,72.36363636,54,16.36363636,16.36363636,16.36363636
5,61199,78.18181818,57.63636364,19.54545455,19.36363636,19.36363636
5,63002,66.09090909,55.81818182,9.272727273,9.272727273,9.272727273
5,63003,51.45454545,43,8.454545455,8.454545455,8.454545455
5,63004,58.27272727,50,8.272727273,8.272727273,8.272727273
5,63010,71.36363636,62,8.636363636,8.636363636,8.636363636
5,63011,63.90909091,52.81818182,11.09090909,11.09090909,11.09090909
5,63024,73.09090909,63.72727273,9.363636364,9.363636364,9.363636364
5,63030,63.27272727,49.72727273,13.54545455,13.54545455,13.54545455
5,63119,60.45454545,48,12.45454545,12.45454545,12.45454545
5,64005,53.81818182,34.90909091,17.90909091,17.90909091,17.90909091
5,64009,67.90909091,48.63636364,19.27272727,19.27272727,19.27272727
5,64012,56.27272727,41,15.27272727,15.27272727,15.27272727
5,64038,52.81818182,39.63636364,13.18181818,13.18181818,13.18181818
5,64039,56.45454545,45.72727273,10.72727273,10.72727273,10.72727273
5,64042,56.27272727,47.63636364,8.636363636,8.636363636,8.636363636
5,64044,75.81818182,60.72727273,15.09090909,15.09090909,15.09090909
5,66002,55.63636364,41.81818182,13.81818182,13.81818182,13.81818182
5,66021,67.45454545,56.72727273,10.09090909,10.09090909,10.09090909
5,66042,60.45454545,48.90909091,11.54545455,11.54545455,11.54545455
5,66073,67.81818182,53.90909091,13.90909091,13.90909091,13.90909091
5,66075,73.18181818,56.54545455,16.63636364,16.63636364,16.63636364
5,66076,70.90909091,52.90909091,18,18,18
5,66082,66.63636364,50,16.63636364,16.63636364,16.63636364
5,66107,60.54545455,44.63636364,15,15,15
5,67015,62.81818182,44,18.81818182,18.81818182,18.81818182
5,67022,62,45.81818182,14.27272727,14.27272727,14.27272727
5,67023,59.09090909,41.72727273,17.36363636,17.36363636,17.36363636
5,67034,29.45454545,18.90909091,10.54545455,10.54545455,10.54545455
5,69019,73.63636364,57.72727273,15.90909091,15.90909091,15.90909091
5,69026,74.45454545,52.54545455,21.90909091,21.90909091,21.90909091
5,69028,65.09090909,34.36363636,30.72727273,30.27272727,30.27272727
5,69029,56.45454545,39.81818182,16.63636364,15.63636364,15.63636364
5,69033,59.90909091,39.63636364,20.27272727,20.27272727,20.27272727
5,69034,74.09090909,54,20.09090909,20.09090909,20.09090909
5,69057,72.45454545,52,18.45454545,18.45454545,18.45454545
5,72002,77.81818182,58.72727273,19.09090909,19.09090909,19.09090909
5,72004,72.63636364,53,19.63636364,19.63636364,19.63636364
5,72006,77.36363636,56.63636364,20.72727273,20.72727273,20.72727273
5,72010,78.63636364,51.54545455,27.09090909,27.09090909,27.09090909
5,72016,74.45454545,50.72727273,23.72727273,23.72727273,23.72727273
5,72022,83.63636364,48,35.63636364,35.63636364,35.63636364
5,72025,78.36363636,54,24.36363636,24.36363636,24.36363636
5,72029,90.09090909,65.72727273,23.36363636,23.36363636,23.36363636
5,72031,84.54545455,64.54545455,20,20,20
5,72033,85.36363636,60,19.36363636,19.36363636,19.36363636
5,72035,91.81818182,57.90909091,30.90909091,30.90909091,30.90909091
5,72047,68.54545455,57,11.45454545,11.45454545,11.45454545
5,72049,82.81818182,57.72727273,24.09090909,24.09090909,24.09090909
5,72050,81.63636364,65,16.63636364,16.63636364,16.63636364
5,72053,75.90909091,53,22.90909091,22.90909091,22.90909091
5,72054,81.90909091,61.81818182,20.09090909,20.09090909,20.09090909
5,72056,83.45454545,60,23.45454545,23.45454545,23.45454545
5,72057,71.36363636,49.54545455,21.81818182,21.81818182,21.81818182
5,72060,81.81818182,62,19.81818182,19.81818182,19.81818182
5,72061,74.54545455,58,16.54545455,16.54545455,16.54545455
5,72062,81.18181818,62,17.18181818,17.18181818,17.18181818
5,72064,74.81818182,51,22.81818182,22.81818182,22.81818182
5,72072,71.72727273,52,19.72727273,19.72727273,19.72727273
5,72083,81.36363636,55.81818182,25.54545455,25.54545455,25.54545455
5,72084,56.09090909,43.18181818,12.90909091,12.90909091,12.90909091
5,72086,56.54545455,43.72727273,11.81818182,11.81818182,11.81818182
5,72088,76.27272727,69,7.272727273,7.272727273,7.272727273
5,72090,80.27272727,56.81818182,23.45454545,23.45454545,23.45454545
5,72091,74,54.45454545,18.54545455,18.54545455,18.54545455
5,72132,87.45454545,73,14.45454545,14.45454545,14.45454545
5,72151,67.90909091,49.81818182,18.09090909,18.09090909,18.09090909
5,72155,80.27272727,59.63636364,20.63636364,20.63636364,20.63636364
5,72165,81.72727273,65,16.72727273,16.72727273,16.72727273
5,72194,61.09090909,46,15.09090909,15.09090909,15.09090909
5,80003,58.90909091,48.45454545,9.454545455,9.454545455,9.454545455
5,80005,59.27272727,50.90909091,8.363636364,8.363636364,8.363636364
5,81001,53.36363636,36.81818182,16.54545455,16.54545455,16.54545455
5,81003,46.45454545,35.90909091,9.545454545,9.545454545,9.545454545
5,81029,54.54545455,38.72727273,15.81818182,15.09090909,15.09090909
5,82006,65.45454545,51.36363636,14.09090909,14.09090909,14.09090909
5,82010,67.36363636,51,16.36363636,16.36363636,16.36363636
5,82016,74.45454545,61.81818182,12.63636364,12.63636364,12.63636364
5,82018,71.54545455,62.54545455,9,9,9
5,82020,62.36363636,44,18.36363636,18.36363636,18.36363636
5,82034,74.63636364,62.90909091,10.72727273,10.72727273,10.72727273
5,82042,72.09090909,49.81818182,21.27272727,21.27272727,21.27272727
5,82128,68.72727273,55.72727273,11.27272727,11.27272727,11.27272727
5,83009,60.18181818,41.81818182,18.36363636,16.09090909,16.09090909
5,83013,40.72727273,21,19.72727273,19.72727273,19.72727273
5,83026,45.72727273,30.90909091,14.81818182,14.81818182,14.81818182
5,83033,51.72727273,42.54545455,9.181818182,9.181818182,9.181818182
5,83042,60.54545455,38.81818182,21.72727273,21.27272727,21.27272727
5,83044,53.90909091,44.81818182,7.272727273,7.272727273,7.272727273
5,83045,57.36363636,49.09090909,8.272727273,8.272727273,8.272727273
5,83064,50.18181818,30.81818182,19.36363636,19.36363636,19.36363636
5,83082,42.09090909,24.81818182,16.27272727,15.81818182,15.81818182
5,83098,50.81818182,23.81818182,27,23.63636364,23.63636364
5,83100,47.81818182,30.81818182,17,17,17
5,83140,62.54545455,39.90909091,22.63636364,21.63636364,21.63636364
5,85004,24.18181818,11,13.18181818,12.36363636,12.36363636
5,85011,43.63636364,25.90909091,16.72727273,16.18181818,16.18181818
5,85021,62.27272727,30.90909091,31.36363636,31.36363636,31.36363636
5,85024,55.27272727,31.90909091,23.36363636,22.90909091,22.90909091
5,85025,27.81818182,18,9.818181818,9.818181818,9.818181818
5,85109,13.90909091,7,6.909090909,6.909090909,6.909090909
5,87005,70.45454545,56.81818182,12.54545455,12.54545455,12.54545455
5,87015,78.27272727,62.18181818,16.09090909,15.90909091,15.45454545
5,88004,69.45454545,54,15.45454545,15.45454545,15.45454545
5,88005,66.36363636,54.81818182,11.54545455,11.54545455,11.54545455
5,88007,64.90909091,51.27272727,13.63636364,13.63636364,13.63636364
5,88013,73.36363636,59.45454545,12.90909091,12.90909091,12.90909091
5,88014,61.18181818,45.54545455,15.63636364,15.63636364,15.63636364
5,88023,72.27272727,57.90909091,14.36363636,14.36363636,14.36363636
5,88028,67.18181818,57,10.18181818,10.18181818,10.18181818
5,88043,67.36363636,54,13.36363636,13.36363636,13.36363636
5,88044,67.54545455,57.27272727,10.27272727,10.27272727,10.27272727
5,89001,56.27272727,37,18.27272727,18.27272727,18.27272727
5,89002,63.27272727,50.18181818,13.09090909,13.09090909,13.09090909
5,89004,67.27272727,49.36363636,17.90909091,17.90909091,17.90909091
5,89009,54.18181818,36.81818182,13.36363636,13.36363636,13.36363636
5,89016,70,39.72727273,30.27272727,29.72727273,29.72727273
5,89030,81.81818182,56,25.81818182,24.90909091,24.90909091
5,89043,67.18181818,51.27272727,13.54545455,13.09090909,13.09090909
5,89111,67.72727273,57.90909091,9.818181818,9.818181818,9.818181818
5,90006,71.63636364,52.54545455,19.09090909,19.09090909,19.09090909
5,90016,71.54545455,64.81818182,4.727272727,4.727272727,4.727272727
5,90019,69.45454545,55.63636364,13.81818182,13.81818182,13.81818182
5,90026,71.09090909,65.90909091,5.181818182,5.181818182,5.181818182
5,90036,71.63636364,63,8.636363636,8.636363636,8.636363636
5,90048,68.54545455,57.27272727,11.27272727,11.27272727,11.27272727
5,91008,83.36363636,59.90909091,23.45454545,23.45454545,22.81818182
5,91012,91.36363636,68.36363636,23,23,23
5,91014,83.81818182,57.45454545,24.36363636,24.36363636,24.36363636
5,91020,79.90909091,63,14.45454545,14.45454545,14.45454545
5,91022,85.09090909,64.09090909,21,21,21
5,91024,80.54545455,60,19.54545455,19.54545455,19.54545455
5,91026,86.18181818,68.54545455,17.63636364,17.63636364,17.63636364
5,91027,85.63636364,66.72727273,18.90909091,18.90909091,18.90909091
5,91028,75.36363636,61.36363636,13.72727273,13.72727273,13.72727273
5,91029,86.63636364,72.54545455,14.09090909,14.09090909,14.09090909
5,91036,76.54545455,54.90909091,21.63636364,21.63636364,21.09090909
5,91039,62.18181818,41.54545455,20.63636364,20.63636364,20.63636364
5,91044,91.54545455,73.27272727,18.27272727,18.27272727,18.27272727
5,91045,86.81818182,70.27272727,16.54545455,16.54545455,16.54545455
5,91048,70.72727273,53.63636364,17.09090909,17.09090909,17.09090909
5,91049,86.09090909,54.81818182,31.27272727,31.27272727,31.27272727
5,91054,71.45454545,57.54545455,13.90909091,13.90909091,13.90909091
5,91055,74.45454545,59.09090909,14.36363636,14.36363636,14.36363636
5,91056,78.18181818,60.18181818,18,18,18
5,91062,59.81818182,46.72727273,12.63636364,12.63636364,12.63636364
5,91063,68.36363636,46.90909091,21.45454545,21.45454545,21.45454545
5,91068,68.63636364,51.63636364,17,17,17
5,91069,71.81818182,53.36363636,15.63636364,15.63636364,15.63636364
5,91070,58.90909091,44.09090909,13.81818182,13.81818182,13.81818182
5,92005,41.27272727,34.36363636,6.909090909,5.909090909,5.909090909
5,92019,66.18181818,39,26.18181818,25.72727273,25.72727273
