t,stateroute,R,Rcore,Rocca,R.aocca,R.ncore
10,7019,75.5,37,21.5,21.5,21.5
10,7020,71.33333333,46,11.33333333,11.33333333,11.33333333
10,7021,73.5,46,11.66666667,11.66666667,11.66666667
10,7109,49,23,15,15,15
10,14001,69.5,38,15.83333333,15.83333333,15
10,14014,80.16666667,53,13.66666667,13.66666667,13.66666667
10,14018,64,31,16.66666667,16.66666667,15.66666667
10,14021,51.16666667,23,16.16666667,16.16666667,15.16666667
10,14054,73.33333333,44,24.33333333,24.33333333,23.33333333
10,14071,76.16666667,58,8,8,8
10,14080,41.83333333,22,14.83333333,14.83333333,14.83333333
10,14097,67.66666667,45,15.66666667,15.66666667,14.66666667
10,14098,73.66666667,56,9,9,8
10,14108,69.16666667,53,6.166666667,6.166666667,6.166666667
10,14140,28,12,9,9,9
10,14153,71,44,12,12,10
10,14155,54.66666667,30,12.66666667,12.66666667,12.66666667
10,14159,50,29,15,15,15
10,14164,75.5,37,15.5,15.5,15.5
10,14166,55,34,10,10,10
10,14168,90.33333333,55,20.83333333,20.83333333,20.66666667
10,14186,69.66666667,47,13.66666667,13.66666667,12.66666667
10,14188,76.66666667,41,18.5,18.5,18.33333333
10,14189,78,58,7,7,7
10,17004,59.83333333,33,15.83333333,15.83333333,15.83333333
10,17009,82.33333333,39,28.33333333,28.33333333,28
10,17011,77.33333333,41,21.66666667,20.66666667,19.33333333
10,17013,28.66666667,16,7.666666667,7.666666667,7.666666667
10,17037,39,19,12,12,12
10,17040,61,34,15,15,14
10,17044,41.66666667,16,16.66666667,16.66666667,16.66666667
10,17052,72.5,37,24.5,23.5,22.5
10,17055,48.83333333,26,15.83333333,15.83333333,15.83333333
10,18003,73.33333333,41,17.5,17.5,17.5
10,18009,87.33333333,52,22.33333333,22.33333333,22.33333333
10,21001,66.33333333,46,8.833333333,8.833333333,8.833333333
10,21002,62.33333333,40,9.333333333,9.333333333,9.333333333
10,21003,81.66666667,54,10.66666667,9.666666667,9.666666667
10,21004,65.5,46,7.5,7.5,7.5
10,25001,61.66666667,44,5.666666667,5.666666667,5.666666667
10,25002,41.83333333,22,9.833333333,8.833333333,8.833333333
10,25003,57.66666667,35,10.66666667,10.66666667,10.66666667
10,25009,55.83333333,38,9.833333333,7.833333333,7.833333333
10,25014,50.16666667,39,7.166666667,7.166666667,7.166666667
10,25020,49.83333333,35,8,8,8
10,25022,42.83333333,29.83333333,6.166666667,6.166666667,6.166666667
10,25025,46.5,27,11.66666667,11.16666667,11.16666667
10,25027,45.16666667,26,10.5,10.5,10.5
10,25031,45.33333333,26,15.33333333,14.5,14.5
10,25037,54.66666667,34,10.33333333,10.33333333,10.33333333
10,25052,58.66666667,47,8.666666667,8.666666667,8.666666667
10,25066,46,28,6,6,6
10,25067,42.5,25,10.5,10.5,10.5
10,25073,44.16666667,33,4.166666667,4.166666667,4.166666667
10,25081,29.83333333,19,7.833333333,7.833333333,7.833333333
10,25086,38.33333333,25,5.333333333,5.333333333,5.333333333
10,25087,32,18,10,9,9
10,25129,40.33333333,31,2.333333333,2.333333333,2.333333333
10,27010,65.66666667,42,7.666666667,7.666666667,7.666666667
10,27021,57.83333333,44,7.833333333,7.833333333,7.833333333
10,27027,75.83333333,53,9.833333333,9.833333333,9.833333333
10,27033,64.16666667,46,8.166666667,8.166666667,8.166666667
10,27046,64.33333333,46,13.33333333,13.33333333,13.33333333
10,27054,63.5,41,11.5,11.5,11.5
10,27057,62.83333333,41,9.833333333,9.833333333,9.833333333
10,33013,67.83333333,26,29.83333333,27.83333333,27.83333333
10,33020,39.16666667,19,9.166666667,9.166666667,8.5
10,33021,44.83333333,24,10.5,10.5,10.5
10,33027,47.16666667,26,17.5,17.5,17.5
10,33128,52,23,18,18,18
10,33212,61,22,26,25,25
10,33220,29.16666667,13,12.16666667,12.16666667,11.16666667
10,34002,68.33333333,46,10.5,10.5,9.833333333
10,34014,64.33333333,35,17.33333333,17.33333333,17.16666667
10,34022,75,45,18,18,17.16666667
10,34024,45.66666667,27,10.66666667,10.66666667,10.66666667
10,34025,69.66666667,38,18.66666667,18.66666667,18.66666667
10,34029,55.66666667,28,14.66666667,14.66666667,14.66666667
10,34030,62.33333333,25,21.33333333,21.33333333,21.33333333
10,34038,72.83333333,46,17.83333333,17.83333333,17.83333333
10,34041,60.66666667,36,16.66666667,16.66666667,16.66666667
10,34042,54.33333333,26,17.33333333,17.33333333,16.66666667
10,34044,63.33333333,30,17.5,17.5,17.5
10,34046,73.16666667,42,16.16666667,16.16666667,16.16666667
10,34049,76.66666667,50,12.66666667,12.66666667,12.66666667
10,34051,73.33333333,37,21.66666667,21.66666667,21.66666667
10,34052,76.66666667,49,13.66666667,13.66666667,13.66666667
10,34054,73,49,16,16,16
10,34055,69.83333333,47,12.33333333,12.33333333,12.33333333
10,34056,70.66666667,48,12.66666667,12.66666667,12.66666667
10,34059,74.5,58,12.66666667,12.66666667,12.66666667
10,34060,73,57,7.5,7.5,7.5
10,34061,75.33333333,54,13.33333333,13.33333333,13.33333333
10,34063,76,58,7,7,7
10,35005,71.83333333,53,13.83333333,13.83333333,13.83333333
10,35009,78.5,51,17.5,17.5,16.66666667
10,35010,68.83333333,43,14,14,14
10,35011,71.16666667,43,18.16666667,18.16666667,18.16666667
10,35013,78.16666667,57,12.16666667,12.16666667,12.16666667
10,35014,72.83333333,49,12.83333333,12.83333333,12.83333333
10,35034,72.16666667,48,11.16666667,11.16666667,10.33333333
10,35038,84,64,8,8,8
10,36001,81.66666667,46,24,24,23
10,36003,66.33333333,38,15.33333333,15.33333333,14.33333333
10,36006,62.66666667,39,13.5,13.5,13.5
10,36011,70.83333333,45,19.83333333,19.83333333,19.83333333
10,36013,62.83333333,34,15.83333333,15.83333333,15.83333333
10,36028,61.83333333,38,14,14,14
10,38010,58.5,31,18.33333333,17.33333333,17.33333333
10,38014,70.33333333,44,11.5,11.5,10.5
10,38015,72,41,19,19,19
10,38017,59.16666667,37,8.333333333,8.333333333,8.333333333
10,38026,69.5,44,10.5,10.5,10.5
10,38028,61.83333333,42,8.666666667,8.666666667,8.666666667
10,38029,69.33333333,48,12.33333333,12.33333333,12.33333333
10,38030,67,42,15,15,14
10,39001,81.16666667,59,11.16666667,11.16666667,11.16666667
10,39006,67.66666667,45,13.66666667,13.66666667,13.66666667
10,39009,72.66666667,58,6.666666667,6.666666667,6.666666667
10,39010,74.66666667,59,9.666666667,9.666666667,9.666666667
10,39040,66.33333333,46,12.83333333,12.83333333,12.83333333
10,39044,71.16666667,49,10.16666667,10.16666667,10.16666667
10,42011,50.5,27,12.5,12.5,12.5
10,42015,55.5,24,15.5,15.5,15.5
10,42018,55,36,8,8,8
10,42034,37.83333333,21,6.166666667,6.166666667,6.166666667
10,42119,68.66666667,42,16.83333333,16.83333333,16.83333333
10,44006,79.83333333,49,14.83333333,14.5,12.66666667
10,44007,89,58,14,14,14
10,44012,83.66666667,46,19.16666667,19.16666667,18.5
10,44013,86.83333333,59,13.33333333,13.33333333,13.33333333
10,44019,94.33333333,47,29.33333333,29.33333333,29.33333333
10,44031,86.66666667,47,25.66666667,25.66666667,25.16666667
10,44032,85.83333333,53,21.83333333,21.83333333,20.83333333
10,44033,84,55,19,19,19
10,44035,79,42,23,23,21.5
10,44041,75.16666667,44,12.83333333,12.83333333,12.33333333
10,46003,89.33333333,54,16,16,16
10,46005,71.16666667,52,8.333333333,8.333333333,8.333333333
10,46006,77,47,18.33333333,18.33333333,18.33333333
10,46011,78.33333333,55,13.33333333,13.33333333,13.33333333
10,46012,50.5,36,6,6,6
10,46013,75,50,12.33333333,12.33333333,12.33333333
10,46014,71.33333333,43.83333333,12,12,12
10,46015,77.16666667,48,17,17,17
10,46016,70.5,46,15.16666667,15.16666667,15.16666667
10,46017,74.83333333,49,12,12,12
10,46022,64.5,46,9.5,9.5,9.5
10,46029,71.33333333,50,11.66666667,11.66666667,11.66666667
10,46030,73,48,11,11,11
10,46032,74,52.5,8.5,8.5,8.5
10,46033,71.16666667,50,9.666666667,9.666666667,9.666666667
10,46036,66.5,49,7.5,7.5,7.5
10,46037,73.33333333,52,11,11,11
10,46038,67,50,8,8,8
10,46040,70,46,13,13,13
10,46042,77.16666667,58,10.16666667,10.16666667,10.16666667
10,46043,74.66666667,55.66666667,9,9,9
10,46044,70.33333333,53,8.333333333,8.333333333,8.333333333
10,46046,66,45,10.16666667,10.16666667,10.16666667
10,46047,74.5,53,15.5,15.16666667,15.16666667
10,46048,70,51,9,9,9
10,46121,65,48,7.666666667,7.666666667,7.666666667
10,46123,77.33333333,58,8.333333333,8.333333333,8.333333333
10,47001,54.16666667,37,10.33333333,10.33333333,10.33333333
10,47014,79.5,52.83333333,19.33333333,19.33333333,19.33333333
10,47018,84,55,15.66666667,15.66666667,15.66666667
10,47019,92.16666667,57.66666667,20.5,20.5,20.5
10,47022,88.83333333,58,17,17,17
10,49012,92.5,58,22.5,22.5,22.5
10,49018,77.83333333,46,15.83333333,15.83333333,15.83333333
10,49021,82.66666667,55,11.66666667,11.66666667,11.66666667
10,49033,80.66666667,37,24.66666667,24.66666667,23.66666667
10,49038,83.83333333,51,17.83333333,17.83333333,17
10,49055,76,53,16.5,16.5,16.5
10,49073,63.66666667,38.5,9.333333333,9.333333333,9.333333333
10,50003,65.83333333,30,25.83333333,25.83333333,25.83333333
10,50008,65.66666667,41,9.666666667,9.666666667,9.666666667
10,50015,84,47,22,22,22
10,50017,70.66666667,38,12.83333333,12.83333333,12.83333333
10,50032,64,37,13.66666667,13.66666667,12.66666667
10,50033,69.16666667,39,14.66666667,14.66666667,14.16666667
10,50034,85.33333333,45,24.5,24.5,24.33333333
10,50035,86.83333333,47,22,22,22
10,50037,71.66666667,41,8.666666667,8.666666667,8.666666667
10,50042,84.16666667,35,25.16666667,25.16666667,25.16666667
10,50044,73.5,39,19.66666667,19.66666667,19.16666667
10,50048,56,26,9.5,9.5,9.5
10,51023,59.66666667,40,14.16666667,14.16666667,14.16666667
10,51030,54,40,6,6,6
10,51113,62,47,7,7,7
10,52002,77.16666667,53,15.16666667,15.16666667,15
10,52007,75,41,19,19,19
10,52010,71.16666667,53,10.5,10.5,10.5
10,52011,66.16666667,47,6,6,6
10,52014,73,37,13.5,13.5,12.5
10,52016,69.33333333,35,12.33333333,12.33333333,12.33333333
10,52021,80,43,19.5,19.5,18.5
10,52027,82.16666667,45,18.16666667,18.16666667,18.16666667
10,52131,74.5,44,16.5,16.5,16
10,53002,86.16666667,46,23.16666667,23.16666667,23.16666667
10,53009,42.83333333,21,16.83333333,16.83333333,16.83333333
10,53014,68.66666667,19,24.66666667,24.66666667,24
10,53026,71,29,24.33333333,23.66666667,23.66666667
10,53027,70.83333333,34,18.83333333,17.83333333,17.83333333
10,53028,51.83333333,30,11.83333333,11.83333333,11.83333333
10,53036,72.66666667,43,18,17.33333333,17.33333333
10,53038,62.33333333,33,15.83333333,15.83333333,15.83333333
10,53040,77.66666667,51,16.66666667,16.5,16.16666667
10,54022,72.16666667,40,15.16666667,15.16666667,15.16666667
10,55011,41.5,15,17.66666667,16.83333333,16.83333333
10,58001,76,50.5,14.5,14.5,14.5
10,58003,79.83333333,50,8.5,8.5,8.5
10,58004,86.66666667,51,23.16666667,23.16666667,23.16666667
10,58007,86.83333333,52,16.66666667,16.66666667,16.66666667
10,58008,80.66666667,53,15.66666667,15.66666667,15.66666667
10,58012,81.16666667,50,12.33333333,12.33333333,12.16666667
10,58013,80.5,53,11.5,11.5,11.5
10,58014,85.5,54.83333333,17.83333333,17.83333333,17.83333333
10,58018,83.16666667,59,6,6,6
10,58019,93.83333333,57,23,23,23
10,59020,66.5,42,14.5,14.5,14.5
10,59021,89,54,17,17,17
10,60010,77.83333333,44,23.83333333,23.83333333,23.5
10,60013,57.16666667,31,19.16666667,19.16666667,19.16666667
10,60017,51.16666667,22,20.16666667,20.16666667,20.16666667
10,60019,59.16666667,17,26.16666667,25.5,23.33333333
10,60020,61,22,20,20,19
10,60022,74.5,41,17.5,17.5,17.5
10,60023,41,21,9,9,9
10,60024,30.5,13,9.5,9.5,9.5
10,60027,47,26,13,13,13
10,60029,31,15,9,9,9
10,60031,43.83333333,20,14.83333333,14.83333333,14
10,60111,59.83333333,31,16.83333333,16.83333333,15.83333333
10,60112,47.16666667,19,19.33333333,19.33333333,19.33333333
10,60201,59.66666667,33,17.66666667,17.66666667,17.66666667
10,61009,75,47,17,17,17
10,61029,84.16666667,54,9.5,9.5,9.5
10,61030,83,45,22,22,22
10,61034,87.16666667,54,19.66666667,19.66666667,19.66666667
10,61038,77.5,47,20.5,20.5,19.5
10,61045,89.33333333,45,20.33333333,20.33333333,19.33333333
10,61047,73.66666667,51,11.66666667,11.66666667,11.33333333
10,61048,66.5,43,14.5,14.5,14.5
10,61049,88.5,53,18.66666667,18.66666667,18.33333333
10,61056,83.5,47,16.5,16.5,16.5
10,61057,75.16666667,41,19.33333333,19.33333333,19.33333333
10,61059,86,52,16.33333333,16.33333333,16.33333333
10,61064,70.16666667,35,20.16666667,20.16666667,20.16666667
10,61065,73.83333333,41,19.83333333,19.83333333,19.83333333
10,61089,80.16666667,49,18.16666667,18.16666667,18.16666667
10,61100,77.33333333,49,11.5,11.5,11.5
10,61111,67.5,47,13.5,13.5,13.5
10,61121,77.83333333,51,17.16666667,17.16666667,17.16666667
10,61199,85,52,17.83333333,17.83333333,17.5
10,63002,68.16666667,53,8.166666667,8.166666667,8.166666667
10,63003,55.5,37,7.166666667,7.166666667,7.166666667
10,63004,63,45,11,11,11
10,63010,73.5,52,6,6,6
10,63011,68.16666667,47,10.33333333,10.33333333,10.33333333
10,63024,76.33333333,62,8.333333333,8.333333333,8.333333333
10,63030,67.83333333,41,10.33333333,10.33333333,10.33333333
10,63119,65.5,45,11.5,11.5,11.5
10,64005,57.16666667,32.83333333,13.5,13.5,13.5
10,64009,76,38,21,21,21
10,64012,61.16666667,36,14.83333333,14.83333333,14.83333333
10,64038,58,36,11.16666667,11.16666667,11.16666667
10,64039,60.5,39,7.5,7.5,7.5
10,64042,60.66666667,44,10.66666667,10.66666667,10.66666667
10,64044,81.5,58,12.5,12.5,12.5
10,66002,59.83333333,33,10.83333333,10.83333333,10.83333333
10,66021,72.33333333,48,9.833333333,9.833333333,9.833333333
10,66042,65.5,43,10.83333333,10.83333333,10.83333333
10,66073,71.66666667,47,12.66666667,12.66666667,12.66666667
10,66075,78,49,14,14,13.83333333
10,66076,75.16666667,49,13,13,13
10,66082,70.5,47,12.33333333,12.33333333,12.33333333
10,66107,66.16666667,38,18.16666667,18.16666667,18.16666667
10,67015,67.5,40,15.83333333,15.83333333,15.83333333
10,67022,68.5,43,12,12,12
10,67023,64.66666667,35,15.66666667,15.66666667,15
10,67034,33,17,7.333333333,7.333333333,7.333333333
10,69019,79.5,49,13.66666667,13.66666667,13.66666667
10,69026,80.33333333,44,17,17,17
10,69028,73.33333333,29,27.66666667,27.66666667,26.83333333
10,69029,63.66666667,34,16.66666667,16.66666667,15.66666667
10,69033,66,34,12.5,12.5,12.5
10,69034,79.66666667,45,17.16666667,17.16666667,17.16666667
10,69057,75.83333333,48,15.83333333,15.83333333,15.83333333
10,72002,84,52,18,18,17.66666667
10,72004,78.66666667,47,14.66666667,14.66666667,14.66666667
10,72006,82.5,49,19.5,19.5,19.5
10,72010,86.16666667,46,28.33333333,28.33333333,28.33333333
10,72016,80.5,44,18.5,18.5,18.5
10,72022,89.66666667,43,24.66666667,24.66666667,24.66666667
10,72025,84,41,21,21,21
10,72029,96.16666667,54,24.16666667,24.16666667,24.16666667
10,72031,92.33333333,54,20.33333333,20.33333333,20.33333333
10,72033,89.83333333,56,17.33333333,17.33333333,17.33333333
10,72035,96.16666667,48,21.16666667,21.16666667,21.16666667
10,72047,70.33333333,46,9.166666667,9.166666667,9.166666667
10,72049,87.33333333,46,21.33333333,21.33333333,20.33333333
10,72050,85.66666667,55,13.66666667,13.66666667,13
10,72053,79.16666667,40,16.16666667,16.16666667,16.16666667
10,72054,86.16666667,52,12.16666667,12.16666667,12.16666667
10,72056,87.5,48,17.5,17.5,17.5
10,72057,77.83333333,43,17.83333333,17.83333333,17.83333333
10,72060,88.16666667,53,20.16666667,20.16666667,19.16666667
10,72061,81.33333333,51,17.33333333,17.33333333,17.33333333
10,72062,85.83333333,57,14.83333333,14.83333333,14.83333333
10,72064,80.5,45,17.83333333,17.83333333,17.83333333
10,72072,77,46,16.33333333,16.33333333,16.33333333
10,72083,88.16666667,49,21.5,21.5,21.5
10,72084,60.33333333,39,13.66666667,13.66666667,13.66666667
10,72086,62.33333333,40,15.33333333,15.33333333,15.33333333
10,72088,79.16666667,60,6.5,6.5,6.5
10,72090,87.33333333,51,19.33333333,19.33333333,19.33333333
10,72091,79.16666667,49,11.16666667,11.16666667,11.16666667
10,72132,91.5,66,13.5,13.5,13.5
10,72151,73,44,14.66666667,14.66666667,14.66666667
10,72155,86.16666667,54,11.5,11.5,11.5
10,72165,88.5,56,17.5,17.5,17.5
10,72194,66.83333333,39,14.5,14.5,14.5
10,80003,61,42,9,9,9
10,80005,63.66666667,47,10.66666667,10.66666667,10.66666667
10,81001,57.83333333,35,11.83333333,11.83333333,11.83333333
10,81003,48.83333333,35,7.166666667,7.166666667,7.166666667
10,81029,58.66666667,31,16.66666667,16.66666667,15.66666667
10,82006,68.66666667,45,14,14,14
10,82010,73.83333333,46,17.83333333,17.83333333,17.83333333
10,82016,76.5,58,10.83333333,10.83333333,10.83333333
10,82018,74,58,7.333333333,7.333333333,7.333333333
10,82020,67.33333333,40,14.66666667,14.66666667,14.66666667
10,82034,78.66666667,60,12.66666667,12.66666667,12.66666667
10,82042,78,46,20.66666667,20.66666667,20.66666667
10,82128,72.83333333,52,10,10,10
10,83009,64.33333333,37,18.33333333,16.83333333,14.83333333
10,83013,46.16666667,17,20.16666667,20.16666667,19.16666667
10,83026,50.83333333,30,16.83333333,16.83333333,16.83333333
10,83033,57.83333333,41,9,9,9
10,83042,66.33333333,31,20.33333333,19.33333333,19.33333333
10,83044,58.83333333,41,7.5,7.5,7.5
10,83045,60.83333333,44.66666667,7.166666667,7.166666667,7.166666667
10,83064,53.66666667,24,13.66666667,13.66666667,13.66666667
10,83082,48.16666667,21,19.16666667,18.33333333,18.33333333
10,83098,58.66666667,22,25.66666667,22.33333333,19.83333333
10,83100,53.33333333,27,16.33333333,16.33333333,16.33333333
10,83140,67.83333333,35,15.83333333,15.83333333,14.83333333
10,85004,27.66666667,8,14.66666667,13.66666667,13.66666667
10,85011,51.33333333,22,18.33333333,17.33333333,17.33333333
10,85021,74.33333333,23,30.33333333,30.33333333,29.33333333
10,85024,62.83333333,26,20.83333333,19.83333333,19.83333333
10,85025,31.83333333,16,10.83333333,10.83333333,10.83333333
10,85109,15.83333333,4,5.833333333,5.833333333,5.833333333
10,87005,77.5,52,12,12,12
10,87015,84.33333333,53,13.83333333,13.83333333,12.5
10,88004,73.5,47,14.5,14.5,14.5
10,88005,72.66666667,47,14.83333333,14.83333333,14.83333333
10,88007,70.33333333,48,13.33333333,13.33333333,13.33333333
10,88013,78.83333333,56,15,15,15
10,88014,65.66666667,39,10.66666667,10.66666667,10.66666667
10,88023,74.66666667,51,8.166666667,8.166666667,8.166666667
10,88028,69.83333333,54,10.16666667,10.16666667,10.16666667
10,88043,71.5,47,12.5,12.5,12.5
10,88044,72.66666667,50,10.83333333,10.83333333,10.83333333
10,89001,60.5,31,10.16666667,10.16666667,10.16666667
10,89002,66.83333333,46,10.5,10.5,10.5
10,89004,72.66666667,41,14.33333333,14.33333333,14.33333333
10,89009,57,32,9,9,9
10,89016,77.33333333,38,23.33333333,23.33333333,22.33333333
10,89030,91.66666667,48,30.66666667,29.66666667,29.33333333
10,89043,72.33333333,43,10.5,10.5,9.5
10,89111,72,46,11,11,11
10,90006,77.16666667,48,14.16666667,14.16666667,14.16666667
10,90016,73.66666667,61,5.666666667,5.666666667,5.666666667
10,90019,73.33333333,47,12.66666667,12.66666667,12.66666667
10,90026,72.83333333,64,4.833333333,4.833333333,4.833333333
10,90036,74.66666667,61,7.666666667,7.666666667,7.666666667
10,90048,72.66666667,53,8.666666667,8.666666667,8.666666667
10,91008,90.83333333,52,23,23,22
10,91012,98.16666667,60,19.16666667,19.16666667,18.16666667
10,91014,89,48,21.16666667,21.16666667,20.16666667
10,91020,88.5,57.83333333,15.16666667,15.16666667,15.16666667
10,91022,91.83333333,60,17.5,17.5,17.5
10,91024,87,54,14.16666667,14.16666667,14.16666667
10,91026,92.16666667,61,18,18,18
10,91027,91.66666667,55,17.66666667,17.66666667,17.66666667
10,91028,80.16666667,58,15,15,15
10,91029,94.5,62,16.83333333,16.83333333,16.83333333
10,91036,83,46,21.5,21.5,21.5
10,91039,65.83333333,36,17.83333333,17.83333333,17.83333333
10,91044,96.16666667,65.5,17.66666667,17.66666667,16.66666667
10,91045,90.5,62,11.66666667,11.66666667,11.66666667
10,91048,76.83333333,46,15.5,15.5,15.5
10,91049,94,44,27,27,26
10,91054,73.66666667,51,4.666666667,4.666666667,4.666666667
10,91055,80,53.66666667,15.33333333,15.33333333,15.33333333
10,91056,82.16666667,50,15.5,15.5,14.5
10,91062,66.16666667,42,9,9,9
10,91063,75,45,21,21,20
10,91068,74.16666667,44,13.66666667,13.66666667,13.66666667
10,91069,77.5,47,15.66666667,15.66666667,15
10,91070,63.5,41,11.5,11.5,11.5
10,92005,44.33333333,29,6.333333333,6.333333333,5.333333333
10,92019,76.66666667,31,26.66666667,26.66666667,25.83333333
10,92028,48.5,21,14.83333333,14.83333333,14.83333333
10,92030,66.33333333,40,16.33333333,16.33333333,15.33333333
10,92053,61.5,36,12.83333333,12.83333333,11.16666667
10,92063,56.33333333,27,22.33333333,22.33333333,21.33333333
10,92083,29.66666667,15,7.666666667,7.666666667,6.666666667
10,92087,74.33333333,39,17.33333333,17.33333333,17
10,92104,47.83333333,17,19.83333333,19.83333333,18.83333333
10,92120,47.66666667,15,16.66666667,16.66666667,15.83333333
15,2001,75,45,15,15,15
15,2006,63,38,18,18,18
15,2017,71,52,12,12,12
15,2019,71,50,13,13,13
15,2021,62,35,13,13,13
15,2027,70,42,12,12,12
15,2029,71,50,10,10,10
15,2034,67,48,9,9,9
15,2043,60,47,8,8,8
15,2045,72,49,7,7,7
15,2047,70,55,8,8,8
15,2050,70,41,16,16,16
15,2105,64,43,9,9,9
15,6014,86,62,14,12,12
15,6018,34,13,15,14,14
15,6024,54,20,22,22,21
15,6025,48,23,15,15,15
15,6032,102,55,26,22,21
15,7004,80,47,22,22,22
15,7005,75,45,20,20,20
15,7015,61,29,23,23,23
15,7019,78,37,24,24,24
15,7020,72,46,12,12,12
15,7021,75,46,13,13,13
15,7109,54,23,20,20,20
15,14001,73,38,19,19,18
15,14014,81,53,14,14,14
15,14018,69,31,21,21,20
15,14021,54,23,19,19,18
15,14054,77,44,28,28,27
15,14071,80,58,11,11,11
15,14080,44,22,17,17,17
15,14097,73,45,21,21,20
15,14098,76,56,11,11,10
15,14108,72,53,8,8,8
15,14140,29,12,10,10,10
15,14153,75,44,16,16,14
15,14155,58,30,16,16,16
15,14159,53,29,18,18,18
15,14164,78,37,18,18,18
15,14166,59,34,14,14,14
15,14168,98,55,28,28,27
15,14186,72,47,16,16,15
15,14188,85,41,26,26,25
15,14189,79,58,8,8,8
15,17004,64,33,20,20,20
15,17009,87,39,33,33,32
15,17011,84,41,28,27,25
15,17013,31,16,10,10,10
15,17037,41,19,14,14,14
15,17040,64,34,18,18,17
15,17044,45,16,20,20,20
15,17052,75,37,27,26,25
15,17055,51,26,18,18,18
15,18003,77,41,20,20,20
15,18009,90,52,25,25,25
15,21001,68,46,10,10,10
15,21002,66,40,13,13,13
15,21003,84,54,13,12,12
15,21004,68,46,10,10,10
15,25001,62,44,6,6,6
15,25002,45,22,13,12,12
15,25003,59,35,12,12,12
15,25009,57,38,11,9,9
15,25014,53,39,10,10,10
15,25020,50,35,8,8,8
15,25022,46,30,8,8,8
15,25025,51,27,16,15,15
15,25027,46,26,11,11,11
15,25031,47,26,17,16,16
15,25037,56,34,11,11,11
15,25052,61,47,11,11,11
15,25066,47,28,7,7,7
15,25067,46,25,14,14,14
15,25073,45,33,5,5,5
15,25081,32,19,10,10,10
15,25086,40,25,7,7,7
15,25087,36,18,14,12,12
15,25129,41,31,3,3,3
15,27010,67,42,9,9,9
15,27021,58,44,8,8,8
15,27027,76,53,10,10,10
15,27033,67,46,11,11,11
15,27046,68,46,17,17,17
15,27054,65,41,13,13,13
15,27057,65,41,12,12,12
15,33013,72,26,34,32,32
15,33020,43,19,13,13,12
15,33021,48,24,13,13,13
15,33027,53,26,21,21,21
15,33128,57,23,23,23,23
15,33212,67,22,32,31,31
15,33220,30,13,13,13,12
15,34002,72,46,14,14,13
15,34014,70,35,23,23,22
15,34022,80,45,23,23,22
15,34024,49,27,14,14,14
15,34025,73,38,22,22,22
15,34029,60,28,19,19,19
15,34030,66,25,25,25,25
15,34038,77,46,22,22,22
15,34041,65,36,21,21,21
15,34042,59,26,22,22,21
15,34044,67,30,21,21,21
15,34046,77,42,20,20,20
15,34049,78,50,14,14,14
15,34051,77,37,24,24,24
15,34052,79,49,16,16,16
15,34054,76,49,19,19,19
15,34055,71,47,13,13,13
15,34056,73,48,15,15,15
15,34059,76,58,14,14,14
15,34060,77,57,11,11,11
15,34061,77,54,15,15,15
15,34063,76,58,7,7,7
15,35005,75,53,17,17,17
15,35009,83,51,22,22,21
15,35010,74,43,19,19,19
15,35011,74,43,21,21,21
15,35013,80,57,14,14,14
15,35014,76,49,16,16,16
15,35034,74,48,13,13,12
15,35038,84,64,8,8,8
15,36001,85,46,27,27,26
15,36003,68,38,17,17,16
15,36006,67,39,17,17,17
15,36011,75,45,24,24,24
15,36013,70,34,23,23,23
15,36028,66,38,18,18,18
15,38010,63,31,22,21,21
15,38014,74,44,15,15,14
15,38015,74,41,21,21,21
15,38017,62,37,11,11,11
15,38026,74,44,15,15,15
15,38028,64,42,10,10,10
15,38029,72,48,15,15,15
15,38030,69,42,17,17,16
15,39001,83,59,13,13,13
15,39006,70,45,16,16,16
15,39009,75,58,9,9,9
15,39010,76,59,11,11,11
15,39040,69,46,15,15,15
15,39044,73,49,12,12,12
15,42011,54,27,15,15,15
15,42015,57,24,17,17,17
15,42018,55,36,8,8,8
15,42034,40,21,8,8,8
15,42119,70,42,18,18,18
15,44006,83,49,18,17,15
15,44007,94,58,19,19,19
15,44012,88,46,23,23,22
15,44013,90,59,16,16,16
15,44019,97,47,32,32,32
15,44031,90,47,29,29,28
15,44032,90,53,26,26,25
15,44033,89,55,24,24,24
15,44035,86,42,30,30,28
15,44041,81,44,18,18,17
15,46003,93,54,19,19,19
15,46005,74,52,10,10,10
15,46006,79,47,20,20,20
15,46011,81,55,16,16,16
15,46012,51,36,6,6,6
15,46013,77,50,14,14,14
15,46014,73,44,13,13,13
15,46015,79,48,18,18,18
15,46016,74,46,18,18,18
15,46017,79,49,15,15,15
15,46022,68,46,13,13,13
15,46029,73,50,13,13,13
15,46030,73,48,11,11,11
15,46032,78,53,11,11,11
15,46033,74,50,11,11,11
15,46036,70,49,11,11,11
15,46037,74,52,11,11,11
15,46038,70,50,11,11,11
15,46040,72,46,15,15,15
15,46042,80,58,13,13,13
15,46043,77,56,11,11,11
15,46044,72,53,10,10,10
15,46046,68,45,12,12,12
15,46047,78,53,19,18,18
15,46048,72,51,11,11,11
15,46121,67,48,8,8,8
15,46123,78,58,9,9,9
15,47001,57,37,13,13,13
15,47014,84,53,23,23,23
15,47018,88,55,18,18,18
15,47019,95,58,23,23,23
15,47022,93,58,19,19,19
15,49012,96,58,26,26,26
15,49018,80,46,18,18,18
15,49021,86,55,15,15,15
