t,stateroute,R,Rcore,Rocca,R.aocca,R.ncore
5,27021,55.54545455,39,2.636363636,2.636363636,2.636363636
5,27027,73.54545455,50,4,4,4
5,27033,61.27272727,42,2.545454545,2.545454545,2.545454545
5,27046,60.54545455,42,5.363636364,5.363636364,5.363636364
5,27054,60.45454545,35,6.181818182,6.181818182,5.636363636
5,27057,60,38,4.636363636,4.636363636,4.181818182
5,33013,58.72727273,25,12.18181818,11.72727273,10.72727273
5,33020,35.81818182,17,5.818181818,5.818181818,5.454545455
5,33021,39.90909091,22,4.909090909,4.909090909,4.909090909
5,33027,39.81818182,24,7.181818182,7.181818182,7.181818182
5,33128,44.45454545,20,8.818181818,8.818181818,8.818181818
5,33212,52.36363636,20,9.818181818,9.818181818,9.818181818
5,33220,25.63636364,12,6.181818182,6.181818182,5.181818182
5,34002,65.63636364,41,7.545454545,7.545454545,7.181818182
5,34014,57.63636364,34,9.272727273,9.272727273,9.181818182
5,34022,68.36363636,42,10.09090909,10.09090909,9.636363636
5,34024,42.09090909,26.81818182,4.909090909,4.909090909,4.909090909
5,34025,63.27272727,36,10.72727273,10.72727273,10.72727273
5,34029,50.63636364,27,7.727272727,7.727272727,7.727272727
5,34030,56.63636364,24,9.818181818,9.818181818,9.818181818
5,34038,67.45454545,43,9.454545455,9.454545455,9.454545455
5,34041,53.63636364,31,6.272727273,6.272727273,6.272727273
5,34042,48,23,7.363636364,7.363636364,7
5,34044,56.72727273,27,10.27272727,10.27272727,10.27272727
5,34046,65.81818182,38,7.181818182,7.181818182,7.181818182
5,34049,72.54545455,45,7.363636364,7.363636364,7.363636364
5,34051,66.54545455,37,12.54545455,12.54545455,12.54545455
5,34052,72.45454545,47,8.636363636,8.636363636,8.636363636
5,34054,67.72727273,44,9.181818182,9.181818182,9.181818182
5,34055,65.90909091,42.90909091,6.636363636,6.636363636,6.636363636
5,34056,67.63636364,42,5.818181818,5.818181818,5.818181818
5,34059,71.09090909,54,6.272727273,6.272727273,6.272727273
5,34060,70.36363636,51,5.545454545,5.545454545,5.545454545
5,34061,71.27272727,49.90909091,8.818181818,8.818181818,8.818181818
5,34063,73.36363636,55,3.909090909,3.909090909,3.909090909
5,35005,67.72727273,49,6.181818182,6.181818182,6.181818182
5,35009,71.63636364,40,6.818181818,6.818181818,6.818181818
5,35010,63.18181818,40,6.363636364,6.363636364,6.363636364
5,35011,66.27272727,39,6.545454545,6.545454545,6.545454545
5,35013,74.18181818,54,5.181818182,5.181818182,5.181818182
5,35014,68.36363636,48,9,9,9
5,35034,68.45454545,42,5.181818182,5.181818182,4.727272727
5,35038,80.63636364,63,3.090909091,3.090909091,3.090909091
5,36001,74.72727273,42,13.27272727,13.27272727,12.54545455
5,36003,62,33,9,9,8.272727273
5,36006,58.09090909,37.90909091,6.090909091,6.090909091,6.090909091
5,36011,65.54545455,39,8.363636364,8.363636364,8.363636364
5,36013,56.45454545,33,7.636363636,7.636363636,7.636363636
5,36028,57.18181818,34,9.181818182,9.181818182,9.181818182
5,38010,52.09090909,28.90909091,9.818181818,9.181818182,9.181818182
5,38014,66.63636364,41,6.727272727,6.727272727,6.272727273
5,38015,67.54545455,37,8.818181818,8.818181818,8.818181818
5,38017,56,33,6,6,6
5,38026,66.27272727,42,4.454545455,4.454545455,4.454545455
5,38028,58.72727273,37,6.272727273,6.272727273,6.272727273
5,38029,66.45454545,44,7.454545455,7.454545455,7.454545455
5,38030,62.72727273,38,9.272727273,9.272727273,8.454545455
5,39001,77.27272727,58,5.454545455,5.454545455,5.454545455
5,39006,64.27272727,41.90909091,5.090909091,5.090909091,5.090909091
5,39009,70.36363636,57,4.545454545,4.545454545,4.545454545
5,39010,72.63636364,50,2.545454545,2.545454545,2.545454545
5,39040,61.81818182,42,4.181818182,4.181818182,4.181818182
5,39044,68.63636364,46.90909091,5.454545455,5.454545455,5.454545455
5,42011,46.90909091,23,5.727272727,5.727272727,5.727272727
5,42015,51.27272727,21,9.090909091,9.090909091,9.090909091
5,42018,51.45454545,32,5,5,5
5,42034,35.18181818,19,1.727272727,1.727272727,1.727272727
5,42119,61.72727273,35,6.454545455,6.454545455,5.818181818
5,44006,74.18181818,42,7.636363636,7.636363636,6
5,44007,82.36363636,50,6,6,5.454545455
5,44012,77.45454545,42.90909091,8.454545455,8.454545455,8.090909091
5,44013,80.72727273,50,6.636363636,6.636363636,6.636363636
5,44019,84.36363636,43,17.27272727,17.27272727,16.18181818
5,44031,76.81818182,41,13.09090909,13.09090909,11.18181818
5,44032,77.36363636,51,7.454545455,7.454545455,6.363636364
5,44033,76.18181818,49.90909091,8.181818182,8.181818182,7.272727273
5,44035,69.36363636,39,11,11,9.727272727
5,44041,68.54545455,39,6.272727273,6.272727273,6
5,46003,84.09090909,49,7.727272727,7.727272727,7.727272727
5,46005,68.18181818,51,3.727272727,3.727272727,3.727272727
5,46006,72,43,8.818181818,8.818181818,8.818181818
5,46011,74.45454545,52,6,6,6
5,46012,47.18181818,33,3.363636364,3.363636364,3.363636364
5,46013,70,45,7.545454545,7.545454545,7.545454545
5,46014,67.45454545,43.45454545,7.363636364,7.363636364,7.363636364
5,46015,72,44.72727273,10.63636364,10.63636364,10.63636364
5,46016,65.27272727,44.90909091,7.818181818,7.818181818,7.818181818
5,46017,68.27272727,43.54545455,7.181818182,7.181818182,7.181818182
5,46022,60.36363636,40.90909091,4.818181818,4.818181818,4.818181818
5,46029,67.54545455,47,5.909090909,5.909090909,5.909090909
5,46030,68.45454545,47,4.818181818,4.818181818,4.818181818
5,46032,70.54545455,46,4.727272727,4.727272727,4.727272727
5,46033,67.63636364,48,3.727272727,3.727272727,3.727272727
5,46036,63.36363636,45,4.545454545,4.545454545,4.545454545
5,46037,70,47.90909091,7,7,7
5,46038,63.45454545,47.90909091,4.818181818,4.818181818,4.818181818
5,46040,66,42,5,5,5
5,46042,73.63636364,53,5.181818182,5.181818182,5.181818182
5,46043,70.54545455,51,4.090909091,4.090909091,4.090909091
5,46044,67.81818182,51,4.272727273,4.272727273,4.272727273
5,46046,63,43,5.363636364,5.363636364,5.363636364
5,46047,70.18181818,49,8.727272727,8.545454545,8.545454545
5,46048,67.63636364,49,5.363636364,5.363636364,5.363636364
5,46121,61.54545455,45,3.818181818,3.818181818,3.818181818
5,46123,73.36363636,55.81818182,2.909090909,2.909090909,2.909090909
5,47001,49,33,4.636363636,4.636363636,4.636363636
5,47014,73.54545455,50,8.727272727,8.727272727,8.727272727
5,47018,79.63636364,47,7.272727273,7.272727273,7.272727273
5,47019,85.81818182,50.90909091,11.09090909,11.09090909,11.09090909
5,47022,83.09090909,54,8,8,8
5,49012,84.72727273,57,12.27272727,12.27272727,12.27272727
5,49018,72.72727273,41,8.909090909,8.909090909,8.909090909
5,49021,77.09090909,52,4.636363636,4.636363636,4.636363636
5,49033,71,36,12.63636364,12.63636364,12.18181818
5,49038,77,50,6.454545455,6.454545455,6
5,49055,70.54545455,45,6.090909091,6.090909091,6.090909091
5,49073,55.18181818,31.63636364,4,4,4
5,50003,58.18181818,28,13.54545455,13.54545455,13.54545455
5,50008,60.18181818,34,5.363636364,5.363636364,5.363636364
5,50015,76.81818182,45.81818182,12.81818182,12.81818182,12.81818182
5,50017,62.18181818,33.54545455,6,6,6
5,50032,55.81818182,35,6.454545455,6.454545455,5.727272727
5,50033,64.18181818,36,8.545454545,8.545454545,7.363636364
5,50034,74.45454545,34,8.818181818,8.818181818,8.727272727
5,50035,78.18181818,44,9.545454545,9.545454545,9
5,50037,67.72727273,35,3.363636364,3.363636364,3.272727273
5,50042,74.09090909,30,12,12,12
5,50044,66.09090909,35,9.363636364,9.363636364,9.090909091
5,50048,51.18181818,26,4.909090909,4.909090909,4.909090909
5,51023,55.54545455,36,10.09090909,10.09090909,10.09090909
5,51030,50.81818182,39,3.090909091,3.090909091,3.090909091
5,51113,59.27272727,43,3.090909091,3.090909091,3.090909091
5,52002,73.27272727,47,9.818181818,9.818181818,9.727272727
5,52007,69.72727273,37,11.90909091,11.90909091,11.90909091
5,52010,67.27272727,50,5,5,5
5,52011,64.72727273,46,3.727272727,3.727272727,3.727272727
5,52014,68,34,9.363636364,9.363636364,8.727272727
5,52016,65,35,6.090909091,6.090909091,6.090909091
5,52021,73.27272727,37,10.36363636,10.36363636,9.454545455
5,52027,76.45454545,42,12,12,12
5,52131,68.81818182,41,8.636363636,8.636363636,8.363636364
5,53002,79.27272727,37,14.27272727,14.27272727,14.27272727
5,53009,37.27272727,19,10.72727273,10.72727273,10.72727273
5,53014,62.72727273,16,11.90909091,11.90909091,11.54545455
5,53026,63.45454545,25,12.45454545,12.09090909,12.09090909
5,53027,63.36363636,30,10.54545455,10,10
5,53028,48.09090909,26,6.363636364,6.363636364,6.363636364
5,53036,66,38,8,8,7.181818182
5,53038,57.81818182,32,7.818181818,7.818181818,7.818181818
5,53040,69.63636364,44,7.909090909,7.818181818,7.636363636
5,54022,68.18181818,35,11.36363636,11.36363636,11.36363636
5,55011,35.54545455,12,9.181818182,9.181818182,8.727272727
5,58001,70,45,7.454545455,7.454545455,7.454545455
5,58003,74.45454545,45.54545455,3.454545455,3.454545455,3.454545455
5,58004,77.72727273,48,11.81818182,11.81818182,11.81818182
5,58007,79.81818182,48,10.63636364,10.63636364,10.63636364
5,58008,75.72727273,44,8,8,8
5,58012,76,45,4.454545455,4.454545455,4.363636364
5,58013,75.63636364,46.72727273,6,6,6
5,58014,80.18181818,52,6.454545455,6.454545455,6.454545455
5,58018,77.54545455,56,2.818181818,2.818181818,2.818181818
5,58019,86,50,11.72727273,11.72727273,11.54545455
5,59020,62.45454545,38,9.727272727,9.727272727,9.727272727
5,59021,82.09090909,52,9.636363636,9.636363636,9.636363636
5,60010,70.72727273,39,13,13,12.81818182
5,60013,50.81818182,24,10.63636364,10.63636364,10.63636364
5,60017,46.72727273,19,11,11,11
5,60019,51.09090909,16,12.81818182,12.45454545,11.72727273
5,60020,54.18181818,18,12.18181818,12.18181818,11.54545455
5,60022,67.72727273,36,8.454545455,8.454545455,8.454545455
5,60023,38.63636364,17,5.636363636,5.636363636,5.636363636
5,60024,28,13,4.181818182,4.181818182,4.181818182
5,60027,42.54545455,22,7.909090909,7.909090909,7.909090909
5,60029,26.45454545,15,3.181818182,3.181818182,3.181818182
5,60031,38.63636364,19,9.545454545,9.545454545,9.090909091
5,60111,54.63636364,27,8.454545455,8.454545455,7.818181818
5,60112,40.18181818,18,9.272727273,9.272727273,9.272727273
5,60201,52.90909091,32,8.727272727,8.727272727,8.727272727
5,61009,69.27272727,42,9.545454545,9.545454545,9.545454545
5,61029,79,51,4.454545455,4.454545455,4.454545455
5,61030,77.18181818,45,8.363636364,8.363636364,8.363636364
5,61034,80.36363636,52,9.272727273,9.272727273,9.272727273
5,61038,72.18181818,45,10.54545455,10.54545455,10.09090909
5,61045,83.27272727,41,10.18181818,10.18181818,9.181818182
5,61047,69.72727273,44,4.454545455,4.454545455,4.272727273
5,61048,61.27272727,38,7.454545455,7.454545455,7.454545455
5,61049,82.36363636,46,6.272727273,6.272727273,6.272727273
5,61056,78.90909091,40,9.272727273,9.272727273,9.272727273
5,61057,69,36,9.909090909,9.909090909,9.909090909
5,61059,80.81818182,48,6.545454545,6.545454545,6.545454545
5,61064,63.09090909,33,11.27272727,11.27272727,11.27272727
5,61065,68.90909091,39,13.09090909,13.09090909,13.09090909
5,61089,73.72727273,48,10.81818182,10.81818182,10.81818182
5,61100,69.90909091,44,4.727272727,4.727272727,3.727272727
5,61111,62.72727273,43,6.272727273,6.272727273,6.272727273
5,61121,72.36363636,46,7.636363636,7.636363636,7.636363636
5,61199,78.18181818,48,8.636363636,8.636363636,8.454545455
5,63002,66.09090909,49.90909091,3.545454545,3.545454545,3.545454545
5,63003,51.45454545,34,2,2,2
5,63004,58.27272727,38,5.727272727,5.727272727,5.363636364
5,63010,71.36363636,48,4.363636364,4.363636364,4.363636364
5,63011,63.90909091,45,6.909090909,6.909090909,6.545454545
5,63024,73.09090909,58,5.545454545,5.545454545,5.090909091
5,63030,63.27272727,36,4.909090909,4.909090909,4.909090909
5,63119,60.45454545,40,4.090909091,4.090909091,4.090909091
5,64005,53.81818182,29,7.727272727,7.727272727,6.727272727
5,64009,67.90909091,33,12.36363636,12.36363636,11.54545455
5,64012,56.27272727,34,7.272727273,7.272727273,7.272727273
5,64038,52.81818182,32,4.818181818,4.818181818,4.818181818
5,64039,56.45454545,37,3.727272727,3.727272727,3.727272727
5,64042,56.27272727,42,6.363636364,6.363636364,6.363636364
5,64044,75.81818182,54,5.181818182,5.181818182,5.181818182
5,66002,55.63636364,29,4.727272727,4.727272727,4.727272727
5,66021,67.45454545,45,4.909090909,4.909090909,4.909090909
5,66042,60.45454545,37,3.909090909,3.909090909,3.909090909
5,66073,67.81818182,44,5.272727273,5.272727273,5.272727273
5,66075,73.18181818,41,6.636363636,6.636363636,6.545454545
5,66076,70.90909091,47,8.181818182,8.181818182,8.181818182
5,66082,66.63636364,44,6.545454545,6.545454545,6.545454545
5,66107,60.54545455,31,8,8,8
5,67015,62.81818182,38,9.454545455,9.454545455,9.454545455
5,67022,62,40,6.090909091,6.090909091,6.090909091
5,67023,59.09090909,30,7.636363636,7.636363636,7.272727273
5,67034,29.45454545,16,3.727272727,3.727272727,3.727272727
5,69019,73.63636364,44,6.363636364,6.363636364,6.363636364
5,69026,74.45454545,37,8.545454545,8.545454545,8.545454545
5,69028,65.09090909,27,17.45454545,17.45454545,17
5,69029,56.45454545,28,6.454545455,6.454545455,6.454545455
5,69033,59.90909091,34,6.727272727,6.727272727,6.727272727
5,69034,74.09090909,41,7.818181818,7.818181818,7.818181818
5,69057,72.45454545,43,6.363636364,6.363636364,6.363636364
5,72002,77.81818182,43,8.181818182,8.181818182,8
5,72004,72.63636364,45,7.636363636,7.636363636,7.636363636
5,72006,77.36363636,42,9.272727273,9.272727273,9.272727273
5,72010,78.63636364,43,17.81818182,17.81818182,17.81818182
5,72016,74.45454545,40,9.727272727,9.727272727,9.727272727
5,72022,83.63636364,42,15,15,15
5,72025,78.36363636,40,10.36363636,10.36363636,10.36363636
5,72029,90.09090909,38,11.27272727,11.27272727,11.27272727
5,72031,84.54545455,54,12,12,12
5,72033,85.36363636,53,7.545454545,7.545454545,7.545454545
5,72035,91.81818182,45,11.09090909,11.09090909,11.09090909
5,72047,68.54545455,42,4,4,4
5,72049,82.81818182,40,9.545454545,9.545454545,8.545454545
5,72050,81.63636364,49,6.363636364,6.363636364,6
5,72053,75.90909091,36,6.272727273,6.272727273,6.272727273
5,72054,81.90909091,42,7,7,7
5,72056,83.45454545,42,8.545454545,8.545454545,8.545454545
5,72057,71.36363636,35,7.454545455,7.454545455,7.454545455
5,72060,81.81818182,51,11,11,10.45454545
5,72061,74.54545455,46,9.181818182,9.181818182,9.181818182
5,72062,81.18181818,54,5.454545455,5.454545455,5.454545455
5,72064,74.81818182,37,6.818181818,6.818181818,6.818181818
5,72072,71.72727273,40,8.909090909,8.909090909,8.909090909
5,72083,81.36363636,44,11.18181818,11.18181818,11.18181818
5,72084,56.09090909,38.81818182,7,7,7
5,72086,56.54545455,37,9.272727273,9.272727273,9.272727273
5,72088,76.27272727,54.90909091,2.272727273,2.272727273,2.272727273
5,72090,80.27272727,48,8.818181818,8.818181818,8.818181818
5,72091,74,47,4.909090909,4.909090909,4.909090909
5,72132,87.45454545,61,8,8,8
5,72151,67.90909091,39,5.636363636,5.636363636,5.636363636
5,72155,80.27272727,51,5.727272727,5.727272727,5.727272727
5,72165,81.72727273,54,8.363636364,8.363636364,8.363636364
5,72194,61.09090909,36,7.454545455,7.454545455,7.454545455
5,80003,58.90909091,37,2.636363636,2.636363636,2.636363636
5,80005,59.27272727,45,5.454545455,5.454545455,4.545454545
5,81001,53.36363636,30,6.727272727,6.727272727,6.727272727
5,81003,46.45454545,32,4.545454545,4.545454545,4.545454545
5,81029,54.54545455,27,8,8,7.272727273
5,82006,65.45454545,41,10.36363636,10.36363636,10.36363636
5,82010,67.36363636,41,10.63636364,10.63636364,10.18181818
5,82016,74.45454545,57,4.727272727,4.727272727,4.727272727
5,82018,71.54545455,56.90909091,4.909090909,4.909090909,4.909090909
5,82020,62.36363636,36,10,10,10
5,82034,74.63636364,58.90909091,7.727272727,7.727272727,7.272727273
5,82042,72.09090909,42.72727273,11.09090909,11.09090909,10.54545455
5,82128,68.72727273,47,4.272727273,4.272727273,4.272727273
5,83009,60.18181818,35,12.45454545,12.18181818,9.545454545
5,83013,40.72727273,17,11.27272727,11.27272727,10.36363636
5,83026,45.72727273,22,9.909090909,9.909090909,8.909090909
5,83033,51.72727273,39,4.181818182,4.181818182,4.090909091
5,83042,60.54545455,27,9.454545455,9,9
5,83044,53.90909091,38,3.818181818,3.818181818,3.818181818
5,83045,57.36363636,42,3.181818182,3.181818182,2.363636364
5,83064,50.18181818,21,10.27272727,10.27272727,10.27272727
5,83082,42.09090909,18,12.45454545,12,11.09090909
5,83098,50.81818182,20,11.45454545,10.36363636,8.181818182
5,83100,47.81818182,23,9.454545455,9.454545455,9.454545455
5,83140,62.54545455,34,8.909090909,8.909090909,8.454545455
5,85004,24.18181818,7,6.909090909,6.909090909,6.090909091
5,85011,43.63636364,18,10,10,9.454545455
5,85021,62.27272727,22,14.18181818,14.18181818,14.18181818
5,85024,55.27272727,23,10.18181818,10.18181818,9.727272727
5,85025,27.81818182,11,7.181818182,7.181818182,7.181818182
5,85109,13.90909091,4,3.090909091,3.090909091,3.090909091
5,87005,70.45454545,47,5.909090909,5.909090909,5.909090909
5,87015,78.27272727,42,4.636363636,4.636363636,4
5,88004,69.45454545,42,6.909090909,6.909090909,6.909090909
5,88005,66.36363636,43,4.454545455,4.454545455,4.454545455
5,88007,64.90909091,43,6,6,6
5,88013,73.36363636,51,7.545454545,7.545454545,7.545454545
5,88014,61.18181818,36,3.272727273,3.272727273,3.272727273
5,88023,72.27272727,47,5.181818182,5.181818182,5.181818182
5,88028,67.18181818,52,5.272727273,5.272727273,5.272727273
5,88043,67.36363636,42,6,6,6
5,88044,67.54545455,44,6.454545455,6.454545455,6.272727273
5,89001,56.27272727,27,5.272727273,5.272727273,5.272727273
5,89002,63.27272727,39,4.545454545,4.545454545,4.545454545
5,89004,67.27272727,38,6.909090909,6.909090909,6.909090909
5,89009,54.18181818,29,3.272727273,3.272727273,3.272727273
5,89016,70,31,9.909090909,9.909090909,9.363636364
5,89030,81.81818182,43,14.09090909,14.09090909,13.90909091
5,89043,67.18181818,43,3.727272727,3.727272727,3.272727273
5,89111,67.72727273,44,4.909090909,4.909090909,4.909090909
5,90006,71.63636364,44,8.272727273,8.272727273,8.272727273
5,90016,71.54545455,56,3.090909091,3.090909091,3.090909091
5,90019,69.45454545,43,4.454545455,4.454545455,4.454545455
5,90026,71.09090909,61,1.090909091,1.090909091,1.090909091
5,90036,71.63636364,58,2.454545455,2.454545455,2.454545455
5,90048,68.54545455,48.90909091,4.818181818,4.818181818,4.818181818
5,91008,83.36363636,49,9.454545455,9.454545455,8.090909091
5,91012,91.36363636,54,11.81818182,11.81818182,10.90909091
5,91014,83.81818182,46,12.54545455,12.54545455,11.54545455
5,91020,79.90909091,51,6.727272727,6.727272727,6.727272727
5,91022,85.09090909,53,8.636363636,8.636363636,8.636363636
5,91024,80.54545455,52,5.363636364,5.363636364,5.363636364
5,91026,86.18181818,55.63636364,9.545454545,9.545454545,8.545454545
5,91027,85.63636364,53,9.545454545,9.545454545,9.545454545
5,91028,75.36363636,52,8,8,8
5,91029,86.63636364,58,7.090909091,7.090909091,7.090909091
5,91036,76.54545455,42,11.09090909,11.09090909,11.09090909
5,91039,62.18181818,32.72727273,11.36363636,11.36363636,11.36363636
5,91044,91.54545455,61,9.090909091,9.090909091,8.363636364
5,91045,86.81818182,58.90909091,4.272727273,4.272727273,4.272727273
5,91048,70.72727273,41,6.090909091,6.090909091,6.090909091
5,91049,86.09090909,38,12.72727273,12.72727273,12
5,91054,71.45454545,48.90909091,3.727272727,3.727272727,3.727272727
5,91055,74.45454545,48.90909091,7,7,7
5,91056,78.18181818,43.81818182,8,8,7.545454545
5,91062,59.81818182,32.72727273,4.545454545,4.545454545,4.545454545
5,91063,68.36363636,42.90909091,11.90909091,11.90909091,11.36363636
5,91068,68.63636364,41,5.272727273,5.272727273,5.272727273
5,91069,71.81818182,44,5.272727273,5.272727273,4.909090909
5,91070,58.90909091,37,7.090909091,7.090909091,7.090909091
5,92005,41.27272727,28,3.545454545,3.545454545,2.545454545
5,92019,66.18181818,29,12.36363636,12.36363636,11.90909091
5,92028,43.18181818,19,7.727272727,7.727272727,7.727272727
5,92030,59.63636364,38,8.818181818,8.818181818,8.818181818
5,92053,56.36363636,36,6.545454545,6.545454545,5.636363636
5,92063,48.90909091,24,10.81818182,10.81818182,9.909090909
5,92083,26.27272727,11,3.636363636,3.636363636,3.636363636
5,92087,67.81818182,32,8.636363636,8.636363636,8.454545455
5,92104,40.81818182,14,6.454545455,6.454545455,6
5,92120,42.63636364,13,9.454545455,9.454545455,9
10,2001,73,42,9,9,9
10,2006,59.5,36,9.333333333,9.333333333,9.333333333
10,2017,69.33333333,48,5,5,4.166666667
10,2019,69.16666667,42,8.166666667,8.166666667,8.166666667
10,2021,61,34,9.5,9.5,9.5
10,2027,69.66666667,40,10.66666667,10.66666667,9.666666667
10,2029,70,47,6.166666667,6.166666667,5.5
10,2034,65.83333333,42,5,5,5
10,2043,58,44,2.5,2.5,2.5
10,2045,70.83333333,48,4.833333333,4.833333333,4.333333333
10,2047,68.16666667,51,6,6,6
10,2050,66.5,37,9.166666667,9.166666667,9.166666667
10,2105,63.5,41,6.5,6.5,6.5
10,6014,84.16666667,61,9.666666667,9,9
10,6018,31,13,8.833333333,8.833333333,7.833333333
10,6024,50.33333333,17,15.33333333,15.33333333,14.33333333
10,6025,46.33333333,19,9.333333333,9.333333333,9.333333333
10,6032,98.16666667,48,17.5,14.5,13.5
10,7004,76.83333333,45,14.16666667,14.16666667,13.16666667
10,7005,68.33333333,39,12.66666667,12.66666667,12.66666667
10,7015,55.16666667,24,12,12,12
10,7019,75.5,33,19.5,19.5,19.5
10,7020,71.33333333,44,6.833333333,6.833333333,6.833333333
10,7021,73.5,41,10.66666667,10.66666667,10.66666667
10,7109,49,19,11.83333333,11.83333333,11.83333333
10,14001,69.5,32,11,11,10.16666667
10,14014,80.16666667,50,10.83333333,10.83333333,10.83333333
10,14018,64,28,13.83333333,13.83333333,12.83333333
10,14021,51.16666667,21,11.16666667,11.16666667,10.16666667
10,14054,73.33333333,37,21.66666667,21.66666667,19.66666667
10,14071,76.16666667,55,5,5,5
10,14080,41.83333333,21,9.833333333,9.833333333,9.833333333
10,14097,67.66666667,45,8.666666667,8.666666667,7.666666667
10,14098,73.66666667,55,6,6,5
10,14108,69.16666667,49,5.166666667,5.166666667,5.166666667
10,14140,28,10,7,7,7
10,14153,71,42,11,11,9
