Date,Start time,End time,Hours,Tasks,Notes
5/17/2014,11:00,14:00,3,"Created data table, migrated info from pbworks site to Git, created two subfolders (Project Management and references), added this hours sheet, installed PostGreSQL,",Just a few tasks and getting familiar with things.
