"CompAOU","focalAOU","Competitor","Focal","CompSciName","FocalSciName","Family","FocalMass","CompMass","focalcat","compcat"
6520,6690,"Yellow Warbler","Hermit Warbler","Dendroica petechia","Dendroica occidentalis","Parulidae",9.75,11.5,"Dendroica_occidentalis","Dendroica_petechia"
6520,6800,"Yellow Warbler","MacGillivray's Warbler","Dendroica petechia","Oporornis tolmiei","Parulidae",10,11.5,"Oporornis_tolmiei","Dendroica_petechia"
6520,6790,"Yellow Warbler","Mourning Warbler","Dendroica petechia","Oporornis philadelphia","Parulidae",12.75,11.5,"Oporornis_philadelphia","Dendroica_petechia"
6520,6500,"Yellow Warbler","Cape May Warbler","Dendroica petechia","Dendroica tigrina","Parulidae",11,11.5,"Dendroica_tigrina","Dendroica_petechia"
6520,6650,"Yellow Warbler","Black-throated Gray Warbler","Dendroica petechia","Dendroica nigrescens","Parulidae",8.5,11.5,"Dendroica_nigrescens","Dendroica_petechia"
6520,6390,"Yellow Warbler","Worm-eating Warbler","Dendroica petechia","Helmitheros vermivorum","Parulidae",13,11.5,"Helmitheros_vermivorum","Dendroica_petechia"
6520,6460,"Yellow Warbler","Orange-crowned Warbler","Dendroica petechia","Vermivora celata","Parulidae",9,11.5,"Vermivora_celata","Dendroica_petechia"
6520,6620,"Yellow Warbler","Blackburnian Warbler","Dendroica petechia","Dendroica fusca","Parulidae",10,11.5,"Dendroica_fusca","Dendroica_petechia"
6520,6430,"Yellow Warbler","Lucy's Warbler","Dendroica petechia","Vermivora luciae","Parulidae",7,11.5,"Vermivora_luciae","Dendroica_petechia"
6520,6600,"Yellow Warbler","Bay-breasted Warbler","Dendroica petechia","Dendroica castanea","Parulidae",12.75,11.5,"Dendroica_castanea","Dendroica_petechia"
6520,6470,"Yellow Warbler","Tennessee Warbler","Dendroica petechia","Vermivora peregrina","Parulidae",10.25,11.5,"Vermivora_peregrina","Dendroica_petechia"
6520,6610,"Yellow Warbler","Blackpoll Warbler","Dendroica petechia","Dendroica striata","Parulidae",13,11.5,"Dendroica_striata","Dendroica_petechia"
6540,6870,"Black-throated Blue Warbler","American Redstart","Dendroica caerulescens","Setophaga ruticilla","Parulidae",9,10.75,"Setophaga_ruticilla","Dendroica_caerulescens"
6540,6570,"Black-throated Blue Warbler","Magnolia Warbler","Dendroica caerulescens","Dendroica magnolia","Parulidae",9.5,10.75,"Dendroica_magnolia","Dendroica_caerulescens"
6540,6860,"Black-throated Blue Warbler","Canada Warbler","Dendroica caerulescens","Wilsonia canadensis","Parulidae",11,10.75,"Wilsonia_canadensis","Dendroica_caerulescens"
6550,6500,"Yellow-rumped Warbler","Cape May Warbler","Dendroica coronata","Dendroica tigrina","Parulidae",11,12.38,"Dendroica_tigrina","Dendroica_coronata"
6550,6620,"Yellow-rumped Warbler","Blackburnian Warbler","Dendroica coronata","Dendroica fusca","Parulidae",10,12.38,"Dendroica_fusca","Dendroica_coronata"
6550,6800,"Yellow-rumped Warbler","MacGillivray's Warbler","Dendroica coronata","Oporornis tolmiei","Parulidae",10,12.38,"Oporornis_tolmiei","Dendroica_coronata"
6550,6450,"Yellow-rumped Warbler","Nashville Warbler","Dendroica coronata","Vermivora ruficapilla","Parulidae",9,12.38,"Vermivora_ruficapilla","Dendroica_coronata"
6550,6610,"Yellow-rumped Warbler","Blackpoll Warbler","Dendroica coronata","Dendroica striata","Parulidae",13,12.38,"Dendroica_striata","Dendroica_coronata"
6550,6790,"Yellow-rumped Warbler","Mourning Warbler","Dendroica coronata","Oporornis philadelphia","Parulidae",12.75,12.38,"Oporornis_philadelphia","Dendroica_coronata"
6550,6470,"Yellow-rumped Warbler","Tennessee Warbler","Dendroica coronata","Vermivora peregrina","Parulidae",10.25,12.38,"Vermivora_peregrina","Dendroica_coronata"
6550,6690,"Yellow-rumped Warbler","Hermit Warbler","Dendroica coronata","Dendroica occidentalis","Parulidae",9.75,12.38,"Dendroica_occidentalis","Dendroica_coronata"
6550,6600,"Yellow-rumped Warbler","Bay-breasted Warbler","Dendroica coronata","Dendroica castanea","Parulidae",12.75,12.38,"Dendroica_castanea","Dendroica_coronata"
6550,6460,"Yellow-rumped Warbler","Orange-crowned Warbler","Dendroica coronata","Vermivora celata","Parulidae",9,12.38,"Vermivora_celata","Dendroica_coronata"
6570,6540,"Magnolia Warbler","Black-throated Blue Warbler","Dendroica magnolia","Dendroica caerulescens","Parulidae",10.75,9.5,"Dendroica_caerulescens","Dendroica_magnolia"
6570,6870,"Magnolia Warbler","American Redstart","Dendroica magnolia","Setophaga ruticilla","Parulidae",9,9.5,"Setophaga_ruticilla","Dendroica_magnolia"
6570,6860,"Magnolia Warbler","Canada Warbler","Dendroica magnolia","Wilsonia canadensis","Parulidae",11,9.5,"Wilsonia_canadensis","Dendroica_magnolia"
6590,6620,"Chestnut-sided Warbler","Blackburnian Warbler","Dendroica pensylvanica","Dendroica fusca","Parulidae",10,9.75,"Dendroica_fusca","Dendroica_pensylvanica"
6590,6450,"Chestnut-sided Warbler","Nashville Warbler","Dendroica pensylvanica","Vermivora ruficapilla","Parulidae",9,9.75,"Vermivora_ruficapilla","Dendroica_pensylvanica"
6590,6500,"Chestnut-sided Warbler","Cape May Warbler","Dendroica pensylvanica","Dendroica tigrina","Parulidae",11,9.75,"Dendroica_tigrina","Dendroica_pensylvanica"
6590,6470,"Chestnut-sided Warbler","Tennessee Warbler","Dendroica pensylvanica","Vermivora peregrina","Parulidae",10.25,9.75,"Vermivora_peregrina","Dendroica_pensylvanica"
6590,6610,"Chestnut-sided Warbler","Blackpoll Warbler","Dendroica pensylvanica","Dendroica striata","Parulidae",13,9.75,"Dendroica_striata","Dendroica_pensylvanica"
6590,6460,"Chestnut-sided Warbler","Orange-crowned Warbler","Dendroica pensylvanica","Vermivora celata","Parulidae",9,9.75,"Vermivora_celata","Dendroica_pensylvanica"
6590,6790,"Chestnut-sided Warbler","Mourning Warbler","Dendroica pensylvanica","Oporornis philadelphia","Parulidae",12.75,9.75,"Oporornis_philadelphia","Dendroica_pensylvanica"
6590,6600,"Chestnut-sided Warbler","Bay-breasted Warbler","Dendroica pensylvanica","Dendroica castanea","Parulidae",12.75,9.75,"Dendroica_castanea","Dendroica_pensylvanica"
6600,6620,"Bay-breasted Warbler","Blackburnian Warbler","Dendroica castanea","Dendroica fusca","Parulidae",10,12.75,"Dendroica_fusca","Dendroica_castanea"
6600,6500,"Bay-breasted Warbler","Cape May Warbler","Dendroica castanea","Dendroica tigrina","Parulidae",11,12.75,"Dendroica_tigrina","Dendroica_castanea"
6600,6610,"Bay-breasted Warbler","Blackpoll Warbler","Dendroica castanea","Dendroica striata","Parulidae",13,12.75,"Dendroica_striata","Dendroica_castanea"
6600,6450,"Bay-breasted Warbler","Nashville Warbler","Dendroica castanea","Vermivora ruficapilla","Parulidae",9,12.75,"Vermivora_ruficapilla","Dendroica_castanea"
6600,6460,"Bay-breasted Warbler","Orange-crowned Warbler","Dendroica castanea","Vermivora celata","Parulidae",9,12.75,"Vermivora_celata","Dendroica_castanea"
6600,6790,"Bay-breasted Warbler","Mourning Warbler","Dendroica castanea","Oporornis philadelphia","Parulidae",12.75,12.75,"Oporornis_philadelphia","Dendroica_castanea"
6600,6470,"Bay-breasted Warbler","Tennessee Warbler","Dendroica castanea","Vermivora peregrina","Parulidae",10.25,12.75,"Vermivora_peregrina","Dendroica_castanea"
6610,6620,"Blackpoll Warbler","Blackburnian Warbler","Dendroica striata","Dendroica fusca","Parulidae",10,13,"Dendroica_fusca","Dendroica_striata"
6610,6500,"Blackpoll Warbler","Cape May Warbler","Dendroica striata","Dendroica tigrina","Parulidae",11,13,"Dendroica_tigrina","Dendroica_striata"
6610,6450,"Blackpoll Warbler","Nashville Warbler","Dendroica striata","Vermivora ruficapilla","Parulidae",9,13,"Vermivora_ruficapilla","Dendroica_striata"
6610,6460,"Blackpoll Warbler","Orange-crowned Warbler","Dendroica striata","Vermivora celata","Parulidae",9,13,"Vermivora_celata","Dendroica_striata"
6610,6790,"Blackpoll Warbler","Mourning Warbler","Dendroica striata","Oporornis philadelphia","Parulidae",12.75,13,"Oporornis_philadelphia","Dendroica_striata"
6610,6470,"Blackpoll Warbler","Tennessee Warbler","Dendroica striata","Vermivora peregrina","Parulidae",10.25,13,"Vermivora_peregrina","Dendroica_striata"
6610,6600,"Blackpoll Warbler","Bay-breasted Warbler","Dendroica striata","Dendroica castanea","Parulidae",12.75,13,"Dendroica_castanea","Dendroica_striata"
6620,6610,"Blackburnian Warbler","Blackpoll Warbler","Dendroica fusca","Dendroica striata","Parulidae",13,10,"Dendroica_striata","Dendroica_fusca"
6620,6450,"Blackburnian Warbler","Nashville Warbler","Dendroica fusca","Vermivora ruficapilla","Parulidae",9,10,"Vermivora_ruficapilla","Dendroica_fusca"
6620,6600,"Blackburnian Warbler","Bay-breasted Warbler","Dendroica fusca","Dendroica castanea","Parulidae",12.75,10,"Dendroica_castanea","Dendroica_fusca"
6620,6500,"Blackburnian Warbler","Cape May Warbler","Dendroica fusca","Dendroica tigrina","Parulidae",11,10,"Dendroica_tigrina","Dendroica_fusca"
6620,6470,"Blackburnian Warbler","Tennessee Warbler","Dendroica fusca","Vermivora peregrina","Parulidae",10.25,10,"Vermivora_peregrina","Dendroica_fusca"
6620,6790,"Blackburnian Warbler","Mourning Warbler","Dendroica fusca","Oporornis philadelphia","Parulidae",12.75,10,"Oporornis_philadelphia","Dendroica_fusca"
6620,6460,"Blackburnian Warbler","Orange-crowned Warbler","Dendroica fusca","Vermivora celata","Parulidae",9,10,"Vermivora_celata","Dendroica_fusca"
6630,6360,"Yellow-throated Warbler","Black-and-white Warbler","Dendroica dominica","Mniotilta varia","Parulidae",11,9,"Mniotilta_varia","Dendroica_dominica"
6630,6370,"Yellow-throated Warbler","Prothonotary Warbler","Dendroica dominica","Protonotaria citrea","Parulidae",15.75,9,"Protonotaria_citrea","Dendroica_dominica"
6640,6900,"Grace's Warbler","Red-faced Warbler","Dendroica graciae","Cardellina rubrifrons","Parulidae",10,8,"Cardellina_rubrifrons","Dendroica_graciae"
6640,6430,"Grace's Warbler","Lucy's Warbler","Dendroica graciae","Vermivora luciae","Parulidae",7,8,"Vermivora_luciae","Dendroica_graciae"
6640,6650,"Grace's Warbler","Black-throated Gray Warbler","Dendroica graciae","Dendroica nigrescens","Parulidae",8.5,8,"Dendroica_nigrescens","Dendroica_graciae"
6650,6800,"Black-throated Gray Warbler","MacGillivray's Warbler","Dendroica nigrescens","Oporornis tolmiei","Parulidae",10,8.5,"Oporornis_tolmiei","Dendroica_nigrescens"
6650,6690,"Black-throated Gray Warbler","Hermit Warbler","Dendroica nigrescens","Dendroica occidentalis","Parulidae",9.75,8.5,"Dendroica_occidentalis","Dendroica_nigrescens"
6650,6430,"Black-throated Gray Warbler","Lucy's Warbler","Dendroica nigrescens","Vermivora luciae","Parulidae",7,8.5,"Vermivora_luciae","Dendroica_nigrescens"
6670,6600,"Black-throated Green Warbler","Bay-breasted Warbler","Dendroica virens","Dendroica castanea","Parulidae",12.75,9,"Dendroica_castanea","Dendroica_virens"
6670,6790,"Black-throated Green Warbler","Mourning Warbler","Dendroica virens","Oporornis philadelphia","Parulidae",12.75,9,"Oporornis_philadelphia","Dendroica_virens"
6670,6470,"Black-throated Green Warbler","Tennessee Warbler","Dendroica virens","Vermivora peregrina","Parulidae",10.25,9,"Vermivora_peregrina","Dendroica_virens"
6670,6500,"Black-throated Green Warbler","Cape May Warbler","Dendroica virens","Dendroica tigrina","Parulidae",11,9,"Dendroica_tigrina","Dendroica_virens"
6670,6460,"Black-throated Green Warbler","Orange-crowned Warbler","Dendroica virens","Vermivora celata","Parulidae",9,9,"Vermivora_celata","Dendroica_virens"
6670,6610,"Black-throated Green Warbler","Blackpoll Warbler","Dendroica virens","Dendroica striata","Parulidae",13,9,"Dendroica_striata","Dendroica_virens"
6670,6450,"Black-throated Green Warbler","Nashville Warbler","Dendroica virens","Vermivora ruficapilla","Parulidae",9,9,"Vermivora_ruficapilla","Dendroica_virens"
6670,6620,"Black-throated Green Warbler","Blackburnian Warbler","Dendroica virens","Dendroica fusca","Parulidae",10,9,"Dendroica_fusca","Dendroica_virens"
6680,6450,"Townsend's Warbler","Nashville Warbler","Dendroica townsendi","Vermivora ruficapilla","Parulidae",9,9,"Vermivora_ruficapilla","Dendroica_townsendi"
6680,6460,"Townsend's Warbler","Orange-crowned Warbler","Dendroica townsendi","Vermivora celata","Parulidae",9,9,"Vermivora_celata","Dendroica_townsendi"
6680,6470,"Townsend's Warbler","Tennessee Warbler","Dendroica townsendi","Vermivora peregrina","Parulidae",10.25,9,"Vermivora_peregrina","Dendroica_townsendi"
6680,6800,"Townsend's Warbler","MacGillivray's Warbler","Dendroica townsendi","Oporornis tolmiei","Parulidae",10,9,"Oporornis_tolmiei","Dendroica_townsendi"
6680,6610,"Townsend's Warbler","Blackpoll Warbler","Dendroica townsendi","Dendroica striata","Parulidae",13,9,"Dendroica_striata","Dendroica_townsendi"
6690,6800,"Hermit Warbler","MacGillivray's Warbler","Dendroica occidentalis","Oporornis tolmiei","Parulidae",10,9.75,"Oporornis_tolmiei","Dendroica_occidentalis"
6710,6630,"Pine Warbler","Yellow-throated Warbler","Dendroica pinus","Dendroica dominica","Parulidae",9,12,"Dendroica_dominica","Dendroica_pinus"
6710,6370,"Pine Warbler","Prothonotary Warbler","Dendroica pinus","Protonotaria citrea","Parulidae",15.75,12,"Protonotaria_citrea","Dendroica_pinus"
6710,6360,"Pine Warbler","Black-and-white Warbler","Dendroica pinus","Mniotilta varia","Parulidae",11,12,"Mniotilta_varia","Dendroica_pinus"
6710,6390,"Pine Warbler","Worm-eating Warbler","Dendroica pinus","Helmitheros vermivorum","Parulidae",13,12,"Helmitheros_vermivorum","Dendroica_pinus"
6710,6410,"Pine Warbler","Blue-winged Warbler","Dendroica pinus","Vermivora cyanoptera","Parulidae",8,12,"Vermivora_cyanoptera","Dendroica_pinus"
6720,6750,"Palm Warbler","Northern Waterthrush","Dendroica palmarum","Parkesia noveboracensis","Parulidae",18,10,"Parkesia_noveboracensis","Dendroica_palmarum"
6730,6840,"Prairie Warbler","Hooded Warbler","Dendroica discolor","Wilsonia citrina","Parulidae",10.75,8.25,"Wilsonia_citrina","Dendroica_discolor"
6730,6390,"Prairie Warbler","Worm-eating Warbler","Dendroica discolor","Helmitheros vermivorum","Parulidae",13,8.25,"Helmitheros_vermivorum","Dendroica_discolor"
6730,6410,"Prairie Warbler","Blue-winged Warbler","Dendroica discolor","Vermivora cyanoptera","Parulidae",8,8.25,"Vermivora_cyanoptera","Dendroica_discolor"
6740,6780,"Ovenbird","Connecticut Warbler","Seiurus aurocapilla","Oporornis agilis","Parulidae",15,19,"Oporornis_agilis","Seiurus_aurocapilla"
6740,6380,"Ovenbird","Swainson's Warbler","Seiurus aurocapilla","Limnothlypis swainsonii","Parulidae",19,19,"Limnothlypis_swainsonii","Seiurus_aurocapilla"
6740,6720,"Ovenbird","Palm Warbler","Seiurus aurocapilla","Dendroica palmarum","Parulidae",10,19,"Dendroica_palmarum","Seiurus_aurocapilla"
6740,6750,"Ovenbird","Northern Waterthrush","Seiurus aurocapilla","Parkesia noveboracensis","Parulidae",18,19,"Parkesia_noveboracensis","Seiurus_aurocapilla"
6740,6760,"Ovenbird","Louisiana Waterthrush","Seiurus aurocapilla","Parkesia motacilla","Parulidae",21,19,"Parkesia_motacilla","Seiurus_aurocapilla"
6740,6770,"Ovenbird","Kentucky Warbler","Seiurus aurocapilla","Oporornis formosus","Parulidae",14,19,"Oporornis_formosus","Seiurus_aurocapilla"
6750,6780,"Northern Waterthrush","Connecticut Warbler","Parkesia noveboracensis","Oporornis agilis","Parulidae",15,18,"Oporornis_agilis","Parkesia_noveboracensis"
6750,6770,"Northern Waterthrush","Kentucky Warbler","Parkesia noveboracensis","Oporornis formosus","Parulidae",14,18,"Oporornis_formosus","Parkesia_noveboracensis"
6750,6720,"Northern Waterthrush","Palm Warbler","Parkesia noveboracensis","Dendroica palmarum","Parulidae",10,18,"Dendroica_palmarum","Parkesia_noveboracensis"
6750,6380,"Northern Waterthrush","Swainson's Warbler","Parkesia noveboracensis","Limnothlypis swainsonii","Parulidae",19,18,"Limnothlypis_swainsonii","Parkesia_noveboracensis"
6750,6760,"Northern Waterthrush","Louisiana Waterthrush","Parkesia noveboracensis","Parkesia motacilla","Parulidae",21,18,"Parkesia_motacilla","Parkesia_noveboracensis"
6760,6780,"Louisiana Waterthrush","Connecticut Warbler","Parkesia motacilla","Oporornis agilis","Parulidae",15,21,"Oporornis_agilis","Parkesia_motacilla"
6760,6380,"Louisiana Waterthrush","Swainson's Warbler","Parkesia motacilla","Limnothlypis swainsonii","Parulidae",19,21,"Limnothlypis_swainsonii","Parkesia_motacilla"
6760,6750,"Louisiana Waterthrush","Northern Waterthrush","Parkesia motacilla","Parkesia noveboracensis","Parulidae",18,21,"Parkesia_noveboracensis","Parkesia_motacilla"
6760,6770,"Louisiana Waterthrush","Kentucky Warbler","Parkesia motacilla","Oporornis formosus","Parulidae",14,21,"Oporornis_formosus","Parkesia_motacilla"
6770,6750,"Kentucky Warbler","Northern Waterthrush","Oporornis formosus","Parkesia noveboracensis","Parulidae",18,14,"Parkesia_noveboracensis","Oporornis_formosus"
6770,6760,"Kentucky Warbler","Louisiana Waterthrush","Oporornis formosus","Parkesia motacilla","Parulidae",21,14,"Parkesia_motacilla","Oporornis_formosus"
6770,6380,"Kentucky Warbler","Swainson's Warbler","Oporornis formosus","Limnothlypis swainsonii","Parulidae",19,14,"Limnothlypis_swainsonii","Oporornis_formosus"
6780,6750,"Connecticut Warbler","Northern Waterthrush","Oporornis agilis","Parkesia noveboracensis","Parulidae",18,15,"Parkesia_noveboracensis","Oporornis_agilis"
6780,6760,"Connecticut Warbler","Louisiana Waterthrush","Oporornis agilis","Parkesia motacilla","Parulidae",21,15,"Parkesia_motacilla","Oporornis_agilis"
6790,6450,"Mourning Warbler","Nashville Warbler","Oporornis philadelphia","Vermivora ruficapilla","Parulidae",9,12.75,"Vermivora_ruficapilla","Oporornis_philadelphia"
6790,6460,"Mourning Warbler","Orange-crowned Warbler","Oporornis philadelphia","Vermivora celata","Parulidae",9,12.75,"Vermivora_celata","Oporornis_philadelphia"
6790,6600,"Mourning Warbler","Bay-breasted Warbler","Oporornis philadelphia","Dendroica castanea","Parulidae",12.75,12.75,"Dendroica_castanea","Oporornis_philadelphia"
6790,6610,"Mourning Warbler","Blackpoll Warbler","Oporornis philadelphia","Dendroica striata","Parulidae",13,12.75,"Dendroica_striata","Oporornis_philadelphia"
6790,6620,"Mourning Warbler","Blackburnian Warbler","Oporornis philadelphia","Dendroica fusca","Parulidae",10,12.75,"Dendroica_fusca","Oporornis_philadelphia"
6790,6500,"Mourning Warbler","Cape May Warbler","Oporornis philadelphia","Dendroica tigrina","Parulidae",11,12.75,"Dendroica_tigrina","Oporornis_philadelphia"
6790,6470,"Mourning Warbler","Tennessee Warbler","Oporornis philadelphia","Vermivora peregrina","Parulidae",10.25,12.75,"Vermivora_peregrina","Oporornis_philadelphia"
6800,6690,"MacGillivray's Warbler","Hermit Warbler","Oporornis tolmiei","Dendroica occidentalis","Parulidae",9.75,10,"Dendroica_occidentalis","Oporornis_tolmiei"
6810,6840,"Common Yellowthroat","Hooded Warbler","Geothlypis trichas","Wilsonia citrina","Parulidae",10.75,10.58,"Wilsonia_citrina","Geothlypis_trichas"
6810,6600,"Common Yellowthroat","Bay-breasted Warbler","Geothlypis trichas","Dendroica castanea","Parulidae",12.75,10.58,"Dendroica_castanea","Geothlypis_trichas"
6810,6410,"Common Yellowthroat","Blue-winged Warbler","Geothlypis trichas","Vermivora cyanoptera","Parulidae",8,10.58,"Vermivora_cyanoptera","Geothlypis_trichas"
6810,6450,"Common Yellowthroat","Nashville Warbler","Geothlypis trichas","Vermivora ruficapilla","Parulidae",9,10.58,"Vermivora_ruficapilla","Geothlypis_trichas"
6810,6500,"Common Yellowthroat","Cape May Warbler","Geothlypis trichas","Dendroica tigrina","Parulidae",11,10.58,"Dendroica_tigrina","Geothlypis_trichas"
6810,6460,"Common Yellowthroat","Orange-crowned Warbler","Geothlypis trichas","Vermivora celata","Parulidae",9,10.58,"Vermivora_celata","Geothlypis_trichas"
6810,6790,"Common Yellowthroat","Mourning Warbler","Geothlypis trichas","Oporornis philadelphia","Parulidae",12.75,10.58,"Oporornis_philadelphia","Geothlypis_trichas"
6810,6470,"Common Yellowthroat","Tennessee Warbler","Geothlypis trichas","Vermivora peregrina","Parulidae",10.25,10.58,"Vermivora_peregrina","Geothlypis_trichas"
6810,6610,"Common Yellowthroat","Blackpoll Warbler","Geothlypis trichas","Dendroica striata","Parulidae",13,10.58,"Dendroica_striata","Geothlypis_trichas"
6810,6800,"Common Yellowthroat","MacGillivray's Warbler","Geothlypis trichas","Oporornis tolmiei","Parulidae",10,10.58,"Oporornis_tolmiei","Geothlypis_trichas"
6810,6390,"Common Yellowthroat","Worm-eating Warbler","Geothlypis trichas","Helmitheros vermivorum","Parulidae",13,10.58,"Helmitheros_vermivorum","Geothlypis_trichas"
6810,6690,"Common Yellowthroat","Hermit Warbler","Geothlypis trichas","Dendroica occidentalis","Parulidae",9.75,10.58,"Dendroica_occidentalis","Geothlypis_trichas"
6810,6620,"Common Yellowthroat","Blackburnian Warbler","Geothlypis trichas","Dendroica fusca","Parulidae",10,10.58,"Dendroica_fusca","Geothlypis_trichas"
6840,6390,"Hooded Warbler","Worm-eating Warbler","Wilsonia citrina","Helmitheros vermivorum","Parulidae",13,10.75,"Helmitheros_vermivorum","Wilsonia_citrina"
6840,6410,"Hooded Warbler","Blue-winged Warbler","Wilsonia citrina","Vermivora cyanoptera","Parulidae",8,10.75,"Vermivora_cyanoptera","Wilsonia_citrina"
6850,6500,"Wilson's Warbler","Cape May Warbler","Wilsonia pusilla","Dendroica tigrina","Parulidae",11,7.5,"Dendroica_tigrina","Wilsonia_pusilla"
6850,6470,"Wilson's Warbler","Tennessee Warbler","Wilsonia pusilla","Vermivora peregrina","Parulidae",10.25,7.5,"Vermivora_peregrina","Wilsonia_pusilla"
6850,6610,"Wilson's Warbler","Blackpoll Warbler","Wilsonia pusilla","Dendroica striata","Parulidae",13,7.5,"Dendroica_striata","Wilsonia_pusilla"
6850,6460,"Wilson's Warbler","Orange-crowned Warbler","Wilsonia pusilla","Vermivora celata","Parulidae",9,7.5,"Vermivora_celata","Wilsonia_pusilla"
6850,6600,"Wilson's Warbler","Bay-breasted Warbler","Wilsonia pusilla","Dendroica castanea","Parulidae",12.75,7.5,"Dendroica_castanea","Wilsonia_pusilla"
6850,6450,"Wilson's Warbler","Nashville Warbler","Wilsonia pusilla","Vermivora ruficapilla","Parulidae",9,7.5,"Vermivora_ruficapilla","Wilsonia_pusilla"
6850,6620,"Wilson's Warbler","Blackburnian Warbler","Wilsonia pusilla","Dendroica fusca","Parulidae",10,7.5,"Dendroica_fusca","Wilsonia_pusilla"
6850,6790,"Wilson's Warbler","Mourning Warbler","Wilsonia pusilla","Oporornis philadelphia","Parulidae",12.75,7.5,"Oporornis_philadelphia","Wilsonia_pusilla"
6860,6540,"Canada Warbler","Black-throated Blue Warbler","Wilsonia canadensis","Dendroica caerulescens","Parulidae",10.75,11,"Dendroica_caerulescens","Wilsonia_canadensis"
6860,6870,"Canada Warbler","American Redstart","Wilsonia canadensis","Setophaga ruticilla","Parulidae",9,11,"Setophaga_ruticilla","Wilsonia_canadensis"
6860,6570,"Canada Warbler","Magnolia Warbler","Wilsonia canadensis","Dendroica magnolia","Parulidae",9.5,11,"Dendroica_magnolia","Wilsonia_canadensis"
6870,6860,"American Redstart","Canada Warbler","Setophaga ruticilla","Wilsonia canadensis","Parulidae",11,9,"Wilsonia_canadensis","Setophaga_ruticilla"
6870,6570,"American Redstart","Magnolia Warbler","Setophaga ruticilla","Dendroica magnolia","Parulidae",9.5,9,"Dendroica_magnolia","Setophaga_ruticilla"
6870,6540,"American Redstart","Black-throated Blue Warbler","Setophaga ruticilla","Dendroica caerulescens","Parulidae",10.75,9,"Dendroica_caerulescens","Setophaga_ruticilla"
6880,6900,"Painted Redstart","Red-faced Warbler","Myioborus pictus","Cardellina rubrifrons","Parulidae",10,8,"Cardellina_rubrifrons","Myioborus_pictus"
6880,6650,"Painted Redstart","Black-throated Gray Warbler","Myioborus pictus","Dendroica nigrescens","Parulidae",8.5,8,"Dendroica_nigrescens","Myioborus_pictus"
6880,6430,"Painted Redstart","Lucy's Warbler","Myioborus pictus","Vermivora luciae","Parulidae",7,8,"Vermivora_luciae","Myioborus_pictus"
6900,6430,"Red-faced Warbler","Lucy's Warbler","Cardellina rubrifrons","Vermivora luciae","Parulidae",7,10,"Vermivora_luciae","Cardellina_rubrifrons"
7000,5400,"Sprague's Pipit","Vesper Sparrow","Anthus spragueii","Pooecetes gramineus","Emberizidae",27,25,"Pooecetes_gramineus","Anthus_spragueii"
7020,7030,"Sage Thrasher","Northern Mockingbird","Oreoscoptes montanus","Mimus polyglottos","Mimidae",49,43.5,"Mimus_polyglottos","Oreoscoptes_montanus"
7030,7020,"Northern Mockingbird","Sage Thrasher","Mimus polyglottos","Oreoscoptes montanus","Mimidae",43.5,49,"Oreoscoptes_montanus","Mimus_polyglottos"
7030,7080,"Northern Mockingbird","Bendire's Thrasher","Mimus polyglottos","Toxostoma bendirei","Mimidae",62,49,"Toxostoma_bendirei","Mimus_polyglottos"
7030,7100,"Northern Mockingbird","California Thrasher","Mimus polyglottos","Toxostoma redivivum","Mimidae",84,49,"Toxostoma_redivivum","Mimus_polyglottos"
7040,7030,"Gray Catbird","Northern Mockingbird","Dumetella carolinensis","Mimus polyglottos","Mimidae",49,37,"Mimus_polyglottos","Dumetella_carolinensis"
7050,7030,"Brown Thrasher","Northern Mockingbird","Toxostoma rufum","Mimus polyglottos","Mimidae",49,69,"Mimus_polyglottos","Toxostoma_rufum"
7080,7020,"Bendire's Thrasher","Sage Thrasher","Toxostoma bendirei","Oreoscoptes montanus","Mimidae",43.5,62,"Oreoscoptes_montanus","Toxostoma_bendirei"
7080,7030,"Bendire's Thrasher","Northern Mockingbird","Toxostoma bendirei","Mimus polyglottos","Mimidae",49,62,"Mimus_polyglottos","Toxostoma_bendirei"
7100,7030,"California Thrasher","Northern Mockingbird","Toxostoma redivivum","Mimus polyglottos","Mimidae",49,84,"Mimus_polyglottos","Toxostoma_redivivum"
7120,7080,"Crissal Thrasher","Bendire's Thrasher","Toxostoma crissale","Toxostoma bendirei","Mimidae",62,63,"Toxostoma_bendirei","Toxostoma_crissale"
7150,7190,"Rock Wren","Bewick's Wren","Salpinctes obsoletus","Thryomanes bewickii","Troglodytidae",10,17,"Thryomanes_bewickii","Salpinctes_obsoletus"
7190,7150,"Bewick's Wren","Rock Wren","Thryomanes bewickii","Salpinctes obsoletus","Troglodytidae",17,10,"Salpinctes_obsoletus","Thryomanes_bewickii"
7210,7150,"House Wren","Rock Wren","Troglodytes aedon","Salpinctes obsoletus","Troglodytidae",17,10.5,"Salpinctes_obsoletus","Troglodytes_aedon"
7210,7222,"House Wren","Winter Wren","Troglodytes aedon","Troglodytes troglodytes","Troglodytidae",10,10.5,"Troglodytes_troglodytes","Troglodytes_aedon"
7210,7190,"House Wren","Bewick's Wren","Troglodytes aedon","Thryomanes bewickii","Troglodytidae",10,10.5,"Thryomanes_bewickii","Troglodytes_aedon"
7210,7240,"House Wren","Sedge Wren","Troglodytes aedon","Cistothorus platensis","Troglodytidae",9,10.5,"Cistothorus_platensis","Troglodytes_aedon"
7222,7240,"Winter Wren","Sedge Wren","Troglodytes troglodytes","Cistothorus platensis","Troglodytidae",9,10,"Cistothorus_platensis","Troglodytes_troglodytes"
