"","stateroute","AOU","Longi","Lati","zTemp","zPrecip","zElev","zEVI","Spotted_abun","GT_occ","eucdist","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"44",33220,-113.87,43.33,-0.590696009,-0.600799162,0.633877097,1.117753726,985319,840,33,220,101,1,0,0,0,0,1,1,NA,NA,43.33,-113.87,0,1.53657247606368
"45",53002,-114.46,48.1,-0.806412011,-0.133352149,-0.005545093,0.567787702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.995237031930988
"46",53014,-114.2,47.71,-0.398948453,-0.226042899,-0.043522042,0.692183663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.831425072873897
"47",53026,-113.66,46.72,-1.070064901,-0.41826083,0.457404444,-0.138575202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24434839424685
"48",53027,-112.49,46.62,-1.11800179,-0.478774462,0.67320475,0.693893815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5536557694111
"49",53028,-111.91,46.12,-0.758475122,-0.542590589,0.624991624,1.338363286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74686000393482
"50",53028,-111.91,46.12,-0.315050552,-0.171791893,-0.345097339,2.309701589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36274901511566
"51",53036,-113.95,45.85,-0.998159568,-0.424761727,0.985364829,1.503404632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09950336548033
"52",53038,-111.76,45.91,-0.806412011,-0.558979667,0.46629056,-0.816849452,2210726.06666667,840,53,38,101,0.0666666666666667,3.8,0,0,0,2.13333333333333,3.86666666666667,NA,NA,45.91,-111.76,0,1.35920142480146
"53",53040,-109.54,45.72,-0.351011564,-0.450620646,0.271679014,-0.935505863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12926914020466
"54",53040,-109.54,45.72,0.192346653,0.058730454,-0.895948973,-0.468261831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0307474015192
"55",55011,-115.63,40.09,-0.8543489,-0.594625487,1.040820433,-0.485571997,2295901.42857143,840,55,11,101,1.14285714285714,0,0.142857142857143,0.285714285714286,0,1.57142857142857,1.57142857142857,NA,NA,40.09,-115.63,0.763157894736842,1.55002543551455
"56",55011,-115.63,40.09,-0.434438129,-0.302217189,0.303223644,0.081417918,2295901.42857143,840,55,11,101,1.14285714285714,0,0.142857142857143,0.285714285714286,0,1.57142857142857,1.57142857142857,NA,NA,40.09,-115.63,0.763157894736842,0.615341509170457
"57",60010,-105.67,35.57,-0.015453339,-0.368721542,1.46921508,-0.296658808,2426539.26666667,840,60,10,101,6.26666666666667,4.26666666666667,5.06666666666667,9.2,7,21,31.8,NA,NA,35.57,-105.67,0,1.54363006607299
"58",60013,-108.44,34.63,-0.159264007,-0.624690839,1.316864489,-1.266994159,2428113.6,840,60,13,101,3.53333333333333,2.13333333333333,0.0666666666666667,0,0,4.33333333333333,5.73333333333333,NA,NA,34.63,-108.44,0.964285714285714,1.93778480476692
"59",60013,-108.44,34.63,0.431121808,-0.377575892,0.733605452,-0.873237799,2428113.6,840,60,13,101,3.53333333333333,2.13333333333333,0.0666666666666667,0,0,4.33333333333333,5.73333333333333,NA,NA,34.63,-108.44,0.964285714285714,1.27638191007209
"60",60019,-108.18,33.92,-0.231169341,-0.502494674,1.469166884,-1.339242209,2433399.6,840,60,19,101,0.9,0.4,0,0,0.1,1.3,1.4,NA,NA,33.92,-108.18,0.666666666666667,2.06348278137381
"61",60019,-108.18,33.92,0.341581125,-0.07129162,0.971060953,-0.961502526,2433399.6,840,60,19,101,0.9,0.4,0,0,0.1,1.3,1.4,NA,NA,33.92,-108.18,0.666666666666667,1.41039237164136
"62",60020,-107.32,33.74,1.565303794,-0.413312557,0.269348562,-0.994616108,2434713,840,60,20,101,0,0.230769230769231,0,1.38461538461538,3,3.76923076923077,4.61538461538461,NA,NA,33.74,-107.32,0.111111111111111,1.91906568085337
"63",60020,-107.32,33.74,0.751536888,-0.638948455,1.019093178,-1.366346941,2434713,840,60,20,101,0,0.230769230769231,0,1.38461538461538,3,3.76923076923077,4.61538461538461,NA,NA,33.74,-107.32,0.111111111111111,1.96939526017451
"64",60022,-105.84,33.68,0.991221334,-0.555415324,0.92600597,-1.156654239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86717487134523
"65",60022,-105.84,33.68,1.863772738,-0.20393705,0.124215785,-0.738436611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0189000294673
"66",60027,-106.72,32.38,2.550251309,-0.742038907,-0.993083996,-1.217710643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08600688783171
"67",60031,-108.99,31.92,1.542495559,-0.555071213,0.397616356,-1.567348324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30262375049428
"68",60111,-104.37,35.65,0.991221334,-0.528406811,0.538282497,-1.208521029,2465830.91666667,840,60,111,101,0,0,0.0833333333333333,0.25,2.5,1.91666666666667,2.83333333333333,NA,NA,35.65,-104.37,0,1.73551278157198
"69",60201,-108.01,36.83,0.463915553,-0.669904968,0.895162175,-1.127277113,2473508.76923077,840,60,201,101,0.692307692307692,2.76923076923077,0.384615384615385,0.153846153846154,1.46153846153846,4.76923076923077,5.46153846153846,NA,NA,36.83,-108.01,0.142857142857143,1.65410378015127
"70",60201,-108.01,36.83,1.207141062,-0.490904952,0.076127054,-0.702546868,2473508.76923077,840,60,201,101,0.692307692307692,2.76923076923077,0.384615384615385,0.153846153846154,1.46153846153846,4.76923076923077,5.46153846153846,NA,NA,36.83,-108.01,0.142857142857143,1.4824117665318
"71",69019,-122.55,43.9,-0.255137785,1.717456987,-0.583270547,1.410751896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31196436706864
"72",69026,-123.21,42.97,0.60772622,0.848511245,-0.769485832,1.597697239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05768010257277
"73",69028,-121.8,42.37,-0.446885342,-0.277211874,0.31051697,0.716501851,3090479.4,840,69,28,101,2.73333333333333,0.2,0.4,2.4,0.2,4.86666666666667,5.93333333333333,NA,NA,42.37,-121.8,0.341463414634146,0.941460898351841
"74",69028,-121.8,42.37,0.072959075,0.493378952,-0.835396501,1.549979632,3090479.4,840,69,28,101,2.73333333333333,0.2,0.4,2.4,0.2,4.86666666666667,5.93333333333333,NA,NA,42.37,-121.8,0.341463414634146,1.83004644487493
"75",69029,-120.79,42.66,-0.911988439,0.046319538,-0.406712581,-0.112569864,3092078.25,840,69,29,101,0,0.5,0,0.5,0.5,1.5,1.5,NA,NA,42.66,-120.79,1,1.00595999438091
"76",69029,-120.79,42.66,-1.237844013,-0.455572145,0.585472013,-0.644358404,3092078.25,840,69,29,101,0,0.5,0,0.5,0.5,1.5,1.5,NA,NA,42.66,-120.79,1,1.58043633551989
"77",69033,-123.26,44.72,0.415978663,1.581462647,-1.334760214,1.427056904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54796754062113
"78",69034,-122.77,44.71,0.487883997,1.733754256,-1.137371947,1.559511662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64000495917401
"79",69057,-124.24,42.25,0.152325773,2.164876588,-0.850340128,1.721249838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8975287954553
"80",81029,-103.64,43.82,-0.638632899,-0.30785545,0.449387772,0.358633815,3456844.69230769,840,81,29,101,0,0,0,0.153846153846154,2.61538461538462,2,2.76923076923077,NA,NA,43.82,-103.64,0,0.912794906134135
"81",83100,-102.24,35.75,1.063126667,-0.408688812,-0.112683773,-0.164297757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15626823911809
"82",85011,-111.95,39.9,0.104388884,-0.468561153,0.780608352,-1.002623458,3787794.6,840,85,11,101,0.4,1.4,0,0,0,1.6,1.8,NA,NA,39.9,-111.95,0.0277777777777778,1.35832609889801
"83",85011,-111.95,39.9,0.759437646,0.013762636,-0.102474442,-0.550258732,3787794.6,840,85,11,101,0.4,1.4,0,0,0,1.6,1.8,NA,NA,39.9,-111.95,0.0277777777777778,0.943515040535735
"84",85021,-111.18,37.92,0.200262662,-0.788286988,1.057735959,-1.544858659,3795262.26666667,840,85,21,101,4.33333333333333,4.13333333333333,3.06666666666667,1.53333333333333,1.53333333333333,10.0666666666667,14.6,NA,NA,37.92,-111.18,0.185185185185185,2.04129741696069
"85",85021,-111.18,37.92,0.878825223,-0.787629082,0.329596734,-1.212702107,3795262.26666667,840,85,21,101,4.33333333333333,4.13333333333333,3.06666666666667,1.53333333333333,1.53333333333333,10.0666666666667,14.6,NA,NA,37.92,-111.18,0.185185185185185,1.72394134203542
"86",85024,-113.63,41.96,-0.016581608,-0.346931123,-0.02586607,-0.93067856,3797325.78571429,840,85,24,101,1,0,0.285714285714286,1.64285714285714,0.428571428571429,3.14285714285714,3.35714285714286,NA,NA,41.96,-113.63,0.92,0.993714138699267
"87",85024,-113.63,41.96,-0.518790676,-0.612464703,0.829744457,-1.314011615,3797325.78571429,840,85,24,101,1,0,0.285714285714286,1.64285714285714,0.428571428571429,3.14285714285714,3.35714285714286,NA,NA,41.96,-113.63,0.92,1.74910238871329
"88",85025,-113.89,41.7,-0.494822231,-0.665455337,0.759595905,-0.78852653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37347729258267
"89",85025,-113.89,41.7,0.013265286,-0.479751968,-0.135235064,-0.288698635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576171279220409
"90",89001,-124.27,48.25,-0.015453339,3.410029253,-1.181877597,2.583822209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43863832430782
"91",89002,-123.38,48.11,0.080420439,1.997289705,-0.595381425,0.648633363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18422478090962
"92",89004,-121.21,48.7,-0.950222678,1.339267783,0.104633061,0.755225006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81049004954713
"93",89009,-124.29,47.34,0.176294217,4.4485041,-1.377723705,-1.023736643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77141778722051
"94",89016,-117.92,47.73,-0.27910623,-0.474018411,-0.650919431,0.176561233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.870323914553439
"95",89030,-119.27,48.72,-0.590696009,-0.588432447,-0.282819789,-0.517994597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02150866628832
"96",89043,-121.55,46.4,-0.902285789,2.435504754,0.032056234,1.492839175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9958971037639
"97",89111,-121.98,47.74,0.34407333,1.679527001,-1.170601655,1.005399106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30658470482653
"98",92005,-106.71,44.78,-0.518790676,-0.525943498,0.151375575,-0.124495735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764312816412746
"99",92019,-106.12,42.86,-0.255137785,-0.606130453,0.799446071,-0.528419494,4401151.54545455,840,92,19,101,0,0,0,0.363636363636364,1.72727272727273,1.90909090909091,2.09090909090909,NA,NA,42.86,-106.12,0.921052631578947,1.16225238113985
"100",92019,-106.12,42.86,0.31173423,-0.331054347,-0.073104452,0.029071554,4401151.54545455,840,92,19,101,0,0,0,0.363636363636364,1.72727272727273,1.90909090909091,2.09090909090909,NA,NA,42.86,-106.12,0.921052631578947,0.461480906404029
"101",92028,-104.28,42.01,0.58035628,-0.24642911,-0.995163192,2.297394899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58184310496468
"102",92030,-110.73,44.88,-2.05277113,-0.05345527,1.5517849,-0.165234826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57915988291605
"103",92030,-110.73,44.88,-1.926782848,1.054224116,1.099871157,0.472770666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50142145483994
"104",92053,-109.63,43.53,-1.309749347,-0.382631971,2.035609987,-0.754417204,4425266,840,92,53,101,0.5,0.5,0,0,0,1,1,NA,NA,43.53,-109.63,1,2.56411854524388
"105",92053,-109.63,43.53,-1.001529122,0.229143837,1.854205511,-0.247027609,4425266,840,92,53,101,0.5,0.5,0,0,0,1,1,NA,NA,43.53,-109.63,1,2.13416686247355
"106",92063,-106.87,43.88,-0.974191123,-0.537402361,0.899865293,-0.977908253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73317966136574
"107",92063,-106.87,43.88,-0.583672601,-0.158787619,0.083459711,-0.52006441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.802072145766605
"108",92083,-106.99,42.56,0.072959075,-0.648301271,0.197530147,-0.462022625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.823468657321457
"109",92087,-105.29,42.21,-0.135969186,-0.277741116,-0.027273886,-0.056388392,4441086.66666667,840,92,87,101,3.73333333333333,0.266666666666667,0.733333333333333,0.8,5.13333333333333,6.73333333333333,10.6666666666667,NA,NA,42.21,-105.29,0.964285714285714,0.315517452240466
"110",92087,-105.29,42.21,-0.614664454,-0.584860434,0.828841493,-0.598371724,4441086.66666667,840,92,87,101,3.73333333333333,0.266666666666667,0.733333333333333,0.8,5.13333333333333,6.73333333333333,10.6666666666667,NA,NA,42.21,-105.29,0.964285714285714,1.32849578805166
"111",92104,-106.38,41.68,-0.830380455,-0.600129441,1.477053944,-0.453266529,4447843.4,840,92,104,101,0.1,1.3,1.1,0.4,0,2.8,2.9,NA,NA,41.68,-106.38,0.875,1.85386783396192
"112",92104,-106.38,41.68,-0.404591235,-0.31601283,0.983357712,0.120885187,4447843.4,840,92,104,101,0.1,1.3,1.1,0.4,0,2.8,2.9,NA,NA,41.68,-106.38,0.875,1.11586907581012
