"Species","FocalAOU","Long","Lat"
"Sphyrapicus_ruber","4030",-124.837676283401,49.7912714615598
"Empidonax_traillii","4660",-102.449799171405,42.6265232641331
"Calypte_anna","4310",-117.871636826,37.2617131554919
"Dendroica_magnolia","6570",-91.6832391753168,52.6345732887083
"Dendroica_caerulescens","6540",-76.8882659953147,44.8658754517601
"Wilsonia_canadensis","6860",-85.5344429656757,50.1065396211682
"Tyrannus_vociferans","4480",-105.619298132274,28.4014116590193
"Sayornis_saya","4570",-115.382944473751,48.7114859340913
"Chondestes_grammacus","5520",-103.297801394692,38.6427939303568
"Ammodramus_savannarum","5460",-93.8589787250302,40.348406436122
"Tachycineta_thalassina","6150",-115.182327727488,44.1313067069917
"Vermivora_ruficapilla","6450",-88.3389986912435,48.7772386369721
"Vermivora_celata","6460",-112.631962380823,55.3534940253326
"Dendroica_fusca","6620",-81.483711166615,47.1374496725891
"Vermivora_peregrina","6470",-97.0933542328373,55.3931652508326
"Oporornis_philadelphia","6790",-87.1468538292461,50.4748464153895
"Dendroica_tigrina","6500",-94.6872711597365,53.5533964874593
"Dendroica_striata","6610",-103.619298322273,60.75798826331
"Mimus_polyglottos","7030",-98.7136435626659,37.9491178672939
"Oreoscoptes_montanus","7020",-111.940856668929,42.609495591921
"Salpinctes_obsoletus","7150",-107.978340084746,36.4841109631784
"Dendroica_dominica","6630",-87.1317452944702,35.3237227817706
"Protonotaria_citrea","6370",-88.3071276128113,36.2947957359634
"Gymnorhinus_cyanocephalus","4920",-111.521891564096,38.9813677209935
"Parus_hudsonicus","7400",-101.785597387525,59.0056416486287
"Selasphorus_platycercus","4320",-106.527341434758,31.9059203606508
"Aimophila_ruficeps","5800",-104.699789457128,29.1229031498668
"Amphispiza_bilineata","5730",-108.289072768978,32.2238817184112
"Setophaga_ruticilla","6870",-93.8439745906705,48.1449788823513
"Vermivora_luciae","6430",-111.924654610174,33.6192525733939
"Oporornis_tolmiei","6800",-117.19127250753,47.0019334457976
"Dendroica_occidentalis","6690",-121.733421655466,41.957331332576
"Dendroica_castanea","6600",-88.946629969401,52.9313094553048
"Spizella_atrogularis","5650",-106.752114791636,29.0024563329377
"Pyrocephalus_rubinus","4710",-76.8954751342091,-0.351225689958047
"Polioptila_melanura","7520",-106.24135037582,28.7728899208062
"Vireo_philadelphicus","6260",-97.2873311743246,52.8695518712891
"Helmitheros_vermivorum","6390",-85.9683386764062,36.4325755567739
"Cardinalis_sinuatus","5940",-104.178238049328,28.240266639811
"Archilochus_alexandri","4290",-110.012922776573,36.5666125469169
"Sitta_canadensis","7280",-102.412091549342,50.6687493399214
"Icterus_parisorum","5040",-106.179460011224,29.1253290470639
"Icterus_cucullatus","5050",-106.950836186408,30.0290619197699
"Parus_rufescens","7410",-123.405366565735,49.2574220616347
"Oreortyx_pictus","2920",-120.399616034861,40.252702973991
"Selasphorus_rufus","4330",-121.995364241667,50.6904258425836
"Myiarchus_cinerascens","4540",-108.979423155836,33.8553525302276
"Vireo_huttoni","6320",-107.779156847251,30.0505169515705
"Psaltriparus_minimus","7430",-108.705981791416,33.4359114557049
"Ammodramus_leconteii","5480",-99.8438670144347,53.0458127870149
"Ammodramus_nelsoni","5491",-101.566007050512,53.3266240481296
"Perisoreus_canadensis","4840",-100.983414181984,57.0329342228807
"Riparia_riparia","6160",46.7631272796501,85.6163496814245
"Columbina_inca","3210",-101.729970524346,26.1227963610936
"Vermivora_cyanoptera","6410",-85.9295824649094,39.988637351586
"Wilsonia_citrina","6840",-85.4546980966594,36.0038932234219
"Parkesia_motacilla","6760",-86.1709681589757,37.7891104262939
"Parkesia_noveboracensis","6750",-98.7645906491835,57.0506021736025
"Empidonax_hammondii","4680",-120.417554600808,50.1057998198202
"Empidonax_wrightii","4691",-112.944991948526,39.5508066680146
"Toxostoma_bendirei","7080",-110.886905801377,33.9200781898948
"Empidonax_virescens","4650",-88.2342109993105,36.726783006499
"Melospiza_lincolnii","5830",-101.331313193347,55.5825563645879
"Zonotrichia_leucophrys","5540",-110.603075731472,59.2825733051747
"Regulus_calendula","7490",-104.032217867528,55.3235974712677
"Cardellina_rubrifrons","6900",-107.987781843918,29.5498172977398
"Dendroica_nigrescens","6650",-114.717797884542,39.8745033792046
"Ammodramus_bairdii","5450",-105.965354710524,48.9776924407417
"Empidonax_oberholseri","4690",-115.084342966758,43.9365411642411
"Empidonax_occidentalis","4640",-108.823035873278,36.9847152409146
"Nucifraga_columbiana","4910",-113.519086321512,42.8572418993332
"Cyanocitta_stelleri","4780",-112.319464620546,40.0407215789788
"Bonasa_umbellus","3000",-100.559026563174,53.5056527197658
"Pipilo_maculatus","5880",-111.13967506898,41.0970582594443
"Myadestes_townsendi","7540",-117.795879352608,48.5544801800104
"Catharus_ustulatus","7580",-103.242601443699,55.4531785594187
"Sialia_mexicana","7670",-109.7437335474,34.740080112329
"Carpodacus_cassinii","5180",-113.864705158496,42.8963456956126
"Troglodytes_troglodytes","7222",59.9168981321992,83.67113954577
"Cistothorus_platensis","7240",-73.4862040824722,-3.61962987214954
"Thryomanes_bewickii","7190",-105.572393996998,33.312019308151
"Vireo_cassinii","6292",-119.602894045442,44.9285912137093
"Parus_gambeli","7380",-114.375140824933,43.9914458962322
"Limnothlypis_swainsonii","6380",-87.8056699519686,33.4738986695814
"Calamospiza_melanocorys","6050",-103.345484991237,43.2058066995198
"Carduelis_pinus","5330",-104.522906073245,50.019375119496
"Melospiza_georgiana","5840",-90.0321935319268,51.7427221197668
"Passerella_iliaca","5850",-115.034890969685,58.219126069507
"Oporornis_formosus","6770",-86.651054924738,36.2656617032299
"Oporornis_agilis","6780",-95.7628266681944,51.3131093981831
"Baeolophus_ridgwayi","7331",-111.728768789773,37.835081282973
"Melanerpes_erythrocephalus","4060",-92.7955261179052,40.1027462151817
"Toxostoma_redivivum","7100",-119.648506585624,35.8717413023792
"Dendroica_palmarum","6720",-90.4330405160227,54.1739030100283
"Vermivora_virginiae","6440",-109.906592433715,37.7788394395437
"Carduelis_psaltria","5300",-104.370260487874,30.0069951385375
"Mniotilta_varia","6360",-89.4689215515738,47.6486536925127
"Loxia_curvirostra","5210",89.3683866837506,84.7825848536392
"Loxia_leucoptera","5220",-124.675189916292,82.5340839393867
"Certhia_americana","7260",-100.400281773215,46.2318446986061
"Xanthocephalus_xanthocephalus","4970",-107.604338440804,46.0071538485301
"Regulus_satrapa","7480",-102.763667535372,50.3237232311332
"Perdix_perdix","2881",14.8854253015346,70.3784759251899
"Selasphorus_calliope","4360",-117.190278370042,45.1611793952122
"Junco_hyemalis","5660",-104.286069558167,54.287751478011
"Amphispiza_belli","5740",-114.018251105004,39.3688637439004
"Pipilo_chlorurus","5900",-112.32514518258,39.7720819643771
"Melozone_crissalis","5911",-117.414625720861,33.7320910381582
"Aphelocoma_californica","4810",-109.83150288049,34.563526349732
"Catharus_guttatus","7590",-103.477323812816,52.1864627006818
"Sialia_currucoides","7680",-114.874211934424,48.9313132476343
