"lat","long","start.date","end.date","SubsetID","Status"
35.898645,-79.031469,2006,2006,1,"Successful download"
35.809674,-78.716546,2006,2006,2,"Successful download"
43.942407,-71.710066,2006,2006,3,"Successful download"
