"Aou","stateroute","n","occ"
3160,79132,15,1
3160,79133,15,1
3160,80002,15,1
3160,80003,15,1
3160,80018,15,1
3160,80021,15,1
3160,80051,15,1
3160,80055,15,1
3160,80116,15,1
3160,80900,15,1
3160,80901,15,1
3160,81001,15,1
3160,81003,15,1
3160,81010,15,1
3160,81019,15,1
3160,81023,15,1
3160,81029,14,0.933333333333333
3160,81030,15,1
3160,81041,15,1
3160,81911,15,1
3160,82006,15,1
3160,82009,15,1
3160,82010,15,1
3160,82016,15,1
3160,82020,15,1
3160,82023,15,1
3160,82025,15,1
3160,82026,15,1
3160,82034,15,1
3160,82041,15,1
3160,82042,15,1
3160,82130,15,1
3160,82900,9,0.6
3160,82901,15,1
3160,82902,10,0.666666666666667
3160,83011,15,1
3160,83017,15,1
3160,83020,15,1
3160,83024,15,1
3160,83026,15,1
3160,83033,15,1
3160,83041,15,1
3160,83042,15,1
3160,83043,15,1
3160,83044,15,1
3160,83045,15,1
3160,83051,15,1
3160,83054,15,1
3160,83064,15,1
3160,83072,15,1
3160,83074,15,1
3160,83075,15,1
3160,83082,15,1
3160,83092,15,1
3160,83140,15,1
3160,83273,15,1
3160,83311,15,1
3160,83317,15,1
3160,83319,15,1
3160,83323,15,1
3160,83326,15,1
3160,83333,15,1
3160,83346,15,1
3160,83347,15,1
3160,83351,15,1
3160,83359,15,1
3160,83368,15,1
3160,83900,15,1
3160,83901,15,1
3160,85004,12,0.8
3160,85011,15,1
3160,85012,14,0.933333333333333
3160,85021,15,1
3160,85104,14,0.933333333333333
3160,85108,15,1
3160,85109,8,0.533333333333333
3160,85112,15,1
3160,85120,14,0.933333333333333
3160,85121,14,0.933333333333333
3160,85123,15,1
3160,85155,15,1
3160,85156,8,0.533333333333333
3160,85169,15,1
3160,85174,12,0.8
3160,85203,15,1
3160,85206,11,0.733333333333333
3160,85316,15,1
3160,85317,14,0.933333333333333
3160,85318,15,1
3160,85321,15,1
3160,85323,15,1
3160,85904,15,1
3160,87009,15,1
3160,87015,15,1
3160,87022,15,1
3160,88004,15,1
3160,88005,15,1
3160,88007,15,1
3160,88014,15,1
3160,88023,15,1
3160,88026,15,1
3160,88028,15,1
3160,88029,15,1
3160,88042,15,1
3160,88043,15,1
3160,88044,15,1
3160,88048,15,1
3160,88051,15,1
3160,88914,15,1
3160,88924,15,1
3160,89002,15,1
3160,89004,2,0.133333333333333
3160,89005,15,1
3160,89006,15,1
3160,89029,15,1
3160,89036,13,0.866666666666667
3160,89049,5,0.333333333333333
3160,89057,15,1
3160,89066,15,1
3160,89071,15,1
3160,89075,15,1
3160,89078,15,1
3160,89079,15,1
3160,89111,11,0.733333333333333
3160,89152,1,0.0666666666666667
3160,89164,14,0.933333333333333
3160,89906,15,1
3160,90003,15,1
3160,90014,15,1
3160,90016,15,1
3160,90019,15,1
3160,90026,15,1
3160,90030,15,1
3160,90037,15,1
3160,90041,15,1
3160,90046,15,1
3160,90048,15,1
3160,90140,15,1
3160,91004,15,1
3160,91005,15,1
3160,91006,8,0.533333333333333
3160,91008,13,0.866666666666667
3160,91009,15,1
3160,91010,15,1
3160,91012,15,1
3160,91013,15,1
3160,91014,15,1
3160,91015,15,1
3160,91016,15,1
3160,91017,15,1
3160,91019,15,1
3160,91020,15,1
3160,91022,15,1
3160,91024,15,1
3160,91028,15,1
3160,91029,15,1
3160,91031,15,1
3160,91033,15,1
3160,91039,15,1
3160,91042,15,1
3160,91044,15,1
3160,91047,15,1
3160,91048,15,1
3160,91049,15,1
3160,91054,15,1
3160,91055,15,1
3160,91057,15,1
3160,91063,15,1
3160,91068,15,1
3160,91118,15,1
3160,91167,15,1
3160,91303,15,1
3160,91308,15,1
3160,91313,15,1
3160,91314,15,1
3160,91315,15,1
3160,91319,15,1
3160,91320,15,1
3160,91322,15,1
3160,92001,2,0.133333333333333
3160,92002,14,0.933333333333333
3160,92005,15,1
3160,92019,15,1
3160,92026,15,1
3160,92028,15,1
3160,92030,1,0.0666666666666667
3160,92042,1,0.0666666666666667
3160,92053,13,0.866666666666667
3160,92077,4,0.266666666666667
3160,92083,15,1
3160,92084,15,1
3160,92087,15,1
3160,92090,15,1
3160,92104,15,1
3160,92120,15,1
3160,92148,15,1
3180,83017,7,0.466666666666667
3180,83901,15,1
3190,6012,15,1
3190,6014,6,0.4
3190,6024,15,1
3190,6032,15,1
3190,6069,15,1
3190,6071,15,1
3190,6074,15,1
3190,6078,15,1
3190,6233,15,1
3190,14089,13,0.866666666666667
3190,14907,1,0.0666666666666667
3190,17412,1,0.0666666666666667
3190,25014,2,0.133333333333333
3190,25018,1,0.0666666666666667
3190,25022,12,0.8
3190,25024,15,1
3190,25025,8,0.533333333333333
3190,25027,3,0.2
3190,25031,12,0.8
3190,25069,9,0.6
3190,25073,13,0.866666666666667
3190,25074,5,0.333333333333333
3190,25084,2,0.133333333333333
3190,25916,13,0.866666666666667
3190,38037,1,0.0666666666666667
3190,38312,1,0.0666666666666667
3190,42015,2,0.133333333333333
3190,42018,1,0.0666666666666667
3190,42034,1,0.0666666666666667
3190,42056,2,0.133333333333333
3190,42101,1,0.0666666666666667
3190,42906,6,0.4
3190,60004,1,0.0666666666666667
3190,60009,14,0.933333333333333
3190,60017,9,0.6
3190,60018,1,0.0666666666666667
3190,60022,12,0.8
3190,60023,1,0.0666666666666667
3190,60025,4,0.266666666666667
3190,60027,15,1
3190,60029,3,0.2
3190,60031,15,1
3190,60065,6,0.4
3190,60070,2,0.133333333333333
3190,60071,15,1
3190,60075,14,0.933333333333333
3190,60078,15,1
3190,60079,15,1
3190,60080,4,0.266666666666667
3190,60081,11,0.733333333333333
3190,60082,15,1
3190,60107,4,0.266666666666667
3190,60116,1,0.0666666666666667
3190,60126,12,0.8
3190,60130,1,0.0666666666666667
3190,60164,13,0.866666666666667
3190,83017,10,0.666666666666667
3190,83024,1,0.0666666666666667
3190,83026,2,0.133333333333333
3190,83041,8,0.533333333333333
3190,83042,9,0.6
3190,83043,2,0.133333333333333
3190,83051,5,0.333333333333333
3190,83054,8,0.533333333333333
3190,83064,1,0.0666666666666667
3190,83072,1,0.0666666666666667
3190,83074,7,0.466666666666667
3190,83075,3,0.2
3190,83082,9,0.6
3190,83092,14,0.933333333333333
3190,83140,11,0.733333333333333
3190,83273,1,0.0666666666666667
3190,83311,8,0.533333333333333
3190,83317,15,1
3190,83319,15,1
3190,83326,3,0.2
3190,83346,15,1
3190,83351,11,0.733333333333333
3190,83359,1,0.0666666666666667
3190,83900,14,0.933333333333333
3190,83901,1,0.0666666666666667
3200,2024,6,0.4
3200,2029,5,0.333333333333333
3200,2050,1,0.0666666666666667
3200,2065,5,0.333333333333333
3200,2164,1,0.0666666666666667
3200,2211,1,0.0666666666666667
3200,2212,1,0.0666666666666667
3200,6024,2,0.133333333333333
3200,6032,6,0.4
3200,6074,7,0.466666666666667
3200,6078,8,0.533333333333333
3200,6233,1,0.0666666666666667
3200,14089,5,0.333333333333333
3200,25010,12,0.8
3200,25014,15,1
3200,25018,10,0.666666666666667
3200,25021,6,0.4
3200,25022,10,0.666666666666667
3200,25024,11,0.733333333333333
3200,25025,14,0.933333333333333
3200,25027,14,0.933333333333333
3200,25028,4,0.266666666666667
3200,25031,11,0.733333333333333
3200,25062,10,0.666666666666667
3200,25066,1,0.0666666666666667
3200,25067,12,0.8
3200,25069,7,0.466666666666667
3200,25073,15,1
3200,25074,12,0.8
3200,25081,15,1
3200,25084,12,0.8
3200,25086,12,0.8
3200,25087,6,0.4
3200,25113,9,0.6
3200,25132,14,0.933333333333333
3200,25175,8,0.533333333333333
3200,25916,15,1
3200,25922,7,0.466666666666667
3200,27006,14,0.933333333333333
3200,27010,14,0.933333333333333
3200,27014,9,0.6
3200,27033,12,0.8
3200,27050,14,0.933333333333333
3200,27057,15,1
3200,51023,3,0.2
3200,51119,3,0.2
3200,60031,1,0.0666666666666667
3200,60075,2,0.133333333333333
3200,80003,1,0.0666666666666667
3200,80901,1,0.0666666666666667
3200,83017,15,1
3200,83024,7,0.466666666666667
3200,83041,13,0.866666666666667
3200,83042,13,0.866666666666667
3200,83054,2,0.133333333333333
3200,83140,5,0.333333333333333
3200,83317,15,1
3200,83326,1,0.0666666666666667
3200,83901,15,1
3210,6012,1,0.0666666666666667
3210,6024,5,0.333333333333333
3210,6032,8,0.533333333333333
3210,6069,1,0.0666666666666667
3210,6074,11,0.733333333333333
3210,6078,4,0.266666666666667
3210,6233,5,0.333333333333333
3210,42015,13,0.866666666666667
3210,42016,9,0.6
3210,42034,12,0.8
3210,42056,3,0.2
3210,42059,4,0.266666666666667
3210,42101,1,0.0666666666666667
3210,42128,5,0.333333333333333
3210,42137,4,0.266666666666667
3210,42221,2,0.133333333333333
3210,42903,5,0.333333333333333
3210,60031,1,0.0666666666666667
3210,60075,3,0.2
3210,67070,2,0.133333333333333
3210,83011,9,0.6
3210,83017,12,0.8
3210,83020,4,0.266666666666667
3210,83024,14,0.933333333333333
3210,83026,14,0.933333333333333
3210,83033,8,0.533333333333333
3210,83041,15,1
3210,83042,12,0.8
3210,83043,9,0.6
3210,83044,4,0.266666666666667
3210,83045,3,0.2
3210,83051,4,0.266666666666667
3210,83054,3,0.2
3210,83064,8,0.533333333333333
3210,83072,6,0.4
3210,83092,5,0.333333333333333
3210,83140,13,0.866666666666667
3210,83273,7,0.466666666666667
3210,83311,9,0.6
3210,83317,11,0.733333333333333
3210,83319,1,0.0666666666666667
3210,83323,15,1
3210,83326,1,0.0666666666666667
3210,83333,1,0.0666666666666667
3210,83346,4,0.266666666666667
3210,83347,8,0.533333333333333
3210,83351,4,0.266666666666667
3210,83359,1,0.0666666666666667
3250,2001,12,0.8
3250,2010,12,0.8
3250,2014,13,0.866666666666667
3250,2022,10,0.666666666666667
3250,2024,15,1
3250,2029,15,1
3250,2043,12,0.8
3250,2045,14,0.933333333333333
3250,2047,13,0.866666666666667
3250,2050,15,1
3250,2057,11,0.733333333333333
3250,2059,13,0.866666666666667
3250,2060,6,0.4
3250,2065,15,1
3250,2072,15,1
3250,2105,15,1
3250,2109,6,0.4
3250,2111,14,0.933333333333333
3250,2156,6,0.4
3250,2162,3,0.2
3250,2164,13,0.866666666666667
3250,2204,9,0.6
3250,2205,8,0.533333333333333
3250,2211,12,0.8
3250,2212,13,0.866666666666667
3250,6012,15,1
3250,6014,1,0.0666666666666667
3250,6024,7,0.466666666666667
3250,6032,13,0.866666666666667
3250,6069,12,0.8
3250,6071,14,0.933333333333333
3250,6074,9,0.6
3250,6078,15,1
3250,6233,14,0.933333333333333
3250,7004,14,0.933333333333333
3250,7005,13,0.866666666666667
3250,7008,2,0.133333333333333
3250,7010,4,0.266666666666667
3250,7015,5,0.333333333333333
3250,7019,13,0.866666666666667
3250,7020,14,0.933333333333333
3250,7023,8,0.533333333333333
3250,7024,13,0.866666666666667
3250,7027,12,0.8
3250,7028,15,1
3250,7109,2,0.133333333333333
3250,7111,11,0.733333333333333
3250,7901,11,0.733333333333333
3250,7902,1,0.0666666666666667
3250,11006,4,0.266666666666667
3250,11126,2,0.133333333333333
3250,11222,1,0.0666666666666667
3250,11223,6,0.4
3250,11402,4,0.266666666666667
3250,11608,3,0.2
3250,14006,15,1
3250,14016,15,1
3250,14018,2,0.133333333333333
3250,14021,15,1
3250,14059,2,0.133333333333333
3250,14071,15,1
3250,14080,12,0.8
3250,14082,2,0.133333333333333
3250,14083,15,1
3250,14089,2,0.133333333333333
3250,14098,15,1
3250,14106,9,0.6
3250,14108,15,1
3250,14138,14,0.933333333333333
3250,14153,15,1
3250,14155,3,0.2
3250,14156,1,0.0666666666666667
3250,14160,15,1
3250,14175,3,0.2
3250,14182,11,0.733333333333333
3250,14186,15,1
3250,14188,3,0.2
3250,14189,14,0.933333333333333
3250,14190,15,1
3250,14193,15,1
3250,14198,13,0.866666666666667
3250,14319,12,0.8
3250,14907,7,0.466666666666667
3250,17004,5,0.333333333333333
3250,17009,4,0.266666666666667
3250,17011,5,0.333333333333333
3250,17031,4,0.266666666666667
3250,17037,1,0.0666666666666667
3250,17052,3,0.2
3250,17055,2,0.133333333333333
3250,17202,1,0.0666666666666667
3250,17203,2,0.133333333333333
3250,17209,8,0.533333333333333
3250,17211,1,0.0666666666666667
3250,17221,1,0.0666666666666667
3250,17222,2,0.133333333333333
3250,17228,5,0.333333333333333
3250,17301,1,0.0666666666666667
3250,17309,1,0.0666666666666667
3250,17318,4,0.266666666666667
3250,17322,2,0.133333333333333
3250,17359,5,0.333333333333333
3250,17362,4,0.266666666666667
3250,17367,3,0.2
3250,17372,1,0.0666666666666667
3250,17412,1,0.0666666666666667
3250,17903,15,1
3250,18003,8,0.533333333333333
3250,18008,4,0.266666666666667
3250,18009,11,0.733333333333333
3250,18102,1,0.0666666666666667
3250,21001,14,0.933333333333333
3250,21003,15,1
3250,21010,15,1
3250,21105,14,0.933333333333333
3250,21109,15,1
3250,25010,14,0.933333333333333
3250,25014,15,1
3250,25018,9,0.6
3250,25021,14,0.933333333333333
3250,25022,15,1
3250,25024,7,0.466666666666667
3250,25025,15,1
3250,25027,15,1
3250,25028,14,0.933333333333333
3250,25031,12,0.8
3250,25062,14,0.933333333333333
3250,25066,11,0.733333333333333
3250,25067,15,1
3250,25069,15,1
3250,25073,15,1
3250,25074,11,0.733333333333333
3250,25081,15,1
3250,25084,12,0.8
3250,25086,13,0.866666666666667
3250,25087,14,0.933333333333333
3250,25113,15,1
3250,25132,6,0.4
3250,25175,3,0.2
3250,25916,15,1
3250,25922,12,0.8
3250,27006,14,0.933333333333333
3250,27010,15,1
3250,27014,15,1
3250,27015,9,0.6
3250,27027,11,0.733333333333333
3250,27031,15,1
3250,27033,11,0.733333333333333
3250,27036,11,0.733333333333333
3250,27046,13,0.866666666666667
3250,27050,13,0.866666666666667
3250,27057,12,0.8
3250,33010,4,0.266666666666667
3250,33018,1,0.0666666666666667
3250,33020,1,0.0666666666666667
3250,33022,4,0.266666666666667
3250,33023,9,0.6
3250,33025,11,0.733333333333333
3250,33124,2,0.133333333333333
3250,33128,2,0.133333333333333
3250,33208,1,0.0666666666666667
3250,33211,2,0.133333333333333
3250,33217,6,0.4
3250,33218,7,0.466666666666667
3250,33219,4,0.266666666666667
3250,33221,3,0.2
3250,33901,1,0.0666666666666667
3250,34001,12,0.8
3250,34002,6,0.4
3250,34003,13,0.866666666666667
3250,34020,7,0.466666666666667
3250,34022,10,0.666666666666667
3250,34025,6,0.4
3250,34027,8,0.533333333333333
3250,34029,7,0.466666666666667
3250,34030,3,0.2
3250,34031,4,0.266666666666667
3250,34038,10,0.666666666666667
3250,34042,1,0.0666666666666667
3250,34044,4,0.266666666666667
3250,34046,13,0.866666666666667
3250,34049,13,0.866666666666667
3250,34051,3,0.2
3250,34052,3,0.2
3250,34053,5,0.333333333333333
3250,34059,8,0.533333333333333
3250,34060,13,0.866666666666667
3250,34061,15,1
3250,34063,13,0.866666666666667
3250,34065,4,0.266666666666667
3250,34066,3,0.2
3250,34067,9,0.6
3250,34070,10,0.666666666666667
3250,34071,12,0.8
3250,34074,14,0.933333333333333
3250,34075,7,0.466666666666667
3250,34080,13,0.866666666666667
3250,34302,8,0.533333333333333
3250,34304,7,0.466666666666667
3250,34306,4,0.266666666666667
3250,34308,1,0.0666666666666667
3250,34312,4,0.266666666666667
3250,34314,10,0.666666666666667
3250,34316,15,1
3250,35005,3,0.2
3250,35009,12,0.8
3250,35010,7,0.466666666666667
3250,35011,2,0.133333333333333
3250,35012,14,0.933333333333333
3250,35013,12,0.8
3250,35014,6,0.4
3250,35021,6,0.4
3250,35035,12,0.8
3250,35037,15,1
3250,35038,8,0.533333333333333
3250,35306,13,0.866666666666667
3250,35314,12,0.8
3250,35315,12,0.8
3250,35901,8,0.533333333333333
3250,35903,14,0.933333333333333
3250,36001,11,0.733333333333333
3250,36002,14,0.933333333333333
3250,36006,4,0.266666666666667
3250,36013,7,0.466666666666667
3250,36015,10,0.666666666666667
3250,36028,4,0.266666666666667
3250,38006,7,0.466666666666667
3250,38007,15,1
3250,38014,13,0.866666666666667
3250,38015,14,0.933333333333333
3250,38016,15,1
3250,38017,14,0.933333333333333
3250,38019,13,0.866666666666667
3250,38021,15,1
3250,38025,10,0.666666666666667
3250,38026,10,0.666666666666667
3250,38027,13,0.866666666666667
3250,38028,10,0.666666666666667
3250,38030,9,0.6
3250,38032,14,0.933333333333333
3250,38037,8,0.533333333333333
3250,38105,13,0.866666666666667
3250,38118,14,0.933333333333333
3250,38302,12,0.8
3250,38304,9,0.6
3250,38307,4,0.266666666666667
3250,38312,4,0.266666666666667
3250,38315,2,0.133333333333333
3250,38317,12,0.8
3250,39002,15,1
3250,39003,13,0.866666666666667
3250,39006,12,0.8
3250,39008,13,0.866666666666667
3250,39009,14,0.933333333333333
3250,39010,13,0.866666666666667
3250,39011,5,0.333333333333333
3250,39022,15,1
3250,39023,12,0.8
3250,39025,15,1
3250,39039,15,1
3250,39041,15,1
3250,39044,15,1
3250,42015,15,1
3250,42016,14,0.933333333333333
3250,42018,10,0.666666666666667
3250,42056,8,0.533333333333333
3250,42059,14,0.933333333333333
3250,42101,12,0.8
3250,42119,15,1
3250,42128,14,0.933333333333333
3250,42137,15,1
3250,42221,14,0.933333333333333
3250,42903,13,0.866666666666667
3250,42906,5,0.333333333333333
3250,44007,1,0.0666666666666667
3250,44012,6,0.4
3250,44013,3,0.2
3250,44031,2,0.133333333333333
3250,44032,2,0.133333333333333
3250,45205,3,0.2
3250,46003,8,0.533333333333333
3250,46005,11,0.733333333333333
3250,46006,12,0.8
3250,46011,13,0.866666666666667
3250,46013,10,0.666666666666667
3250,46014,13,0.866666666666667
3250,46015,13,0.866666666666667
3250,46016,12,0.8
3250,46029,11,0.733333333333333
3250,46030,11,0.733333333333333
3250,46031,15,1
3250,46032,14,0.933333333333333
3250,46033,11,0.733333333333333
3250,46035,15,1
3250,46036,15,1
3250,46037,15,1
3250,46038,15,1
3250,46039,15,1
3250,46040,15,1
3250,46042,15,1
3250,46043,15,1
3250,46044,15,1
3250,46046,15,1
3250,46047,15,1
3250,46052,8,0.533333333333333
3250,46055,12,0.8
3250,46102,9,0.6
3250,46123,13,0.866666666666667
3250,46126,15,1
3250,47001,1,0.0666666666666667
3250,47014,2,0.133333333333333
3250,47019,3,0.2
3250,47102,3,0.2
3250,47900,2,0.133333333333333
3250,49015,2,0.133333333333333
3250,49017,4,0.266666666666667
3250,49018,10,0.666666666666667
3250,49033,2,0.133333333333333
3250,49036,2,0.133333333333333
3250,49038,3,0.2
3250,49055,9,0.6
3250,49070,12,0.8
3250,49073,13,0.866666666666667
3250,49131,5,0.333333333333333
3250,49172,10,0.666666666666667
3250,49907,5,0.333333333333333
3250,50001,12,0.8
3250,50003,1,0.0666666666666667
3250,50008,1,0.0666666666666667
3250,50009,1,0.0666666666666667
3250,50015,1,0.0666666666666667
3250,50032,3,0.2
3250,50035,2,0.133333333333333
3250,50037,3,0.2
3250,50042,3,0.2
3250,50047,2,0.133333333333333
3250,50048,1,0.0666666666666667
3250,50055,1,0.0666666666666667
3250,50065,3,0.2
3250,50067,1,0.0666666666666667
3250,50068,4,0.266666666666667
3250,51023,8,0.533333333333333
3250,51030,10,0.666666666666667
3250,51113,11,0.733333333333333
3250,51119,14,0.933333333333333
3250,52001,3,0.2
3250,52002,13,0.866666666666667
3250,52004,13,0.866666666666667
3250,52007,8,0.533333333333333
3250,52010,15,1
3250,52011,10,0.666666666666667
3250,52014,12,0.8
3250,52019,12,0.8
3250,52027,13,0.866666666666667
3250,52052,15,1
3250,52053,14,0.933333333333333
3250,52054,12,0.8
3250,52056,9,0.6
3250,52066,14,0.933333333333333
3250,52067,14,0.933333333333333
3250,52068,14,0.933333333333333
3250,52109,14,0.933333333333333
3250,52131,13,0.866666666666667
3250,53002,1,0.0666666666666667
3250,53013,1,0.0666666666666667
3250,53025,2,0.133333333333333
3250,53028,2,0.133333333333333
3250,53036,2,0.133333333333333
3250,53040,10,0.666666666666667
3250,53064,3,0.2
3250,53074,4,0.266666666666667
3250,53138,5,0.333333333333333
3250,54007,2,0.133333333333333
3250,54012,5,0.333333333333333
3250,54022,12,0.8
3250,54031,7,0.466666666666667
3250,54034,2,0.133333333333333
3250,54040,3,0.2
3250,54041,3,0.2
3250,54900,7,0.466666666666667
3250,55045,10,0.666666666666667
3250,56033,1,0.0666666666666667
3250,56041,2,0.133333333333333
3250,58001,2,0.133333333333333
3250,58003,9,0.6
3250,58004,1,0.0666666666666667
3250,58008,1,0.0666666666666667
3250,58011,1,0.0666666666666667
3250,58013,4,0.266666666666667
3250,58014,5,0.333333333333333
3250,58019,9,0.6
3250,59003,15,1
3250,59010,15,1
3250,59013,14,0.933333333333333
3250,59019,7,0.466666666666667
3250,59020,13,0.866666666666667
3250,59021,12,0.8
3250,60004,9,0.6
3250,60009,4,0.266666666666667
3250,60013,8,0.533333333333333
3250,60017,14,0.933333333333333
3250,60018,6,0.4
3250,60019,9,0.6
3250,60020,13,0.866666666666667
3250,60022,15,1
3250,60023,15,1
3250,60024,7,0.466666666666667
3250,60025,11,0.733333333333333
3250,60027,12,0.8
3250,60028,15,1
3250,60029,15,1
3250,60031,13,0.866666666666667
3250,60051,4,0.266666666666667
3250,60052,7,0.466666666666667
3250,60056,9,0.6
3250,60057,5,0.333333333333333
3250,60065,14,0.933333333333333
3250,60069,9,0.6
3250,60070,15,1
3250,60071,12,0.8
3250,60074,2,0.133333333333333
3250,60075,14,0.933333333333333
3250,60078,15,1
3250,60079,15,1
3250,60080,14,0.933333333333333
3250,60081,14,0.933333333333333
3250,60082,15,1
3250,60107,5,0.333333333333333
3250,60114,9,0.6
3250,60116,15,1
3250,60126,15,1
3250,60130,9,0.6
3250,60155,13,0.866666666666667
3250,60164,10,0.666666666666667
3250,61022,4,0.266666666666667
3250,61029,2,0.133333333333333
3250,61031,6,0.4
3250,61045,3,0.2
3250,61048,2,0.133333333333333
3250,61049,4,0.266666666666667
3250,61053,3,0.2
3250,61056,5,0.333333333333333
3250,61057,7,0.466666666666667
3250,61059,8,0.533333333333333
3250,61064,5,0.333333333333333
3250,61065,10,0.666666666666667
3250,61073,4,0.266666666666667
3250,61089,1,0.0666666666666667
3250,61093,2,0.133333333333333
3250,61111,1,0.0666666666666667
3250,61121,2,0.133333333333333
3250,61123,3,0.2
3250,63002,15,1
3250,63003,15,1
3250,63004,14,0.933333333333333
3250,63010,15,1
3250,63011,14,0.933333333333333
3250,63014,12,0.8
3250,63024,12,0.8
3250,63027,12,0.8
3250,63031,3,0.2
3250,63101,14,0.933333333333333
3250,63108,14,0.933333333333333
3250,63121,11,0.733333333333333
3250,63202,13,0.866666666666667
3250,63204,15,1
3250,63205,15,1
3250,63208,13,0.866666666666667
3250,63217,9,0.6
3250,63221,6,0.4
3250,63222,2,0.133333333333333
3250,63228,8,0.533333333333333
3250,63304,13,0.866666666666667
3250,63308,2,0.133333333333333
3250,63311,14,0.933333333333333
3250,63313,14,0.933333333333333
3250,63902,12,0.8
3250,63903,13,0.866666666666667
3250,63909,2,0.133333333333333
3250,63913,14,0.933333333333333
3250,64008,1,0.0666666666666667
3250,64009,2,0.133333333333333
3250,64019,2,0.133333333333333
3250,64028,1,0.0666666666666667
3250,64033,9,0.6
3250,64043,2,0.133333333333333
3250,64044,2,0.133333333333333
3250,66005,14,0.933333333333333
3250,66011,15,1
3250,66015,12,0.8
3250,66021,11,0.733333333333333
3250,66025,13,0.866666666666667
3250,66042,12,0.8
3250,66064,13,0.866666666666667
3250,66067,12,0.8
3250,66075,15,1
3250,66080,8,0.533333333333333
3250,66107,9,0.6
3250,66165,14,0.933333333333333
3250,66168,12,0.8
3250,66908,11,0.733333333333333
3250,67011,12,0.8
3250,67015,15,1
3250,67022,13,0.866666666666667
3250,67023,14,0.933333333333333
3250,67034,9,0.6
3250,67050,14,0.933333333333333
3250,67051,12,0.8
3250,67065,7,0.466666666666667
3250,67067,14,0.933333333333333
3250,67070,4,0.266666666666667
3250,67125,13,0.866666666666667
3250,67900,7,0.466666666666667
3250,67905,7,0.466666666666667
3250,67906,7,0.466666666666667
3250,68005,6,0.4
3250,68006,11,0.733333333333333
3250,68007,8,0.533333333333333
3250,68012,7,0.466666666666667
3250,68014,7,0.466666666666667
3250,68015,15,1
3250,68018,5,0.333333333333333
3250,68022,10,0.666666666666667
3250,68025,3,0.2
3250,68026,2,0.133333333333333
3250,68028,4,0.266666666666667
3250,68037,11,0.733333333333333
3250,68054,13,0.866666666666667
3250,68066,12,0.8
3250,68113,5,0.333333333333333
3250,68117,8,0.533333333333333
3250,68119,11,0.733333333333333
3250,68142,6,0.4
3250,68203,14,0.933333333333333
3250,68209,11,0.733333333333333
3250,68216,5,0.333333333333333
3250,68218,9,0.6
3250,68219,5,0.333333333333333
3250,68225,12,0.8
3250,68308,14,0.933333333333333
3250,68901,14,0.933333333333333
3250,69003,2,0.133333333333333
3250,69009,11,0.733333333333333
3250,69019,14,0.933333333333333
3250,69021,1,0.0666666666666667
3250,69022,8,0.533333333333333
3250,69026,1,0.0666666666666667
3250,69029,4,0.266666666666667
3250,69127,2,0.133333333333333
3250,69142,14,0.933333333333333
3250,69211,4,0.266666666666667
3250,69237,14,0.933333333333333
3250,69238,4,0.266666666666667
3250,69243,12,0.8
3250,69251,4,0.266666666666667
3250,69252,4,0.266666666666667
3250,69253,5,0.333333333333333
3250,69904,2,0.133333333333333
3250,72002,13,0.866666666666667
3250,72004,7,0.466666666666667
3250,72006,6,0.4
3250,72009,7,0.466666666666667
3250,72010,8,0.533333333333333
3250,72012,10,0.666666666666667
3250,72013,3,0.2
3250,72015,9,0.6
3250,72016,5,0.333333333333333
3250,72017,6,0.4
3250,72021,12,0.8
3250,72023,8,0.533333333333333
3250,72025,12,0.8
3250,72029,13,0.866666666666667
3250,72031,2,0.133333333333333
3250,72033,9,0.6
3250,72034,3,0.2
3250,72035,9,0.6
3250,72036,8,0.533333333333333
3250,72047,15,1
3250,72049,11,0.733333333333333
3250,72050,7,0.466666666666667
3250,72052,11,0.733333333333333
3250,72053,10,0.666666666666667
3250,72054,2,0.133333333333333
3250,72056,9,0.6
3250,72057,8,0.533333333333333
3250,72060,9,0.6
3250,72061,14,0.933333333333333
3250,72062,9,0.6
3250,72063,8,0.533333333333333
3250,72064,13,0.866666666666667
3250,72071,7,0.466666666666667
3250,72072,13,0.866666666666667
3250,72076,14,0.933333333333333
3250,72083,11,0.733333333333333
3250,72084,4,0.266666666666667
3250,72086,10,0.666666666666667
3250,72088,14,0.933333333333333
3250,72090,2,0.133333333333333
3250,72091,8,0.533333333333333
3250,72107,12,0.8
3250,72126,6,0.4
3250,72132,13,0.866666666666667
3250,72151,11,0.733333333333333
3250,72155,2,0.133333333333333
3250,72165,13,0.866666666666667
3250,72177,14,0.933333333333333
3250,72192,13,0.866666666666667
3250,72193,9,0.6
3250,72194,5,0.333333333333333
3250,72195,12,0.8
3250,72901,10,0.666666666666667
3250,72904,5,0.333333333333333
3250,72905,2,0.133333333333333
3250,72906,2,0.133333333333333
3250,72907,13,0.866666666666667
3250,76001,6,0.4
3250,76004,9,0.6
3250,76005,3,0.2
3250,76022,2,0.133333333333333
3250,76125,3,0.2
3250,76190,1,0.0666666666666667
3250,76302,4,0.266666666666667
3250,79033,4,0.266666666666667
3250,79130,1,0.0666666666666667
3250,79133,2,0.133333333333333
3250,80002,10,0.666666666666667
3250,80003,13,0.866666666666667
3250,80018,15,1
3250,80021,12,0.8
3250,80051,13,0.866666666666667
3250,80055,13,0.866666666666667
3250,80116,6,0.4
3250,80900,5,0.333333333333333
3250,80901,7,0.466666666666667
3250,81001,1,0.0666666666666667
3250,81003,1,0.0666666666666667
3250,81010,3,0.2
3250,81023,1,0.0666666666666667
