"","sp","co","spArea","coArea","area_overlap"
"145","Dendroica_occidentalis","Dendroica_coronata","335625.577117385","10280159.9077172","325875.112359531"
"146","Dendroica_occidentalis","Dendroica_petechia","335625.577117385","15523411.5295266","330377.131267831"
"147","Oporornis_tolmiei","Dendroica_nigrescens","2852799.27248669","1798857.25760911","1124995.98696092"
"148","Oporornis_tolmiei","Geothlypis_trichas","2852799.27248669","12866759.2375821","2685995.62762087"
"149","Oporornis_tolmiei","Dendroica_occidentalis","2852799.27248669","335625.577117385","282002.914408984"
"150","Oporornis_tolmiei","Dendroica_townsendi","2852799.27248669","1406150.85982244","1111458.64461612"
"151","Oporornis_tolmiei","Dendroica_coronata","2852799.27248669","10280159.9077172","2719592.97531655"
"152","Oporornis_tolmiei","Dendroica_petechia","2852799.27248669","15523411.5295266","2769368.60476229"
"153","Vermivora_luciae","Dendroica_nigrescens","391355.086474992","1798857.25760911","192403.298066453"
"154","Vermivora_luciae","Dendroica_graciae","391355.086474992","1123772.00425037","175642.421360404"
"155","Vermivora_luciae","Myioborus_pictus","391355.086474992","1126013.68371578","132729.199684684"
"156","Vermivora_luciae","Cardellina_rubrifrons","391355.086474992","393332.995143169","106065.966671407"
"157","Vermivora_luciae","Dendroica_petechia","391355.086474992","15523411.5295266","273095.705210321"
"158","Dendroica_castanea","Dendroica_virens","2702365.02228155","3323344.54537508","2008615.89597663"
"159","Dendroica_castanea","Dendroica_fusca","2702365.02228155","2046866.85865659","1373230.62328746"
"160","Dendroica_castanea","Dendroica_striata","2702365.02228155","6439953.99315026","1696015.09652656"
"161","Dendroica_castanea","Dendroica_tigrina","2702365.02228155","2597215.17394992","1922297.02653701"
