"stateroute","Longi","Lati","sum.EVI","elev.mean","mat","ap.mean","FocalAOU","FocalCommonName","Family","FocalOcc","MainCompSum","FocalAbundance","AllCompSum","nroutes","comp_scaled","all_comp_scaled"
25086,-81.76,26.94,0.3521925,14.31818893185,22.6,1285.54617294372,7030,"Northern Mockingbird","Laniidae",1,3.18181818181818,16.7333333333333,3.18181818181818,309,0.159768715763847,0.159768715763847
25087,-81.65,25.93,0.10188,8.4212170694307,23.4,1327.46133330251,7030,"Northern Mockingbird","Laniidae",1,0,3.53333333333333,0,309,0,0
25129,-81.71,27.9,0.4431075,39.2816821788625,22.4,1249.04930905469,7030,"Northern Mockingbird","Laniidae",1,4.93333333333333,89.9333333333333,4.93333333333333,309,0.0520028109627547,0.0520028109627547
25129,-81.71,27.9,0.4431075,39.2816821788625,22.4,1249.04930905469,4060,"Red-headed Woodpecker","Picidae",0.533333333333333,3,3.125,23.6666666666667,213,0.489795918367347,0.883359253499222
27010,-84.71,31.74,0.40834359,110.221921549921,18.7,1293.136068822,4060,"Red-headed Woodpecker","Picidae",0.333333333333333,1,1.4,14.4,213,0.416666666666667,0.911392405063291
27010,-84.71,31.74,0.40834359,110.221921549921,18.7,1293.136068822,7030,"Northern Mockingbird","Laniidae",1,2.55555555555556,63.3333333333333,2.55555555555556,309,0.0387858347386172,0.0387858347386172
27010,-84.71,31.74,0.40834359,110.221921549921,18.7,1293.136068822,6840,"Hooded Warbler","Parulidae",0.466666666666667,7.13333333333333,1.14285714285714,15.3333333333333,127,0.861910241657077,0.930635838150289
27010,-84.71,31.74,0.40834359,110.221921549921,18.7,1293.136068822,4650,"Acadian Flycatcher","Tyrannidae",0.666666666666667,3.42857142857143,1.2,3.42857142857143,172,0.740740740740741,0.740740740740741
27010,-84.71,31.74,0.40834359,110.221921549921,18.7,1293.136068822,6770,"Kentucky Warbler","Parulidae",0.466666666666667,0,1.28571428571429,1,132,0,0.4375
27010,-84.71,31.74,0.40834359,110.221921549921,18.7,1293.136068822,6380,"Swainson's Warbler","Parulidae",0.0666666666666667,1.28571428571429,1,1.28571428571429,24,0.5625,0.5625
27010,-84.71,31.74,0.40834359,110.221921549921,18.7,1293.136068822,6630,"Yellow-throated Warbler","Parulidae",0.133333333333333,0,1,5.28571428571429,92,0,0.840909090909091
27021,-84.4,31.29,0.4687625,67.193863520227,19.3,1320.48673276049,7030,"Northern Mockingbird","Laniidae",1,1.75,27.5333333333333,1.75,309,0.0597609561752988,0.0597609561752988
27021,-84.4,31.29,0.4687625,67.193863520227,19.3,1320.48673276049,6370,"Prothonotary Warbler","Parulidae",0.133333333333333,0,1,10.1333333333333,66,0,0.910179640718563
27021,-84.4,31.29,0.4687625,67.193863520227,19.3,1320.48673276049,4060,"Red-headed Woodpecker","Picidae",0.866666666666667,1,4.53846153846154,21,213,0.180555555555556,0.822289156626506
27021,-84.4,31.29,0.4687625,67.193863520227,19.3,1320.48673276049,4650,"Acadian Flycatcher","Tyrannidae",0.733333333333333,2.75,1.63636363636364,2.75,172,0.626943005181347,0.626943005181347
27027,-84.78,34.05,0.48883,297.03306594288,15.4,1364.96064139386,6770,"Kentucky Warbler","Parulidae",0.666666666666667,1.28571428571429,1.2,2.97802197802198,132,0.517241379310345,0.712782745923198
27027,-84.78,34.05,0.48883,297.03306594288,15.4,1364.96064139386,6360,"Black-and-white Warbler","Parulidae",0.333333333333333,11,1.4,12.5,199,0.887096774193548,0.899280575539568
27027,-84.78,34.05,0.48883,297.03306594288,15.4,1364.96064139386,5460,"Grasshopper Sparrow","Emberizidae",0.533333333333333,16.8666666666667,1.5,16.8666666666667,208,0.918330308529946,0.918330308529946
27027,-84.78,34.05,0.48883,297.03306594288,15.4,1364.96064139386,6390,"Worm-eating Warbler","Parulidae",0.4,6.53333333333333,1.5,38.6857142857143,87,0.813278008298755,0.962673302523996
27027,-84.78,34.05,0.48883,297.03306594288,15.4,1364.96064139386,7030,"Northern Mockingbird","Laniidae",1,0,15.5333333333333,0,309,0,0
27027,-84.78,34.05,0.48883,297.03306594288,15.4,1364.96064139386,4060,"Red-headed Woodpecker","Picidae",0.4,2,1.33333333333333,8.2,213,0.6,0.86013986013986
27027,-84.78,34.05,0.48883,297.03306594288,15.4,1364.96064139386,6630,"Yellow-throated Warbler","Parulidae",0.666666666666667,0,1.5,12.4,92,0,0.892086330935252
27027,-84.78,34.05,0.48883,297.03306594288,15.4,1364.96064139386,6760,"Louisiana Waterthrush","Parulidae",0.466666666666667,1.2,1.28571428571429,2.89230769230769,135,0.482758620689655,0.692267227774855
27027,-84.78,34.05,0.48883,297.03306594288,15.4,1364.96064139386,4650,"Acadian Flycatcher","Tyrannidae",0.6,1.7,1.66666666666667,1.7,172,0.504950495049505,0.504950495049505
27027,-84.78,34.05,0.48883,297.03306594288,15.4,1364.96064139386,6840,"Hooded Warbler","Parulidae",0.466666666666667,6.53333333333333,1.28571428571429,25.4,127,0.835566382460414,0.951820128479657
27033,-84.26,32.18,0.42733,135.287029196936,17.8,1210.91066593763,6840,"Hooded Warbler","Parulidae",0.4,5.57142857142857,1.16666666666667,15.9492063492063,127,0.826855123674912,0.93183715107113
27033,-84.26,32.18,0.42733,135.287029196936,17.8,1210.91066593763,4650,"Acadian Flycatcher","Tyrannidae",0.733333333333333,4.42857142857143,1.63636363636364,4.42857142857143,172,0.730192719486081,0.730192719486081
27033,-84.26,32.18,0.42733,135.287029196936,17.8,1210.91066593763,6370,"Prothonotary Warbler","Parulidae",0.133333333333333,1,1,14.4666666666667,66,0.5,0.935344827586207
27033,-84.26,32.18,0.42733,135.287029196936,17.8,1210.91066593763,6770,"Kentucky Warbler","Parulidae",0.133333333333333,1,1,1,132,0.5,0.5
27033,-84.26,32.18,0.42733,135.287029196936,17.8,1210.91066593763,4060,"Red-headed Woodpecker","Picidae",0.666666666666667,1.5,1.6,20.9666666666667,213,0.483870967741935,0.929098966026588
27033,-84.26,32.18,0.42733,135.287029196936,17.8,1210.91066593763,7030,"Northern Mockingbird","Laniidae",1,2.66666666666667,60.9333333333333,2.66666666666667,309,0.0419287211740042,0.0419287211740042
27033,-84.26,32.18,0.42733,135.287029196936,17.8,1210.91066593763,6760,"Louisiana Waterthrush","Parulidae",0.133333333333333,1,1,1,135,0.5,0.5
27033,-84.26,32.18,0.42733,135.287029196936,17.8,1210.91066593763,6630,"Yellow-throated Warbler","Parulidae",0.2,1,1,14.4666666666667,92,0.5,0.935344827586207
27046,-83.81,33.1,0.4927075,176.177838958371,17.3,1222.37871277074,5460,"Grasshopper Sparrow","Emberizidae",0.0666666666666667,10.1333333333333,2,10.1333333333333,208,0.835164835164835,0.835164835164835
27046,-83.81,33.1,0.4927075,176.177838958371,17.3,1222.37871277074,6840,"Hooded Warbler","Parulidae",0.0666666666666667,6.13333333333333,1,29.8,127,0.85981308411215,0.967532467532468
27046,-83.81,33.1,0.4927075,176.177838958371,17.3,1222.37871277074,4060,"Red-headed Woodpecker","Picidae",0.8,2.46153846153846,3.08333333333333,14.6615384615385,213,0.44393063583815,0.826240878549238
27046,-83.81,33.1,0.4927075,176.177838958371,17.3,1222.37871277074,7030,"Northern Mockingbird","Laniidae",1,1,21.6,1,309,0.0442477876106195,0.0442477876106195
27046,-83.81,33.1,0.4927075,176.177838958371,17.3,1222.37871277074,4650,"Acadian Flycatcher","Tyrannidae",0.6,6.4,1.88888888888889,6.4,172,0.772117962466488,0.772117962466488
27046,-83.81,33.1,0.4927075,176.177838958371,17.3,1222.37871277074,6630,"Yellow-throated Warbler","Parulidae",0.0666666666666667,0,4,18.9333333333333,92,0,0.825581395348837
27054,-81.69,32.64,0.4518225,54.1420806483305,18.3,1201.62796626655,6840,"Hooded Warbler","Parulidae",0.466666666666667,2.5,1.42857142857143,9.16666666666667,127,0.636363636363636,0.865168539325843
27054,-81.69,32.64,0.4518225,54.1420806483305,18.3,1201.62796626655,6370,"Prothonotary Warbler","Parulidae",0.8,2.55555555555556,1.91666666666667,7.55555555555556,66,0.571428571428571,0.797653958944282
27054,-81.69,32.64,0.4518225,54.1420806483305,18.3,1201.62796626655,7030,"Northern Mockingbird","Laniidae",1,3.42857142857143,49.5333333333333,3.42857142857143,309,0.0647365581729905,0.0647365581729905
27054,-81.69,32.64,0.4518225,54.1420806483305,18.3,1201.62796626655,6380,"Swainson's Warbler","Parulidae",0.2,1,1,1,24,0.5,0.5
27054,-81.69,32.64,0.4518225,54.1420806483305,18.3,1201.62796626655,6630,"Yellow-throated Warbler","Parulidae",0.6,1.91666666666667,2.55555555555556,6.91666666666667,92,0.428571428571429,0.730205278592375
27054,-81.69,32.64,0.4518225,54.1420806483305,18.3,1201.62796626655,6770,"Kentucky Warbler","Parulidae",0.2,0,1,1,132,0,0.5
27054,-81.69,32.64,0.4518225,54.1420806483305,18.3,1201.62796626655,4060,"Red-headed Woodpecker","Picidae",1,1,4.73333333333333,19.9333333333333,213,0.174418604651163,0.808108108108108
27054,-81.69,32.64,0.4518225,54.1420806483305,18.3,1201.62796626655,4650,"Acadian Flycatcher","Tyrannidae",1,3.42857142857143,4.46666666666667,3.42857142857143,172,0.434258142340169,0.434258142340169
27057,-83.8,30.66,0.487635,53.2108150735319,19.4,1372.96272744061,7030,"Northern Mockingbird","Laniidae",1,3.07692307692308,43.1333333333333,3.07692307692308,309,0.0665852846520919,0.0665852846520919
27057,-83.8,30.66,0.487635,53.2108150735319,19.4,1372.96272744061,6770,"Kentucky Warbler","Parulidae",0.0666666666666667,0,1,1,132,0,0.5
27057,-83.8,30.66,0.487635,53.2108150735319,19.4,1372.96272744061,4060,"Red-headed Woodpecker","Picidae",1,1.33333333333333,7,30.6666666666667,213,0.16,0.814159292035398
27057,-83.8,30.66,0.487635,53.2108150735319,19.4,1372.96272744061,6840,"Hooded Warbler","Parulidae",0.2,8.6,1.66666666666667,15.4,127,0.837662337662338,0.90234375
27057,-83.8,30.66,0.487635,53.2108150735319,19.4,1372.96272744061,6380,"Swainson's Warbler","Parulidae",0.0666666666666667,1,1,1,24,0.5,0.5
27057,-83.8,30.66,0.487635,53.2108150735319,19.4,1372.96272744061,6370,"Prothonotary Warbler","Parulidae",0.2,1.5,1,16.5,66,0.6,0.942857142857143
27057,-83.8,30.66,0.487635,53.2108150735319,19.4,1372.96272744061,4650,"Acadian Flycatcher","Tyrannidae",0.733333333333333,5.66666666666667,2.54545454545455,5.66666666666667,172,0.690036900369004,0.690036900369004
27057,-83.8,30.66,0.487635,53.2108150735319,19.4,1372.96272744061,6630,"Yellow-throated Warbler","Parulidae",0.133333333333333,1,1.5,16,92,0.4,0.914285714285714
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,5540,"White-crowned Sparrow","Emberizidae",0.2,2.45454545454545,1.66666666666667,3.57954545454545,28,0.595588235294118,0.682310469314079
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,4970,"Yellow-headed Blackbird","Icteridae",0.0666666666666667,4,1,4,71,0.8,0.8
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,7280,"Red-breasted Nuthatch","Certhiidae",0.466666666666667,1,1.57142857142857,1,155,0.388888888888889,0.388888888888889
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,4780,"Steller's Jay","Corvidae",0.4,0,1.16666666666667,1,43,0,0.461538461538461
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,6160,"Bank Swallow","Hirundinidae",0.333333333333333,6.33333333333333,3.2,6.33333333333333,154,0.664335664335664,0.664335664335664
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,7680,"Mountain Bluebird","Turdidae",0.266666666666667,1.66666666666667,1.5,27.4666666666667,61,0.526315789473684,0.948216340621404
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,5880,"Spotted Towhee","Emberizidae",0.866666666666667,0,2.84615384615385,0,66,0,0
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,4690,"Dusky Flycatcher","Tyrannidae",0.4,1,2.83333333333333,1,38,0.260869565217391,0.260869565217391
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,5850,"Fox Sparrow","Emberizidae",0.733333333333333,1.66666666666667,2.45454545454545,2.79166666666667,20,0.404411764705882,0.532129963898917
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,4910,"Clark's Nutcracker","Corvidae",0.533333333333333,1,2.625,1,30,0.275862068965517,0.275862068965517
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,7590,"Hermit Thrush","Turdidae",0.733333333333333,1.66666666666667,2.27272727272727,3.33333333333333,152,0.423076923076923,0.594594594594595
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,7490,"Ruby-crowned Kinglet","Regulidae",1,1,4.26666666666667,1,69,0.189873417721519,0.189873417721519
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,4660,"Willow Flycatcher","Tyrannidae",0.933333333333333,0,2,0,229,0,0
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,6800,"MacGillivray's Warbler","Parulidae",0.733333333333333,21.9333333333333,2.72727272727273,28.1666666666667,42,0.889407716883755,0.911721432074546
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,7260,"Brown Creeper","Sittidae",0.0666666666666667,1.57142857142857,1,1.57142857142857,123,0.611111111111111,0.611111111111111
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,4021,"Red-naped Sapsucker","Picidae",0.466666666666667,0,1.42857142857143,0,22,0,0
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,7580,"Swainson's Thrush","Turdidae",0.2,2.27272727272727,1.66666666666667,2.27272727272727,74,0.576923076923077,0.576923076923077
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,6150,"Violet-green Swallow","Hirundinidae",0.933333333333333,0,9.35714285714286,2,76,0,0.176100628930818
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,5180,"Cassin's Finch","Fringillidae",0.533333333333333,0,2.625,0,26,0,0
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,4680,"Hammond's Flycatcher","Tyrannidae",0.0666666666666667,2.83333333333333,1,4.16666666666667,32,0.739130434782609,0.806451612903226
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,4840,"Gray Jay","Corvidae",0.0666666666666667,1.16666666666667,1,3.79166666666667,38,0.538461538461538,0.791304347826087
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,7150,"Rock Wren","Troglodytidae",0.933333333333333,2.07692307692308,4.28571428571429,2.07692307692308,64,0.326424870466321,0.326424870466321
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,7540,"Townsend's Solitaire","Turdidae",0.2,2.27272727272727,1.66666666666667,3.77272727272727,32,0.576923076923077,0.693593314763231
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,5330,"Pine Siskin","Fringillidae",0.6,0,6.44444444444444,0,105,0,0
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,7380,"Mountain Chickadee","Paridae",0.466666666666667,0,1.57142857142857,0,42,0,0
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,7480,"Golden-crowned Kinglet","Regulidae",0.2,4.26666666666667,1,4.26666666666667,89,0.810126582278481,0.810126582278481
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,6460,"Orange-crowned Warbler","Parulidae",0.2,21.9333333333333,1.66666666666667,27.6666666666667,54,0.929378531073446,0.943181818181818
33013,-114.17,44.61,0.1888825,2155.61073145181,4.4,369.76148852776,5660,"Dark-eyed Junco","Emberizidae",0,1,3.14285714285714,12.7333333333333,130,0.241379310344828,0.802039592081584
33020,-113.56,43.46,0.0612075,1785.26906839666,5.1,341.028810172878,5880,"Spotted Towhee","Emberizidae",0.333333333333333,1.77777777777778,3.6,1.77777777777778,66,0.330578512396694,0.330578512396694
33020,-113.56,43.46,0.0612075,1785.26906839666,5.1,341.028810172878,7020,"Sage Thrasher","Mimidae",1,0,35.5333333333333,0,28,0,0
33020,-113.56,43.46,0.0612075,1785.26906839666,5.1,341.028810172878,4570,"Say's Phoebe","Tyrannidae",0.2,2.5,1,2.5,62,0.714285714285714,0.714285714285714
33020,-113.56,43.46,0.0612075,1785.26906839666,5.1,341.028810172878,7150,"Rock Wren","Troglodytidae",1,2,6,2,64,0.25,0.25
33020,-113.56,43.46,0.0612075,1785.26906839666,5.1,341.028810172878,7680,"Mountain Bluebird","Turdidae",0.533333333333333,0,4.25,7.13333333333333,61,0,0.626647144948756
33020,-113.56,43.46,0.0612075,1785.26906839666,5.1,341.028810172878,4970,"Yellow-headed Blackbird","Icteridae",0.266666666666667,7.30769230769231,2.75,7.30769230769231,71,0.726577437858509,0.726577437858509
33020,-113.56,43.46,0.0612075,1785.26906839666,5.1,341.028810172878,5900,"Green-tailed Towhee","Emberizidae",0.6,3.6,1.77777777777778,3.6,23,0.669421487603306,0.669421487603306
33020,-113.56,43.46,0.0612075,1785.26906839666,5.1,341.028810172878,5520,"Lark Sparrow","Emberizidae",0.466666666666667,0,1.85714285714286,53.2,115,0,0.966268811624286
33021,-112.73,43.11,0.1955625,1449.04727705553,7.2,277.642133940709,2881,"Gray Partridge","Phasianidae",0.0666666666666667,0,1,29.2666666666667,39,0,0.966960352422907
33021,-112.73,43.11,0.1955625,1449.04727705553,7.2,277.642133940709,6160,"Bank Swallow","Hirundinidae",0.933333333333333,4,148.357142857143,30.2142857142857,154,0.0262541022034693,0.1692
33021,-112.73,43.11,0.1955625,1449.04727705553,7.2,277.642133940709,4660,"Willow Flycatcher","Tyrannidae",0.333333333333333,0,1,0,229,0,0
33021,-112.73,43.11,0.1955625,1449.04727705553,7.2,277.642133940709,7150,"Rock Wren","Troglodytidae",0.133333333333333,1.5,1.5,1.5,64,0.5,0.5
33021,-112.73,43.11,0.1955625,1449.04727705553,7.2,277.642133940709,4970,"Yellow-headed Blackbird","Icteridae",1,25.3333333333333,12.5333333333333,25.3333333333333,71,0.669014084507042,0.669014084507042
33021,-112.73,43.11,0.1955625,1449.04727705553,7.2,277.642133940709,7020,"Sage Thrasher","Mimidae",0.0666666666666667,0,1,0,28,0,0
33021,-112.73,43.11,0.1955625,1449.04727705553,7.2,277.642133940709,4021,"Red-naped Sapsucker","Picidae",0.0666666666666667,0,1,0,22,0,0
33027,-112.51,42.85,0.2446225,1586.12465645268,7.1,336.795772159154,5900,"Green-tailed Towhee","Emberizidae",0.666666666666667,3.25,2.8,3.25,23,0.537190082644628,0.537190082644628
33027,-112.51,42.85,0.2446225,1586.12465645268,7.1,336.795772159154,7020,"Sage Thrasher","Mimidae",0.0666666666666667,0,1,0,28,0,0
33027,-112.51,42.85,0.2446225,1586.12465645268,7.1,336.795772159154,6160,"Bank Swallow","Hirundinidae",0.866666666666667,2,22.3846153846154,11.4,154,0.082018927444795,0.337431693989071
33027,-112.51,42.85,0.2446225,1586.12465645268,7.1,336.795772159154,5880,"Spotted Towhee","Emberizidae",0.266666666666667,2.8,3.25,2.8,66,0.462809917355372,0.462809917355372
33027,-112.51,42.85,0.2446225,1586.12465645268,7.1,336.795772159154,5330,"Pine Siskin","Fringillidae",0.0666666666666667,0,1,0,105,0,0
33027,-112.51,42.85,0.2446225,1586.12465645268,7.1,336.795772159154,4970,"Yellow-headed Blackbird","Icteridae",0.2,49.2,1.33333333333333,49.2,71,0.973614775725594,0.973614775725594
33027,-112.51,42.85,0.2446225,1586.12465645268,7.1,336.795772159154,5520,"Lark Sparrow","Emberizidae",0.266666666666667,0,1.25,3,115,0,0.705882352941177
33027,-112.51,42.85,0.2446225,1586.12465645268,7.1,336.795772159154,2881,"Gray Partridge","Phasianidae",0.0666666666666667,0,2,16.8666666666667,39,0,0.893992932862191
33027,-112.51,42.85,0.2446225,1586.12465645268,7.1,336.795772159154,4021,"Red-naped Sapsucker","Picidae",0.0666666666666667,0,1,0,22,0,0
33128,-111.71,42.96,0.2476875,1932.87459871498,4.8,413.870296905996,5520,"Lark Sparrow","Emberizidae",0.333333333333333,0,3,32.4,115,0,0.915254237288136
33128,-111.71,42.96,0.2476875,1932.87459871498,4.8,413.870296905996,6150,"Violet-green Swallow","Hirundinidae",0.133333333333333,3.9,2,6.7,76,0.661016949152542,0.770114942528736
33128,-111.71,42.96,0.2476875,1932.87459871498,4.8,413.870296905996,5900,"Green-tailed Towhee","Emberizidae",0.266666666666667,0,1,0,23,0,0
33128,-111.71,42.96,0.2476875,1932.87459871498,4.8,413.870296905996,7020,"Sage Thrasher","Mimidae",1,0,17.5333333333333,0,28,0,0
33128,-111.71,42.96,0.2476875,1932.87459871498,4.8,413.870296905996,6160,"Bank Swallow","Hirundinidae",0.333333333333333,7,3,12.4444444444444,154,0.7,0.805755395683453
33128,-111.71,42.96,0.2476875,1932.87459871498,4.8,413.870296905996,4690,"Dusky Flycatcher","Tyrannidae",0.333333333333333,0,2,0,38,0,0
33128,-111.71,42.96,0.2476875,1932.87459871498,4.8,413.870296905996,5330,"Pine Siskin","Fringillidae",0.2,0,3.66666666666667,0,105,0,0
33128,-111.71,42.96,0.2476875,1932.87459871498,4.8,413.870296905996,4570,"Say's Phoebe","Tyrannidae",0.0666666666666667,1,1,1,62,0.5,0.5
33128,-111.71,42.96,0.2476875,1932.87459871498,4.8,413.870296905996,7680,"Mountain Bluebird","Turdidae",0.8,0,4.41666666666667,29.9333333333333,61,0,0.871421639980592
33128,-111.71,42.96,0.2476875,1932.87459871498,4.8,413.870296905996,4021,"Red-naped Sapsucker","Picidae",0.533333333333333,0,2.125,0,22,0,0
33128,-111.71,42.96,0.2476875,1932.87459871498,4.8,413.870296905996,4970,"Yellow-headed Blackbird","Icteridae",0.466666666666667,22.5333333333333,6.14285714285714,22.5333333333333,71,0.785785453337762,0.785785453337762
33128,-111.71,42.96,0.2476875,1932.87459871498,4.8,413.870296905996,7150,"Rock Wren","Troglodytidae",0.933333333333333,3.4,5.07142857142857,3.4,64,0.401349072512648,0.401349072512648
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,6800,"MacGillivray's Warbler","Parulidae",0.866666666666667,2.33333333333333,4,19.4333333333333,42,0.368421052631579,0.829302987197724
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,3000,"Ruffed Grouse","Phasianidae",0.333333333333333,1.5,1.6,1.5,109,0.483870967741935,0.483870967741935
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,7580,"Swainson's Thrush","Turdidae",0.933333333333333,3.30769230769231,7,3.30769230769231,74,0.32089552238806,0.32089552238806
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,4780,"Steller's Jay","Corvidae",0.6,0,1.77777777777778,5,43,0,0.737704918032787
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,5850,"Fox Sparrow","Emberizidae",0.333333333333333,1.66666666666667,1,4.12121212121212,20,0.625,0.804733727810651
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,7680,"Mountain Bluebird","Turdidae",0.0666666666666667,2.6,2,36.2,61,0.565217391304348,0.947643979057592
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,4660,"Willow Flycatcher","Tyrannidae",0.466666666666667,0,2.28571428571429,0,229,0,0
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,5210,"Red Crossbill","Fringillidae",0.933333333333333,0,4.78571428571429,0,65,0,0
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,7540,"Townsend's Solitaire","Turdidae",0.666666666666667,3.30769230769231,2.6,5.30769230769231,32,0.559895833333333,0.671206225680934
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,7490,"Ruby-crowned Kinglet","Regulidae",1,1.16666666666667,13.8,1.16666666666667,69,0.0779510022271715,0.0779510022271715
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,5180,"Cassin's Finch","Fringillidae",0.933333333333333,0,11.2857142857143,0,26,0,0
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,4840,"Gray Jay","Corvidae",0.0666666666666667,1.77777777777778,5,2.97777777777778,38,0.262295081967213,0.373259052924791
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,7380,"Mountain Chickadee","Paridae",1,0,5.33333333333333,0,42,0,0
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,4680,"Hammond's Flycatcher","Tyrannidae",1,6.35714285714286,3.93333333333333,8.19047619047619,32,0.617769551133734,0.675569520816968
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,7480,"Golden-crowned Kinglet","Regulidae",0.4,13.8,1.16666666666667,13.8,89,0.922048997772829,0.922048997772829
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,6291,"Plumbeous Vireo","Vireonidae",0.266666666666667,4.92857142857143,1.25,4.92857142857143,41,0.797687861271676,0.797687861271676
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,4910,"Clark's Nutcracker","Corvidae",0.333333333333333,5,1.2,5,30,0.806451612903226,0.806451612903226
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,5660,"Dark-eyed Junco","Emberizidae",0,0,16.6,3.69230769230769,130,0,0.181956027293404
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,6460,"Orange-crowned Warbler","Parulidae",0.0666666666666667,2.33333333333333,1,19.4333333333333,54,0.7,0.951060358890702
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,4330,"Rufous Hummingbird","Trochilidae",0.0666666666666667,1,1,1,27,0.5,0.5
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,4690,"Dusky Flycatcher","Tyrannidae",0.933333333333333,3.93333333333333,6.35714285714286,3.93333333333333,38,0.382230448866266,0.382230448866266
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,4590,"Olive-sided Flycatcher","Tyrannidae",0.933333333333333,0,6.71428571428571,1.83333333333333,89,0,0.214484679665738
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,5880,"Spotted Towhee","Emberizidae",0.0666666666666667,0,1,0,66,0,0
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,7280,"Red-breasted Nuthatch","Certhiidae",0.6,1.66666666666667,2.33333333333333,1.66666666666667,155,0.416666666666667,0.416666666666667
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,4021,"Red-naped Sapsucker","Picidae",0.266666666666667,0,1.75,0,22,0,0
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,5330,"Pine Siskin","Fringillidae",0.533333333333333,0,7.75,4.78571428571429,105,0,0.381766381766382
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,5540,"White-crowned Sparrow","Emberizidae",0.4,1,1.66666666666667,3.45454545454545,28,0.375,0.674556213017751
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,7150,"Rock Wren","Troglodytidae",0.266666666666667,1,2.5,1,64,0.285714285714286,0.285714285714286
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,7590,"Hermit Thrush","Turdidae",0.866666666666667,7,3.30769230769231,9.6,152,0.67910447761194,0.743742550655542
33212,-115.49,44.96,0.2635025,2081.62806845374,2,650.938606518817,6450,"Nashville Warbler","Parulidae",0.666666666666667,2.33333333333333,1.3,20.4333333333333,92,0.642201834862385,0.940184049079755
