"FocalAOU","ENV","COMP","SHARED","NONE"
3880,0.0801971584890501,0.47959755566,0.249083820769156,0.50224833027604
4060,0.0071178210484576,0.277480108647779,0.0784969827321502,0.708588106835599
4540,0.159807681148977,0.301672813823136,0.00955644723376375,0.513941816183102
4570,0.0731711248804157,0.307608348220493,0.205615777098284,0.57453196405196
4590,0.0509613949268054,0.237626428520112,0.00367724922958751,0.660756000087312
4650,0.0927549392775623,0.494256054812711,0.204645676259026,0.435936974609705
4660,0.00860406833005184,0.45146452748098,-0.0492646670858737,0.531667760936893
4680,0.0352479590812191,0.20274744561779,-0.0093317542024543,0.706422434575679
4690,0.122337013104455,0.01431366800157,0.0462982925134035,0.831322403934525
4780,0.229017489046321,0.187555114789986,0.0947794165064288,0.610571403286876
4810,0.240595784882493,0.235369508659241,-0.145718793670326,0.574485434537801
4970,0.041970051315963,0.158870938797649,0.0461001980993686,0.764462765670727
5180,0.0349850560199173,0.0601239864994951,-0.00474009747521219,0.89826475184295
5210,0.174835153494665,0.200197549433342,0.106401919242051,0.717502364261983
5220,0.0956574945855917,0.113496986212983,0.054638796862241,0.849491334499538
5460,0.0405542714012908,0.576838562834539,0.20262194870927,0.392637044978477
5480,0.0434851800713594,0.027703900949488,0.0166566036205595,0.939776655598064
5540,0.247246628362171,0.0449024728952132,0.00640225825521933,0.71658060991121
5660,0.158794626147018,0.111539880707142,0.244800105513008,0.587949590930681
5830,0.197907326497754,0.141601806357789,0.0445783767587766,0.696874718003983
5840,0.0444721085983096,0.0308402903165362,-0.0748502755923685,0.934945618090879
5880,0.0995804308632721,0.47284071881677,0.126337957883618,0.402562848346141
5900,0.136353600219572,0.18250495487166,-0.314557341391393,0.634634474504082
6050,0.148379977577149,0.445586159008616,-0.112759744979148,0.422394637578238
6150,0.167246006411684,0.098313402366989,-0.040956406600946,0.69947714122564
6160,0.0442517209989317,0.196115035226488,0.08453403074924,0.736661069167344
6260,0.283401794491411,0.290631121049219,0.222013593467601,0.329932261555096
6291,0.103003094537219,0.195043740794903,0.196168850996179,0.632236277495751
6320,0.199251756676682,0.000214051536210624,0.00538094412278533,0.787380258070273
6330,0.254460953075968,0.0372918463834915,0.178275772848208,0.560555800759793
6360,0.0714528655764765,0.150766473756813,-0.0137372922559788,0.816522971900507
6370,0.1335230437627,0.180752788397189,0.0958407763527523,0.669662127443703
6380,0.0411229211970201,0.0327513018094606,0.077749437936155,0.85703173468144
6390,0.0338392827301778,0.115738489409631,0.0767893384702809,0.836220864100119
6410,0.070325413816052,0.156455615119109,0.0873291548391018,0.805599823333822
6450,0.0449989767513901,0.402805136454524,-0.139081770976062,0.513135404433848
6460,0.0621286985483084,0.294409216546353,-0.110520221869454,0.600742052547681
6470,0.390156406528071,0.312207459904021,0.175805267759644,0.304941818325974
6500,0.311863248676284,0.116770879885961,-0.0383874982649073,0.520210424490162
6540,0.0761260231606468,0.252931738291449,0.104403726523101,0.697146191716782
6570,0.0144951338154948,0.278265771857295,0.0364991893252152,0.660521884448851
6600,0.181557811873697,0.0326727479770688,-0.140573049069013,0.789502770585607
6620,0.0229065515497401,0.518910598469247,0.113089719910365,0.449122963024945
6630,0.218325059637476,0.0560425090802148,0.0376952279499888,0.689179602911925
6650,0.175286020548508,0.010156812174932,-0.243674162076458,0.752508316141453
6750,0.153386021832967,0.11665849532738,0.0323997336479951,0.714850155227295
6760,0.0296335878472784,0.0349199258850561,0.0238264975955878,0.934432451742742
6770,0.0172903615078364,0.0309228805650759,0.0263844390468848,0.946837809548412
6790,0.0348936184049244,0.423572127225701,0.134927498285143,0.444392630765258
6800,0.150139841773868,0.0592872157146373,-0.0348942364578618,0.806187504918623
6840,0.0162620695057903,0.321491541041882,0.0595241161111574,0.59909627757989
6860,0.0576716035836962,0.00137072340919844,-0.00729535266067008,0.942240899192343
6870,0.0117284018361983,0.07856690786885,-0.0156123341504203,0.911911204084193
7030,0.0726289964360879,0.0733953507407565,0.0013111132931382,0.883813151128069
7150,0.102896979225757,0.105726890663477,-0.122844405350259,0.836003757134598
7190,0.0587186123425033,0.279798414674778,0.201167630695607,0.613107239257327
7222,0.0367960860701713,0.519994860060118,-0.0860775022093386,0.451166076164909
7240,0.0769372314825784,0.199940239252595,0.195641661105347,0.64290604624558
7260,0.10245960771729,0.0641101435788294,0.0726832249556083,0.795808506351354
7280,0.03617494092722,0.453634649859824,-0.165057947335837,0.539890633124296
7400,0.0507250595941628,0.377964434368589,0.12627566361836,0.403833375776603
7480,0.183365503656068,0.125884004633632,0.0541938864104555,0.691188577193066
7490,0.076920730379905,0.437012403928549,0.180905318326147,0.370137803016673
7540,0.0908276900646436,0.00799844611187239,0.00926229571270512,0.896501141580617
7580,0.172281068565691,0.254185667331963,0.0838778187341905,0.452459104855167
7590,0.0334838156364682,0.218676967867133,-0.0340442076054809,0.774734183723514
7680,0.0455813892929003,0.401940282289785,0.044110928427963,0.471024801297491
