"lat","long","start.date","end.date","SubsetID","Status"
35.898645,-79.031469,2003,2003,1,"Successful download"
35.809674,-78.716546,2003,2003,2,"Successful download"
43.942407,-71.710066,2003,2003,3,"Successful download"
