"datasetID","site","species","propOcc"
67,"-28.07_32.45","Chlidonias_hybridus",0.714285714285714
67,"-28.07_32.45","Chlidonias_leucopteru",0.571428571428571
67,"-28.07_32.45","Haematopus_moquini",0.0714285714285714
67,"-28.07_32.45","Larus_cirrocephalus",1
67,"-28.07_32.45","Larus_dominicanus",0.285714285714286
67,"-28.07_32.45","Pelecanus_onocrotalus",1
67,"-28.07_32.45","Phalacrocorax_capensi",0.142857142857143
67,"-28.07_32.45","Sterna_albifrons",0.785714285714286
67,"-28.07_32.45","Sterna_bengalensis",0.5
67,"-28.07_32.45","Sterna_bergii",0.785714285714286
67,"-28.07_32.45","Sterna_caspia",1
67,"-28.07_32.45","Sterna_hirundo",0.642857142857143
67,"-28.07_32.45","Sterna_paradisaea",0.0714285714285714
67,"-28.07_32.45","Sterna_sandvicensis",0.642857142857143
67,"-28.63_16.46","Chlidonias_leucopteru",0.2
67,"-28.63_16.46","Haematopus_moquini",0.4
67,"-28.63_16.46","Larus_cirrocephalus",0.8
67,"-28.63_16.46","Larus_dominicanus",1
67,"-28.63_16.46","Larus_hartlaubii",1
67,"-28.63_16.46","Larus_pipixcan",0.1
67,"-28.63_16.46","Morus_capensis",0.1
67,"-28.63_16.46","Pelecanus_onocrotalus",1
67,"-28.63_16.46","Phalacrocorax_capensi",1
67,"-28.63_16.46","Stercorarius_pomarinu",0.1
67,"-28.63_16.46","Sterna_albifrons",0.1
67,"-28.63_16.46","Sterna_balaenarum",0.9
67,"-28.63_16.46","Sterna_bergii",1
67,"-28.63_16.46","Sterna_caspia",1
67,"-28.63_16.46","Sterna_hirundo",1
67,"-28.63_16.46","Sterna_sandvicensis",0.9
67,"-28.82_32.02","Catharacta_antarctica",0.0833333333333333
67,"-28.82_32.02","Chlidonias_hybridus",0.333333333333333
67,"-28.82_32.02","Chlidonias_leucopteru",0.583333333333333
67,"-28.82_32.02","Larus_cirrocephalus",1
67,"-28.82_32.02","Larus_dominicanus",0.916666666666667
67,"-28.82_32.02","Pelecanus_onocrotalus",0.833333333333333
67,"-28.82_32.02","Phalacrocorax_capensi",0.0833333333333333
67,"-28.82_32.02","Sterna_albifrons",1
67,"-28.82_32.02","Sterna_bengalensis",1
67,"-28.82_32.02","Sterna_bergii",0.916666666666667
67,"-28.82_32.02","Sterna_caspia",1
67,"-28.82_32.02","Sterna_hirundo",1
67,"-28.82_32.02","Sterna_sandvicensis",1
67,"-29.38_31.35","Anous_minutus",0.0833333333333333
67,"-29.38_31.35","Aptenodytes_forsteri",0.0833333333333333
67,"-29.38_31.35","Chlidonias_hybridus",0.25
67,"-29.38_31.35","Chlidonias_leucopteru",0.333333333333333
67,"-29.38_31.35","Diomedea_amsterdamens",0.0833333333333333
67,"-29.38_31.35","Eudyptes_chrysolophus",0.0833333333333333
67,"-29.38_31.35","Eudyptes_robustus",0.0833333333333333
67,"-29.38_31.35","Garrodia_nereis",0.0833333333333333
67,"-29.38_31.35","Gygis_alba",0.0833333333333333
67,"-29.38_31.35","Haematopus_moquini",0.0833333333333333
67,"-29.38_31.35","Kermadec_x_round_isla",0.0833333333333333
67,"-29.38_31.35","Larus_cirrocephalus",0.833333333333333
67,"-29.38_31.35","Larus_dominicanus",0.916666666666667
67,"-29.38_31.35","Larus_leucopthalmus",0.0833333333333333
67,"-29.38_31.35","Lesser-crested_x_sand",0.0833333333333333
67,"-29.38_31.35","Megadyptes_antipodes",0.0833333333333333
67,"-29.38_31.35","Morus_hybrid",0.0833333333333333
67,"-29.38_31.35","Pachyptila_crassirost",0.0833333333333333
67,"-29.38_31.35","Pagodroma_nivea",0.0833333333333333
67,"-29.38_31.35","Pelecanoides_georgicu",0.0833333333333333
67,"-29.38_31.35","Pelecanoides_urinatri",0.0833333333333333
67,"-29.38_31.35","Pelecanus_onocrotalus",0.166666666666667
67,"-29.38_31.35","Phalacrocorax_atricep",0.0833333333333333
67,"-29.38_31.35","Phalacrocorax_campbel",0.0833333333333333
67,"-29.38_31.35","Phalacrocorax_capensi",0.25
67,"-29.38_31.35","Pterodoma_nigripennis",0.0833333333333333
67,"-29.38_31.35","Pterodroma_arminjonia",0.0833333333333333
67,"-29.38_31.35","Pterodroma_inexpectat",0.0833333333333333
67,"-29.38_31.35","Pterodroma_neglecta",0.0833333333333333
67,"-29.38_31.35","Puffinus_atrodorsalis",0.0833333333333333
